,llvm/llvm-project,golang/go,gcc-mirror/gcc
2023-04-10,86,17,4
2023-04-11,150,30,7
2023-04-12,121,16,25
2023-04-13,173,16,10
2023-04-14,151,19,14
2023-04-15,47,0,7
2023-04-16,55,0,3
2023-04-17,151,11,20
2023-04-18,138,22,44
2023-04-19,131,12,39
2023-04-20,140,18,33
2023-04-21,118,24,33
2023-04-22,35,1,10
2023-04-23,32,0,10
2023-04-24,137,14,27
2023-04-25,125,9,23
2023-04-26,160,8,50
2023-04-27,137,8,31
2023-04-28,106,18,33
2023-04-29,45,0,7
2023-04-30,50,2,15
2023-05-01,82,7,21
2023-05-02,139,17,29
2023-05-03,119,20,46
2023-05-04,144,23,23
2023-05-05,146,23,47
2023-05-06,55,0,20
2023-05-07,52,0,12
2023-05-08,121,11,25
2023-05-09,109,16,54
2023-05-10,117,26,26
2023-05-11,82,28,74
2023-05-12,121,39,59
2023-05-13,46,1,6
2023-05-14,25,0,5
2023-05-15,124,9,52
2023-05-16,207,21,56
2023-05-17,160,29,33
2023-05-18,145,22,31
2023-05-19,117,45,19
2023-05-20,39,8,14
2023-05-21,19,0,8
2023-05-22,132,26,53
2023-05-23,162,57,64
2023-05-24,154,63,36
2023-05-25,166,29,70
2023-05-26,142,19,55
2023-05-27,44,3,4
2023-05-28,18,0,1
2023-05-29,59,0,56
2023-05-30,142,21,56
2023-05-31,192,27,34
2023-06-01,128,28,22
2023-06-02,110,10,31
2023-06-03,37,3,15
2023-06-04,36,1,12
2023-06-05,163,10,17
2023-06-06,160,23,34
2023-06-07,132,12,40
2023-06-08,109,11,12
2023-06-09,114,8,27
2023-06-10,63,2,26
2023-06-11,35,4,7
2023-06-12,127,12,41
2023-06-13,133,16,60
2023-06-14,178,9,26
2023-06-15,180,9,49
2023-06-16,144,16,25
2023-06-17,34,1,4
2023-06-18,30,0,11
2023-06-19,99,1,40
2023-06-20,129,9,51
2023-06-21,133,8,19
2023-06-22,126,5,12
2023-06-23,121,6,20
2023-06-24,55,2,9
2023-06-25,37,0,15
2023-06-26,170,7,30
2023-06-27,132,6,30
2023-06-28,127,3,34
2023-06-29,151,9,29
2023-06-30,161,1,23
2023-07-01,22,0,8
2023-07-02,22,0,9
2023-07-03,109,0,31
2023-07-04,95,3,25
2023-07-05,158,4,34
2023-07-06,160,6,37
2023-07-07,160,5,19
2023-07-08,32,0,9
2023-07-09,42,0,3
2023-07-10,118,4,23
2023-07-11,178,8,17
2023-07-12,171,6,41
2023-07-13,145,4,27
2023-07-14,139,3,27
2023-07-15,41,0,6
2023-07-16,24,0,4
2023-07-17,139,4,44
2023-07-18,181,10,36
2023-07-19,186,2,35
2023-07-20,177,32,25
2023-07-21,152,23,36
2023-07-22,62,0,9
2023-07-23,40,0,2
2023-07-24,155,5,22
2023-07-25,163,7,13
2023-07-26,170,14,42
2023-07-27,127,13,21
2023-07-28,123,8,30
2023-07-29,35,1,5
2023-07-30,44,0,2
2023-07-31,150,32,21
2023-08-01,161,16,22
2023-08-02,121,10,22
2023-08-03,113,19,35
2023-08-04,115,8,34
2023-08-05,29,3,4
2023-08-06,14,0,6
2023-08-07,110,39,58
2023-08-08,155,9,19
2023-08-09,158,11,26
2023-08-10,138,17,21
2023-08-11,148,16,34
2023-08-12,35,2,10
2023-08-13,24,0,2
2023-08-14,163,13,27
2023-08-15,130,22,19
2023-08-16,133,25,27
2023-08-17,163,33,55
2023-08-18,148,21,19
2023-08-19,59,8,3
2023-08-20,41,6,14
2023-08-21,121,22,22
2023-08-22,134,34,26
2023-08-23,151,14,22
2023-08-24,156,14,55
2023-08-25,113,20,26
2023-08-26,21,4,4
2023-08-27,74,0,5
2023-08-28,118,17,25
2023-08-29,149,23,26
2023-08-30,129,11,23
2023-08-31,137,7,23
2023-09-01,136,15,30
2023-09-02,60,2,3
2023-09-03,15,3,3
2023-09-04,87,4,23
2023-09-05,137,9,63
2023-09-06,120,12,37
2023-09-07,152,26,35
2023-09-08,150,34,17
2023-09-09,53,2,9
2023-09-10,47,1,6
2023-09-11,162,17,27
2023-09-12,139,25,55
2023-09-13,146,26,15
2023-09-14,137,18,80
2023-09-15,138,14,66
2023-09-16,38,0,5
2023-09-17,15,1,3
2023-09-18,135,14,36
2023-09-19,149,11,42
2023-09-20,150,18,28
2023-09-21,158,5,26
2023-09-22,148,7,19
2023-09-23,35,1,7
2023-09-24,30,0,5
2023-09-25,123,10,13
2023-09-26,135,1,31
2023-09-27,126,10,13
2023-09-28,146,8,23
2023-09-29,127,5,21
2023-09-30,35,3,7
2023-10-01,20,0,5
2023-10-02,109,11,17
2023-10-03,119,16,15
2023-10-04,101,11,14
2023-10-05,118,7,25
2023-10-06,122,13,13
2023-10-07,26,2,21
2023-10-08,8,1,19
2023-10-09,89,18,42
2023-10-10,94,9,23
2023-10-11,96,12,21
2023-10-12,95,10,34
2023-10-13,78,12,32
2023-10-14,34,3,8
2023-10-15,31,0,11
2023-10-16,110,1,19
2023-10-17,112,6,28
2023-10-18,107,26,31
2023-10-19,146,17,39
2023-10-20,141,6,42
2023-10-21,47,1,7
2023-10-22,39,0,14
2023-10-23,89,9,43
2023-10-24,141,7,26
2023-10-25,147,10,33
2023-10-26,170,6,29
2023-10-27,122,3,24
2023-10-28,21,0,3
2023-10-29,31,0,10
2023-10-30,121,18,22
2023-10-31,149,15,29
2023-11-01,147,10,15
2023-11-02,135,22,24
2023-11-03,134,7,26
2023-11-04,44,0,10
2023-11-05,41,1,10
2023-11-06,169,17,38
2023-11-07,128,15,62
2023-11-08,115,20,19
2023-11-09,104,21,49
2023-11-10,130,11,36
2023-11-11,55,1,29
2023-11-12,37,0,3
2023-11-13,118,8,53
2023-11-14,123,13,47
2023-11-15,119,15,40
2023-11-16,119,20,31
2023-11-17,124,26,22
2023-11-18,44,0,25
2023-11-19,23,7,10
2023-11-20,112,16,31
2023-11-21,130,66,68
2023-11-22,73,17,67
2023-11-23,95,1,41
2023-11-24,74,0,30
2023-11-25,36,0,9
2023-11-26,25,0,16
2023-11-27,144,7,32
2023-11-28,138,7,48
2023-11-29,163,7,39
2023-11-30,180,5,44
2023-12-01,146,12,42
2023-12-02,52,1,16
2023-12-03,30,0,14
2023-12-04,141,5,31
2023-12-05,137,19,73
2023-12-06,153,19,37
2023-12-07,120,9,58
2023-12-08,131,10,55
2023-12-09,33,2,10
2023-12-10,29,0,29
2023-12-11,129,14,48
2023-12-12,166,14,36
2023-12-13,160,8,52
2023-12-14,152,12,44
2023-12-15,132,6,41
2023-12-16,22,0,27
2023-12-17,28,0,7
2023-12-18,110,11,24
2023-12-19,117,9,57
2023-12-20,120,2,37
2023-12-21,115,4,32
2023-12-22,78,0,14
2023-12-23,13,0,7
2023-12-24,22,0,10
2023-12-25,32,0,7
2023-12-26,41,1,8
2023-12-27,34,3,12
2023-12-28,48,0,5
2023-12-29,31,0,9
2023-12-30,22,2,3
2023-12-31,15,0,5
2024-01-01,20,0,1
2024-01-02,92,0,11
2024-01-03,92,4,13
2024-01-04,112,4,29
2024-01-05,115,3,34
2024-01-06,41,0,9
2024-01-07,32,0,16
2024-01-08,118,5,30
2024-01-09,148,5,65
2024-01-10,120,3,37
2024-01-11,131,4,39
2024-01-12,130,3,57
2024-01-13,35,1,13
2024-01-14,26,0,7
2024-01-15,112,2,29
2024-01-16,160,1,904
2024-01-17,156,7,28
2024-01-18,150,2,66
2024-01-19,134,4,38
2024-01-20,77,0,13
2024-01-21,44,0,13
2024-01-22,199,21,14
2024-01-23,202,16,37
2024-01-24,162,14,26
2024-01-25,147,10,37
2024-01-26,125,13,24
2024-01-27,42,2,9
2024-01-28,37,0,11
2024-01-29,109,8,25
2024-01-30,147,15,129
2024-01-31,173,11,33
2024-02-01,126,12,44
2024-02-02,107,8,54
2024-02-03,44,0,12
2024-02-04,33,0,12
2024-02-05,153,8,22
2024-02-06,139,4,18
2024-02-07,112,13,39
2024-02-08,123,18,20
2024-02-09,122,10,13
2024-02-10,43,4,14
2024-02-11,53,0,5
2024-02-12,116,6,21
2024-02-13,147,9,23
2024-02-14,119,5,25
2024-02-15,130,4,28
2024-02-16,113,16,22
2024-02-17,55,3,9
2024-02-18,21,0,7
2024-02-19,78,8,18
2024-02-20,129,21,12
2024-02-21,135,18,37
2024-02-22,135,8,15
2024-02-23,102,11,20
2024-02-24,18,3,5
2024-02-25,25,0,4
2024-02-26,130,24,19
2024-02-27,119,25,11
2024-02-28,124,42,28
2024-02-29,126,17,18
2024-03-01,125,3,23
2024-03-02,50,1,7
2024-03-03,33,0,10
2024-03-04,135,28,24
2024-03-05,149,5,16
2024-03-06,157,9,21
2024-03-07,156,17,31
2024-03-08,138,28,26
2024-03-09,48,7,10
2024-03-10,25,2,7
2024-03-11,134,15,12
2024-03-12,118,5,10
2024-03-13,151,9,15
2024-03-14,137,21,27
2024-03-15,160,19,14
2024-03-16,40,2,5
2024-03-17,33,1,6
2024-03-18,120,15,19
2024-03-19,156,13,31
2024-03-20,158,11,27
2024-03-21,131,18,14
2024-03-22,113,10,36
2024-03-23,28,2,12
2024-03-24,24,0,1
2024-03-25,145,15,10
2024-03-26,133,14,21
2024-03-27,130,8,18
2024-03-28,126,8,17
2024-03-29,72,13,11
2024-03-30,19,2,2
2024-03-31,18,1,6
2024-04-01,74,5,5
2024-04-02,113,18,25
2024-04-03,120,10,14
2024-04-04,134,9,18
2024-04-05,111,10,21
2024-04-06,36,0,6
2024-04-07,23,1,0
2024-04-08,111,11,24
2024-04-09,126,8,32
2024-04-10,125,8,25
2024-04-11,117,10,24
2024-04-12,110,5,24
2024-04-13,32,0,5
2024-04-14,20,4,2
2024-04-15,135,15,23
2024-04-16,174,10,16
2024-04-17,127,8,10
2024-04-18,155,15,23
2024-04-19,112,17,16
2024-04-20,36,0,7
2024-04-21,16,0,5
2024-04-22,135,16,22
2024-04-23,132,7,19
2024-04-24,158,8,11
2024-04-25,116,12,24
2024-04-26,128,14,12
2024-04-27,29,3,3
2024-04-28,31,0,30
2024-04-29,127,5,13
2024-04-30,153,9,28
2024-05-01,111,2,14
2024-05-02,132,5,24
