,rails/rails,django/django,pallets/flask
2010-11-25,13,1.0,0
2010-11-26,37,15.0,0
2010-11-27,6,8.0,0
2010-11-28,7,6.0,0
2010-11-29,40,3.0,1
2010-11-30,27,4.0,0
2010-12-01,38,5.0,1
2010-12-02,29,11.0,0
2010-12-03,18,3.0,0
2010-12-04,11,20.0,0
2010-12-05,11,11.0,0
2010-12-06,5,7.0,1
2010-12-07,27,2.0,1
2010-12-08,24,6.0,0
2010-12-09,42,3.0,0
2010-12-10,22,1.0,0
2010-12-11,18,3.0,0
2010-12-12,3,23.0,0
2010-12-13,9,5.0,0
2010-12-14,18,4.0,0
2010-12-15,81,1.0,0
2010-12-16,7,2.0,0
2010-12-17,10,0.0,0
2010-12-18,6,31.0,0
2010-12-19,28,9.0,0
2010-12-20,19,0.0,0
2010-12-21,11,16.0,0
2010-12-22,14,11.0,0
2010-12-23,48,6.0,3
2010-12-24,19,1.0,0
2010-12-25,16,3.0,0
2010-12-26,22,4.0,0
2010-12-27,15,7.0,0
2010-12-28,23,9.0,0
2010-12-29,10,14.0,0
2010-12-30,3,2.0,0
2010-12-31,18,6.0,1
2011-01-01,9,1.0,0
2011-01-02,2,5.0,0
2011-01-03,21,7.0,0
2011-01-04,28,4.0,0
2011-01-05,20,6.0,0
2011-01-06,6,0.0,0
2011-01-07,13,0.0,1
2011-01-08,8,8.0,0
2011-01-09,10,1.0,0
2011-01-10,5,2.0,0
2011-01-11,29,2.0,0
2011-01-12,24,2.0,0
2011-01-13,5,10.0,2
2011-01-14,14,4.0,0
2011-01-15,16,10.0,0
2011-01-16,15,7.0,2
2011-01-17,6,5.0,0
2011-01-18,20,3.0,0
2011-01-19,13,6.0,0
2011-01-20,3,4.0,3
2011-01-21,7,25.0,0
2011-01-22,10,3.0,0
2011-01-23,4,0.0,0
2011-01-24,0,11.0,4
2011-01-25,3,6.0,0
2011-01-26,0,14.0,0
2011-01-27,3,10.0,0
2011-01-28,10,6.0,0
2011-01-29,19,3.0,0
2011-01-30,25,11.0,0
2011-01-31,7,3.0,0
2011-02-01,24,9.0,0
2011-02-02,28,5.0,0
2011-02-03,19,2.0,0
2011-02-04,10,8.0,0
2011-02-05,12,8.0,2
2011-02-06,9,7.0,1
2011-02-07,20,7.0,0
2011-02-08,19,6.0,0
2011-02-09,30,7.0,0
2011-02-10,13,3.0,1
2011-02-11,8,1.0,0
2011-02-12,19,20.0,0
2011-02-13,14,4.0,0
2011-02-14,22,11.0,0
2011-02-15,21,2.0,0
2011-02-16,9,9.0,0
2011-02-17,6,4.0,2
2011-02-18,32,4.0,0
2011-02-19,9,14.0,0
2011-02-20,11,4.0,0
2011-02-21,43,12.0,2
2011-02-22,8,4.0,0
2011-02-23,4,3.0,0
2011-02-24,6,2.0,0
2011-02-25,7,5.0,0
2011-02-26,6,7.0,0
2011-02-27,7,5.0,0
2011-02-28,14,4.0,0
2011-03-01,11,23.0,0
2011-03-02,16,6.0,0
2011-03-03,7,19.0,0
2011-03-04,20,11.0,0
2011-03-05,39,2.0,0
2011-03-06,28,2.0,0
2011-03-07,15,6.0,0
2011-03-08,6,4.0,0
2011-03-09,11,7.0,0
2011-03-10,8,4.0,0
2011-03-11,5,0.0,0
2011-03-12,15,0.0,0
2011-03-13,12,0.0,0
2011-03-14,6,12.0,18
2011-03-15,3,29.0,6
2011-03-16,7,10.0,0
2011-03-17,6,10.0,0
2011-03-18,4,4.0,4
2011-03-19,4,3.0,1
2011-03-20,0,3.0,0
2011-03-21,10,1.0,0
2011-03-22,21,9.0,0
2011-03-23,9,4.0,0
2011-03-24,10,5.0,0
2011-03-25,23,1.0,0
2011-03-26,9,6.0,0
2011-03-27,21,1.0,0
2011-03-28,24,16.0,0
2011-03-29,35,1.0,0
2011-03-30,23,17.0,0
2011-03-31,22,2.0,0
2011-04-01,1,2.0,0
2011-04-02,2,39.0,0
2011-04-03,12,2.0,0
2011-04-04,5,3.0,0
2011-04-05,10,2.0,0
2011-04-06,10,4.0,0
2011-04-07,9,1.0,0
2011-04-08,3,0.0,0
2011-04-09,0,1.0,0
2011-04-10,10,0.0,0
2011-04-11,42,2.0,0
2011-04-12,4,0.0,0
2011-04-13,66,1.0,0
2011-04-14,39,0.0,0
2011-04-15,26,1.0,0
2011-04-16,28,0.0,0
2011-04-17,29,7.0,1
2011-04-18,25,4.0,8
2011-04-19,34,3.0,0
2011-04-20,4,12.0,0
2011-04-21,5,1.0,0
2011-04-22,48,25.0,0
2011-04-23,12,3.0,0
2011-04-24,7,2.0,0
2011-04-25,29,2.0,2
2011-04-26,34,3.0,0
2011-04-27,23,3.0,2
2011-04-28,30,10.0,0
2011-04-29,31,5.0,0
2011-04-30,13,7.0,0
2011-05-01,35,4.0,1
2011-05-02,34,0.0,0
2011-05-03,33,9.0,0
2011-05-04,33,5.0,0
2011-05-05,30,7.0,0
2011-05-06,38,5.0,0
2011-05-07,38,12.0,1
2011-05-08,30,0.0,2
2011-05-09,26,16.0,0
2011-05-10,64,5.0,0
2011-05-11,32,2.0,0
2011-05-12,24,2.0,1
2011-05-13,22,3.0,0
2011-05-14,20,5.0,0
2011-05-15,13,3.0,0
2011-05-16,17,0.0,0
2011-05-17,41,3.0,1
2011-05-18,44,6.0,0
2011-05-19,20,0.0,1
2011-05-20,19,5.0,0
2011-05-21,40,4.0,0
2011-05-22,38,8.0,0
2011-05-23,46,5.0,0
2011-05-24,70,4.0,7
2011-05-25,67,0.0,0
2011-05-26,30,2.0,0
2011-05-27,27,5.0,6
2011-05-28,22,2.0,2
2011-05-29,9,3.0,5
2011-05-30,10,5.0,3
2011-05-31,30,5.0,0
2011-06-01,22,6.0,0
2011-06-02,2,5.0,1
2011-06-03,14,4.0,0
2011-06-04,17,6.0,0
2011-06-05,17,1.0,20
2011-06-06,26,1.0,1
2011-06-07,40,5.0,1
2011-06-08,37,4.0,6
2011-06-09,25,10.0,0
2011-06-10,25,11.0,2
2011-06-11,33,14.0,0
2011-06-12,15,9.0,0
2011-06-13,16,6.0,0
2011-06-14,10,7.0,0
2011-06-15,27,3.0,0
2011-06-16,28,15.0,4
2011-06-17,12,9.0,11
2011-06-18,23,3.0,0
2011-06-19,14,6.0,0
2011-06-20,20,0.0,3
2011-06-21,34,0.0,2
2011-06-22,19,2.0,0
2011-06-23,17,0.0,1
2011-06-24,8,0.0,1
2011-06-25,8,7.0,4
2011-06-26,10,16.0,6
2011-06-27,31,2.0,10
2011-06-28,33,12.0,20
2011-06-29,15,2.0,6
2011-06-30,23,2.0,4
2011-07-01,22,3.0,0
2011-07-02,10,0.0,0
2011-07-03,15,7.0,0
2011-07-04,10,11.0,0
2011-07-05,7,7.0,0
2011-07-06,10,4.0,8
2011-07-07,29,2.0,8
2011-07-08,15,4.0,3
2011-07-09,13,1.0,0
2011-07-10,4,6.0,7
2011-07-11,24,0.0,3
2011-07-12,9,1.0,3
2011-07-13,7,2.0,2
2011-07-14,12,2.0,3
2011-07-15,11,0.0,3
2011-07-16,13,0.0,0
2011-07-17,42,2.0,0
2011-07-18,14,0.0,3
2011-07-19,23,3.0,2
2011-07-20,22,0.0,0
2011-07-21,17,0.0,0
2011-07-22,9,0.0,0
2011-07-23,35,0.0,2
2011-07-24,59,0.0,0
2011-07-25,29,2.0,0
2011-07-26,33,2.0,1
2011-07-27,18,0.0,3
2011-07-28,26,1.0,0
2011-07-29,14,17.0,2
2011-07-30,6,3.0,3
2011-07-31,12,1.0,0
2011-08-01,8,1.0,0
2011-08-02,1,1.0,0
2011-08-03,13,0.0,0
2011-08-04,53,0.0,2
2011-08-05,12,0.0,15
2011-08-06,8,5.0,1
2011-08-07,7,1.0,6
2011-08-08,18,1.0,2
2011-08-09,24,0.0,3
2011-08-10,3,2.0,13
2011-08-11,9,2.0,0
2011-08-12,3,14.0,1
2011-08-13,168,7.0,0
2011-08-14,14,1.0,0
2011-08-15,39,3.0,0
2011-08-16,24,0.0,0
2011-08-17,9,2.0,2
2011-08-18,3,4.0,0
2011-08-19,5,1.0,0
2011-08-20,15,2.0,0
2011-08-21,10,5.0,0
2011-08-22,12,13.0,0
2011-08-23,17,20.0,0
2011-08-24,34,2.0,1
2011-08-25,20,6.0,19
2011-08-26,10,11.0,28
2011-08-27,7,2.0,0
2011-08-28,8,7.0,0
2011-08-29,14,3.0,2
2011-08-30,9,3.0,2
2011-08-31,28,1.0,3
2011-09-01,35,0.0,3
2011-09-02,20,2.0,0
2011-09-03,12,3.0,1
2011-09-04,25,3.0,0
2011-09-05,30,0.0,2
2011-09-06,22,0.0,0
2011-09-07,28,0.0,4
2011-09-08,20,8.0,0
2011-09-09,10,20.0,0
2011-09-10,20,30.0,1
2011-09-11,7,15.0,0
2011-09-12,45,2.0,0
2011-09-13,28,5.0,0
2011-09-14,18,2.0,2
2011-09-15,11,2.0,0
2011-09-16,13,9.0,1
2011-09-17,6,3.0,5
2011-09-18,7,6.0,15
2011-09-19,1,2.0,4
2011-09-20,4,2.0,1
2011-09-21,11,9.0,3
2011-09-22,28,18.0,2
2011-09-23,10,4.0,3
2011-09-24,8,3.0,3
2011-09-25,7,2.0,8
2011-09-26,22,4.0,0
2011-09-27,9,2.0,3
2011-09-28,12,2.0,0
2011-09-29,6,3.0,3
2011-09-30,12,5.0,0
2011-10-01,5,1.0,3
2011-10-02,13,1.0,0
2011-10-03,23,1.0,0
2011-10-04,20,3.0,0
2011-10-05,28,5.0,0
2011-10-06,18,3.0,5
2011-10-07,16,8.0,4
2011-10-08,22,5.0,0
2011-10-09,25,1.0,0
2011-10-10,20,5.0,0
2011-10-11,15,5.0,0
2011-10-12,10,2.0,1
2011-10-13,13,19.0,2
2011-10-14,17,5.0,0
2011-10-15,22,3.0,0
2011-10-16,7,8.0,0
2011-10-17,12,10.0,2
2011-10-18,13,4.0,0
2011-10-19,23,2.0,0
2011-10-20,15,4.0,0
2011-10-21,9,1.0,0
2011-10-22,17,7.0,0
2011-10-23,1,2.0,0
2011-10-24,9,2.0,0
2011-10-25,12,1.0,0
2011-10-26,10,10.0,0
2011-10-27,9,1.0,0
2011-10-28,3,4.0,0
2011-10-29,12,7.0,0
2011-10-30,11,2.0,0
2011-10-31,13,3.0,0
2011-11-01,6,6.0,0
2011-11-02,5,1.0,2
2011-11-03,12,1.0,0
2011-11-04,16,2.0,2
2011-11-05,17,0.0,3
2011-11-06,19,3.0,0
2011-11-07,14,3.0,0
2011-11-08,16,0.0,0
2011-11-09,12,1.0,0
2011-11-10,21,1.0,1
2011-11-11,12,2.0,0
2011-11-12,5,10.0,0
2011-11-13,38,4.0,0
2011-11-14,20,0.0,0
2011-11-15,9,1.0,0
2011-11-16,24,4.0,0
2011-11-17,22,3.0,0
2011-11-18,33,5.0,0
2011-11-19,15,8.0,0
2011-11-20,13,12.0,4
2011-11-21,9,10.0,0
2011-11-22,16,6.0,0
2011-11-23,23,0.0,0
2011-11-24,5,2.0,0
2011-11-25,22,2.0,1
2011-11-26,19,2.0,0
2011-11-27,20,8.0,0
2011-11-28,33,1.0,2
2011-11-29,32,3.0,0
2011-11-30,43,0.0,0
2011-12-01,29,2.0,0
2011-12-02,19,0.0,0
2011-12-03,16,2.0,0
2011-12-04,44,1.0,1
2011-12-05,22,1.0,0
2011-12-06,24,0.0,0
2011-12-07,18,5.0,0
2011-12-08,44,0.0,0
2011-12-09,20,14.0,0
2011-12-10,12,0.0,0
2011-12-11,15,10.0,0
2011-12-12,24,0.0,0
2011-12-13,25,0.0,0
2011-12-14,23,1.0,0
2011-12-15,23,3.0,0
2011-12-16,26,7.0,0
2011-12-17,15,18.0,0
2011-12-18,15,0.0,0
2011-12-19,12,8.0,0
2011-12-20,68,1.0,0
2011-12-21,68,2.0,0
2011-12-22,26,11.0,0
2011-12-23,30,14.0,0
2011-12-24,54,7.0,0
2011-12-25,36,4.0,0
2011-12-26,16,0.0,0
2011-12-27,9,6.0,2
2011-12-28,27,1.0,0
2011-12-29,27,6.0,0
2011-12-30,35,22.0,0
2011-12-31,15,3.0,0
2012-01-01,5,4.0,0
2012-01-02,12,10.0,0
2012-01-03,23,4.0,0
2012-01-04,40,2.0,2
2012-01-05,78,1.0,0
2012-01-06,82,1.0,0
2012-01-07,24,11.0,6
2012-01-08,7,9.0,0
2012-01-09,5,1.0,1
2012-01-10,18,1.0,0
2012-01-11,13,1.0,0
2012-01-12,41,2.0,0
2012-01-13,62,1.0,0
2012-01-14,15,1.0,0
2012-01-15,13,5.0,0
2012-01-16,38,0.0,10
2012-01-17,69,0.0,18
2012-01-18,43,0.0,3
2012-01-19,27,3.0,0
2012-01-20,36,1.0,0
2012-01-21,21,3.0,0
2012-01-22,13,1.0,0
2012-01-23,33,1.0,3
2012-01-24,21,4.0,3
2012-01-25,33,2.0,0
2012-01-26,29,0.0,1
2012-01-27,18,2.0,0
2012-01-28,9,7.0,0
2012-01-29,16,4.0,0
2012-01-30,18,1.0,0
2012-01-31,53,3.0,3
2012-02-01,41,3.0,3
2012-02-02,38,2.0,0
2012-02-03,12,9.0,2
2012-02-04,17,21.0,2
2012-02-05,15,9.0,0
2012-02-06,17,1.0,0
2012-02-07,47,1.0,7
2012-02-08,16,0.0,0
2012-02-09,40,22.0,0
2012-02-10,12,10.0,0
2012-02-11,11,15.0,0
2012-02-12,16,6.0,0
2012-02-13,17,2.0,0
2012-02-14,22,2.0,1
2012-02-15,11,1.0,0
2012-02-16,19,13.0,0
2012-02-17,9,5.0,0
2012-02-18,14,6.0,0
2012-02-19,1,7.0,0
2012-02-20,18,2.0,0
2012-02-21,30,3.0,0
2012-02-22,25,7.0,0
2012-02-23,21,3.0,0
2012-02-24,8,3.0,2
2012-02-25,19,0.0,2
2012-02-26,11,4.0,1
2012-02-27,19,7.0,0
2012-02-28,16,3.0,0
2012-02-29,19,3.0,0
2012-03-01,7,7.0,4
2012-03-02,17,20.0,1
2012-03-03,17,14.0,0
2012-03-04,24,7.0,0
2012-03-05,27,18.0,0
2012-03-06,25,0.0,0
2012-03-07,26,0.0,0
2012-03-08,16,0.0,2
2012-03-09,19,1.0,0
2012-03-10,26,4.0,0
2012-03-11,18,2.0,0
2012-03-12,25,12.0,22
2012-03-13,50,15.0,9
2012-03-14,44,27.0,4
2012-03-15,28,7.0,0
2012-03-16,25,6.0,2
2012-03-17,25,9.0,0
2012-03-18,17,1.0,1
2012-03-19,14,3.0,0
2012-03-20,12,2.0,2
2012-03-21,19,2.0,2
2012-03-22,12,4.0,0
2012-03-23,13,25.0,0
2012-03-24,16,0.0,1
2012-03-25,3,1.0,0
2012-03-26,30,2.0,0
2012-03-27,30,1.0,2
2012-03-28,25,1.0,4
2012-03-29,14,6.0,0
2012-03-30,22,5.0,0
2012-03-31,15,25.0,2
2012-04-01,22,3.0,11
2012-04-02,11,2.0,1
2012-04-03,18,0.0,0
2012-04-04,21,0.0,3
2012-04-05,26,3.0,0
2012-04-06,6,3.0,0
2012-04-07,14,2.0,0
2012-04-08,8,2.0,1
2012-04-09,16,6.0,17
2012-04-10,0,5.0,2
2012-04-11,14,6.0,0
2012-04-12,27,2.0,2
2012-04-13,32,1.0,0
2012-04-14,10,4.0,0
2012-04-15,4,2.0,0
2012-04-16,16,1.0,0
2012-04-17,18,0.0,0
2012-04-18,10,0.0,4
2012-04-19,11,1.0,2
2012-04-20,10,4.0,2
2012-04-21,10,3.0,3
2012-04-22,4,4.0,5
2012-04-23,8,1.0,0
2012-04-24,37,5.0,9
2012-04-25,54,2.0,0
2012-04-26,32,4.0,0
2012-04-27,44,1.0,0
2012-04-28,40,22.0,0
2012-04-29,52,24.0,0
2012-04-30,69,19.0,0
2012-05-01,30,8.0,0
2012-05-02,46,1.0,0
2012-05-03,35,10.0,0
2012-05-04,48,1.0,0
2012-05-05,28,5.0,0
2012-05-06,22,1.0,0
2012-05-07,33,4.0,0
2012-05-08,24,2.0,3
2012-05-09,16,1.0,0
2012-05-10,19,8.0,0
2012-05-11,44,4.0,0
2012-05-12,34,5.0,0
2012-05-13,51,0.0,0
2012-05-14,24,1.0,1
2012-05-15,38,2.0,0
2012-05-16,70,9.0,0
2012-05-17,61,10.0,0
2012-05-18,53,11.0,0
2012-05-19,47,7.0,0
2012-05-20,19,3.0,0
2012-05-21,29,1.0,0
2012-05-22,47,9.0,0
2012-05-23,45,1.0,0
2012-05-24,20,7.0,0
2012-05-25,28,6.0,0
2012-05-26,25,4.0,0
2012-05-27,10,5.0,0
2012-05-28,38,4.0,2
2012-05-29,35,0.0,0
2012-05-30,35,1.0,1
2012-05-31,23,9.0,1
2012-06-01,17,1.0,0
2012-06-02,10,7.0,0
2012-06-03,7,4.0,0
2012-06-04,8,6.0,0
2012-06-05,16,4.0,0
2012-06-06,16,10.0,0
2012-06-07,7,22.0,0
2012-06-08,7,15.0,0
2012-06-09,13,7.0,0
2012-06-10,13,2.0,0
2012-06-11,29,2.0,0
2012-06-12,17,2.0,1
2012-06-13,9,3.0,1
2012-06-14,27,7.0,0
2012-06-15,17,1.0,0
2012-06-16,15,4.0,1
2012-06-17,22,2.0,9
2012-06-18,21,5.0,1
2012-06-19,45,5.0,0
2012-06-20,30,0.0,0
2012-06-21,19,0.0,0
2012-06-22,30,3.0,0
2012-06-23,21,7.0,0
2012-06-24,18,1.0,0
2012-06-25,19,2.0,5
2012-06-26,11,3.0,1
2012-06-27,20,4.0,4
2012-06-28,17,4.0,0
2012-06-29,17,1.0,0
2012-06-30,16,11.0,0
2012-07-01,13,8.0,8
2012-07-02,5,2.0,1
2012-07-03,28,8.0,0
2012-07-04,15,2.0,5
2012-07-05,16,4.0,0
2012-07-06,21,9.0,0
2012-07-07,31,9.0,0
2012-07-08,18,8.0,0
2012-07-09,6,2.0,0
2012-07-10,9,3.0,0
2012-07-11,7,3.0,0
2012-07-12,3,3.0,1
2012-07-13,29,2.0,0
2012-07-14,8,6.0,0
2012-07-15,1,7.0,0
2012-07-16,12,4.0,1
2012-07-17,16,8.0,0
2012-07-18,14,8.0,0
2012-07-19,8,2.0,0
2012-07-20,20,3.0,2
2012-07-21,18,7.0,3
2012-07-22,8,18.0,0
2012-07-23,8,2.0,0
2012-07-24,13,5.0,0
2012-07-25,4,21.0,0
2012-07-26,13,1.0,2
2012-07-27,19,0.0,0
2012-07-28,12,2.0,0
2012-07-29,17,2.0,0
2012-07-30,35,5.0,0
2012-07-31,20,1.0,0
2012-08-01,22,1.0,3
2012-08-02,21,7.0,0
2012-08-03,13,10.0,0
2012-08-04,20,13.0,0
2012-08-05,8,5.0,0
2012-08-06,12,4.0,0
2012-08-07,18,22.0,0
2012-08-08,9,16.0,0
2012-08-09,12,4.0,0
2012-08-10,16,7.0,0
2012-08-11,20,14.0,10
2012-08-12,9,18.0,0
2012-08-13,9,12.0,0
2012-08-14,12,28.0,0
2012-08-15,13,42.0,0
2012-08-16,2,16.0,0
2012-08-17,19,5.0,1
2012-08-18,16,34.0,0
2012-08-19,8,15.0,0
2012-08-20,19,11.0,1
2012-08-21,32,8.0,0
2012-08-22,9,3.0,0
2012-08-23,17,8.0,0
2012-08-24,15,4.0,0
2012-08-25,7,6.0,0
2012-08-26,18,3.0,3
2012-08-27,11,0.0,0
2012-08-28,41,6.0,0
2012-08-29,19,7.0,1
2012-08-30,18,9.0,0
2012-08-31,21,8.0,0
2012-09-01,10,9.0,0
2012-09-02,11,0.0,0
2012-09-03,12,2.0,0
2012-09-04,7,5.0,1
2012-09-05,22,5.0,0
2012-09-06,25,7.0,3
2012-09-07,26,40.0,0
2012-09-08,21,33.0,0
2012-09-09,10,8.0,0
2012-09-10,11,4.0,0
2012-09-11,12,2.0,0
2012-09-12,27,6.0,0
2012-09-13,16,3.0,1
2012-09-14,23,0.0,0
2012-09-15,26,13.0,1
2012-09-16,6,4.0,0
2012-09-17,100,11.0,0
2012-09-18,24,9.0,0
2012-09-19,29,5.0,0
2012-09-20,32,7.0,1
2012-09-21,38,5.0,0
2012-09-22,24,10.0,0
2012-09-23,11,8.0,1
2012-09-24,28,16.0,0
2012-09-25,19,5.0,0
2012-09-26,7,6.0,0
2012-09-27,15,8.0,0
2012-09-28,20,8.0,0
2012-09-29,5,11.0,0
2012-09-30,18,11.0,0
2012-10-01,20,7.0,2
2012-10-02,28,3.0,0
2012-10-03,12,8.0,0
2012-10-04,19,6.0,0
2012-10-05,22,10.0,1
2012-10-06,17,14.0,0
2012-10-07,27,4.0,31
2012-10-08,19,6.0,3
2012-10-09,19,12.0,1
2012-10-10,36,6.0,0
2012-10-11,12,10.0,1
2012-10-12,36,7.0,0
2012-10-13,13,8.0,0
2012-10-14,17,1.0,0
2012-10-15,28,13.0,0
2012-10-16,9,2.0,2
2012-10-17,11,5.0,4
2012-10-18,35,4.0,0
2012-10-19,25,1.0,1
2012-10-20,9,16.0,1
2012-10-21,26,7.0,0
2012-10-22,10,6.0,0
2012-10-23,12,2.0,0
2012-10-24,13,7.0,0
2012-10-25,8,17.0,0
2012-10-26,21,14.0,0
2012-10-27,18,12.0,0
2012-10-28,23,12.0,0
2012-10-29,15,6.0,0
2012-10-30,8,11.0,1
2012-10-31,14,7.0,0
2012-11-01,12,3.0,0
2012-11-02,16,8.0,0
2012-11-03,16,10.0,1
2012-11-04,12,14.0,0
2012-11-05,8,9.0,3
2012-11-06,8,4.0,0
2012-11-07,10,6.0,0
2012-11-08,16,2.0,0
2012-11-09,40,8.0,0
2012-11-10,13,4.0,0
2012-11-11,7,2.0,0
2012-11-12,10,2.0,0
2012-11-13,16,11.0,2
2012-11-14,16,3.0,0
2012-11-15,45,6.0,0
2012-11-16,45,3.0,3
2012-11-17,19,20.0,1
2012-11-18,17,4.0,0
2012-11-19,21,2.0,0
2012-11-20,12,6.0,0
2012-11-21,13,6.0,0
2012-11-22,10,15.0,0
2012-11-23,3,10.0,0
2012-11-24,9,15.0,0
2012-11-25,14,11.0,0
2012-11-26,27,0.0,0
2012-11-27,26,10.0,0
2012-11-28,14,9.0,0
2012-11-29,45,2.0,0
2012-11-30,10,1.0,0
2012-12-01,44,5.0,0
2012-12-02,23,2.0,0
2012-12-03,15,7.0,0
2012-12-04,23,7.0,0
2012-12-05,20,0.0,0
2012-12-06,17,3.0,0
2012-12-07,33,1.0,0
2012-12-08,30,7.0,0
2012-12-09,20,3.0,0
2012-12-10,24,4.0,1
2012-12-11,24,3.0,1
2012-12-12,6,1.0,0
2012-12-13,18,3.0,3
2012-12-14,22,2.0,0
2012-12-15,15,11.0,0
2012-12-16,4,11.0,0
2012-12-17,14,3.0,0
2012-12-18,21,6.0,0
2012-12-19,16,2.0,2
2012-12-20,15,4.0,0
2012-12-21,44,2.0,2
