,angular/angular,emberjs/ember.js,facebook/react
2022-12-18,0.0,0,2
2022-12-19,71.0,1,2
2022-12-20,-21.300000000000004,1,15
2022-12-21,-5.454999999999995,3,13
2022-12-22,-4.824499999999999,5,13
2022-12-23,-2.0615374999999996,0,3
2022-12-24,-0.5291377499999994,0,0
2022-12-25,-2.4382662374999997,0,0
2022-12-26,-1.6749069362500002,0,0
2022-12-27,-1.3329711153593782,0,0
2022-12-28,-1.1123821370296891,2,0
2022-12-29,-0.11447479603125008,0,0
2022-12-30,-0.09268582521562505,0,0
2022-12-31,-0.053791264265625055,0,0
2023-01-01,-0.04533684676406261,0,0
2023-01-02,6.972833173534375,0,0
2023-01-03,-0.10000000000000053,4,3
2023-01-04,15.665000000000001,1,13
2023-01-05,9.2735,3,6
2023-01-06,-5.6851375,4,1
2023-01-07,-3.174866749999998,2,0
2023-01-08,-1.9026690374999995,0,0
2023-01-09,0.6535556087500001,0,11
2023-01-10,15.369207522640625,0,10
2023-01-11,12.86195583258906,0,12
2023-01-12,11.79128901976875,6,11
2023-01-13,1.425148949807813,1,8
2023-01-14,-7.492330915257812,0,4
2023-01-15,-3.673476888232811,0,1
2023-01-16,-2.4561239599999993,0,2
2023-01-17,5.16744402521875,0,5
2023-01-18,4.450200787268749,5,5
2023-01-19,-2.302810606004689,3,15
2023-01-20,0.3593508020140619,4,9
2023-01-21,-2.313449649078126,0,0
2023-01-22,-1.1127592955609373,0,0
2023-01-23,1.3404469625000002,2,8
2023-01-24,17.90112418375,0,8
2023-01-25,5.691482317640624,1,11
2023-01-26,1.9561452382453126,0,5
2023-01-27,1.9318824393562508,1,3
2023-01-28,-4.5513249767624995,0,1
2023-01-29,-2.3449467146984366,0,0
2023-01-30,-1.5746939349999995,0,11
2023-01-31,0.8097885152187498,0,27
2023-02-01,-1.550600380012501,0,11
2023-02-02,24.02677031988906,1,13
2023-02-03,-6.041715609168751,0,10
2023-02-04,-3.525129323221874,0,0
2023-02-05,-1.8520243926296867,0,0
2023-02-06,10.830375775,0,7
2023-02-07,-1.4612457975000002,1,14
2023-02-08,7.166784503968751,5,12
2023-02-09,-1.576660395215625,0,11
2023-02-10,7.954717533359374,3,18
2023-02-11,-5.058469264351563,0,0
2023-02-12,-2.130822926465624,0,1
2023-02-13,5.6304801275,1,9
2023-02-14,8.888850702562499,5,14
2023-02-15,-2.131969184090625,2,4
2023-02-16,10.911021283895312,2,20
2023-02-17,12.097868206125,1,10
2023-02-18,-6.953885874120312,0,0
2023-02-19,-3.812514083060936,0,0
2023-02-20,-0.2395070162499997,3,8
2023-02-21,6.793024610140625,1,8
2023-02-22,3.846464609932811,2,4
2023-02-23,0.6111912834093749,0,2
2023-02-24,1.4166389355828128,0,3
2023-02-25,-3.416808960790626,0,3
2023-02-26,-1.71822212995625,0,0
2023-02-27,13.002899776767187,1,7
2023-02-28,18.06197045271875,0,5
2023-03-01,6.043278970143749,1,7
2023-03-02,1.791544865529687,0,7
2023-03-03,5.211387741559376,2,22
2023-03-04,-7.029621649992187,5,11
2023-03-05,-3.534852391164061,0,3
2023-03-06,9.637709580000001,5,26
2023-03-07,1.6133432315312488,0,9
2023-03-08,7.210856997881249,1,19
2023-03-09,3.931487656660937,0,11
2023-03-10,-5.748455651148438,0,7
2023-03-11,-2.7281352335156246,0,6
2023-03-12,-1.7273630587937499,0,1
2023-03-13,0.8512786775000001,1,9
2023-03-14,16.500205632562498,2,3
2023-03-15,-4.3444338861531255,0,12
2023-03-16,10.915822768682812,1,9
2023-03-17,6.116906873549999,0,10
2023-03-18,-6.107199632328125,0,2
2023-03-19,-2.7548512249999986,0,0
2023-03-20,6.2073144275,4,8
2023-03-21,20.28242041396875,25,12
2023-03-22,13.926562649253125,3,19
2023-03-23,1.2829729457781252,0,5
2023-03-24,-1.2412281461843726,0,12
2023-03-25,-6.310850386446875,0,3
2023-03-26,-3.435271358793749,0,0
2023-03-27,6.70758536,0,16
2023-03-28,5.544771358375,0,9
2023-03-29,13.641862095512499,0,8
2023-03-30,14.632880274303123,0,22
2023-03-31,-1.4871025217921883,0,15
2023-04-01,-6.188745226153123,0,1
2023-04-02,-3.9784016551296864,0,1
2023-04-03,1.4676536612500004,4,4
2023-04-04,37.92067217410938,0,14
2023-04-05,0.7956893244984347,1,12
2023-04-06,0.8442429403750005,2,8
2023-04-07,-7.292295663282813,0,4
2023-04-08,-4.5873097289953115,1,0
2023-04-09,-2.811718635860937,0,1
2023-04-10,3.008980879267188,0,10
2023-04-11,32.9429467216875,0,13
2023-04-12,2.399552115928122,4,2
2023-04-13,-0.6043815677796864,1,3
2023-04-14,0.9848351433359381,0,3
2023-04-15,-5.997245512326562,0,2
2023-04-16,-3.1778542257328115,0,0
2023-04-17,25.78383633125,5,7
2023-04-18,35.90015937367187,4,8
2023-04-19,6.888872261523435,21,11
2023-04-20,-12.080015991615623,12,13
2023-04-21,-6.88484983938281,0,13
2023-04-22,-5.031406453220311,0,3
2023-04-23,-3.4152254558625,0,2
2023-04-24,16.47528291,3,7
2023-04-25,0.27207252556249806,34,9
2023-04-26,9.920840777012499,10,18
2023-04-27,-1.8724076116000017,0,7
2023-04-28,1.8747397451328123,8,3
2023-04-29,-4.624611706464062,0,2
2023-04-30,-2.4282818007328117,0,0
2023-05-01,32.32056589875,7,6
2023-05-02,1.5147313914531235,2,11
2023-05-03,-0.5061418905484363,2,12
2023-05-04,6.572595545887501,15,8
2023-05-05,-7.32432082856875,4,2
2023-05-06,-3.5662384967562497,0,0
2023-05-07,-2.367796467629687,0,1
2023-05-08,20.29292698,2,9
2023-05-09,13.041136921218747,0,4
2023-05-10,1.2674572296312494,1,3
2023-05-11,-2.364042664901561,0,8
2023-05-12,0.8968603761843754,0,6
2023-05-13,-4.653342372026563,0,0
2023-05-14,-2.5055917249999995,0,0
2023-05-15,10.209306615000001,1,5
2023-05-16,4.006943744906248,0,2
2023-05-17,2.9044980330499994,2,15
2023-05-18,-3.7533671060609377,4,9
2023-05-19,6.500005228110938,0,1
2023-05-20,-4.1622828667578124,0,2
2023-05-21,-1.9541530793968742,0,0
2023-05-22,9.7495604525,2,3
2023-05-23,13.7614342850625,0,5
2023-05-24,2.6966872878156245,0,4
2023-05-25,0.9777505105296882,0,10
2023-05-26,-4.957946986378125,0,4
2023-05-27,-2.536321614123437,0,0
2023-05-28,-1.7314297065953124,3,0
2023-05-29,-1.20592553625,0,0
2023-05-30,20.043274813078124,0,2
2023-05-31,-0.08773722234218972,0,13
2023-06-01,13.159030477903126,0,6
2023-06-02,-5.631471149687499,0,5
2023-06-03,-3.844996392629686,0,2
2023-06-04,-2.186262749999999,0,3
2023-06-05,-1.5388648624999999,0,13
2023-06-06,7.82364171375,1,7
2023-06-07,4.355392006671874,1,3
2023-06-08,3.870818652251562,0,10
2023-06-09,-2.1942793419109385,0,1
2023-06-10,-2.553717371721875,0,1
2023-06-11,-1.3019490764656245,0,0
2023-06-12,18.1124102375,2,1
2023-06-13,8.625050636249998,4,5
2023-06-14,16.964763959109376,0,4
2023-06-15,-6.352984368220312,0,13
2023-06-16,-3.649183087487498,0,13
2023-06-17,-3.7555429893937498,0,0
2023-06-18,0.672793036034375,0,0
2023-06-19,5.39766286125,0,0
2023-06-20,10.941036575203125,0,13
2023-06-21,4.377725877092186,0,3
2023-06-22,5.8213292791328115,0,10
2023-06-23,-0.4853840821499995,0,6
2023-06-24,-4.710629173962499,2,0
2023-06-25,-2.501876797715624,0,0
2023-06-26,15.285625972203125,4,1
2023-06-27,0.5941694324265621,0,7
2023-06-28,-1.8980399185968757,2,5
2023-06-29,-2.392067542914062,12,2
2023-06-30,15.832055710751563,4,3
2023-07-01,-6.728143009387501,0,0
2023-07-02,-2.755304391896874,0,1
2023-07-03,-1.6855629412499995,1,5
2023-07-04,-1.2250929387656257,0,1
2023-07-05,5.042827773932812,0,5
2023-07-06,-1.3807268416765632,0,21
2023-07-07,-1.3278578839640622,0,1
2023-07-08,-0.7613643150140632,0,7
2023-07-09,-0.5449764381906254,0,0
2023-07-10,7.781516,0,0
2023-07-11,16.430594575,1,6
2023-07-12,-6.677024505,0,5
2023-07-13,12.414782425656252,0,8
2023-07-14,8.9508228038375,0,10
2023-07-15,-7.089432913232812,0,0
2023-07-16,-3.2184316499999985,0,0
2023-07-17,16.9110679225,1,2
2023-07-18,2.7645568146249984,0,1
2023-07-19,5.799658388090625,4,1
2023-07-20,-1.672156895173437,1,1
2023-07-21,2.359402642265626,0,2
2023-07-22,-4.747211699976563,0,0
2023-07-23,-2.457740085992187,0,0
2023-07-24,3.4330476737500004,2,1
2023-07-25,1.2996605439531237,2,10
2023-07-26,3.3062146334203115,0,3
2023-07-27,7.898392860234374,0,7
2023-07-28,10.256102041128123,0,4
2023-07-29,-6.500305333523437,0,0
2023-07-30,-2.8008442051296862,0,0
2023-07-31,-1.7005188187499996,2,0
2023-08-01,27.775741896171876,0,4
2023-08-02,-6.647060813226563,0,4
2023-08-03,0.34766309772500215,0,2
2023-08-04,3.91899652993125,4,7
2023-08-05,-4.655780797045313,0,0
2023-08-06,-2.323625948492187,0,0
2023-08-07,5.5588817375,3,7
2023-08-08,2.8104952237499994,0,1
2023-08-09,0.593537080046874,2,4
2023-08-10,5.030917597201562,0,14
2023-08-11,2.270070486473437,2,9
2023-08-12,-3.5219475502890627,0,1
2023-08-13,-0.7166048433624992,2,0
2023-08-14,17.63043290875,0,14
2023-08-15,8.398258890140625,0,6
2023-08-16,-5.185241688223437,0,16
2023-08-17,6.217986788540626,3,14
2023-08-18,1.8096012204437493,1,6
2023-08-19,-4.66333071895625,1,0
2023-08-20,-2.3989228906468743,0,0
2023-08-21,9.397156644484376,2,4
2023-08-22,2.4754981369703106,1,11
2023-08-23,2.7699994745921863,2,6
2023-08-24,-1.0775434070234375,1,2
2023-08-25,-1.8119224103718752,6,2
2023-08-26,-1.8865313996875002,0,2
2023-08-27,-1.1238526301296874,0,0
2023-08-28,28.24047470125,1,2
2023-08-29,29.700365911828122,2,14
2023-08-30,-3.237818316670312,0,7
2023-08-31,8.29312640626094,0,5
2023-09-01,2.69311618332344,0,3
2023-09-02,-8.988851706464061,0,0
2023-09-03,-4.765768175732811,0,0
2023-09-04,-3.3107825762499994,0,0
2023-09-05,20.463794187546874,0,13
2023-09-06,1.0539830023890584,0,3
2023-09-07,4.220844142732812,0,14
2023-09-08,-0.4137264193250001,6,4
2023-09-09,-4.924636256143749,0,0
2023-09-10,-2.546275122026562,0,0
2023-09-11,1.3685501625000003,0,9
2023-09-12,14.86327632875,0,3
2023-09-13,0.5958517893906237,0,5
2023-09-14,4.117099141739063,0,12
2023-09-15,4.008790840750001,0,13
2023-09-16,-5.078101096154687,0,0
2023-09-17,-2.418224816896874,0,0
2023-09-18,19.44234926625,3,7
2023-09-19,13.538185408453124,0,1
2023-09-20,2.5746346465359373,0,5
2023-09-21,-7.776698268567187,0,6
2023-09-22,17.238497692729688,0,5
2023-09-23,-8.74667891998594,0,2
2023-09-24,-3.922224081595311,0,0
2023-09-25,2.506856138750001,0,4
2023-09-26,10.645703349171875,0,1
2023-09-27,9.80472473503281,0,10
2023-09-28,-7.532170391576563,0,4
2023-09-29,19.725083792456253,1,3
2023-09-30,-8.896287302078127,0,0
2023-10-01,-3.8753394903890612,0,0
2023-10-02,4.7352575562500006,0,9
2023-10-03,1.2589832836718742,0,12
2023-10-04,28.487926769117188,0,13
2023-10-05,8.478844908990624,0,10
2023-10-06,4.408010592025001,0,3
2023-10-07,-9.278018735609376,0,0
2023-10-08,-4.674185791854686,0,0
2023-10-09,25.10409677125,0,9
2023-10-10,38.45224651389062,0,7
2023-10-11,-4.332521236457815,0,3
2023-10-12,-3.6153304151640597,0,6
2023-10-13,-1.3516126650124995,0,2
2023-10-14,-7.547448516140625,0,0
2023-10-15,-4.2898450984921865,0,1
2023-10-16,13.045167822500002,0,5
2023-10-17,-0.11144967068750233,3,5
2023-10-18,24.330056439215625,4,4
2023-10-19,-0.9476003636421897,0,4
2023-10-20,-8.007399839382812,0,4
2023-10-21,-3.9459259532203115,0,3
2023-10-22,-2.5485778558625,0,0
2023-10-23,17.2003225825,0,6
2023-10-24,20.887922990499998,0,2
2023-10-25,12.451720670915623,2,6
2023-10-26,-6.050415406848437,0,1
2023-10-27,7.668766218593751,0,4
2023-10-28,-8.396652295560937,0,0
2023-10-29,-4.170403387499999,0,0
2023-10-30,-2.8588133512499994,3,8
2023-10-31,34.828039016453125,0,11
2023-11-01,-7.843096415860941,0,7
2023-11-02,15.39066664710625,0,18
2023-11-03,-1.0321213244312517,0,6
2023-11-04,-2.113163730881249,2,0
2023-11-05,-5.2582129484921865,0,0
2023-11-06,18.0459318375,1,6
2023-11-07,-7.43063144125,0,13
2023-11-08,12.832301385921875,0,19
2023-11-09,27.18834109155781,3,15
2023-11-10,-5.892137111257814,0,15
