,getsentry/sentry,grafana/grafana,elastic/kibana
2013-10-05,1,1,-0.12903262603124982
2013-10-06,0,0,-0.10056348007187467
2013-10-07,0,1,0.9324170950000003
2013-10-08,2,1,-0.15655434728124992
2013-10-09,13,5,-0.0935534105874999
2013-10-10,3,2,-0.05603547856718745
2013-10-11,6,4,-0.03746020507187488
2013-10-12,0,3,-0.016116749999999947
2013-10-13,0,0,-0.01316201249999996
2013-10-14,15,3,-0.011093696249999967
2013-10-15,9,6,-0.009568313015624975
2013-10-16,2,3,-0.008398852535937478
2013-10-17,2,8,0.0
2013-10-18,7,1,0.0
2013-10-19,8,0,0.0
2013-10-20,19,0,0.0
2013-10-21,11,3,0.0
2013-10-22,0,3,0.0
2013-10-23,1,4,0.0
2013-10-24,2,3,0.0
2013-10-25,7,7,0.0
2013-10-26,2,0,0.0
2013-10-27,5,0,0.0
2013-10-28,0,3,4.0
2013-10-29,4,2,-0.40000000000000036
2013-10-30,0,9,-0.18000000000000013
2013-10-31,0,1,1.886
2013-11-01,0,8,1.7173500000000002
2013-11-02,0,0,-0.35446700000000003
2013-11-03,0,0,-0.19964804999999997
2013-11-04,17,2,-0.14269978499999977
2013-11-05,5,3,1.8881682479375004
2013-11-06,16,3,8.70784706485625
2013-11-07,5,4,3.9614885824999995
2013-11-08,0,1,-1.0033240185312506
2013-11-09,1,0,-0.5587593311031251
2013-11-10,1,0,-0.3774937050718743
2013-11-11,0,0,-0.27468727499999906
2013-11-12,0,1,1.7787707450000008
2013-11-13,1,1,3.6152100452187503
2013-11-14,4,2,1.3516189965375
2013-11-15,0,7,0.4395687620984374
2013-11-16,10,0,-0.38731926267968747
2013-11-17,10,0,-0.21688349999999967
2013-11-18,2,0,5.8393839750000005
2013-11-19,0,4,1.2722685575
2013-11-20,0,0,0.42404781396875
2013-11-21,0,0,11.548579637865625
2013-11-22,0,0,-1.4898007324250004
2013-11-23,2,1,0.26710848191250014
2013-11-24,0,0,-0.5822669275359373
2013-11-25,0,1,-0.4019529524999988
2013-11-26,8,2,-0.31466028309374916
2013-11-27,0,0,3.7407699125031257
2013-11-28,2,0,2.4243928769125
2013-11-29,2,2,-0.6163806212234375
2013-11-30,12,0,-0.3608799266812499
2013-12-01,1,0,-0.17771831301562474
2013-12-02,9,6,6.865146647464063
2013-12-03,13,12,-0.8009983000000003
2013-12-04,0,7,-0.3988608225
2013-12-05,2,2,3.7289456591875
2013-12-06,0,6,-0.6069378491906247
2013-12-07,0,2,-0.31801380760781217
2013-12-08,0,4,-0.2061340874999998
2013-12-09,0,5,-0.16030587374999947
2013-12-10,1,5,-0.13144519110937464
2013-12-11,1,4,-0.11144001775156219
2013-12-12,2,5,1.9556252150000002
2013-12-13,4,4,0.7617267479375
2013-12-14,0,0,-0.22359541014375006
2013-12-15,0,3,-0.10200000000000008
2013-12-16,17,3,-0.06982499999999987
2013-12-17,0,4,4.947104
2013-12-18,0,0,6.457559225
2013-12-19,0,2,1.0396505949999992
2013-12-20,0,6,-0.6877303222812504
2013-12-21,2,1,-0.4191785180874998
2013-12-22,0,4,-0.29062010253593673
2013-12-23,0,7,12.780047687500002
2013-12-24,1,11,-1.4798360687500005
2013-12-25,5,4,1.263178536171875
2013-12-26,0,10,-0.7016598462890626
2013-12-27,1,7,-0.4365410937828114
2013-12-28,11,5,-0.2833154550718743
2013-12-29,11,12,1.7875688375000007
2013-12-30,1,6,7.62354844875
2013-12-31,6,2,-1.0407120942031254
2014-01-01,0,5,-0.5483724754671875
2014-01-02,0,2,0.71153837396875
2014-01-03,1,10,-0.31433120507187434
2014-01-04,5,2,-0.20025802499999953
2014-01-05,2,1,4.8440165075
2014-01-06,5,7,16.37145130396875
2014-01-07,1,3,2.9655390408031237
2014-01-08,5,2,2.512147167212499
2014-01-09,2,0,4.776093803749999
2014-01-10,1,1,6.636085436984375
2014-01-11,0,1,-1.635506165035937
2014-01-12,0,5,1.026543556250001
2014-01-13,11,1,1.0813135361718762
2014-01-14,3,3,-0.864772615195311
2014-01-15,0,1,-0.5899029181890614
2014-01-16,3,0,-0.35045079224218667
2014-01-17,2,0,-0.25331335823749923
2014-01-18,0,0,-0.18549714434062448
2014-01-19,37,5,-0.11570223778749968
2014-01-20,3,16,1.9586759814687502
2014-01-21,1,6,5.764065668896875
2014-01-22,0,4,27.293202294928125
2014-01-23,0,11,7.8729999999999976
2014-01-24,0,6,4.427674999999998
2014-01-25,1,1,-1.1492085000000012
2014-01-26,0,0,8.569925475000002
2014-01-27,0,4,11.975784032500002
2014-01-28,10,1,11.345343096468751
2014-01-29,5,2,3.021907034334375
2014-01-30,2,0,0.615787624096876
2014-01-31,0,1,1.149320299571877
2014-02-01,0,16,-1.4229888902546854
2014-02-02,0,1,2.0663250817328147
2014-02-03,1,0,3.012150094807814
2014-02-04,8,0,3.902433519921876
2014-02-05,2,18,8.828561217278125
2014-02-06,3,5,9.351251560153125
2014-02-07,3,7,-1.9358793930125007
2014-02-08,1,8,-1.0411670341546873
2014-02-09,0,7,2.2881655536421888
2014-02-10,0,4,2.1726552134531265
2014-02-11,1,6,3.1371573340796886
2014-02-12,0,9,4.042343924778125
2014-02-13,3,6,4.912804448414063
2014-02-14,6,3,9.76142228146875
2014-02-15,0,7,-1.775373665395313
2014-02-16,1,0,0.09345337375000029
2014-02-17,0,1,3.2673071722031257
2014-02-18,2,4,20.066925655845314
2014-02-19,0,3,4.316305384079687
2014-02-20,3,3,-2.0724437902218753
2014-02-21,0,5,-1.2337015495234371
2014-02-22,0,0,3.1333139291125023
2014-02-23,4,2,-1.0392183741453107
2014-02-24,0,3,39.37683738948438
2014-02-25,3,5,21.51422618665156
2014-02-26,0,9,17.205164142778123
2014-02-27,0,5,19.182178905635936
2014-02-28,3,4,24.93105998224844
2014-03-01,0,2,-5.933269785
2014-03-02,0,4,-3.472364252062497
2014-03-03,0,2,19.474975914856255
2014-03-04,2,5,11.832590101875004
2014-03-05,0,5,5.781817642656252
2014-03-06,1,2,47.56301786272188
2014-03-07,9,6,20.792199844334373
2014-03-08,4,2,-4.5537903513312505
2014-03-09,0,2,-3.919522851078124
2014-03-10,7,4,-0.5576085174999945
2014-03-11,1,3,18.822873598656255
2014-03-12,1,2,32.197338635959376
2014-03-13,1,0,7.20138687051875
2014-03-14,1,0,-2.468745009156251
2014-03-15,0,0,-2.99558763627031
2014-03-16,0,1,-1.8234302720374957
2014-03-17,2,3,0.7787971399281288
2014-03-18,29,6,5.8232205527187535
2014-03-19,0,5,10.389554994100003
2014-03-20,0,0,-2.263377248067187
2014-03-21,1,0,2.7702408470031257
2014-03-22,0,0,-1.0471927089984372
2014-03-23,0,6,-0.5838889800718737
2014-03-24,6,5,24.57827752
2014-03-25,2,0,5.162613350218749
2014-03-26,0,13,5.79363274881875
2014-03-27,0,6,7.901240226060937
2014-03-28,0,3,0.7502764845687508
2014-03-29,0,2,-0.5844920020624988
2014-03-30,0,3,-1.1768797226437482
2014-03-31,0,4,1.1513024937500023
2014-04-01,2,4,1.115091504609377
2014-04-02,0,4,3.134099737476564
2014-04-03,0,4,19.1427229255875
2014-04-04,2,2,3.512357948306249
2014-04-05,3,8,-1.8113456606562508
2014-04-06,0,6,-1.0159723956234374
2014-04-07,0,3,17.294372729964063
2014-04-08,6,3,5.65971793146875
2014-04-09,3,2,9.949750133896874
2014-04-10,1,5,21.571083042865624
2014-04-11,2,3,52.16855115204375
2014-04-12,3,0,-5.702788428812504
2014-04-13,0,2,9.931806659784375
2014-04-14,4,2,-0.0802836324999987
2014-04-15,3,2,12.950174645718755
2014-04-16,0,3,14.200398495228129
2014-04-17,0,4,39.859159513525
2014-04-18,1,1,7.047718742193749
2014-04-19,0,0,-5.231920557237499
2014-04-20,8,2,-3.211225165543747
2014-04-21,0,7,19.99602742770938
2014-04-22,12,3,-3.768684552565622
2014-04-23,1,2,-0.1811380008937471
2014-04-24,1,1,11.193997915143752
2014-04-25,2,3,15.427928134165628
2014-04-26,0,0,6.699925606200001
2014-04-27,5,3,-2.6289732105031254
2014-04-28,10,3,25.4920926825
2014-04-29,20,0,58.19673033865625
2014-04-30,4,7,13.710205189209372
2014-05-01,23,2,2.6790615977187473
2014-05-02,8,0,29.312620068225
2014-05-03,6,2,-6.540578929748434
2014-05-04,27,0,-3.8425503133031196
2014-05-05,0,1,-1.70909409910937
2014-05-06,11,4,9.816706356078132
2014-05-07,19,0,9.02450664456094
2014-05-08,10,0,-3.047083434821873
2014-05-09,1,5,0.44926225456875146
2014-05-10,7,0,-1.206979065354686
2014-05-11,1,0,-0.8300739987218728
2014-05-12,0,0,15.58056115375
2014-05-13,3,2,10.058038181984374
2014-05-14,2,0,19.79142353627656
2014-05-15,0,3,2.562069988381248
2014-05-16,1,0,9.61442637706875
2014-05-17,3,0,-2.6219546260312496
2014-05-18,18,0,-1.5863659050718724
2014-05-19,0,5,3.8440132100000026
2014-05-20,29,16,5.579567861750002
2014-05-21,20,0,14.3093642107375
2014-05-22,4,3,25.406704555725
2014-05-23,16,6,4.801878511115623
2014-05-24,3,0,-3.006434121403126
2014-05-25,2,4,7.186986457068751
2014-05-26,0,1,1.8594794312500023
2014-05-27,0,6,54.221678861171874
2014-05-28,0,0,53.163441306210935
2014-05-29,17,0,23.53907091649843
2014-05-30,1,5,32.6741615787375
2014-05-31,6,7,17.043692199353124
2014-06-01,3,1,-7.755868989073433
2014-06-02,7,5,48.14507019785938
2014-06-03,14,6,24.05515408511407
2014-06-04,18,1,26.447599123481254
2014-06-05,41,0,29.135295488300002
2014-06-06,1,14,10.972648147078129
2014-06-07,8,7,-7.201449319826558
2014-06-08,2,6,5.47124399512032
2014-06-09,0,2,4.840056270315632
2014-06-10,16,1,6.290430496421882
2014-06-11,16,4,10.338335642329692
2014-06-12,15,4,24.39002120326719
2014-06-13,1,2,3.0584403416484385
2014-06-14,17,7,-1.452818531678124
2014-06-15,0,0,-2.2058146257187485
2014-06-16,0,3,22.55066897859375
2014-06-17,17,2,18.46112252
2014-06-18,7,1,55.85462009952031
2014-06-19,1,1,73.65990199742187
2014-06-20,5,8,45.47652970505937
2014-06-21,0,6,-12.375278767631254
2014-06-22,0,9,-2.9435342463187473
2014-06-23,0,0,2.713059309928134
2014-06-24,1,2,2.2365799201250116
2014-06-25,0,2,0.7342463527937584
2014-06-26,4,1,0.4423966457718813
2014-06-27,0,4,-2.986234201937495
2014-06-28,0,0,-1.8923876128531212
2014-06-29,2,0,-0.9669340820843726
2014-06-30,0,10,7.617609340437501
2014-07-01,0,2,0.8819251494812503
2014-07-02,0,4,3.197714457353125
2014-07-03,0,5,1.1309916821703123
2014-07-04,0,1,-0.682567514742187
2014-07-05,0,0,-0.4078544101437495
2014-07-06,0,0,-0.2771795999999993
2014-07-07,0,1,3.7791344050000006
2014-07-08,1,1,-0.5836154466249999
2014-07-09,11,0,-0.3370262563187497
2014-07-10,1,0,1.808741650365625
2014-07-11,0,0,15.664617963825
2014-07-12,0,0,-1.7712647050718762
2014-07-13,0,5,-0.8296480500000004
2014-07-14,2,5,-0.541699785
2014-07-15,5,3,7.598893247937501
2014-07-16,0,5,7.88221256485625
2014-07-17,1,2,2.5072204074999997
2014-07-18,7,1,22.77036423396875
2014-07-19,0,3,-3.171690713321876
2014-07-20,5,4,-1.6432781405749992
2014-07-21,0,2,8.98300315
2014-07-22,6,1,46.2324253175
2014-07-23,9,5,30.134160179625
2014-07-24,19,0,1.4414312775718718
2014-07-25,8,4,3.625263365114061
2014-07-26,13,0,-3.602202422518747
2014-07-27,0,0,-2.4386465858624944
2014-07-28,3,6,-1.7162165624999954
2014-07-29,4,5,8.603752999843755
2014-07-30,2,6,5.823129284890627
2014-07-31,10,17,3.8083501397125015
2014-08-01,0,4,12.28734523458125
2014-08-02,7,0,-0.2483623244125006
2014-08-03,0,4,-1.3946583202874994
2014-08-04,0,3,27.126470875000003
2014-08-05,0,5,22.540791437499998
2014-08-06,17,10,31.60963572484375
2014-08-07,13,16,39.988401118015624
2014-08-08,1,15,-1.8457864708812526
2014-08-09,0,7,-4.891030889934374
2014-08-10,10,11,16.750857588465628
2014-08-11,12,25,17.628688474928133
2014-08-12,16,13,33.0044731830625
2014-08-13,0,14,115.0545298505875
2014-08-14,2,9,64.89763846300312
2014-08-15,2,12,47.74102673248749
2014-08-16,0,9,2.6312591552531206
2014-08-17,3,3,-1.6835928152156185
2014-08-18,3,6,16.89050994718751
2014-08-19,9,5,18.548337330437512
2014-08-20,4,11,18.547178394615635
2014-08-21,14,14,20.668987219478133
2014-08-22,5,10,22.707280601350007
2014-08-23,3,2,-7.746129983410935
2014-08-24,6,3,-4.353189525331246
2014-08-25,5,8,10.212124343462506
2014-08-26,15,13,13.622375115535943
2014-08-27,6,6,24.06583682392969
2014-08-28,0,3,21.849646951357812
2014-08-29,0,7,3.438732820326562
2014-08-30,1,0,-3.0139646770265607
2014-08-31,0,0,1.4414946588859405
2014-09-01,7,3,0.9213712362500042
2014-09-02,7,5,42.18886799454688
2014-09-03,4,11,17.24744251326719
2014-09-04,2,10,41.70705208120156
2014-09-05,1,10,0.27802789882187096
2014-09-06,0,5,-4.904625831860936
2014-09-07,0,1,-3.0528933083390593
2014-09-08,3,2,31.77109550665157
2014-09-09,10,14,1.8240634783093777
2014-09-10,0,5,2.32109406845469
2014-09-11,5,10,22.899679465309376
2014-09-12,8,2,10.496341109939063
2014-09-13,0,7,-2.004899573314061
2014-09-14,0,0,-2.367491495287499
2014-09-15,0,2,11.379254740000004
2014-09-16,23,9,14.432076408718753
2014-09-17,7,15,16.670610070168753
2014-09-18,3,11,39.23019836415469
2014-09-19,11,8,25.55498877762812
2014-09-20,4,13,2.3501374963312482
2014-09-21,0,6,-4.568960326570313
2014-09-22,6,9,19.08740753117813
2014-09-23,1,7,0.6130585945468798
2014-09-24,2,19,68.7486146332672
2014-09-25,0,2,21.57058915782656
2014-09-26,3,0,45.010054097109375
2014-09-27,9,1,-6.972060941795316
2014-09-28,13,0,-5.781226123290621
2014-09-29,0,8,12.168095447176569
2014-09-30,24,19,13.506131982406258
2014-10-01,30,18,28.124439911631256
2014-10-02,0,15,25.613245703945314
2014-10-03,0,3,48.94261297517813
2014-10-04,0,1,-3.411059107192191
2014-10-05,3,6,-5.68840032345156
2014-10-06,0,7,0.5013353273921921
2014-10-07,0,10,1.9690380467500077
2014-10-08,0,4,26.199599348893756
2014-10-09,2,4,22.105294844837502
2014-10-10,7,5,25.486282784814062
2014-10-11,0,2,-6.180430487525001
2014-10-12,21,1,-3.424689920106248
2014-10-13,7,4,3.9306487872843783
2014-10-14,24,1,11.848870154187505
2014-10-15,8,10,31.07185224602813
2014-10-16,10,3,-3.2280275263828138
2014-10-17,6,2,23.90120924128594
2014-10-18,0,1,-3.6683622219546876
2014-10-19,5,3,-2.639496003614059
2014-10-20,29,4,38.3453751475
2014-10-21,0,0,13.72114894940625
2014-10-22,2,1,10.256326055065625
2014-10-23,8,4,8.668414941965624
2014-10-24,1,6,13.039610576496878
2014-10-25,0,1,-4.035993352743748
2014-10-26,0,1,-2.514473581485934
2014-10-27,6,1,28.302911309964067
2014-10-28,7,7,58.648276813125
2014-10-29,9,2,8.22075159501562
2014-10-30,13,1,7.93892484283281
2014-10-31,1,0,18.980661306507812
2014-11-01,1,0,-4.571586404232809
2014-11-02,17,2,-3.483258618110933
2014-11-03,0,2,31.545722575000006
2014-11-04,1,0,31.640259033281254
2014-11-05,2,0,31.134905192687498
2014-11-06,5,9,18.38689417147031
2014-11-07,9,8,29.376827402170314
2014-11-08,0,6,-7.523799144128124
2014-11-09,0,1,-2.4011439488781203
2014-11-10,0,3,21.75175951246407
2014-11-11,1,13,19.011168621218758
2014-11-12,0,9,20.434435649700003
2014-11-13,0,4,20.129553009076563
2014-11-14,0,14,13.029898400228126
2014-11-15,0,1,7.701027790503126
2014-11-16,0,0,-1.473623396293748
2014-11-17,7,7,28.004872167718755
2014-11-18,13,3,40.7184104345375
2014-11-19,7,6,16.27440999672656
2014-11-20,11,9,16.38613181073125
2014-11-21,5,8,16.771079554409376
2014-11-22,9,1,-0.05296645198124672
2014-11-23,17,1,-4.253040243635933
2014-11-24,0,6,12.125213319235943
2014-11-25,2,1,71.33506466140781
2014-11-26,15,5,-3.939142074832816
2014-11-27,1,9,-3.673068530278125
2014-11-28,5,4,-3.6732082489718736
2014-11-29,7,0,-0.53224573518593
2014-11-30,4,0,-2.037744923920307
2014-12-01,6,2,21.56802500353438
2014-12-02,4,6,25.556242511015625
2014-12-03,10,0,30.08718253328906
2014-12-04,14,1,45.79775528921093
2014-12-05,15,0,37.82740873375312
2014-12-06,5,0,2.053617152428121
2014-12-07,1,0,-6.164436163531249
2014-12-08,0,1,34.90181266867813
2014-12-09,9,2,25.99549517189063
2014-12-10,26,2,32.432983295470315
2014-12-11,10,6,21.465433290910937
2014-12-12,32,0,40.00705821942969
2014-12-13,10,0,1.4006708606625011
2014-12-14,10,0,-5.478269897324996
2014-12-15,50,18,12.813067055854694
2014-12-16,112,8,17.200460816140634
2014-12-17,13,6,23.52369069658282
2014-12-18,49,5,46.803071108189066
2014-12-19,30,11,40.10033770059375
2014-12-20,16,0,-3.686497022078127
2014-12-21,5,0,-6.012525273646873
2014-12-22,15,1,16.19088894783907
2014-12-23,11,2,5.165529896198445
2014-12-24,8,1,8.813717016795318
2014-12-25,1,0,-4.111860846993746
2014-12-26,0,3,5.343499495379692
2014-12-27,13,0,-2.680008699670309
2014-12-28,2,4,-1.5219739023546843
2014-12-29,6,6,32.15859508478437
2014-12-30,21,17,46.0612906146875
2014-12-31,32,11,-3.0218122321250043
2015-01-01,0,4,-3.9041726945625017
2015-01-02,54,0,5.515202847032814
2015-01-03,12,0,-1.555524254124995
2015-01-04,6,18,14.149975267212504
2015-01-05,8,14,63.03834039875
2015-01-06,2,12,27.56311280798437
2015-01-07,2,5,23.024450930532808
2015-01-08,7,16,15.488771271140623
2015-01-09,14,7,35.52190000735625
2015-01-10,2,1,-8.224287900374998
2015-01-11,0,4,-2.8891915983031193
2015-01-12,21,17,11.260634986714068
2015-01-13,18,2,15.598203997893759
2015-01-14,24,12,8.045682092815628
2015-01-15,31,9,10.924239066471877
2015-01-16,26,24,32.05645812952656
2015-01-17,0,6,-1.9218680299828126
2015-01-18,0,6,-2.6108168865093733
2015-01-19,11,8,28.72576243021875
2015-01-20,24,11,19.202096262193752
2015-01-21,16,13,29.85464971289844
2015-01-22,15,2,19.518767486328123
2015-01-23,27,3,12.779614856798439
2015-01-24,12,0,-1.5909981041015602
2015-01-25,2,2,-2.865737527106245
2015-01-26,8,10,9.37423214309063
2015-01-27,14,11,8.797441296479692
2015-01-28,1,14,21.62213611526094
2015-01-29,10,6,17.457892743590627
2015-01-30,12,8,21.26276899408594
2015-01-31,11,1,19.79844408926875
2015-02-01,9,8,-5.373852796495312
2015-02-02,7,13,36.942274021840625
2015-02-03,16,18,33.81031322377656
2015-02-04,21,19,17.48188933213125
2015-02-05,44,15,49.230813551678125
2015-02-06,43,15,32.27053938525781
2015-02-07,1,11,-1.614563300446875
2015-02-08,2,6,-6.431290991324997
2015-02-09,23,4,17.70278158660157
2015-02-10,8,6,31.646106316875006
2015-02-11,24,8,41.7346947716875
2015-02-12,35,8,2.9298525581718753
2015-02-13,35,10,7.768896815226564
2015-02-14,8,3,-5.416535458668746
2015-02-15,1,17,-3.2996448356343677
2015-02-16,11,4,-0.2349173502874944
2015-02-17,10,3,9.051415739906254
2015-02-18,39,11,40.344027896381256
2015-02-19,20,3,9.051002588404685
2015-02-20,26,8,13.528499722051562
2015-02-21,10,2,-3.194763612650002
2015-02-22,7,6,-2.5471797105031215
2015-02-23,22,18,8.272072720000004
2015-02-24,39,6,11.650689927718753
2015-02-25,14,8,8.042727725506252
2015-02-26,26,9,10.061736743682813
2015-02-27,15,2,15.881851100720313
2015-02-28,4,17,-0.5582486185703126
2015-03-01,2,3,-1.270789783662499
2015-03-02,18,6,23.473999259964064
2015-03-03,34,26,11.37161773484375
2015-03-04,32,8,15.467212521171875
2015-03-05,7,16,2.026355582574999
2015-03-06,26,4,22.117779036651562
2015-03-07,14,22,-0.36178238151406195
2015-03-08,2,0,-1.8587658959796851
2015-03-09,8,3,2.0677692856265644
2015-03-10,27,19,0.16364664082344116
2015-03-11,12,12,5.46268293761719
2015-03-12,6,13,-0.6925227253359361
2015-03-13,7,8,0.882254717473439
2015-03-14,0,4,0.10257026189375096
2015-03-15,0,0,41.292642688289064
2015-03-16,0,0,2.450657716840622
2015-03-17,0,13,23.16306466540156
2015-03-18,3,6,1.691554077574997
2015-03-19,3,5,1.0253646325687518
2015-03-20,11,11,2.663749314232814
2015-03-21,14,9,-0.09247594981718432
2015-03-22,2,8,-1.6664458480874969
2015-03-23,43,8,22.758013302057815
2015-03-24,9,12,13.58808232488125
2015-03-25,6,24,10.671312916342186
2015-03-26,16,14,8.732801608471874
2015-03-27,7,9,10.019141126471876
2015-03-28,2,10,-2.080688867721874
2015-03-29,6,20,-1.9672789387109353
2015-03-30,4,16,12.604114872428127
2015-03-31,13,10,12.506985976375002
2015-04-01,5,9,11.962330070371877
2015-04-02,6,8,10.828915857170312
2015-04-03,11,0,36.818441244559374
2015-04-04,3,2,-4.829339995884377
2015-04-05,1,0,-3.1537103209828117
2015-04-06,16,5,13.922832962464064
2015-04-07,16,9,19.821573486531253
2015-04-08,10,5,27.7028852505125
2015-04-09,24,5,35.34158351922656
2015-04-10,3,11,13.757050967242186
2015-04-11,1,0,-6.101515652378126
2015-04-12,1,20,-3.7014998644531216
2015-04-13,41,10,18.54997721996407
2015-04-14,29,5,16.975868328000004
2015-04-15,19,16,16.367454617565627
2015-04-16,7,3,6.125896566423438
2015-04-17,59,1,20.02855576395938
2015-04-18,1,0,-3.8111517773015615
2015-04-19,0,14,-2.7186424157546845
2015-04-20,27,25,13.195890866250004
2015-04-21,46,11,23.088011292921877
2015-04-22,57,15,15.562475264667189
2015-04-23,16,11,33.571153814667184
2015-04-24,22,6,33.68802443107344
2015-04-25,1,7,-0.3920968365203139
2015-04-26,1,9,-4.823856461378124
2015-04-27,23,14,17.920473378714068
2015-04-28,29,13,33.56636245226563
2015-04-29,27,31,24.36890317355469
2015-04-30,16,9,19.120905366253126
2015-05-01,3,11,46.4206326171875
2015-05-02,0,6,-9.256671540740625
2015-05-03,0,1,-5.058308555046871
2015-05-04,15,5,27.660739685998443
2015-05-05,3,14,29.355334581671883
2015-05-06,1,6,23.024723543401564
2015-05-07,3,8,18.93970313515
2015-05-08,1,5,23.31485603172969
2015-05-09,4,7,-5.973297505762498
2015-05-10,5,2,0.771877178095318
2015-05-11,31,5,18.774697478750006
2015-05-12,39,4,19.42783205276563
2015-05-13,8,10,3.6930564033390647
2015-05-14,5,5,4.009265043273439
2015-05-15,0,5,16.729126635515627
2015-05-16,0,4,-2.049291815153122
2015-05-17,2,3,-2.5073311453437475
2015-05-18,6,12,32.41345921488594
2015-05-19,6,7,17.363612028476563
2015-05-20,6,6,9.286786365584375
2015-05-21,1,5,17.969089401996875
2015-05-22,4,2,14.440140873051563
2015-05-23,0,1,-0.5722889730999992
2015-05-24,0,0,-3.1604656017499977
2015-05-25,0,8,-1.085257152571871
2015-05-26,4,2,16.285191864968755
2015-05-27,10,5,10.825191854934378
2015-05-28,26,3,19.884162306990625
2015-05-29,21,4,1.9448223994031242
2015-05-30,30,0,6.1670107619125005
2015-05-31,20,0,-2.6158899627453116
2015-06-01,8,9,8.441522668606254
2015-06-02,22,11,29.85531672948438
2015-06-03,51,24,34.42867047818281
2015-06-04,23,6,14.610686433384373
2015-06-05,12,5,31.503699575137496
2015-06-06,11,1,-5.929294252670314
2015-06-07,1,0,-3.953201557356246
2015-06-08,34,6,5.2303232146765675
2015-06-09,33,4,10.104535852343755
2015-06-10,25,6,21.62378679189063
2015-06-11,11,6,14.308993677490626
2015-06-12,4,3,20.487081404020312
2015-06-13,0,11,4.993456318917186
2015-06-14,0,2,-2.818202206845311
2015-06-15,7,2,31.673739164964065
2015-06-16,26,0,10.897404382125002
2015-06-17,0,1,18.512956716759376
2015-06-18,7,4,1.9409465503921872
2015-06-19,3,8,7.289626458054691
2015-06-20,0,0,-0.47195449857343474
2015-06-21,0,0,-1.4918620648046836
