,saltstack/salt,ansible/ansible,cfengine/core
2016-09-10,11,4,0
2016-09-11,11,4,0
2016-09-12,47,40,7
2016-09-13,37,19,1
2016-09-14,49,18,11
2016-09-15,55,17,2
2016-09-16,31,18,6
2016-09-17,15,12,0
2016-09-18,9,0,0
2016-09-19,58,26,0
2016-09-20,42,24,3
2016-09-21,46,11,2
2016-09-22,43,14,5
2016-09-23,43,21,8
2016-09-24,6,3,0
2016-09-25,5,1,2
2016-09-26,33,4,7
2016-09-27,53,11,3
2016-09-28,73,19,1
2016-09-29,65,9,22
2016-09-30,43,20,1
2016-10-01,11,2,0
2016-10-02,2,8,0
2016-10-03,26,20,3
2016-10-04,23,8,17
2016-10-05,41,8,3
2016-10-06,28,9,26
2016-10-07,37,3,22
2016-10-08,11,2,0
2016-10-09,5,2,0
2016-10-10,24,4,6
2016-10-11,31,4,9
2016-10-12,43,5,0
2016-10-13,34,110,0
2016-10-14,31,11,0
2016-10-15,3,8,0
2016-10-16,3,1,0
2016-10-17,42,11,0
2016-10-18,42,10,1
2016-10-19,31,11,0
2016-10-20,59,11,0
2016-10-21,57,16,3
2016-10-22,14,3,3
2016-10-23,9,10,0
2016-10-24,65,19,0
2016-10-25,73,14,0
2016-10-26,29,11,5
2016-10-27,45,14,0
2016-10-28,28,11,5
2016-10-29,10,5,1
2016-10-30,22,7,0
2016-10-31,49,14,3
2016-11-01,38,18,0
2016-11-02,68,9,0
2016-11-03,48,17,0
2016-11-04,76,13,0
2016-11-05,13,0,0
2016-11-06,30,4,0
2016-11-07,47,22,0
2016-11-08,36,19,0
2016-11-09,25,3,0
2016-11-10,41,13,0
2016-11-11,62,16,4
2016-11-12,10,0,0
2016-11-13,7,1,0
2016-11-14,15,9,4
2016-11-15,34,7,3
2016-11-16,36,6,2
2016-11-17,18,15,1
2016-11-18,22,29,0
2016-11-19,4,8,1
2016-11-20,3,2,0
2016-11-21,49,13,33
2016-11-22,27,11,1
2016-11-23,35,10,4
2016-11-24,18,5,0
2016-11-25,4,1,0
2016-11-26,5,1,0
2016-11-27,9,2,0
2016-11-28,62,16,5
2016-11-29,46,15,5
2016-11-30,44,8,10
2016-12-01,29,12,2
2016-12-02,35,11,6
2016-12-03,4,0,0
2016-12-04,6,4,6
2016-12-05,30,12,0
2016-12-06,26,6,0
2016-12-07,40,1,0
2016-12-08,33,5956,0
2016-12-09,45,32,1
2016-12-10,7,22,0
2016-12-11,1,7,0
2016-12-12,22,13,0
2016-12-13,20,26,0
2016-12-14,16,19,0
2016-12-15,59,32,9
2016-12-16,50,9,6
2016-12-17,2,3,0
2016-12-18,17,0,0
2016-12-19,46,25,3
2016-12-20,40,15,0
2016-12-21,22,12,0
2016-12-22,47,20,0
2016-12-23,8,8,0
2016-12-24,2,1,0
2016-12-25,1,0,0
2016-12-26,2,3,0
2016-12-27,22,2,0
2016-12-28,24,0,0
2016-12-29,20,5,1
2016-12-30,17,16,1
2016-12-31,2,1,0
2017-01-01,12,0,0
2017-01-02,3,4,0
2017-01-03,13,29,3
2017-01-04,44,29,1
2017-01-05,57,50,1
2017-01-06,79,33,1
2017-01-07,1,4,0
2017-01-08,0,10,0
2017-01-09,16,33,0
2017-01-10,31,31,1
2017-01-11,9,30,4
2017-01-12,12,13,0
2017-01-13,16,32,0
2017-01-14,5,5,0
2017-01-15,32,0,0
2017-01-16,15,29,0
2017-01-17,57,24,0
2017-01-18,49,33,0
2017-01-19,17,33,0
2017-01-20,22,21,2
2017-01-21,1,1,0
2017-01-22,2,1,0
2017-01-23,31,8,4
2017-01-24,33,21,3
2017-01-25,81,33,0
2017-01-26,39,25,2
2017-01-27,40,34,1
2017-01-28,4,8,0
2017-01-29,0,3,0
2017-01-30,45,27,0
2017-01-31,78,32,0
2017-02-01,45,25,0
2017-02-02,35,27,2
2017-02-03,48,14,1
2017-02-04,8,8,0
2017-02-05,2,0,0
2017-02-06,44,22,0
2017-02-07,53,29,1
2017-02-08,38,31,1
2017-02-09,75,30,0
2017-02-10,20,32,0
2017-02-11,7,8,0
2017-02-12,8,7,0
2017-02-13,72,26,0
2017-02-14,52,51,3
2017-02-15,39,33,6
2017-02-16,55,28,4
2017-02-17,61,44,0
2017-02-18,5,23,0
2017-02-19,19,6,0
2017-02-20,4,25,0
2017-02-21,32,31,2
2017-02-22,66,27,0
2017-02-23,96,28,5
2017-02-24,98,47,8
2017-02-25,12,13,0
2017-02-26,22,10,0
2017-02-27,29,38,2
2017-02-28,64,21,15
2017-03-01,66,46,0
2017-03-02,65,54,1
2017-03-03,42,23,2
2017-03-04,12,3,0
2017-03-05,10,9,0
2017-03-06,43,19,0
2017-03-07,35,20,1
2017-03-08,46,26,2
2017-03-09,64,9,5
2017-03-10,47,10,0
2017-03-11,13,4,0
2017-03-12,4,8,0
2017-03-13,28,18,0
2017-03-14,81,11,0
2017-03-15,62,34,0
2017-03-16,43,24,0
2017-03-17,59,9,0
2017-03-18,4,5,0
2017-03-19,1,1,0
2017-03-20,92,13,0
2017-03-21,76,17,0
2017-03-22,85,12,0
2017-03-23,69,26,0
2017-03-24,56,29,0
2017-03-25,5,7,0
2017-03-26,4,1,0
2017-03-27,62,15,0
2017-03-28,106,22,0
2017-03-29,29,22,2
2017-03-30,58,19,0
2017-03-31,62,15,0
2017-04-01,77,0,0
2017-04-02,8,0,0
2017-04-03,45,19,1
2017-04-04,105,32,0
2017-04-05,45,16,1
2017-04-06,65,21,3
2017-04-07,35,23,0
2017-04-08,1,2,0
2017-04-09,8,7,0
2017-04-10,24,4,0
2017-04-11,51,8,3
2017-04-12,34,12,3
2017-04-13,45,17,0
2017-04-14,24,3,3
2017-04-15,0,1,0
2017-04-16,0,2,0
2017-04-17,53,8,0
2017-04-18,42,15,9
2017-04-19,28,10,0
2017-04-20,38,21,0
2017-04-21,30,15,2
2017-04-22,17,1,0
2017-04-23,11,2,0
2017-04-24,106,7,0
2017-04-25,36,16,0
2017-04-26,46,19,1
2017-04-27,35,23,0
2017-04-28,77,21,8
2017-04-29,7,1,0
2017-04-30,8,0,0
2017-05-01,36,15,0
2017-05-02,56,11,4
2017-05-03,49,26,4
2017-05-04,68,22,0
2017-05-05,49,16,0
2017-05-06,10,1,0
2017-05-07,2,1,0
2017-05-08,13,9,0
2017-05-09,45,22,4
2017-05-10,32,7,1
2017-05-11,26,20,5
2017-05-12,63,20,0
2017-05-13,4,5,0
2017-05-14,4,3,0
2017-05-15,47,10,15
2017-05-16,49,40,2
2017-05-17,53,16,1
2017-05-18,54,38,1
2017-05-19,30,54,6
2017-05-20,18,0,0
2017-05-21,10,0,0
2017-05-22,26,15,2
2017-05-23,27,22,1
2017-05-24,83,40,1
2017-05-25,77,35,0
2017-05-26,57,12,1
2017-05-27,3,0,0
2017-05-28,0,14,0
2017-05-29,10,1,2
2017-05-30,37,30,4
2017-05-31,54,28,2
2017-06-01,53,22,10
2017-06-02,23,25,3
2017-06-03,3,4,0
2017-06-04,0,1,0
2017-06-05,23,12,0
2017-06-06,80,21,7
2017-06-07,54,28,1
2017-06-08,54,30,2
2017-06-09,41,20,0
2017-06-10,1,5,0
2017-06-11,3,2,0
2017-06-12,45,22,5
2017-06-13,43,22,1
2017-06-14,73,19,2
2017-06-15,38,22,0
2017-06-16,54,20,6
2017-06-17,4,7,0
2017-06-18,2,5,0
2017-06-19,61,21,0
2017-06-20,65,9,0
2017-06-21,78,13,1
2017-06-22,33,14,1
2017-06-23,24,10,0
2017-06-24,1,4,0
2017-06-25,0,2,0
2017-06-26,19,22,0
2017-06-27,23,15,2
2017-06-28,36,39,0
2017-06-29,63,28,0
2017-06-30,36,19,0
2017-07-01,8,0,0
2017-07-02,5,2,0
2017-07-03,39,15,0
2017-07-04,10,19,1
2017-07-05,40,24,0
2017-07-06,45,23,0
2017-07-07,26,21,0
2017-07-08,2,2,0
2017-07-09,1,1,0
2017-07-10,12,27,0
2017-07-11,37,30,3
2017-07-12,27,43,1
2017-07-13,24,26,2
2017-07-14,16,49,3
2017-07-15,4,15,0
2017-07-16,2,11,0
2017-07-17,54,25,0
2017-07-18,39,45,0
2017-07-19,44,31,2
2017-07-20,34,24,0
2017-07-21,55,22,0
2017-07-22,2,0,0
2017-07-23,2,3,0
2017-07-24,46,28,0
2017-07-25,56,35,0
2017-07-26,49,25,0
2017-07-27,68,20,0
2017-07-28,54,24,0
2017-07-29,6,11,0
2017-07-30,3,2,0
2017-07-31,34,37,1
2017-08-01,16,83,0
2017-08-02,15,41,2
2017-08-03,24,39,2
2017-08-04,19,49,1
2017-08-05,6,11,0
2017-08-06,5,3,0
2017-08-07,44,29,0
2017-08-08,38,30,0
2017-08-09,40,41,0
2017-08-10,50,44,0
2017-08-11,52,30,0
2017-08-12,8,26,0
2017-08-13,8,21,0
2017-08-14,120,48,0
2017-08-15,79,56,0
2017-08-16,43,46,0
2017-08-17,81,55,1
2017-08-18,41,45,0
2017-08-19,7,7,0
2017-08-20,9,2,0
2017-08-21,35,12,0
2017-08-22,61,36,0
2017-08-23,55,30,0
2017-08-24,54,27,0
2017-08-25,38,55,0
2017-08-26,0,8,0
2017-08-27,3,0,0
2017-08-28,45,35,0
2017-08-29,43,81,0
2017-08-30,55,49,6
2017-08-31,24,29,2
2017-09-01,32,28,1
2017-09-02,2,6,0
2017-09-03,3,0,0
2017-09-04,25,2,5
2017-09-05,56,16,1
2017-09-06,35,13,0
2017-09-07,25,24,0
2017-09-08,23,16,1
2017-09-09,0,18,0
2017-09-10,2,7,0
2017-09-11,70,33,0
2017-09-12,62,33,0
2017-09-13,56,42,0
2017-09-14,51,37,0
2017-09-15,37,24,0
2017-09-16,4,9,0
2017-09-17,4,7,0
2017-09-18,53,14,2
2017-09-19,23,24,1
2017-09-20,77,31,5
2017-09-21,62,27,1
2017-09-22,109,25,3
2017-09-23,5,2,0
2017-09-24,7,3,0
2017-09-25,109,13,0
2017-09-26,49,21,0
2017-09-27,68,30,1
2017-09-28,97,25,0
2017-09-29,45,18,3
2017-09-30,2,6,1
2017-10-01,16,5,0
2017-10-02,39,30,0
2017-10-03,46,22,0
2017-10-04,21,29,2
2017-10-05,44,22,0
2017-10-06,32,11,0
2017-10-07,4,0,0
2017-10-08,8,2,0
2017-10-09,41,24,0
2017-10-10,59,24,1
2017-10-11,30,28,0
2017-10-12,37,38,0
2017-10-13,54,22,1
2017-10-14,3,6,1
2017-10-15,2,3,0
2017-10-16,62,28,0
2017-10-17,41,22,2
2017-10-18,41,21,6
2017-10-19,59,11,0
2017-10-20,65,16,0
2017-10-21,1,3,0
2017-10-22,3,4,0
2017-10-23,26,14,0
2017-10-24,42,14,4
2017-10-25,33,28,1
2017-10-26,20,23,3
2017-10-27,26,28,5
2017-10-28,1,5,0
2017-10-29,32,17,0
2017-10-30,37,27,5
2017-10-31,18,13,0
2017-11-01,14,44,2
2017-11-02,6,25,2
2017-11-03,10,11,0
2017-11-04,1,1,0
2017-11-05,4,6,0
2017-11-06,22,19,7
2017-11-07,45,25,5
2017-11-08,17,23,1
2017-11-09,37,33,0
2017-11-10,142,16,0
2017-11-11,6,2,1
2017-11-12,5,4,0
2017-11-13,75,17,0
2017-11-14,44,26,1
2017-11-15,16,27,1
2017-11-16,30,27,4
2017-11-17,16,15,2
2017-11-18,5,2,0
2017-11-19,11,5,1
2017-11-20,35,11,1
2017-11-21,18,31,3
2017-11-22,59,35,0
2017-11-23,7,5,0
2017-11-24,19,5,1
2017-11-25,4,4,0
2017-11-26,0,2,0
2017-11-27,32,14,0
2017-11-28,37,26,1
2017-11-29,30,10,3
2017-11-30,51,21,0
2017-12-01,83,15,4
2017-12-02,15,16,0
2017-12-03,15,17,0
2017-12-04,85,11,3
2017-12-05,96,27,5
2017-12-06,65,30,2
2017-12-07,52,32,1
2017-12-08,21,23,1
2017-12-09,5,5,0
2017-12-10,6,1,0
2017-12-11,97,16,0
2017-12-12,50,29,0
2017-12-13,37,39,1
2017-12-14,48,33,2
2017-12-15,41,25,4
2017-12-16,7,2,0
2017-12-17,2,1,0
2017-12-18,23,12,0
2017-12-19,45,30,6
2017-12-20,39,44,1
2017-12-21,40,32,4
2017-12-22,42,16,0
2017-12-23,3,5,0
2017-12-24,7,3,0
2017-12-25,6,5,0
2017-12-26,4,7,0
2017-12-27,31,2,0
2017-12-28,46,3,0
2017-12-29,17,4,0
2017-12-30,16,2,0
2017-12-31,6,0,0
2018-01-01,1,0,0
2018-01-02,53,13,0
2018-01-03,30,47,0
2018-01-04,49,35,1
2018-01-05,30,23,1
2018-01-06,6,11,0
2018-01-07,3,16,0
2018-01-08,37,31,5
2018-01-09,40,25,1
2018-01-10,28,48,2
2018-01-11,40,43,3
2018-01-12,46,30,5
2018-01-13,17,5,1
2018-01-14,32,8,0
2018-01-15,58,26,4
2018-01-16,27,35,5
2018-01-17,66,44,0
2018-01-18,52,25,1
2018-01-19,40,21,0
2018-01-20,18,15,0
2018-01-21,28,7,0
2018-01-22,61,31,0
2018-01-23,87,48,0
2018-01-24,70,35,2
2018-01-25,46,23,0
2018-01-26,119,41,0
2018-01-27,15,6,0
2018-01-28,22,7,0
2018-01-29,53,24,0
2018-01-30,69,32,8
2018-01-31,44,29,0
2018-02-01,34,16,0
2018-02-02,29,35,2
2018-02-03,1,15,0
2018-02-04,2,2,0
2018-02-05,19,31,0
2018-02-06,18,45,1
2018-02-07,45,53,5
2018-02-08,66,43,19
2018-02-09,55,20,9
2018-02-10,4,9,0
2018-02-11,3,3,0
2018-02-12,66,13,1
2018-02-13,65,22,6
2018-02-14,33,23,6
2018-02-15,32,26,2
2018-02-16,48,25,6
2018-02-17,11,6,1
2018-02-18,2,2,0
2018-02-19,9,16,2
2018-02-20,76,25,9
2018-02-21,37,37,1
2018-02-22,29,14,0
2018-02-23,20,18,0
2018-02-24,24,11,0
2018-02-25,7,5,0
2018-02-26,52,27,4
2018-02-27,47,13,1
2018-02-28,59,33,0
2018-03-01,42,18,0
2018-03-02,48,11,0
2018-03-03,14,3,0
2018-03-04,6,3,0
