,neovim/neovim,pulsar-edit/pulsar,microsoft/vscode
2024-01-13,10.0,5,5.0
2024-01-14,6.0,1,7.0
2024-01-15,3.25,1,24.4
2024-01-16,13.36,12,13.919999999999995
2024-01-17,16.227875,1,17.152
2024-01-18,4.239835000000001,20,28.533759999999997
2024-01-19,0.5920716250000009,4,-11.297856000000003
2024-01-20,-1.8284047499999985,20,-27.434867200000003
2024-01-21,2.80066958109375,13,-11.60839936
2024-01-22,17.48645908803125,5,54.980104704
2024-01-23,2.093832772295311,2,-13.572434944000001
2024-01-24,8.913767801104687,1,11.652299468799995
2024-01-25,1.7305866444328117,7,-7.408805068800007
2024-01-26,0.21778818467656258,1,4.174883737599998
2024-01-27,4.6538927451,10,-22.861188608000003
2024-01-28,8.277342169576563,6,-10.003821465600002
2024-01-29,8.011649803460937,12,48.9700564992
2024-01-30,-7.774816488971876,8,11.221430988799995
2024-01-31,-0.6333517467921865,0,23.816977817599998
2024-02-01,7.985957694940625,1,0.21708759039999137
2024-02-02,1.018786663120312,5,10.0184072192
2024-02-03,7.052139271564062,3,-39.020190208
2024-02-04,-2.179534346534375,3,-14.4578178048
2024-02-05,5.808503460454688,1,15.580097638400002
2024-02-06,7.658360109507811,2,9.280602111999997
2024-02-07,-1.4664025234906255,0,30.843297587199995
2024-02-08,18.555163397204687,0,0.5586384895999927
2024-02-09,1.624068479631248,5,24.615911116799992
2024-02-10,6.573436288846875,7,-37.518164070400005
2024-02-11,5.095082036182812,3,-15.2966090752
2024-02-12,7.184429474143751,0,51.2853000192
2024-02-13,0.6006970581624991,0,48.030187724799994
2024-02-14,-4.910175406531249,0,-30.063062220800006
2024-02-15,9.676229260395314,6,21.127033651199994
2024-02-16,10.09815561197656,13,13.423964671999997
2024-02-17,-2.5513816837765617,1,-48.7933284352
2024-02-18,5.266843673470313,2,-11.440350720000001
2024-02-19,2.5463325280374995,0,35.381960499200005
2024-02-20,3.0572416877390625,1,-12.525221273600003
2024-02-21,3.2437924781171876,0,25.696419020799993
2024-02-22,10.384210352373438,0,-3.646665728000002
2024-02-23,-2.680284939934376,0,20.202816
2024-02-24,7.825650149725,0,-36.3515353088
2024-02-25,2.2498191506984373,0,-13.8454554624
2024-02-26,3.09113015993125,0,36.4762609664
2024-02-27,2.232712277298438,0,12.970725580799993
2024-02-28,8.640535816264062,0,9.029272678399991
2024-02-29,2.991812387514061,0,-5.328065945600002
2024-03-01,5.651339481404687,2,-10.388162560000001
2024-03-02,-0.8244727668031242,1,-16.984365056
2024-03-03,3.8905053896328123,8,-6.1436754944
2024-03-04,-0.5380456866671874,1,39.650289152
2024-03-05,-1.323883934985937,1,-17.020113715200004
2024-03-06,7.694407089279688,0,22.650290995199995
2024-03-07,2.7478315719187485,4,34.7941041152
2024-03-08,21.082097837084376,0,-7.317838028800004
2024-03-09,3.786785111484374,2,-33.19660933120001
2024-03-10,5.5177707143625,2,-12.9688168448
2024-03-11,10.7457573634625,0,32.3678866432
2024-03-12,3.2004173883265636,0,39.218785587199996
2024-03-13,0.4266743722890638,0,18.944471961599994
2024-03-14,9.85378676087969,0,-1.5440506880000058
2024-03-15,2.9070765278140627,0,13.718111231999998
2024-03-16,8.87990690073125,4,-45.41929676800001
2024-03-17,-3.4025067487718754,0,-11.142572543999997
2024-03-18,5.675474016271876,5,50.7193872384
2024-03-19,14.823508024943749,1,-3.2835246080000076
2024-03-20,-3.2872777956265633,4,40.27666411519999
2024-03-21,8.208661923332812,4,43.14881167359999
2024-03-22,-5.219688351610937,2,-7.3165062144000075
2024-03-23,4.984884545104688,6,-49.844943155200006
2024-03-24,1.0314978636906247,0,-15.336081612800001
2024-03-25,7.795176164448437,2,-8.654212300799998
2024-03-26,2.3516616094156246,1,50.859403980799996
2024-03-27,11.0335116686125,0,-12.042830745600014
2024-03-28,11.83898619776875,0,36.269853900799994
2024-03-29,4.326430659635937,1,-25.275280486400007
2024-03-30,-2.6632458737890623,0,-19.517685555200003
2024-03-31,3.9548857138953135,4,-8.1844267008
2024-04-01,14.5255622790625,1,57.389453721600006
2024-04-02,-0.7315513368328137,0,-2.6485972992000058
2024-04-03,-0.26442422666718635,0,13.884317695999997
2024-04-04,-2.9716789541109376,5,3.1968488447999945
2024-04-05,11.735345632229688,3,-5.054451712000002
2024-04-06,4.642417683124998,9,-27.359139840000005
2024-04-07,-1.9710186858531245,0,-8.4744237056
2024-04-08,4.111572591696876,2,47.4275342336
2024-04-09,14.52641256434375,0,13.933559295999991
2024-04-10,4.169340367470312,2,-13.943702323200007
2024-04-11,2.244291142295313,0,-6.321421619200002
2024-04-12,14.209535477073437,4,9.377484595200002
2024-04-13,5.167098444551563,2,-17.016617369600002
2024-04-14,6.8713131558375,6,-15.2271028224
2024-04-15,0.7088944936281258,8,9.8671550464
2024-04-16,18.39428079544531,4,22.553126502399998
2024-04-17,-6.947600988157813,0,23.782767615999994
2024-04-18,0.9300598173906263,4,6.161541324799998
2024-04-19,-0.43181622593281244,4,28.789223116799995
2024-04-20,2.594974409343749,2,-45.37606912000001
2024-04-21,5.460933565626561,1,-14.814865408
2024-04-22,3.7804449207578115,0,34.8033409024
2024-04-23,3.9048677906187503,0,2.2686724095999935
2024-04-24,-3.0337835369843758,0,18.5599545344
2024-04-25,8.05155480711875,0,-8.073704857600006
2024-04-26,12.266530907210937,0,12.967625625599997
2024-04-27,-1.1490027839562487,0,-22.798905856000005
2024-04-28,3.2284571502281256,2,6.314450124799997
2024-04-29,6.217196697215625,0,11.501708799999996
2024-04-30,-1.6086680382171874,7,-12.164334182400005
2024-05-01,2.257554528765626,0,4.4844439552
2024-05-02,9.261488657375,0,12.194535219199999
2024-05-03,2.282599944114061,0,28.200607334399997
2024-05-04,-3.9349660393249994,0,-39.976570880000004
2024-05-05,1.3866369807,1,-9.6982232064
2024-05-06,-0.5976826910203128,14,25.7700832256
2024-05-07,12.107930273467186,3,0.02668677119999785
2024-05-08,-2.1613247838718763,0,15.814008422399997
2024-05-09,-0.8677366785234368,1,5.1409863679999965
2024-05-10,0.9838761339015623,1,4.278041497599993
2024-05-11,8.06802465385,2,-25.527136358400004
2024-05-12,0.17641314112343665,0,-7.631307468799999
2024-05-13,-1.6450036690437493,2,50.027347968
2024-05-14,11.477659477289063,1,-9.02104965120001
2024-05-15,7.307258826317186,4,13.041532313599994
2024-05-16,6.566011413195313,10,5.460597862399997
2024-05-17,3.2391913642718757,2,-16.4697265152
2024-05-18,-3.1894069305109376,3,-17.5151087616
2024-05-19,1.9679783688968753,1,-4.6790329344
2024-05-20,10.788876498110938,1,16.8750729216
2024-05-21,7.235788205304687,1,8.823195033599998
2024-05-22,0.6517733675656245,0,14.205999820799995
