,nim-lang/Nim,golang/go,rust-lang/rust
2023-04-02,1,0,34
2023-04-03,2,7,105
2023-04-04,2,21,115
2023-04-05,0,16,91
2023-04-06,3,16,112
2023-04-07,1,20,70
2023-04-08,2,3,48
2023-04-09,0,0,85
2023-04-10,1,17,64
2023-04-11,7,30,101
2023-04-12,1,16,108
2023-04-13,4,16,99
2023-04-14,4,19,104
2023-04-15,0,0,47
2023-04-16,0,0,111
2023-04-17,10,11,90
2023-04-18,2,22,60
2023-04-19,5,12,83
2023-04-20,1,18,104
2023-04-21,7,24,94
2023-04-22,1,1,101
2023-04-23,3,0,70
2023-04-24,4,14,90
2023-04-25,1,9,93
2023-04-26,4,8,101
2023-04-27,0,8,109
2023-04-28,3,18,92
2023-04-29,3,0,95
2023-04-30,0,2,56
2023-05-01,1,7,64
2023-05-02,6,17,150
2023-05-03,4,20,68
2023-05-04,6,23,67
2023-05-05,4,23,120
2023-05-06,8,0,118
2023-05-07,2,0,64
2023-05-08,5,11,83
2023-05-09,4,16,70
2023-05-10,2,26,67
2023-05-11,12,28,72
2023-05-12,6,39,74
2023-05-13,0,1,63
2023-05-14,2,0,57
2023-05-15,2,9,79
2023-05-16,2,21,72
2023-05-17,2,29,54
2023-05-18,0,22,102
2023-05-19,4,45,39
2023-05-20,4,8,62
2023-05-21,3,0,44
2023-05-22,3,26,64
2023-05-23,5,57,75
2023-05-24,7,63,75
2023-05-25,3,29,105
2023-05-26,8,19,119
2023-05-27,11,3,46
2023-05-28,6,0,51
2023-05-29,4,0,66
2023-05-30,8,21,72
2023-05-31,4,27,80
2023-06-01,4,28,100
2023-06-02,2,10,105
2023-06-03,5,3,61
2023-06-04,7,1,53
2023-06-05,3,10,116
2023-06-06,8,23,67
2023-06-07,8,12,73
2023-06-08,8,11,76
2023-06-09,8,8,66
2023-06-10,4,2,72
2023-06-11,3,4,62
2023-06-12,3,12,108
2023-06-13,8,16,84
2023-06-14,2,9,102
2023-06-15,4,9,78
2023-06-16,9,16,81
2023-06-17,2,1,73
2023-06-18,1,0,58
2023-06-19,1,1,125
2023-06-20,3,9,107
2023-06-21,6,8,111
2023-06-22,2,5,85
2023-06-23,0,6,77
2023-06-24,3,2,55
2023-06-25,3,0,61
2023-06-26,2,7,62
2023-06-27,10,6,113
2023-06-28,3,3,101
2023-06-29,3,9,93
2023-06-30,3,1,99
2023-07-01,2,0,61
2023-07-02,3,0,72
2023-07-03,2,0,112
2023-07-04,2,3,67
2023-07-05,1,4,100
2023-07-06,3,6,69
2023-07-07,4,5,89
2023-07-08,0,0,83
2023-07-09,0,0,41
2023-07-10,3,4,103
2023-07-11,1,8,53
2023-07-12,0,6,81
2023-07-13,0,4,84
2023-07-14,3,3,92
2023-07-15,0,0,33
2023-07-16,2,0,74
2023-07-17,0,4,76
2023-07-18,2,10,84
2023-07-19,5,2,80
2023-07-20,2,32,96
2023-07-21,1,23,103
2023-07-22,8,0,94
2023-07-23,3,0,38
2023-07-24,2,5,100
2023-07-25,2,7,94
2023-07-26,1,14,83
2023-07-27,2,13,90
2023-07-28,0,8,78
2023-07-29,2,1,73
2023-07-30,2,0,103
2023-07-31,5,32,131
2023-08-01,3,16,87
2023-08-02,3,10,109
2023-08-03,3,19,96
2023-08-04,8,8,99
2023-08-05,4,3,70
2023-08-06,9,0,73
2023-08-07,5,39,88
2023-08-08,8,9,96
2023-08-09,12,11,73
2023-08-10,9,17,53
2023-08-11,8,16,72
2023-08-12,4,2,40
2023-08-13,0,0,49
2023-08-14,4,13,89
2023-08-15,4,22,98
