,grafana/grafana,cacti/cacti,netdata/netdata
2014-04-05,8,0,0.23430788077343812
2014-04-06,6,0,5.383645179954688
2014-04-07,3,0,2.966127036990626
2014-04-08,3,0,-0.9327578437109374
2014-04-09,2,0,2.468169887646875
2014-04-10,5,0,0.32373218235000045
2014-04-11,3,0,0.48112627650781314
2014-04-12,0,0,8.571803505590625
2014-04-13,2,0,7.827335106948437
2014-04-14,2,0,0.48730373437031194
2014-04-15,2,0,-0.026431654778125147
2014-04-16,3,0,2.2713822386062508
2014-04-17,4,0,6.2140261022031265
2014-04-18,1,0,0.785807570626563
2014-04-19,0,0,-0.889664544301562
2014-04-20,2,0,-0.5882852109265618
2014-04-21,7,0,1.5529583550359387
2014-04-22,3,0,1.5005517173953131
2014-04-23,2,0,1.5259853056625003
2014-04-24,1,0,5.511916309667187
2014-04-25,3,0,1.0973128587828123
2014-04-26,0,0,5.321512906217188
2014-04-27,3,0,13.022319769928124
2014-04-28,3,0,2.0682800824999994
2014-04-29,0,0,3.5933264564687497
2014-04-30,7,0,-0.3723022986031248
2014-05-01,2,0,12.046203966396876
2014-05-02,0,0,13.028848449334376
2014-05-03,2,0,6.398360406253125
2014-05-04,0,0,4.6710863693343745
2014-05-05,1,0,0.8882364050656255
2014-05-06,4,0,0.38455706868437667
2014-05-07,0,0,3.774149416028127
2014-05-08,0,0,0.6416009355546892
2014-05-09,5,0,4.925544772010939
2014-05-10,0,0,6.633137618048439
2014-05-11,0,0,2.4082144835703128
2014-05-12,0,0,-0.25508172768281234
2014-05-13,2,0,1.160297138201563
2014-05-14,0,0,-0.7471261898890615
2014-05-15,3,0,-0.49588273764999885
2014-05-16,0,0,4.624881333789063
2014-05-17,0,0,-0.7730469531656246
2014-05-18,0,0,1.5582900831593753
2014-05-19,5,0,3.5146182064000002
2014-05-20,16,0,9.341336384340625
2014-05-21,0,0,0.6548807714328118
2014-05-22,3,0,3.112067232428125
2014-05-23,6,0,1.05464801875
2014-05-24,0,0,2.217742409921876
2014-05-25,4,0,0.1766777948203131
2014-05-26,1,0,-0.6020150360312493
2014-05-27,6,0,-0.4286239446343742
2014-05-28,0,0,-0.3268349827999991
2014-05-29,0,0,-0.2428367113906243
2014-05-30,5,0,3.8671388628656254
2014-05-31,7,0,0.5008248625749999
2014-06-01,1,0,6.66340365963125
2014-06-02,5,0,1.1062351293765618
2014-06-03,6,0,-0.6345488525359376
2014-06-04,1,0,-0.37462949999999995
2014-06-05,0,0,-0.2704022999999993
2014-06-06,14,0,0.7883209525000007
2014-06-07,7,0,-0.27373453581249957
2014-06-08,6,0,-0.19214362190937462
2014-06-09,2,0,-0.12606443614531226
2014-06-10,1,0,-0.09859109378281222
2014-06-11,4,0,-0.032914455071874904
2014-06-12,4,0,-0.01316201249999996
2014-06-13,2,0,-0.011093696249999967
2014-06-14,7,0,0.990431686984375
2014-06-15,0,2,2.8916011474640624
2014-06-16,3,0,-0.3450000000000003
2014-06-17,2,0,-0.16350000000000012
2014-06-18,1,0,-0.10616249999999999
2014-06-19,1,0,-0.07810424999999972
2014-06-20,8,0,-0.061512262499999804
2014-06-21,6,0,-0.05057973374999985
2014-06-22,9,0,-0.04284940176562488
2014-06-23,0,0,-0.037103791582812407
2014-06-24,2,0,-0.025196557607812434
2014-06-25,2,0,0.0
2014-06-26,1,0,0.0
2014-06-27,4,0,0.0
2014-06-28,0,4,0.0
2014-06-29,0,0,0.0
2014-06-30,10,0,0.0
2014-07-01,2,0,0.0
2014-07-02,4,0,0.0
2014-07-03,5,0,0.0
2014-07-04,1,0,0.0
2014-07-05,0,0,0.0
2014-07-06,0,0,0.0
2014-07-07,1,0,0.0
2014-07-08,1,0,0.0
2014-07-09,0,0,0.0
2014-07-10,0,0,0.0
2014-07-11,0,0,0.0
2014-07-12,0,0,0.0
2014-07-13,5,0,0.0
2014-07-14,5,0,0.0
2014-07-15,3,0,0.0
2014-07-16,5,0,0.0
2014-07-17,2,0,0.0
2014-07-18,1,0,0.0
2014-07-19,3,1,0.0
2014-07-20,4,0,0.0
2014-07-21,2,0,0.0
2014-07-22,1,0,0.0
2014-07-23,5,0,0.0
2014-07-24,0,0,0.0
2014-07-25,4,0,0.0
2014-07-26,0,0,0.0
2014-07-27,0,0,0.0
2014-07-28,6,0,0.0
2014-07-29,5,0,0.0
2014-07-30,6,0,0.0
2014-07-31,17,0,0.0
2014-08-01,4,0,0.0
2014-08-02,0,0,0.0
2014-08-03,4,0,0.0
2014-08-04,3,0,0.0
2014-08-05,5,0,0.0
2014-08-06,10,0,0.0
2014-08-07,16,0,0.0
2014-08-08,15,0,0.0
2014-08-09,7,0,0.0
2014-08-10,11,0,0.0
2014-08-11,25,0,0.0
2014-08-12,13,0,0.0
2014-08-13,14,0,0.0
2014-08-14,9,0,0.0
2014-08-15,12,0,0.0
2014-08-16,9,0,0.0
2014-08-17,3,0,0.0
2014-08-18,6,2,0.0
2014-08-19,5,0,0.0
2014-08-20,11,0,0.0
2014-08-21,14,0,0.0
2014-08-22,10,0,0.0
2014-08-23,2,0,0.0
2014-08-24,3,0,0.0
2014-08-25,8,0,0.0
2014-08-26,13,0,0.0
2014-08-27,6,0,0.0
2014-08-28,3,0,0.0
2014-08-29,7,0,0.0
2014-08-30,0,0,0.0
2014-08-31,0,0,0.0
2014-09-01,3,0,0.0
2014-09-02,5,0,0.0
2014-09-03,11,0,0.0
2014-09-04,10,0,0.0
2014-09-05,10,0,0.0
2014-09-06,5,0,0.0
2014-09-07,1,0,0.0
2014-09-08,2,0,0.0
2014-09-09,14,0,0.0
2014-09-10,5,0,0.0
2014-09-11,10,0,0.0
2014-09-12,2,0,0.0
2014-09-13,7,0,0.0
2014-09-14,0,0,0.0
2014-09-15,2,0,0.0
2014-09-16,9,0,0.0
2014-09-17,15,0,0.0
2014-09-18,11,0,0.0
2014-09-19,8,0,0.0
2014-09-20,13,0,0.0
2014-09-21,6,0,0.0
2014-09-22,9,0,1.0
2014-09-23,7,0,-0.10000000000000009
2014-09-24,19,0,-0.04500000000000003
2014-09-25,2,0,-0.028500000000000022
2014-09-26,0,0,-0.020662499999999924
2014-09-27,1,0,-0.016116749999999947
2014-09-28,0,0,-0.01316201249999996
2014-09-29,8,0,-0.011093696249999967
2014-09-30,19,0,-0.009568313015624975
2014-10-01,18,0,-0.008398852535937478
2014-10-02,15,0,0.0
2014-10-03,3,0,2.0
2014-10-04,1,0,-0.20000000000000018
2014-10-05,6,0,-0.09000000000000007
2014-10-06,7,0,-0.057000000000000044
2014-10-07,10,0,-0.04132499999999985
2014-10-08,4,0,0.9677665000000001
2014-10-09,4,0,-0.126324025
2014-10-10,5,0,-0.06718739249999997
2014-10-11,2,0,-0.047636626031249976
2014-10-12,1,0,-0.03746020507187488
2014-10-13,4,0,-0.016116749999999947
2014-10-14,1,0,-0.01316201249999996
2014-10-15,10,0,-0.011093696249999967
2014-10-16,3,0,-0.009568313015624975
2014-10-17,2,0,-0.008398852535937478
2014-10-18,1,0,0.0
2014-10-19,3,0,0.0
2014-10-20,4,0,0.0
2014-10-21,0,0,0.0
2014-10-22,1,0,0.0
2014-10-23,4,0,0.0
2014-10-24,6,0,0.0
2014-10-25,1,0,0.0
2014-10-26,1,0,0.0
2014-10-27,1,0,0.0
2014-10-28,7,4,0.0
2014-10-29,2,1,0.0
2014-10-30,1,0,0.0
2014-10-31,0,0,0.0
2014-11-01,0,0,0.0
2014-11-02,2,0,1.0
2014-11-03,2,3,-0.10000000000000009
2014-11-04,0,10,-0.04500000000000003
2014-11-05,0,1,-0.028500000000000022
2014-11-06,9,0,-0.020662499999999924
2014-11-07,8,0,-0.016116749999999947
2014-11-08,6,1,-0.01316201249999996
2014-11-09,1,1,-0.011093696249999967
2014-11-10,3,6,-0.009568313015624975
2014-11-11,13,0,-0.008398852535937478
2014-11-12,9,1,0.0
2014-11-13,4,0,0.0
2014-11-14,14,0,0.0
2014-11-15,1,0,0.0
2014-11-16,0,0,0.0
2014-11-17,7,5,0.0
2014-11-18,3,0,0.0
2014-11-19,6,0,0.0
2014-11-20,9,0,0.0
2014-11-21,8,2,0.0
2014-11-22,1,1,0.0
2014-11-23,1,3,0.0
2014-11-24,6,0,0.0
2014-11-25,1,0,0.0
2014-11-26,5,0,0.0
2014-11-27,9,0,0.0
2014-11-28,4,0,0.0
2014-11-29,0,0,0.0
2014-11-30,0,0,0.0
2014-12-01,2,0,0.0
2014-12-02,6,0,0.0
2014-12-03,0,5,0.0
2014-12-04,1,3,0.0
2014-12-05,0,0,0.0
2014-12-06,0,1,0.0
2014-12-07,0,6,1.0
2014-12-08,1,2,-0.10000000000000009
2014-12-09,2,1,-0.04500000000000003
2014-12-10,2,0,-0.028500000000000022
2014-12-11,6,2,-0.020662499999999924
2014-12-12,0,11,-0.016116749999999947
2014-12-13,0,0,-0.01316201249999996
2014-12-14,0,0,-0.011093696249999967
2014-12-15,18,1,-0.009568313015624975
2014-12-16,8,2,-0.008398852535937478
2014-12-17,6,5,0.0
2014-12-18,5,6,0.0
2014-12-19,11,3,0.0
2014-12-20,0,1,0.0
2014-12-21,0,1,0.0
2014-12-22,1,3,1.0
2014-12-23,2,4,-0.10000000000000009
2014-12-24,1,16,-0.04500000000000003
2014-12-25,0,6,-0.028500000000000022
2014-12-26,3,2,-0.020662499999999924
2014-12-27,0,3,-0.016116749999999947
2014-12-28,4,6,-0.01316201249999996
2014-12-29,6,4,-0.011093696249999967
2014-12-30,17,13,-0.009568313015624975
2014-12-31,11,2,-0.008398852535937478
2015-01-01,4,4,0.0
2015-01-02,0,3,0.0
2015-01-03,0,11,0.0
2015-01-04,18,5,0.0
2015-01-05,14,7,0.0
2015-01-06,12,1,0.0
2015-01-07,5,1,0.0
2015-01-08,16,2,0.0
2015-01-09,7,0,0.0
2015-01-10,1,0,0.0
2015-01-11,4,0,0.0
2015-01-12,17,13,0.0
2015-01-13,2,5,0.0
2015-01-14,12,6,0.0
2015-01-15,9,3,0.0
2015-01-16,24,0,0.0
2015-01-17,6,5,0.0
2015-01-18,6,2,0.0
2015-01-19,8,3,0.0
2015-01-20,11,0,0.0
2015-01-21,13,0,0.0
2015-01-22,2,0,0.0
2015-01-23,3,5,0.0
2015-01-24,0,2,0.0
2015-01-25,2,4,0.0
2015-01-26,10,1,0.0
2015-01-27,11,1,0.0
2015-01-28,14,0,0.0
2015-01-29,6,0,0.0
2015-01-30,8,0,0.0
2015-01-31,1,0,0.0
2015-02-01,8,3,0.0
2015-02-02,13,0,0.0
2015-02-03,18,0,0.0
2015-02-04,19,0,0.0
2015-02-05,15,2,0.0
2015-02-06,15,4,0.0
2015-02-07,11,1,0.0
2015-02-08,6,0,0.0
2015-02-09,4,1,0.0
2015-02-10,6,2,0.0
2015-02-11,8,0,0.0
2015-02-12,8,0,0.0
2015-02-13,10,0,0.0
2015-02-14,3,0,0.0
2015-02-15,17,0,0.0
2015-02-16,4,0,0.0
2015-02-17,3,0,0.0
2015-02-18,11,1,0.0
2015-02-19,3,0,0.0
2015-02-20,8,0,0.0
2015-02-21,2,0,0.0
2015-02-22,6,0,0.0
2015-02-23,18,0,0.0
2015-02-24,6,0,4.0
2015-02-25,8,0,-0.40000000000000036
2015-02-26,9,1,-0.18000000000000013
2015-02-27,2,0,-0.11400000000000009
2015-02-28,17,1,-0.0826499999999997
2015-03-01,3,1,-0.06446699999999979
2015-03-02,6,1,-0.05264804999999984
2015-03-03,26,0,-0.04437478499999987
2015-03-04,8,0,-0.0382732520624999
2015-03-05,16,0,-0.033595410143749914
2015-03-06,4,0,0.0
2015-03-07,22,0,0.0
2015-03-08,0,3,0.0
2015-03-09,3,0,0.0
2015-03-10,19,0,0.0
2015-03-11,12,0,0.0
2015-03-12,13,0,3.0
2015-03-13,8,0,-0.30000000000000027
2015-03-14,4,0,-0.1350000000000001
2015-03-15,0,0,-0.08550000000000006
2015-03-16,0,0,12.938012500000001
2015-03-17,13,0,0.6516497499999989
2015-03-18,6,0,1.1755139624999995
2015-03-19,5,0,15.30621891125
2015-03-20,11,0,0.9556825609531243
2015-03-21,9,0,0.6469606923921876
2015-03-22,8,0,0.9643353375000001
2015-03-23,8,3,0.09112442375000163
2015-03-24,12,2,0.2602450132968763
2015-03-25,24,0,2.3472234485015635
2015-03-26,14,0,-0.6999780086031244
2015-03-27,9,0,1.5541081729281256
2015-03-28,10,1,1.4661227528781255
2015-03-29,20,11,8.552213161360937
2015-03-30,16,5,-1.1555402898531255
2015-03-31,10,1,-0.5802707518375
2015-04-01,9,0,-0.38130675430156225
2015-04-02,8,2,3.7183761834171882
2015-04-03,0,3,-0.6187587251078122
2015-04-04,2,9,2.6602178689687506
2015-04-05,0,8,-0.5497775973531249
2015-04-06,5,4,0.6794374777875005
2015-04-07,9,2,-0.32555667282343725
2015-04-08,5,0,-0.15963554999999965
2015-04-09,5,0,-0.12122503499999973
2015-04-10,11,2,0.9015782104375003
2015-04-11,0,0,-0.18299324889374985
2015-04-12,20,0,-0.08686695154687492
2015-04-13,10,0,-0.06479025385781242
2015-04-14,5,0,-0.0302308130156249
2015-04-15,16,0,-0.024515602535937424
2015-04-16,3,0,-0.01316201249999996
2015-04-17,1,0,-0.011093696249999967
2015-04-18,0,0,-0.009568313015624975
2015-04-19,14,0,-0.008398852535937478
2015-04-20,25,1,0.0
2015-04-21,11,0,0.0
2015-04-22,15,0,0.0
2015-04-23,11,8,0.0
2015-04-24,6,1,0.0
2015-04-25,7,8,0.0
2015-04-26,9,0,0.0
2015-04-27,14,3,0.0
2015-04-28,13,0,0.0
2015-04-29,31,0,0.0
2015-04-30,9,0,0.0
2015-05-01,11,6,0.0
2015-05-02,6,0,0.0
2015-05-03,1,3,0.0
2015-05-04,5,3,0.0
2015-05-05,14,6,1.0
2015-05-06,6,0,-0.10000000000000009
2015-05-07,8,0,-0.04500000000000003
2015-05-08,5,0,0.9715
2015-05-09,7,0,-0.1206625
2015-05-10,2,0,0.9388832500000001
2015-05-11,5,0,-0.14166201250000007
2015-05-12,4,0,-0.07675619624999992
2015-05-13,10,0,-0.054185063015624944
2015-05-14,5,0,-0.04222336503593736
2015-05-15,5,0,-0.027210446249999916
2015-05-16,4,6,-0.022730325515624934
2015-05-17,3,0,-0.019492548785937445
2015-05-18,12,8,-0.009568313015624975
2015-05-19,7,5,-0.008398852535937478
2015-05-20,6,2,0.0
2015-05-21,5,0,0.0
2015-05-22,2,0,0.0
2015-05-23,1,0,0.0
2015-05-24,0,0,0.0
2015-05-25,8,6,0.0
2015-05-26,2,1,0.0
2015-05-27,5,5,0.0
2015-05-28,3,5,0.0
2015-05-29,4,3,0.0
2015-05-30,0,4,0.0
2015-05-31,0,1,0.0
2015-06-01,9,2,0.0
2015-06-02,11,0,0.0
2015-06-03,24,0,0.0
2015-06-04,6,0,0.0
2015-06-05,5,0,0.0
2015-06-06,1,0,0.0
2015-06-07,0,0,0.0
2015-06-08,6,3,0.0
2015-06-09,4,0,0.0
2015-06-10,6,1,0.0
2015-06-11,6,0,0.0
2015-06-12,3,0,0.0
2015-06-13,11,0,0.0
2015-06-14,2,0,0.0
2015-06-15,2,4,0.0
2015-06-16,0,1,0.0
2015-06-17,1,5,0.0
2015-06-18,4,0,0.0
2015-06-19,8,0,0.0
2015-06-20,0,0,0.0
2015-06-21,0,0,0.0
2015-06-22,10,0,0.0
2015-06-23,1,0,0.0
2015-06-24,2,0,0.0
2015-06-25,3,0,0.0
2015-06-26,13,0,0.0
2015-06-27,1,0,0.0
2015-06-28,1,0,0.0
2015-06-29,10,0,0.0
2015-06-30,11,0,0.0
2015-07-01,1,2,0.0
2015-07-02,3,1,0.0
2015-07-03,4,2,0.0
2015-07-04,2,0,0.0
2015-07-05,0,0,0.0
2015-07-06,11,3,0.0
2015-07-07,7,0,0.0
2015-07-08,18,1,0.0
2015-07-09,8,0,0.0
2015-07-10,12,0,0.0
2015-07-11,0,0,0.0
2015-07-12,1,8,0.0
2015-07-13,6,0,0.0
2015-07-14,5,0,0.0
2015-07-15,11,0,0.0
2015-07-16,6,0,0.0
2015-07-17,10,1,0.0
2015-07-18,7,0,0.0
2015-07-19,1,7,0.0
2015-07-20,10,4,0.0
2015-07-21,11,0,0.0
2015-07-22,1,0,0.0
2015-07-23,1,0,0.0
2015-07-24,2,0,0.0
2015-07-25,0,0,0.0
2015-07-26,0,3,0.0
2015-07-27,2,4,0.0
2015-07-28,0,4,0.0
2015-07-29,6,0,0.0
2015-07-30,5,6,0.0
2015-07-31,6,1,0.0
2015-08-01,3,0,0.0
2015-08-02,0,15,0.0
2015-08-03,2,6,0.0
2015-08-04,9,0,0.0
2015-08-05,10,1,0.0
2015-08-06,4,0,0.0
2015-08-07,4,8,0.0
2015-08-08,6,4,0.0
2015-08-09,7,13,0.0
2015-08-10,18,3,0.0
2015-08-11,49,3,0.0
2015-08-12,5,0,0.0
2015-08-13,5,5,0.0
2015-08-14,5,0,0.0
2015-08-15,4,0,0.0
2015-08-16,5,0,0.0
2015-08-17,14,0,0.0
2015-08-18,16,0,0.0
2015-08-19,4,0,0.0
2015-08-20,7,0,0.0
2015-08-21,13,0,0.0
2015-08-22,5,5,0.0
2015-08-23,2,2,0.0
2015-08-24,6,0,0.0
2015-08-25,9,0,0.0
2015-08-26,4,1,0.0
2015-08-27,2,0,0.0
2015-08-28,3,0,0.0
2015-08-29,0,0,0.0
2015-08-30,3,0,0.0
2015-08-31,20,0,0.0
2015-09-01,10,0,0.0
2015-09-02,11,0,0.0
2015-09-03,13,0,0.0
2015-09-04,11,0,0.0
2015-09-05,10,0,0.0
2015-09-06,5,0,0.0
2015-09-07,6,0,0.0
2015-09-08,18,7,0.0
2015-09-09,14,0,0.0
2015-09-10,16,0,0.0
2015-09-11,10,0,0.0
2015-09-12,2,0,1.0
2015-09-13,2,0,3.9
2015-09-14,5,0,2.5549999999999997
2015-09-15,11,0,-0.5085000000000004
2015-09-16,9,0,0.7303374999999999
