,definitelytyped/definitelytyped,sindresorhus/type-fest,microsoft/TypeScript
2020-02-09,2,0,-0.6937815755390615
2020-02-10,43,3,1.5855321237500009
2020-02-11,16,0,5.472438859703126
2020-02-12,27,0,8.039140187095313
2020-02-13,12,0,2.564665790251562
2020-02-14,31,3,6.824437290114062
2020-02-15,0,0,0.5354228377937498
2020-02-16,0,0,-1.0165824351437494
2020-02-17,0,0,-0.6468602174999992
2020-02-18,40,0,1.5090760839687514
2020-02-19,23,0,7.403042100584376
2020-02-20,26,2,13.791587682643751
2020-02-21,15,0,14.85406348011406
2020-02-22,7,0,-1.7766543067687515
2020-02-23,1,0,-1.57636094631875
2020-02-24,2,1,9.988506769928126
2020-02-25,76,0,21.151002757500002
2020-02-26,54,0,10.605036366468749
2020-02-27,21,0,20.751879384553124
2020-02-28,17,0,2.674742135728124
2020-02-29,0,0,2.8687404444453137
2020-03-01,0,0,-2.5560911936265605
2020-03-02,40,0,10.375809701214067
2020-03-03,14,0,9.552885868078128
2020-03-04,16,0,6.239549125245314
2020-03-05,20,0,5.435786711954688
2020-03-06,36,0,3.701198603371876
2020-03-07,4,0,1.0070361705281263
2020-03-08,0,0,-0.4515094958453112
2020-03-09,12,3,2.9421876297843768
2020-03-10,15,1,7.850188776312502
2020-03-11,4,0,13.312066647131251
2020-03-12,22,1,14.557364557428125
2020-03-13,25,0,13.011548858051562
2020-03-14,18,0,-1.2139732996312507
2020-03-15,13,0,-2.002328050512499
2020-03-16,2,0,0.6633884818765647
2020-03-17,7,0,11.794469691651566
2020-03-18,25,0,4.800937116465626
2020-03-19,1,0,9.007467095692189
2020-03-20,43,0,0.6807077256953127
2020-03-21,1,0,0.3865931061390635
2020-03-22,30,0,0.8175024583937511
2020-03-23,24,0,1.0743039899281266
2020-03-24,7,0,4.158239485218751
2020-03-25,13,0,9.899700964475
2020-03-26,7,0,3.2067615296734373
2020-03-27,58,0,2.5652929753265625
2020-03-28,4,0,-0.2436497344421873
2020-03-29,1,0,-0.8232158511390615
2020-03-30,23,0,9.436471463896876
2020-03-31,111,0,6.572081300146875
2020-04-01,30,0,7.4123905086
2020-04-02,23,0,7.183521012898437
2020-04-03,18,0,5.062609259526562
2020-04-04,5,0,-0.7793287109921871
2020-04-05,0,4,-1.1611803481593739
2020-04-06,29,0,1.199854834964064
2020-04-07,32,0,6.178920937343752
2020-04-08,23,2,5.697683841765626
2020-04-09,17,0,11.566600258821875
2020-04-10,18,0,6.891652623785937
2020-04-11,24,0,-0.015032560182812738
2020-04-12,1,0,-1.327639055767187
2020-04-13,41,0,7.149349917464064
2020-04-14,1,0,1.558593162718751
2020-04-15,32,0,7.821086317568751
2020-04-16,14,0,-0.6836798226109373
2020-04-17,41,0,0.9348526717953136
2020-04-18,1,0,-0.9099087926078117
2020-04-19,0,0,2.447164851145314
2020-04-20,3,0,10.332253437428125
2020-04-21,3,1,12.479272544625
2020-04-22,3,0,7.778365461915624
2020-04-23,36,0,1.8457834040015615
2020-04-24,6,0,12.368016871660938
2020-04-25,0,0,0.6014192339328126
2020-04-26,46,0,-1.671120431321874
2020-04-27,83,0,2.8871787272031266
2020-04-28,7,0,5.743378126720314
2020-04-29,4,0,4.442449227385939
2020-04-30,5,0,7.4807397243406255
2020-05-01,10,0,-1.7692095624218749
2020-05-02,1,0,0.014062618887500822
2020-05-03,3,0,-0.792229174549999
2020-05-04,46,0,8.510631569892189
2020-05-05,17,0,3.7315480491875004
2020-05-06,11,2,12.788743608746875
2020-05-07,10,0,5.886338137904687
2020-05-08,8,0,6.09186755514375
2020-05-09,5,0,-0.8940466190734377
2020-05-10,6,0,-1.185885175515624
2020-05-11,23,0,12.162013318714065
2020-05-12,44,0,12.051414526609376
