,swiftlang/swift,golang/go,rust-lang/rust
2023-08-14,53,13,89
2023-08-15,46,22,98
2023-08-16,53,25,101
2023-08-17,82,33,57
2023-08-18,46,21,83
2023-08-19,19,8,47
2023-08-20,8,6,45
2023-08-21,58,22,67
2023-08-22,42,34,105
2023-08-23,53,14,60
2023-08-24,55,14,79
2023-08-25,46,20,56
2023-08-26,14,4,51
2023-08-27,4,0,46
2023-08-28,44,17,91
2023-08-29,46,23,70
2023-08-30,62,11,86
2023-08-31,64,7,62
2023-09-01,62,15,73
2023-09-02,22,2,72
2023-09-03,22,3,76
2023-09-04,46,4,34
2023-09-05,44,9,75
2023-09-06,62,12,88
2023-09-07,72,26,71
2023-09-08,61,34,103
2023-09-09,20,2,46
2023-09-10,7,1,64
2023-09-11,67,17,91
2023-09-12,106,25,67
2023-09-13,61,26,52
2023-09-14,55,18,85
2023-09-15,60,14,66
2023-09-16,46,0,65
