,facebook/react,jquery/jquery,angular/angular
2022-11-18,3,0,4.0
2022-11-19,1,0,0.0
2022-11-20,0,0,0.0
2022-11-21,14,1,10.0
2022-11-22,10,0,91.0
2022-11-23,1,0,21.0
2022-11-24,6,1,0.0
2022-11-25,1,0,0.0
2022-11-26,0,0,0.0
2022-11-27,0,0,0.0
2022-11-28,5,1,17.0
2022-11-29,5,0,21.0
2022-11-30,2,0,6.0
2022-12-01,8,1,7.0
2022-12-02,7,0,14.0
2022-12-03,0,0,4.0
2022-12-04,0,0,4.0
2022-12-05,8,0,13.0
2022-12-06,7,0,15.0
2022-12-07,4,0,9.0
2022-12-08,4,0,3.0
2022-12-09,5,0,17.0
2022-12-10,0,0,1.0
2022-12-11,0,0,0.0
2022-12-12,7,1,14.0
2022-12-13,6,0,12.0
2022-12-14,14,0,9.0
2022-12-15,10,0,2.0
2022-12-16,3,0,0.0
2022-12-17,1,0,0.0
2022-12-18,2,0,0.0
2022-12-19,2,1,71.0
2022-12-20,15,1,0.0
2022-12-21,13,0,2.0
2022-12-22,13,0,0.0
2022-12-23,3,0,1.0
2022-12-24,0,0,2.0
2022-12-25,0,0,0.0
2022-12-26,0,0,0.0
2022-12-27,0,0,0.0
2022-12-28,0,0,0.0
2022-12-29,0,0,0.0
2022-12-30,0,0,0.0
2022-12-31,0,0,0.0
2023-01-01,0,0,0.0
2023-01-02,0,0,7.0
2023-01-03,3,0,2.0
2023-01-04,13,0,17.0
2023-01-05,6,0,15.0
2023-01-06,1,0,1.0
2023-01-07,0,0,0.0
2023-01-08,0,0,0.0
2023-01-09,11,0,2.0
2023-01-10,10,0,17.0
2023-01-11,12,0,19.0
2023-01-12,11,0,20.0
2023-01-13,8,0,11.0
2023-01-14,4,0,0.0
2023-01-15,1,0,0.0
2023-01-16,2,0,0.0
2023-01-17,5,0,7.0
2023-01-18,5,0,8.0
2023-01-19,15,0,2.0
2023-01-20,9,0,3.0
2023-01-21,0,0,0.0
2023-01-22,0,0,0.0
2023-01-23,8,2,2.0
2023-01-24,8,0,19.0
2023-01-25,11,0,12.0
2023-01-26,5,0,8.0
2023-01-27,3,0,7.0
2023-01-28,1,0,0.0
2023-01-29,0,0,0.0
2023-01-30,11,0,0.0
2023-01-31,27,0,2.0
2023-02-01,11,3,0.0
2023-02-02,13,0,25.0
2023-02-03,10,0,2.0
2023-02-04,0,0,0.0
2023-02-05,0,0,0.0
2023-02-06,7,0,12.0
2023-02-07,14,0,3.0
2023-02-08,12,0,10.0
2023-02-09,11,0,3.0
2023-02-10,18,0,11.0
2023-02-11,0,0,0.0
2023-02-12,1,0,0.0
2023-02-13,9,1,7.0
2023-02-14,14,1,12.0
2023-02-15,4,0,3.0
2023-02-16,20,0,14.0
2023-02-17,10,0,18.0
2023-02-18,0,0,1.0
2023-02-19,0,0,0.0
2023-02-20,8,0,2.0
2023-02-21,8,0,9.0
2023-02-22,4,0,8.0
2023-02-23,2,0,5.0
2023-02-24,3,0,5.0
2023-02-25,3,0,0.0
2023-02-26,0,0,0.0
2023-02-27,7,0,14.0
2023-02-28,5,0,23.0
2023-03-01,7,0,15.0
2023-03-02,7,0,10.0
2023-03-03,22,0,12.0
2023-03-04,11,0,0.0
2023-03-05,3,0,0.0
2023-03-06,26,0,12.0
2023-03-07,9,0,7.0
2023-03-08,19,0,12.0
2023-03-09,11,1,10.0
2023-03-10,7,0,0.0
2023-03-11,6,0,0.0
2023-03-12,1,0,0.0
2023-03-13,9,0,2.0
2023-03-14,3,1,18.0
2023-03-15,12,1,2.0
2023-03-16,9,0,14.0
2023-03-17,10,0,12.0
2023-03-18,2,0,0.0
2023-03-19,0,0,0.0
2023-03-20,8,3,8.0
2023-03-21,12,0,24.0
2023-03-22,19,0,23.0
2023-03-23,5,0,12.0
2023-03-24,12,0,7.0
2023-03-25,3,0,0.0
2023-03-26,0,0,0.0
2023-03-27,16,2,9.0
2023-03-28,9,0,10.0
2023-03-29,8,0,19.0
2023-03-30,22,0,23.0
2023-03-31,15,0,9.0
2023-04-01,1,0,1.0
2023-04-02,1,0,0.0
2023-04-03,4,2,4.0
2023-04-04,14,2,41.0
2023-04-05,12,0,15.0
2023-04-06,8,0,11.0
2023-04-07,4,0,1.0
2023-04-08,0,0,0.0
2023-04-09,1,0,0.0
2023-04-10,10,0,5.0
2023-04-11,13,0,36.0
2023-04-12,2,0,15.0
2023-04-13,3,0,9.0
2023-04-14,3,0,8.0
2023-04-15,2,0,0.0
2023-04-16,0,0,0.0
2023-04-17,7,0,28.0
2023-04-18,8,0,46.0
2023-04-19,11,0,25.0
2023-04-20,13,0,3.0
2023-04-21,13,0,1.0
2023-04-22,3,0,0.0
2023-04-23,2,0,0.0
2023-04-24,7,0,19.0
2023-04-25,9,0,8.0
2023-04-26,18,0,16.0
2023-04-27,7,0,6.0
2023-04-28,3,0,7.0
2023-04-29,2,0,0.0
2023-04-30,0,0,0.0
2023-05-01,6,0,34.0
2023-05-02,11,0,13.0
2023-05-03,12,0,8.0
2023-05-04,8,0,13.0
2023-05-05,2,0,0.0
2023-05-06,0,0,0.0
2023-05-07,1,0,0.0
2023-05-08,9,0,22.0
2023-05-09,4,0,21.0
2023-05-10,3,0,11.0
2023-05-11,8,0,5.0
2023-05-12,6,0,6.0
2023-05-13,0,0,0.0
2023-05-14,0,0,0.0
2023-05-15,5,0,12.0
2023-05-16,2,0,9.0
2023-05-17,15,0,8.0
2023-05-18,9,0,1.0
2023-05-19,1,0,9.0
2023-05-20,2,0,0.0
2023-05-21,0,0,0.0
2023-05-22,3,2,11.0
2023-05-23,5,0,18.0
2023-05-24,4,0,10.0
2023-05-25,10,0,7.0
2023-05-26,4,0,0.0
2023-05-27,0,0,0.0
2023-05-28,0,0,0.0
2023-05-29,0,0,0.0
2023-05-30,2,0,21.0
2023-05-31,13,3,7.0
2023-06-01,6,0,18.0
2023-06-02,5,0,2.0
2023-06-03,2,0,0.0
2023-06-04,3,0,0.0
2023-06-05,13,0,0.0
2023-06-06,7,0,9.0
2023-06-07,3,0,8.0
2023-06-08,10,0,8.0
2023-06-09,1,0,2.0
2023-06-10,1,0,0.0
2023-06-11,0,0,0.0
2023-06-12,1,2,19.0
2023-06-13,5,1,15.0
2023-06-14,4,0,24.0
2023-06-15,13,0,4.0
2023-06-16,13,0,2.0
2023-06-17,0,0,0.0
2023-06-18,0,0,3.0
2023-06-19,0,0,8.0
2023-06-20,13,0,15.0
2023-06-21,3,0,11.0
2023-06-22,10,0,12.0
2023-06-23,6,1,6.0
2023-06-24,0,0,0.0
2023-06-25,0,0,0.0
2023-06-26,1,0,17.0
2023-06-27,7,3,7.0
2023-06-28,5,0,3.0
2023-06-29,2,0,1.0
2023-06-30,3,0,18.0
2023-07-01,0,0,0.0
2023-07-02,1,0,0.0
2023-07-03,5,0,0.0
2023-07-04,1,0,0.0
2023-07-05,5,0,6.0
2023-07-06,21,0,1.0
2023-07-07,1,0,0.0
2023-07-08,7,0,0.0
2023-07-09,0,0,0.0
2023-07-10,0,5,8.0
2023-07-11,6,0,19.0
2023-07-12,5,0,0.0
2023-07-13,8,0,15.0
2023-07-14,10,0,15.0
2023-07-15,0,0,0.0
2023-07-16,0,0,0.0
2023-07-17,2,0,19.0
2023-07-18,1,0,10.0
2023-07-19,1,0,12.0
2023-07-20,1,0,5.0
2023-07-21,2,0,7.0
2023-07-22,0,0,0.0
2023-07-23,0,0,0.0
2023-07-24,1,0,5.0
2023-07-25,10,0,4.0
2023-07-26,3,0,6.0
2023-07-27,7,0,11.0
2023-07-28,4,0,15.0
2023-07-29,0,0,0.0
2023-07-30,0,0,0.0
2023-07-31,0,0,0.0
2023-08-01,4,0,29.0
2023-08-02,4,0,3.0
2023-08-03,2,0,5.0
2023-08-04,7,0,8.0
2023-08-05,0,0,0.0
2023-08-06,0,0,0.0
2023-08-07,7,0,7.0
2023-08-08,1,0,6.0
2023-08-09,4,0,4.0
2023-08-10,14,0,8.0
2023-08-11,9,1,6.0
2023-08-12,1,0,0.0
2023-08-13,0,0,1.0
2023-08-14,14,0,19.0
2023-08-15,6,0,15.0
2023-08-16,16,0,2.0
2023-08-17,14,0,10.0
2023-08-18,6,0,7.0
2023-08-19,0,0,0.0
2023-08-20,0,0,0.0
2023-08-21,4,0,11.0
2023-08-22,11,0,7.0
2023-08-23,6,0,7.0
2023-08-24,2,0,3.0
2023-08-25,2,1,1.0
2023-08-26,2,0,0.0
2023-08-27,0,0,0.0
2023-08-28,2,0,29.0
2023-08-29,14,0,39.0
2023-08-30,7,0,12.0
2023-08-31,5,0,18.0
2023-09-01,3,0,13.0
2023-09-02,0,0,0.0
2023-09-03,0,0,0.0
2023-09-04,0,0,0.0
2023-09-05,13,0,23.0
2023-09-06,3,0,10.0
2023-09-07,14,0,11.0
2023-09-08,4,0,6.0
2023-09-09,0,0,0.0
2023-09-10,0,0,0.0
2023-09-11,9,0,3.0
2023-09-12,3,1,17.0
2023-09-13,5,0,7.0
2023-09-14,12,0,9.0
2023-09-15,13,0,9.0
2023-09-16,0,0,0.0
2023-09-17,0,0,0.0
2023-09-18,7,1,21.0
2023-09-19,1,3,21.0
2023-09-20,5,6,12.0
2023-09-21,6,2,0.0
2023-09-22,5,0,21.0
2023-09-23,2,0,0.0
2023-09-24,0,0,0.0
2023-09-25,4,0,5.0
2023-09-26,1,0,14.0
2023-09-27,10,0,16.0
2023-09-28,4,0,0.0
2023-09-29,3,0,23.0
2023-09-30,0,0,0.0
2023-10-01,0,0,0.0
2023-10-02,9,0,7.0
2023-10-03,12,0,5.0
2023-10-04,13,0,32.0
2023-10-05,10,0,20.0
2023-10-06,3,0,15.0
2023-10-07,0,0,0.0
2023-10-08,0,0,0.0
2023-10-09,9,0,28.0
2023-10-10,7,0,49.0
2023-10-11,3,0,15.0
2023-10-12,6,0,9.0
2023-10-13,2,0,8.0
2023-10-14,0,0,0.0
2023-10-15,1,0,0.0
2023-10-16,5,1,16.0
2023-10-17,5,0,7.0
2023-10-18,4,0,30.0
2023-10-19,4,0,11.0
2023-10-20,4,0,0.0
2023-10-21,3,0,0.0
2023-10-22,0,0,0.0
2023-10-23,6,0,19.0
2023-10-24,2,0,28.0
2023-10-25,6,0,24.0
2023-10-26,1,0,6.0
2023-10-27,4,0,15.0
2023-10-28,0,0,0.0
2023-10-29,0,0,0.0
2023-10-30,8,0,0.0
2023-10-31,11,0,37.0
2023-11-01,7,1,5.0
2023-11-02,18,0,22.0
2023-11-03,6,0,9.0
2023-11-04,0,0,5.0
2023-11-05,0,0,0.0
2023-11-06,6,1,21.0
2023-11-07,13,0,1.0
2023-11-08,19,0,17.0
2023-11-09,15,0,35.0
2023-11-10,15,0,8.0
2023-11-11,3,0,0.0
2023-11-12,2,0,0.0
2023-11-13,6,2,20.0
2023-11-14,12,0,9.0
2023-11-15,7,0,6.0
2023-11-16,10,0,7.0
2023-11-17,4,0,11.0
