,liuchong/awesome-roadmaps,kamranahmedse/developer-roadmap,bregman-arie/devops-exercises
2024-08-28,0,4.989754921201564,0
2024-08-29,0,7.377311722457813,0
2024-08-30,0,12.40150928048594,0
2024-08-31,0,-3.0052462055249993,4
2024-09-01,0,24.2776416551625,0
2024-09-02,0,12.294351912392187,0
2024-09-03,0,24.3834673963125,0
2024-09-04,0,18.04213644235,0
2024-09-05,0,-2.0557225896281253,0
2024-09-06,0,3.788085105806252,0
2024-09-07,0,3.1033564544062533,0
2024-09-08,0,-1.5520175905390583,0
2024-09-09,0,10.203015621593753,0
2024-09-10,0,-0.5938007066843727,0
2024-09-11,0,7.297772293737502,0
2024-09-12,0,19.969982753384375,0
2024-09-13,0,4.695426753876562,0
2024-09-14,0,-2.453124938717188,0
2024-09-15,0,0.5095643079046883,0
2024-09-16,0,11.752964441768752,0
2024-09-17,0,5.826267386276564,0
2024-09-18,0,7.919735602287501,0
2024-09-19,0,4.7759050602875,0
2024-09-20,0,7.9463118708328135,0
2024-09-21,0,-2.262463034915624,0
2024-09-22,0,-1.2455433752874985,0
2024-09-23,0,30.140544222718752,0
2024-09-24,0,-2.7809977192750006,0
2024-09-25,0,0.9550298629078129,0
2024-09-26,0,-0.60064994919375,0
2024-09-27,0,9.834058821031253,0
2024-09-28,0,-1.9052568479078116,0
2024-09-29,0,-0.09361516285937355,0
2024-09-30,0,2.160420653750001,0
2024-10-01,0,14.064398312765626,0
2024-10-02,0,-1.1571600928796877,0
2024-10-03,0,13.925857874667187,0
2024-10-04,0,3.7926002206265617,0
2024-10-05,0,-0.7886000582078119,0
2024-10-06,0,-0.20288086164531194,0
2024-10-07,0,2.1176661607343767,0
2024-10-08,0,20.04410250216719,0
2024-10-09,0,13.241891863407812,0
2024-10-10,0,10.951792130195312,0
2024-10-11,0,0.971748012229686,0
2024-10-12,0,1.8240888751171886,0
2024-10-13,0,-1.7585929119812482,0
2024-10-14,0,9.83120648319844,0
2024-10-15,0,0.997051887167189,0
2024-10-16,0,9.469984554064064,0
2024-10-17,0,9.849604290995313,0
2024-10-18,0,2.6268516422062502,0
2024-10-19,0,-1.7930037225656248,0
2024-10-20,0,0.9407114502937513,0
2024-10-21,0,5.037153643606252,0
2024-10-22,0,2.729971830578126,0
2024-10-23,0,1.7913491243078132,0
2024-10-24,0,0.978292581720313,0
2024-10-25,0,8.132115884667188,0
2024-10-26,0,4.570197679490625,0
2024-10-27,0,-0.33160823017968744,0
2024-10-28,0,2.1454778964687504,0
2024-10-29,0,1.1077355943343759,0
2024-10-30,0,1.219202768971876,0
2024-10-31,0,2.3041911458093756,0
2024-11-01,0,1.251747225110938,0
2024-11-02,0,-0.6643119622124996,0
