,opencv/opencv,davisking/dlib,scikit-image/scikit-image
2017-06-17,0,1,1
2017-06-18,0,1,2
2017-06-19,3,0,0
2017-06-20,8,2,0
2017-06-21,15,2,1
2017-06-22,9,1,0
2017-06-23,3,0,2
2017-06-24,2,0,0
2017-06-25,5,0,0
2017-06-26,25,1,2
2017-06-27,19,3,0
2017-06-28,21,2,0
2017-06-29,18,0,0
2017-06-30,18,1,0
2017-07-01,8,16,0
2017-07-02,10,2,0
2017-07-03,27,1,0
2017-07-04,10,4,0
2017-07-05,10,2,0
2017-07-06,5,2,0
2017-07-07,4,3,1
2017-07-08,1,3,0
2017-07-09,1,1,1
2017-07-10,4,0,3
2017-07-11,3,7,1
2017-07-12,10,3,0
2017-07-13,9,0,0
2017-07-14,35,0,0
2017-07-15,0,1,11
2017-07-16,2,2,5
2017-07-17,11,0,0
2017-07-18,6,1,2
2017-07-19,7,3,3
2017-07-20,15,0,2
2017-07-21,9,1,0
2017-07-22,1,2,0
2017-07-23,0,0,0
2017-07-24,2,2,2
2017-07-25,13,3,4
2017-07-26,17,0,3
2017-07-27,4,0,5
2017-07-28,4,1,1
2017-07-29,1,4,12
2017-07-30,7,0,0
2017-07-31,18,3,0
2017-08-01,10,0,0
2017-08-02,9,0,3
2017-08-03,27,6,0
2017-08-04,1,0,1
2017-08-05,0,2,0
2017-08-06,0,2,0
2017-08-07,3,0,0
2017-08-08,4,2,0
2017-08-09,3,2,0
2017-08-10,11,9,2
2017-08-11,1,2,4
2017-08-12,0,0,2
2017-08-13,2,0,3
2017-08-14,11,5,3
2017-08-15,5,4,1
2017-08-16,8,0,1
2017-08-17,5,0,0
2017-08-18,3,3,3
2017-08-19,8,3,0
2017-08-20,1,4,3
2017-08-21,5,4,0
2017-08-22,14,3,0
2017-08-23,16,3,2
2017-08-24,19,7,1
2017-08-25,6,6,1
2017-08-26,2,7,3
2017-08-27,3,18,5
2017-08-28,10,7,0
2017-08-29,10,0,2
2017-08-30,7,0,0
2017-08-31,22,4,0
2017-09-01,5,3,7
2017-09-02,1,4,3
2017-09-03,8,4,0
2017-09-04,4,2,3
2017-09-05,3,3,0
2017-09-06,5,4,0
2017-09-07,11,1,0
2017-09-08,10,0,0
2017-09-09,8,2,0
2017-09-10,2,1,0
2017-09-11,4,4,0
2017-09-12,16,0,6
2017-09-13,17,0,2
2017-09-14,8,0,1
2017-09-15,16,8,0
2017-09-16,2,16,0
2017-09-17,4,7,0
2017-09-18,13,2,2
2017-09-19,10,3,2
2017-09-20,7,0,2
2017-09-21,13,1,3
2017-09-22,8,0,0
2017-09-23,0,3,8
2017-09-24,2,0,1
2017-09-25,9,0,3
2017-09-26,10,1,1
2017-09-27,14,1,2
2017-09-28,12,1,0
2017-09-29,6,1,0
2017-09-30,1,0,2
2017-10-01,3,3,1
2017-10-02,14,0,8
2017-10-03,0,0,2
2017-10-04,5,3,12
2017-10-05,13,0,2
2017-10-06,11,0,2
2017-10-07,2,2,0
2017-10-08,8,2,0
2017-10-09,21,0,3
2017-10-10,18,3,1
2017-10-11,21,0,3
2017-10-12,7,0,4
2017-10-13,7,0,3
2017-10-14,3,1,3
2017-10-15,3,2,0
2017-10-16,12,2,0
2017-10-17,7,16,0
2017-10-18,8,2,0
2017-10-19,3,2,1
2017-10-20,4,2,0
2017-10-21,2,5,2
2017-10-22,3,1,5
2017-10-23,15,0,1
2017-10-24,1,3,2
2017-10-25,6,3,0
2017-10-26,2,0,1
2017-10-27,29,6,4
2017-10-28,3,8,1
2017-10-29,0,5,4
2017-10-30,13,0,1
2017-10-31,7,1,3
2017-11-01,5,2,0
2017-11-02,13,2,0
2017-11-03,5,0,3
2017-11-04,3,1,0
2017-11-05,0,6,4
2017-11-06,1,1,4
2017-11-07,14,1,3
2017-11-08,8,0,1
2017-11-09,6,1,12
2017-11-10,5,6,1
2017-11-11,1,4,0
2017-11-12,2,3,6
2017-11-13,4,1,5
2017-11-14,1,6,6
2017-11-15,5,6,0
2017-11-16,9,0,1
2017-11-17,12,6,0
2017-11-18,2,3,1
2017-11-19,0,11,1
2017-11-20,11,4,1
2017-11-21,11,5,2
2017-11-22,10,3,6
2017-11-23,22,5,5
2017-11-24,7,2,6
2017-11-25,1,12,4
2017-11-26,1,1,1
2017-11-27,19,0,6
2017-11-28,18,0,0
2017-11-29,14,0,3
2017-11-30,5,0,4
2017-12-01,12,5,1
2017-12-02,0,6,0
2017-12-03,2,0,0
2017-12-04,6,4,0
2017-12-05,14,2,2
2017-12-06,14,0,3
2017-12-07,9,3,2
2017-12-08,14,9,0
2017-12-09,7,0,0
2017-12-10,1,9,0
2017-12-11,10,2,0
2017-12-12,12,1,0
2017-12-13,13,2,0
2017-12-14,17,1,4
2017-12-15,26,3,1
2017-12-16,0,1,5
2017-12-17,3,12,0
2017-12-18,10,6,1
2017-12-19,10,5,2
2017-12-20,12,6,6
2017-12-21,13,1,1
2017-12-22,31,0,0
2017-12-23,2,4,0
2017-12-24,0,0,0
2017-12-25,1,6,1
2017-12-26,9,0,0
2017-12-27,7,2,0
2017-12-28,18,0,0
2017-12-29,2,4,0
2017-12-30,4,2,0
2017-12-31,2,0,0
2018-01-01,4,0,2
2018-01-02,5,0,0
2018-01-03,0,0,0
2018-01-04,5,3,0
2018-01-05,24,0,1
2018-01-06,1,0,0
2018-01-07,8,0,1
2018-01-08,6,0,0
2018-01-09,9,0,0
2018-01-10,7,2,0
2018-01-11,4,0,2
2018-01-12,8,0,0
2018-01-13,10,3,0
2018-01-14,2,1,1
2018-01-15,7,1,0
2018-01-16,12,9,0
2018-01-17,12,18,0
2018-01-18,12,14,1
2018-01-19,9,3,0
2018-01-20,0,1,0
2018-01-21,3,9,0
2018-01-22,4,5,0
2018-01-23,6,5,2
2018-01-24,8,6,0
2018-01-25,8,2,0
2018-01-26,9,8,1
2018-01-27,6,3,0
2018-01-28,1,6,0
2018-01-29,5,2,0
2018-01-30,5,2,0
2018-01-31,13,1,0
2018-02-01,22,5,0
2018-02-02,16,1,0
2018-02-03,7,4,0
2018-02-04,1,0,12
2018-02-05,9,0,1
2018-02-06,14,1,10
2018-02-07,5,2,6
2018-02-08,5,0,0
2018-02-09,7,0,1
2018-02-10,1,6,2
2018-02-11,5,3,0
2018-02-12,27,4,0
2018-02-13,12,4,1
2018-02-14,14,2,4
2018-02-15,11,4,1
2018-02-16,3,5,0
2018-02-17,6,1,0
2018-02-18,4,0,0
2018-02-19,11,2,0
2018-02-20,15,0,1
2018-02-21,8,2,1
2018-02-22,12,2,2
2018-02-23,4,1,0
2018-02-24,0,0,0
2018-02-25,3,1,1
2018-02-26,3,0,0
2018-02-27,2,0,0
2018-02-28,6,9,0
2018-03-01,7,9,1
2018-03-02,13,0,0
2018-03-03,2,6,1
2018-03-04,2,1,1
2018-03-05,3,0,1
2018-03-06,10,0,0
2018-03-07,9,2,2
2018-03-08,5,1,1
2018-03-09,1,0,0
2018-03-10,0,5,0
2018-03-11,0,0,0
2018-03-12,7,1,0
2018-03-13,5,4,0
2018-03-14,9,1,0
2018-03-15,8,0,0
2018-03-16,8,0,0
2018-03-17,0,6,0
2018-03-18,3,8,0
2018-03-19,4,2,0
2018-03-20,1,0,0
2018-03-21,2,0,0
2018-03-22,9,3,0
2018-03-23,5,1,0
2018-03-24,2,0,0
2018-03-25,1,0,0
2018-03-26,7,1,0
2018-03-27,13,1,0
2018-03-28,45,1,0
2018-03-29,12,0,0
2018-03-30,7,25,1
2018-03-31,2,2,0
2018-04-01,3,3,1
2018-04-02,1,0,0
2018-04-03,10,0,1
2018-04-04,9,5,0
2018-04-05,18,0,1
2018-04-06,3,3,0
2018-04-07,5,0,0
2018-04-08,3,0,0
2018-04-09,29,0,3
2018-04-10,24,1,0
2018-04-11,12,0,2
2018-04-12,3,3,3
2018-04-13,7,1,0
2018-04-14,1,0,0
2018-04-15,0,0,0
2018-04-16,6,0,1
2018-04-17,5,3,0
2018-04-18,5,3,0
2018-04-19,9,1,0
2018-04-20,12,2,1
2018-04-21,2,3,0
2018-04-22,0,1,0
2018-04-23,20,1,2
2018-04-24,20,0,4
2018-04-25,6,1,8
2018-04-26,16,5,1
2018-04-27,9,0,1
2018-04-28,6,6,2
2018-04-29,0,1,8
2018-04-30,0,0,10
2018-05-01,0,0,1
2018-05-02,1,5,4
2018-05-03,10,2,6
2018-05-04,4,0,1
2018-05-05,6,0,0
2018-05-06,1,7,0
2018-05-07,1,2,3
2018-05-08,3,2,10
2018-05-09,7,3,0
2018-05-10,7,0,17
2018-05-11,16,6,1
2018-05-12,1,0,0
2018-05-13,1,4,0
2018-05-14,5,0,3
2018-05-15,6,0,1
2018-05-16,17,5,4
2018-05-17,5,4,2
2018-05-18,6,5,0
2018-05-19,1,12,12
2018-05-20,3,17,2
2018-05-21,8,4,5
2018-05-22,15,8,9
2018-05-23,19,4,13
2018-05-24,3,6,12
2018-05-25,5,14,8
2018-05-26,1,9,1
2018-05-27,0,6,0
2018-05-28,8,4,25
2018-05-29,12,4,17
2018-05-30,5,0,5
2018-05-31,26,2,3
2018-06-01,10,8,7
2018-06-02,6,6,4
2018-06-03,3,4,0
2018-06-04,19,0,0
2018-06-05,8,0,1
2018-06-06,6,0,5
2018-06-07,11,3,4
2018-06-08,16,1,15
2018-06-09,12,2,10
2018-06-10,5,3,1
2018-06-11,2,5,6
2018-06-12,1,3,12
2018-06-13,8,1,12
2018-06-14,11,0,3
2018-06-15,2,1,1
2018-06-16,2,4,1
2018-06-17,2,2,1
2018-06-18,0,2,5
2018-06-19,2,6,7
2018-06-20,1,1,2
2018-06-21,6,2,1
2018-06-22,3,1,3
2018-06-23,5,9,2
2018-06-24,0,0,0
2018-06-25,8,0,2
2018-06-26,12,1,3
2018-06-27,9,4,10
2018-06-28,2,2,5
2018-06-29,7,3,0
2018-06-30,3,1,0
2018-07-01,0,2,1
2018-07-02,7,0,0
2018-07-03,9,5,2
2018-07-04,8,0,2
2018-07-05,6,1,3
2018-07-06,9,0,0
2018-07-07,1,11,2
2018-07-08,2,3,0
2018-07-09,13,2,0
2018-07-10,5,2,2
