,nestjs/nest,fastify/fastify,koajs/koa
2017-07-11,0,4.4839916544000005,0
2017-07-12,0,-1.2162531328,0
2017-07-13,0,12.4771429376,1
2017-07-14,0,-2.9196693504,0
2017-07-15,0,-1.259072000000001,0
2017-07-16,1,-0.7925376000000005,1
2017-07-17,0,-0.5727974400000002,0
2017-07-18,0,1.5546229759999999,0
2017-07-19,0,2.2375483392000004,1
2017-07-20,0,2.957605888,0
2017-07-21,0,1.6769597440000008,2
2017-07-22,0,2.7066984448,0
2017-07-23,9,0.6161279999999998,0
2017-07-24,0,6.8841344,0
2017-07-25,0,-2.2500838400000003,0
2017-07-26,0,2.891721215999999,0
2017-07-27,0,-1.5504391168,0
2017-07-28,0,4.1326737408,0
2017-07-29,0,-1.5978930175999997,0
2017-07-30,0,-0.8266427392000002,0
2017-07-31,0,-0.5562105856,0
2017-08-01,0,-0.38975559679999955,0
2017-08-02,0,-0.29514168319999984,0
2017-08-03,0,4.840305152,1
2017-08-04,0,0.8654889984000003,0
2017-08-05,0,6.12806144,0
2017-08-06,0,-1.8623467519999999,0
2017-08-07,0,-0.8240000000000006,0
2017-08-08,0,-0.5308800000000004,0
2017-08-09,0,-0.38841600000000015,0
2017-08-10,0,-0.30424320000000016,0
2017-08-11,0,-0.24879359999999978,0
2017-08-12,0,-0.20960921599999977,0
2017-08-13,0,1.8743473152000005,0
2017-08-14,0,-0.4872854527999997,0
2017-08-15,3,0.8399999999999999,0
2017-08-16,1,2.7039999999999997,0
2017-08-17,0,1.2528000000000001,1
2017-08-18,0,0.2609279999999998,0
2017-08-19,0,-0.5784576000000002,0
2017-08-20,0,1.6638105599999997,0
2017-08-21,0,0.3589877760000001,0
2017-08-22,0,1.4521761791999999,0
2017-08-23,0,-0.7075614720000001,0
2017-08-24,0,6.6148852736,0
2017-08-25,0,2.3362178048000004,0
2017-08-26,0,-1.5329200128000002,0
2017-08-27,0,0.2261764095999994,0
2017-08-28,0,-0.7137597440000001,0
2017-08-29,6,-0.4663318528000001,0
2017-08-30,0,-0.3343903744,0
2017-08-31,0,1.7412590592,0
2017-09-01,0,1.4060431360000005,0
2017-09-02,0,-0.7252651007999995,0
2017-09-03,0,-0.32280412160000005,0
2017-09-04,0,2.8224122879999998,0
2017-09-05,3,0.2692586496000001,0
2017-09-06,0,8.4680704,0
2017-09-07,0,0.90128896,0
2017-09-08,0,4.4685711359999996,0
2017-09-09,0,2.9640778752,0
2017-09-10,0,14.9618388992,0
2017-09-11,0,-2.48983296,1
2017-09-12,8,17.477842944,1
2017-09-13,3,13.4373613568,1
2017-09-14,1,6.4898082816,0
2017-09-15,0,-0.9404036096000015,0
2017-09-16,0,0.7692704767999983,0
2017-09-17,0,2.351513497599999,0
2017-09-18,0,5.488648704000001,0
2017-09-19,0,19.0125960192,1
2017-09-20,4,6.196444979200001,0
2017-09-21,3,17.953775104,0
2017-09-22,0,-0.010351513599999862,0
2017-09-23,1,13.412129484799998,0
2017-09-24,0,-4.0358328320000005,0
2017-09-25,2,6.5867560959999985,0
2017-09-26,4,-5.0928584704,5
2017-09-27,0,0.9798319104000002,1
2017-09-28,4,5.042509004800001,0
2017-09-29,0,-0.39717560319999823,0
2017-09-30,9,-0.5101561855999996,0
2017-10-01,2,10.192981708800001,0
2017-10-02,0,-3.5412187135999993,0
2017-10-03,0,0.36152391679999973,0
2017-10-04,0,-0.4881081344,0
2017-10-05,1,-1.068523008,0
2017-10-06,0,19.2609511424,0
2017-10-07,4,-2.5371169791999986,0
2017-10-08,0,-1.3539761152000014,0
2017-10-09,1,1.4160151552,0
2017-10-10,0,1.3480855552000002,0
2017-10-11,1,6.488377856,0
2017-10-12,0,17.4834255872,0
2017-10-13,0,-1.3021973504000002,0
2017-10-14,0,-1.3034444800000005,0
2017-10-15,0,2.6182164479999996,0
2017-10-16,2,0.6203190271999999,0
2017-10-17,0,14.9890369536,0
2017-10-18,0,-1.6739049471999996,1
2017-10-19,0,16.1041686528,0
2017-10-20,0,-5.580553523199999,0
2017-10-21,0,-1.754743296000001,0
2017-10-22,1,-0.8714848256000007,0
2017-10-23,0,0.5100449791999999,0
2017-10-24,0,1.532265472,0
2017-10-25,1,0.4374734848000008,0
2017-10-26,0,9.628114227200001,0
2017-10-27,0,1.0720606208000016,0
2017-10-28,2,1.7978548223999997,0
2017-10-29,0,7.136019967999999,0
2017-10-30,5,9.1453310976,0
2017-10-31,0,14.1398214656,0
2017-11-01,3,13.4447839232,0
2017-11-02,5,-1.5546365952000007,0
2017-11-03,12,11.6503503872,1
2017-11-04,0,0.13048821759999996,0
2017-11-05,0,-3.322962329600001,0
2017-11-06,0,-0.8513898496000012,8
2017-11-07,0,4.5890151424,0
2017-11-08,0,-1.050538700799999,0
2017-11-09,1,0.8478747648000011,0
2017-11-10,1,7.1090074624,0
2017-11-11,5,4.163188736000001,0
2017-11-12,2,0.14642780160000024,1
2017-11-13,2,4.9900691456,0
2017-11-14,3,18.4444025856,0
2017-11-15,2,1.4101834752000002,0
2017-11-16,0,0.9537477631999991,0
2017-11-17,6,9.756748083199998,0
2017-11-18,0,-4.5670228991999995,0
2017-11-19,1,-1.4581758976000008,0
2017-11-20,0,1.1513075711999996,0
2017-11-21,14,-1.8810647551999997,0
2017-11-22,17,1.7699735552000009,0
2017-11-23,8,-0.490378342399999,0
2017-11-24,1,5.0543926272,0
2017-11-25,8,4.2295761920000015,0
2017-11-26,0,-2.0691146752,0
2017-11-27,6,2.0566241279999993,0
2017-11-28,0,-1.2320548863999998,0
2017-11-29,3,-0.7034330112000002,0
2017-11-30,1,-0.4798786560000001,0
2017-12-01,0,6.6232711168,0
2017-12-02,0,-0.6769639423999994,0
2017-12-03,0,1.0175712256000002,0
2017-12-04,0,-0.9415962624,0
2017-12-05,0,14.513636864,0
2017-12-06,0,4.654239948800001,0
2017-12-07,1,-3.035737600000001,0
2017-12-08,0,-1.5499878400000013,0
2017-12-09,0,-1.0464983040000002,0
2017-12-10,1,-0.7873666048000001,0
2017-12-11,0,1.4480352256,0
2017-12-12,0,0.15773009919999992,0
2017-12-13,0,-0.7112294399999992,0
2017-12-14,0,8.521858048,0
2017-12-15,14,-0.014954803199999311,0
2017-12-16,0,-1.2046720000000006,0
2017-12-17,0,1.3416063999999994,0
2017-12-18,0,10.14731776,0
2017-12-19,0,1.2972738560000003,0
2017-12-20,1,7.949742387199999,0
2017-12-21,8,5.879132569599999,0
2017-12-22,3,9.623985152,0
2017-12-23,3,0.6028468224000001,0
2017-12-24,0,-3.1936529408000016,4
2017-12-25,0,-1.878444544000001,0
2017-12-26,0,-1.3618224127999998,0
2017-12-27,0,-0.047808102399999886,0
2017-12-28,0,13.0606505984,0
2017-12-29,0,14.543625728000002,0
2017-12-30,5,8.8481019904,0
2017-12-31,1,-0.17964011519999978,0
2018-01-01,0,0.4577172479999989,0
2018-01-02,7,0.14526719999999882,0
2018-01-03,0,10.60702208,0
2018-01-04,1,6.823415807999999,0
2018-01-05,3,12.5493385216,0
2018-01-06,2,-2.8796118015999994,0
2018-01-07,0,4.4063669247999995,0
2018-01-08,3,0.2669292543999999,0
2018-01-09,1,6.1276518399999995,0
2018-01-10,0,0.4232833023999998,0
2018-01-11,3,8.184660172800001,0
2018-01-12,2,10.0399049728,0
2018-01-13,2,-2.872508518399999,0
2018-01-14,0,6.1155049472,0
2018-01-15,0,3.4921801728000004,0
2018-01-16,1,1.6413426687999997,0
2018-01-17,0,17.1115055104,0
2018-01-18,0,-4.731444121599999,0
2018-01-19,0,5.009002086399999,0
2018-01-20,0,4.4569445376,0
2018-01-21,6,7.4136315904,0
2018-01-22,0,1.8566208512000006,0
2018-01-23,1,1.5355162623999994,0
2018-01-24,1,-0.9992752128000006,0
2018-01-25,0,-0.19234611199999962,0
2018-01-26,0,-1.84511488,0
2018-01-27,0,-1.0649176063999999,0
2018-01-28,0,-0.8145032191999996,0
2018-01-29,2,3.4200040448000006,0
2018-01-30,4,1.7999476736000009,0
2018-01-31,3,2.8585342976000003,3
2018-02-01,0,4.643024384,0
2018-02-02,0,3.1478858752,0
2018-02-03,5,-1.8998827008000003,0
2018-02-04,6,0.019276799999999317,0
2018-02-05,20,2.1272627199999996,0
2018-02-06,1,0.8087377920000001,1
2018-02-07,0,3.9009997824,0
2018-02-08,0,-1.6362632192,0
2018-02-09,2,0.15682672639999995,1
2018-02-10,0,0.2490085376000003,0
2018-02-11,16,0.36036812799999995,2
2018-02-12,2,-0.5617054720000001,0
2018-02-13,1,3.6467700736,0
2018-02-14,0,-1.0579530751999997,0
2018-02-15,9,0.5035579392,0
2018-02-16,11,3.482761728,1
2018-02-17,1,-0.06614323199999994,0
2018-02-18,7,-0.7139277824000003,0
2018-02-19,0,0.5858277375999998,1
2018-02-20,1,1.5118877696,0
2018-02-21,5,-0.6937236479999997,0
2018-02-22,0,-0.3820553216000001,0
2018-02-23,0,-0.2321233920000001,0
2018-02-24,3,0.8203170816000003,0
2018-02-25,1,0.6642340864000003,0
2018-02-26,0,0.6497463296,0
2018-02-27,3,0.623758848,0
2018-02-28,2,3.5971552256,0
2018-03-01,7,2.9879252992,0
2018-03-02,8,-0.24756480000000014,0
2018-03-03,1,0.19150847999999954,0
2018-03-04,1,2.3163207679999998,0
2018-03-05,0,-0.028756582400000008,0
2018-03-06,1,1.2507570175999998,0
2018-03-07,1,3.1405848576,0
2018-03-08,5,0.7075081216000001,0
2018-03-09,5,-1.0709917696,0
2018-03-10,1,-0.5872142336000001,0
2018-03-11,9,-0.3795380224000001,0
2018-03-12,2,-0.2827608063999999,0
2018-03-13,1,-0.21843640319999993,0
2018-03-14,3,-0.1498092543999999,0
2018-03-15,2,-0.11634298879999971,0
2018-03-16,0,-0.07865282559999974,0
2018-03-17,2,-0.02493870079999993,0
2018-03-18,1,0.0,0
2018-03-19,1,3.0,0
2018-03-20,0,1.4000000000000001,0
2018-03-21,0,-0.6400000000000001,0
2018-03-22,3,-0.30400000000000027,0
2018-03-23,0,-0.19680000000000009,1
2018-03-24,7,1.856192,0
2018-03-25,3,-0.5123584,0
2018-03-26,9,1.7483622399999998,0
2018-03-27,2,-0.5730165759999999,0
2018-03-28,9,-0.29338347519999997,0
2018-03-29,2,0.8279892992,0
2018-03-30,0,-0.3080576,0
2018-03-31,1,-0.16492544000000012,0
2018-04-01,0,0.882366976,0
2018-04-02,0,-0.2923921407999999,0
2018-04-03,1,1.8656885760000002,0
2018-04-04,0,0.5066324992000001,0
2018-04-05,0,-0.4105267200000001,0
2018-04-06,0,-0.2159237120000001,0
2018-04-07,0,-0.14809815040000004,0
