,grafana/grafana,getsentry/sentry,elastic/kibana
2013-12-27,7,1,0
2013-12-28,5,11,0
2013-12-29,12,11,2
2013-12-30,6,1,8
2013-12-31,2,6,0
2014-01-01,5,0,0
2014-01-02,2,0,1
2014-01-03,10,1,0
2014-01-04,2,5,0
2014-01-05,1,2,5
2014-01-06,7,5,17
2014-01-07,3,1,5
2014-01-08,2,5,4
2014-01-09,0,2,6
2014-01-10,1,1,8
2014-01-11,1,0,0
2014-01-12,5,0,2
2014-01-13,1,11,2
2014-01-14,3,3,0
2014-01-15,1,0,0
2014-01-16,0,3,0
2014-01-17,0,2,0
2014-01-18,0,0,0
2014-01-19,5,37,0
2014-01-20,16,3,2
2014-01-21,6,1,6
2014-01-22,4,0,28
2014-01-23,11,0,11
2014-01-24,6,0,7
2014-01-25,1,1,1
2014-01-26,0,0,10
2014-01-27,4,0,14
2014-01-28,1,10,14
2014-01-29,2,5,6
2014-01-30,0,2,3
2014-01-31,1,0,3
2014-02-01,16,0,0
2014-02-02,1,0,3
2014-02-03,0,1,4
2014-02-04,0,8,5
2014-02-05,18,2,10
2014-02-06,5,3,11
2014-02-07,7,3,0
2014-02-08,8,1,0
2014-02-09,7,0,3
2014-02-10,4,0,3
2014-02-11,6,1,4
2014-02-12,9,0,5
2014-02-13,6,3,6
2014-02-14,3,6,11
2014-02-15,7,0,0
2014-02-16,0,1,1
2014-02-17,1,0,4
2014-02-18,4,2,21
2014-02-19,3,0,7
2014-02-20,3,3,0
2014-02-21,5,0,0
2014-02-22,0,0,4
2014-02-23,2,4,0
2014-02-24,3,0,40
2014-02-25,5,3,26
2014-02-26,9,0,22
2014-02-27,5,0,24
2014-02-28,4,3,30
2014-03-01,2,0,0
2014-03-02,4,0,0
2014-03-03,2,0,22
2014-03-04,5,2,16
2014-03-05,5,0,10
2014-03-06,2,1,51
2014-03-07,6,9,28
2014-03-08,2,4,2
2014-03-09,2,0,0
2014-03-10,4,7,2
2014-03-11,3,1,21
2014-03-12,2,1,36
2014-03-13,0,1,13
2014-03-14,0,1,2
2014-03-15,0,0,0
2014-03-16,1,0,0
2014-03-17,3,2,2
2014-03-18,6,29,7
2014-03-19,5,0,12
2014-03-20,0,0,0
2014-03-21,0,1,4
2014-03-22,0,0,0
2014-03-23,6,0,0
2014-03-24,5,6,25
2014-03-25,0,2,8
2014-03-26,13,0,8
2014-03-27,6,0,10
2014-03-28,3,0,3
2014-03-29,2,0,1
2014-03-30,3,0,0
2014-03-31,4,0,2
2014-04-01,4,2,2
2014-04-02,4,0,4
2014-04-03,4,0,20
2014-04-04,2,2,6
2014-04-05,8,3,0
2014-04-06,6,0,0
2014-04-07,3,0,18
2014-04-08,3,6,8
2014-04-09,2,3,12
2014-04-10,5,1,24
2014-04-11,3,2,56
2014-04-12,0,3,2
2014-04-13,2,0,14
2014-04-14,2,4,4
2014-04-15,2,3,16
2014-04-16,3,0,18
2014-04-17,4,0,44
2014-04-18,1,1,14
2014-04-19,0,0,0
2014-04-20,2,8,0
2014-04-21,7,0,22
2014-04-22,3,12,0
2014-04-23,2,1,2
2014-04-24,1,1,13
2014-04-25,3,2,18
2014-04-26,0,0,10
2014-04-27,3,5,0
2014-04-28,3,10,27
2014-04-29,0,20,62
2014-04-30,7,4,22
2014-05-01,2,23,9
2014-05-02,0,8,34
2014-05-03,2,6,0
2014-05-04,0,27,0
2014-05-05,1,0,1
2014-05-06,4,11,12
2014-05-07,0,19,12
2014-05-08,0,10,0
2014-05-09,5,1,2
2014-05-10,0,7,0
2014-05-11,0,1,0
2014-05-12,0,0,16
2014-05-13,2,3,12
2014-05-14,0,2,22
2014-05-15,3,0,6
2014-05-16,0,1,12
2014-05-17,0,3,0
2014-05-18,0,18,0
2014-05-19,5,0,5
2014-05-20,16,29,7
2014-05-21,0,20,16
2014-05-22,3,4,28
2014-05-23,6,16,9
2014-05-24,0,3,0
2014-05-25,4,2,9
2014-05-26,1,0,4
2014-05-27,6,0,56
2014-05-28,0,0,60
2014-05-29,0,17,33
2014-05-30,5,1,41
2014-05-31,7,6,26
2014-06-01,1,3,0
2014-06-02,5,7,53
2014-06-03,6,14,33
2014-06-04,1,18,35
2014-06-05,0,41,38
2014-06-06,14,1,20
2014-06-07,7,8,0
2014-06-08,6,2,10
2014-06-09,2,0,9
2014-06-10,1,16,10
2014-06-11,4,16,14
2014-06-12,4,15,28
2014-06-13,2,1,8
2014-06-14,7,17,2
2014-06-15,0,0,0
2014-06-16,3,0,24
2014-06-17,2,17,22
2014-06-18,1,7,60
2014-06-19,1,1,82
2014-06-20,8,5,58
2014-06-21,6,0,0
2014-06-22,9,0,4
2014-06-23,0,0,8
2014-06-24,2,1,7
2014-06-25,2,0,5
2014-06-26,1,4,4
2014-06-27,4,0,0
2014-06-28,0,0,0
2014-06-29,0,2,0
2014-06-30,10,0,8
2014-07-01,2,0,2
2014-07-02,4,0,4
2014-07-03,5,0,2
2014-07-04,1,0,0
2014-07-05,0,0,0
2014-07-06,0,0,0
2014-07-07,1,0,4
2014-07-08,1,1,0
2014-07-09,0,11,0
2014-07-10,0,1,2
2014-07-11,0,0,16
2014-07-12,0,0,0
2014-07-13,5,0,0
2014-07-14,5,2,0
2014-07-15,3,5,8
2014-07-16,5,0,9
2014-07-17,2,1,4
2014-07-18,1,7,24
2014-07-19,3,0,0
2014-07-20,4,5,0
2014-07-21,2,0,10
2014-07-22,1,6,48
2014-07-23,5,9,36
2014-07-24,0,19,8
2014-07-25,4,8,8
2014-07-26,0,13,0
2014-07-27,0,0,0
2014-07-28,6,3,0
2014-07-29,5,4,10
2014-07-30,6,2,8
2014-07-31,17,10,6
2014-08-01,4,0,14
2014-08-02,0,7,2
2014-08-03,4,0,0
2014-08-04,3,0,28
2014-08-05,5,0,26
2014-08-06,10,17,36
2014-08-07,16,13,46
2014-08-08,15,1,6
2014-08-09,7,0,0
2014-08-10,11,10,20
2014-08-11,25,12,22
2014-08-12,13,16,38
2014-08-13,14,0,122
2014-08-14,9,2,81
2014-08-15,12,2,64
2014-08-16,9,0,18
2014-08-17,3,3,9
2014-08-18,6,3,25
2014-08-19,5,9,27
2014-08-20,11,4,27
2014-08-21,14,14,29
