,cypress-io/cypress,seleniumhq/selenium,DevExpress/testcafe
2023-07-20,2,2.0,1
2023-07-21,2,15.6,1
2023-07-22,0,-2.3599999999999994,0
2023-07-23,0,1.4239999999999988,0
2023-07-24,1,25.4848,2
2023-07-25,5,4.723328,0
2023-07-26,3,1.012966399999998,0
2023-07-27,3,5.1369497599999985,1
2023-07-28,0,-1.111839744000001,0
2023-07-29,0,-0.0004272128000000208,2
2023-07-30,0,1.4292489215999993,0
2023-07-31,3,10.6230132736,1
2023-08-01,2,18.8707330048,0
2023-08-02,0,-1.7897648127999979,3
2023-08-03,0,-1.112124006400001,2
2023-08-04,5,0.040683929599999225,0
2023-08-05,0,5.5273493504,0
2023-08-06,1,-2.1531804672000003,0
2023-08-07,5,6.002651340799999,4
2023-08-08,3,10.030215782400001,1
2023-08-09,1,5.727653068800001,0
2023-08-10,4,-0.13268817920000053,0
2023-08-11,9,7.1619435519999985,0
2023-08-12,0,-1.6775017472,0
2023-08-13,0,-2.3928348672000004,0
2023-08-14,9,18.4551093248,4
2023-08-15,13,3.913949593600001,0
2023-08-16,5,7.7396625407999995,3
2023-08-17,2,-4.7090455551999995,4
2023-08-18,4,-1.456369152000001,6
2023-08-19,0,-0.8167279616,0
2023-08-20,1,-1.475068928,1
2023-08-21,7,1.0182356991999995,3
2023-08-22,9,2.833159680000001,6
2023-08-23,1,9.398866944000002,2
2023-08-24,4,0.05315850240000142,0
2023-08-25,12,0.07381227519999967,3
2023-08-26,2,6.615213568,0
2023-08-27,1,4.5565413376,0
2023-08-28,28,7.3542660096,0
2023-08-29,23,7.5909928959999995,1
2023-08-30,3,2.0141581312,2
2023-08-31,6,13.700732006399999,4
2023-09-01,0,1.6996381696,0
2023-09-02,0,-1.017558835200001,0
2023-09-03,0,-2.921311436800001,0
2023-09-04,0,10.1051312128,0
2023-09-05,1,4.246758707200001,1
2023-09-06,2,-0.5713602560000002,1
2023-09-07,6,-0.5468529664000004,0
2023-09-08,1,1.0736193536000005,0
2023-09-09,0,-0.8427051007999995,0
2023-09-10,0,-0.21668218880000012,0
2023-09-11,2,6.0282329088,4
2023-09-12,3,-1.0492247039999993,5
2023-09-13,0,2.7254203392000003,2
2023-09-14,1,-0.5131937791999999,1
2023-09-15,4,2.0338715648,0
2023-09-16,0,11.8101906432,0
2023-09-17,0,13.7403399168,0
2023-09-18,0,1.114483097599999,0
2023-09-19,2,0.47783874559999884,1
2023-09-20,4,0.200783155199999,0
2023-09-21,3,-1.2594013184000001,0
2023-09-22,1,1.3516683263999993,1
2023-09-23,0,4.265414553599999,0
2023-09-24,0,3.6742806528000007,0
2023-09-25,3,13.4758238208,0
2023-09-26,0,11.478365491200002,0
2023-09-27,3,2.7502160895999994,0
2023-09-28,1,-4.174069657600001,0
2023-09-29,1,-1.3239647232000014,0
2023-09-30,0,2.1900583935999993,0
2023-10-01,0,-2.1095314432,0
2023-10-02,2,0.6688813055999998,0
2023-10-03,2,2.635122585600001,0
2023-10-04,3,3.3149372416000014,0
2023-10-05,2,8.1468158976,0
2023-10-06,2,8.1424032768,0
2023-10-07,0,2.4924334079999997,0
2023-10-08,0,0.05897820159999956,0
2023-10-09,1,9.7628739584,0
2023-10-10,2,15.248413696,0
2023-10-11,5,9.242092851199999,0
2023-10-12,0,1.134184038399999,3
2023-10-13,1,-3.506798592000001,0
2023-10-14,0,-0.8706370560000005,0
2023-10-15,0,-1.3245988864000005,0
2023-10-16,4,7.2645129216,3
2023-10-17,2,13.9735477248,1
2023-10-18,3,-2.080637132799999,0
2023-10-19,0,-0.06832117759999967,0
2023-10-20,0,-0.32947455999999953,1
2023-10-21,0,-1.7409794048000002,0
2023-10-22,0,1.9190573055999995,0
2023-10-23,2,14.5876355072,0
2023-10-24,4,-0.07480739839999906,1
2023-10-25,1,1.2560461824000004,0
2023-10-26,4,5.6644201471999995,1
2023-10-27,5,9.1593673728,2
2023-10-28,0,-3.9024458752,0
2023-10-29,0,-1.9831236608000014,0
2023-10-30,1,8.657350143999999,1
2023-10-31,2,12.975478476800001,1
2023-11-01,1,19.205370265600003,0
2023-11-02,2,2.9520123904,1
2023-11-03,3,4.6079002623999985,0
2023-11-04,0,-4.0173673472,0
2023-11-05,0,-0.04889620480000101,0
2023-11-06,4,3.395007999999999,0
2023-11-07,5,-2.98435584,0
2023-11-08,1,2.121613824,0
2023-11-09,0,6.867294105600002,4
2023-11-10,0,18.9689544704,1
2023-11-11,0,-5.811999743999999,0
2023-11-12,0,-0.6388341760000014,0
2023-11-13,2,7.9822631936,0
2023-11-14,3,3.6655264768,0
2023-11-15,0,-2.1841741824000005,0
2023-11-16,5,0.033475071999998995,1
2023-11-17,0,0.2451733504000002,0
2023-11-18,0,-1.5681714175999986,0
2023-11-19,0,-0.9808191487999997,0
2023-11-20,4,0.47021977599999987,1
2023-11-21,4,2.3739963392000005,1
2023-11-22,4,0.985736192000001,1
2023-11-23,0,2.1356157952,0
2023-11-24,0,0.9873017856000001,1
2023-11-25,0,0.08394987519999997,0
2023-11-26,0,7.306824499199999,0
2023-11-27,2,3.99391488,0
2023-11-28,2,-2.1378334720000005,0
2023-11-29,4,4.9005556735999996,1
2023-11-30,1,-1.9401572351999998,0
2023-12-01,0,10.9917279232,0
2023-12-02,0,-2.0877565951999997,0
2023-12-03,0,2.341087027199999,0
2023-12-04,0,3.1616526336,0
2023-12-05,4,6.9201461248000005,0
2023-12-06,0,14.0915915776,2
2023-12-07,0,8.148592128,2
2023-12-08,0,6.039490457599999,0
2023-12-09,0,-1.7573744639999997,0
2023-12-10,0,-3.2388947968000013,0
2023-12-11,1,6.022575001599999,1
2023-12-12,1,0.9329859584000002,0
2023-12-13,1,4.433139199999999,1
2023-12-14,3,1.0178125824000008,0
2023-12-15,1,0.5327004672000006,0
2023-12-16,0,0.034165452800000606,0
2023-12-17,0,-1.5131003904,0
2023-12-18,0,11.1283109888,0
2023-12-19,4,7.975245824000001,4
2023-12-20,0,7.338684108800001,1
2023-12-21,0,2.0133433344,0
2023-12-22,2,11.752325939199999,2
2023-12-23,0,4.1890740224,0
2023-12-24,0,-4.249825075200001,0
2023-12-25,0,-2.3752721408000017,0
2023-12-26,5,5.327220736,0
2023-12-27,0,8.2978962432,1
2023-12-28,5,4.306755993600001,0
2023-12-29,4,-2.4772491264000003,0
2023-12-30,0,-1.0461722623999998,0
2023-12-31,0,0.4711183360000004,0
2024-01-01,0,5.6670782464,0
2024-01-02,3,-1.1890918400000001,0
2024-01-03,3,7.634525696,0
