,grafana/grafana,elastic/kibana,getsentry/sentry
2013-12-27,7,0,1
2013-12-28,5,0,11
2013-12-29,12,2,11
2013-12-30,6,8,1
2013-12-31,2,0,6
2014-01-01,5,0,0
2014-01-02,2,1,0
2014-01-03,10,0,1
2014-01-04,2,0,5
2014-01-05,1,5,2
2014-01-06,7,17,5
2014-01-07,3,5,1
2014-01-08,2,4,5
2014-01-09,0,6,2
2014-01-10,1,8,1
2014-01-11,1,0,0
2014-01-12,5,2,0
2014-01-13,1,2,11
2014-01-14,3,0,3
2014-01-15,1,0,0
2014-01-16,0,0,3
2014-01-17,0,0,2
2014-01-18,0,0,0
2014-01-19,5,0,37
2014-01-20,16,2,3
2014-01-21,6,6,1
2014-01-22,4,28,0
2014-01-23,11,11,0
2014-01-24,6,7,0
2014-01-25,1,1,1
2014-01-26,0,10,0
2014-01-27,4,14,0
2014-01-28,1,14,10
2014-01-29,2,6,5
2014-01-30,0,3,2
2014-01-31,1,3,0
2014-02-01,16,0,0
2014-02-02,1,3,0
2014-02-03,0,4,1
2014-02-04,0,5,8
2014-02-05,18,10,2
2014-02-06,5,11,3
2014-02-07,7,0,3
2014-02-08,8,0,1
2014-02-09,7,3,0
2014-02-10,4,3,0
2014-02-11,6,4,1
2014-02-12,9,5,0
2014-02-13,6,6,3
2014-02-14,3,11,6
2014-02-15,7,0,0
2014-02-16,0,1,1
2014-02-17,1,4,0
2014-02-18,4,21,2
2014-02-19,3,7,0
2014-02-20,3,0,3
2014-02-21,5,0,0
2014-02-22,0,4,0
2014-02-23,2,0,4
2014-02-24,3,40,0
2014-02-25,5,26,3
2014-02-26,9,22,0
2014-02-27,5,24,0
2014-02-28,4,30,3
2014-03-01,2,0,0
2014-03-02,4,0,0
2014-03-03,2,22,0
2014-03-04,5,16,2
2014-03-05,5,10,0
2014-03-06,2,51,1
2014-03-07,6,28,9
2014-03-08,2,2,4
2014-03-09,2,0,0
2014-03-10,4,2,7
2014-03-11,3,21,1
2014-03-12,2,36,1
2014-03-13,0,13,1
2014-03-14,0,2,1
2014-03-15,0,0,0
2014-03-16,1,0,0
2014-03-17,3,2,2
2014-03-18,6,7,29
2014-03-19,5,12,0
2014-03-20,0,0,0
2014-03-21,0,4,1
2014-03-22,0,0,0
2014-03-23,6,0,0
2014-03-24,5,25,6
2014-03-25,0,8,2
2014-03-26,13,8,0
2014-03-27,6,10,0
2014-03-28,3,3,0
2014-03-29,2,1,0
2014-03-30,3,0,0
2014-03-31,4,2,0
2014-04-01,4,2,2
2014-04-02,4,4,0
2014-04-03,4,20,0
2014-04-04,2,6,2
2014-04-05,8,0,3
2014-04-06,6,0,0
2014-04-07,3,18,0
2014-04-08,3,8,6
2014-04-09,2,12,3
2014-04-10,5,24,1
2014-04-11,3,56,2
2014-04-12,0,2,3
2014-04-13,2,14,0
2014-04-14,2,4,4
2014-04-15,2,16,3
2014-04-16,3,18,0
2014-04-17,4,44,0
2014-04-18,1,14,1
2014-04-19,0,0,0
2014-04-20,2,0,8
2014-04-21,7,22,0
2014-04-22,3,0,12
2014-04-23,2,2,1
2014-04-24,1,13,1
2014-04-25,3,18,2
2014-04-26,0,10,0
2014-04-27,3,0,5
2014-04-28,3,27,10
2014-04-29,0,62,20
2014-04-30,7,22,4
2014-05-01,2,9,23
2014-05-02,0,34,8
2014-05-03,2,0,6
2014-05-04,0,0,27
2014-05-05,1,1,0
2014-05-06,4,12,11
2014-05-07,0,12,19
2014-05-08,0,0,10
2014-05-09,5,2,1
2014-05-10,0,0,7
2014-05-11,0,0,1
2014-05-12,0,16,0
2014-05-13,2,12,3
2014-05-14,0,22,2
2014-05-15,3,6,0
2014-05-16,0,12,1
2014-05-17,0,0,3
2014-05-18,0,0,18
2014-05-19,5,5,0
2014-05-20,16,7,29
2014-05-21,0,16,20
2014-05-22,3,28,4
2014-05-23,6,9,16
2014-05-24,0,0,3
2014-05-25,4,9,2
2014-05-26,1,4,0
2014-05-27,6,56,0
2014-05-28,0,60,0
2014-05-29,0,33,17
2014-05-30,5,41,1
2014-05-31,7,26,6
2014-06-01,1,0,3
2014-06-02,5,53,7
2014-06-03,6,33,14
2014-06-04,1,35,18
2014-06-05,0,38,41
2014-06-06,14,20,1
2014-06-07,7,0,8
2014-06-08,6,10,2
2014-06-09,2,9,0
2014-06-10,1,10,16
2014-06-11,4,14,16
2014-06-12,4,28,15
2014-06-13,2,8,1
2014-06-14,7,2,17
2014-06-15,0,0,0
2014-06-16,3,24,0
2014-06-17,2,22,17
2014-06-18,1,60,7
2014-06-19,1,82,1
2014-06-20,8,58,5
2014-06-21,6,0,0
2014-06-22,9,4,0
2014-06-23,0,8,0
2014-06-24,2,7,1
2014-06-25,2,5,0
2014-06-26,1,4,4
2014-06-27,4,0,0
2014-06-28,0,0,0
2014-06-29,0,0,2
2014-06-30,10,8,0
2014-07-01,2,2,0
2014-07-02,4,4,0
2014-07-03,5,2,0
2014-07-04,1,0,0
2014-07-05,0,0,0
2014-07-06,0,0,0
2014-07-07,1,4,0
2014-07-08,1,0,1
2014-07-09,0,0,11
2014-07-10,0,2,1
2014-07-11,0,16,0
2014-07-12,0,0,0
2014-07-13,5,0,0
2014-07-14,5,0,2
2014-07-15,3,8,5
2014-07-16,5,9,0
2014-07-17,2,4,1
2014-07-18,1,24,7
2014-07-19,3,0,0
2014-07-20,4,0,5
2014-07-21,2,10,0
2014-07-22,1,48,6
2014-07-23,5,36,9
2014-07-24,0,8,19
2014-07-25,4,8,8
2014-07-26,0,0,13
2014-07-27,0,0,0
2014-07-28,6,0,3
2014-07-29,5,10,4
2014-07-30,6,8,2
2014-07-31,17,6,10
2014-08-01,4,14,0
2014-08-02,0,2,7
2014-08-03,4,0,0
2014-08-04,3,28,0
2014-08-05,5,26,0
2014-08-06,10,36,17
2014-08-07,16,46,13
2014-08-08,15,6,1
2014-08-09,7,0,0
2014-08-10,11,20,10
2014-08-11,25,22,12
2014-08-12,13,38,16
2014-08-13,14,122,0
2014-08-14,9,81,2
2014-08-15,12,64,2
2014-08-16,9,18,0
2014-08-17,3,9,3
2014-08-18,6,25,3
2014-08-19,5,27,9
2014-08-20,11,27,4
2014-08-21,14,29,14
