,jetbrains/kotlin,apache/groovy,scala/scala
2024-05-28,71,1,0
2024-05-29,105,2,2
2024-05-30,67,1,0
2024-05-31,31,0,0
2024-06-01,6,4,1
2024-06-02,0,7,0
2024-06-03,34,2,1
2024-06-04,70,5,7
2024-06-05,43,2,2
2024-06-06,30,1,1
2024-06-07,94,0,1
2024-06-08,1,0,0
2024-06-09,0,0,1
2024-06-10,35,1,1
2024-06-11,66,0,2
2024-06-12,24,3,1
2024-06-13,28,1,2
2024-06-14,34,5,1
2024-06-15,1,12,0
2024-06-16,9,4,0
2024-06-17,88,2,2
2024-06-18,80,2,0
2024-06-19,84,2,3
2024-06-20,38,4,2
2024-06-21,89,2,1
2024-06-22,17,4,4
2024-06-23,1,3,3
2024-06-24,69,13,5
2024-06-25,57,3,1
2024-06-26,45,2,3
2024-06-27,42,1,0
2024-06-28,54,0,0
2024-06-29,23,0,0
2024-06-30,4,1,0
2024-07-01,60,1,0
2024-07-02,95,2,0
2024-07-03,34,1,2
2024-07-04,19,0,0
2024-07-05,48,1,0
2024-07-06,1,5,0
2024-07-07,0,1,0
2024-07-08,37,0,0
2024-07-09,56,2,1
2024-07-10,49,2,5
2024-07-11,33,0,6
2024-07-12,30,1,4
2024-07-13,4,1,0
2024-07-14,0,1,1
2024-07-15,36,0,7
2024-07-16,53,0,1
2024-07-17,39,0,1
2024-07-18,50,1,6
2024-07-19,14,1,0
2024-07-20,1,0,0
2024-07-21,0,0,3
2024-07-22,72,0,3
2024-07-23,37,1,0
2024-07-24,45,0,0
2024-07-25,53,0,0
2024-07-26,29,0,1
2024-07-27,2,0,0
2024-07-28,0,0,0
2024-07-29,34,0,0
2024-07-30,43,0,2
2024-07-31,24,0,3
2024-08-01,18,0,0
2024-08-02,39,0,0
2024-08-03,0,0,0
2024-08-04,0,1,0
2024-08-05,50,0,0
2024-08-06,25,0,1
2024-08-07,54,0,14
2024-08-08,14,0,10
2024-08-09,22,0,2
2024-08-10,1,3,0
2024-08-11,1,0,0
2024-08-12,41,0,0
2024-08-13,21,1,9
2024-08-14,50,0,17
2024-08-15,12,0,11
2024-08-16,17,0,5
2024-08-17,0,0,0
2024-08-18,0,0,0
2024-08-19,25,0,0
2024-08-20,34,0,0
2024-08-21,93,0,1
2024-08-22,38,0,0
2024-08-23,27,0,0
2024-08-24,3,6,0
2024-08-25,0,0,0
2024-08-26,28,0,0
2024-08-27,51,0,0
2024-08-28,33,0,0
2024-08-29,55,1,1
2024-08-30,22,1,0
2024-08-31,4,1,1
2024-09-01,0,0,0
2024-09-02,55,1,3
2024-09-03,104,9,0
2024-09-04,33,3,2
2024-09-05,58,4,0
2024-09-06,76,2,0
2024-09-07,1,1,0
2024-09-08,0,3,0
2024-09-09,39,3,0
2024-09-10,27,2,1
2024-09-11,22,4,1
2024-09-12,31,2,3
2024-09-13,20,3,0
2024-09-14,14,1,0
2024-09-15,5,0,0
2024-09-16,23,0,3
2024-09-17,43,1,1
2024-09-18,33,4,1
2024-09-19,49,2,0
2024-09-20,35,1,0
2024-09-21,102,0,0
2024-09-22,1,0,0
2024-09-23,60,4,1
2024-09-24,40,3,1
2024-09-25,38,1,2
2024-09-26,56,2,1
2024-09-27,59,1,0
2024-09-28,7,1,4
2024-09-29,7,1,2
2024-09-30,27,1,1
2024-10-01,25,1,0
2024-10-02,32,0,0
2024-10-03,18,0,0
2024-10-04,17,0,0
2024-10-05,5,2,0
2024-10-06,0,2,0
2024-10-07,67,1,0
2024-10-08,36,1,0
2024-10-09,73,2,2
2024-10-10,38,1,11
2024-10-11,30,1,1
2024-10-12,0,3,2
2024-10-13,1,1,0
2024-10-14,40,2,2
2024-10-15,40,1,14
2024-10-16,54,1,1
2024-10-17,49,0,0
2024-10-18,22,7,2
2024-10-19,1,0,0
2024-10-20,0,11,1
2024-10-21,14,0,5
