,node-red/node-red,home-assistant/core,ioBroker/ioBroker
2023-10-02,0,62,0
2023-10-03,2,15,0
2023-10-04,0,38,0
2023-10-05,0,26,0
2023-10-06,0,93,0
2023-10-07,0,19,0
2023-10-08,0,23,0
2023-10-09,0,21,0
2023-10-10,0,28,7
2023-10-11,0,24,3
2023-10-12,1,73,4
2023-10-13,0,26,5
2023-10-14,0,12,1
2023-10-15,0,36,0
2023-10-16,0,15,0
2023-10-17,2,21,0
2023-10-18,5,27,0
2023-10-19,0,44,0
2023-10-20,0,90,0
2023-10-21,0,25,0
2023-10-22,0,57,0
2023-10-23,0,33,0
2023-10-24,1,70,0
2023-10-25,0,63,0
2023-10-26,0,19,0
2023-10-27,0,42,0
2023-10-28,0,16,0
2023-10-29,1,30,0
2023-10-30,0,51,0
2023-10-31,1,50,0
2023-11-01,17,29,0
2023-11-02,0,14,0
2023-11-03,3,44,0
2023-11-04,0,42,0
2023-11-05,0,11,0
2023-11-06,0,56,1
2023-11-07,11,43,0
2023-11-08,0,29,0
2023-11-09,0,14,0
2023-11-10,0,35,0
2023-11-11,0,11,0
2023-11-12,0,31,0
2023-11-13,0,34,0
2023-11-14,2,20,0
2023-11-15,0,41,0
2023-11-16,0,23,1
2023-11-17,3,23,0
2023-11-18,1,8,0
2023-11-19,0,18,0
2023-11-20,5,26,0
2023-11-21,1,27,0
2023-11-22,0,78,0
2023-11-23,0,16,0
2023-11-24,1,40,0
2023-11-25,0,20,0
2023-11-26,0,23,0
2023-11-27,6,28,0
2023-11-28,1,24,0
2023-11-29,7,70,0
2023-11-30,10,92,0
2023-12-01,2,10,0
2023-12-02,3,10,0
2023-12-03,0,11,0
2023-12-04,3,74,0
2023-12-05,1,53,0
2023-12-06,3,30,0
2023-12-07,11,31,0
2023-12-08,3,65,0
2023-12-09,0,21,0
2023-12-10,0,11,0
2023-12-11,2,27,0
2023-12-12,1,34,0
2023-12-13,1,67,0
2023-12-14,1,39,0
2023-12-15,3,8,0
2023-12-16,1,17,0
2023-12-17,2,11,0
2023-12-18,0,44,0
2023-12-19,0,42,0
2023-12-20,4,26,0
2023-12-21,0,40,0
2023-12-22,0,37,0
2023-12-23,1,52,0
2023-12-24,1,18,0
2023-12-25,0,8,0
2023-12-26,2,24,0
2023-12-27,3,108,0
2023-12-28,0,73,0
2023-12-29,3,48,0
2023-12-30,0,21,3
2023-12-31,0,33,0
2024-01-01,2,18,0
2024-01-02,0,87,0
2024-01-03,0,35,0
2024-01-04,0,53,3
2024-01-05,6,78,0
2024-01-06,0,32,0
2024-01-07,4,24,0
2024-01-08,9,63,0
2024-01-09,1,27,0
2024-01-10,0,25,0
2024-01-11,2,25,0
2024-01-12,0,92,0
2024-01-13,0,32,0
2024-01-14,1,45,0
2024-01-15,9,28,0
2024-01-16,6,46,0
2024-01-17,0,34,0
2024-01-18,0,27,0
2024-01-19,4,70,0
2024-01-20,3,62,0
2024-01-21,4,26,0
2024-01-22,2,54,0
2024-01-23,2,31,0
2024-01-24,0,45,0
2024-01-25,2,30,0
2024-01-26,3,11,0
2024-01-27,0,17,0
2024-01-28,0,21,0
2024-01-29,1,42,0
2024-01-30,2,92,0
2024-01-31,0,72,0
2024-02-01,0,72,0
2024-02-02,0,67,0
2024-02-03,0,153,0
2024-02-04,0,174,0
2024-02-05,9,86,0
2024-02-06,7,63,1
2024-02-07,4,45,0
2024-02-08,2,21,0
2024-02-09,2,59,0
2024-02-10,0,16,0
2024-02-11,0,22,0
2024-02-12,0,84,0
2024-02-13,0,30,0
2024-02-14,0,56,0
2024-02-15,0,23,0
2024-02-16,0,75,0
2024-02-17,2,28,0
2024-02-18,0,34,0
2024-02-19,4,36,0
2024-02-20,2,26,0
2024-02-21,0,42,0
2024-02-22,2,62,0
2024-02-23,0,36,0
2024-02-24,0,40,0
2024-02-25,3,60,0
2024-02-26,7,62,0
2024-02-27,0,99,0
2024-02-28,0,78,0
2024-02-29,0,90,0
2024-03-01,8,73,0
2024-03-02,0,39,0
2024-03-03,0,54,0
2024-03-04,4,86,0
2024-03-05,2,132,0
2024-03-06,0,105,0
2024-03-07,18,23,0
2024-03-08,4,59,0
2024-03-09,0,50,0
2024-03-10,1,53,0
2024-03-11,1,117,0
2024-03-12,3,62,0
2024-03-13,7,105,0
2024-03-14,5,163,0
2024-03-15,0,63,0
2024-03-16,5,47,0
2024-03-17,11,40,0
2024-03-18,0,30,0
2024-03-19,0,40,0
2024-03-20,0,40,0
2024-03-21,13,31,0
2024-03-22,0,73,0
2024-03-23,0,30,0
2024-03-24,0,21,0
2024-03-25,4,48,0
2024-03-26,2,34,0
2024-03-27,10,60,0
2024-03-28,15,74,0
2024-03-29,0,45,0
2024-03-30,0,13,0
2024-03-31,1,19,0
2024-04-01,0,21,0
2024-04-02,8,100,0
2024-04-03,4,55,0
2024-04-04,6,40,0
2024-04-05,2,54,0
2024-04-06,0,56,0
2024-04-07,0,30,0
2024-04-08,0,63,0
2024-04-09,0,26,0
2024-04-10,0,20,0
2024-04-11,6,22,0
2024-04-12,3,44,0
2024-04-13,0,34,0
2024-04-14,0,19,0
2024-04-15,1,14,0
2024-04-16,0,20,0
2024-04-17,0,41,0
2024-04-18,5,25,2
2024-04-19,0,18,0
2024-04-20,2,22,0
2024-04-21,0,16,1
2024-04-22,0,22,0
2024-04-23,8,80,0
2024-04-24,2,61,0
2024-04-25,0,24,0
2024-04-26,0,16,0
2024-04-27,0,51,0
2024-04-28,3,24,0
2024-04-29,3,64,0
2024-04-30,0,42,0
2024-05-01,0,71,0
2024-05-02,0,37,0
2024-05-03,6,53,1
2024-05-04,0,28,0
2024-05-05,1,34,0
2024-05-06,0,66,0
2024-05-07,0,43,0
2024-05-08,4,45,0
2024-05-09,3,7,0
2024-05-10,0,37,0
2024-05-11,0,30,0
2024-05-12,4,22,0
2024-05-13,7,19,0
2024-05-14,16,53,0
2024-05-15,2,45,0
2024-05-16,2,35,0
2024-05-17,5,56,0
2024-05-18,0,31,0
2024-05-19,0,11,0
2024-05-20,1,30,0
2024-05-21,9,34,0
2024-05-22,3,37,0
2024-05-23,6,27,4
2024-05-24,0,90,4
2024-05-25,1,70,0
2024-05-26,5,36,0
2024-05-27,2,45,0
2024-05-28,8,50,0
2024-05-29,5,93,0
2024-05-30,17,54,0
2024-05-31,2,72,0
2024-06-01,0,13,0
2024-06-02,4,11,0
2024-06-03,4,100,0
2024-06-04,0,81,0
2024-06-05,2,50,0
2024-06-06,0,50,0
2024-06-07,0,74,0
2024-06-08,0,30,0
2024-06-09,0,31,0
2024-06-10,10,62,0
2024-06-11,3,101,0
2024-06-12,0,56,0
2024-06-13,0,55,0
2024-06-14,3,35,0
2024-06-15,0,44,0
2024-06-16,0,15,0
2024-06-17,4,32,0
2024-06-18,2,51,0
2024-06-19,0,32,0
2024-06-20,5,11,0
2024-06-21,0,134,0
2024-06-22,1,79,0
2024-06-23,3,24,0
2024-06-24,15,69,0
2024-06-25,5,61,0
2024-06-26,12,140,0
2024-06-27,1,77,0
2024-06-28,10,61,0
2024-06-29,2,48,0
2024-06-30,1,33,0
2024-07-01,10,71,0
2024-07-02,1,57,0
2024-07-03,0,55,0
2024-07-04,1,72,0
2024-07-05,0,85,0
2024-07-06,0,34,0
2024-07-07,0,47,0
2024-07-08,1,31,0
2024-07-09,0,31,0
2024-07-10,0,99,1
2024-07-11,0,28,0
2024-07-12,0,27,0
2024-07-13,0,8,1
2024-07-14,0,8,0
2024-07-15,0,17,0
2024-07-16,1,32,0
2024-07-17,0,22,0
2024-07-18,11,19,0
2024-07-19,0,98,0
2024-07-20,1,41,0
2024-07-21,0,35,0
2024-07-22,1,46,0
2024-07-23,0,42,3
2024-07-24,0,28,0
2024-07-25,0,30,0
2024-07-26,0,28,0
2024-07-27,0,12,0
2024-07-28,0,11,0
2024-07-29,0,71,0
2024-07-30,0,49,0
2024-07-31,0,95,0
2024-08-01,0,18,0
2024-08-02,0,61,0
2024-08-03,0,11,0
2024-08-04,4,10,0
2024-08-05,1,51,0
2024-08-06,0,44,0
2024-08-07,0,36,0
2024-08-08,0,18,0
2024-08-09,0,24,3
2024-08-10,0,42,4
2024-08-11,2,9,2
2024-08-12,5,79,1
2024-08-13,2,41,0
2024-08-14,1,70,0
2024-08-15,0,33,0
2024-08-16,0,86,0
2024-08-17,0,14,0
2024-08-18,3,34,0
2024-08-19,0,40,0
2024-08-20,0,29,0
2024-08-21,0,21,0
2024-08-22,0,29,0
2024-08-23,0,13,5
2024-08-24,0,21,0
2024-08-25,0,65,0
2024-08-26,0,34,0
2024-08-27,1,41,0
2024-08-28,0,76,0
2024-08-29,0,29,0
2024-08-30,0,77,0
2024-08-31,1,20,0
2024-09-01,0,19,0
2024-09-02,0,62,0
2024-09-03,0,80,0
2024-09-04,0,60,0
2024-09-05,0,26,0
2024-09-06,0,86,0
2024-09-07,0,10,0
2024-09-08,0,57,0
2024-09-09,2,28,0
2024-09-10,0,62,0
2024-09-11,18,55,0
2024-09-12,1,23,0
2024-09-13,6,39,0
2024-09-14,0,23,0
2024-09-15,0,8,0
2024-09-16,3,91,0
2024-09-17,9,34,0
2024-09-18,0,56,0
2024-09-19,0,29,0
2024-09-20,0,37,0
2024-09-21,0,21,0
2024-09-22,0,39,0
2024-09-23,1,118,0
2024-09-24,0,106,0
2024-09-25,0,50,0
2024-09-26,1,43,0
2024-09-27,3,119,11
2024-09-28,0,13,0
2024-09-29,0,5,0
2024-09-30,0,94,0
2024-10-01,2,81,0
2024-10-02,0,93,0
2024-10-03,0,71,0
2024-10-04,1,36,4
2024-10-05,0,29,0
2024-10-06,0,23,0
2024-10-07,2,37,0
2024-10-08,6,60,0
2024-10-09,6,55,0
2024-10-10,5,21,0
2024-10-11,0,117,0
