,apolloauto/apollo,commaai/openpilot,carla-simulator/carla
2021-09-04,1.0,4,0
2021-09-05,-0.10000000000000009,0,0
2021-09-06,0.955,11,0
2021-09-07,-0.12850000000000011,20,0
2021-09-08,-0.06566249999999996,9,0
2021-09-09,0.95538325,6,6
2021-09-10,0.8661754875000001,8,0
2021-09-11,0.82778955375,4,0
2021-09-12,-0.19623032551562508,8,0
2021-09-13,-0.11365504878593743,6,0
2021-09-14,0.9251524369843751,19,0
2021-09-15,-0.1583401150359374,9,1
2021-09-16,-0.08537245874999991,11,20
2021-09-17,-0.06232402176562492,10,0
2021-09-18,-0.049723361801562345,5,0
2021-09-19,-0.0340839155515624,10,0
2021-09-20,-0.02156086503593744,4,2
2021-09-21,-0.011093696249999967,10,0
2021-09-22,-0.009568313015624975,7,0
2021-09-23,-0.008398852535937478,15,0
2021-09-24,0.0,14,0
2021-09-25,0.0,4,0
2021-09-26,0.0,0,0
2021-09-27,0.0,4,0
2021-09-28,0.0,12,3
2021-09-29,0.0,13,0
2021-09-30,0.0,7,0
2021-10-01,0.0,8,0
2021-10-02,0.0,2,0
2021-10-03,0.0,2,0
2021-10-04,0.0,20,1
2021-10-05,0.0,7,5
2021-10-06,0.0,7,0
2021-10-07,0.0,24,0
2021-10-08,0.0,11,0
2021-10-09,1.0,4,0
2021-10-10,-0.10000000000000009,10,0
2021-10-11,-0.04500000000000003,10,1
2021-10-12,0.9715,11,0
2021-10-13,-0.1206625,8,0
2021-10-14,-0.061116749999999984,13,0
2021-10-15,-0.041662012499999984,11,0
2021-10-16,-0.03175619624999989,9,0
2021-10-17,-0.025685063015624923,2,0
2021-10-18,0.9784391349640625,15,6
2021-10-19,-0.11109369625000005,10,0
2021-10-20,-0.05456831301562501,12,0
2021-10-21,-0.0368988525359375,12,0
2021-10-22,-0.020662499999999924,4,0
2021-10-23,-0.016116749999999947,8,0
2021-10-24,-0.01316201249999996,1,0
2021-10-25,0.98890630375,10,0
2021-10-26,-0.10956831301562506,13,4
2021-10-27,1.9466011474640625,11,1
2021-10-28,-0.2285000000000002,14,1
2021-10-29,-0.1106625,18,0
2021-10-30,-0.07311675,7,0
2021-10-31,-0.05448701249999981,3,0
2021-11-01,0.9566728037500002,12,0
2021-11-02,0.864107661984375,11,0
2021-11-03,-0.17558624503593753,1,1
2021-11-04,0.90736337396875,14,0
2021-11-05,-0.16596020507187498,7,17
2021-11-06,-0.08177924999999991,0,0
2021-11-07,-0.05777876249999993,1,0
2021-11-08,0.9550817912500001,13,9
2021-11-09,-0.136778759265625,10,11
2021-11-10,-0.07612917805156244,14,3
2021-11-11,0.9520074512140625,11,1
2021-11-12,-0.130230813015625,16,0
2021-11-13,-0.06951560253593746,7,0
2021-11-14,-0.041662012499999984,5,0
2021-11-15,-0.03175619624999989,6,3
2021-11-16,0.9743149369843751,19,0
2021-11-17,-0.12156086503593752,29,0
2021-11-18,-0.05609369625,22,0
2021-11-19,0.961931686984375,15,2
2021-11-20,0.8709386474640626,5,0
