,webpack/webpack,rollup/rollup,parcel-bundler/parcel
2021-10-01,2.0987623886359383,5,3
2021-10-02,-0.9651689704140612,0,0
2021-10-03,-0.631645309289061,0,2
2021-10-04,6.613003621984376,0,3
2021-10-05,9.984363048120313,0,4
2021-10-06,9.325536710362499,0,5
2021-10-07,8.02578501952656,0,3
2021-10-08,2.971587148570312,0,6
2021-10-09,-0.6323096890468747,0,3
2021-10-10,-1.131902395107811,0,1
2021-10-11,1.206152738750002,0,0
2021-10-12,1.1732290126406268,0,5
2021-10-13,5.1910595553265635,0,2
2021-10-14,-1.1375025960671872,1,1
2021-10-15,-0.6250260018015619,0,1
2021-10-16,-0.3874822866874995,0,1
2021-10-17,1.7659048993046882,0,0
2021-10-18,13.646389229964063,0,1
2021-10-19,3.389703906468749,0,0
2021-10-20,6.710503491396874,0,0
2021-10-21,1.460467416834374,0,1
2021-10-22,0.8255983847843757,0,0
2021-10-23,-0.9182710249999994,0,0
2021-10-24,2.3721606825000014,0,1
2021-10-25,6.2118200639687515,8,0
2021-10-26,-1.2361939185406245,0,3
2021-10-27,1.2736053919187507,0,1
2021-10-28,5.360366619445313,0,0
2021-10-29,5.998929098165625,0,1
2021-10-30,2.776363528860937,0,0
2021-10-31,-1.0695378813218752,0,1
2021-11-01,-0.6420693127968744,5,1
2021-11-02,20.526163226282815,0,6
2021-11-03,15.544581314748436,0,0
2021-11-04,12.012700108968748,0,1
2021-11-05,10.886988493084374,0,1
2021-11-06,-2.183658591325,0,0
2021-11-07,-1.9649419698140607,0,0
2021-11-08,1.6459633273562528,0,4
2021-11-09,6.670589903750003,0,0
2021-11-10,7.220651706671877,0,0
2021-11-11,-0.06089590628593644,0,0
2021-11-12,2.6418346991187507,5,1
2021-11-13,0.7688168834921882,0,0
2021-11-14,-0.9185347860187488,0,2
2021-11-15,20.462648208714064,0,0
2021-11-16,1.4922038784531244,0,4
2021-11-17,0.3212976470171873,0,0
2021-11-18,-1.238874579928125,0,0
2021-11-19,0.19666239114531436,0,0
2021-11-20,3.3446399003656264,0,0
2021-11-21,2.120073701325001,0,1
2021-11-22,0.15685312367812554,4,0
2021-11-23,0.3587041166718755,0,7
2021-11-24,5.433896702182813,0,1
2021-11-25,15.134151451325,0,0
2021-11-26,5.951947798678123,0,0
2021-11-27,-0.821208385515626,0,0
2021-11-28,-0.14920695584843746,0,5
2021-11-29,6.113143442059377,0,2
2021-11-30,1.6785013581265638,3,2
2021-12-01,-1.0882180430515618,0,0
2021-12-02,9.280116779370314,0,1
2021-12-03,8.448348044034375,0,0
2021-12-04,-1.85998860345,0,0
2021-12-05,-0.963337167053125,0,0
2021-12-06,6.3732659231984385,0,0
2021-12-07,-1.1764506323953114,0,1
2021-12-08,-0.6952845317984366,0,3
2021-12-09,-0.46725364510781187,4,0
2021-12-10,-0.3512575926562489,0,0
2021-12-11,-0.2924889055156242,5,1
2021-12-12,5.823877387140626,0,2
2021-12-13,-0.6776558737500002,0,2
2021-12-14,1.663021808890625,0,1
2021-12-15,7.570208032248438,0,0
2021-12-16,1.9860249999999997,0,2
2021-12-17,10.1862995,1,2
2021-12-18,-0.5832970750000008,2,0
2021-12-19,-0.9445956774999996,0,2
2021-12-20,-0.6331554030937493,0,0
2021-12-21,-0.4820143577156235,1,0
2021-12-22,0.6546810164687511,2,0
2021-12-23,0.6124758145531257,3,0
2021-12-24,0.6239115694156255,5,0
2021-12-25,-0.3150416970296873,0,1
2021-12-26,-0.1961181909109372,0,0
2021-12-27,-0.07367810253593737,0,0
2021-12-28,-0.04994126249999983,0,4
2021-12-29,1.9596275412500002,0,1
2021-12-30,-0.23382402176562508,1,0
2021-12-31,-0.11906086180156249,0,0
2022-01-01,-0.07496716555156249,0,3
2022-01-02,-0.04972385253593733,0,1
2022-01-03,-0.032233499999999894,0,0
2022-01-04,3.973675975,9,4
2022-01-05,-0.4221873925000003,2,4
2022-01-06,0.8008633739687498,0,7
2022-01-07,0.7692022949281249,0,0
2022-01-08,-0.22764999999999982,0,0
2022-01-09,-0.13796699999999984,0,0
2022-01-10,12.89818945,0,0
2022-01-11,0.6188459649999991,0,1
2022-01-12,3.1474479854374997,0,4
2022-01-13,4.08164888110625,0,0
2022-01-14,5.973725490734376,6,0
2022-01-15,-1.3078099155515623,0,0
2022-01-16,-0.7518885150359369,0,0
2022-01-17,10.46217842375,0,4
2022-01-18,18.475555238296874,3,0
2022-01-19,3.1536761935015614,0,0
2022-01-20,5.983826474115624,0,0
2022-01-21,3.973619651028125,5,0
2022-01-22,-1.830506703789061,4,0
2022-01-23,-1.1478841052515607,0,0
2022-01-24,-0.8182714087499982,0,0
2022-01-25,1.340993556828127,5,0
2022-01-26,0.24768758429218884,0,2
2022-01-27,1.416891426187501,0,1
2022-01-28,4.504498203159375,2,0
2022-01-29,-0.7844256983812501,2,0
2022-01-30,1.6147108847843752,2,2
2022-01-31,5.573734225,1,1
2022-02-01,3.139104595,0,0
2022-02-02,1.1358619027187498,5,0
2022-02-03,3.2933115269125,0,1
2022-02-04,2.1567875401828127,3,0
2022-02-05,-0.8073137951499996,2,0
2022-02-06,-0.4979457301796869,0,0
2022-02-07,3.661269646468751,4,0
2022-02-08,11.328639106834375,0,0
2022-02-09,0.4081479402218744,2,2
2022-02-10,6.009407141325,3,7
2022-02-11,3.6969979541156244,0,0
2022-02-12,1.7532826508093755,0,0
2022-02-13,-0.037070607607812,1,0
2022-02-14,11.243310065000001,4,0
2022-02-15,5.2556486179375,1,0
2022-02-16,-0.6738078963312497,0,0
2022-02-17,0.9105984572875006,1,0
2022-02-18,1.1127028350687511,3,2
2022-02-19,-0.8096151340796862,0,0
2022-02-20,-0.5202167979765615,1,0
2022-02-21,2.6255349368765635,1,0
2022-02-22,12.412405005026564,5,1
2022-02-23,1.3275843572093744,1,1
2022-02-24,0.9126283017328121,1,0
2022-02-25,1.1827896289328121,0,0
2022-02-26,4.271602918896876,0,0
2022-02-27,1.0252110074281255,0,0
2022-02-28,12.22393749875,0,0
2022-03-01,1.1815324722031244,0,3
2022-03-02,1.7132642594390628,6,0
2022-03-03,6.886189810485938,0,0
2022-03-04,2.546323361360938,3,0
2022-03-05,-1.2347320873531245,0,0
2022-03-06,-0.7762705751499992,4,0
2022-03-07,3.427514772539064,4,0
2022-03-08,7.174463099475001,0,1
2022-03-09,-0.3209342107640625,0,2
2022-03-10,-0.7692991166546874,0,0
2022-03-11,1.498232153267188,0,2
2022-03-12,-0.5637310723499991,0,1
2022-03-13,0.6741600398562506,0,0
2022-03-14,-0.32278763499999963,4,0
2022-03-15,7.773490165437501,0,0
2022-03-16,2.0180308894812495,0,0
2022-03-17,2.216254341696875,0,0
2022-03-18,0.2902970049640621,0,4
2022-03-19,-0.5180986385312496,0,0
2022-03-20,1.6506870986781257,0,8
2022-03-21,-0.4537021630156245,0,0
2022-03-22,-0.2956472100359369,0,3
2022-03-23,1.7775696196250004,0,1
2022-03-24,-0.3836638605843746,0,0
2022-03-25,1.8127713070953126,0,0
2022-03-26,-0.31808889562343756,0,0
2022-03-27,-0.16191124503593735,0,0
2022-03-28,8.89162987396875,0,1
2022-03-29,-0.9844467300718756,0,0
2022-03-30,-0.4594208925000001,0,2
2022-03-31,1.69803934896875,0,3
2022-04-01,9.575052402428126,0,0
2022-04-02,1.7458126239687495,0,0
2022-04-03,-0.9422558175718753,0,0
2022-04-04,7.43883173375,0,0
2022-04-05,1.7895266828593752,0,1
2022-04-06,0.014931302176563022,0,3
2022-04-07,2.3348422325000002,0,1
2022-04-08,0.23464037396875081,0,1
2022-04-09,-0.6001834239781242,0,0
2022-04-10,-0.41750231440624924,0,0
2022-04-11,0.7399635848921882,0,5
2022-04-12,0.7079976446250005,0,1
2022-04-13,1.6924077569156253,0,2
2022-04-14,1.6452920281265624,0,0
2022-04-15,0.6126400121671874,3,2
2022-04-16,0.6814558793765625,0,1
2022-04-17,-0.2810026150359374,0,1
2022-04-18,1.8286857912500003,0,0
2022-04-19,4.6716179657343755,0,1
2022-04-20,-0.6932578330515626,0,3
2022-04-21,1.6389983664328125,0,10
2022-04-22,-0.44401503985312496,0,1
2022-04-23,-0.2630057143374995,2,0
2022-04-24,-0.18187494055156214,0,0
2022-04-25,0.8622786924640629,0,1
2022-04-26,1.7931613927187502,1,2
2022-04-27,-0.33596329514999995,0,0
2022-04-28,-0.18268165517968743,1,0
2022-04-29,-0.09679912603124992,0,1
2022-04-30,-0.07423945507187475,10,1
2022-05-01,0.9546044875000002,0,2
2022-05-02,-0.13741772124999999,0,0
2022-05-03,-0.07675570551562494,0,3
2022-05-04,-0.05603547856718745,0,2
2022-05-05,0.9625397949281251,4,1
2022-05-06,-0.11611675000000003,0,2
2022-05-07,-0.05816201249999999,3,1
2022-05-08,-0.03959369624999999,0,2
2022-05-09,2.969769186984375,0,1
2022-05-10,6.6754843974640625,0,1
2022-05-11,1.1518379874999993,0,0
2022-05-12,-0.6115936962500004,0,1
2022-05-13,1.638944186984375,5,1
2022-05-14,-0.458386602535937,0,0
2022-05-15,-0.28362828749999947,0,0
2022-05-16,0.7853513237500005,0,0
2022-05-17,-0.27400983779687454,0,4
2022-05-18,-0.19159564121718714,0,0
2022-05-19,-0.13275261878281225,9,0
2022-05-20,-0.059647597571874815,0,1
2022-05-21,-0.035253376031249894,0,1
2022-05-22,-0.02995971757187492,0,1
2022-05-23,-0.011093696249999967,0,4
2022-05-24,3.9904316869843752,0,2
2022-05-25,-0.40839885253593783,0,5
2022-05-26,-0.18000000000000013,0,0
2022-05-27,2.886,4,2
2022-05-28,-0.38264999999999993,3,0
2022-05-29,-0.1994669999999999,3,1
2022-05-30,0.8618519500000001,0,0
2022-05-31,-0.20636228499999973,4,0
2022-06-01,0.8683764979375002,4,0
2022-06-02,9.79841855235625,0,0
2022-06-03,-1.0989435887500008,0,0
2022-06-04,2.4766783109531247,0,0
2022-06-05,-0.6440210701078128,1,0
2022-06-06,-0.3688354462499992,0,0
2022-06-07,-0.26939782551562447,3,3
2022-06-08,-0.21310017378593685,0,0
2022-06-09,0.8311444744843755,0,0
2022-06-10,0.7564319798078127,2,0
2022-06-11,-0.2622696141093748,0,0
2022-06-12,-0.10220493904687497,0,1
2022-06-13,-0.07435905760781238,0,7
2022-06-14,-0.036779249999999875,0,1
2022-06-15,-0.02927876249999991,0,0
2022-06-16,-0.024255708749999928,0,2
2022-06-17,-0.02066200926562494,0,3
2022-06-18,-0.017967165551562456,0,0
2022-06-19,-0.008398852535937478,0,0
2022-06-20,0.0,5,0
2022-06-21,0.0,0,1
2022-06-22,0.0,0,1
2022-06-23,0.0,0,0
2022-06-24,0.0,0,1
2022-06-25,0.0,0,0
2022-06-26,0.0,0,0
2022-06-27,0.0,0,0
2022-06-28,2.0,0,0
2022-06-29,3.8,0,0
2022-06-30,0.5099999999999996,0,1
2022-07-01,6.662999999999999,0,0
2022-07-02,-0.9003250000000006,1,1
2022-07-03,-0.45838349999999983,0,0
2022-07-04,-0.3109535249999998,0,0
2022-07-05,0.7644103075000008,0,0
2022-07-06,-0.2894906735312495,0,0
2022-07-07,-0.2032987408843746,0,0
2022-07-08,2.8506804030906254,7,0
2022-07-09,0.6039604563546875,0,0
2022-07-10,1.6900912822484375,0,0
2022-07-11,-0.3436620125000002,0,0
2022-07-12,-0.19158119624999984,0,1
2022-07-13,-0.13558106301562478,0,0
2022-07-14,-0.10532664003593716,0,0
2022-07-15,-0.07867660124999976,5,0
2022-07-16,-0.06612266029687482,0,0
2022-07-17,-0.05695226312343735,0,0
2022-07-18,-0.02753547856718743,0,0
2022-07-19,0.983202294928125,0,0
2022-07-20,0.8999999999999999,2,1
2022-07-21,0.8549999999999999,0,0
2022-07-22,-0.17350000000000015,0,0
2022-07-23,-0.09416249999999998,0,0
2022-07-24,-0.0652792499999999,0,0
2022-07-25,10.950058737500001,0,0
2022-07-26,0.8596275412499992,5,1
2022-07-27,-0.7288240217656254,4,2
2022-07-28,-0.4325608618015627,0,0
2022-07-29,0.6977453344484383,2,0
2022-07-30,-0.3270081025359368,0,0
2022-07-31,-0.2220156374999995,0,8
2022-08-01,0.8231453162500004,0,1
2022-08-02,0.7518986643281254,0,2
2022-08-03,-0.2726407539265623,0,5
2022-08-04,-0.10345971757187497,0,0
2022-08-05,-0.06025619624999991,0,0
2022-08-06,0.9536524369843752,0,0
2022-08-07,-0.13767761503593748,0,0
2022-08-08,-0.06925570874999996,0,0
2022-08-09,-0.04916200926562496,0,1
2022-08-10,-0.03862966555156238,0,0
2022-08-11,-0.024515602535937424,3,0
2022-08-12,-0.01316201249999996,0,2
2022-08-13,-0.011093696249999967,0,0
2022-08-14,-0.009568313015624975,4,0
2022-08-15,-0.008398852535937478,0,0
2022-08-16,0.0,0,0
2022-08-17,0.0,0,0
2022-08-18,0.0,0,0
2022-08-19,1.0,3,0
2022-08-20,-0.10000000000000009,0,0
2022-08-21,-0.04500000000000003,0,0
2022-08-22,-0.028500000000000022,0,0
2022-08-23,-0.020662499999999924,1,0
2022-08-24,0.9838832500000001,0,1
2022-08-25,-0.11316201250000005,0,0
2022-08-26,-0.05609369625,0,0
2022-08-27,-0.038068313015624994,0,0
2022-08-28,-0.029061352535937404,0,0
2022-08-29,0.9838832500000001,0,0
2022-08-30,-0.11316201250000005,0,0
2022-08-31,2.94390630375,3,0
2022-09-01,-0.33806831301562523,0,0
2022-09-02,-0.1640613525359375,0,0
2022-09-03,-0.10161675,0,2
2022-09-04,-0.07514951249999974,0,0
2022-09-05,-0.05944394624999981,0,0
2022-09-06,-0.04905435051562486,1,1
2022-09-07,-0.04167994128593738,0,2
2022-09-08,-0.028704939046874926,0,1
2022-09-09,-0.025196557607812434,0,1
2022-09-10,0.0,0,0
2022-09-11,0.0,0,0
2022-09-12,0.0,0,2
2022-09-13,0.0,0,0
2022-09-14,0.0,0,0
2022-09-15,0.0,0,0
2022-09-16,1.0,0,0
2022-09-17,-0.10000000000000009,0,0
2022-09-18,-0.04500000000000003,0,0
2022-09-19,-0.028500000000000022,0,0
2022-09-20,-0.020662499999999924,0,0
2022-09-21,-0.016116749999999947,1,0
2022-09-22,-0.01316201249999996,5,0
2022-09-23,-0.011093696249999967,0,0
2022-09-24,-0.009568313015624975,0,1
2022-09-25,-0.008398852535937478,0,0
2022-09-26,0.0,0,0
2022-09-27,0.0,0,0
2022-09-28,0.0,0,0
2022-09-29,0.0,0,0
2022-09-30,0.0,0,0
2022-10-01,0.0,0,0
2022-10-02,0.0,0,0
2022-10-03,0.0,0,0
2022-10-04,0.0,0,0
2022-10-05,0.0,0,0
2022-10-06,3.0,0,0
2022-10-07,-0.30000000000000027,0,0
2022-10-08,-0.1350000000000001,0,0
2022-10-09,-0.08550000000000006,0,0
2022-10-10,-0.06198749999999977,0,0
2022-10-11,-0.048350249999999845,37,1
2022-10-12,-0.03948603749999988,8,0
2022-10-13,-0.0332810887499999,2,0
2022-10-14,-0.028704939046874926,1,1
2022-10-15,-0.025196557607812434,2,0
2022-10-16,0.0,5,1
2022-10-17,0.0,0,1
2022-10-18,0.0,4,1
2022-10-19,0.0,2,1
2022-10-20,0.0,0,0
2022-10-21,1.0,0,0
2022-10-22,-0.10000000000000009,0,0
2022-10-23,-0.04500000000000003,0,1
2022-10-24,-0.028500000000000022,0,4
2022-10-25,-0.020662499999999924,1,2
2022-10-26,3.98388325,0,0
2022-10-27,-0.41316201250000034,0,1
2022-10-28,-0.1910936962500001,0,0
2022-10-29,-0.12356831301562507,0,1
2022-10-30,-0.09104885253593717,0,1
2022-10-31,-0.06446699999999979,2,2
2022-11-01,-0.05264804999999984,2,1
2022-11-02,-0.04437478499999987,1,1
2022-11-03,-0.0382732520624999,0,3
2022-11-04,-0.033595410143749914,0,2
2022-11-05,0.0,0,1
2022-11-06,0.0,0,0
2022-11-07,1.0,0,0
2022-11-08,-0.10000000000000009,1,2
2022-11-09,18.955,0,2
2022-11-10,4.071499999999999,0,0
2022-11-11,-1.4756625000000012,2,0
2022-11-12,-0.8276167500000005,3,0
2022-11-13,-0.5767495124999986,0,0
2022-11-14,-0.4412869462499985,0,0
2022-11-15,0.6436529494843761,0,0
2022-11-16,-0.3981511562859367,0,0
2022-11-17,-0.2933601247968744,0,1
2022-11-18,0.754511923723438,1,0
2022-11-19,0.8289443847843752,0,0
2022-11-20,0.8388832499999999,0,0
2022-11-21,-0.1866620125000001,0,0
2022-11-22,5.89474380375,2,0
2022-11-23,-0.6748475630156254,0,0
2022-11-24,-0.3283401150359375,0,0
2022-11-25,-0.21137245875,0,0
2022-11-26,-0.15779902176562444,0,0
2022-11-27,-0.1257613618015621,3,6
2022-11-28,-0.09693924055156222,0,0
2022-11-29,-0.07496103003593728,0,0
2022-11-30,-0.05740987809374985,0,0
2022-12-01,-0.05039311521562487,2,0
2022-12-02,0.0,0,0
2022-12-03,0.0,0,0
2022-12-04,0.0,0,0
2022-12-05,2.0,2,0
2022-12-06,-0.20000000000000018,0,1
2022-12-07,-0.09000000000000007,0,0
2022-12-08,-0.057000000000000044,3,2
2022-12-09,-0.04132499999999985,1,0
2022-12-10,-0.032233499999999894,2,0
2022-12-11,-0.02632402499999992,2,0
2022-12-12,-0.022187392499999934,0,0
2022-12-13,-0.01913662603124995,2,2
2022-12-14,1.983202294928125,0,5
2022-12-15,-0.20000000000000018,0,0
2022-12-16,-0.09000000000000007,0,1
2022-12-17,-0.057000000000000044,5,0
2022-12-18,-0.04132499999999985,1,0
2022-12-19,-0.032233499999999894,0,0
2022-12-20,0.973675975,1,1
2022-12-21,-0.12218739250000002,2,2
2022-12-22,2.93586337396875,2,1
2022-12-23,-0.34529770507187524,3,0
2022-12-24,-0.1556625,0,0
2022-12-25,-0.10161675,0,0
2022-12-26,-0.07514951249999974,0,0
2022-12-27,-0.05944394624999981,2,0
2022-12-28,-0.04905435051562486,3,1
2022-12-29,-0.04167994128593738,0,0
2022-12-30,-0.028704939046874926,0,0
2022-12-31,-0.025196557607812434,0,1
2023-01-01,2.0,0,0
2023-01-02,0.7999999999999998,7,0
2023-01-03,-0.19000000000000017,0,4
2023-01-04,-0.10200000000000008,0,2
2023-01-05,3.930175,2,0
2023-01-06,-0.4528960000000002,0,2
2023-01-07,-0.222440775,0,1
2023-01-08,-0.149349405,1,1
2023-01-09,0.8871196777187504,1,1
2023-01-10,-0.1908330180874998,0,0
2023-01-11,-0.10604690253593735,0,1
2023-01-12,-0.07287478499999989,3,0
2023-01-13,0.9410642479375002,0,0
2023-01-14,-0.14971216014374994,0,0
2023-01-15,-0.05816201249999999,0,0
2023-01-16,0.96040630375,0,0
2023-01-17,-0.130230813015625,0,2
2023-01-18,-0.06951560253593746,0,2
2023-01-19,0.9583379875,1,0
2023-01-20,-0.13175619624999999,11,0
2023-01-21,-0.07068506301562495,3,0
2023-01-22,-0.05006086503593746,0,0
2023-01-23,-0.03175619624999989,0,0
2023-01-24,-0.025685063015624923,0,0
2023-01-25,4.978439134964063,0,0
2023-01-26,6.488906303749999,9,0
2023-01-27,0.0654316869843743,0,0
2023-01-28,-0.5658988525359379,4,0
2023-01-29,-0.3478124999999998,0,0
2023-01-30,-0.25372124999999923,0,0
2023-01-31,0.8007101875000007,0,1
2023-02-01,-0.2637193187499996,6,1
2023-02-02,-0.18365945132812464,0,0
2023-02-03,-0.1485661500390622,5,0
2023-02-04,-0.08902278076718725,0,0
2023-02-05,-0.024515602535937424,4,0
2023-02-06,0.9868379875000001,2,1
2023-02-07,1.88890630375,2,1
2023-02-08,-0.2545683130156252,3,0
2023-02-09,3.8731011474640624,1,0
2023-02-10,4.5223375,2,0
2023-02-11,-0.7374417500000003,0,0
2023-02-12,-0.38439551250000015,0,0
2023-02-13,-0.2625677212499997,1,0
2023-02-14,-0.19953520551562431,3,0
2023-02-15,-0.160767278567187,1,0
2023-02-16,0.8730174474281254,3,1
2023-02-17,-0.19374173331249983,1,0
2023-02-18,-0.12643697522187483,6,0
2023-02-19,-0.07049426267968742,0,3
2023-02-20,-0.020662499999999924,3,1
2023-02-21,0.9838832500000001,0,1
2023-02-22,-0.11316201250000005,0,1
2023-02-23,-0.05609369625,0,0
2023-02-24,1.961931686984375,0,0
2023-02-25,-0.22906135253593757,5,0
2023-02-26,-0.10611675000000001,0,0
2023-02-27,-0.07016201250000001,1,1
2023-02-28,-0.05241869624999981,0,1
2023-03-01,0.9581981869843751,4,0
2023-03-02,-0.13472287753593748,1,2
2023-03-03,3.9328126075,0,2
2023-03-04,-0.4476366260312503,0,0
2023-03-05,0.782539794928125,0,0
2023-03-06,1.76988325,0,0
2023-03-07,0.6591879875000002,0,0
2023-03-08,5.70593930375,0,0
2023-03-09,0.21512113698437463,8,0
2023-03-10,3.491284612464063,3,0
2023-03-11,4.2796687354375,0,0
2023-03-12,4.08039511860625,0,0
2023-03-13,0.9987192819843749,0,1
2023-03-14,3.216132000182813,0,0
2023-03-15,6.0936302919125005,0,3
2023-03-16,2.7495532731203127,0,0
2023-03-17,-1.1210550257312497,0,1
2023-03-18,0.33766585165156304,0,0
2023-03-19,-0.586333981471874,0,0
2023-03-20,6.594861479742189,4,0
2023-03-21,5.0093932387890625,0,0
2023-03-22,3.878962619115625,0,0
2023-03-23,0.8694348637468747,2,0
2023-03-24,-0.8508647323140622,3,1
2023-03-25,5.486018643606251,0,2
2023-03-26,1.0412845994843754,0,4
2023-03-27,2.243064448714063,0,1
2023-03-28,1.2074160688906252,0,1
2023-03-29,3.2860306479046884,0,0
2023-03-30,-0.8339475727937498,0,2
2023-03-31,8.528676036289063,0,0
2023-04-01,-0.21335915757187518,1,0
2023-04-02,-0.7389668080937497,0,0
2023-04-03,4.504898145003125,0,1
2023-04-04,0.16519941338125066,0,2
2023-04-05,11.420578781360938,0,0
2023-04-06,26.422854180365626,0,0
2023-04-07,35.381586811106246,0,0
2023-04-08,2.2995452366093705,0,0
2023-04-09,0.2319652016609366,0,0
2023-04-10,-1.7204803462859362,0,0
2023-04-11,28.01801408867188,3,1
2023-04-12,18.49392346930469,0,1
2023-04-13,12.162755408776563,0,0
2023-04-14,14.418221251381249,0,0
2023-04-15,5.293778551384376,0,0
2023-04-16,-2.75987855052656,2,0
2023-04-17,1.6751341064000034,4,1
2023-04-18,15.924726851840628,9,0
2023-04-19,13.704299280745314,0,0
2023-04-20,2.283462150812501,0,0
2023-04-21,5.324997966657813,3,1
2023-04-22,1.560430584592189,0,1
2023-04-23,6.10863292541094,2,0
2023-04-24,5.019192401625001,0,0
2023-04-25,30.093886650401565,0,0
2023-04-26,15.572026044325,1,0
2023-04-27,-0.3549659444125002,0,0
2023-04-28,13.172840508795312,1,4
2023-04-29,-1.4006277543406234,4,1
2023-04-30,4.7506662701500035,3,0
2023-05-01,11.740032811981251,1,0
2023-05-02,15.080525458603127,3,0
2023-05-03,3.431807040748438,3,1
2023-05-04,35.1990324735375,0,0
2023-05-05,14.559834282218748,3,2
2023-05-06,0.19193060160624942,1,0
2023-05-07,-2.3331813153562493,0,0
2023-05-08,4.731003881318754,0,1
2023-05-09,9.602244530029692,3,1
2023-05-10,0.16322658146562752,0,3
2023-05-11,1.956295505743752,1,0
2023-05-12,-1.7478260998453106,0,5
2023-05-13,-1.2054204004281224,2,1
2023-05-14,0.3115651004531267,0,0
2023-05-15,-0.5181628494453112,0,0
2023-05-16,24.64254556385469,2,2
2023-05-17,10.211959137310936,2,1
2023-05-18,-1.6195284544781265,0,1
2023-05-19,11.522913440329686,0,1
2023-05-20,2.7211800773562507,2,0
2023-05-21,9.203875053750002,6,0
2023-05-22,4.735701124484375,6,3
2023-05-23,26.920923328714064,0,2
2023-05-24,25.762081860859375,0,2
2023-05-25,12.671069508648436,0,0
2023-05-26,1.3727967402671863,0,3
2023-05-27,-2.310067290489061,0,3
2023-05-28,-2.341452144295308,0,0
2023-05-29,2.321972557898442,0,0
2023-05-30,3.281480364745316,0,0
2023-05-31,25.296636842295314,0,0
2023-06-01,-1.8643914715109378,0,0
2023-06-02,1.8559305996406255,0,1
2023-06-03,8.353037580009374,0,1
2023-06-04,-1.9880807282312485,2,0
2023-06-05,11.840939049964064,0,0
2023-06-06,5.851000429187501,0,2
2023-06-07,6.936617201028126,2,0
2023-06-08,4.833158343398438,0,5
2023-06-09,-2.023513054501562,1,0
2023-06-10,1.8876743303656265,2,0
2023-06-11,0.8852187972000016,2,0
2023-06-12,35.041809073390624,2,0
2023-06-13,12.780086998296873,0,0
2023-06-14,22.18330355915781,0,0
2023-06-15,0.28836323882187287,0,0
2023-06-16,2.887362598567189,0,0
2023-06-17,0.38413741849843985,0,0
2023-06-18,0.9515654684531292,1,0
2023-06-19,6.204191538860941,0,0
2023-06-20,2.8828791151156272,0,0
2023-06-21,23.07654582244063,0,0
2023-06-22,-1.5893349377671884,0,0
2023-06-23,0.9465898039875005,0,0
2023-06-24,-1.506917767023437,3,1
2023-06-25,-0.006821493012497459,0,2
2023-06-26,-0.8382048791546856,2,0
2023-06-27,0.3745171445171892,0,0
2023-06-28,1.4044509333843762,0,0
2023-06-29,-0.6085380180703117,0,0
2023-06-30,0.602994221820313,2,0
2023-07-01,-0.2363271566187499,0,0
2023-07-02,0.8612679961421877,0,0
2023-07-03,0.8165361744843751,0,1
2023-07-04,-0.21147907378593742,0,0
2023-07-05,-0.12137245551562492,3,0
2023-07-06,0.9101400089328127,2,0
2023-07-07,-0.1646706513218749,0,0
2023-07-08,-0.08384707551562492,0,0
2023-07-09,-0.06115456128593742,0,0
2023-07-10,-0.041324509265624865,0,0
