,rust-lang/rust,JetBrains/kotlin,apple/swift
2023-01-27,151,34,56
2023-01-28,77,1,39
2023-01-29,57,1,32
2023-01-30,91,55,37
2023-01-31,95,47,54
2023-02-01,72,41,81
2023-02-02,73,27,151
2023-02-03,80,150,61
2023-02-04,30,0,25
2023-02-05,61,1,11
2023-02-06,65,29,64
2023-02-07,72,25,87
2023-02-08,52,40,100
2023-02-09,84,32,92
2023-02-10,89,25,55
2023-02-11,53,1,72
2023-02-12,56,0,23
2023-02-13,90,27,58
2023-02-14,139,44,74
2023-02-15,86,67,78
2023-02-16,95,24,77
2023-02-17,75,29,64
2023-02-18,98,7,28
2023-02-19,73,0,9
2023-02-20,93,34,50
2023-02-21,91,26,63
2023-02-22,83,47,82
2023-02-23,66,19,90
2023-02-24,42,25,60
2023-02-25,79,0,38
2023-02-26,82,0,15
2023-02-27,64,26,48
2023-02-28,79,33,108
2023-03-01,126,68,93
2023-03-02,66,17,114
2023-03-03,93,29,118
2023-03-04,80,4,101
2023-03-05,84,6,50
2023-03-06,75,14,79
2023-03-07,60,45,91
2023-03-08,98,21,92
2023-03-09,97,39,73
2023-03-10,104,33,79
2023-03-11,75,6,40
2023-03-12,78,0,7
2023-03-13,76,37,51
2023-03-14,87,94,86
2023-03-15,87,25,69
2023-03-16,86,31,73
2023-03-17,88,39,61
2023-03-18,47,0,41
2023-03-19,59,1,18
2023-03-20,70,30,57
2023-03-21,92,38,85
2023-03-22,91,36,68
2023-03-23,79,30,73
2023-03-24,75,29,47
2023-03-25,63,0,28
2023-03-26,61,2,9
2023-03-27,84,39,41
2023-03-28,81,19,59
2023-03-29,99,39,100
2023-03-30,105,29,71
2023-03-31,50,23,52
2023-04-01,33,9,33
2023-04-02,34,0,7
2023-04-03,105,76,42
2023-04-04,115,54,80
2023-04-05,91,42,55
2023-04-06,112,70,69
2023-04-07,70,12,37
2023-04-08,48,17,17
2023-04-09,85,8,10
2023-04-10,64,7,18
2023-04-11,101,34,48
2023-04-12,108,38,66
2023-04-13,99,17,76
2023-04-14,104,9,41
2023-04-15,47,0,19
2023-04-16,111,0,9
2023-04-17,90,58,26
2023-04-18,60,67,43
2023-04-19,83,98,57
2023-04-20,104,32,47
2023-04-21,94,50,46
2023-04-22,101,2,16
2023-04-23,70,1,5
2023-04-24,90,35,37
2023-04-25,93,105,47
2023-04-26,101,41,38
2023-04-27,109,43,49
2023-04-28,92,26,48
2023-04-29,95,4,18
2023-04-30,56,7,4
2023-05-01,64,21,38
2023-05-02,150,44,103
2023-05-03,68,30,68
2023-05-04,67,48,75
2023-05-05,120,24,57
2023-05-06,118,5,35
2023-05-07,64,0,6
2023-05-08,83,32,63
2023-05-09,70,53,59
2023-05-10,67,67,30
2023-05-11,72,49,49
2023-05-12,74,51,46
2023-05-13,63,0,18
2023-05-14,57,0,10
2023-05-15,79,29,39
2023-05-16,72,32,56
2023-05-17,54,36,37
2023-05-18,102,17,40
2023-05-19,39,60,38
2023-05-20,62,0,12
2023-05-21,44,0,0
2023-05-22,64,17,31
2023-05-23,75,34,52
2023-05-24,75,20,38
2023-05-25,105,32,49
2023-05-26,119,32,44
2023-05-27,46,9,12
2023-05-28,51,0,8
2023-05-29,66,5,16
2023-05-30,72,23,30
2023-05-31,80,36,43
2023-06-01,100,27,49
2023-06-02,105,23,44
2023-06-03,61,0,24
2023-06-04,53,0,3
2023-06-05,116,15,55
2023-06-06,67,34,80
2023-06-07,73,31,108
2023-06-08,76,40,53
2023-06-09,66,21,46
2023-06-10,72,12,35
2023-06-11,62,0,5
2023-06-12,108,14,56
2023-06-13,84,25,56
2023-06-14,102,55,67
2023-06-15,78,22,61
2023-06-16,81,47,60
2023-06-17,73,5,19
2023-06-18,58,0,3
2023-06-19,125,30,17
2023-06-20,107,43,39
2023-06-21,111,36,67
2023-06-22,85,81,56
2023-06-23,77,36,54
2023-06-24,55,0,11
2023-06-25,61,8,0
2023-06-26,62,49,28
2023-06-27,113,24,33
2023-06-28,101,21,55
2023-06-29,93,13,62
2023-06-30,99,44,54
2023-07-01,61,9,14
2023-07-02,72,0,3
2023-07-03,112,39,24
2023-07-04,67,48,62
2023-07-05,100,64,50
2023-07-06,69,42,57
2023-07-07,89,28,70
2023-07-08,83,1,10
2023-07-09,41,0,6
2023-07-10,103,47,23
2023-07-11,53,26,49
2023-07-12,81,29,58
2023-07-13,84,32,38
2023-07-14,92,39,44
2023-07-15,33,0,4
2023-07-16,74,0,2
2023-07-17,76,56,46
2023-07-18,84,43,60
2023-07-19,80,49,99
2023-07-20,96,45,42
2023-07-21,103,65,57
2023-07-22,94,1,35
2023-07-23,38,0,8
2023-07-24,100,51,39
2023-07-25,94,37,66
2023-07-26,83,51,66
2023-07-27,90,82,67
2023-07-28,78,65,76
2023-07-29,73,3,9
2023-07-30,103,0,1
2023-07-31,131,68,29
2023-08-01,87,44,68
2023-08-02,109,41,79
2023-08-03,96,84,71
2023-08-04,99,38,52
2023-08-05,70,0,34
2023-08-06,73,0,14
2023-08-07,88,53,46
2023-08-08,96,42,119
2023-08-09,73,36,88
2023-08-10,53,36,89
2023-08-11,72,37,72
2023-08-12,40,2,10
2023-08-13,49,3,5
2023-08-14,89,20,53
2023-08-15,98,13,46
2023-08-16,101,31,53
2023-08-17,57,42,82
2023-08-18,83,26,46
2023-08-19,47,1,19
2023-08-20,45,0,8
2023-08-21,67,30,58
2023-08-22,105,43,42
2023-08-23,60,33,53
2023-08-24,79,40,55
2023-08-25,56,51,46
2023-08-26,51,1,14
2023-08-27,46,0,4
2023-08-28,91,29,44
2023-08-29,70,74,46
2023-08-30,86,70,62
2023-08-31,62,41,64
2023-09-01,73,20,62
2023-09-02,72,1,22
2023-09-03,76,3,22
2023-09-04,34,27,46
2023-09-05,75,66,44
2023-09-06,88,55,62
2023-09-07,71,17,72
2023-09-08,103,48,61
2023-09-09,46,2,20
2023-09-10,64,0,7
2023-09-11,91,17,67
2023-09-12,67,15,106
2023-09-13,52,72,61
2023-09-14,85,51,55
2023-09-15,66,42,60
2023-09-16,65,0,46
2023-09-17,44,0,9
2023-09-18,91,40,50
2023-09-19,77,118,98
2023-09-20,72,44,67
2023-09-21,83,48,74
2023-09-22,124,47,57
2023-09-23,63,7,45
2023-09-24,62,6,19
2023-09-25,80,1,59
2023-09-26,54,4,83
2023-09-27,35,1,56
2023-09-28,112,4,45
2023-09-29,68,1,67
2023-09-30,46,0,20
2023-10-01,52,0,8
2023-10-02,100,29,35
2023-10-03,82,21,52
2023-10-04,85,19,59
2023-10-05,105,41,51
2023-10-06,113,29,51
2023-10-07,39,0,37
2023-10-08,53,1,32
2023-10-09,111,21,41
2023-10-10,90,41,49
2023-10-11,69,16,65
2023-10-12,67,69,60
2023-10-13,55,47,29
2023-10-14,72,0,16
2023-10-15,71,0,8
2023-10-16,83,48,38
2023-10-17,97,51,25
2023-10-18,78,72,33
2023-10-19,83,61,44
2023-10-20,66,47,52
2023-10-21,118,0,5
2023-10-22,78,0,1
2023-10-23,113,26,44
2023-10-24,87,51,64
2023-10-25,163,40,49
2023-10-26,75,36,49
2023-10-27,101,29,63
2023-10-28,61,0,19
2023-10-29,101,0,10
2023-10-30,114,25,64
2023-10-31,88,15,56
2023-11-01,47,22,78
2023-11-02,108,39,42
2023-11-03,53,9,39
2023-11-04,78,0,17
2023-11-05,34,6,3
2023-11-06,37,52,34
2023-11-07,63,38,38
2023-11-08,85,36,42
2023-11-09,49,45,54
2023-11-10,50,41,51
2023-11-11,38,2,11
2023-11-12,67,0,10
2023-11-13,73,31,52
2023-11-14,58,56,69
2023-11-15,90,49,50
2023-11-16,115,87,76
2023-11-17,75,28,43
2023-11-18,48,2,7
2023-11-19,65,0,0
2023-11-20,82,69,6
2023-11-21,93,40,5
2023-11-22,103,42,7
2023-11-23,77,42,8
2023-11-24,98,32,3
2023-11-25,116,1,3
2023-11-26,96,7,3
2023-11-27,75,29,82
2023-11-28,101,53,62
2023-11-29,81,28,42
2023-11-30,69,37,52
2023-12-01,70,41,57
2023-12-02,88,0,23
2023-12-03,55,0,7
2023-12-04,121,41,50
2023-12-05,122,82,37
2023-12-06,74,18,62
2023-12-07,76,72,46
2023-12-08,136,37,47
2023-12-09,55,1,31
2023-12-10,76,0,15
2023-12-11,84,10,40
2023-12-12,121,57,50
2023-12-13,62,70,78
2023-12-14,88,29,58
2023-12-15,115,27,49
2023-12-16,57,3,20
2023-12-17,39,3,4
2023-12-18,139,41,34
2023-12-19,96,86,48
2023-12-20,68,29,45
2023-12-21,55,67,27
2023-12-22,64,2,5
2023-12-23,93,0,3
2023-12-24,46,1,0
2023-12-25,28,0,4
2023-12-26,60,2,4
2023-12-27,39,3,1
2023-12-28,62,11,1
2023-12-29,53,4,4
2023-12-30,51,0,3
2023-12-31,45,0,0
2024-01-01,33,0,3
2024-01-02,63,30,48
2024-01-03,99,35,50
2024-01-04,129,36,48
2024-01-05,121,56,46
2024-01-06,87,3,21
2024-01-07,110,0,2
2024-01-08,93,51,27
2024-01-09,119,43,25
2024-01-10,73,57,47
2024-01-11,118,33,74
2024-01-12,70,48,49
2024-01-13,71,0,39
2024-01-14,75,1,6
2024-01-15,67,39,16
2024-01-16,90,55,56
2024-01-17,71,59,85
2024-01-18,98,46,59
2024-01-19,131,55,49
2024-01-20,81,1,28
2024-01-21,80,0,10
2024-01-22,122,42,41
2024-01-23,87,39,47
2024-01-24,57,43,71
2024-01-25,85,22,52
2024-01-26,117,46,78
2024-01-27,57,1,17
2024-01-28,50,1,12
2024-01-29,71,45,50
2024-01-30,114,49,82
2024-01-31,81,52,60
2024-02-01,33,24,104
2024-02-02,52,23,101
2024-02-03,42,0,35
2024-02-04,54,0,9
2024-02-05,80,29,47
2024-02-06,83,23,63
2024-02-07,91,27,55
2024-02-08,122,47,54
2024-02-09,161,64,86
2024-02-10,86,4,33
2024-02-11,113,10,20
2024-02-12,141,52,69
2024-02-13,151,54,55
2024-02-14,100,53,62
2024-02-15,107,58,82
2024-02-16,114,17,46
2024-02-17,119,0,24
2024-02-18,87,7,4
2024-02-19,128,67,30
2024-02-20,120,42,66
2024-02-21,125,49,101
2024-02-22,115,40,105
2024-02-23,93,46,50
2024-02-24,73,0,69
2024-02-25,94,10,18
2024-02-26,126,61,53
2024-02-27,134,69,76
2024-02-28,109,98,66
2024-02-29,161,41,77
2024-03-01,120,31,113
2024-03-02,73,1,79
2024-03-03,87,1,24
2024-03-04,117,45,39
2024-03-05,162,52,80
2024-03-06,127,48,94
2024-03-07,105,56,103
2024-03-08,110,38,70
2024-03-09,114,32,43
2024-03-10,112,3,15
2024-03-11,137,62,76
2024-03-12,126,71,97
2024-03-13,107,52,108
2024-03-14,160,79,72
2024-03-15,91,61,82
2024-03-16,77,3,41
2024-03-17,117,0,2
2024-03-18,111,32,107
2024-03-19,124,46,76
2024-03-20,98,50,66
2024-03-21,126,41,78
2024-03-22,165,40,60
2024-03-23,114,2,17
2024-03-24,109,0,17
2024-03-25,112,31,36
2024-03-26,98,46,54
2024-03-27,123,29,86
2024-03-28,85,49,62
2024-03-29,59,10,64
2024-03-30,64,0,28
2024-03-31,77,4,5
2024-04-01,81,1,24
2024-04-02,83,53,44
2024-04-03,109,56,63
2024-04-04,103,58,51
2024-04-05,87,25,64
2024-04-06,95,0,12
2024-04-07,55,1,4
2024-04-08,115,31,59
2024-04-09,86,31,57
2024-04-10,96,24,43
2024-04-11,118,29,50
2024-04-12,83,54,35
2024-04-13,56,2,13
2024-04-14,91,0,5
2024-04-15,144,42,20
2024-04-16,177,68,53
2024-04-17,105,59,31
2024-04-18,77,70,50
2024-04-19,99,64,58
2024-04-20,98,0,9
2024-04-21,70,0,7
2024-04-22,78,51,42
2024-04-23,90,52,39
2024-04-24,97,42,34
2024-04-25,82,57,44
2024-04-26,62,37,47
2024-04-27,66,7,8
2024-04-28,73,0,2
2024-04-29,87,36,40
2024-04-30,78,31,59
2024-05-01,42,2,59
2024-05-02,115,46,60
2024-05-03,100,14,37
2024-05-04,139,0,21
2024-05-05,75,0,0
2024-05-06,82,36,42
2024-05-07,41,55,54
2024-05-08,80,60,44
2024-05-09,78,9,48
2024-05-10,80,33,54
2024-05-11,125,0,14
2024-05-12,84,4,5
2024-05-13,81,51,34
2024-05-14,78,35,41
2024-05-15,83,76,43
2024-05-16,66,33,68
2024-05-17,72,31,86
2024-05-18,59,5,12
2024-05-19,79,2,3
2024-05-20,130,8,44
2024-05-21,92,47,77
2024-05-22,88,47,74
2024-05-23,123,33,50
2024-05-24,92,13,41
2024-05-25,58,3,15
2024-05-26,50,0,12
2024-05-27,77,68,14
2024-05-28,86,71,74
2024-05-29,111,105,51
2024-05-30,76,67,52
2024-05-31,53,31,63
2024-06-01,46,6,17
2024-06-02,50,0,16
2024-06-03,70,34,55
2024-06-04,129,70,50
2024-06-05,147,43,63
2024-06-06,95,30,62
2024-06-07,123,94,34
2024-06-08,66,1,9
2024-06-09,95,0,2
2024-06-10,63,35,45
2024-06-11,133,66,61
2024-06-12,136,24,85
2024-06-13,143,28,62
2024-06-14,87,34,61
2024-06-15,64,1,23
2024-06-16,91,9,8
2024-06-17,102,88,35
2024-06-18,106,80,67
2024-06-19,146,84,50
2024-06-20,87,38,36
2024-06-21,118,89,78
2024-06-22,84,17,21
2024-06-23,80,1,4
2024-06-24,122,69,32
2024-06-25,101,57,61
2024-06-26,55,45,69
2024-06-27,70,42,46
2024-06-28,110,54,53
2024-06-29,98,23,19
2024-06-30,93,4,14
2024-07-01,87,60,52
2024-07-02,120,95,65
2024-07-03,89,34,82
2024-07-04,118,19,43
2024-07-05,113,48,25
2024-07-06,99,1,31
2024-07-07,164,0,33
2024-07-08,96,37,64
2024-07-09,75,56,75
2024-07-10,77,49,65
2024-07-11,56,33,98
2024-07-12,102,30,34
2024-07-13,46,4,22
2024-07-14,65,0,10
2024-07-15,100,36,48
2024-07-16,117,53,43
