,slint-ui/slint,iced-rs/iced,redox-os/orbtk
2020-07-04,0,1,4.544783526342188
2020-07-05,0,0,0.607853493742188
2020-07-06,0,1,1.1889564439687499
2020-07-07,12,0,4.278160555146876
2020-07-08,7,23,0.032400963381250536
2020-07-09,12,13,0.33034521636093805
2020-07-10,7,10,0.4544221499281256
2020-07-11,0,0,-0.4784787066249992
2020-07-12,0,0,-0.34785836588124924
2020-07-13,11,0,6.777193553753126
2020-07-14,12,0,18.158655925146874
2020-07-15,16,0,13.679988271099997
2020-07-16,17,4,15.269681715554686
2020-07-17,13,0,2.7648016381984357
2020-07-18,0,1,-2.3893719155515623
2020-07-19,3,0,-1.5203511900359354
2020-07-20,11,0,6.871472888750003
2020-07-21,11,0,18.297572880140628
2020-07-22,11,3,0.8882942199515629
2020-07-23,11,5,0.8806701860671877
2020-07-24,24,1,13.411526547643751
2020-07-25,2,0,-0.49977322374062405
2020-07-26,0,0,-1.5211742152156238
2020-07-27,3,2,15.00405568
2020-07-28,17,2,6.6336437708750005
2020-07-29,10,1,-0.24549415309999922
2020-07-30,10,0,7.46980492096875
2020-07-31,4,5,-1.832129817940624
2020-08-01,0,1,-1.096739145342186
2020-08-02,0,0,-0.7985873640703111
2020-08-03,43,0,-0.5309509575718733
2020-08-04,34,0,-0.42431104949999876
2020-08-05,21,0,-0.361141962715624
2020-08-06,10,0,-0.19456956510468695
2020-08-07,17,0,-0.10291252221249973
2020-08-08,1,0,-0.0755896728234373
2020-08-09,0,0,0.0
2020-08-10,14,1,3.0
2020-08-11,13,0,-0.30000000000000027
2020-08-12,14,0,11.865
2020-08-13,20,0,32.7145
2020-08-14,6,0,-0.0019875000000029175
2020-08-15,0,0,-1.3203502500000015
2020-08-16,0,0,-0.5364360374999999
2020-08-17,5,6,5.811792911250003
2020-08-18,12,1,8.409231410953128
2020-08-19,0,1,-2.0344588376078114
2020-08-20,13,0,-1.2309327286874987
2020-08-21,15,0,13.070600079537503
2020-08-22,0,4,1.9324678029656255
2020-08-23,0,0,-1.3375590069093748
2020-08-24,17,1,1.1937568356984376
2020-08-25,18,4,9.210410993854689
2020-08-26,18,0,12.447240402092188
2020-08-27,9,10,1.7602762996406245
2020-08-28,13,0,-1.5642847975
2020-08-29,1,0,12.003810332781251
2020-08-30,0,0,0.9533762874343759
2020-08-31,19,2,0.6193125723562509
2020-09-01,21,0,7.915691236468751
2020-09-02,19,0,13.335446867271877
2020-09-03,20,0,12.504175057421875
2020-09-04,22,0,6.151861399934374
2020-09-05,14,0,4.56200450110625
2020-09-06,4,2,-2.171481432953124
2020-09-07,16,1,9.59827572298594
2020-09-08,21,1,1.931179612610939
2020-09-09,15,3,12.348563596537502
2020-09-10,0,0,15.489704825692188
2020-09-11,11,0,0.7672276629765626
2020-09-12,0,1,-2.1586877289296873
2020-09-13,0,0,-1.3340920014328108
2020-09-14,4,0,0.05496982349844015
2020-09-15,18,0,-0.8066459031718729
2020-09-16,10,0,-0.6323556024578109
2020-09-17,8,0,-0.4483863748624988
2020-09-18,10,1,-0.354850854784374
2020-09-19,0,0,-0.20556934770937446
2020-09-20,0,0,-0.04675742264374987
2020-09-21,10,0,-0.011093696249999967
2020-09-22,16,0,0.990431686984375
2020-09-23,18,0,18.891601147464062
2020-09-24,2,0,10.054999999999998
2020-09-25,15,0,0.9164999999999983
2020-09-26,0,0,-1.402162500000001
2020-09-27,0,0,-0.8857042499999989
2020-09-28,7,0,2.347169737500002
2020-09-29,13,1,0.18343956625000135
2020-09-30,8,1,0.3383570582343761
2020-10-01,4,1,7.406692807667188
2020-10-02,15,0,9.756833456879688
2020-10-03,1,2,-1.6870039194781257
2020-10-04,0,0,-0.8244618451078127
2020-10-05,16,0,-0.5413598512499994
2020-10-06,17,0,7.590817852203126
2020-10-07,17,0,2.8715610831265628
2020-10-08,13,4,3.988501126948438
2020-10-09,10,0,-1.1149760154109378
2020-10-10,4,0,-0.6767422634593743
2020-10-11,0,0,-0.44647137789531166
2020-10-12,29,0,-0.2730755999999991
2020-10-13,36,1,-0.22198136999999932
2020-10-14,14,1,-0.1867313516249995
2020-10-15,5,0,0.8390674464000004
2020-10-16,20,0,-0.18143697522187488
2020-10-17,3,6,-0.08699426267968743
2020-10-18,0,0,-0.028500000000000022
2020-10-19,16,0,9.9793375
2020-10-20,28,0,14.98388325
2020-10-21,20,0,8.936837987499999
2020-10-22,12,3,17.88390630375
2020-10-23,3,0,16.832806686984373
2020-10-24,1,4,-0.7136663525359381
2020-10-25,0,0,-0.3867756249999994
2020-10-26,10,0,4.182936587500002
2020-10-27,22,1,17.070950592343753
2020-10-28,4,4,5.766325057640627
2020-10-29,26,5,-0.7404225087468741
2020-10-30,13,1,-1.8478221007078113
2020-10-31,8,1,-1.2547364247812474
2020-11-01,2,1,-0.8470222072656225
2020-11-02,19,3,-0.5473493486390608
2020-11-03,24,0,-0.43567942441562374
2020-11-04,12,0,-0.358358353762499
2020-11-05,3,10,-0.2678804078234368
2020-11-06,26,4,0.9052737011453127
2020-11-07,0,0,1.8832022949281249
2020-11-08,0,1,1.755
2020-11-09,6,3,4.6815
2020-11-10,5,17,-0.6676625000000005
2020-11-11,19,13,1.66055825
2020-11-12,10,6,0.5707794875000001
2020-11-13,10,0,1.6370362787500006
2020-11-14,0,1,3.559336519484375
2020-11-15,1,0,-0.6753579335671875
2020-11-16,8,0,3.618701187646875
2020-11-17,5,2,-0.66240504515
2020-11-18,9,0,4.627772832320313
2020-11-19,17,2,-0.7350213472812501
2020-11-20,17,4,-0.40885146058749955
2020-11-21,0,0,-0.27887726356718723
2020-11-22,0,4,-0.21103150713437432
2020-11-23,19,3,-0.15855394514374951
2020-11-24,15,0,-0.10408331456249971
2020-11-25,11,7,0.9109361086062503
2020-11-26,17,21,-0.14784156507812496
2020-11-27,7,0,1.9130057373203126
2020-11-28,0,0,-0.2285000000000002
2020-11-29,0,0,-0.1106625
2020-11-30,12,0,-0.07311675
2020-12-01,15,0,0.9455129875000002
2020-12-02,9,0,-0.14332719624999996
2020-12-03,20,0,0.9191076619843751
2020-12-04,6,0,-0.15908624503593752
2020-12-05,3,0,-0.08479912603124991
2020-12-06,0,0,-0.06141445507187493
2020-12-07,16,0,-0.03382451249999988
2020-12-08,32,0,-0.027210446249999916
2020-12-09,11,0,9.977269674484376
2020-12-10,15,2,-0.019492548785938313
2020-12-11,6,1,0.4404316869843745
2020-12-12,0,0,-0.4383988525359378
2020-12-13,0,0,-0.2801249999999993
2020-12-14,9,0,-0.2103299999999994
2020-12-15,10,6,0.8316006250000005
2020-12-16,1,2,-0.24021572499999966
2020-12-17,0,3,-0.16493883890624972
2020-12-18,5,20,-0.13315053462499973
2020-12-19,1,2,-0.03862966555156238
2020-12-20,0,1,-0.024515602535937424
2020-12-21,0,0,-0.01316201249999996
2020-12-22,0,3,-0.011093696249999967
2020-12-23,9,0,-0.009568313015624975
2020-12-24,1,0,-0.008398852535937478
2020-12-25,0,0,0.0
2020-12-26,0,0,0.0
2020-12-27,0,0,0.0
2020-12-28,5,0,0.0
2020-12-29,2,0,0.0
2020-12-30,3,0,0.0
2020-12-31,0,0,0.0
2021-01-01,0,1,0.0
2021-01-02,0,0,0.0
2021-01-03,0,0,0.0
2021-01-04,1,5,0.0
2021-01-05,1,0,0.0
2021-01-06,0,0,0.0
2021-01-07,1,1,0.0
2021-01-08,0,0,3.0
2021-01-09,0,0,-0.30000000000000027
2021-01-10,0,0,-0.1350000000000001
2021-01-11,0,1,0.9145
2021-01-12,0,1,-0.16198749999999987
2021-01-13,0,0,-0.09335024999999988
2021-01-14,115,3,-0.0679860374999999
2021-01-15,18,11,-0.05394358874999983
2021-01-16,2,0,-0.04482168904687488
2021-01-17,1,0,-0.03835857010781239
2021-01-18,8,0,-0.011093696249999967
2021-01-19,5,0,-0.009568313015624975
2021-01-20,12,0,2.9916011474640625
2021-01-21,4,1,-0.30000000000000027
2021-01-22,26,1,-0.1350000000000001
2021-01-23,3,0,-0.08550000000000006
2021-01-24,2,0,-0.06198749999999977
2021-01-25,16,0,-0.048350249999999845
2021-01-26,15,0,-0.03948603749999988
2021-01-27,12,0,-0.0332810887499999
2021-01-28,41,0,-0.028704939046874926
2021-01-29,16,4,-0.025196557607812434
2021-01-30,0,0,0.0
2021-01-31,0,0,1.0
2021-02-01,25,0,0.8999999999999999
2021-02-02,13,0,1.855
2021-02-03,26,11,-0.27350000000000024
2021-02-04,13,0,-0.13916250000000002
2021-02-05,7,0,-0.09377924999999993
2021-02-06,0,6,-0.07060376249999975
2021-02-07,0,0,-0.056489208749999825
2021-02-08,10,0,-0.046986034265624865
2021-02-09,6,0,-0.040154558051562386
2021-02-10,23,0,-0.02753547856718743
2021-02-11,4,0,1.983202294928125
2021-02-12,20,2,-0.20000000000000018
2021-02-13,2,3,-0.09000000000000007
2021-02-14,0,0,-0.057000000000000044
2021-02-15,8,4,0.9586750000000002
2021-02-16,8,0,-0.13223349999999998
2021-02-17,10,0,-0.07132402499999996
2021-02-18,4,0,0.9493126075
2021-02-19,0,0,-0.13979912603124997
2021-02-20,1,0,-0.07791445507187494
2021-02-21,0,0,0.9583379875
2021-02-22,89,0,0.86824380375
2021-02-23,4,8,-0.17068506301562503
2021-02-24,4,1,-0.0950608650359375
2021-02-25,0,0,-0.06025619624999991
2021-02-26,1,0,-0.04634756301562484
2021-02-27,0,2,-0.03767761503593739
2021-02-28,0,0,-0.024255708749999928
2021-03-01,0,0,-0.02066200926562494
2021-03-02,3,0,-0.017967165551562456
2021-03-03,0,1,-0.008398852535937478
2021-03-04,1,0,0.0
2021-03-05,5,1,2.0
2021-03-06,0,0,0.7999999999999998
2021-03-07,0,0,-0.19000000000000017
2021-03-08,0,0,0.8979999999999999
2021-03-09,3,1,-0.16982499999999995
2021-03-10,5,6,-0.09789599999999984
2021-03-11,8,3,-0.07094077499999989
2021-03-12,2,1,-0.05601190499999982
2021-03-13,0,1,-0.04634707228124986
2021-03-14,0,1,-0.039528030587499895
2021-03-15,28,0,-0.019492548785937445
2021-03-16,20,0,-0.009568313015624975
2021-03-17,26,0,-0.008398852535937478
2021-03-18,14,0,0.0
2021-03-19,28,0,0.0
2021-03-20,0,0,0.0
2021-03-21,0,3,0.0
2021-03-22,7,0,0.0
2021-03-23,20,0,0.0
2021-03-24,6,2,2.0
2021-03-25,11,3,-0.20000000000000018
2021-03-26,3,2,-0.09000000000000007
2021-03-27,0,0,-0.057000000000000044
2021-03-28,0,0,-0.04132499999999985
2021-03-29,2,0,-0.032233499999999894
2021-03-30,7,3,-0.02632402499999992
2021-03-31,9,5,-0.022187392499999934
2021-04-01,21,2,-0.01913662603124995
2021-04-02,21,0,-0.016797705071874957
2021-04-03,4,0,0.0
2021-04-04,3,0,0.0
2021-04-05,0,1,0.0
2021-04-06,22,1,0.0
2021-04-07,14,0,0.0
2021-04-08,18,2,0.0
2021-04-09,14,1,0.0
2021-04-10,0,1,0.0
2021-04-11,0,1,0.0
2021-04-12,13,1,0.0
2021-04-13,26,3,0.0
2021-04-14,32,0,0.0
2021-04-15,20,0,0.0
2021-04-16,17,0,2.0
2021-04-17,10,0,-0.20000000000000018
2021-04-18,7,0,-0.09000000000000007
2021-04-19,8,0,-0.057000000000000044
2021-04-20,6,0,-0.04132499999999985
2021-04-21,16,0,-0.032233499999999894
2021-04-22,5,0,-0.02632402499999992
2021-04-23,17,0,-0.022187392499999934
2021-04-24,2,0,-0.01913662603124995
2021-04-25,2,0,-0.016797705071874957
2021-04-26,13,0,0.0
2021-04-27,23,0,0.0
2021-04-28,0,0,0.0
2021-04-29,6,0,0.0
2021-04-30,6,0,0.0
2021-05-01,0,0,0.0
2021-05-02,2,0,0.0
2021-05-03,3,1,0.0
2021-05-04,3,1,0.0
2021-05-05,1,1,0.0
2021-05-06,4,0,0.0
2021-05-07,9,1,0.0
2021-05-08,0,0,0.0
2021-05-09,0,0,0.0
2021-05-10,4,3,0.0
2021-05-11,37,1,0.0
2021-05-12,10,0,0.0
2021-05-13,0,2,0.0
2021-05-14,3,2,0.0
2021-05-15,1,0,0.0
2021-05-16,0,0,0.0
2021-05-17,13,4,0.0
2021-05-18,14,1,0.0
2021-05-19,2,5,0.0
2021-05-20,28,3,0.0
2021-05-21,18,3,0.0
2021-05-22,2,0,0.0
2021-05-23,0,0,0.0
2021-05-24,0,4,0.0
2021-05-25,10,2,0.0
2021-05-26,2,0,0.0
2021-05-27,11,1,0.0
2021-05-28,12,0,0.0
2021-05-29,0,0,0.0
2021-05-30,0,0,0.0
2021-05-31,8,0,0.0
2021-06-01,18,12,0.0
2021-06-02,3,0,0.0
2021-06-03,9,15,0.0
2021-06-04,0,5,0.0
2021-06-05,0,0,0.0
2021-06-06,2,0,0.0
2021-06-07,10,1,0.0
2021-06-08,1,0,0.0
2021-06-09,3,3,10.0
2021-06-10,2,6,11.0
2021-06-11,3,0,-1.6500000000000015
2021-06-12,0,0,-0.8250000000000006
2021-06-13,0,0,-0.5486249999999995
2021-06-14,4,2,-0.4091174999999986
2021-06-15,7,0,-0.325021124999999
2021-06-16,17,0,-0.2688811124999992
2021-06-17,27,1,-0.22880748515624938
2021-06-18,15,0,-0.1988082815468745
2021-06-19,0,0,-0.10078623043124973
2021-06-20,3,0,0.0
2021-06-21,17,0,0.0
2021-06-22,11,6,1.0
2021-06-23,11,2,-0.10000000000000009
2021-06-24,5,1,-0.04500000000000003
2021-06-25,18,8,-0.028500000000000022
2021-06-26,3,2,-0.020662499999999924
2021-06-27,0,0,-0.016116749999999947
2021-06-28,26,0,-0.01316201249999996
2021-06-29,16,0,-0.011093696249999967
2021-06-30,23,1,-0.009568313015624975
2021-07-01,32,0,-0.008398852535937478
2021-07-02,25,0,0.0
2021-07-03,11,0,0.0
2021-07-04,0,0,0.0
2021-07-05,8,1,4.0
2021-07-06,9,0,-0.40000000000000036
2021-07-07,15,0,-0.18000000000000013
2021-07-08,35,0,-0.11400000000000009
2021-07-09,23,0,-0.0826499999999997
2021-07-10,4,0,-0.06446699999999979
2021-07-11,0,0,-0.05264804999999984
2021-07-12,26,6,-0.04437478499999987
2021-07-13,5,6,-0.0382732520624999
2021-07-14,0,0,-0.033595410143749914
2021-07-15,15,3,0.0
2021-07-16,7,0,0.0
2021-07-17,0,0,0.0
2021-07-18,0,0,0.0
2021-07-19,3,4,0.0
2021-07-20,10,2,0.0
2021-07-21,17,8,0.0
2021-07-22,18,23,0.0
2021-07-23,25,0,3.0
2021-07-24,1,0,-0.30000000000000027
2021-07-25,0,0,-0.1350000000000001
2021-07-26,8,1,-0.08550000000000006
2021-07-27,5,7,-0.06198749999999977
2021-07-28,7,2,-0.048350249999999845
2021-07-29,8,0,-0.03948603749999988
2021-07-30,16,0,-0.0332810887499999
2021-07-31,1,0,-0.028704939046874926
2021-08-01,6,0,-0.025196557607812434
2021-08-02,9,1,0.0
2021-08-03,18,2,0.0
2021-08-04,17,3,0.0
2021-08-05,9,1,0.0
2021-08-06,18,0,0.0
2021-08-07,5,0,0.0
2021-08-08,1,0,0.0
2021-08-09,20,0,0.0
2021-08-10,64,0,0.0
2021-08-11,16,4,0.0
2021-08-12,31,7,0.0
2021-08-13,7,7,0.0
2021-08-14,0,1,0.0
2021-08-15,0,0,0.0
2021-08-16,8,1,0.0
2021-08-17,15,0,0.0
2021-08-18,4,0,0.0
2021-08-19,15,3,0.0
2021-08-20,5,1,0.0
2021-08-21,0,1,0.0
2021-08-22,0,0,0.0
2021-08-23,1,0,0.0
2021-08-24,4,0,0.0
2021-08-25,3,4,0.0
2021-08-26,2,5,0.0
2021-08-27,31,1,0.0
2021-08-28,0,0,0.0
2021-08-29,0,0,0.0
2021-08-30,3,2,0.0
2021-08-31,8,0,0.0
2021-09-01,10,3,0.0
2021-09-02,5,9,0.0
2021-09-03,4,0,0.0
2021-09-04,4,1,0.0
2021-09-05,6,0,0.0
2021-09-06,22,0,0.0
2021-09-07,8,0,0.0
2021-09-08,6,0,0.0
2021-09-09,8,0,0.0
2021-09-10,6,0,0.0
2021-09-11,2,0,0.0
2021-09-12,0,0,0.0
2021-09-13,1,3,0.0
2021-09-14,3,0,0.0
2021-09-15,11,5,0.0
2021-09-16,5,0,0.0
2021-09-17,4,1,0.0
2021-09-18,4,0,0.0
2021-09-19,0,0,0.0
2021-09-20,1,7,0.0
2021-09-21,6,0,0.0
2021-09-22,3,0,0.0
2021-09-23,3,0,0.0
2021-09-24,4,0,0.0
2021-09-25,0,0,0.0
2021-09-26,0,0,0.0
2021-09-27,1,2,0.0
2021-09-28,3,0,0.0
2021-09-29,7,1,0.0
2021-09-30,22,7,0.0
2021-10-01,3,1,0.0
2021-10-02,1,0,0.0
2021-10-03,0,0,0.0
2021-10-04,10,1,0.0
2021-10-05,23,0,0.0
2021-10-06,24,0,0.0
2021-10-07,9,0,0.0
2021-10-08,9,0,0.0
2021-10-09,0,0,0.0
2021-10-10,0,0,59.0
2021-10-11,8,0,-5.900000000000006
2021-10-12,9,1,-2.655000000000002
2021-10-13,4,2,-1.6815000000000013
2021-10-14,1,7,-1.2190874999999954
2021-10-15,2,1,-0.9508882499999969
2021-10-16,0,1,-0.7765587374999977
2021-10-17,0,0,-0.6545280787499981
2021-10-18,11,15,-0.5645304679218736
2021-10-19,1,0,-0.49553229962031126
2021-10-20,10,8,0.0
2021-10-21,19,3,0.0
2021-10-22,26,0,0.0
2021-10-23,0,0,0.0
2021-10-24,0,0,0.0
2021-10-25,1,6,0.0
2021-10-26,2,0,0.0
2021-10-27,0,0,0.0
2021-10-28,51,19,0.0
2021-10-29,6,2,1.0
2021-10-30,1,2,8.9
2021-10-31,0,19,28.055
2021-11-01,14,4,-3.333500000000003
2021-11-02,15,2,-1.5821625000000012
2021-11-03,20,1,1.97142075
2021-11-04,16,7,-1.0574252624999976
2021-11-05,14,5,-0.7319375587499982
2021-11-06,0,0,-0.5766099417656235
2021-11-07,1,1,-0.478218360926561
2021-11-08,14,0,0.5985789997234385
2021-11-09,14,0,-0.38305276104218683
2021-11-10,1,2,-0.07828108874999994
2021-11-11,14,1,0.942795060953125
2021-11-12,3,0,-0.14585905760781245
2021-11-13,0,0,-0.061116749999999984
2021-11-14,0,4,-0.041662012499999984
2021-11-15,1,4,3.96824380375
2021-11-16,7,1,-0.42568506301562525
2021-11-17,5,1,-0.20156086503593756
2021-11-18,14,0,-0.12509369625000005
2021-11-19,19,0,-0.09221831301562466
2021-11-20,4,0,-0.07286585253593726
2021-11-21,0,3,-0.05264804999999984
2021-11-22,14,1,-0.04437478499999987
2021-11-23,10,1,-0.0382732520624999
2021-11-24,16,0,-0.033595410143749914
2021-11-25,5,0,0.0
2021-11-26,7,0,0.0
2021-11-27,0,0,0.0
2021-11-28,0,0,0.0
2021-11-29,12,9,0.0
2021-11-30,16,0,0.0
2021-12-01,2,0,0.0
2021-12-02,1,1,0.0
2021-12-03,0,0,0.0
2021-12-04,4,0,0.0
2021-12-05,0,0,0.0
2021-12-06,10,1,1.0
2021-12-07,15,6,-0.10000000000000009
2021-12-08,6,1,-0.04500000000000003
2021-12-09,3,8,-0.028500000000000022
2021-12-10,8,4,-0.020662499999999924
2021-12-11,1,1,6.98388325
2021-12-12,8,0,0.28683798749999945
2021-12-13,7,3,1.5739063037499998
2021-12-14,2,1,-0.45406831301562534
2021-12-15,0,0,-0.27153635253593705
2021-12-16,0,0,-0.19047974999999961
2021-12-17,0,2,-0.14957583749999953
2021-12-18,0,0,-0.12305138624999962
2021-12-19,2,1,-0.10439591235937472
2021-12-20,1,0,5.909452326732813
2021-12-21,7,0,-0.6275354785671879
2021-12-22,10,0,-0.28679770507187513
2021-12-23,0,0,-0.17100000000000012
2021-12-24,1,1,-0.12397499999999954
2021-12-25,0,0,-0.09670049999999969
2021-12-26,1,0,-0.07897207499999977
2021-12-27,1,1,-0.0665621774999998
2021-12-28,3,0,-0.05740987809374985
2021-12-29,0,1,-0.05039311521562487
2021-12-30,0,0,0.0
2021-12-31,0,0,0.0
2022-01-01,0,0,3.0
2022-01-02,2,1,-0.30000000000000027
2022-01-03,11,5,-0.1350000000000001
2022-01-04,24,8,-0.08550000000000006
2022-01-05,11,0,-0.06198749999999977
2022-01-06,5,0,-0.048350249999999845
2022-01-07,3,0,-0.03948603749999988
2022-01-08,5,0,-0.0332810887499999
2022-01-09,9,0,-0.028704939046874926
2022-01-10,3,0,-0.025196557607812434
2022-01-11,7,5,0.0
2022-01-12,51,8,0.0
2022-01-13,5,3,0.0
2022-01-14,12,5,0.0
2022-01-15,1,2,0.0
2022-01-16,0,2,0.0
2022-01-17,1,3,1.0
2022-01-18,1,0,-0.10000000000000009
2022-01-19,94,13,-0.04500000000000003
2022-01-20,16,8,-0.028500000000000022
2022-01-21,13,1,-0.020662499999999924
2022-01-22,0,2,-0.016116749999999947
2022-01-23,0,0,-0.01316201249999996
2022-01-24,21,0,1.98890630375
2022-01-25,2,0,-0.20956831301562515
2022-01-26,8,3,-0.09839885253593754
2022-01-27,8,4,-0.057000000000000044
2022-01-28,17,16,-0.04132499999999985
2022-01-29,4,1,-0.032233499999999894
2022-01-30,5,0,0.973675975
2022-01-31,29,5,1.8778126075
2022-02-01,21,1,-0.26413662603125015
2022-02-02,82,11,-0.13529770507187505
2022-02-03,6,2,2.9223375000000003
2022-02-04,23,1,-0.35744175000000006
2022-02-05,0,1,-0.18039551249999994
2022-02-06,2,0,-0.12291772124999994
2022-02-07,13,4,-0.09374320551562468
2022-02-08,33,0,-0.07588572856718728
2022-02-09,28,3,-0.05628374257187484
2022-02-10,11,2,-0.0332810887499999
2022-02-11,7,8,2.9712950609531252
2022-02-12,1,8,1.6748034423921874
2022-02-13,0,8,0.6649999999999997
2022-02-14,7,0,-0.2755000000000002
2022-02-15,23,0,-0.16398749999999984
2022-02-16,15,16,-0.11817524999999972
2022-02-17,11,2,-0.09238203749999971
2022-02-18,8,0,-0.07572186374999977
2022-02-19,0,0,-0.06405434404687482
2022-02-20,1,1,-0.05542687988906235
2022-02-21,11,0,-0.026366018087499932
2022-02-22,0,1,-0.008398852535937478
2022-02-23,3,7,0.0
2022-02-24,2,0,0.0
2022-02-25,1,0,0.0
2022-02-26,1,0,0.0
2022-02-27,0,0,0.0
2022-02-28,3,1,0.0
2022-03-01,6,3,0.0
2022-03-02,11,1,0.0
2022-03-03,13,0,0.0
2022-03-04,4,0,0.0
2022-03-05,0,1,0.0
2022-03-06,0,0,0.0
2022-03-07,10,6,0.0
2022-03-08,3,1,0.0
2022-03-09,31,5,0.0
2022-03-10,49,3,0.0
2022-03-11,9,0,0.0
2022-03-12,0,0,0.0
2022-03-13,0,0,0.0
2022-03-14,15,3,0.0
2022-03-15,2,1,0.0
2022-03-16,9,2,0.0
2022-03-17,34,1,0.0
2022-03-18,16,3,0.0
2022-03-19,0,0,0.0
2022-03-20,0,0,0.0
2022-03-21,14,1,2.0
2022-03-22,7,2,4.8
2022-03-23,8,2,-0.5900000000000005
2022-03-24,10,0,-0.2820000000000002
2022-03-25,3,0,0.8161750000000001
2022-03-26,0,1,-0.2355459999999996
2022-03-27,0,0,-0.1519077749999997
2022-03-28,16,1,-0.11649745499999976
2022-03-29,0,6,-0.0952676072812497
2022-03-30,4,0,-0.08075602014999977
2022-03-31,16,1,-0.05515627517968735
2022-04-01,7,0,-0.011093696249999967
2022-04-02,0,0,-0.009568313015624975
2022-04-03,0,0,-0.008398852535937478
2022-04-04,17,0,0.0
2022-04-05,8,0,0.0
2022-04-06,8,3,0.0
2022-04-07,13,1,0.0
2022-04-08,8,0,0.0
2022-04-09,0,0,0.0
2022-04-10,1,0,0.0
2022-04-11,4,0,0.0
2022-04-12,10,0,0.0
2022-04-13,11,0,0.0
2022-04-14,9,0,0.0
2022-04-15,1,0,0.0
2022-04-16,0,0,0.0
2022-04-17,0,1,0.0
2022-04-18,0,5,0.0
2022-04-19,8,2,0.0
2022-04-20,9,1,0.0
2022-04-21,1,0,0.0
2022-04-22,9,1,0.0
2022-04-23,0,0,0.0
2022-04-24,0,2,0.0
2022-04-25,0,6,0.0
2022-04-26,3,24,0.0
2022-04-27,14,9,0.0
2022-04-28,2,0,0.0
2022-04-29,12,0,0.0
2022-04-30,0,5,0.0
2022-05-01,0,0,0.0
2022-05-02,5,15,0.0
2022-05-03,4,5,0.0
