,4ian/GDevelop,godotengine/godot,MonoGame/MonoGame
2014-03-15,0,1,0
2014-03-16,0,0,1
2014-03-17,0,1,0
2014-03-18,0,1,0
2014-03-19,0,3,3
2014-03-20,0,0,0
2014-03-21,0,0,0
2014-03-22,0,0,0
2014-03-23,0,0,2
2014-03-24,0,1,2
2014-03-25,0,0,14
2014-03-26,0,0,12
2014-03-27,3,3,11
2014-03-28,0,1,3
2014-03-29,0,0,1
2014-03-30,0,0,0
2014-03-31,5,7,4
2014-04-01,0,3,2
2014-04-02,1,1,6
2014-04-03,0,7,9
2014-04-04,0,0,5
2014-04-05,1,19,0
2014-04-06,0,4,0
2014-04-07,1,0,9
2014-04-08,0,0,12
2014-04-09,1,0,6
2014-04-10,1,6,35
2014-04-11,0,0,6
2014-04-12,0,0,0
2014-04-13,0,0,7
2014-04-14,0,0,9
2014-04-15,0,2,4
2014-04-16,2,0,6
2014-04-17,1,2,14
2014-04-18,2,2,12
2014-04-19,0,2,15
2014-04-20,0,0,16
2014-04-21,1,0,21
2014-04-22,0,3,26
2014-04-23,2,1,14
2014-04-24,1,7,26
2014-04-25,0,0,43
2014-04-26,1,2,21
2014-04-27,0,1,31
2014-04-28,4,2,20
2014-04-29,1,2,49
2014-04-30,1,2,28
2014-05-01,0,5,15
2014-05-02,0,4,22
2014-05-03,0,0,2
2014-05-04,0,0,8
2014-05-05,0,5,15
2014-05-06,0,10,8
2014-05-07,0,3,13
2014-05-08,1,6,37
2014-05-09,1,0,20
2014-05-10,0,2,11
2014-05-11,0,4,25
2014-05-12,1,4,13
2014-05-13,0,3,21
2014-05-14,1,2,14
2014-05-15,0,0,25
2014-05-16,0,0,12
2014-05-17,0,0,14
2014-05-18,0,0,26
2014-05-19,0,0,12
2014-05-20,0,7,30
2014-05-21,0,6,14
2014-05-22,0,3,8
2014-05-23,0,0,4
2014-05-24,0,3,6
2014-05-25,2,2,8
2014-05-26,0,1,4
2014-05-27,2,0,12
2014-05-28,0,3,8
2014-05-29,1,2,20
2014-05-30,2,0,23
2014-05-31,0,2,8
2014-06-01,0,0,19
2014-06-02,2,2,3
2014-06-03,0,0,0
2014-06-04,0,4,12
2014-06-05,0,0,30
2014-06-06,0,0,8
2014-06-07,0,0,6
2014-06-08,0,0,25
2014-06-09,0,0,16
2014-06-10,1,3,24
2014-06-11,0,13,9
2014-06-12,0,0,11
2014-06-13,0,3,17
2014-06-14,0,0,2
2014-06-15,0,1,6
2014-06-16,0,1,0
2014-06-17,0,10,2
2014-06-18,0,0,10
2014-06-19,0,1,0
2014-06-20,0,0,0
2014-06-21,0,1,2
2014-06-22,0,1,2
2014-06-23,0,1,7
2014-06-24,0,0,13
2014-06-25,1,1,11
2014-06-26,0,3,12
2014-06-27,0,0,23
2014-06-28,1,3,0
2014-06-29,1,5,10
2014-06-30,10,6,0
2014-07-01,0,0,5
2014-07-02,0,7,15
2014-07-03,1,2,7
2014-07-04,3,0,0
2014-07-05,1,0,14
2014-07-06,0,3,3
2014-07-07,3,3,1
2014-07-08,0,0,4
2014-07-09,2,0,35
2014-07-10,2,1,8
2014-07-11,0,0,22
2014-07-12,2,0,15
2014-07-13,0,3,18
2014-07-14,1,0,21
2014-07-15,1,4,10
2014-07-16,0,0,13
2014-07-17,0,0,22
2014-07-18,0,0,6
2014-07-19,0,0,10
2014-07-20,0,0,6
2014-07-21,0,0,11
2014-07-22,0,0,10
2014-07-23,0,0,16
2014-07-24,0,0,7
2014-07-25,0,0,0
2014-07-26,1,0,0
2014-07-27,2,0,0
2014-07-28,0,0,2
2014-07-29,2,0,3
2014-07-30,3,0,10
2014-07-31,0,0,6
2014-08-01,0,0,5
2014-08-02,0,4,3
2014-08-03,4,0,28
2014-08-04,1,0,18
2014-08-05,0,0,20
2014-08-06,2,1,16
2014-08-07,0,0,12
2014-08-08,6,0,4
2014-08-09,0,0,4
2014-08-10,6,0,6
2014-08-11,1,0,5
2014-08-12,3,0,12
2014-08-13,10,2,9
2014-08-14,7,8,8
2014-08-15,2,1,3
2014-08-16,2,0,1
2014-08-17,1,0,5
2014-08-18,3,0,0
2014-08-19,10,0,7
2014-08-20,1,6,11
2014-08-21,4,3,11
2014-08-22,4,3,2
2014-08-23,2,0,0
2014-08-24,8,0,0
2014-08-25,2,4,13
2014-08-26,3,0,0
2014-08-27,6,2,1
2014-08-28,0,2,1
2014-08-29,4,0,3
2014-08-30,5,0,10
2014-08-31,7,0,0
2014-09-01,6,0,1
2014-09-02,7,0,7
2014-09-03,2,1,3
2014-09-04,1,0,2
2014-09-05,5,1,0
2014-09-06,3,1,0
2014-09-07,5,0,0
2014-09-08,1,0,1
2014-09-09,1,0,1
2014-09-10,0,0,11
2014-09-11,0,0,2
2014-09-12,1,0,0
2014-09-13,1,0,0
2014-09-14,2,1,0
2014-09-15,6,5,7
2014-09-16,3,4,6
2014-09-17,2,30,2
2014-09-18,0,4,13
2014-09-19,6,7,0
2014-09-20,2,1,2
2014-09-21,9,4,4
2014-09-22,2,4,5
2014-09-23,2,0,3
2014-09-24,6,3,0
2014-09-25,3,2,1
2014-09-26,2,0,3
2014-09-27,5,0,12
2014-09-28,5,0,10
2014-09-29,0,0,3
2014-09-30,2,0,6
2014-10-01,0,0,8
2014-10-02,1,0,3
2014-10-03,12,4,0
2014-10-04,1,0,0
2014-10-05,9,0,0
2014-10-06,0,0,2
2014-10-07,4,2,2
2014-10-08,2,4,16
2014-10-09,3,2,12
2014-10-10,2,8,4
2014-10-11,1,0,4
2014-10-12,0,1,6
2014-10-13,3,2,6
2014-10-14,2,6,12
2014-10-15,1,1,25
2014-10-16,1,3,9
2014-10-17,1,0,17
2014-10-18,7,0,4
2014-10-19,2,0,2
2014-10-20,0,0,1
2014-10-21,0,0,0
2014-10-22,1,0,0
2014-10-23,0,2,1
2014-10-24,0,4,1
2014-10-25,0,0,4
2014-10-26,2,3,2
2014-10-27,0,2,3
2014-10-28,1,5,21
2014-10-29,0,0,4
2014-10-30,3,0,7
2014-10-31,2,0,0
2014-11-01,2,4,0
2014-11-02,14,12,1
2014-11-03,1,0,3
2014-11-04,0,2,2
2014-11-05,0,0,0
2014-11-06,0,2,0
2014-11-07,0,1,0
2014-11-08,0,1,1
2014-11-09,2,2,3
2014-11-10,0,0,0
2014-11-11,3,3,4
2014-11-12,0,4,5
2014-11-13,0,5,1
2014-11-14,0,0,1
2014-11-15,0,0,2
2014-11-16,3,0,2
2014-11-17,0,1,2
2014-11-18,0,0,3
2014-11-19,0,1,9
2014-11-20,0,0,5
2014-11-21,1,0,0
2014-11-22,0,21,1
2014-11-23,5,0,0
2014-11-24,4,1,0
2014-11-25,0,0,22
2014-11-26,1,1,2
2014-11-27,3,0,3
2014-11-28,0,2,2
2014-11-29,3,0,2
2014-11-30,5,0,0
2014-12-01,1,2,4
2014-12-02,0,2,1
2014-12-03,0,4,7
2014-12-04,0,2,0
2014-12-05,0,0,0
2014-12-06,10,0,1
2014-12-07,2,7,0
2014-12-08,1,10,3
2014-12-09,1,3,18
2014-12-10,2,1,1
2014-12-11,3,0,11
2014-12-12,1,0,5
2014-12-13,0,0,3
2014-12-14,7,0,4
2014-12-15,1,2,19
2014-12-16,0,4,18
2014-12-17,2,10,8
2014-12-18,0,9,7
2014-12-19,0,5,0
2014-12-20,1,5,9
2014-12-21,10,3,10
2014-12-22,6,0,14
2014-12-23,6,1,26
2014-12-24,2,0,0
2014-12-25,5,1,6
2014-12-26,6,0,1
2014-12-27,0,2,0
2014-12-28,2,3,3
2014-12-29,8,0,27
2014-12-30,4,0,17
2014-12-31,0,0,5
2015-01-01,1,0,5
2015-01-02,7,24,19
2015-01-03,20,16,8
2015-01-04,9,4,1
2015-01-05,5,4,13
2015-01-06,9,6,4
2015-01-07,8,7,8
2015-01-08,6,6,13
2015-01-09,0,10,9
2015-01-10,4,15,13
2015-01-11,2,14,7
2015-01-12,4,5,5
2015-01-13,2,14,4
2015-01-14,4,15,7
2015-01-15,1,16,11
2015-01-16,1,7,19
2015-01-17,2,26,8
2015-01-18,13,4,11
2015-01-19,2,4,5
2015-01-20,5,6,7
2015-01-21,0,8,6
2015-01-22,6,4,10
2015-01-23,0,1,2
2015-01-24,0,0,4
2015-01-25,4,1,3
2015-01-26,3,1,4
2015-01-27,1,3,9
2015-01-28,0,0,2
2015-01-29,2,0,0
2015-01-30,0,0,3
2015-01-31,2,1,1
2015-02-01,0,4,6
2015-02-02,0,5,28
2015-02-03,0,1,5
2015-02-04,0,1,5
2015-02-05,0,0,2
2015-02-06,0,0,8
2015-02-07,0,0,8
2015-02-08,0,0,4
2015-02-09,0,0,3
2015-02-10,0,26,8
2015-02-11,0,11,13
2015-02-12,0,5,16
2015-02-13,0,3,21
2015-02-14,6,4,3
2015-02-15,4,11,24
2015-02-16,0,2,3
2015-02-17,5,4,17
2015-02-18,0,6,6
2015-02-19,1,11,4
2015-02-20,2,6,5
2015-02-21,0,5,5
2015-02-22,0,1,8
2015-02-23,0,0,7
2015-02-24,0,3,2
2015-02-25,2,3,4
2015-02-26,1,1,0
2015-02-27,0,2,7
2015-02-28,3,1,1
2015-03-01,1,5,1
2015-03-02,4,3,1
2015-03-03,7,3,4
2015-03-04,3,0,1
2015-03-05,0,1,0
2015-03-06,1,0,2
2015-03-07,2,0,0
2015-03-08,0,6,0
2015-03-09,7,3,5
2015-03-10,6,3,10
2015-03-11,2,2,3
2015-03-12,4,3,1
2015-03-13,2,0,2
2015-03-14,2,3,0
2015-03-15,11,2,1
2015-03-16,4,2,8
2015-03-17,0,2,8
2015-03-18,7,0,26
2015-03-19,6,3,7
2015-03-20,0,8,14
2015-03-21,0,6,5
2015-03-22,0,37,2
2015-03-23,0,12,8
2015-03-24,0,8,0
2015-03-25,1,4,0
2015-03-26,2,2,8
2015-03-27,1,0,10
2015-03-28,5,2,12
2015-03-29,19,0,7
2015-03-30,5,0,5
2015-03-31,1,9,7
2015-04-01,0,3,1
2015-04-02,8,7,4
2015-04-03,0,5,5
2015-04-04,0,1,10
2015-04-05,0,1,14
2015-04-06,3,1,1
2015-04-07,2,18,4
2015-04-08,0,10,6
2015-04-09,0,6,7
2015-04-10,2,0,3
2015-04-11,1,0,6
2015-04-12,13,8,3
2015-04-13,3,3,2
2015-04-14,0,2,2
2015-04-15,0,1,0
2015-04-16,1,0,15
2015-04-17,0,1,4
2015-04-18,0,14,1
2015-04-19,5,1,0
2015-04-20,1,7,12
2015-04-21,0,2,4
2015-04-22,3,3,5
2015-04-23,4,2,9
2015-04-24,1,6,5
2015-04-25,5,4,5
2015-04-26,1,14,6
2015-04-27,9,4,9
2015-04-28,4,4,10
2015-04-29,3,8,17
2015-04-30,1,3,5
2015-05-01,0,11,13
2015-05-02,5,10,19
2015-05-03,7,8,2
2015-05-04,5,23,4
2015-05-05,5,26,10
2015-05-06,3,10,7
2015-05-07,0,11,4
2015-05-08,3,0,1
2015-05-09,4,8,1
2015-05-10,0,14,1
2015-05-11,1,2,8
2015-05-12,0,7,17
2015-05-13,2,0,8
2015-05-14,5,4,0
2015-05-15,0,1,1
2015-05-16,0,11,5
2015-05-17,0,9,1
2015-05-18,0,5,3
2015-05-19,0,0,5
2015-05-20,1,6,0
2015-05-21,1,2,0
2015-05-22,0,2,0
2015-05-23,0,1,1
2015-05-24,2,6,0
2015-05-25,0,5,10
2015-05-26,0,6,2
2015-05-27,0,4,5
2015-05-28,0,1,2
2015-05-29,0,3,7
2015-05-30,0,0,1
2015-05-31,0,2,4
2015-06-01,2,3,12
2015-06-02,4,2,4
2015-06-03,1,1,10
2015-06-04,4,2,10
2015-06-05,3,0,2
2015-06-06,4,7,0
2015-06-07,6,13,0
2015-06-08,4,7,13
2015-06-09,2,4,4
2015-06-10,1,1,3
2015-06-11,0,9,5
2015-06-12,0,5,0
2015-06-13,0,4,0
2015-06-14,1,6,2
2015-06-15,0,2,0
2015-06-16,0,4,3
2015-06-17,1,1,0
2015-06-18,0,2,1
2015-06-19,0,1,0
2015-06-20,1,5,3
2015-06-21,3,3,0
2015-06-22,7,9,6
2015-06-23,3,26,1
2015-06-24,1,10,8
2015-06-25,6,3,1
2015-06-26,1,3,1
2015-06-27,4,1,2
2015-06-28,7,2,3
2015-06-29,0,1,4
2015-06-30,0,3,3
2015-07-01,0,1,1
2015-07-02,0,3,3
2015-07-03,0,0,0
2015-07-04,2,0,1
2015-07-05,8,0,0
2015-07-06,12,0,0
2015-07-07,8,0,2
2015-07-08,5,0,3
2015-07-09,6,0,5
