,JetBrains/kotlin,apple/swift,rust-lang/rust
2023-01-17,124,42,100
2023-01-18,45,51,72
2023-01-19,38,64,76
2023-01-20,83,60,84
2023-01-21,7,22,83
2023-01-22,1,9,54
2023-01-23,29,28,100
2023-01-24,66,56,50
2023-01-25,39,68,64
2023-01-26,65,115,81
2023-01-27,34,56,151
2023-01-28,1,39,77
2023-01-29,1,32,57
2023-01-30,55,37,91
2023-01-31,47,54,95
2023-02-01,41,81,72
2023-02-02,27,151,73
2023-02-03,150,61,80
2023-02-04,0,25,30
2023-02-05,1,11,61
2023-02-06,29,64,65
2023-02-07,25,87,72
2023-02-08,40,100,52
2023-02-09,32,92,84
2023-02-10,25,55,89
2023-02-11,1,72,53
2023-02-12,0,23,56
2023-02-13,27,58,90
2023-02-14,44,74,139
2023-02-15,67,78,86
2023-02-16,24,77,95
2023-02-17,29,64,75
2023-02-18,7,28,98
2023-02-19,0,9,73
2023-02-20,34,50,93
2023-02-21,26,63,91
2023-02-22,47,82,83
2023-02-23,19,90,66
2023-02-24,25,60,42
2023-02-25,0,38,79
2023-02-26,0,15,82
2023-02-27,26,48,64
2023-02-28,33,108,79
2023-03-01,68,93,126
2023-03-02,17,114,66
2023-03-03,29,118,93
2023-03-04,4,101,80
2023-03-05,6,50,84
2023-03-06,14,79,75
2023-03-07,45,91,60
2023-03-08,21,92,98
2023-03-09,39,73,97
2023-03-10,33,79,104
2023-03-11,6,40,75
2023-03-12,0,7,78
2023-03-13,37,51,76
2023-03-14,94,86,87
2023-03-15,25,69,87
2023-03-16,31,73,86
2023-03-17,39,61,88
2023-03-18,0,41,47
2023-03-19,1,18,59
2023-03-20,30,57,70
2023-03-21,38,85,92
2023-03-22,36,68,91
2023-03-23,30,73,79
2023-03-24,29,47,75
2023-03-25,0,28,63
2023-03-26,2,9,61
2023-03-27,39,41,84
2023-03-28,19,59,81
2023-03-29,39,100,99
2023-03-30,29,71,105
2023-03-31,23,52,50
2023-04-01,9,33,33
2023-04-02,0,7,34
2023-04-03,76,42,105
2023-04-04,54,80,115
2023-04-05,42,55,91
2023-04-06,70,69,112
2023-04-07,12,37,70
2023-04-08,17,17,48
2023-04-09,8,10,85
2023-04-10,7,18,64
2023-04-11,34,48,101
2023-04-12,38,66,108
2023-04-13,17,76,99
2023-04-14,9,41,104
2023-04-15,0,19,47
2023-04-16,0,9,111
2023-04-17,58,26,90
2023-04-18,67,43,60
2023-04-19,98,57,83
2023-04-20,32,47,104
2023-04-21,50,46,94
2023-04-22,2,16,101
2023-04-23,1,5,70
2023-04-24,35,37,90
2023-04-25,105,47,93
2023-04-26,41,38,101
2023-04-27,43,49,109
2023-04-28,26,48,92
2023-04-29,4,18,95
2023-04-30,7,4,56
2023-05-01,21,38,64
2023-05-02,44,103,150
2023-05-03,30,68,68
2023-05-04,48,75,67
2023-05-05,24,57,120
2023-05-06,5,35,118
2023-05-07,0,6,64
2023-05-08,32,63,83
2023-05-09,53,59,70
2023-05-10,67,30,67
2023-05-11,49,49,72
2023-05-12,51,46,74
2023-05-13,0,18,63
2023-05-14,0,10,57
2023-05-15,29,39,79
2023-05-16,32,56,72
2023-05-17,36,37,54
2023-05-18,17,40,102
2023-05-19,60,38,39
2023-05-20,0,12,62
2023-05-21,0,0,44
2023-05-22,17,31,64
2023-05-23,34,52,75
2023-05-24,20,38,75
2023-05-25,32,49,105
2023-05-26,32,44,119
2023-05-27,9,12,46
2023-05-28,0,8,51
2023-05-29,5,16,66
2023-05-30,23,30,72
2023-05-31,36,43,80
2023-06-01,27,49,100
2023-06-02,23,44,105
2023-06-03,0,24,61
2023-06-04,0,3,53
2023-06-05,15,55,116
2023-06-06,34,80,67
2023-06-07,31,108,73
2023-06-08,40,53,76
2023-06-09,21,46,66
2023-06-10,12,35,72
2023-06-11,0,5,62
2023-06-12,14,56,108
2023-06-13,25,56,84
2023-06-14,55,67,102
2023-06-15,22,61,78
2023-06-16,47,60,81
2023-06-17,5,19,73
2023-06-18,0,3,58
2023-06-19,30,17,125
2023-06-20,43,39,107
2023-06-21,36,67,111
2023-06-22,81,56,85
2023-06-23,36,54,77
2023-06-24,0,11,55
2023-06-25,8,0,61
2023-06-26,49,28,62
2023-06-27,24,33,113
2023-06-28,21,55,101
2023-06-29,13,62,93
2023-06-30,44,54,99
2023-07-01,9,14,61
2023-07-02,0,3,72
2023-07-03,39,24,112
2023-07-04,48,62,67
2023-07-05,64,50,100
2023-07-06,42,57,69
2023-07-07,28,70,89
2023-07-08,1,10,83
2023-07-09,0,6,41
2023-07-10,47,23,103
2023-07-11,26,49,53
2023-07-12,29,58,81
2023-07-13,32,38,84
2023-07-14,39,44,92
2023-07-15,0,4,33
2023-07-16,0,2,74
2023-07-17,56,46,76
2023-07-18,43,60,84
2023-07-19,49,99,80
2023-07-20,45,42,96
2023-07-21,65,57,103
2023-07-22,1,35,94
2023-07-23,0,8,38
2023-07-24,51,39,100
2023-07-25,37,66,94
2023-07-26,51,66,83
2023-07-27,82,67,90
2023-07-28,65,76,78
2023-07-29,3,9,73
2023-07-30,0,1,103
2023-07-31,68,29,131
2023-08-01,44,68,87
2023-08-02,41,79,109
2023-08-03,84,71,96
2023-08-04,38,52,99
2023-08-05,0,34,70
2023-08-06,0,14,73
2023-08-07,53,46,88
2023-08-08,42,119,96
2023-08-09,36,88,73
2023-08-10,36,89,53
2023-08-11,37,72,72
2023-08-12,2,10,40
2023-08-13,3,5,49
2023-08-14,20,53,89
2023-08-15,13,46,98
2023-08-16,31,53,101
2023-08-17,42,82,57
2023-08-18,26,46,83
2023-08-19,1,19,47
2023-08-20,0,8,45
2023-08-21,30,58,67
2023-08-22,43,42,105
2023-08-23,33,53,60
2023-08-24,40,55,79
2023-08-25,51,46,56
2023-08-26,1,14,51
2023-08-27,0,4,46
2023-08-28,29,44,91
2023-08-29,74,46,70
2023-08-30,70,62,86
2023-08-31,41,64,62
2023-09-01,20,62,73
2023-09-02,1,22,72
2023-09-03,3,22,76
2023-09-04,27,46,34
2023-09-05,66,44,75
2023-09-06,55,62,88
2023-09-07,17,72,71
2023-09-08,48,61,103
2023-09-09,2,20,46
2023-09-10,0,7,64
2023-09-11,17,67,91
2023-09-12,15,106,67
2023-09-13,72,61,52
2023-09-14,51,55,85
2023-09-15,42,60,66
2023-09-16,0,46,65
2023-09-17,0,9,44
2023-09-18,40,50,91
2023-09-19,118,98,77
2023-09-20,44,67,72
2023-09-21,48,74,83
2023-09-22,47,57,124
2023-09-23,7,45,63
2023-09-24,6,19,62
2023-09-25,1,59,80
2023-09-26,4,83,54
2023-09-27,1,56,35
2023-09-28,4,45,112
2023-09-29,1,67,68
2023-09-30,0,20,46
2023-10-01,0,8,52
2023-10-02,29,35,100
2023-10-03,21,52,82
2023-10-04,19,59,85
2023-10-05,41,51,105
2023-10-06,29,51,113
2023-10-07,0,37,39
2023-10-08,1,32,53
2023-10-09,21,41,111
2023-10-10,41,49,90
2023-10-11,16,65,69
2023-10-12,69,60,67
2023-10-13,47,29,55
2023-10-14,0,16,72
2023-10-15,0,8,71
2023-10-16,48,38,83
2023-10-17,51,25,97
2023-10-18,72,33,78
2023-10-19,61,44,83
2023-10-20,47,52,66
2023-10-21,0,5,118
2023-10-22,0,1,78
2023-10-23,26,44,113
2023-10-24,51,64,87
2023-10-25,40,49,163
2023-10-26,36,49,75
2023-10-27,29,63,101
2023-10-28,0,19,61
2023-10-29,0,10,101
2023-10-30,25,64,114
2023-10-31,15,56,88
2023-11-01,22,78,47
2023-11-02,39,42,108
2023-11-03,9,39,53
2023-11-04,0,17,78
2023-11-05,6,3,34
2023-11-06,52,34,37
2023-11-07,38,38,63
2023-11-08,36,42,85
2023-11-09,45,54,49
2023-11-10,41,51,50
2023-11-11,2,11,38
2023-11-12,0,10,67
2023-11-13,31,52,73
2023-11-14,56,69,58
2023-11-15,49,50,90
2023-11-16,87,76,115
2023-11-17,28,43,75
2023-11-18,2,7,48
2023-11-19,0,0,65
2023-11-20,69,6,82
2023-11-21,40,5,93
2023-11-22,42,7,103
2023-11-23,42,8,77
2023-11-24,32,3,98
2023-11-25,1,3,116
2023-11-26,7,3,96
2023-11-27,29,82,75
2023-11-28,53,62,101
2023-11-29,28,42,81
2023-11-30,37,52,69
2023-12-01,41,57,70
2023-12-02,0,23,88
2023-12-03,0,7,55
2023-12-04,41,50,121
2023-12-05,82,37,122
2023-12-06,18,62,74
2023-12-07,72,46,76
2023-12-08,37,47,136
2023-12-09,1,31,55
2023-12-10,0,15,76
2023-12-11,10,40,84
2023-12-12,57,50,121
2023-12-13,70,78,62
2023-12-14,29,58,88
2023-12-15,27,49,115
2023-12-16,3,20,57
2023-12-17,3,4,39
2023-12-18,41,34,139
2023-12-19,86,48,96
2023-12-20,29,45,68
2023-12-21,67,27,55
2023-12-22,2,5,64
2023-12-23,0,3,93
2023-12-24,1,0,46
2023-12-25,0,4,28
2023-12-26,2,4,60
2023-12-27,3,1,39
2023-12-28,11,1,62
2023-12-29,4,4,53
2023-12-30,0,3,51
2023-12-31,0,0,45
2024-01-01,0,3,33
2024-01-02,30,48,63
2024-01-03,35,50,99
2024-01-04,36,48,129
2024-01-05,56,46,121
2024-01-06,3,21,87
2024-01-07,0,2,110
2024-01-08,51,27,93
2024-01-09,43,25,119
2024-01-10,57,47,73
2024-01-11,33,74,118
2024-01-12,48,49,70
2024-01-13,0,39,71
2024-01-14,1,6,75
2024-01-15,39,16,67
2024-01-16,55,56,90
2024-01-17,59,85,71
2024-01-18,46,59,98
2024-01-19,55,49,131
2024-01-20,1,28,81
2024-01-21,0,10,80
2024-01-22,42,41,122
2024-01-23,39,47,87
2024-01-24,43,71,57
2024-01-25,22,52,85
2024-01-26,46,78,117
2024-01-27,1,17,57
2024-01-28,1,12,50
2024-01-29,45,50,71
2024-01-30,49,82,114
2024-01-31,52,60,81
2024-02-01,24,104,33
2024-02-02,23,101,52
2024-02-03,0,35,42
2024-02-04,0,9,54
2024-02-05,29,47,80
2024-02-06,23,63,83
2024-02-07,27,55,91
2024-02-08,47,54,122
2024-02-09,64,86,161
2024-02-10,4,33,86
2024-02-11,10,20,113
2024-02-12,52,69,141
2024-02-13,54,55,151
2024-02-14,53,62,100
2024-02-15,58,82,107
2024-02-16,17,46,114
2024-02-17,0,24,119
2024-02-18,7,4,87
2024-02-19,67,30,128
2024-02-20,42,66,120
2024-02-21,49,101,125
2024-02-22,40,105,115
2024-02-23,46,50,93
2024-02-24,0,69,73
2024-02-25,10,18,94
2024-02-26,61,53,126
2024-02-27,69,76,134
2024-02-28,98,66,109
2024-02-29,41,77,161
2024-03-01,31,113,120
2024-03-02,1,79,73
2024-03-03,1,24,87
2024-03-04,45,39,117
2024-03-05,52,80,162
2024-03-06,48,94,127
2024-03-07,56,103,105
2024-03-08,38,70,110
2024-03-09,32,43,114
2024-03-10,3,15,112
2024-03-11,62,76,137
2024-03-12,71,97,126
2024-03-13,52,108,107
2024-03-14,79,72,160
2024-03-15,61,82,91
2024-03-16,3,41,77
2024-03-17,0,2,117
2024-03-18,32,107,111
2024-03-19,46,76,124
2024-03-20,50,66,98
2024-03-21,41,78,126
2024-03-22,40,60,165
2024-03-23,2,17,114
2024-03-24,0,17,109
2024-03-25,31,36,112
2024-03-26,46,54,98
2024-03-27,29,86,123
2024-03-28,49,62,85
2024-03-29,10,64,59
2024-03-30,0,28,64
2024-03-31,4,5,77
2024-04-01,1,24,81
2024-04-02,53,44,83
2024-04-03,56,63,109
2024-04-04,58,51,103
2024-04-05,25,64,87
2024-04-06,0,12,95
2024-04-07,1,4,55
2024-04-08,31,59,115
2024-04-09,31,57,86
2024-04-10,24,43,96
2024-04-11,29,50,118
2024-04-12,54,35,83
2024-04-13,2,13,56
2024-04-14,0,5,91
2024-04-15,42,20,144
2024-04-16,68,53,177
2024-04-17,59,31,105
2024-04-18,70,50,77
2024-04-19,64,58,99
2024-04-20,0,9,98
2024-04-21,0,7,70
2024-04-22,51,42,78
2024-04-23,52,39,90
2024-04-24,42,34,97
2024-04-25,57,44,82
2024-04-26,37,47,62
2024-04-27,7,8,66
2024-04-28,0,2,73
2024-04-29,36,40,87
2024-04-30,31,59,78
2024-05-01,2,59,42
2024-05-02,46,60,115
2024-05-03,14,37,100
2024-05-04,0,21,139
2024-05-05,0,0,75
2024-05-06,36,42,82
2024-05-07,55,54,41
2024-05-08,60,44,80
2024-05-09,9,48,78
2024-05-10,33,54,80
2024-05-11,0,14,125
2024-05-12,4,5,84
2024-05-13,51,34,81
2024-05-14,35,41,78
2024-05-15,76,43,83
2024-05-16,33,68,66
2024-05-17,31,86,72
2024-05-18,5,12,59
2024-05-19,2,3,79
2024-05-20,8,44,130
2024-05-21,47,77,92
2024-05-22,47,74,88
2024-05-23,33,50,123
2024-05-24,13,41,92
2024-05-25,3,15,58
2024-05-26,0,12,50
2024-05-27,68,14,77
2024-05-28,71,74,86
2024-05-29,105,51,111
2024-05-30,67,52,76
2024-05-31,31,63,53
2024-06-01,6,17,46
2024-06-02,0,16,50
2024-06-03,34,55,70
2024-06-04,70,50,129
2024-06-05,43,63,147
2024-06-06,30,62,95
2024-06-07,94,34,123
2024-06-08,1,9,66
2024-06-09,0,2,95
2024-06-10,35,45,63
2024-06-11,66,61,133
2024-06-12,24,85,136
2024-06-13,28,62,143
2024-06-14,34,61,87
2024-06-15,1,23,64
2024-06-16,9,8,91
2024-06-17,88,35,102
2024-06-18,80,67,106
2024-06-19,84,50,146
2024-06-20,38,36,87
2024-06-21,89,78,118
2024-06-22,17,21,84
2024-06-23,1,4,80
2024-06-24,69,32,122
2024-06-25,57,61,101
2024-06-26,45,69,55
2024-06-27,42,46,70
2024-06-28,54,53,110
2024-06-29,23,19,98
2024-06-30,4,14,93
2024-07-01,60,52,87
2024-07-02,95,65,120
2024-07-03,34,82,89
2024-07-04,19,43,118
2024-07-05,48,25,113
2024-07-06,1,31,99
2024-07-07,0,33,164
2024-07-08,37,64,96
2024-07-09,56,75,75
2024-07-10,49,65,77
2024-07-11,33,98,56
2024-07-12,30,34,102
2024-07-13,4,22,46
2024-07-14,0,10,65
2024-07-15,36,48,100
2024-07-16,53,43,117
2024-07-17,39,17,152
2024-07-18,50,53,141
2024-07-19,14,39,150
2024-07-20,1,26,76
2024-07-21,0,4,50
2024-07-22,72,36,129
2024-07-23,37,53,76
2024-07-24,45,64,95
2024-07-25,53,80,139
2024-07-26,29,34,119
2024-07-27,2,25,81
2024-07-28,0,7,71
2024-07-29,34,84,133
2024-07-30,43,60,94
2024-07-31,24,63,85
2024-08-01,18,59,80
2024-08-02,39,56,57
2024-08-03,0,18,102
2024-08-04,0,9,61
2024-08-05,50,52,129
2024-08-06,25,53,94
2024-08-07,54,70,135
2024-08-08,14,69,108
2024-08-09,22,47,96
2024-08-10,1,16,104
2024-08-11,1,0,57
2024-08-12,41,33,141
2024-08-13,21,32,135
2024-08-14,50,36,82
2024-08-15,12,30,62
2024-08-16,17,31,68
2024-08-17,0,21,72
2024-08-18,0,11,72
2024-08-19,25,52,70
2024-08-20,34,63,65
2024-08-21,93,60,67
2024-08-22,38,45,84
2024-08-23,27,30,63
2024-08-24,3,16,84
2024-08-25,0,10,83
2024-08-26,28,36,73
2024-08-27,51,30,117
2024-08-28,33,37,85
2024-08-29,55,52,105
2024-08-30,22,52,62
2024-08-31,4,21,100
2024-09-01,0,12,60
2024-09-02,55,27,86
2024-09-03,104,71,88
2024-09-04,33,118,36
2024-09-05,58,56,96
2024-09-06,76,65,92
2024-09-07,1,18,65
2024-09-08,0,16,49
2024-09-09,39,36,121
2024-09-10,27,46,74
2024-09-11,22,49,94
2024-09-12,31,34,88
2024-09-13,20,41,66
2024-09-14,14,15,61
2024-09-15,5,4,85
2024-09-16,23,39,55
2024-09-17,43,59,96
2024-09-18,33,49,91
2024-09-19,49,62,114
2024-09-20,35,49,71
2024-09-21,102,9,77
2024-09-22,1,11,88
2024-09-23,60,24,114
2024-09-24,40,51,139
2024-09-25,38,68,96
2024-09-26,56,36,65
2024-09-27,59,52,101
2024-09-28,7,28,83
2024-09-29,7,5,74
2024-09-30,27,38,63
2024-10-01,25,55,74
2024-10-02,32,63,62
2024-10-03,18,49,92
2024-10-04,17,28,87
2024-10-05,5,6,90
2024-10-06,0,6,85
2024-10-07,67,64,91
2024-10-08,36,77,78
2024-10-09,73,43,86
2024-10-10,38,39,93
2024-10-11,30,70,73
2024-10-12,0,18,75
2024-10-13,1,10,76
2024-10-14,40,23,98
2024-10-15,40,33,80
2024-10-16,54,41,79
