,playcanvas/engine,BabylonJS/Babylon.js,mrdoob/three.js
2013-09-27,0,0,0
2013-09-28,0,0,0
2013-09-29,0,0,1
2013-09-30,0,0,3
2013-10-01,2,0,5
2013-10-02,4,0,8
2013-10-03,5,0,2
2013-10-04,8,0,3
2013-10-05,6,0,3
2013-10-06,0,4,0
2013-10-07,0,0,0
2013-10-08,2,10,1
2013-10-09,4,1,0
2013-10-10,19,1,0
2013-10-11,3,2,3
2013-10-12,0,0,8
2013-10-13,0,0,0
2013-10-14,3,0,10
2013-10-15,5,0,0
2013-10-16,7,0,6
2013-10-17,5,0,13
2013-10-18,26,5,11
2013-10-19,0,0,3
2013-10-20,0,0,5
2013-10-21,10,0,15
2013-10-22,11,0,8
2013-10-23,0,0,6
2013-10-24,2,0,7
2013-10-25,10,0,5
2013-10-26,4,0,3
2013-10-27,0,0,3
2013-10-28,2,5,7
2013-10-29,6,0,4
2013-10-30,1,0,9
2013-10-31,18,3,4
2013-11-01,5,1,15
2013-11-02,0,0,3
2013-11-03,0,3,4
2013-11-04,1,2,5
2013-11-05,2,3,15
2013-11-06,0,1,12
2013-11-07,4,0,2
2013-11-08,3,1,7
2013-11-09,0,0,6
2013-11-10,0,0,9
2013-11-11,3,0,2
2013-11-12,0,0,5
2013-11-13,4,0,2
2013-11-14,6,0,4
2013-11-15,10,0,6
2013-11-16,0,0,4
2013-11-17,4,0,1
2013-11-18,11,0,16
2013-11-19,8,0,3
2013-11-20,8,0,7
2013-11-21,12,0,4
2013-11-22,4,0,4
2013-11-23,3,0,2
2013-11-24,1,0,3
2013-11-25,27,1,14
2013-11-26,6,1,2
2013-11-27,5,0,0
2013-11-28,2,0,0
2013-11-29,0,2,0
2013-11-30,0,0,0
2013-12-01,0,0,2
2013-12-02,0,0,5
2013-12-03,0,1,6
2013-12-04,0,0,14
2013-12-05,2,1,3
2013-12-06,0,5,6
2013-12-07,1,0,1
2013-12-08,1,0,6
2013-12-09,1,0,1
2013-12-10,4,1,5
2013-12-11,4,3,11
2013-12-12,0,0,3
2013-12-13,4,1,1
2013-12-14,0,0,2
2013-12-15,0,0,3
2013-12-16,1,0,5
2013-12-17,2,0,0
2013-12-18,3,2,5
2013-12-19,3,0,7
2013-12-20,1,0,3
2013-12-21,2,1,0
2013-12-22,3,0,1
2013-12-23,1,0,0
2013-12-24,0,0,11
2013-12-25,0,0,6
2013-12-26,0,0,1
2013-12-27,0,0,1
2013-12-28,0,0,2
2013-12-29,2,0,4
2013-12-30,3,0,1
2013-12-31,1,1,6
2014-01-01,0,1,1
2014-01-02,17,2,0
2014-01-03,25,2,4
2014-01-04,7,1,6
2014-01-05,2,7,0
2014-01-06,9,3,3
2014-01-07,17,3,6
2014-01-08,16,0,4
2014-01-09,10,1,10
2014-01-10,6,1,12
2014-01-11,0,0,1
2014-01-12,1,0,0
2014-01-13,12,5,12
2014-01-14,9,3,17
2014-01-15,17,1,31
2014-01-16,1,5,1
2014-01-17,8,2,0
2014-01-18,0,0,0
