,jquery/jquery,angular/angular,facebook/react
2022-12-18,0,0.0,2
2022-12-19,1,71.0,2
2022-12-20,1,-21.300000000000004,15
2022-12-21,0,-5.454999999999995,13
2022-12-22,0,-4.824499999999999,13
2022-12-23,0,-2.0615374999999996,3
2022-12-24,0,-0.5291377499999994,0
2022-12-25,0,-2.4382662374999997,0
2022-12-26,0,-1.6749069362500002,0
2022-12-27,0,-1.3329711153593782,0
2022-12-28,0,-1.1123821370296891,0
2022-12-29,0,-0.11447479603125008,0
2022-12-30,0,-0.09268582521562505,0
2022-12-31,0,-0.053791264265625055,0
2023-01-01,0,-0.04533684676406261,0
2023-01-02,0,6.972833173534375,0
2023-01-03,0,-0.10000000000000053,3
2023-01-04,0,15.665000000000001,13
2023-01-05,0,9.2735,6
2023-01-06,0,-5.6851375,1
2023-01-07,0,-3.174866749999998,0
2023-01-08,0,-1.9026690374999995,0
2023-01-09,0,0.6535556087500001,11
2023-01-10,0,15.369207522640625,10
2023-01-11,0,12.86195583258906,12
2023-01-12,0,11.79128901976875,11
2023-01-13,0,1.425148949807813,8
2023-01-14,0,-7.492330915257812,4
2023-01-15,0,-3.673476888232811,1
2023-01-16,0,-2.4561239599999993,2
2023-01-17,0,5.16744402521875,5
2023-01-18,0,4.450200787268749,5
2023-01-19,0,-2.302810606004689,15
2023-01-20,0,0.3593508020140619,9
2023-01-21,0,-2.313449649078126,0
2023-01-22,0,-1.1127592955609373,0
2023-01-23,2,1.3404469625000002,8
2023-01-24,0,17.90112418375,8
2023-01-25,0,5.691482317640624,11
2023-01-26,0,1.9561452382453126,5
2023-01-27,0,1.9318824393562508,3
2023-01-28,0,-4.5513249767624995,1
2023-01-29,0,-2.3449467146984366,0
2023-01-30,0,-1.5746939349999995,11
2023-01-31,0,0.8097885152187498,27
2023-02-01,3,-1.550600380012501,11
2023-02-02,0,24.02677031988906,13
2023-02-03,0,-6.041715609168751,10
2023-02-04,0,-3.525129323221874,0
2023-02-05,0,-1.8520243926296867,0
2023-02-06,0,10.830375775,7
2023-02-07,0,-1.4612457975000002,14
2023-02-08,0,7.166784503968751,12
2023-02-09,0,-1.576660395215625,11
2023-02-10,0,7.954717533359374,18
2023-02-11,0,-5.058469264351563,0
2023-02-12,0,-2.130822926465624,1
2023-02-13,1,5.6304801275,9
2023-02-14,1,8.888850702562499,14
2023-02-15,0,-2.131969184090625,4
2023-02-16,0,10.911021283895312,20
2023-02-17,0,12.097868206125,10
2023-02-18,0,-6.953885874120312,0
2023-02-19,0,-3.812514083060936,0
2023-02-20,0,-0.2395070162499997,8
2023-02-21,0,6.793024610140625,8
2023-02-22,0,3.846464609932811,4
2023-02-23,0,0.6111912834093749,2
2023-02-24,0,1.4166389355828128,3
2023-02-25,0,-3.416808960790626,3
2023-02-26,0,-1.71822212995625,0
2023-02-27,0,13.002899776767187,7
2023-02-28,0,18.06197045271875,5
2023-03-01,0,6.043278970143749,7
2023-03-02,0,1.791544865529687,7
2023-03-03,0,5.211387741559376,22
2023-03-04,0,-7.029621649992187,11
2023-03-05,0,-3.534852391164061,3
2023-03-06,0,9.637709580000001,26
2023-03-07,0,1.6133432315312488,9
2023-03-08,0,7.210856997881249,19
2023-03-09,1,3.931487656660937,11
2023-03-10,0,-5.748455651148438,7
2023-03-11,0,-2.7281352335156246,6
2023-03-12,0,-1.7273630587937499,1
2023-03-13,0,0.8512786775000001,9
2023-03-14,1,16.500205632562498,3
2023-03-15,1,-4.3444338861531255,12
2023-03-16,0,10.915822768682812,9
2023-03-17,0,6.116906873549999,10
2023-03-18,0,-6.107199632328125,2
2023-03-19,0,-2.7548512249999986,0
2023-03-20,3,6.2073144275,8
2023-03-21,0,20.28242041396875,12
2023-03-22,0,13.926562649253125,19
2023-03-23,0,1.2829729457781252,5
2023-03-24,0,-1.2412281461843726,12
2023-03-25,0,-6.310850386446875,3
2023-03-26,0,-3.435271358793749,0
2023-03-27,2,6.70758536,16
2023-03-28,0,5.544771358375,9
2023-03-29,0,13.641862095512499,8
2023-03-30,0,14.632880274303123,22
2023-03-31,0,-1.4871025217921883,15
2023-04-01,0,-6.188745226153123,1
2023-04-02,0,-3.9784016551296864,1
2023-04-03,2,1.4676536612500004,4
2023-04-04,2,37.92067217410938,14
2023-04-05,0,0.7956893244984347,12
2023-04-06,0,0.8442429403750005,8
2023-04-07,0,-7.292295663282813,4
2023-04-08,0,-4.5873097289953115,0
2023-04-09,0,-2.811718635860937,1
2023-04-10,0,3.008980879267188,10
2023-04-11,0,32.9429467216875,13
2023-04-12,0,2.399552115928122,2
2023-04-13,0,-0.6043815677796864,3
2023-04-14,0,0.9848351433359381,3
2023-04-15,0,-5.997245512326562,2
2023-04-16,0,-3.1778542257328115,0
2023-04-17,0,25.78383633125,7
2023-04-18,0,35.90015937367187,8
2023-04-19,0,6.888872261523435,11
2023-04-20,0,-12.080015991615623,13
2023-04-21,0,-6.88484983938281,13
2023-04-22,0,-5.031406453220311,3
2023-04-23,0,-3.4152254558625,2
2023-04-24,0,16.47528291,7
2023-04-25,0,0.27207252556249806,9
2023-04-26,0,9.920840777012499,18
2023-04-27,0,-1.8724076116000017,7
