,parcel-bundler/parcel,rollup/rollup,webpack/webpack
2021-08-05,0,4,9.0
2021-08-06,2,0,8.1
2021-08-07,0,0,0.694999999999999
2021-08-08,0,3,-0.8615000000000006
2021-08-09,0,0,-0.5324624999999996
2021-08-10,1,3,16.61198675
2021-08-11,1,0,0.9951661374999996
2021-08-12,1,0,-1.31553487875
2021-08-13,0,0,-0.8317821083906249
2021-08-14,0,1,2.3793456175359395
2021-08-15,0,0,0.26930145114531356
2021-08-16,1,0,12.476097832428126
2021-08-17,1,0,-0.6585788737500007
2021-08-18,0,0,1.0285700899843753
2021-08-19,1,0,8.144001817842188
2021-08-20,0,0,1.6320881548921877
2021-08-21,2,0,-1.0386233512499996
2021-08-22,2,0,-0.6598465477968745
2021-08-23,3,3,-0.4958409343734362
2021-08-24,0,0,0.6227571070109387
2021-08-25,1,0,0.5922508490171883
2021-08-26,1,1,3.688135217682813
2021-08-27,1,0,0.3903063890374999
2021-08-28,1,0,-0.4334571118703124
2021-08-29,4,0,-0.22097580760781244
2021-08-30,2,0,8.8595712375
2021-08-31,2,0,-1.0093852087500004
2021-09-01,3,0,-0.49442680926562504
2021-09-02,5,0,4.667996036948438
2021-09-03,0,0,14.256271699151563
2021-09-04,0,0,-1.9132144731593759
2021-09-05,0,0,0.05564303496406231
2021-09-06,1,1,-0.7306557662499997
2021-09-07,1,1,-0.5216360671406234
2021-09-08,0,0,12.588349014676563
2021-09-09,0,0,-0.5735611687500004
2021-09-10,1,0,5.084636241171875
2021-09-11,4,0,-0.2141809704140627
2021-09-12,0,0,0.1958110157109385
2021-09-13,0,0,2.4442514369843753
2021-09-14,1,0,9.306903234964063
2021-09-15,1,0,-0.4382430637500001
2021-09-16,2,0,6.1132669095468755
2021-09-17,0,0,1.6934181640171873
2021-09-18,1,1,-0.9885396893796868
2021-09-19,0,1,-0.6268711619812494
2021-09-20,1,0,3.5708773706984385
2021-09-21,1,0,2.263992483417188
2021-09-22,0,3,0.2475422784859378
2021-09-23,0,0,4.440301250375001
2021-09-24,0,0,14.178191867604687
2021-09-25,0,0,-1.9674514067984383
2021-09-26,0,0,0.035642642392187396
2021-09-27,0,0,5.2692099275
2021-09-28,1,0,9.8797623966875
2021-09-29,1,0,3.220544642059375
2021-09-30,2,0,-1.4743260393734374
2021-10-01,3,5,2.0987623886359383
2021-10-02,0,0,-0.9651689704140612
2021-10-03,2,0,-0.631645309289061
2021-10-04,3,0,6.613003621984376
2021-10-05,4,0,9.984363048120313
2021-10-06,5,0,9.325536710362499
2021-10-07,3,0,8.02578501952656
2021-10-08,6,0,2.971587148570312
2021-10-09,3,0,-0.6323096890468747
2021-10-10,1,0,-1.131902395107811
2021-10-11,0,0,1.206152738750002
2021-10-12,5,0,1.1732290126406268
2021-10-13,2,0,5.1910595553265635
2021-10-14,1,1,-1.1375025960671872
2021-10-15,1,0,-0.6250260018015619
2021-10-16,1,0,-0.3874822866874995
2021-10-17,0,0,1.7659048993046882
2021-10-18,1,0,13.646389229964063
2021-10-19,0,0,3.389703906468749
2021-10-20,0,0,6.710503491396874
2021-10-21,1,0,1.460467416834374
2021-10-22,0,0,0.8255983847843757
2021-10-23,0,0,-0.9182710249999994
2021-10-24,1,0,2.3721606825000014
2021-10-25,0,8,6.2118200639687515
2021-10-26,3,0,-1.2361939185406245
2021-10-27,1,0,1.2736053919187507
2021-10-28,0,0,5.360366619445313
2021-10-29,1,0,5.998929098165625
2021-10-30,0,0,2.776363528860937
2021-10-31,1,0,-1.0695378813218752
2021-11-01,1,5,-0.6420693127968744
2021-11-02,6,0,20.526163226282815
2021-11-03,0,0,15.544581314748436
2021-11-04,1,0,12.012700108968748
2021-11-05,1,0,10.886988493084374
2021-11-06,0,0,-2.183658591325
2021-11-07,0,0,-1.9649419698140607
2021-11-08,4,0,1.6459633273562528
2021-11-09,0,0,6.670589903750003
2021-11-10,0,0,7.220651706671877
2021-11-11,0,0,-0.06089590628593644
2021-11-12,1,5,2.6418346991187507
2021-11-13,0,0,0.7688168834921882
2021-11-14,2,0,-0.9185347860187488
2021-11-15,0,0,20.462648208714064
2021-11-16,4,0,1.4922038784531244
2021-11-17,0,0,0.3212976470171873
2021-11-18,0,0,-1.238874579928125
2021-11-19,0,0,0.19666239114531436
2021-11-20,0,0,3.3446399003656264
2021-11-21,1,0,2.120073701325001
2021-11-22,0,4,0.15685312367812554
2021-11-23,7,0,0.3587041166718755
2021-11-24,1,0,5.433896702182813
2021-11-25,0,0,15.134151451325
2021-11-26,0,0,5.951947798678123
2021-11-27,0,0,-0.821208385515626
2021-11-28,5,0,-0.14920695584843746
2021-11-29,2,0,6.113143442059377
2021-11-30,2,3,1.6785013581265638
2021-12-01,0,0,-1.0882180430515618
2021-12-02,1,0,9.280116779370314
2021-12-03,0,0,8.448348044034375
2021-12-04,0,0,-1.85998860345
2021-12-05,0,0,-0.963337167053125
2021-12-06,0,0,6.3732659231984385
2021-12-07,1,0,-1.1764506323953114
2021-12-08,3,0,-0.6952845317984366
2021-12-09,0,4,-0.46725364510781187
2021-12-10,0,0,-0.3512575926562489
2021-12-11,1,5,-0.2924889055156242
2021-12-12,2,0,5.823877387140626
2021-12-13,2,0,-0.6776558737500002
2021-12-14,1,0,1.663021808890625
2021-12-15,0,0,7.570208032248438
2021-12-16,2,0,1.9860249999999997
2021-12-17,2,1,10.1862995
2021-12-18,0,2,-0.5832970750000008
2021-12-19,2,0,-0.9445956774999996
2021-12-20,0,0,-0.6331554030937493
2021-12-21,0,1,-0.4820143577156235
2021-12-22,0,2,0.6546810164687511
2021-12-23,0,3,0.6124758145531257
2021-12-24,0,5,0.6239115694156255
2021-12-25,1,0,-0.3150416970296873
2021-12-26,0,0,-0.1961181909109372
2021-12-27,0,0,-0.07367810253593737
2021-12-28,4,0,-0.04994126249999983
2021-12-29,1,0,1.9596275412500002
2021-12-30,0,1,-0.23382402176562508
2021-12-31,0,0,-0.11906086180156249
2022-01-01,3,0,-0.07496716555156249
2022-01-02,1,0,-0.04972385253593733
2022-01-03,0,0,-0.032233499999999894
2022-01-04,4,9,3.973675975
2022-01-05,4,2,-0.4221873925000003
2022-01-06,7,0,0.8008633739687498
2022-01-07,0,0,0.7692022949281249
2022-01-08,0,0,-0.22764999999999982
2022-01-09,0,0,-0.13796699999999984
2022-01-10,0,0,12.89818945
2022-01-11,1,0,0.6188459649999991
2022-01-12,4,0,3.1474479854374997
2022-01-13,0,0,4.08164888110625
2022-01-14,0,6,5.973725490734376
2022-01-15,0,0,-1.3078099155515623
2022-01-16,0,0,-0.7518885150359369
2022-01-17,4,0,10.46217842375
2022-01-18,0,3,18.475555238296874
2022-01-19,0,0,3.1536761935015614
2022-01-20,0,0,5.983826474115624
2022-01-21,0,5,3.973619651028125
2022-01-22,0,4,-1.830506703789061
2022-01-23,0,0,-1.1478841052515607
2022-01-24,0,0,-0.8182714087499982
2022-01-25,0,5,1.340993556828127
2022-01-26,2,0,0.24768758429218884
2022-01-27,1,0,1.416891426187501
2022-01-28,0,2,4.504498203159375
2022-01-29,0,2,-0.7844256983812501
2022-01-30,2,2,1.6147108847843752
2022-01-31,1,1,5.573734225
2022-02-01,0,0,3.139104595
2022-02-02,0,5,1.1358619027187498
2022-02-03,1,0,3.2933115269125
2022-02-04,0,3,2.1567875401828127
2022-02-05,0,2,-0.8073137951499996
2022-02-06,0,0,-0.4979457301796869
2022-02-07,0,4,3.661269646468751
2022-02-08,0,0,11.328639106834375
2022-02-09,2,2,0.4081479402218744
2022-02-10,7,3,6.009407141325
2022-02-11,0,0,3.6969979541156244
2022-02-12,0,0,1.7532826508093755
2022-02-13,0,1,-0.037070607607812
2022-02-14,0,4,11.243310065000001
2022-02-15,0,1,5.2556486179375
2022-02-16,0,0,-0.6738078963312497
2022-02-17,0,1,0.9105984572875006
2022-02-18,2,3,1.1127028350687511
2022-02-19,0,0,-0.8096151340796862
2022-02-20,0,1,-0.5202167979765615
2022-02-21,0,1,2.6255349368765635
2022-02-22,1,5,12.412405005026564
2022-02-23,1,1,1.3275843572093744
2022-02-24,0,1,0.9126283017328121
2022-02-25,0,0,1.1827896289328121
2022-02-26,0,0,4.271602918896876
2022-02-27,0,0,1.0252110074281255
2022-02-28,0,0,12.22393749875
2022-03-01,3,0,1.1815324722031244
2022-03-02,0,6,1.7132642594390628
2022-03-03,0,0,6.886189810485938
2022-03-04,0,3,2.546323361360938
2022-03-05,0,0,-1.2347320873531245
2022-03-06,0,4,-0.7762705751499992
2022-03-07,0,4,3.427514772539064
2022-03-08,1,0,7.174463099475001
2022-03-09,2,0,-0.3209342107640625
2022-03-10,0,0,-0.7692991166546874
2022-03-11,2,0,1.498232153267188
2022-03-12,1,0,-0.5637310723499991
2022-03-13,0,0,0.6741600398562506
2022-03-14,0,4,-0.32278763499999963
2022-03-15,0,0,7.773490165437501
2022-03-16,0,0,2.0180308894812495
2022-03-17,0,0,2.216254341696875
2022-03-18,4,0,0.2902970049640621
2022-03-19,0,0,-0.5180986385312496
2022-03-20,8,0,1.6506870986781257
2022-03-21,0,0,-0.4537021630156245
2022-03-22,3,0,-0.2956472100359369
2022-03-23,1,0,1.7775696196250004
2022-03-24,0,0,-0.3836638605843746
2022-03-25,0,0,1.8127713070953126
2022-03-26,0,0,-0.31808889562343756
2022-03-27,0,0,-0.16191124503593735
2022-03-28,1,0,8.89162987396875
2022-03-29,0,0,-0.9844467300718756
2022-03-30,2,0,-0.4594208925000001
2022-03-31,3,0,1.69803934896875
