,neovim/neovim,pulsar-edit/pulsar,microsoft/vscode
2021-10-21,13,2,52
2021-10-22,0,2,52
2021-10-23,11,0,9
2021-10-24,4,0,2
2021-10-25,2,3,71
2021-10-26,5,0,46
2021-10-27,4,1,50
2021-10-28,2,0,27
2021-10-29,9,0,24
2021-10-30,17,0,5
2021-10-31,15,0,0
2021-11-01,15,0,70
2021-11-02,3,0,56
2021-11-03,4,0,73
2021-11-04,2,0,61
2021-11-05,4,0,60
2021-11-06,4,1,4
2021-11-07,2,0,3
2021-11-08,1,0,45
2021-11-09,3,0,96
2021-11-10,1,0,84
2021-11-11,8,0,62
2021-11-12,0,0,72
2021-11-13,0,0,1
2021-11-14,10,0,2
2021-11-15,7,0,37
2021-11-16,13,0,43
2021-11-17,2,0,42
2021-11-18,21,1,43
2021-11-19,24,0,68
2021-11-20,1,0,23
2021-11-21,12,0,9
2021-11-22,16,2,43
2021-11-23,3,0,50
2021-11-24,4,0,41
2021-11-25,9,2,29
2021-11-26,22,0,37
2021-11-27,13,0,2
2021-11-28,3,0,8
2021-11-29,2,0,67
2021-11-30,9,0,32
2021-12-01,12,0,60
2021-12-02,4,1,27
2021-12-03,2,4,9
2021-12-04,9,0,0
2021-12-05,2,0,0
2021-12-06,9,0,43
2021-12-07,23,0,69
2021-12-08,11,0,76
2021-12-09,18,0,48
2021-12-10,23,0,42
2021-12-11,3,0,12
2021-12-12,4,0,0
2021-12-13,2,0,31
2021-12-14,2,0,72
2021-12-15,10,0,46
2021-12-16,7,0,39
2021-12-17,2,0,37
2021-12-18,15,0,0
2021-12-19,12,0,0
2021-12-20,7,0,20
2021-12-21,2,0,16
2021-12-22,8,0,19
2021-12-23,1,0,11
2021-12-24,7,0,4
2021-12-25,21,0,0
2021-12-26,16,0,0
2021-12-27,5,0,8
2021-12-28,8,0,38
2021-12-29,0,0,39
2021-12-30,3,0,27
2021-12-31,10,0,7
2022-01-01,16,0,1
2022-01-02,5,0,0
2022-01-03,14,3,24
2022-01-04,15,1,48
2022-01-05,10,0,52
2022-01-06,8,0,46
2022-01-07,7,0,74
2022-01-08,14,0,14
2022-01-09,9,0,6
2022-01-10,5,1,56
2022-01-11,10,0,70
2022-01-12,7,0,74
2022-01-13,18,0,69
2022-01-14,6,0,49
2022-01-15,12,0,10
2022-01-16,6,0,5
2022-01-17,14,3,35
2022-01-18,7,0,57
2022-01-19,2,0,70
2022-01-20,7,0,90
2022-01-21,13,0,160
2022-01-22,5,0,13
2022-01-23,6,0,9
2022-01-24,9,0,80
2022-01-25,5,0,48
2022-01-26,11,2,57
2022-01-27,34,0,67
2022-01-28,23,0,34
2022-01-29,18,0,3
2022-01-30,10,0,2
2022-01-31,23,0,83
2022-02-01,7,0,90
2022-02-02,7,0,60
2022-02-03,16,0,63
2022-02-04,19,0,107
2022-02-05,28,0,23
2022-02-06,29,0,6
2022-02-07,12,3,51
2022-02-08,19,2,77
2022-02-09,25,0,91
2022-02-10,14,0,55
2022-02-11,18,0,56
2022-02-12,28,0,7
2022-02-13,20,0,1
2022-02-14,14,0,37
2022-02-15,16,0,34
2022-02-16,17,0,62
2022-02-17,25,0,54
2022-02-18,15,1,57
2022-02-19,7,0,8
2022-02-20,17,0,5
2022-02-21,6,1,43
2022-02-22,1,0,83
2022-02-23,4,2,72
2022-02-24,8,1,70
2022-02-25,2,0,31
2022-02-26,20,2,7
2022-02-27,16,0,4
2022-02-28,9,3,57
2022-03-01,10,1,59
2022-03-02,16,0,53
2022-03-03,18,0,31
2022-03-04,12,0,20
2022-03-05,10,0,21
2022-03-06,22,0,2
2022-03-07,15,1,39
2022-03-08,11,0,69
2022-03-09,17,0,57
2022-03-10,23,0,42
2022-03-11,19,0,63
2022-03-12,9,0,7
2022-03-13,25,0,5
2022-03-14,14,0,47
2022-03-15,24,0,76
2022-03-16,11,0,95
2022-03-17,9,0,105
2022-03-18,7,0,100
2022-03-19,5,0,13
2022-03-20,15,0,5
2022-03-21,2,0,87
2022-03-22,6,0,48
2022-03-23,9,0,101
2022-03-24,24,0,63
2022-03-25,4,0,31
2022-03-26,14,0,0
2022-03-27,15,0,0
2022-03-28,5,0,69
2022-03-29,12,0,57
2022-03-30,12,0,89
2022-03-31,22,0,47
2022-04-01,11,0,66
2022-04-02,6,0,1
2022-04-03,11,0,0
2022-04-04,10,0,64
2022-04-05,9,0,83
2022-04-06,1,0,43
2022-04-07,9,0,45
2022-04-08,16,0,35
2022-04-09,11,1,3
2022-04-10,7,0,1
2022-04-11,19,0,36
2022-04-12,9,1,36
2022-04-13,16,0,46
2022-04-14,0,0,50
2022-04-15,6,0,9
2022-04-16,4,0,1
2022-04-17,10,0,0
2022-04-18,2,0,3
2022-04-19,5,0,36
2022-04-20,22,1,36
2022-04-21,18,0,24
2022-04-22,2,0,43
2022-04-23,7,0,6
2022-04-24,9,0,0
2022-04-25,19,0,47
2022-04-26,9,0,24
2022-04-27,8,0,32
2022-04-28,2,0,30
2022-04-29,43,0,13
2022-04-30,20,0,4
2022-05-01,8,0,1
2022-05-02,19,0,66
2022-05-03,18,0,38
2022-05-04,12,1,48
2022-05-05,14,2,58
2022-05-06,10,0,45
2022-05-07,13,0,3
2022-05-08,4,0,0
2022-05-09,18,0,39
2022-05-10,3,0,40
2022-05-11,13,0,38
2022-05-12,21,0,28
2022-05-13,8,0,36
2022-05-14,9,0,1
2022-05-15,14,2,0
2022-05-16,7,0,47
2022-05-17,19,0,55
2022-05-18,26,0,33
2022-05-19,10,0,26
2022-05-20,17,0,44
2022-05-21,16,0,5
2022-05-22,21,0,8
2022-05-23,7,0,38
2022-05-24,10,0,67
2022-05-25,11,1,42
2022-05-26,8,0,26
2022-05-27,1,0,32
2022-05-28,14,0,3
2022-05-29,7,0,0
2022-05-30,8,0,37
2022-05-31,15,0,20
2022-06-01,8,0,31
2022-06-02,6,0,43
2022-06-03,10,0,21
2022-06-04,10,0,2
2022-06-05,3,0,6
2022-06-06,3,0,12
2022-06-07,5,0,38
2022-06-08,6,1,46
2022-06-09,15,0,48
2022-06-10,5,0,66
2022-06-11,5,3,12
2022-06-12,14,0,12
2022-06-13,11,0,49
2022-06-14,10,0,72
2022-06-15,5,4,73
2022-06-16,10,3,67
2022-06-17,4,3,68
2022-06-18,8,1,4
2022-06-19,10,3,2
2022-06-20,9,18,26
2022-06-21,10,10,83
2022-06-22,10,1,46
2022-06-23,14,3,78
2022-06-24,13,0,76
2022-06-25,13,1,10
2022-06-26,11,3,8
2022-06-27,12,0,54
2022-06-28,15,0,56
2022-06-29,9,0,49
2022-06-30,10,10,37
2022-07-01,20,4,15
2022-07-02,19,4,6
2022-07-03,2,6,6
2022-07-04,19,11,32
2022-07-05,19,2,30
2022-07-06,18,3,82
2022-07-07,8,2,62
2022-07-08,9,6,54
2022-07-09,15,2,3
2022-07-10,15,10,9
2022-07-11,14,5,62
2022-07-12,15,1,44
2022-07-13,2,0,40
2022-07-14,14,0,48
2022-07-15,24,0,46
2022-07-16,11,0,2
2022-07-17,20,0,1
2022-07-18,9,0,32
2022-07-19,21,0,52
2022-07-20,7,0,64
2022-07-21,5,0,45
2022-07-22,9,0,51
2022-07-23,6,3,6
2022-07-24,3,3,6
2022-07-25,23,4,65
2022-07-26,23,4,30
2022-07-27,22,8,63
2022-07-28,16,1,37
2022-07-29,4,0,10
2022-07-30,8,0,3
2022-07-31,13,0,5
2022-08-01,22,2,25
2022-08-02,10,0,50
2022-08-03,10,0,57
2022-08-04,9,0,57
2022-08-05,7,0,55
2022-08-06,5,0,4
2022-08-07,7,2,1
2022-08-08,12,1,49
2022-08-09,8,0,57
2022-08-10,6,0,45
2022-08-11,10,0,34
2022-08-12,15,5,35
2022-08-13,24,4,3
2022-08-14,13,3,1
2022-08-15,27,12,24
2022-08-16,11,6,37
2022-08-17,15,55,40
2022-08-18,9,2,46
2022-08-19,21,24,54
2022-08-20,6,9,8
2022-08-21,9,1,2
2022-08-22,13,0,55
2022-08-23,17,3,43
2022-08-24,24,1,53
2022-08-25,41,1,38
2022-08-26,28,0,28
2022-08-27,6,0,0
2022-08-28,7,0,3
2022-08-29,16,19,53
2022-08-30,12,2,45
2022-08-31,11,0,56
2022-09-01,12,1,38
2022-09-02,7,1,43
2022-09-03,9,3,5
2022-09-04,11,13,1
2022-09-05,8,4,24
2022-09-06,30,1,40
2022-09-07,6,13,49
2022-09-08,30,2,30
2022-09-09,11,1,28
2022-09-10,8,1,6
2022-09-11,4,3,13
2022-09-12,15,0,30
2022-09-13,8,2,41
2022-09-14,4,0,50
2022-09-15,3,0,40
2022-09-16,15,3,54
2022-09-17,5,3,4
2022-09-18,5,0,0
2022-09-19,3,2,33
2022-09-20,15,1,31
2022-09-21,2,0,48
2022-09-22,30,0,37
2022-09-23,6,1,60
2022-09-24,12,5,1
2022-09-25,13,11,3
2022-09-26,10,6,89
2022-09-27,10,4,40
2022-09-28,17,1,63
2022-09-29,12,0,50
2022-09-30,16,0,18
2022-10-01,8,1,1
2022-10-02,13,4,0
2022-10-03,4,4,38
2022-10-04,11,1,42
2022-10-05,21,0,41
2022-10-06,17,1,59
2022-10-07,3,1,48
2022-10-08,10,0,2
2022-10-09,12,0,0
2022-10-10,16,0,30
2022-10-11,10,0,47
2022-10-12,8,0,45
2022-10-13,13,0,41
2022-10-14,11,0,37
2022-10-15,19,0,2
2022-10-16,7,0,1
2022-10-17,13,0,46
2022-10-18,11,0,45
2022-10-19,4,0,49
