,apache/groovy,jetbrains/kotlin,scala/scala
2012-08-01,0,17,3
2012-08-02,0,15,19
2012-08-03,3,10,5
2012-08-04,0,15,15
2012-08-05,0,0,6
2012-08-06,0,28,24
2012-08-07,1,9,22
2012-08-08,0,20,29
2012-08-09,0,29,19
2012-08-10,0,7,14
2012-08-11,0,0,10
2012-08-12,0,0,7
2012-08-13,1,5,12
2012-08-14,3,76,11
2012-08-15,1,18,10
2012-08-16,0,37,15
2012-08-17,0,33,12
2012-08-18,0,0,8
2012-08-19,2,0,6
2012-08-20,1,8,48
2012-08-21,4,31,10
2012-08-22,5,26,8
2012-08-23,0,34,16
2012-08-24,0,24,7
2012-08-25,0,0,4
2012-08-26,0,0,1
2012-08-27,1,24,13
2012-08-28,2,20,10
2012-08-29,9,27,14
2012-08-30,4,34,11
2012-08-31,2,24,16
2012-09-01,0,0,13
2012-09-02,0,0,13
2012-09-03,3,1,2
2012-09-04,1,11,24
2012-09-05,4,57,5
2012-09-06,5,12,14
2012-09-07,4,43,6
2012-09-08,0,1,4
2012-09-09,0,0,7
2012-09-10,1,10,11
2012-09-11,2,16,16
2012-09-12,3,13,17
2012-09-13,6,85,15
2012-09-14,3,19,31
2012-09-15,0,7,5
2012-09-16,0,2,11
2012-09-17,4,33,25
2012-09-18,6,33,23
2012-09-19,0,19,25
2012-09-20,5,39,32
2012-09-21,3,15,12
2012-09-22,0,1,5
2012-09-23,0,13,2
2012-09-24,0,8,5
2012-09-25,2,4,14
2012-09-26,1,12,38
2012-09-27,0,27,32
2012-09-28,2,6,16
2012-09-29,1,0,13
2012-09-30,1,6,6
2012-10-01,0,11,9
2012-10-02,3,2,18
2012-10-03,0,24,24
2012-10-04,1,6,22
2012-10-05,0,17,10
2012-10-06,2,23,5
2012-10-07,0,0,9
2012-10-08,1,29,13
2012-10-09,2,7,14
2012-10-10,1,6,13
2012-10-11,0,4,30
2012-10-12,2,2,3
2012-10-13,0,0,3
2012-10-14,0,3,1
2012-10-15,0,28,4
2012-10-16,1,22,2
2012-10-17,0,20,2
2012-10-18,0,12,10
2012-10-19,0,16,9
2012-10-20,0,2,0
2012-10-21,0,0,5
2012-10-22,1,2,7
2012-10-23,4,9,14
2012-10-24,2,4,3
2012-10-25,3,37,0
2012-10-26,0,2,4
2012-10-27,0,0,0
2012-10-28,0,0,3
2012-10-29,0,25,3
2012-10-30,3,20,8
2012-10-31,0,32,17
2012-11-01,0,5,13
2012-11-02,2,3,19
2012-11-03,1,0,14
2012-11-04,0,0,11
2012-11-05,1,0,5
2012-11-06,1,24,8
2012-11-07,5,44,5
2012-11-08,0,13,6
2012-11-09,4,19,17
2012-11-10,0,0,7
2012-11-11,1,0,1
2012-11-12,3,26,4
2012-11-13,4,20,10
2012-11-14,2,6,16
2012-11-15,4,1,11
2012-11-16,10,40,14
2012-11-17,1,1,4
2012-11-18,2,1,5
2012-11-19,0,7,19
2012-11-20,16,37,5
2012-11-21,11,42,16
2012-11-22,20,11,1
2012-11-23,5,6,2
2012-11-24,0,15,7
2012-11-25,0,0,9
2012-11-26,5,9,8
2012-11-27,8,15,5
2012-11-28,6,29,5
2012-11-29,2,2,3
2012-11-30,5,0,1
2012-12-01,0,0,2
2012-12-02,2,0,8
2012-12-03,1,11,5
2012-12-04,6,5,11
2012-12-05,2,5,16
2012-12-06,3,2,26
2012-12-07,8,24,14
2012-12-08,1,0,5
2012-12-09,0,0,3
2012-12-10,0,13,24
2012-12-11,7,1,14
2012-12-12,0,1,14
2012-12-13,1,9,9
2012-12-14,6,14,6
2012-12-15,3,0,1
2012-12-16,3,0,3
2012-12-17,16,29,5
2012-12-18,16,39,4
2012-12-19,7,0,11
2012-12-20,12,12,19
2012-12-21,3,0,4
2012-12-22,0,0,2
2012-12-23,2,0,4
2012-12-24,0,0,6
2012-12-25,1,16,8
2012-12-26,0,10,5
2012-12-27,0,59,17
2012-12-28,0,10,9
2012-12-29,0,6,14
2012-12-30,4,0,0
2012-12-31,5,0,9
2013-01-01,3,0,0
2013-01-02,8,0,1
2013-01-03,0,0,3
2013-01-04,9,0,17
2013-01-05,0,0,3
2013-01-06,2,0,7
2013-01-07,6,0,5
2013-01-08,8,0,9
2013-01-09,6,4,34
2013-01-10,2,5,4
2013-01-11,1,43,7
2013-01-12,0,1,10
2013-01-13,1,0,6
2013-01-14,2,68,24
2013-01-15,9,30,16
2013-01-16,7,30,14
2013-01-17,17,9,18
2013-01-18,8,4,2
2013-01-19,0,1,7
2013-01-20,5,1,6
2013-01-21,9,17,4
2013-01-22,1,8,7
2013-01-23,4,32,4
2013-01-24,4,10,9
2013-01-25,4,20,28
2013-01-26,1,0,39
2013-01-27,1,0,6
2013-01-28,8,18,11
2013-01-29,2,43,17
2013-01-30,4,22,26
2013-01-31,0,18,30
2013-02-01,5,1,25
2013-02-02,1,0,28
2013-02-03,6,0,11
2013-02-04,7,40,13
2013-02-05,5,16,20
2013-02-06,4,17,10
2013-02-07,2,21,12
2013-02-08,2,53,26
2013-02-09,0,0,4
2013-02-10,1,19,20
2013-02-11,4,25,25
2013-02-12,4,12,7
2013-02-13,4,57,20
2013-02-14,2,0,4
2013-02-15,4,4,2
2013-02-16,0,0,4
2013-02-17,0,0,2
2013-02-18,1,17,2
2013-02-19,3,27,28
2013-02-20,1,12,7
2013-02-21,0,12,12
2013-02-22,1,10,15
2013-02-23,1,1,8
2013-02-24,0,5,11
2013-02-25,0,9,11
2013-02-26,1,6,16
2013-02-27,0,6,9
2013-02-28,0,3,3
2013-03-01,3,2,8
2013-03-02,4,4,13
2013-03-03,2,0,4
2013-03-04,0,11,11
2013-03-05,2,12,22
2013-03-06,4,22,10
2013-03-07,0,13,1
2013-03-08,0,1,8
2013-03-09,0,1,18
2013-03-10,0,0,7
2013-03-11,1,4,5
2013-03-12,1,33,22
2013-03-13,6,6,26
2013-03-14,1,52,2
2013-03-15,2,15,6
2013-03-16,0,0,7
2013-03-17,2,0,0
2013-03-18,0,8,6
2013-03-19,1,20,2
2013-03-20,5,20,9
2013-03-21,4,3,3
2013-03-22,2,37,9
2013-03-23,2,0,15
2013-03-24,3,0,3
2013-03-25,0,4,22
2013-03-26,1,18,14
2013-03-27,0,50,13
2013-03-28,4,13,3
2013-03-29,3,19,12
2013-03-30,2,3,2
2013-03-31,2,0,0
2013-04-01,0,9,4
2013-04-02,2,14,19
2013-04-03,2,11,20
2013-04-04,3,10,9
2013-04-05,6,0,6
2013-04-06,4,0,5
2013-04-07,0,0,2
2013-04-08,9,1,6
2013-04-09,3,15,11
2013-04-10,10,16,5
2013-04-11,8,19,0
2013-04-12,5,22,1
2013-04-13,2,0,1
2013-04-14,1,0,2
2013-04-15,1,0,4
2013-04-16,5,1,5
2013-04-17,3,38,5
2013-04-18,3,23,5
2013-04-19,0,2,7
2013-04-20,0,0,8
2013-04-21,0,0,30
2013-04-22,0,32,8
2013-04-23,0,2,12
2013-04-24,1,10,20
2013-04-25,6,4,15
2013-04-26,2,20,19
2013-04-27,0,0,13
2013-04-28,2,0,3
2013-04-29,4,16,6
2013-04-30,3,25,21
2013-05-01,0,9,1
2013-05-02,54,0,4
2013-05-03,2,0,6
2013-05-04,1,0,3
2013-05-05,0,0,1
2013-05-06,1,4,1
2013-05-07,2,12,4
2013-05-08,0,2,2
2013-05-09,4,1,5
2013-05-10,0,0,10
2013-05-11,3,0,26
2013-05-12,4,0,15
2013-05-13,2,108,3
2013-05-14,0,11,2
2013-05-15,3,44,13
2013-05-16,8,1,13
2013-05-17,0,1,41
2013-05-18,11,0,4
2013-05-19,4,0,6
2013-05-20,6,18,26
2013-05-21,13,14,5
2013-05-22,17,4,3
2013-05-23,7,0,12
2013-05-24,1,0,7
2013-05-25,3,0,2
2013-05-26,0,0,8
2013-05-27,7,4,26
2013-05-28,7,17,12
2013-05-29,5,23,7
2013-05-30,1,66,5
2013-05-31,5,9,14
2013-06-01,0,0,2
2013-06-02,0,0,4
2013-06-03,5,5,2
2013-06-04,1,9,15
2013-06-05,6,17,7
2013-06-06,0,11,8
2013-06-07,2,18,5
2013-06-08,2,0,8
2013-06-09,1,1,14
2013-06-10,7,13,4
2013-06-11,8,15,0
2013-06-12,4,0,3
2013-06-13,1,11,5
2013-06-14,0,3,1
2013-06-15,0,2,2
2013-06-16,2,0,4
2013-06-17,4,10,2
2013-06-18,0,5,4
2013-06-19,2,1,10
2013-06-20,0,22,6
2013-06-21,4,16,3
2013-06-22,0,0,1
2013-06-23,2,0,7
2013-06-24,5,0,5
2013-06-25,4,41,5
2013-06-26,1,1,11
2013-06-27,1,19,13
2013-06-28,1,1,6
2013-06-29,1,0,1
2013-06-30,8,0,1
2013-07-01,5,1,9
2013-07-02,4,6,2
2013-07-03,1,1,2
2013-07-04,14,10,5
2013-07-05,0,13,7
2013-07-06,2,3,5
2013-07-07,5,2,1
2013-07-08,8,2,11
2013-07-09,4,4,4
2013-07-10,1,5,13
2013-07-11,0,1,4
2013-07-12,1,29,13
2013-07-13,1,1,1
2013-07-14,5,0,2
2013-07-15,6,4,0
2013-07-16,11,3,12
2013-07-17,3,0,4
2013-07-18,8,4,2
2013-07-19,8,4,3
2013-07-20,2,0,5
2013-07-21,2,3,0
2013-07-22,3,1,1
2013-07-23,2,33,4
2013-07-24,8,2,5
2013-07-25,9,10,3
2013-07-26,9,29,0
2013-07-27,1,0,12
2013-07-28,1,0,17
2013-07-29,13,10,8
2013-07-30,8,3,5
2013-07-31,7,8,5
2013-08-01,5,3,3
2013-08-02,12,4,1
2013-08-03,3,0,0
2013-08-04,1,0,0
2013-08-05,3,1,0
2013-08-06,6,2,6
2013-08-07,4,14,0
2013-08-08,7,10,21
2013-08-09,13,42,2
2013-08-10,2,0,5
2013-08-11,4,0,1
2013-08-12,5,6,9
2013-08-13,2,13,10
2013-08-14,2,13,12
2013-08-15,1,3,17
2013-08-16,0,3,26
2013-08-17,0,0,34
2013-08-18,0,1,12
2013-08-19,2,11,9
2013-08-20,2,2,6
2013-08-21,16,17,9
2013-08-22,0,7,10
2013-08-23,1,164,7
2013-08-24,2,0,4
2013-08-25,2,0,3
2013-08-26,1,56,3
2013-08-27,2,9,9
2013-08-28,0,12,5
2013-08-29,2,31,16
2013-08-30,0,7,10
2013-08-31,0,0,2
2013-09-01,0,0,0
2013-09-02,0,36,1
2013-09-03,2,66,7
2013-09-04,0,96,11
2013-09-05,3,11,27
2013-09-06,1,18,7
2013-09-07,0,0,2
2013-09-08,3,0,5
2013-09-09,2,0,17
2013-09-10,7,8,9
2013-09-11,0,14,19
2013-09-12,0,13,13
2013-09-13,0,34,6
2013-09-14,5,1,1
2013-09-15,8,0,7
2013-09-16,2,11,6
2013-09-17,0,50,8
2013-09-18,4,36,16
2013-09-19,4,5,10
2013-09-20,12,25,3
2013-09-21,4,0,7
2013-09-22,5,1,2
2013-09-23,6,3,15
2013-09-24,6,48,9
2013-09-25,2,17,2
2013-09-26,80,11,4
2013-09-27,0,7,24
2013-09-28,7,0,1
2013-09-29,4,0,1
2013-09-30,1,39,1
2013-10-01,0,22,3
2013-10-02,3,11,9
2013-10-03,5,41,12
2013-10-04,20,38,5
2013-10-05,1,12,1
2013-10-06,9,37,1
2013-10-07,6,8,2
2013-10-08,1,25,1
2013-10-09,4,6,10
2013-10-10,8,25,1
2013-10-11,8,3,3
2013-10-12,2,8,10
2013-10-13,4,6,4
2013-10-14,8,25,10
2013-10-15,17,16,2
2013-10-16,3,62,2
2013-10-17,8,18,5
2013-10-18,5,3,46
2013-10-19,0,0,6
2013-10-20,0,0,7
2013-10-21,0,16,4
2013-10-22,0,12,15
2013-10-23,3,14,18
2013-10-24,2,26,10
2013-10-25,1,21,5
2013-10-26,4,0,0
2013-10-27,3,1,3
2013-10-28,5,6,8
2013-10-29,0,121,5
2013-10-30,3,2,1
2013-10-31,2,13,2
2013-11-01,0,20,3
2013-11-02,0,0,0
2013-11-03,2,0,3
2013-11-04,1,0,0
2013-11-05,4,10,6
2013-11-06,2,21,15
2013-11-07,1,10,10
2013-11-08,4,21,23
2013-11-09,0,1,1
2013-11-10,0,1,4
2013-11-11,0,12,4
2013-11-12,0,28,26
2013-11-13,4,10,18
2013-11-14,4,17,11
2013-11-15,5,15,7
2013-11-16,1,2,0
2013-11-17,3,0,3
2013-11-18,3,19,16
2013-11-19,3,12,7
2013-11-20,1,8,8
2013-11-21,2,44,12
2013-11-22,9,14,14
2013-11-23,0,0,14
2013-11-24,11,0,2
2013-11-25,4,3,6
2013-11-26,4,18,21
2013-11-27,1,9,8
2013-11-28,3,6,3
2013-11-29,5,13,0
2013-11-30,0,0,1
2013-12-01,3,0,2
2013-12-02,3,87,8
2013-12-03,0,3,5
2013-12-04,2,13,8
2013-12-05,2,115,3
2013-12-06,5,9,15
2013-12-07,1,0,4
2013-12-08,0,0,1
2013-12-09,1,11,13
2013-12-10,0,0,34
2013-12-11,1,17,14
2013-12-12,3,31,15
2013-12-13,2,0,13
2013-12-14,0,0,7
2013-12-15,0,0,7
2013-12-16,0,18,8
2013-12-17,4,68,3
2013-12-18,6,2,3
2013-12-19,9,19,17
2013-12-20,10,5,1
2013-12-21,0,0,4
2013-12-22,0,42,2
2013-12-23,1,25,3
2013-12-24,3,28,1
2013-12-25,0,9,0
2013-12-26,11,16,1
2013-12-27,0,15,4
2013-12-28,0,0,5
2013-12-29,1,0,5
2013-12-30,0,19,17
2013-12-31,1,4,8
2014-01-01,0,0,0
2014-01-02,3,0,0
2014-01-03,2,0,8
2014-01-04,0,0,2
2014-01-05,0,0,3
2014-01-06,6,0,5
2014-01-07,7,0,6
2014-01-08,2,0,26
2014-01-09,0,14,13
2014-01-10,3,1,11
2014-01-11,0,0,1
2014-01-12,1,0,8
2014-01-13,24,6,12
2014-01-14,9,31,13
2014-01-15,7,125,23
2014-01-16,2,8,20
2014-01-17,3,9,12
2014-01-18,0,0,10
2014-01-19,0,0,3
2014-01-20,0,35,12
2014-01-21,7,11,14
2014-01-22,8,11,12
2014-01-23,3,13,6
2014-01-24,1,22,11
2014-01-25,0,0,5
2014-01-26,3,0,4
2014-01-27,1,28,4
2014-01-28,0,16,3
2014-01-29,5,11,12
2014-01-30,5,7,3
2014-01-31,11,19,21
2014-02-01,0,0,14
2014-02-02,4,1,7
2014-02-03,6,40,2
2014-02-04,2,34,0
2014-02-05,7,13,21
2014-02-06,9,49,13
2014-02-07,8,1,12
2014-02-08,2,1,3
2014-02-09,1,8,20
2014-02-10,3,3,35
2014-02-11,9,24,11
2014-02-12,2,16,17
2014-02-13,2,5,13
2014-02-14,1,8,51
2014-02-15,0,0,34
2014-02-16,3,0,12
2014-02-17,10,6,8
2014-02-18,5,7,24
2014-02-19,3,13,17
2014-02-20,8,24,11
2014-02-21,2,12,13
2014-02-22,0,0,9
2014-02-23,1,1,4
2014-02-24,10,35,5
2014-02-25,11,4,13
2014-02-26,7,5,5
2014-02-27,3,12,5
2014-02-28,5,12,8
2014-03-01,0,0,3
2014-03-02,0,47,1
2014-03-03,2,53,5
2014-03-04,9,47,5
2014-03-05,6,6,1
2014-03-06,6,19,0
2014-03-07,5,56,9
2014-03-08,3,8,2
2014-03-09,3,1,4
2014-03-10,2,5,21
2014-03-11,10,28,13
2014-03-12,8,15,23
2014-03-13,5,29,18
2014-03-14,1,4,11
2014-03-15,0,1,4
2014-03-16,1,0,0
2014-03-17,4,45,3
2014-03-18,4,9,5
2014-03-19,0,53,6
2014-03-20,2,23,2
2014-03-21,2,6,0
2014-03-22,2,0,3
2014-03-23,4,0,1
2014-03-24,2,47,4
2014-03-25,2,47,21
2014-03-26,7,19,10
2014-03-27,29,6,7
2014-03-28,5,12,9
2014-03-29,4,1,8
2014-03-30,0,0,0
2014-03-31,10,23,8
2014-04-01,18,36,2
2014-04-02,25,18,4
2014-04-03,20,9,3
2014-04-04,18,6,2
2014-04-05,1,3,0
2014-04-06,6,0,0
2014-04-07,12,2,3
2014-04-08,11,4,2
2014-04-09,23,3,0
2014-04-10,6,5,3
2014-04-11,5,16,0
2014-04-12,10,0,0
2014-04-13,9,0,0
2014-04-14,6,3,1
2014-04-15,8,3,3
2014-04-16,7,3,2
2014-04-17,6,45,0
2014-04-18,5,32,1
2014-04-19,0,0,0
2014-04-20,0,1,2
2014-04-21,0,11,14
2014-04-22,6,13,1
2014-04-23,12,59,1
2014-04-24,25,51,2
2014-04-25,7,12,3
2014-04-26,12,0,0
2014-04-27,8,0,1
2014-04-28,11,2,1
2014-04-29,15,22,0
2014-04-30,9,34,2
2014-05-01,6,1,1
2014-05-02,2,0,3
2014-05-03,10,0,0
2014-05-04,1,2,0
2014-05-05,9,18,5
2014-05-06,6,10,3
2014-05-07,5,24,15
2014-05-08,1,21,18
2014-05-09,4,3,18
2014-05-10,5,0,2
2014-05-11,1,0,7
2014-05-12,12,14,3
2014-05-13,10,8,8
2014-05-14,13,6,2
2014-05-15,12,18,0
2014-05-16,19,41,2
2014-05-17,5,0,1
2014-05-18,3,0,5
2014-05-19,6,31,14
2014-05-20,12,22,8
2014-05-21,10,207,10
2014-05-22,1,10,4
2014-05-23,2,9,6
2014-05-24,4,0,5
2014-05-25,1,0,1
2014-05-26,15,14,4
2014-05-27,7,9,6
2014-05-28,2,4,3
2014-05-29,3,27,4
2014-05-30,3,4,2
2014-05-31,5,0,1
2014-06-01,0,0,4
2014-06-02,3,24,5
2014-06-03,0,22,8
2014-06-04,3,14,12
2014-06-05,0,11,4
2014-06-06,2,5,0
2014-06-07,8,0,0
2014-06-08,5,0,0
2014-06-09,5,2,0
2014-06-10,6,39,13
2014-06-11,6,11,3
2014-06-12,8,0,3
2014-06-13,9,0,0
2014-06-14,3,0,0
2014-06-15,1,0,0
2014-06-16,2,4,0
2014-06-17,7,5,0
2014-06-18,4,50,0
2014-06-19,11,124,1
2014-06-20,15,26,1
2014-06-21,0,11,1
2014-06-22,4,0,0
2014-06-23,8,82,1
2014-06-24,3,45,0
2014-06-25,7,34,4
2014-06-26,3,29,1
2014-06-27,8,4,11
2014-06-28,0,0,5
2014-06-29,0,0,3
2014-06-30,2,2,0
2014-07-01,10,41,2
2014-07-02,9,9,5
2014-07-03,13,25,12
2014-07-04,19,2,16
2014-07-05,2,3,1
2014-07-06,2,0,1
2014-07-07,10,50,1
2014-07-08,6,28,10
2014-07-09,3,14,6
2014-07-10,10,99,3
2014-07-11,9,38,2
2014-07-12,0,0,2
2014-07-13,1,0,0
2014-07-14,1,10,7
2014-07-15,2,32,16
2014-07-16,5,25,1
2014-07-17,5,9,27
2014-07-18,0,18,10
2014-07-19,0,0,2
2014-07-20,3,0,5
2014-07-21,7,18,5
2014-07-22,8,10,3
2014-07-23,7,8,2
2014-07-24,7,3,0
2014-07-25,7,47,13
2014-07-26,0,0,0
2014-07-27,4,0,0
2014-07-28,9,34,0
2014-07-29,5,9,1
2014-07-30,15,11,1
2014-07-31,5,1,3
2014-08-01,5,0,0
2014-08-02,4,0,0
2014-08-03,0,0,0
2014-08-04,0,10,5
2014-08-05,2,6,0
2014-08-06,1,0,2
2014-08-07,0,29,8
2014-08-08,1,15,0
2014-08-09,1,3,1
2014-08-10,1,0,1
2014-08-11,8,3,19
2014-08-12,0,14,11
2014-08-13,2,52,1
2014-08-14,0,5,0
2014-08-15,5,5,1
2014-08-16,5,0,0
2014-08-17,1,0,0
2014-08-18,2,5,1
2014-08-19,1,12,11
2014-08-20,1,27,1
2014-08-21,3,13,1
2014-08-22,0,18,0
2014-08-23,0,2,0
2014-08-24,0,0,1
2014-08-25,0,13,4
2014-08-26,4,7,10
2014-08-27,7,43,2
2014-08-28,5,4,1
2014-08-29,2,19,0
2014-08-30,0,0,0
2014-08-31,0,0,0
2014-09-01,1,29,6
2014-09-02,5,11,19
2014-09-03,4,11,4
2014-09-04,9,0,3
2014-09-05,1,7,4
2014-09-06,6,7,0
2014-09-07,9,0,0
2014-09-08,4,6,5
2014-09-09,4,36,19
2014-09-10,0,18,4
2014-09-11,1,25,5
2014-09-12,0,9,4
2014-09-13,2,0,2
2014-09-14,0,0,0
2014-09-15,2,31,2
2014-09-16,2,18,10
2014-09-17,1,10,8
2014-09-18,8,19,5
2014-09-19,4,9,1
2014-09-20,0,0,0
2014-09-21,3,0,0
2014-09-22,2,3,7
2014-09-23,1,26,8
2014-09-24,2,23,1
2014-09-25,5,38,3
2014-09-26,2,41,0
2014-09-27,0,1,0
2014-09-28,1,24,2
