,nim-lang/Nim,golang/go,rust-lang/rust
2023-04-02,1,0,34
2023-04-03,2,7,105
2023-04-04,2,21,115
2023-04-05,0,16,91
2023-04-06,3,16,112
2023-04-07,1,20,70
2023-04-08,2,3,48
2023-04-09,0,0,85
2023-04-10,1,17,64
2023-04-11,7,30,101
2023-04-12,1,16,108
2023-04-13,4,16,99
2023-04-14,4,19,104
2023-04-15,0,0,47
2023-04-16,0,0,111
2023-04-17,10,11,90
2023-04-18,2,22,60
2023-04-19,5,12,83
2023-04-20,1,18,104
2023-04-21,7,24,94
2023-04-22,1,1,101
2023-04-23,3,0,70
2023-04-24,4,14,90
2023-04-25,1,9,93
2023-04-26,4,8,101
2023-04-27,0,8,109
2023-04-28,3,18,92
2023-04-29,3,0,95
2023-04-30,0,2,56
2023-05-01,1,7,64
2023-05-02,6,17,150
2023-05-03,4,20,68
2023-05-04,6,23,67
2023-05-05,4,23,120
2023-05-06,8,0,118
2023-05-07,2,0,64
2023-05-08,5,11,83
2023-05-09,4,16,70
2023-05-10,2,26,67
2023-05-11,12,28,72
2023-05-12,6,39,74
2023-05-13,0,1,63
2023-05-14,2,0,57
2023-05-15,2,9,79
2023-05-16,2,21,72
2023-05-17,2,29,54
2023-05-18,0,22,102
2023-05-19,4,45,39
2023-05-20,4,8,62
2023-05-21,3,0,44
2023-05-22,3,26,64
2023-05-23,5,57,75
2023-05-24,7,63,75
2023-05-25,3,29,105
2023-05-26,8,19,119
2023-05-27,11,3,46
2023-05-28,6,0,51
2023-05-29,4,0,66
2023-05-30,8,21,72
2023-05-31,4,27,80
2023-06-01,4,28,100
2023-06-02,2,10,105
2023-06-03,5,3,61
2023-06-04,7,1,53
2023-06-05,3,10,116
2023-06-06,8,23,67
2023-06-07,8,12,73
2023-06-08,8,11,76
2023-06-09,8,8,66
2023-06-10,4,2,72
2023-06-11,3,4,62
2023-06-12,3,12,108
2023-06-13,8,16,84
2023-06-14,2,9,102
2023-06-15,4,9,78
2023-06-16,9,16,81
2023-06-17,2,1,73
2023-06-18,1,0,58
2023-06-19,1,1,125
2023-06-20,3,9,107
2023-06-21,6,8,111
2023-06-22,2,5,85
2023-06-23,0,6,77
2023-06-24,3,2,55
2023-06-25,3,0,61
2023-06-26,2,7,62
2023-06-27,10,6,113
2023-06-28,3,3,101
2023-06-29,3,9,93
2023-06-30,3,1,99
2023-07-01,2,0,61
2023-07-02,3,0,72
2023-07-03,2,0,112
2023-07-04,2,3,67
2023-07-05,1,4,100
2023-07-06,3,6,69
2023-07-07,4,5,89
2023-07-08,0,0,83
2023-07-09,0,0,41
2023-07-10,3,4,103
2023-07-11,1,8,53
2023-07-12,0,6,81
2023-07-13,0,4,84
2023-07-14,3,3,92
2023-07-15,0,0,33
2023-07-16,2,0,74
2023-07-17,0,4,76
2023-07-18,2,10,84
2023-07-19,5,2,80
2023-07-20,2,32,96
2023-07-21,1,23,103
2023-07-22,8,0,94
2023-07-23,3,0,38
2023-07-24,2,5,100
2023-07-25,2,7,94
2023-07-26,1,14,83
2023-07-27,2,13,90
2023-07-28,0,8,78
2023-07-29,2,1,73
2023-07-30,2,0,103
2023-07-31,5,32,131
2023-08-01,3,16,87
2023-08-02,3,10,109
2023-08-03,3,19,96
2023-08-04,8,8,99
2023-08-05,4,3,70
2023-08-06,9,0,73
2023-08-07,5,39,88
2023-08-08,8,9,96
2023-08-09,12,11,73
2023-08-10,9,17,53
2023-08-11,8,16,72
2023-08-12,4,2,40
2023-08-13,0,0,49
2023-08-14,4,13,89
2023-08-15,4,22,98
2023-08-16,1,25,101
2023-08-17,8,33,57
2023-08-18,2,21,83
2023-08-19,5,8,47
2023-08-20,1,6,45
2023-08-21,2,22,67
2023-08-22,2,34,105
2023-08-23,3,14,60
2023-08-24,5,14,79
2023-08-25,3,20,56
2023-08-26,0,4,51
2023-08-27,3,0,46
2023-08-28,6,17,91
2023-08-29,5,23,70
2023-08-30,2,11,86
2023-08-31,4,7,62
2023-09-01,8,15,73
2023-09-02,3,2,72
2023-09-03,2,3,76
2023-09-04,3,4,34
2023-09-05,2,9,75
2023-09-06,3,12,88
2023-09-07,5,26,71
2023-09-08,3,34,103
2023-09-09,3,2,46
2023-09-10,5,1,64
2023-09-11,3,17,91
2023-09-12,0,25,67
2023-09-13,1,26,52
2023-09-14,4,18,85
2023-09-15,1,14,66
2023-09-16,1,0,65
2023-09-17,1,1,44
2023-09-18,8,14,91
2023-09-19,3,11,77
2023-09-20,4,18,72
2023-09-21,3,5,83
2023-09-22,1,7,124
2023-09-23,3,1,63
2023-09-24,1,0,62
2023-09-25,3,10,80
2023-09-26,3,1,54
2023-09-27,3,10,35
2023-09-28,5,8,112
2023-09-29,1,5,68
2023-09-30,6,3,46
2023-10-01,2,0,52
2023-10-02,1,11,100
2023-10-03,3,16,82
2023-10-04,2,11,85
2023-10-05,0,7,105
2023-10-06,1,13,113
2023-10-07,2,2,39
2023-10-08,3,1,53
2023-10-09,1,18,111
2023-10-10,0,9,90
2023-10-11,8,12,69
2023-10-12,1,10,67
2023-10-13,2,12,55
2023-10-14,0,3,72
2023-10-15,2,0,71
2023-10-16,3,1,83
2023-10-17,0,6,97
2023-10-18,1,26,78
2023-10-19,1,17,83
2023-10-20,3,6,66
2023-10-21,1,1,118
2023-10-22,0,0,78
2023-10-23,3,9,113
2023-10-24,1,7,87
2023-10-25,1,10,163
2023-10-26,2,6,75
2023-10-27,2,3,101
2023-10-28,0,0,61
2023-10-29,4,0,101
2023-10-30,3,18,114
2023-10-31,2,15,88
2023-11-01,2,10,47
2023-11-02,1,22,108
2023-11-03,1,7,53
2023-11-04,4,0,78
2023-11-05,2,1,34
2023-11-06,3,17,37
2023-11-07,2,15,63
2023-11-08,0,20,85
2023-11-09,1,21,49
2023-11-10,1,11,50
2023-11-11,0,1,38
2023-11-12,0,0,67
2023-11-13,0,8,73
2023-11-14,2,13,58
2023-11-15,2,15,90
2023-11-16,1,20,115
2023-11-17,3,26,75
2023-11-18,3,0,48
2023-11-19,3,7,65
2023-11-20,3,16,82
2023-11-21,0,66,93
2023-11-22,2,17,103
2023-11-23,0,1,77
2023-11-24,2,0,98
2023-11-25,2,0,116
2023-11-26,1,0,96
2023-11-27,1,7,75
2023-11-28,2,7,101
2023-11-29,3,7,81
2023-11-30,6,5,69
2023-12-01,1,12,70
2023-12-02,3,1,88
2023-12-03,0,0,55
2023-12-04,3,5,121
2023-12-05,1,19,122
2023-12-06,2,19,74
2023-12-07,2,9,76
2023-12-08,0,10,136
2023-12-09,0,2,55
2023-12-10,0,0,76
2023-12-11,0,14,84
2023-12-12,3,14,121
2023-12-13,5,8,62
2023-12-14,5,12,88
2023-12-15,6,6,115
2023-12-16,1,0,57
2023-12-17,4,0,39
2023-12-18,5,11,139
2023-12-19,4,9,96
2023-12-20,1,2,68
2023-12-21,3,4,55
2023-12-22,2,0,64
2023-12-23,1,0,93
2023-12-24,3,0,46
2023-12-25,2,0,28
2023-12-26,0,1,60
2023-12-27,0,3,39
2023-12-28,1,0,62
2023-12-29,2,0,53
2023-12-30,1,2,51
2023-12-31,3,0,45
2024-01-01,1,0,33
2024-01-02,2,0,63
2024-01-03,1,4,99
2024-01-04,0,4,129
2024-01-05,3,3,121
2024-01-06,1,0,87
2024-01-07,1,0,110
2024-01-08,2,5,93
2024-01-09,1,5,119
2024-01-10,0,3,73
2024-01-11,5,4,118
2024-01-12,1,3,70
2024-01-13,2,1,71
2024-01-14,0,0,75
2024-01-15,2,2,67
2024-01-16,0,1,90
2024-01-17,1,7,71
2024-01-18,12,2,98
2024-01-19,4,4,131
2024-01-20,1,0,81
2024-01-21,0,0,80
2024-01-22,3,21,122
2024-01-23,3,16,87
2024-01-24,0,14,57
2024-01-25,1,10,85
2024-01-26,4,13,117
2024-01-27,1,2,57
2024-01-28,1,0,50
2024-01-29,1,8,71
2024-01-30,1,15,114
2024-01-31,1,11,81
2024-02-01,1,12,33
2024-02-02,1,8,52
2024-02-03,0,0,42
2024-02-04,0,0,54
2024-02-05,3,8,80
2024-02-06,1,4,83
2024-02-07,0,13,91
2024-02-08,1,18,122
2024-02-09,3,10,161
2024-02-10,1,4,86
2024-02-11,1,0,113
2024-02-12,0,6,141
2024-02-13,2,9,151
2024-02-14,0,5,100
2024-02-15,1,4,107
2024-02-16,0,16,114
2024-02-17,0,3,119
2024-02-18,0,0,87
2024-02-19,1,8,128
2024-02-20,6,21,120
2024-02-21,1,18,125
2024-02-22,1,8,115
2024-02-23,1,11,93
2024-02-24,2,3,73
2024-02-25,0,0,94
2024-02-26,4,24,126
2024-02-27,0,25,134
2024-02-28,0,42,109
2024-02-29,0,17,161
2024-03-01,0,3,120
2024-03-02,0,1,73
2024-03-03,10,0,87
2024-03-04,4,28,117
2024-03-05,2,5,162
2024-03-06,2,9,127
2024-03-07,0,17,105
2024-03-08,1,28,110
2024-03-09,4,7,114
2024-03-10,0,2,112
2024-03-11,2,15,137
2024-03-12,0,5,126
2024-03-13,0,9,107
2024-03-14,4,21,160
2024-03-15,2,19,91
2024-03-16,3,2,77
2024-03-17,0,1,117
2024-03-18,1,15,111
2024-03-19,0,13,124
2024-03-20,0,11,98
2024-03-21,2,18,126
2024-03-22,0,10,165
2024-03-23,0,2,114
2024-03-24,0,0,109
2024-03-25,2,15,112
2024-03-26,0,14,98
2024-03-27,1,8,123
2024-03-28,3,8,85
2024-03-29,1,13,59
2024-03-30,0,2,64
2024-03-31,0,1,77
2024-04-01,0,5,81
2024-04-02,3,18,83
2024-04-03,3,10,109
2024-04-04,2,9,103
2024-04-05,3,10,87
2024-04-06,1,0,95
2024-04-07,0,1,55
2024-04-08,0,11,115
2024-04-09,2,8,86
2024-04-10,1,8,96
2024-04-11,2,10,118
2024-04-12,1,5,83
2024-04-13,2,0,56
2024-04-14,0,4,91
2024-04-15,2,15,144
2024-04-16,1,10,177
2024-04-17,1,8,105
2024-04-18,10,15,77
2024-04-19,1,17,99
2024-04-20,0,0,98
2024-04-21,1,0,70
2024-04-22,3,16,78
2024-04-23,0,7,90
2024-04-24,3,8,97
2024-04-25,0,12,82
2024-04-26,3,14,62
2024-04-27,0,3,66
2024-04-28,1,0,73
2024-04-29,1,5,87
2024-04-30,0,9,78
2024-05-01,1,2,42
2024-05-02,1,5,115
2024-05-03,1,12,100
2024-05-04,1,4,139
2024-05-05,0,4,75
2024-05-06,0,12,82
2024-05-07,2,16,41
2024-05-08,8,17,80
2024-05-09,0,19,78
2024-05-10,7,10,80
2024-05-11,0,3,125
2024-05-12,0,1,84
2024-05-13,0,22,81
2024-05-14,4,14,78
2024-05-15,2,22,83
2024-05-16,2,26,66
2024-05-17,2,17,72
2024-05-18,0,3,59
2024-05-19,0,0,79
2024-05-20,1,20,130
2024-05-21,1,26,92
2024-05-22,1,52,88
2024-05-23,3,34,123
2024-05-24,1,19,92
2024-05-25,0,0,58
2024-05-26,0,0,50
2024-05-27,4,0,77
2024-05-28,1,3,86
2024-05-29,1,9,111
2024-05-30,1,17,76
2024-05-31,1,5,53
2024-06-01,0,0,46
2024-06-02,5,0,50
2024-06-03,1,2,70
2024-06-04,2,11,129
2024-06-05,4,8,147
2024-06-06,1,5,95
2024-06-07,2,14,123
2024-06-08,1,0,66
2024-06-09,1,0,95
2024-06-10,2,5,63
2024-06-11,1,13,133
2024-06-12,3,5,136
2024-06-13,0,10,143
2024-06-14,3,5,87
2024-06-15,2,0,64
2024-06-16,0,1,91
2024-06-17,1,3,102
2024-06-18,5,10,106
2024-06-19,3,0,146
2024-06-20,0,2,87
2024-06-21,1,13,118
2024-06-22,1,1,84
2024-06-23,0,1,80
2024-06-24,2,8,122
2024-06-25,1,3,101
2024-06-26,2,3,55
2024-06-27,0,2,70
2024-06-28,0,3,110
2024-06-29,4,0,98
2024-06-30,1,0,93
2024-07-01,5,5,87
2024-07-02,2,2,120
2024-07-03,3,5,89
2024-07-04,0,0,118
2024-07-05,0,2,113
2024-07-06,3,0,99
2024-07-07,1,3,164
2024-07-08,2,2,96
2024-07-09,4,3,75
2024-07-10,1,3,77
2024-07-11,3,5,56
2024-07-12,4,3,102
2024-07-13,0,0,46
2024-07-14,0,0,65
2024-07-15,2,4,100
2024-07-16,4,13,117
2024-07-17,7,7,152
2024-07-18,2,0,141
2024-07-19,2,1,150
2024-07-20,4,0,76
2024-07-21,0,0,50
2024-07-22,5,18,129
2024-07-23,3,16,76
2024-07-24,5,13,95
2024-07-25,1,9,139
2024-07-26,2,19,119
2024-07-27,0,4,81
2024-07-28,0,0,71
2024-07-29,1,20,133
2024-07-30,0,22,94
2024-07-31,0,21,85
2024-08-01,1,14,80
2024-08-02,0,13,57
2024-08-03,1,7,102
2024-08-04,0,0,61
2024-08-05,0,3,129
2024-08-06,0,8,94
2024-08-07,0,19,135
2024-08-08,0,6,108
2024-08-09,1,13,96
2024-08-10,1,3,104
2024-08-11,10,0,57
2024-08-12,6,9,141
2024-08-13,2,5,135
2024-08-14,1,14,82
2024-08-15,2,9,62
2024-08-16,3,8,68
2024-08-17,4,1,72
2024-08-18,1,0,72
2024-08-19,1,6,70
2024-08-20,12,23,65
2024-08-21,2,14,67
2024-08-22,5,10,84
2024-08-23,2,8,63
2024-08-24,0,2,84
2024-08-25,2,0,83
2024-08-26,1,8,73
2024-08-27,4,11,117
2024-08-28,6,4,85
2024-08-29,4,5,105
2024-08-30,2,11,62
2024-08-31,0,1,100
2024-09-01,0,1,60
2024-09-02,4,0,86
2024-09-03,5,36,88
2024-09-04,5,35,36
2024-09-05,3,24,96
2024-09-06,6,23,92
2024-09-07,0,1,65
2024-09-08,5,0,49
2024-09-09,11,4,121
2024-09-10,1,9,74
2024-09-11,3,17,94
2024-09-12,0,9,88
2024-09-13,1,15,66
2024-09-14,2,0,61
2024-09-15,1,2,85
2024-09-16,4,9,55
2024-09-17,6,6,96
2024-09-18,7,9,91
2024-09-19,4,1,114
2024-09-20,2,4,71
2024-09-21,0,0,77
2024-09-22,4,0,88
2024-09-23,2,13,114
2024-09-24,0,14,139
2024-09-25,1,9,96
2024-09-26,3,16,65
2024-09-27,12,11,101
2024-09-28,0,2,83
2024-09-29,3,1,74
2024-09-30,5,17,63
2024-10-01,2,8,74
2024-10-02,2,15,62
2024-10-03,4,10,92
2024-10-04,0,5,87
2024-10-05,0,0,90
2024-10-06,11,0,85
2024-10-07,6,22,91
2024-10-08,2,5,78
2024-10-09,2,7,86
2024-10-10,2,5,93
2024-10-11,6,5,73
2024-10-12,6,1,75
2024-10-13,6,0,76
2024-10-14,5,7,98
2024-10-15,3,1,80
2024-10-16,2,2,79
2024-10-17,1,3,77
2024-10-18,8,7,84
2024-10-19,4,1,88
2024-10-20,1,0,80
2024-10-21,0,37,65
2024-10-22,2,9,111
2024-10-23,3,20,96
2024-10-24,1,16,94
2024-10-25,8,13,79
2024-10-26,6,1,86
2024-10-27,0,0,61
2024-10-28,2,25,137
2024-10-29,3,15,95
2024-10-30,4,18,97
2024-10-31,3,13,99
2024-11-01,4,14,105
2024-11-02,1,3,106
2024-11-03,3,1,98
2024-11-04,0,7,96
2024-11-05,3,15,70
2024-11-06,2,10,34
2024-11-07,0,12,97
2024-11-08,2,10,70
2024-11-09,2,0,69
2024-11-10,2,0,77
2024-11-11,1,10,63
2024-11-12,5,8,93
2024-11-13,0,21,58
2024-11-14,1,18,76
2024-11-15,4,16,60
2024-11-16,2,9,41
2024-11-17,1,11,43
2024-11-18,2,45,97
2024-11-19,3,96,113
2024-11-20,0,48,63
2024-11-21,4,43,66
2024-11-22,3,33,60
2024-11-23,4,3,74
2024-11-24,0,0,71
2024-11-25,2,3,74
2024-11-26,2,5,77
2024-11-27,4,11,63
2024-11-28,0,2,109
2024-11-29,0,0,62
2024-11-30,0,8,79
2024-12-01,0,0,66
2024-12-02,2,4,108
2024-12-03,3,11,88
2024-12-04,6,9,113
2024-12-05,2,12,122
2024-12-06,3,13,98
2024-12-07,1,2,40
2024-12-08,0,1,70
2024-12-09,1,5,89
2024-12-10,1,3,109
2024-12-11,3,12,110
2024-12-12,3,7,111
2024-12-13,5,6,85
2024-12-14,0,0,101
2024-12-15,0,0,75
2024-12-16,3,6,72
2024-12-17,5,16,88
2024-12-18,0,5,120
2024-12-19,0,5,81
2024-12-20,4,2,86
2024-12-21,0,2,81
2024-12-22,2,1,87
2024-12-23,2,4,51
2024-12-24,1,1,40
2024-12-25,5,0,40
2024-12-26,0,1,52
2024-12-27,1,4,85
2024-12-28,3,1,70
2024-12-29,0,0,104
2024-12-30,1,10,70
2024-12-31,1,0,107
2025-01-01,0,1,71
2025-01-02,2,7,66
2025-01-03,0,10,82
2025-01-04,0,0,45
2025-01-05,1,0,61
2025-01-06,1,3,120
2025-01-07,0,11,116
2025-01-08,0,12,92
2025-01-09,3,5,95
2025-01-10,0,2,116
2025-01-11,0,0,86
2025-01-12,0,0,130
2025-01-13,1,7,84
2025-01-14,0,6,98
2025-01-15,1,0,121
2025-01-16,1,6,94
2025-01-17,1,3,52
2025-01-18,0,0,70
2025-01-19,1,0,72
2025-01-20,1,1,115
2025-01-21,0,2,101
2025-01-22,2,5,108
2025-01-23,1,0,120
2025-01-24,2,0,146
2025-01-25,1,0,90
2025-01-26,0,0,108
2025-01-27,2,7,115
2025-01-28,0,7,127
2025-01-29,0,5,108
2025-01-30,1,1,125
2025-01-31,2,2,113
2025-02-01,0,0,94
2025-02-02,0,0,89
2025-02-03,2,36,134
2025-02-04,0,9,88
2025-02-05,1,15,107
2025-02-06,1,10,132
2025-02-07,0,24,135
2025-02-08,0,5,61
2025-02-09,0,1,76
2025-02-10,1,28,117
2025-02-11,0,16,119
2025-02-12,0,10,123
2025-02-13,0,28,120
2025-02-14,2,17,124
2025-02-15,0,10,118
2025-02-16,0,3,90
2025-02-17,0,0,111
2025-02-18,2,12,101
2025-02-19,5,19,114
2025-02-20,0,15,111
2025-02-21,0,5,96
2025-02-22,1,9,83
2025-02-23,0,5,90
2025-02-24,0,6,194
2025-02-25,5,28,93
2025-02-26,3,16,97
2025-02-27,5,13,89
2025-02-28,1,8,116
2025-03-01,0,5,97
2025-03-02,0,0,60
2025-03-03,0,10,125
2025-03-04,0,16,90
2025-03-05,1,14,130
2025-03-06,0,23,142
2025-03-07,1,8,109
2025-03-08,0,0,72
2025-03-09,0,0,61
2025-03-10,2,16,161
2025-03-11,8,21,108
2025-03-12,4,25,114
2025-03-13,0,17,102
2025-03-14,0,9,101
2025-03-15,1,9,78
2025-03-16,0,2,137
2025-03-17,0,11,123
2025-03-18,1,9,86
2025-03-19,1,12,83
2025-03-20,0,22,77
2025-03-21,0,10,110
2025-03-22,2,3,70
2025-03-23,1,0,63
2025-03-24,2,10,118
2025-03-25,5,13,97
2025-03-26,1,6,85
2025-03-27,0,10,92
2025-03-28,2,8,89
2025-03-29,2,2,51
2025-03-30,0,0,47
2025-03-31,0,5,71
2025-04-01,1,6,89
2025-04-02,2,5,103
2025-04-03,5,12,106
2025-04-04,0,10,95
2025-04-05,0,1,55
2025-04-06,0,1,55
2025-04-07,0,13,98
2025-04-08,3,10,92
2025-04-09,0,9,98
2025-04-10,1,7,131
2025-04-11,5,10,102
2025-04-12,8,1,71
2025-04-13,1,1,77
2025-04-14,0,7,121
2025-04-15,1,12,126
2025-04-16,5,12,126
2025-04-17,1,2,132
2025-04-18,2,9,93
2025-04-19,0,7,90
2025-04-20,1,1,105
2025-04-21,4,4,81
2025-04-22,1,8,102
2025-04-23,0,7,72
2025-04-24,2,10,103
2025-04-25,0,7,86
2025-04-26,0,1,65
2025-04-27,0,0,49
2025-04-28,1,1,99
2025-04-29,3,4,110
2025-04-30,2,7,81
2025-05-01,1,8,85
2025-05-02,0,9,86
2025-05-03,0,0,66
2025-05-04,1,1,41
2025-05-05,1,5,115
2025-05-06,4,11,95
2025-05-07,0,12,95
2025-05-08,0,18,91
2025-05-09,0,14,71
2025-05-10,2,0,56
2025-05-11,4,0,40
2025-05-12,0,15,65
2025-05-13,0,13,27
2025-05-14,2,11,49
2025-05-15,1,16,60
2025-05-16,1,11,73
2025-05-17,1,1,70
2025-05-18,0,0,75
2025-05-19,1,24,93
2025-05-20,0,41,97
2025-05-21,0,84,122
2025-05-22,0,15,84
2025-05-23,3,5,77
2025-05-24,0,4,77
2025-05-25,0,0,66
2025-05-26,1,0,112
2025-05-27,1,13,128
2025-05-28,0,7,129
2025-05-29,0,15,113
2025-05-30,0,7,107
2025-05-31,2,0,92
2025-06-01,0,0,48
2025-06-02,0,9,113
2025-06-03,0,6,151
2025-06-04,0,6,109
2025-06-05,2,1,93
2025-06-06,2,2,66
2025-06-07,0,1,77
2025-06-08,1,0,54
2025-06-09,1,6,120
2025-06-10,1,10,92
2025-06-11,1,2,88
2025-06-12,2,2,127
2025-06-13,0,4,121
2025-06-14,0,0,98
2025-06-15,0,0,62
2025-06-16,2,4,138
2025-06-17,0,1,127
2025-06-18,1,3,102
2025-06-19,0,0,101
2025-06-20,0,4,116
2025-06-21,1,0,71
2025-06-22,0,0,68
2025-06-23,0,4,108
2025-06-24,0,9,99
2025-06-25,2,5,97
2025-06-26,0,1,93
2025-06-27,3,7,104
2025-06-28,0,1,87
2025-06-29,0,1,83
2025-06-30,0,11,116
2025-07-01,1,6,127
2025-07-02,0,2,87
2025-07-03,0,1,124
2025-07-04,0,1,132
2025-07-05,0,0,83
2025-07-06,0,0,99
2025-07-07,0,6,122
2025-07-08,2,4,114
2025-07-09,0,2,94
2025-07-10,1,2,128
2025-07-11,0,8,105
2025-07-12,0,0,62
2025-07-13,1,0,80
2025-07-14,4,2,87
2025-07-15,0,8,107
2025-07-16,0,5,93
2025-07-17,1,1,115
2025-07-18,4,2,136
2025-07-19,1,1,81
2025-07-20,0,1,74
2025-07-21,0,3,101
2025-07-22,0,4,90
2025-07-23,2,5,82
