,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2018-10-15,20,0,0.0
2018-10-16,32,0,0.0
2018-10-17,26,0,3.0
2018-10-18,22,0,3.0
2018-10-19,34,0,0.0
2018-10-20,16,0,0.0
2018-10-21,3,0,4.0
2018-10-22,19,0,0.0
2018-10-23,44,0,0.0
2018-10-24,37,0,0.0
2018-10-25,36,0,0.0
2018-10-26,38,0,0.0
2018-10-27,3,0,0.0
2018-10-28,3,0,0.0
2018-10-29,31,0,0.0
2018-10-30,35,0,0.0
2018-10-31,24,0,0.0
2018-11-01,27,0,0.0
2018-11-02,26,0,0.0
2018-11-03,2,0,0.0
2018-11-04,2,0,0.0
2018-11-05,21,0,0.0
2018-11-06,30,0,0.0
2018-11-07,26,0,0.0
2018-11-08,39,0,0.0
2018-11-09,17,0,0.0
2018-11-10,3,0,0.0
2018-11-11,1,0,0.0
2018-11-12,19,0,0.0
2018-11-13,29,0,0.0
2018-11-14,26,0,0.0
2018-11-15,24,0,0.0
2018-11-16,23,0,0.0
2018-11-17,3,0,0.0
2018-11-18,1,0,0.0
2018-11-19,23,0,0.0
2018-11-20,24,0,0.0
2018-11-21,39,0,0.0
2018-11-22,13,0,0.0
2018-11-23,15,0,0.0
2018-11-24,3,0,0.0
2018-11-25,1,0,0.0
2018-11-26,30,0,0.0
2018-11-27,41,0,0.0
2018-11-28,30,0,0.0
2018-11-29,38,0,0.0
2018-11-30,32,0,0.0
2018-12-01,5,0,0.0
2018-12-02,2,0,22.0
2018-12-03,22,0,0.0
2018-12-04,23,0,0.0
2018-12-05,38,0,0.0
2018-12-06,28,0,11.0
2018-12-07,38,0,8.0
2018-12-08,4,0,0.0
2018-12-09,7,0,5.0
2018-12-10,27,0,10.0
2018-12-11,38,0,4.0
2018-12-12,27,0,0.0
2018-12-13,29,0,3.0
2018-12-14,33,0,0.0
2018-12-15,3,0,2.0
2018-12-16,2,0,0.0
2018-12-17,29,0,4.0
2018-12-18,42,0,4.0
2018-12-19,52,0,2.0
2018-12-20,24,0,0.0
2018-12-21,17,0,0.0
2018-12-22,5,0,0.0
2018-12-23,9,0,0.0
2018-12-24,6,0,4.0
2018-12-25,0,0,0.0
2018-12-26,0,0,0.0
2018-12-27,8,0,3.0
2018-12-28,11,0,4.0
2018-12-29,0,0,7.0
2018-12-30,0,0,0.0
2018-12-31,7,0,13.0
2019-01-01,1,0,6.0
2019-01-02,23,0,5.0
2019-01-03,25,0,0.0
2019-01-04,19,0,0.0
2019-01-05,2,0,1.0
2019-01-06,1,0,21.0
2019-01-07,32,0,1.0
2019-01-08,21,0,4.0
2019-01-09,36,0,3.0
2019-01-10,30,0,12.0
2019-01-11,35,0,0.0
2019-01-12,3,0,6.0
2019-01-13,3,0,0.0
2019-01-14,22,0,5.0
2019-01-15,43,0,1.0
2019-01-16,23,0,2.0
2019-01-17,20,0,0.0
2019-01-18,29,0,0.0
2019-01-19,2,0,0.0
2019-01-20,3,0,0.0
2019-01-21,22,0,0.0
2019-01-22,30,0,0.0
2019-01-23,32,0,1.0
2019-01-24,46,0,1.0
2019-01-25,45,0,4.0
2019-01-26,6,0,0.0
2019-01-27,6,0,0.0
2019-01-28,25,0,2.0
2019-01-29,32,0,0.0
2019-01-30,46,0,2.0
2019-01-31,43,0,0.0
2019-02-01,56,0,0.0
2019-02-02,10,0,7.0
2019-02-03,8,0,8.0
2019-02-04,37,0,0.0
2019-02-05,50,0,0.0
2019-02-06,19,0,5.0
2019-02-07,0,0,4.0
2019-02-08,18,0,0.0
2019-02-09,8,2,0.0
2019-02-10,1,0,2.0
2019-02-11,32,0,6.0
2019-02-12,25,0,5.0
2019-02-13,15,0,3.0
2019-02-14,21,0,0.0
2019-02-15,38,0,0.0
2019-02-16,8,0,0.0
2019-02-17,1,0,8.0
2019-02-18,27,0,4.0
2019-02-19,35,0,0.0
2019-02-20,38,0,1.0
2019-02-21,20,0,14.0
2019-02-22,22,0,10.0
2019-02-23,2,0,6.0
2019-02-24,0,0,4.0
2019-02-25,24,0,2.0
2019-02-26,17,0,0.0
2019-02-27,31,0,0.0
2019-02-28,17,0,0.0
2019-03-01,17,0,0.0
2019-03-02,3,0,0.0
2019-03-03,1,0,0.0
2019-03-04,35,0,0.0
2019-03-05,26,0,6.0
2019-03-06,19,0,0.0
2019-03-07,20,0,0.0
2019-03-08,23,0,0.0
2019-03-09,3,0,0.0
2019-03-10,3,0,4.0
2019-03-11,18,0,0.0
2019-03-12,22,0,0.0
2019-03-13,17,0,0.0
2019-03-14,21,0,0.0
2019-03-15,27,0,0.0
2019-03-16,5,0,0.0
2019-03-17,5,0,0.0
2019-03-18,23,0,0.0
2019-03-19,23,0,0.0
2019-03-20,28,0,0.0
2019-03-21,28,0,0.0
2019-03-22,18,0,0.0
2019-03-23,10,0,0.0
2019-03-24,0,0,3.0
2019-03-25,9,0,0.0
2019-03-26,28,0,0.0
2019-03-27,38,0,0.0
2019-03-28,30,0,0.0
2019-03-29,24,0,0.0
2019-03-30,6,0,0.0
2019-03-31,1,0,0.0
2019-04-01,26,0,0.0
2019-04-02,22,0,0.0
2019-04-03,22,0,0.0
2019-04-04,27,0,0.0
2019-04-05,24,0,0.0
2019-04-06,3,0,0.0
2019-04-07,5,0,0.0
2019-04-08,32,0,0.0
2019-04-09,25,0,0.0
2019-04-10,25,0,0.0
2019-04-11,17,0,0.0
2019-04-12,16,0,0.0
2019-04-13,0,0,1.0
2019-04-14,2,0,0.0
2019-04-15,14,0,1.0
2019-04-16,21,0,0.0
2019-04-17,23,0,0.0
2019-04-18,23,0,0.0
2019-04-19,23,0,0.0
2019-04-20,3,0,0.0
2019-04-21,0,0,0.0
