,moby/moby,containerd/containerd,canonical/lxd
2020-08-16,1.0,1,0
2020-08-17,4.0,6,9
2020-08-18,3.0,0,17
2020-08-19,1.0,1,9
2020-08-20,2.0,6,7
2020-08-21,1.0,4,4
2020-08-22,0.0,1,2
2020-08-23,0.0,2,1
2020-08-24,0.0,14,20
2020-08-25,0.0,8,23
2020-08-26,0.0,3,29
2020-08-27,1.0,4,28
2020-08-28,0.0,0,6
2020-08-29,0.0,0,0
2020-08-30,0.0,0,1
2020-08-31,6.0,1,2
2020-09-01,2.0,2,2
2020-09-02,0.0,5,17
2020-09-03,0.0,9,4
2020-09-04,0.0,3,7
2020-09-05,0.0,0,0
2020-09-06,0.0,2,0
2020-09-07,0.0,1,0
2020-09-08,2.0,2,2
2020-09-09,2.0,2,6
2020-09-10,6.0,8,0
2020-09-11,10.0,5,4
2020-09-12,21.0,2,1
2020-09-13,1.0,0,0
2020-09-14,4.0,2,118
2020-09-15,6.0,8,10
2020-09-16,3.0,3,17
2020-09-17,10.0,4,20
2020-09-18,6.0,7,8
2020-09-19,3.0,0,1
2020-09-20,2.0,1,2
2020-09-21,4.0,3,43
2020-09-22,3.0,7,28
2020-09-23,2.0,3,19
2020-09-24,3.0,9,31
2020-09-25,3.0,3,52
2020-09-26,1.0,2,1
2020-09-27,0.0,0,1
2020-09-28,3.0,3,2
2020-09-29,9.0,2,13
2020-09-30,1.0,4,38
2020-10-01,7.0,8,26
2020-10-02,4.0,1,5
2020-10-03,1.0,2,3
2020-10-04,0.0,0,7
2020-10-05,9.0,0,8
2020-10-06,1.0,5,36
2020-10-07,6.0,14,30
2020-10-08,0.0,9,24
2020-10-09,2.0,2,19
2020-10-10,0.0,3,0
2020-10-11,0.0,0,0
2020-10-12,1.0,5,2
2020-10-13,0.0,5,14
2020-10-14,0.0,7,8
2020-10-15,3.0,8,52
2020-10-16,7.0,2,21
2020-10-17,0.0,0,1
2020-10-18,0.0,0,1
2020-10-19,3.0,3,27
2020-10-20,6.0,4,26
2020-10-21,1.0,0,27
2020-10-22,2.0,2,22
2020-10-23,0.0,0,1
2020-10-24,1.0,0,0
2020-10-25,0.0,0,0
2020-10-26,1.0,6,4
2020-10-27,3.0,4,13
2020-10-28,13.0,4,50
2020-10-29,7.0,6,20
2020-10-30,3.0,3,13
2020-10-31,4.0,3,2
2020-11-01,0.0,1,2
2020-11-02,1.0,2,4
2020-11-03,6.0,5,16
2020-11-04,1.0,2,25
2020-11-05,9.0,1,11
2020-11-06,6.0,2,4
2020-11-07,0.0,0,1
2020-11-08,6.0,0,14
2020-11-09,5.0,4,54
2020-11-10,13.0,12,17
2020-11-11,1.0,13,17
2020-11-12,2.0,1,6
2020-11-13,2.0,3,24
2020-11-14,7.0,0,57
2020-11-15,0.0,0,2
2020-11-16,2.0,4,20
2020-11-17,5.0,6,5
2020-11-18,4.0,3,57
2020-11-19,8.0,7,30
2020-11-20,1.0,0,0
2020-11-21,1.0,0,0
2020-11-22,0.0,1,4
2020-11-23,1.0,2,11
2020-11-24,5.0,2,71
2020-11-25,1.0,2,10
2020-11-26,1.0,0,19
2020-11-27,1.0,0,8
2020-11-28,1.0,0,6
2020-11-29,0.0,0,0
2020-11-30,4.0,22,1
2020-12-01,0.0,5,19
2020-12-02,2.0,7,5
2020-12-03,3.0,2,26
2020-12-04,2.0,8,73
2020-12-05,2.0,0,0
2020-12-06,0.0,1,0
2020-12-07,2.0,6,18
2020-12-08,0.0,3,17
2020-12-09,1.0,7,34
2020-12-10,6.0,1,17
2020-12-11,6.0,7,18
2020-12-12,0.0,2,5
2020-12-13,1.0,0,0
2020-12-14,0.0,7,39
2020-12-15,12.0,4,17
2020-12-16,4.0,5,9
2020-12-17,1.0,3,21
2020-12-18,6.0,2,12
2020-12-19,1.0,2,0
2020-12-20,0.0,0,0
2020-12-21,1.0,1,0
2020-12-22,6.0,5,0
2020-12-23,4.0,5,0
2020-12-24,1.0,2,0
2020-12-25,1.0,0,0
2020-12-26,0.0,0,0
2020-12-27,0.0,0,0
2020-12-28,0.0,3,0
2020-12-29,0.0,1,2
2020-12-30,0.0,0,0
2020-12-31,0.0,2,0
2021-01-01,0.0,0,2
2021-01-02,0.0,0,0
2021-01-03,0.0,2,0
2021-01-04,3.0,6,16
2021-01-05,3.0,4,28
2021-01-06,0.0,3,19
2021-01-07,2.0,1,28
2021-01-08,3.0,9,9
2021-01-09,0.0,0,2
2021-01-10,0.0,0,0
2021-01-11,1.0,4,2
2021-01-12,7.0,15,7
2021-01-13,3.0,3,5
2021-01-14,4.0,2,2
2021-01-15,2.0,1,8
2021-01-16,0.0,0,1
2021-01-17,0.0,0,0
2021-01-18,0.0,1,41
2021-01-19,2.0,5,17
2021-01-20,1.0,3,15
2021-01-21,6.0,4,14
2021-01-22,2.0,15,36
2021-01-23,2.0,2,2
2021-01-24,0.0,4,2
2021-01-25,3.0,1,7
2021-01-26,4.0,4,6
2021-01-27,6.0,2,22
2021-01-28,7.0,2,12
2021-01-29,1.0,1,13
2021-01-30,0.0,0,0
2021-01-31,0.0,1,0
2021-02-01,3.0,5,28
2021-02-02,10.0,4,9
2021-02-03,1.0,2,1
2021-02-04,2.0,14,11
2021-02-05,2.0,10,3
2021-02-06,1.0,1,6
2021-02-07,0.0,0,0
2021-02-08,0.0,1,66
2021-02-09,2.0,2,50
2021-02-10,4.0,8,39
2021-02-11,5.0,0,20
2021-02-12,2.0,1,9
2021-02-13,1.0,0,5
2021-02-14,0.0,0,8
2021-02-15,3.0,0,18
2021-02-16,5.0,0,30
2021-02-17,5.0,2,19
2021-02-18,8.0,9,20
2021-02-19,1.0,3,25
2021-02-20,1.0,1,0
2021-02-21,0.0,0,0
2021-02-22,5.0,2,2
2021-02-23,7.0,1,13
2021-02-24,4.0,4,12
2021-02-25,7.0,13,10
2021-02-26,1.0,4,3
2021-02-27,2.0,0,2
2021-02-28,1.0,0,2
2021-03-01,1.0,8,48
2021-03-02,3.0,0,23
2021-03-03,0.0,11,7
2021-03-04,1.0,6,21
2021-03-05,0.0,6,34
2021-03-06,0.0,0,0
2021-03-07,0.0,1,0
2021-03-08,2.0,8,11
2021-03-09,3.0,5,3
2021-03-10,1.0,7,16
2021-03-11,3.0,12,32
2021-03-12,2.0,13,14
2021-03-13,0.0,7,3
2021-03-14,3.0,6,3
2021-03-15,0.0,22,9
2021-03-16,2.0,15,15
2021-03-17,0.0,7,7
2021-03-18,8.0,8,43
2021-03-19,2.0,12,11
2021-03-20,1.0,4,0
2021-03-21,0.0,0,3
2021-03-22,7.0,6,7
2021-03-23,4.0,12,21
2021-03-24,7.0,10,3
2021-03-25,0.0,15,1
2021-03-26,2.0,3,9
2021-03-27,0.0,3,0
2021-03-28,0.0,0,2
2021-03-29,3.0,0,10
2021-03-30,4.0,2,19
2021-03-31,0.0,6,9
2021-04-01,6.0,3,36
2021-04-02,5.0,1,2
2021-04-03,1.0,0,14
2021-04-04,0.0,0,0
2021-04-05,4.0,0,0
2021-04-06,3.0,2,15
2021-04-07,4.0,22,29
2021-04-08,16.0,11,3
2021-04-09,3.0,11,18
2021-04-10,0.0,1,2
2021-04-11,0.0,0,0
2021-04-12,1.0,21,13
2021-04-13,2.0,11,17
2021-04-14,4.0,13,21
2021-04-15,2.0,16,4
2021-04-16,0.0,11,7
2021-04-17,0.0,2,2
2021-04-18,0.0,2,1
2021-04-19,2.0,15,14
2021-04-20,7.0,10,17
2021-04-21,1.0,4,24
2021-04-22,6.0,3,6
2021-04-23,2.0,4,3
2021-04-24,1.0,4,1
2021-04-25,0.0,1,0
2021-04-26,5.0,8,0
2021-04-27,2.0,3,21
2021-04-28,3.0,7,79
2021-04-29,5.0,7,6
2021-04-30,1.0,2,11
2021-05-01,2.0,2,0
2021-05-02,0.0,2,0
2021-05-03,2.0,3,3
2021-05-04,4.0,9,15
2021-05-05,1.0,5,43
2021-05-06,10.0,6,41
2021-05-07,1.0,7,8
2021-05-08,0.0,1,19
2021-05-09,0.0,0,0
2021-05-10,0.0,9,11
2021-05-11,3.0,1,16
2021-05-12,5.0,7,24
2021-05-13,1.0,8,4
2021-05-14,0.0,2,15
2021-05-15,0.0,1,5
2021-05-16,0.0,0,5
2021-05-17,4.0,3,25
2021-05-18,7.0,5,16
2021-05-19,8.0,9,26
2021-05-20,9.0,5,6
2021-05-21,0.0,0,3
2021-05-22,0.0,0,0
2021-05-23,0.0,1,0
2021-05-24,1.0,2,2
2021-05-25,8.0,8,12
2021-05-26,2.0,3,17
2021-05-27,8.0,3,29
2021-05-28,2.0,2,29
2021-05-29,0.0,0,4
2021-05-30,0.0,1,0
2021-05-31,7.0,2,4
2021-06-01,15.0,8,27
2021-06-02,14.0,4,50
2021-06-03,6.0,12,27
2021-06-04,11.0,4,26
2021-06-05,3.0,0,0
2021-06-06,0.0,1,0
2021-06-07,2.0,5,16
2021-06-08,8.0,2,38
2021-06-09,14.0,1,51
2021-06-10,36.0,3,14
2021-06-11,8.0,1,8
2021-06-12,3.0,0,0
2021-06-13,0.0,0,0
2021-06-14,0.0,2,28
2021-06-15,6.0,2,31
2021-06-16,2.0,4,7
2021-06-17,13.0,8,18
2021-06-18,8.0,0,11
2021-06-19,2.0,1,20
2021-06-20,1.0,1,0
2021-06-21,3.0,6,7
2021-06-22,6.0,10,80
2021-06-23,3.0,4,27
2021-06-24,8.0,2,22
2021-06-25,8.0,5,4
2021-06-26,2.0,0,1
2021-06-27,0.0,0,0
2021-06-28,4.0,2,8
2021-06-29,3.0,1,20
2021-06-30,2.0,2,17
2021-07-01,2.0,1,18
2021-07-02,13.0,6,18
2021-07-03,4.0,0,0
2021-07-04,0.0,0,0
2021-07-05,0.0,0,40
2021-07-06,2.0,1,10
2021-07-07,2.0,1,28
2021-07-08,2.0,1,35
2021-07-09,4.0,10,26
2021-07-10,0.0,2,4
2021-07-11,7.0,1,2
2021-07-12,6.0,4,0
2021-07-13,9.0,6,32
2021-07-14,13.0,1,4
2021-07-15,5.0,1,1
2021-07-16,3.0,0,20
2021-07-17,3.0,9,0
2021-07-18,1.0,2,0
2021-07-19,16.0,6,10
2021-07-20,2.0,3,4
2021-07-21,1.0,10,27
2021-07-22,1.0,2,17
2021-07-23,2.0,9,20
2021-07-24,2.0,0,0
2021-07-25,0.0,0,0
2021-07-26,4.0,7,11
2021-07-27,24.0,11,7
2021-07-28,1.0,10,79
2021-07-29,8.0,9,79
2021-07-30,2.0,2,20
2021-07-31,1.0,0,0
2021-08-01,2.0,0,0
2021-08-02,2.0,4,12
2021-08-03,6.0,6,18
2021-08-04,10.0,7,39
2021-08-05,4.0,0,39
2021-08-06,8.0,7,15
2021-08-07,8.0,2,8
2021-08-08,0.0,3,1
2021-08-09,6.0,4,4
2021-08-10,3.0,18,4
2021-08-11,4.0,4,15
2021-08-12,6.0,2,20
2021-08-13,2.0,1,5
2021-08-14,0.0,1,1
2021-08-15,0.0,0,0
2021-08-16,0.0,2,3
2021-08-17,2.0,4,14
2021-08-18,2.0,2,12
2021-08-19,15.0,5,6
2021-08-20,9.0,4,10
2021-08-21,2.0,1,5
2021-08-22,2.0,1,2
2021-08-23,17.0,8,6
2021-08-24,4.0,2,13
2021-08-25,1.0,1,37
2021-08-26,3.0,4,15
2021-08-27,19.0,0,37
2021-08-28,2.0,0,0
2021-08-29,0.0,0,0
2021-08-30,2.0,7,7
2021-08-31,2.0,4,26
2021-09-01,1.0,0,22
2021-09-02,10.0,3,46
2021-09-03,0.0,6,24
2021-09-04,0.0,3,0
2021-09-05,0.0,2,0
2021-09-06,0.0,2,4
2021-09-07,0.0,7,1
2021-09-08,0.0,6,7
2021-09-09,0.0,9,10
2021-09-10,0.0,7,7
2021-09-11,0.0,4,2
2021-09-12,0.0,2,0
2021-09-13,0.0,3,11
2021-09-14,1.0,5,25
2021-09-15,1.0,9,8
2021-09-16,3.0,2,3
2021-09-17,1.0,3,8
2021-09-18,0.0,0,6
2021-09-19,0.0,0,0
2021-09-20,0.0,3,4
2021-09-21,0.0,18,8
2021-09-22,1.0,6,39
2021-09-23,3.0,6,37
2021-09-24,6.0,3,8
2021-09-25,1.0,4,0
2021-09-26,0.0,2,1
2021-09-27,2.0,3,20
2021-09-28,0.0,3,15
2021-09-29,0.0,8,17
2021-09-30,0.0,5,50
2021-10-01,0.0,5,7
2021-10-02,0.0,0,0
2021-10-03,0.0,0,0
2021-10-04,0.0,6,60
2021-10-05,8.0,5,30
2021-10-06,1.0,5,25
2021-10-07,3.0,6,23
2021-10-08,1.0,15,13
2021-10-09,0.0,4,0
2021-10-10,0.0,1,6
2021-10-11,0.0,6,14
2021-10-12,0.0,3,0
2021-10-13,1.0,3,5
2021-10-14,6.0,1,30
2021-10-15,15.0,0,18
2021-10-16,1.0,1,1
2021-10-17,1.0,0,2
2021-10-18,2.0,4,38
2021-10-19,2.0,3,39
2021-10-20,4.0,2,9
2021-10-21,5.0,5,12
2021-10-22,1.0,8,4
2021-10-23,0.0,0,4
2021-10-24,1.0,0,1
2021-10-25,2.0,1,5
2021-10-26,0.0,3,35
2021-10-27,12.0,4,33
2021-10-28,3.0,4,9
2021-10-29,0.0,1,24
2021-10-30,0.0,0,0
2021-10-31,0.0,1,1
2021-11-01,0.0,18,18
2021-11-02,1.0,3,4
2021-11-03,1.0,5,4
2021-11-04,0.0,10,32
2021-11-05,4.0,5,32
2021-11-06,0.0,0,5
2021-11-07,0.0,0,0
2021-11-08,5.0,3,3
2021-11-09,3.0,6,20
2021-11-10,6.0,3,43
2021-11-11,3.0,9,17
2021-11-12,0.0,4,17
2021-11-13,0.0,0,0
2021-11-14,0.0,0,2
2021-11-15,1.0,7,26
2021-11-16,5.0,10,7
2021-11-17,4.0,2,36
2021-11-18,5.0,3,4
2021-11-19,10.0,8,26
2021-11-20,0.0,0,1
2021-11-21,0.0,0,0
2021-11-22,1.0,5,30
2021-11-23,1.0,4,35
2021-11-24,4.0,6,17
2021-11-25,0.0,3,6
2021-11-26,1.0,1,12
2021-11-27,0.0,0,0
2021-11-28,0.0,5,0
2021-11-29,0.0,4,3
2021-11-30,0.0,5,29
2021-12-01,2.0,2,46
2021-12-02,7.0,16,48
2021-12-03,2.0,16,5
2021-12-04,0.0,3,5
2021-12-05,0.0,0,2
2021-12-06,4.0,7,19
2021-12-07,0.0,5,28
2021-12-08,2.0,2,38
2021-12-09,1.0,8,74
2021-12-10,0.0,7,17
2021-12-11,0.0,0,12
2021-12-12,1.0,1,1
2021-12-13,0.0,14,33
2021-12-14,0.0,8,14
2021-12-15,3.0,3,41
2021-12-16,2.0,6,35
2021-12-17,0.0,4,25
2021-12-18,1.0,2,0
2021-12-19,0.0,0,0
2021-12-20,0.0,3,1
2021-12-21,3.0,4,0
2021-12-22,1.0,0,5
2021-12-23,5.0,0,1
2021-12-24,2.0,2,0
2021-12-25,0.0,0,0
2021-12-26,0.0,0,0
2021-12-27,5.0,2,0
2021-12-28,0.0,2,0
2021-12-29,0.0,0,0
2021-12-30,0.0,1,3
2021-12-31,0.0,0,0
2022-01-01,0.0,0,8
2022-01-02,0.0,0,1
2022-01-03,4.0,4,3
2022-01-04,2.0,9,36
