,swiftlang/swift,golang/go,rust-lang/rust
2015-04-26,53,11,25
2015-04-27,63,24,51
2015-04-28,44,24,31
2015-04-29,53,32,97
2015-04-30,50,22,70
2015-05-01,41,21,44
2015-05-02,31,5,36
2015-05-03,10,6,23
2015-05-04,34,12,43
2015-05-05,47,20,52
2015-05-06,40,41,58
2015-05-07,69,21,56
2015-05-08,41,6,43
2015-05-09,36,3,37
2015-05-10,15,2,54
2015-05-11,39,28,54
2015-05-12,45,19,63
2015-05-13,41,16,66
2015-05-14,45,21,52
2015-05-15,57,29,53
2015-05-16,14,4,39
2015-05-17,20,3,40
2015-05-18,43,17,33
2015-05-19,58,16,84
2015-05-20,52,8,36
2015-05-21,31,11,35
2015-05-22,33,16,21
2015-05-23,37,3,34
2015-05-24,22,0,26
2015-05-25,9,2,34
2015-05-26,29,8,35
2015-05-27,40,13,30
2015-05-28,32,16,41
2015-05-29,30,8,41
2015-05-30,13,5,20
2015-05-31,18,2,22
2015-06-01,15,8,28
2015-06-02,37,15,34
2015-06-03,25,35,26
2015-06-04,21,22,30
2015-06-05,11,29,25
2015-06-06,10,5,30
2015-06-07,4,4,20
2015-06-08,12,7,44
2015-06-09,5,14,58
2015-06-10,6,7,40
2015-06-11,0,14,36
2015-06-12,6,14,35
2015-06-13,2,4,25
2015-06-14,3,15,18
2015-06-15,19,17,35
2015-06-16,16,18,19
2015-06-17,57,25,52
2015-06-18,26,25,51
2015-06-19,25,20,36
2015-06-20,10,2,37
2015-06-21,2,2,28
2015-06-22,19,13,28
2015-06-23,23,9,44
2015-06-24,63,13,40
2015-06-25,64,14,36
2015-06-26,33,34,25
2015-06-27,19,7,21
2015-06-28,8,2,9
2015-06-29,19,36,32
2015-06-30,25,18,57
2015-07-01,41,7,37
2015-07-02,35,9,28
2015-07-03,7,2,26
2015-07-04,3,0,28
2015-07-05,0,7,35
2015-07-06,12,2,35
2015-07-07,21,11,29
2015-07-08,49,1,46
2015-07-09,40,8,32
2015-07-10,48,9,27
2015-07-11,25,9,27
2015-07-12,8,9,32
2015-07-13,44,19,38
2015-07-14,22,13,39
2015-07-15,36,56,11
2015-07-16,48,15,47
