,apache/superset,getredash/redash,metabase/metabase
2020-02-03,5,1,3
2020-02-04,4,0,6
2020-02-05,6,0,5
2020-02-06,2,1,3
2020-02-07,4,0,0
2020-02-08,2,0,0
2020-02-09,0,11,0
2020-02-10,1,4,2
2020-02-11,1,2,0
2020-02-12,2,0,0
2020-02-13,0,1,5
2020-02-14,6,0,4
2020-02-15,0,0,6
2020-02-16,0,1,0
2020-02-17,4,0,1
2020-02-18,3,3,2
2020-02-19,5,1,1
2020-02-20,4,2,3
2020-02-21,0,0,8
2020-02-22,1,0,0
2020-02-23,1,2,0
2020-02-24,9,3,1
2020-02-25,2,1,5
2020-02-26,5,4,5
2020-02-27,2,2,2
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,6,0
2020-03-02,3,0,6
2020-03-03,4,3,3
2020-03-04,2,3,7
2020-03-05,6,0,1
2020-03-06,4,1,4
2020-03-07,3,0,2
2020-03-08,3,1,0
2020-03-09,3,0,12
2020-03-10,5,2,8
2020-03-11,5,1,6
2020-03-12,2,0,6
2020-03-13,6,0,4
2020-03-14,1,0,1
2020-03-15,0,1,0
2020-03-16,3,1,5
2020-03-17,4,3,2
2020-03-18,5,1,8
2020-03-19,3,0,1
2020-03-20,3,0,2
2020-03-21,0,0,0
2020-03-22,1,0,0
2020-03-23,2,0,3
2020-03-24,11,4,2
2020-03-25,3,0,2
2020-03-26,13,0,1
2020-03-27,6,0,5
2020-03-28,1,0,1
2020-03-29,2,0,0
2020-03-30,4,1,1
2020-03-31,0,1,4
2020-04-01,2,0,2
2020-04-02,5,1,2
2020-04-03,2,3,0
2020-04-04,3,0,0
2020-04-05,0,1,0
2020-04-06,4,2,0
2020-04-07,7,0,0
2020-04-08,2,1,6
2020-04-09,8,0,3
2020-04-10,2,0,2
2020-04-11,3,0,0
2020-04-12,0,1,0
2020-04-13,3,2,2
2020-04-14,8,13,2
2020-04-15,9,0,3
2020-04-16,3,0,2
2020-04-17,6,0,0
2020-04-18,1,0,1
2020-04-19,3,1,0
2020-04-20,4,1,4
2020-04-21,6,1,3
2020-04-22,6,0,0
2020-04-23,2,0,0
2020-04-24,8,3,1
2020-04-25,0,3,0
2020-04-26,0,0,0
2020-04-27,3,0,1
2020-04-28,5,1,4
2020-04-29,8,2,1
2020-04-30,9,2,3
2020-05-01,4,0,2
2020-05-02,1,1,2
2020-05-03,1,3,0
2020-05-04,2,2,2
2020-05-05,7,1,1
2020-05-06,11,1,2
2020-05-07,5,1,0
2020-05-08,5,4,2
2020-05-09,0,0,0
2020-05-10,1,0,0
2020-05-11,5,3,4
2020-05-12,2,5,6
2020-05-13,6,0,4
2020-05-14,4,1,8
2020-05-15,2,2,1
2020-05-16,0,0,0
2020-05-17,4,0,0
2020-05-18,5,0,0
2020-05-19,7,0,2
2020-05-20,12,3,3
2020-05-21,4,2,2
2020-05-22,2,1,1
2020-05-23,1,0,0
2020-05-24,1,4,0
2020-05-25,2,0,1
2020-05-26,5,3,29
2020-05-27,5,1,2
2020-05-28,5,0,5
2020-05-29,0,1,7
2020-05-30,0,0,1
2020-05-31,0,4,0
2020-06-01,2,0,1
2020-06-02,4,1,2
2020-06-03,6,1,1
2020-06-04,5,0,2
2020-06-05,3,0,2
2020-06-06,0,0,0
2020-06-07,1,2,0
2020-06-08,1,0,3
2020-06-09,3,4,0
2020-06-10,10,0,1
2020-06-11,4,4,0
2020-06-12,4,0,4
2020-06-13,0,0,0
2020-06-14,0,0,0
2020-06-15,1,3,5
2020-06-16,7,0,2
2020-06-17,11,1,2
2020-06-18,4,4,3
2020-06-19,2,0,10
2020-06-20,0,0,0
2020-06-21,3,0,0
2020-06-22,10,0,2
2020-06-23,3,3,2
2020-06-24,10,1,1
2020-06-25,7,5,3
2020-06-26,8,0,1
2020-06-27,1,0,0
2020-06-28,0,1,0
2020-06-29,8,3,1
2020-06-30,2,3,1
2020-07-01,5,5,0
