,django/django,pallets/flask,rails/rails
2022-11-11,4.0,0,8
2022-11-12,0.0,0,10
2022-11-13,0.0,0,3
2022-11-14,7.0,0,12
2022-11-15,4.0,0,19
2022-11-16,2.0,0,13
2022-11-17,1.0,0,4
2022-11-18,5.0,0,1
2022-11-19,0.0,0,2
2022-11-20,0.0,0,5
2022-11-21,1.0,0,13
2022-11-22,4.0,0,21
2022-11-23,5.0,0,16
2022-11-24,5.0,0,11
2022-11-25,2.0,3,15
2022-11-26,0.0,0,7
2022-11-27,0.0,4,3
2022-11-28,3.0,0,15
2022-11-29,3.0,0,10
2022-11-30,2.0,0,9
2022-12-01,4.0,0,7
2022-12-02,3.0,0,7
2022-12-03,0.0,0,2
2022-12-04,0.0,0,2
2022-12-05,5.0,0,9
2022-12-06,9.0,0,10
2022-12-07,3.0,0,4
2022-12-08,3.0,0,12
2022-12-09,2.0,0,14
2022-12-10,1.0,1,2
2022-12-11,0.0,0,4
2022-12-12,4.0,0,12
2022-12-13,3.0,1,16
2022-12-14,2.0,1,14
2022-12-15,1.0,0,21
2022-12-16,3.0,0,14
2022-12-17,1.0,0,15
2022-12-18,0.0,0,9
2022-12-19,2.0,0,19
2022-12-20,3.0,0,8
2022-12-21,1.0,0,7
2022-12-22,2.0,2,18
2022-12-23,0.0,0,8
2022-12-24,3.0,17,3
2022-12-25,0.0,0,2
2022-12-26,0.0,0,6
2022-12-27,2.0,0,7
2022-12-28,2.0,0,5
2022-12-29,4.0,3,6
2022-12-30,2.0,0,8
2022-12-31,0.0,0,7
2023-01-01,0.0,0,11
2023-01-02,3.0,0,4
2023-01-03,3.0,1,14
2023-01-04,6.0,3,19
2023-01-05,11.0,0,16
2023-01-06,1.0,0,26
2023-01-07,1.0,0,28
2023-01-08,0.0,0,28
2023-01-09,2.0,6,28
2023-01-10,3.0,0,14
2023-01-11,3.0,0,31
2023-01-12,4.0,0,32
2023-01-13,2.0,0,22
2023-01-14,0.0,0,9
2023-01-15,0.0,0,7
2023-01-16,3.0,0,26
2023-01-17,45.0,0,25
2023-01-18,7.0,4,16
2023-01-19,4.0,1,8
2023-01-20,4.0,4,39
2023-01-21,0.0,0,14
2023-01-22,0.0,0,5
2023-01-23,2.0,1,12
2023-01-24,1.0,0,13
2023-01-25,4.0,0,22
2023-01-26,3.0,0,1
2023-01-27,2.0,0,3
2023-01-28,0.0,0,22
2023-01-29,0.0,0,19
2023-01-30,2.0,0,5
2023-01-31,2.0,0,16
2023-02-01,5.0,2,16
2023-02-02,2.0,3,36
2023-02-03,1.0,0,10
2023-02-04,1.0,0,16
2023-02-05,0.0,0,5
2023-02-06,1.0,0,38
2023-02-07,10.0,2,26
2023-02-08,6.0,0,41
2023-02-09,2.0,3,20
2023-02-10,5.0,10,16
2023-02-11,1.0,0,3
2023-02-12,0.0,0,10
2023-02-13,4.0,0,19
2023-02-14,6.0,0,16
2023-02-15,7.0,4,28
2023-02-16,2.0,2,14
2023-02-17,6.0,0,6
2023-02-18,2.0,0,11
2023-02-19,0.0,0,3
2023-02-20,2.0,0,3
2023-02-21,3.0,0,9
2023-02-22,3.0,0,26
2023-02-23,3.0,13,20
2023-02-24,4.0,0,14
2023-02-25,0.0,0,4
2023-02-26,0.0,0,8
2023-02-27,2.0,0,23
2023-02-28,2.0,0,33
2023-03-01,6.0,2,10
2023-03-02,3.0,0,7
2023-03-03,6.0,0,48
2023-03-04,1.0,0,6
2023-03-05,3.0,0,3
2023-03-06,3.0,0,17
2023-03-07,3.0,0,8
2023-03-08,3.0,2,9
2023-03-09,4.0,0,11
2023-03-10,1.0,0,10
2023-03-11,0.0,9,7
2023-03-12,2.0,0,4
2023-03-13,1.0,0,24
2023-03-14,3.0,0,25
2023-03-15,1.0,0,19
2023-03-16,4.0,0,7
2023-03-17,0.0,0,5
2023-03-18,2.0,0,2
2023-03-19,0.0,0,0
2023-03-20,3.0,0,8
2023-03-21,3.0,0,6
2023-03-22,7.0,0,15
2023-03-23,2.0,0,5
2023-03-24,6.0,0,15
2023-03-25,1.0,0,11
2023-03-26,0.0,0,9
2023-03-27,4.0,0,20
2023-03-28,4.0,0,28
2023-03-29,4.0,0,18
2023-03-30,4.0,0,31
2023-03-31,0.0,1,8
2023-04-01,0.0,0,7
2023-04-02,1.0,0,6
2023-04-03,6.0,3,7
2023-04-04,5.0,1,8
2023-04-05,3.0,1,11
