,tryghost/ghost,getgrav/grav,WordPress/WordPress
2015-11-07,0,0,10
2015-11-08,0,0,7
2015-11-09,3,0,16
2015-11-10,2,5,12
2015-11-11,2,4,21
2015-11-12,8,6,9
2015-11-13,0,8,2
2015-11-14,0,0,1
2015-11-15,2,0,2
2015-11-16,10,2,10
2015-11-17,6,12,9
2015-11-18,6,21,41
2015-11-19,4,17,10
2015-11-20,8,11,14
2015-11-21,4,9,1
2015-11-22,3,6,5
2015-11-23,14,3,3
2015-11-24,8,21,3
2015-11-25,3,4,9
2015-11-26,12,10,0
2015-11-27,1,3,0
2015-11-28,0,1,2
2015-11-29,1,0,2
2015-11-30,17,15,2
2015-12-01,18,12,6
2015-12-02,9,9,0
2015-12-03,6,6,5
2015-12-04,9,8,12
2015-12-05,2,2,0
2015-12-06,3,3,34
2015-12-07,9,5,9
2015-12-08,5,2,9
2015-12-09,6,5,4
2015-12-10,14,10,7
2015-12-11,0,10,19
2015-12-12,0,20,16
2015-12-13,0,1,13
2015-12-14,1,1,33
2015-12-15,28,4,11
2015-12-16,5,1,31
2015-12-17,2,4,17
2015-12-18,5,19,12
2015-12-19,1,12,16
2015-12-20,3,9,3
2015-12-21,4,6,13
2015-12-22,1,15,4
2015-12-23,1,8,13
2015-12-24,0,4,3
2015-12-25,0,1,5
2015-12-26,0,1,11
2015-12-27,0,0,2
2015-12-28,3,7,6
2015-12-29,0,2,4
2015-12-30,0,3,6
2015-12-31,0,8,12
2016-01-01,0,0,3
2016-01-02,0,2,2
2016-01-03,3,1,5
2016-01-04,4,10,3
2016-01-05,6,13,9
2016-01-06,4,11,7
2016-01-07,1,20,6
2016-01-08,7,7,9
2016-01-09,9,3,18
2016-01-10,0,8,8
2016-01-11,10,2,8
2016-01-12,28,5,6
2016-01-13,19,1,19
2016-01-14,3,4,12
2016-01-15,5,8,24
2016-01-16,6,0,1
2016-01-17,3,2,9
2016-01-18,4,8,6
2016-01-19,28,26,6
2016-01-20,10,3,8
2016-01-21,2,17,6
2016-01-22,0,15,7
2016-01-23,7,0,5
2016-01-24,0,2,2
2016-01-25,18,13,5
2016-01-26,7,14,12
2016-01-27,0,25,6
2016-01-28,3,21,4
2016-01-29,0,23,1
2016-01-30,0,8,5
2016-01-31,1,6,2
2016-02-01,1,26,2
2016-02-02,11,22,6
2016-02-03,14,5,4
2016-02-04,19,10,3
2016-02-05,13,14,5
2016-02-06,4,1,5
2016-02-07,2,1,17
2016-02-08,46,0,0
2016-02-09,19,2,1
2016-02-10,6,0,2
2016-02-11,13,11,3
2016-02-12,3,5,12
2016-02-13,1,3,5
2016-02-14,9,1,0
2016-02-15,14,7,1
2016-02-16,8,3,14
2016-02-17,11,6,25
2016-02-18,30,14,15
2016-02-19,12,16,11
2016-02-20,2,0,12
2016-02-21,2,0,2
2016-02-22,7,15,13
2016-02-23,3,8,38
2016-02-24,9,5,42
2016-02-25,0,8,15
2016-02-26,0,3,27
2016-02-27,2,0,6
2016-02-28,3,0,20
2016-02-29,1,9,24
2016-03-01,9,16,6
2016-03-02,2,3,11
2016-03-03,4,11,30
2016-03-04,0,7,12
2016-03-05,0,3,14
2016-03-06,0,2,6
2016-03-07,5,13,8
2016-03-08,1,4,9
2016-03-09,0,1,25
2016-03-10,0,6,39
2016-03-11,0,4,1
2016-03-12,1,0,5
2016-03-13,1,0,8
2016-03-14,3,7,12
2016-03-15,7,4,5
2016-03-16,0,5,23
2016-03-17,1,7,8
2016-03-18,1,3,6
2016-03-19,0,1,0
2016-03-20,3,0,0
2016-03-21,12,5,3
2016-03-22,18,2,19
2016-03-23,1,0,16
2016-03-24,7,8,4
2016-03-25,5,0,2
2016-03-26,2,1,0
2016-03-27,0,0,3
2016-03-28,1,0,2
2016-03-29,7,0,1
2016-03-30,4,0,16
2016-03-31,13,12,0
2016-04-01,2,5,1
2016-04-02,1,0,2
2016-04-03,2,0,0
2016-04-04,16,2,2
2016-04-05,2,5,2
2016-04-06,4,8,5
2016-04-07,0,8,2
2016-04-08,30,1,2
2016-04-09,5,1,1
2016-04-10,6,0,4
2016-04-11,6,4,4
2016-04-12,4,10,5
2016-04-13,11,8,9
2016-04-14,26,6,12
2016-04-15,6,0,7
2016-04-16,0,0,8
2016-04-17,0,0,8
2016-04-18,5,3,12
2016-04-19,18,10,5
2016-04-20,7,17,15
2016-04-21,3,5,15
2016-04-22,0,4,12
2016-04-23,0,1,1
2016-04-24,0,0,0
2016-04-25,2,0,0
2016-04-26,16,4,4
2016-04-27,1,8,5
2016-04-28,19,5,4
2016-04-29,1,3,6
2016-04-30,0,1,4
2016-05-01,0,0,8
2016-05-02,1,2,12
2016-05-03,4,3,3
2016-05-04,1,2,5
2016-05-05,6,0,6
2016-05-06,1,0,2
2016-05-07,6,3,1
2016-05-08,17,0,1
2016-05-09,4,2,1
2016-05-10,0,3,12
2016-05-11,34,3,2
2016-05-12,13,5,8
2016-05-13,11,0,6
2016-05-14,3,0,1
2016-05-15,2,0,1
2016-05-16,9,4,6
2016-05-17,9,2,10
2016-05-18,10,2,3
2016-05-19,8,0,7
2016-05-20,23,9,10
2016-05-21,4,0,3
2016-05-22,9,0,38
2016-05-23,10,4,26
2016-05-24,8,4,9
2016-05-25,5,7,17
2016-05-26,0,1,9
2016-05-27,8,3,8
2016-05-28,3,4,1
2016-05-29,2,3,1
2016-05-30,6,11,7
2016-05-31,2,9,3
2016-06-01,9,1,14
2016-06-02,9,2,13
2016-06-03,12,2,3
2016-06-04,7,0,1
2016-06-05,1,0,1
2016-06-06,7,2,12
2016-06-07,6,0,2
2016-06-08,8,0,9
2016-06-09,27,1,11
2016-06-10,25,3,10
2016-06-11,12,2,6
2016-06-12,0,0,3
2016-06-13,16,0,0
2016-06-14,14,1,17
2016-06-15,15,1,11
2016-06-16,6,2,11
2016-06-17,6,2,8
2016-06-18,12,0,3
2016-06-19,1,0,5
2016-06-20,6,2,2
2016-06-21,10,1,5
2016-06-22,3,0,0
2016-06-23,6,0,0
2016-06-24,0,0,0
2016-06-25,0,0,0
2016-06-26,2,0,10
2016-06-27,3,0,2
2016-06-28,7,1,21
2016-06-29,11,1,21
2016-06-30,6,0,11
2016-07-01,1,2,3
2016-07-02,1,0,2
2016-07-03,0,0,0
2016-07-04,2,2,18
2016-07-05,4,1,19
2016-07-06,2,0,14
2016-07-07,1,0,13
2016-07-08,3,0,10
2016-07-09,4,0,9
2016-07-10,0,0,5
2016-07-11,2,6,1
2016-07-12,3,0,6
2016-07-13,1,3,22
2016-07-14,9,7,3
2016-07-15,15,4,1
2016-07-16,0,3,6
2016-07-17,0,0,14
2016-07-18,5,0,12
2016-07-19,6,2,12
2016-07-20,3,4,16
2016-07-21,6,0,8
2016-07-22,7,4,9
2016-07-23,0,0,5
2016-07-24,1,0,0
2016-07-25,2,0,4
2016-07-26,10,0,8
2016-07-27,3,1,11
2016-07-28,6,0,0
2016-07-29,5,0,0
2016-07-30,1,0,0
2016-07-31,3,1,5
2016-08-01,6,1,0
2016-08-02,1,0,1
2016-08-03,1,0,6
2016-08-04,1,0,7
2016-08-05,0,0,4
2016-08-06,14,0,0
2016-08-07,4,0,3
2016-08-08,1,0,4
2016-08-09,0,1,10
2016-08-10,11,1,4
2016-08-11,5,5,1
2016-08-12,5,0,1
2016-08-13,4,0,5
2016-08-14,0,5,0
2016-08-15,2,0,2
2016-08-16,0,2,1
2016-08-17,4,5,2
2016-08-18,8,16,8
2016-08-19,7,1,4
2016-08-20,1,0,9
2016-08-21,0,2,3
2016-08-22,10,5,22
2016-08-23,13,3,23
2016-08-24,8,6,2
2016-08-25,12,7,8
2016-08-26,4,3,36
2016-08-27,0,1,19
2016-08-28,0,0,17
2016-08-29,6,0,8
2016-08-30,2,2,17
2016-08-31,0,2,24
2016-09-01,9,4,12
2016-09-02,0,5,12
2016-09-03,0,3,2
2016-09-04,0,0,3
2016-09-05,0,0,2
2016-09-06,8,3,3
2016-09-07,0,7,4
2016-09-08,0,4,10
2016-09-09,0,10,5
2016-09-10,0,0,0
2016-09-11,0,0,2
2016-09-12,0,0,4
2016-09-13,0,0,8
2016-09-14,35,0,10
2016-09-15,4,0,3
2016-09-16,0,1,0
2016-09-17,0,0,4
2016-09-18,0,1,4
2016-09-19,14,6,1
2016-09-20,53,0,13
2016-09-21,3,1,4
2016-09-22,1,0,5
2016-09-23,5,8,3
2016-09-24,2,2,0
2016-09-25,0,0,4
2016-09-26,19,1,3
2016-09-27,2,9,10
2016-09-28,2,4,7
2016-09-29,1,5,5
2016-09-30,8,3,21
2016-10-01,2,3,1
2016-10-02,1,0,2
2016-10-03,10,4,11
2016-10-04,3,3,14
2016-10-05,6,1,8
2016-10-06,5,11,7
2016-10-07,16,3,14
2016-10-08,1,0,5
2016-10-09,0,0,6
2016-10-10,31,1,5
2016-10-11,8,5,8
2016-10-12,4,7,4
2016-10-13,6,2,2
2016-10-14,7,4,11
2016-10-15,0,0,0
2016-10-16,0,0,5
2016-10-17,14,0,7
2016-10-18,5,0,1
2016-10-19,3,6,21
2016-10-20,0,3,17
2016-10-21,14,0,20
2016-10-22,2,0,0
2016-10-23,0,9,13
2016-10-24,7,1,11
2016-10-25,3,5,43
2016-10-26,2,0,36
2016-10-27,1,1,16
2016-10-28,10,1,12
2016-10-29,0,0,6
2016-10-30,0,0,34
2016-10-31,9,0,22
2016-11-01,0,4,18
2016-11-02,2,1,18
2016-11-03,10,0,18
2016-11-04,0,1,26
2016-11-05,6,0,3
2016-11-06,1,0,2
2016-11-07,10,2,3
2016-11-08,7,1,20
2016-11-09,7,2,15
2016-11-10,4,0,11
2016-11-11,0,0,6
2016-11-12,0,0,1
2016-11-13,0,0,10
2016-11-14,25,0,16
2016-11-15,5,1,27
2016-11-16,8,0,14
2016-11-17,7,0,11
2016-11-18,0,0,20
2016-11-19,0,3,16
2016-11-20,0,0,2
2016-11-21,1,0,15
2016-11-22,0,1,3
2016-11-23,0,0,12
2016-11-24,0,2,4
2016-11-25,0,2,0
2016-11-26,7,0,0
2016-11-27,5,1,0
2016-11-28,2,3,0
2016-11-29,0,2,9
2016-11-30,0,0,13
2016-12-01,2,2,6
2016-12-02,0,3,22
2016-12-03,2,1,14
2016-12-04,0,0,15
2016-12-05,0,2,5
2016-12-06,0,0,10
2016-12-07,0,6,14
2016-12-08,0,4,2
2016-12-09,4,0,10
2016-12-10,0,1,7
2016-12-11,0,0,2
2016-12-12,0,3,11
2016-12-13,0,3,8
2016-12-14,0,3,3
2016-12-15,0,0,1
2016-12-16,0,2,6
2016-12-17,0,3,1
2016-12-18,0,0,0
2016-12-19,0,1,0
2016-12-20,1,2,5
2016-12-21,1,6,2
2016-12-22,0,4,1
2016-12-23,0,1,2
2016-12-24,0,0,0
2016-12-25,2,0,0
2016-12-26,0,4,0
2016-12-27,0,0,4
2016-12-28,0,0,1
2016-12-29,0,0,3
2016-12-30,0,0,4
2016-12-31,0,0,0
2017-01-01,0,0,0
2017-01-02,0,0,4
2017-01-03,0,3,1
2017-01-04,45,2,12
2017-01-05,1,7,11
2017-01-06,1,1,16
2017-01-07,0,0,3
2017-01-08,2,0,0
2017-01-09,3,1,2
2017-01-10,4,0,3
2017-01-11,6,1,10
2017-01-12,1,4,11
2017-01-13,9,2,7
2017-01-14,0,0,0
2017-01-15,1,0,8
2017-01-16,4,0,6
2017-01-17,4,5,8
2017-01-18,1,5,0
2017-01-19,7,0,2
2017-01-20,6,2,11
2017-01-21,0,1,4
2017-01-22,2,1,1
2017-01-23,8,0,0
2017-01-24,9,0,8
2017-01-25,11,1,1
2017-01-26,14,1,9
2017-01-27,0,4,5
2017-01-28,0,0,2
2017-01-29,0,0,5
2017-01-30,10,10,1
2017-01-31,4,2,4
2017-02-01,9,0,3
2017-02-02,2,1,0
2017-02-03,6,1,2
2017-02-04,10,0,0
2017-02-05,0,0,4
2017-02-06,9,0,5
2017-02-07,4,1,0
2017-02-08,19,4,2
2017-02-09,2,2,1
2017-02-10,6,6,2
2017-02-11,6,0,1
2017-02-12,0,0,2
2017-02-13,2,0,0
2017-02-14,3,0,2
2017-02-15,4,3,2
2017-02-16,4,4,4
2017-02-17,19,5,8
2017-02-18,5,0,1
2017-02-19,2,0,1
2017-02-20,0,1,3
2017-02-21,10,1,1
2017-02-22,2,2,1
2017-02-23,5,0,4
2017-02-24,3,0,6
2017-02-25,0,0,4
2017-02-26,0,3,3
2017-02-27,6,3,5
2017-02-28,4,2,1
2017-03-01,23,0,0
2017-03-02,32,0,3
2017-03-03,23,0,4
2017-03-04,0,3,0
2017-03-05,0,0,0
2017-03-06,2,4,6
2017-03-07,3,2,3
2017-03-08,23,2,4
2017-03-09,4,2,7
2017-03-10,3,1,7
2017-03-11,1,0,4
2017-03-12,0,0,0
2017-03-13,13,1,1
2017-03-14,26,2,1
2017-03-15,6,2,0
2017-03-16,2,2,2
2017-03-17,1,4,6
2017-03-18,0,4,4
2017-03-19,0,0,2
2017-03-20,12,6,1
2017-03-21,6,1,0
2017-03-22,5,7,7
2017-03-23,5,0,7
2017-03-24,5,0,4
2017-03-25,0,0,2
2017-03-26,1,2,0
2017-03-27,0,1,3
2017-03-28,3,0,5
2017-03-29,5,0,3
2017-03-30,5,2,3
2017-03-31,0,6,5
2017-04-01,0,0,4
2017-04-02,0,1,1
2017-04-03,5,1,0
2017-04-04,27,6,0
2017-04-05,22,0,9
2017-04-06,11,0,3
2017-04-07,9,0,7
2017-04-08,1,0,0
2017-04-09,0,0,3
2017-04-10,7,4,4
2017-04-11,18,8,1
2017-04-12,0,2,2
2017-04-13,5,5,4
2017-04-14,4,5,3
2017-04-15,4,0,3
2017-04-16,0,0,0
2017-04-17,7,0,1
2017-04-18,1,0,2
2017-04-19,12,6,7
2017-04-20,4,3,3
2017-04-21,0,7,3
2017-04-22,0,2,19
2017-04-23,0,0,12
2017-04-24,17,5,2
2017-04-25,8,3,1
2017-04-26,0,0,0
2017-04-27,0,0,1
2017-04-28,0,0,0
2017-04-29,0,0,1
2017-04-30,0,0,2
2017-05-01,0,0,5
2017-05-02,2,0,3
2017-05-03,0,0,1
2017-05-04,0,3,1
2017-05-05,0,7,3
2017-05-06,0,2,3
2017-05-07,2,0,5
2017-05-08,3,0,5
2017-05-09,3,5,11
2017-05-10,7,8,16
2017-05-11,1,3,23
2017-05-12,9,6,17
2017-05-13,0,0,1
2017-05-14,0,0,5
2017-05-15,8,6,6
2017-05-16,1,6,9
2017-05-17,3,10,3
2017-05-18,3,10,14
2017-05-19,0,4,21
2017-05-20,0,0,3
2017-05-21,1,4,1
2017-05-22,4,4,8
2017-05-23,10,0,5
2017-05-24,6,5,1
2017-05-25,0,1,13
2017-05-26,0,4,1
2017-05-27,0,2,2
2017-05-28,0,0,0
2017-05-29,4,3,1
2017-05-30,9,1,4
2017-05-31,7,3,2
2017-06-01,8,0,8
2017-06-02,0,1,2
2017-06-03,0,0,0
2017-06-04,2,2,0
2017-06-05,1,0,2
2017-06-06,6,3,0
2017-06-07,5,0,3
2017-06-08,13,2,2
2017-06-09,0,0,2
2017-06-10,0,0,1
2017-06-11,0,0,1
2017-06-12,2,1,2
2017-06-13,4,0,3
2017-06-14,1,0,0
2017-06-15,7,3,15
2017-06-16,0,0,0
2017-06-17,0,0,0
2017-06-18,0,0,1
2017-06-19,6,0,0
2017-06-20,3,1,1
2017-06-21,4,0,3
2017-06-22,11,3,2
2017-06-23,4,0,3
2017-06-24,0,0,3
2017-06-25,0,0,22
2017-06-26,0,1,5
2017-06-27,1,2,3
2017-06-28,0,2,1
2017-06-29,1,5,5
2017-06-30,0,1,9
2017-07-01,0,0,19
2017-07-02,0,0,2
2017-07-03,0,1,2
2017-07-04,3,1,4
2017-07-05,4,1,8
2017-07-06,4,0,7
2017-07-07,2,1,2
2017-07-08,0,0,0
2017-07-09,2,0,1
2017-07-10,11,0,3
2017-07-11,9,3,3
2017-07-12,0,2,7
2017-07-13,1,0,6
2017-07-14,0,0,8
2017-07-15,0,0,1
2017-07-16,0,4,1
2017-07-17,0,3,4
2017-07-18,5,2,4
2017-07-19,0,5,5
2017-07-20,16,0,14
2017-07-21,7,0,5
2017-07-22,5,0,0
2017-07-23,0,0,5
2017-07-24,0,0,7
2017-07-25,2,0,11
2017-07-26,5,2,7
2017-07-27,10,2,17
2017-07-28,5,0,6
2017-07-29,0,0,2
2017-07-30,0,0,10
2017-07-31,19,0,2
2017-08-01,16,0,3
2017-08-02,13,2,6
2017-08-03,13,0,15
2017-08-04,1,0,5
2017-08-05,3,0,2
2017-08-06,0,0,0
2017-08-07,0,0,0
2017-08-08,7,2,1
2017-08-09,2,0,2
2017-08-10,10,4,1
2017-08-11,1,4,1
2017-08-12,0,0,4
2017-08-13,0,0,6
2017-08-14,2,3,5
2017-08-15,18,3,1
2017-08-16,5,4,3
2017-08-17,11,2,2
2017-08-18,2,1,8
2017-08-19,0,0,4
2017-08-20,0,0,14
2017-08-21,2,0,1
2017-08-22,14,2,7
2017-08-23,0,2,2
2017-08-24,7,4,5
2017-08-25,1,4,4
2017-08-26,0,3,1
2017-08-27,0,2,0
2017-08-28,1,3,1
2017-08-29,12,4,2
2017-08-30,2,1,2
2017-08-31,7,0,2
2017-09-01,1,1,2
2017-09-02,2,0,0
2017-09-03,0,0,2
2017-09-04,2,0,6
2017-09-05,11,4,1
2017-09-06,1,6,3
2017-09-07,13,6,0
