,facebook/react,jquery/jquery,angular/angular
2022-10-18,12,0,0.0
2022-10-19,6,0,15.0
2022-10-20,0,0,-1.9999999999999991
2022-10-21,7,0,1.599999999999999
2022-10-22,6,0,-1.4000000000000004
2022-10-23,8,0,-0.7920000000000005
2022-10-24,9,1,4.43936
2022-10-25,3,0,4.567232
2022-10-26,0,0,5.0490624
2022-10-27,19,0,-0.41402879999999964
2022-10-28,2,0,2.331791872
2022-10-29,3,0,-1.6809124864
2022-10-30,1,0,-0.9439680512000005
2022-10-31,1,0,-0.6451584000000005
2022-11-01,5,0,4.49802752
2022-11-02,2,0,-0.4101616639999994
2022-11-03,5,0,1.1089012736000003
2022-11-04,9,0,20.0962322432
2022-11-05,0,0,-4.6584895487999995
2022-11-06,0,0,-1.9871574016000015
2022-11-07,7,0,3.797119999999999
2022-11-08,6,0,4.1382656
2022-11-09,5,0,3.73402112
2022-11-10,7,0,-1.4595927040000003
2022-11-11,4,0,1.4672941055999993
2022-11-12,0,0,-1.624360652799999
2022-11-13,2,0,-1.0068163583999996
2022-11-14,2,1,4.4619776
2022-11-15,6,0,-0.4224076799999996
2022-11-16,6,0,2.052729856
2022-11-17,15,1,18.8406445056
2022-11-18,3,0,-0.5959839743999993
2022-11-19,1,0,-2.7609124864000014
2022-11-20,0,0,-1.545888051200001
2022-11-21,14,1,8.9543296
2022-11-22,10,0,88.20472832
2022-11-23,1,0,1.3617653760000046
2022-11-24,6,1,-12.435882086400007
2022-11-25,1,0,-6.776869171200003
2022-11-26,0,0,-4.6278978560000015
2022-11-27,0,0,-3.2835414016000017
2022-11-28,5,1,14.435455999999999
2022-11-29,5,0,15.48678656
2022-11-30,2,0,-1.3494364159999952
2022-12-01,8,1,1.867147161600002
2022-12-02,7,0,10.2789436416
2022-12-03,0,0,-0.7877120000000009
2022-12-04,0,0,0.6588543999999983
2022-12-05,8,0,10.10282496
2022-12-06,7,0,10.516222976
2022-12-07,4,0,3.517413171200001
2022-12-08,4,0,-1.6132168704000005
2022-12-09,5,0,13.926836633599999
2022-12-10,0,0,-4.3461035008
2022-12-11,0,0,-2.9548430336000013
2022-12-12,7,1,12.1394683904
2022-12-13,6,0,7.829514342400001
2022-12-14,14,0,4.4207438848
2022-12-15,10,0,-2.1721354240000004
2022-12-16,3,0,-2.6299703296000008
2022-12-17,1,0,-1.6516298751999998
2022-12-18,2,0,-1.2172018687999997
2022-12-19,2,1,70.2083869696
2022-12-20,15,1,-14.839479807999997
2022-12-21,13,0,-4.220421529600004
2022-12-22,13,0,-4.120975052800002
2022-12-23,3,0,-1.686599577600001
2022-12-24,0,0,-0.13399470080000064
2022-12-25,0,0,-1.9976448000000007
2022-12-26,0,0,-1.4608691200000008
2022-12-27,0,0,-1.191985151999996
2022-12-28,0,0,-1.0119133183999975
2022-12-29,0,0,-0.10027622399999991
2022-12-30,0,0,-0.08272302079999996
2022-12-31,0,0,-0.04824115199999996
2023-01-01,0,0,-0.041244774399999844
2023-01-02,0,0,6.9750612992
2023-01-03,3,0,0.6000000000000003
2023-01-04,13,0,16.04
2023-01-05,6,0,11.104
2023-01-06,1,0,-3.6912000000000003
2023-01-07,0,0,-2.461952000000002
2023-01-08,0,0,-1.5652736000000007
2023-01-09,11,0,0.8545433599999994
2023-01-10,10,0,15.701502976
2023-01-11,12,0,14.7042168832
2023-01-12,11,0,14.2001405952
2023-01-13,8,0,4.1520786432
2023-01-14,4,0,-5.535699968000001
2023-01-15,1,0,-2.965838950400002
2023-01-16,2,0,-2.0663270400000013
2023-01-17,5,0,5.415003135999999
2023-01-18,5,0,5.319390515200001
2023-01-19,15,0,-1.208596684799999
2023-01-20,9,0,0.9131341824000012
2023-01-21,0,0,-1.786851839999999
2023-01-22,0,0,-0.9207148544000001
2023-01-23,8,2,1.4415103999999996
2023-01-24,8,0,18.16621056
2023-01-25,11,0,7.686406656000001
2023-01-26,5,0,3.6864730112000004
2023-01-27,3,0,3.281489612799999
2023-01-28,1,0,-3.3735738368000003
2023-01-29,0,0,-1.910649651200001
2023-01-30,11,0,-1.3332326400000007
2023-01-31,27,0,0.9649832959999998
2023-02-01,11,3,-1.243608268799999
2023-02-02,13,0,24.152014438400002
2023-02-03,10,0,-3.4792209407999986
2023-02-04,0,0,-2.667668787200001
2023-02-05,0,0,-1.4983574528000008
2023-02-06,7,0,11.0231424
2023-02-07,14,0,-0.1394534399999996
2023-02-08,12,0,7.849432575999999
2023-02-09,11,0,-0.3049643008000005
2023-02-10,18,0,8.65925376
2023-02-11,0,0,-3.6677411839999987
2023-02-12,1,0,-1.7066923008000012
2023-02-13,9,1,5.8514329599999995
2023-02-14,14,1,9.726071296
2023-02-15,4,0,-0.6642449407999997
2023-02-16,20,0,11.647217868799999
2023-02-17,10,0,13.79474944
2023-02-18,0,0,-4.6416248832
2023-02-19,0,0,-2.999396454400002
2023-02-20,8,0,0.14535935999999894
2023-02-21,8,0,7.2245749759999995
2023-02-22,4,0,4.950030643200001
2023-02-23,2,0,1.7609761792
2023-02-24,3,0,2.2968542208000002
2023-02-25,3,0,-2.587948441599999
2023-02-26,0,0,-1.4183176192000002
2023-02-27,7,0,13.1575300096
2023-02-28,5,0,19.559773696
2023-03-01,7,0,8.7603341312
2023-03-02,7,0,4.0738965504
2023-03-03,22,0,6.969273036799999
2023-03-04,11,0,-5.184589312000001
2023-03-05,3,0,-2.8796779520000015
2023-03-06,26,0,9.998123519999998
2023-03-07,9,0,3.0442654720000006
2023-03-08,19,0,8.369890918400001
2023-03-09,11,1,5.546976460800002
2023-03-10,7,0,-4.233238016
2023-03-11,6,0,-2.2149780480000003
2023-03-12,1,0,-1.4567298048000004
2023-03-13,9,0,1.0114457599999995
2023-03-14,3,1,16.808354816
2023-03-15,12,1,-2.417754828799999
2023-03-16,9,0,11.6347948032
2023-03-17,10,0,7.815290675200001
2023-03-18,2,0,-4.396565504000001
