,ruby/ruby,python/cpython,php/php-src
2009-10-03,17,25,4
2009-10-04,11,24,0
2009-10-05,4,15,9
2009-10-06,7,6,15
2009-10-07,6,5,8
2009-10-08,7,11,14
2009-10-09,3,13,11
2009-10-10,19,25,1
2009-10-11,13,37,9
2009-10-12,8,2,18
2009-10-13,9,7,11
2009-10-14,8,25,5
2009-10-15,9,13,9
2009-10-16,16,8,12
2009-10-17,8,16,0
2009-10-18,8,33,0
2009-10-19,4,35,29
2009-10-20,18,14,18
2009-10-21,5,5,5
2009-10-22,7,27,17
2009-10-23,9,11,5
2009-10-24,9,36,1
2009-10-25,9,10,3
2009-10-26,15,33,16
2009-10-27,12,153,24
2009-10-28,14,27,3
2009-10-29,10,25,2
2009-10-30,12,13,3
2009-10-31,6,28,1
2009-11-01,13,43,11
2009-11-02,7,21,13
2009-11-03,9,22,23
2009-11-04,11,7,15
2009-11-05,7,13,20
2009-11-06,8,4,4
2009-11-07,6,7,3
2009-11-08,5,6,6
2009-11-09,4,26,13
2009-11-10,6,13,3
2009-11-11,8,14,10
2009-11-12,11,9,23
2009-11-13,7,24,4
2009-11-14,4,15,6
2009-11-15,10,40,17
2009-11-16,7,18,10
2009-11-17,12,6,9
2009-11-18,17,29,12
2009-11-19,8,35,7
2009-11-20,1,10,7
2009-11-21,5,9,8
2009-11-22,2,4,6
2009-11-23,4,25,24
2009-11-24,12,23,20
2009-11-25,8,20,43
2009-11-26,10,4,3
2009-11-27,0,12,20
2009-11-28,4,21,17
2009-11-29,4,10,11
2009-11-30,7,14,34
2009-12-01,2,5,6
2009-12-02,2,10,11
2009-12-03,5,20,21
2009-12-04,11,12,8
2009-12-05,8,11,0
2009-12-06,6,13,10
2009-12-07,7,2,12
2009-12-08,5,21,36
2009-12-09,5,5,30
2009-12-10,9,24,21
2009-12-11,2,11,24
2009-12-12,2,7,0
2009-12-13,7,58,16
2009-12-14,5,15,16
2009-12-15,6,4,23
2009-12-16,5,13,18
2009-12-17,3,5,10
2009-12-18,0,4,10
2009-12-19,6,30,3
2009-12-20,6,46,3
2009-12-21,4,42,21
2009-12-22,2,4,18
2009-12-23,5,4,15
2009-12-24,5,37,18
2009-12-25,2,4,21
2009-12-26,0,1,6
2009-12-27,5,17,6
2009-12-28,6,14,8
2009-12-29,3,24,16
2009-12-30,14,30,4
2009-12-31,6,30,0
2010-01-01,3,22,0
2010-01-02,4,32,0
2010-01-03,3,35,12
2010-01-04,5,21,15
2010-01-05,5,5,22
2010-01-06,2,11,8
2010-01-07,0,13,8
2010-01-08,6,19,15
2010-01-09,7,20,1
2010-01-10,2,19,2
2010-01-11,11,14,27
2010-01-12,18,19,7
2010-01-13,10,29,17
2010-01-14,3,21,16
2010-01-15,0,8,12
2010-01-16,3,36,2
2010-01-17,8,30,8
2010-01-18,9,9,3
2010-01-19,6,4,24
2010-01-20,3,3,7
2010-01-21,7,14,13
2010-01-22,8,12,2
2010-01-23,9,14,2
2010-01-24,4,18,27
2010-01-25,18,18,21
2010-01-26,13,7,4
2010-01-27,11,42,31
2010-01-28,5,10,9
2010-01-29,8,15,1
2010-01-30,1,32,14
2010-01-31,19,27,16
2010-02-01,2,5,39
2010-02-02,6,24,14
2010-02-03,17,24,5
2010-02-04,6,19,8
2010-02-05,7,30,3
2010-02-06,18,45,0
2010-02-07,4,46,10
2010-02-08,8,20,3
2010-02-09,6,5,9
2010-02-10,3,9,14
2010-02-11,12,25,13
2010-02-12,3,6,9
2010-02-13,6,3,9
2010-02-14,3,18,0
2010-02-15,12,12,17
2010-02-16,11,7,7
2010-02-17,11,0,3
2010-02-18,5,16,6
2010-02-19,3,17,2
2010-02-20,6,10,3
2010-02-21,4,18,10
2010-02-22,7,52,8
2010-02-23,10,46,11
2010-02-24,14,38,7
2010-02-25,5,16,4
2010-02-26,8,10,3
2010-02-27,4,41,0
2010-02-28,8,12,6
2010-03-01,6,51,12
2010-03-02,7,30,13
2010-03-03,11,31,16
2010-03-04,8,25,4
2010-03-05,6,35,14
2010-03-06,7,42,15
2010-03-07,9,32,33
2010-03-08,0,30,21
2010-03-09,8,16,6
2010-03-10,5,4,2
2010-03-11,14,23,13
2010-03-12,12,22,17
2010-03-13,12,55,7
2010-03-14,19,24,0
2010-03-15,14,18,5
2010-03-16,13,10,4
2010-03-17,9,25,3
2010-03-18,6,33,6
2010-03-19,6,35,1
2010-03-20,7,31,1
2010-03-21,14,102,0
2010-03-22,13,48,3
2010-03-23,6,46,9
2010-03-24,11,19,17
2010-03-25,11,33,7
2010-03-26,8,13,7
2010-03-27,6,19,0
2010-03-28,9,12,1
2010-03-29,15,3,8
2010-03-30,18,21,14
2010-03-31,10,24,7
2010-04-01,33,15,20
2010-04-02,31,67,14
2010-04-03,9,92,3
2010-04-04,6,44,8
2010-04-05,10,38,0
2010-04-06,13,61,8
2010-04-07,12,17,4
2010-04-08,9,8,15
2010-04-09,16,6,2
2010-04-10,8,20,1
2010-04-11,22,43,0
2010-04-12,7,41,11
2010-04-13,4,20,8
2010-04-14,10,17,4
2010-04-15,9,5,21
2010-04-16,17,35,6
2010-04-17,8,19,0
2010-04-18,10,47,2
2010-04-19,10,25,3
2010-04-20,16,59,50
2010-04-21,9,31,25
2010-04-22,16,54,39
2010-04-23,12,30,16
2010-04-24,18,26,6
2010-04-25,7,40,7
2010-04-26,14,17,16
2010-04-27,12,51,36
2010-04-28,18,31,30
2010-04-29,19,28,21
2010-04-30,12,31,4
2010-05-01,10,17,11
2010-05-02,9,17,9
2010-05-03,8,25,42
2010-05-04,16,32,27
2010-05-05,11,71,13
2010-05-06,14,47,10
2010-05-07,8,37,9
2010-05-08,19,64,1
2010-05-09,21,25,0
2010-05-10,5,30,6
2010-05-11,11,23,24
2010-05-12,16,18,12
2010-05-13,22,20,15
2010-05-14,2,23,14
2010-05-15,3,40,2
2010-05-16,17,23,0
2010-05-17,12,32,8
2010-05-18,0,30,14
2010-05-19,23,58,9
2010-05-20,8,13,12
2010-05-21,13,65,9
2010-05-22,3,25,0
2010-05-23,4,5,1
2010-05-24,11,15,11
2010-05-25,8,31,29
2010-05-26,9,22,17
2010-05-27,11,15,28
2010-05-28,10,12,5
2010-05-29,16,15,11
2010-05-30,12,8,6
2010-05-31,12,11,31
2010-06-01,2,16,9
2010-06-02,11,15,21
2010-06-03,9,21,15
2010-06-04,7,25,2
2010-06-05,16,50,5
2010-06-06,7,20,6
2010-06-07,5,24,7
2010-06-08,1,27,38
2010-06-09,5,13,8
2010-06-10,11,11,15
2010-06-11,11,50,10
2010-06-12,11,35,7
2010-06-13,5,12,2
2010-06-14,4,5,11
2010-06-15,8,15,19
2010-06-16,4,24,20
2010-06-17,8,25,14
2010-06-18,4,12,11
2010-06-19,1,3,5
2010-06-20,3,7,6
2010-06-21,2,16,10
2010-06-22,12,25,3
2010-06-23,13,11,6
2010-06-24,7,16,8
2010-06-25,9,21,4
2010-06-26,3,25,14
2010-06-27,8,52,4
2010-06-28,9,33,8
2010-06-29,9,28,9
2010-06-30,3,22,11
2010-07-01,9,12,10
2010-07-02,5,29,9
2010-07-03,6,57,2
2010-07-04,4,36,0
2010-07-05,10,26,6
2010-07-06,7,14,10
2010-07-07,11,20,17
2010-07-08,8,19,7
2010-07-09,5,34,4
2010-07-10,3,22,1
2010-07-11,8,45,0
2010-07-12,0,17,0
2010-07-13,9,12,10
2010-07-14,9,30,11
2010-07-15,3,2,4
2010-07-16,4,7,2
2010-07-17,14,17,6
2010-07-18,4,19,0
2010-07-19,6,25,6
2010-07-20,11,7,4
2010-07-21,14,19,5
2010-07-22,10,5,2
2010-07-23,5,49,3
2010-07-24,3,17,1
2010-07-25,0,15,0
2010-07-26,10,16,2
2010-07-27,6,21,4
2010-07-28,12,20,0
2010-07-29,7,25,12
2010-07-30,7,38,0
2010-07-31,6,54,1
2010-08-01,15,133,8
2010-08-02,8,109,7
2010-08-03,9,73,1
2010-08-04,7,44,2
2010-08-05,16,7,4
2010-08-06,11,24,25
2010-08-07,23,22,2
2010-08-08,12,51,8
2010-08-09,7,45,10
2010-08-10,13,14,6
2010-08-11,11,14,12
2010-08-12,2,11,11
2010-08-13,2,23,8
2010-08-14,15,62,5
2010-08-15,4,30,4
2010-08-16,15,35,27
2010-08-17,5,48,13
2010-08-18,5,24,18
2010-08-19,12,26,2
2010-08-20,3,6,10
2010-08-21,7,24,7
2010-08-22,3,22,2
2010-08-23,11,18,11
2010-08-24,6,14,2
2010-08-25,7,13,12
2010-08-26,10,6,8
2010-08-27,14,0,9
2010-08-28,3,13,0
2010-08-29,14,5,0
2010-08-30,5,17,32
2010-08-31,2,8,10
2010-09-01,8,39,19
2010-09-02,6,11,4
2010-09-03,4,39,5
2010-09-04,2,26,0
2010-09-05,4,31,5
2010-09-06,6,29,9
2010-09-07,4,40,6
2010-09-08,4,25,11
2010-09-09,10,20,7
2010-09-10,12,40,16
2010-09-11,9,26,2
2010-09-12,6,28,0
2010-09-13,11,39,21
2010-09-14,6,29,11
2010-09-15,14,19,17
2010-09-16,11,8,11
2010-09-17,8,16,13
2010-09-18,8,19,2
2010-09-19,8,23,2
2010-09-20,4,20,14
2010-09-21,6,32,0
2010-09-22,3,4,19
2010-09-23,10,21,14
2010-09-24,9,13,2
2010-09-25,3,14,0
2010-09-26,4,6,3
2010-09-27,4,16,11
2010-09-28,3,31,7
2010-09-29,12,29,10
2010-09-30,6,3,10
2010-10-01,2,16,9
2010-10-02,2,20,2
2010-10-03,10,15,2
2010-10-04,4,12,38
2010-10-05,2,11,49
2010-10-06,6,51,12
2010-10-07,5,16,6
2010-10-08,3,14,7
2010-10-09,5,12,0
2010-10-10,5,17,1
2010-10-11,3,4,4
2010-10-12,32,18,5
2010-10-13,19,45,6
2010-10-14,5,61,9
2010-10-15,16,43,3
2010-10-16,3,30,2
2010-10-17,3,89,0
2010-10-18,10,30,2
2010-10-19,5,17,6
2010-10-20,6,17,2
2010-10-21,11,18,0
2010-10-22,2,13,10
2010-10-23,4,14,0
2010-10-24,11,17,11
2010-10-25,5,11,8
2010-10-26,11,9,5
2010-10-27,13,22,4
2010-10-28,9,19,6
2010-10-29,9,55,4
2010-10-30,12,37,0
2010-10-31,7,68,0
2010-11-01,3,30,9
2010-11-02,7,26,12
2010-11-03,8,14,13
2010-11-04,13,27,1
2010-11-05,11,48,12
2010-11-06,3,49,9
2010-11-07,3,28,10
2010-11-08,16,23,13
2010-11-09,10,33,8
2010-11-10,0,17,12
2010-11-11,28,10,21
2010-11-12,7,21,8
2010-11-13,7,18,17
2010-11-14,5,6,10
2010-11-15,12,1,13
2010-11-16,5,11,16
2010-11-17,14,9,24
2010-11-18,5,24,23
2010-11-19,12,6,19
2010-11-20,3,84,9
2010-11-21,2,29,7
2010-11-22,19,43,9
2010-11-23,10,14,11
2010-11-24,6,15,7
2010-11-25,4,9,6
2010-11-26,12,59,10
2010-11-27,13,17,0
2010-11-28,9,7,5
2010-11-29,13,15,7
2010-11-30,8,34,11
2010-12-01,21,14,10
2010-12-02,25,23,17
2010-12-03,12,54,19
2010-12-04,4,64,9
2010-12-05,5,23,0
2010-12-06,21,10,4
2010-12-07,17,20,3
2010-12-08,8,14,15
2010-12-09,6,12,10
2010-12-10,19,12,22
2010-12-11,6,13,11
2010-12-12,7,28,24
2010-12-13,7,14,17
2010-12-14,20,33,16
2010-12-15,10,36,9
2010-12-16,11,33,6
2010-12-17,5,22,8
2010-12-18,4,34,9
2010-12-19,4,17,8
2010-12-20,15,6,11
2010-12-21,5,19,6
2010-12-22,9,9,3
2010-12-23,7,21,4
2010-12-24,0,20,8
2010-12-25,39,2,1
2010-12-26,18,15,7
2010-12-27,14,17,9
2010-12-28,4,42,4
2010-12-29,10,11,0
2010-12-30,10,16,6
2010-12-31,6,6,3
2011-01-01,6,15,8
2011-01-02,0,29,7
2011-01-03,0,51,21
2011-01-04,0,30,9
2011-01-05,22,31,12
2011-01-06,7,33,14
2011-01-07,7,23,14
2011-01-08,6,26,2
2011-01-09,8,25,7
2011-01-10,5,19,17
2011-01-11,7,22,4
2011-01-12,16,31,9
2011-01-13,6,10,6
2011-01-14,8,12,11
2011-01-15,6,32,0
2011-01-16,2,17,5
2011-01-17,11,21,18
2011-01-18,8,17,12
2011-01-19,9,13,21
2011-01-20,10,14,24
2011-01-21,5,8,0
2011-01-22,12,5,0
2011-01-23,4,9,7
2011-01-24,13,22,15
2011-01-25,0,14,7
2011-01-26,9,10,1
2011-01-27,18,10,6
2011-01-28,23,3,15
2011-01-29,8,17,7
2011-01-30,14,19,8
2011-01-31,12,14,12
2011-02-01,7,4,18
2011-02-02,8,10,0
2011-02-03,12,5,10
2011-02-04,9,7,11
2011-02-05,14,18,4
2011-02-06,9,3,2
2011-02-07,10,18,6
2011-02-08,8,0,6
2011-02-09,3,3,4
2011-02-10,2,4,4
