,hashicorp/consul,apache/zookeeper,etcd-io/etcd
2023-03-06,9,2,4
2023-03-07,6,0,2
2023-03-08,5,2,5
2023-03-09,6,0,3
2023-03-10,6,0,5
2023-03-11,0,0,2
2023-03-12,0,0,1
2023-03-13,3,0,5
2023-03-14,5,0,9
2023-03-15,6,0,4
2023-03-16,2,0,6
2023-03-17,4,1,5
2023-03-18,1,0,5
2023-03-19,0,0,2
2023-03-20,14,0,7
2023-03-21,7,0,7
2023-03-22,6,0,6
2023-03-23,3,0,3
2023-03-24,6,0,6
2023-03-25,0,0,0
2023-03-26,0,1,1
2023-03-27,11,0,1
2023-03-28,7,0,9
2023-03-29,3,0,6
2023-03-30,4,0,18
2023-03-31,7,0,8
2023-04-01,0,0,4
2023-04-02,0,0,3
2023-04-03,6,0,10
2023-04-04,3,0,19
2023-04-05,5,0,10
2023-04-06,5,0,11
2023-04-07,4,0,7
2023-04-08,1,0,2
2023-04-09,0,0,2
2023-04-10,6,0,9
2023-04-11,10,0,11
2023-04-12,8,1,7
2023-04-13,1,0,6
2023-04-14,7,0,4
2023-04-15,0,0,0
2023-04-16,0,0,5
2023-04-17,3,1,3
2023-04-18,6,0,5
2023-04-19,8,0,0
2023-04-20,6,0,10
2023-04-21,6,0,0
2023-04-22,0,0,3
2023-04-23,0,0,1
2023-04-24,8,0,4
2023-04-25,7,0,7
2023-04-26,12,0,9
2023-04-27,3,0,4
2023-04-28,8,0,4
2023-04-29,1,0,3
2023-04-30,0,0,0
2023-05-01,1,0,2
2023-05-02,1,0,1
2023-05-03,1,0,7
2023-05-04,0,0,5
2023-05-05,3,1,6
2023-05-06,0,0,0
2023-05-07,0,0,5
2023-05-08,9,0,5
2023-05-09,10,0,8
2023-05-10,3,0,10
2023-05-11,4,0,8
2023-05-12,7,0,6
2023-05-13,1,0,8
2023-05-14,0,0,1
2023-05-15,11,0,11
2023-05-16,5,0,5
2023-05-17,6,0,2
2023-05-18,1,0,1
2023-05-19,3,0,5
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,4,0,2
2023-05-23,6,0,9
2023-05-24,9,0,3
2023-05-25,9,0,9
2023-05-26,5,0,5
2023-05-27,0,0,1
2023-05-28,0,0,0
2023-05-29,3,0,2
2023-05-30,10,0,5
2023-05-31,8,0,0
2023-06-01,3,0,4
2023-06-02,4,0,3
2023-06-03,0,0,0
2023-06-04,0,0,1
2023-06-05,5,0,7
2023-06-06,5,0,4
2023-06-07,6,0,4
2023-06-08,5,0,6
2023-06-09,3,0,8
2023-06-10,1,0,2
2023-06-11,0,0,0
2023-06-12,16,0,7
2023-06-13,16,2,6
2023-06-14,7,1,6
2023-06-15,11,2,3
2023-06-16,5,5,11
2023-06-17,1,1,2
2023-06-18,0,0,0
2023-06-19,0,1,10
2023-06-20,7,0,5
2023-06-21,6,1,5
2023-06-22,2,0,8
2023-06-23,6,1,9
2023-06-24,0,0,6
2023-06-25,0,0,2
2023-06-26,7,0,8
2023-06-27,12,0,7
2023-06-28,7,0,5
2023-06-29,6,0,3
2023-06-30,7,0,0
2023-07-01,1,0,1
2023-07-02,0,3,1
2023-07-03,0,0,6
2023-07-04,2,2,3
2023-07-05,8,1,5
2023-07-06,4,0,7
2023-07-07,2,1,6
2023-07-08,0,0,0
2023-07-09,0,0,1
2023-07-10,2,0,8
2023-07-11,6,0,7
2023-07-12,8,0,4
2023-07-13,4,1,8
2023-07-14,7,0,6
2023-07-15,1,0,5
2023-07-16,0,0,0
2023-07-17,8,5,7
2023-07-18,3,2,10
2023-07-19,7,0,2
2023-07-20,6,0,1
2023-07-21,9,0,2
2023-07-22,1,0,1
2023-07-23,1,0,2
2023-07-24,9,0,3
2023-07-25,2,0,2
2023-07-26,7,0,9
2023-07-27,1,0,10
2023-07-28,1,0,6
2023-07-29,0,0,0
2023-07-30,0,0,0
2023-07-31,5,0,6
2023-08-01,6,0,3
2023-08-02,3,0,6
2023-08-03,4,0,5
2023-08-04,4,1,5
2023-08-05,1,0,1
2023-08-06,0,0,3
2023-08-07,2,0,3
2023-08-08,7,0,0
2023-08-09,4,0,1
2023-08-10,6,0,3
2023-08-11,6,0,3
2023-08-12,0,0,0
2023-08-13,0,0,0
2023-08-14,0,0,7
2023-08-15,5,0,12
2023-08-16,7,0,2
2023-08-17,7,0,1
2023-08-18,4,0,11
2023-08-19,0,0,3
2023-08-20,0,0,2
2023-08-21,5,0,14
2023-08-22,11,0,9
2023-08-23,4,2,7
2023-08-24,6,0,1
2023-08-25,2,0,4
2023-08-26,0,0,0
2023-08-27,0,0,1
2023-08-28,5,0,8
2023-08-29,3,1,3
2023-08-30,3,1,5
2023-08-31,7,0,1
2023-09-01,12,0,9
2023-09-02,0,1,3
2023-09-03,0,0,3
2023-09-04,0,0,4
2023-09-05,3,0,4
2023-09-06,8,0,5
2023-09-07,5,0,3
2023-09-08,13,0,5
2023-09-09,0,0,9
2023-09-10,1,1,2
2023-09-11,7,0,5
2023-09-12,9,0,5
2023-09-13,7,0,2
2023-09-14,11,0,1
2023-09-15,13,0,1
2023-09-16,1,0,2
2023-09-17,0,0,2
2023-09-18,13,0,9
2023-09-19,16,0,9
2023-09-20,10,0,1
2023-09-21,12,0,13
2023-09-22,19,0,2
2023-09-23,0,0,0
2023-09-24,0,1,1
2023-09-25,7,0,11
2023-09-26,3,0,4
2023-09-27,3,0,1
2023-09-28,1,0,4
2023-09-29,2,0,4
2023-09-30,0,1,7
2023-10-01,0,0,2
2023-10-02,2,1,4
2023-10-03,6,5,5
2023-10-04,6,0,6
2023-10-05,9,1,7
2023-10-06,5,0,1
2023-10-07,0,0,6
2023-10-08,1,0,3
2023-10-09,1,0,8
2023-10-10,10,0,10
2023-10-11,10,1,7
2023-10-12,13,0,11
2023-10-13,12,0,12
2023-10-14,1,0,0
2023-10-15,0,0,1
2023-10-16,9,0,8
2023-10-17,9,2,16
2023-10-18,3,0,6
2023-10-19,8,0,2
2023-10-20,7,0,2
2023-10-21,0,0,0
2023-10-22,0,0,0
2023-10-23,5,0,3
2023-10-24,8,0,10
2023-10-25,3,0,7
2023-10-26,8,0,3
2023-10-27,5,0,3
2023-10-28,0,0,0
2023-10-29,0,0,5
2023-10-30,3,0,2
2023-10-31,4,0,0
2023-11-01,2,0,0
2023-11-02,9,1,0
2023-11-03,7,0,3
2023-11-04,0,0,2
2023-11-05,0,0,2
2023-11-06,8,0,0
2023-11-07,16,0,6
2023-11-08,10,0,7
2023-11-09,14,0,14
2023-11-10,5,0,5
2023-11-11,0,0,6
2023-11-12,0,0,0
2023-11-13,4,0,5
2023-11-14,6,0,1
2023-11-15,14,0,6
2023-11-16,5,0,15
2023-11-17,3,0,1
2023-11-18,2,0,2
2023-11-19,1,0,5
2023-11-20,9,0,3
2023-11-21,4,0,10
2023-11-22,5,0,6
2023-11-23,0,0,11
2023-11-24,1,0,8
2023-11-25,0,0,4
2023-11-26,0,0,2
2023-11-27,6,0,7
2023-11-28,8,0,4
2023-11-29,5,0,0
2023-11-30,2,1,7
2023-12-01,4,1,1
2023-12-02,1,0,1
2023-12-03,0,0,4
2023-12-04,2,2,2
2023-12-05,3,0,3
2023-12-06,8,0,6
2023-12-07,6,0,4
2023-12-08,5,0,1
2023-12-09,0,0,0
2023-12-10,0,0,2
2023-12-11,5,0,7
2023-12-12,11,0,10
2023-12-13,1,0,6
2023-12-14,9,0,3
2023-12-15,2,0,8
2023-12-16,0,0,1
2023-12-17,0,0,1
2023-12-18,6,0,1
2023-12-19,3,0,3
2023-12-20,1,0,9
2023-12-21,7,1,5
2023-12-22,5,0,0
2023-12-23,0,0,1
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,0,0,0
2023-12-27,0,0,5
2023-12-28,1,0,4
2023-12-29,0,0,1
2023-12-30,0,0,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,3,0,4
2024-01-03,5,0,3
2024-01-04,2,0,4
2024-01-05,4,0,2
2024-01-06,0,0,1
2024-01-07,0,0,0
2024-01-08,5,0,1
2024-01-09,9,0,7
2024-01-10,6,0,6
2024-01-11,3,0,4
2024-01-12,9,0,10
2024-01-13,0,0,2
2024-01-14,0,0,1
2024-01-15,1,0,4
2024-01-16,8,0,4
2024-01-17,5,0,2
2024-01-18,8,0,6
2024-01-19,11,0,7
2024-01-20,1,0,1
2024-01-21,0,0,1
2024-01-22,6,0,0
2024-01-23,4,0,0
2024-01-24,12,0,2
2024-01-25,6,0,17
2024-01-26,5,1,1
2024-01-27,2,0,0
2024-01-28,1,0,0
2024-01-29,13,0,0
2024-01-30,12,1,2
2024-01-31,7,1,4
2024-02-01,8,0,9
2024-02-02,8,0,0
2024-02-03,1,0,1
2024-02-04,0,0,0
2024-02-05,2,2,4
2024-02-06,10,4,7
2024-02-07,8,4,8
2024-02-08,9,1,4
2024-02-09,9,4,2
2024-02-10,0,0,0
2024-02-11,0,0,1
2024-02-12,7,0,1
2024-02-13,11,0,13
2024-02-14,6,0,7
2024-02-15,2,1,3
2024-02-16,2,0,2
2024-02-17,0,0,3
2024-02-18,0,0,3
2024-02-19,0,0,5
2024-02-20,4,0,5
2024-02-21,3,0,2
2024-02-22,4,0,14
2024-02-23,1,0,4
2024-02-24,0,0,1
2024-02-25,0,0,0
2024-02-26,6,0,5
2024-02-27,0,0,0
2024-02-28,8,0,6
2024-02-29,3,0,0
2024-03-01,9,0,1
2024-03-02,0,0,0
2024-03-03,0,0,0
2024-03-04,1,0,2
2024-03-05,3,1,3
2024-03-06,3,0,1
2024-03-07,1,0,8
2024-03-08,0,0,6
2024-03-09,0,2,2
2024-03-10,0,0,2
2024-03-11,1,0,9
2024-03-12,3,0,1
2024-03-13,3,0,1
2024-03-14,4,0,0
2024-03-15,3,0,6
2024-03-16,0,1,5
2024-03-17,0,0,5
2024-03-18,1,0,5
2024-03-19,1,0,3
2024-03-20,0,0,3
2024-03-21,0,0,12
2024-03-22,3,0,0
2024-03-23,0,0,0
2024-03-24,0,0,7
2024-03-25,2,0,9
2024-03-26,2,0,6
2024-03-27,2,0,10
2024-03-28,3,0,2
2024-03-29,0,0,3
2024-03-30,0,0,3
2024-03-31,0,0,3
2024-04-01,1,0,9
2024-04-02,1,0,9
2024-04-03,3,0,4
2024-04-04,1,0,8
2024-04-05,0,0,11
2024-04-06,0,0,3
2024-04-07,0,0,2
2024-04-08,3,0,5
2024-04-09,0,0,25
2024-04-10,1,0,5
2024-04-11,3,0,9
2024-04-12,0,0,9
2024-04-13,0,0,4
2024-04-14,0,0,5
2024-04-15,1,0,5
2024-04-16,1,0,7
2024-04-17,1,0,5
2024-04-18,1,0,6
2024-04-19,0,0,1
2024-04-20,0,0,3
2024-04-21,0,0,11
2024-04-22,2,0,9
2024-04-23,1,0,9
2024-04-24,2,1,20
2024-04-25,0,0,9
2024-04-26,0,0,6
2024-04-27,0,0,2
2024-04-28,0,0,0
2024-04-29,1,0,6
2024-04-30,0,2,9
2024-05-01,1,0,4
2024-05-02,3,1,2
2024-05-03,4,0,10
2024-05-04,1,0,3
2024-05-05,0,0,1
2024-05-06,1,0,10
2024-05-07,3,0,6
2024-05-08,1,0,11
2024-05-09,3,0,11
2024-05-10,2,0,2
2024-05-11,0,1,2
2024-05-12,0,0,9
2024-05-13,5,0,7
2024-05-14,4,0,3
2024-05-15,3,0,1
2024-05-16,1,0,1
2024-05-17,0,0,3
2024-05-18,0,0,5
2024-05-19,0,0,1
2024-05-20,4,0,9
2024-05-21,2,0,8
2024-05-22,3,0,7
2024-05-23,1,0,1
2024-05-24,5,0,2
2024-05-25,1,0,2
2024-05-26,0,0,0
2024-05-27,0,0,1
2024-05-28,5,0,0
2024-05-29,0,0,5
2024-05-30,1,0,7
2024-05-31,0,0,1
2024-06-01,0,0,1
2024-06-02,0,0,1
2024-06-03,2,0,2
2024-06-04,3,0,3
2024-06-05,1,0,4
2024-06-06,2,0,2
2024-06-07,0,0,11
2024-06-08,0,0,1
2024-06-09,0,0,0
2024-06-10,4,0,0
2024-06-11,6,0,2
2024-06-12,4,0,7
2024-06-13,3,0,5
2024-06-14,2,0,6
2024-06-15,0,2,11
2024-06-16,0,0,0
2024-06-17,1,0,13
2024-06-18,2,0,10
2024-06-19,0,0,9
2024-06-20,0,0,0
2024-06-21,0,0,2
2024-06-22,0,0,2
2024-06-23,0,0,1
2024-06-24,1,0,11
2024-06-25,2,0,7
2024-06-26,1,0,1
2024-06-27,0,0,3
2024-06-28,0,0,6
2024-06-29,0,0,4
2024-06-30,0,0,2
2024-07-01,0,0,1
2024-07-02,1,0,5
2024-07-03,3,0,10
2024-07-04,0,0,8
2024-07-05,2,0,1
2024-07-06,0,0,1
2024-07-07,0,0,0
2024-07-08,3,0,0
2024-07-09,2,0,2
2024-07-10,1,0,7
2024-07-11,1,0,0
2024-07-12,0,0,3
2024-07-13,0,0,4
2024-07-14,0,0,8
2024-07-15,0,0,5
2024-07-16,0,1,0
2024-07-17,0,0,1
2024-07-18,1,0,4
2024-07-19,0,0,1
2024-07-20,0,0,1
2024-07-21,0,0,0
2024-07-22,1,0,2
2024-07-23,0,0,5
2024-07-24,1,0,2
2024-07-25,0,0,4
2024-07-26,0,0,4
2024-07-27,0,0,1
2024-07-28,0,0,0
2024-07-29,0,0,3
2024-07-30,3,0,4
2024-07-31,0,0,6
2024-08-01,1,0,5
2024-08-02,0,2,3
2024-08-03,0,0,1
2024-08-04,0,0,1
2024-08-05,0,1,3
2024-08-06,0,1,0
2024-08-07,1,0,3
2024-08-08,0,0,14
2024-08-09,0,0,2
2024-08-10,0,0,1
2024-08-11,0,1,1
2024-08-12,1,0,4
2024-08-13,2,0,0
2024-08-14,4,0,3
2024-08-15,2,0,2
2024-08-16,0,0,7
2024-08-17,0,0,0
2024-08-18,0,0,1
2024-08-19,2,1,2
2024-08-20,3,0,0
2024-08-21,0,0,2
2024-08-22,2,0,3
2024-08-23,0,0,1
2024-08-24,0,0,4
2024-08-25,0,0,1
2024-08-26,4,1,1
2024-08-27,0,1,1
2024-08-28,1,0,0
2024-08-29,3,0,9
2024-08-30,1,0,4
2024-08-31,0,0,1
2024-09-01,0,0,0
2024-09-02,0,0,0
2024-09-03,0,1,6
2024-09-04,0,0,1
2024-09-05,1,0,2
2024-09-06,1,0,2
2024-09-07,0,0,0
2024-09-08,0,0,1
2024-09-09,1,0,4
2024-09-10,1,3,5
2024-09-11,3,0,5
2024-09-12,6,1,0
2024-09-13,5,0,0
2024-09-14,0,0,3
2024-09-15,0,0,2
2024-09-16,7,0,3
2024-09-17,4,1,2
2024-09-18,1,1,2
2024-09-19,4,4,4
2024-09-20,1,2,6
2024-09-21,0,0,0
2024-09-22,0,1,6
2024-09-23,1,1,5
2024-09-24,0,0,8
2024-09-25,1,1,5
2024-09-26,1,0,1
2024-09-27,1,0,1
2024-09-28,0,0,0
2024-09-29,0,1,1
2024-09-30,0,0,2
2024-10-01,0,0,5
2024-10-02,1,0,5
2024-10-03,0,0,6
2024-10-04,0,0,11
2024-10-05,0,0,4
2024-10-06,0,0,2
2024-10-07,1,0,0
2024-10-08,0,1,8
2024-10-09,1,0,3
2024-10-10,0,0,3
