,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2019-01-01,0,0,0
2019-01-02,1,3,2
2019-01-03,3,4,4
2019-01-04,0,4,11
2019-01-05,4,1,2
2019-01-06,4,3,0
2019-01-07,0,1,11
2019-01-08,2,4,10
2019-01-09,13,2,8
2019-01-10,17,5,11
2019-01-11,5,0,8
2019-01-12,5,1,5
2019-01-13,4,2,0
2019-01-14,4,1,1
2019-01-15,8,2,4
2019-01-16,21,8,3
2019-01-17,18,2,5
2019-01-18,25,2,11
2019-01-19,12,5,0
2019-01-20,2,0,2
2019-01-21,4,3,5
2019-01-22,0,2,74
2019-01-23,7,1,6
2019-01-24,9,0,4
2019-01-25,5,2,5
2019-01-26,7,0,1
2019-01-27,2,0,0
2019-01-28,0,0,2
2019-01-29,4,1,5
2019-01-30,3,0,8
2019-01-31,2,4,10
2019-02-01,8,0,7
2019-02-02,1,0,0
2019-02-03,1,0,0
2019-02-04,1,0,7
2019-02-05,0,0,11
2019-02-06,0,0,17
2019-02-07,4,1,10
2019-02-08,0,2,13
2019-02-09,4,0,1
2019-02-10,6,0,1
2019-02-11,2,0,16
2019-02-12,4,0,11
2019-02-13,7,0,14
2019-02-14,7,1,67
2019-02-15,15,1,5
2019-02-16,0,0,2
2019-02-17,9,0,1
2019-02-18,4,2,5
2019-02-19,18,1,6
2019-02-20,6,0,2
2019-02-21,13,1,3
2019-02-22,11,0,0
2019-02-23,4,0,2
2019-02-24,0,0,0
2019-02-25,1,2,3
2019-02-26,10,0,12
2019-02-27,2,1,11
2019-02-28,3,1,4
2019-03-01,11,4,5
2019-03-02,16,1,1
2019-03-03,0,0,0
2019-03-04,7,2,1
2019-03-05,5,0,6
2019-03-06,10,1,1
2019-03-07,9,3,15
2019-03-08,6,0,68
2019-03-09,3,0,9
2019-03-10,2,1,0
2019-03-11,3,1,6
2019-03-12,3,2,7
2019-03-13,1,0,5
2019-03-14,5,4,18
2019-03-15,2,0,5
2019-03-16,2,0,1
2019-03-17,3,0,1
2019-03-18,0,3,5
2019-03-19,0,0,10
2019-03-20,4,1,8
2019-03-21,4,4,5
2019-03-22,5,0,2
2019-03-23,2,0,1
2019-03-24,0,0,0
2019-03-25,4,0,0
2019-03-26,10,0,8
2019-03-27,2,0,5
2019-03-28,2,0,8
2019-03-29,3,0,1
2019-03-30,1,0,2
2019-03-31,0,0,1
2019-04-01,2,3,0
2019-04-02,7,3,45
2019-04-03,4,0,8
2019-04-04,0,0,3
2019-04-05,1,0,4
2019-04-06,0,1,0
2019-04-07,1,1,0
2019-04-08,17,2,1
2019-04-09,3,0,0
2019-04-10,9,3,1
2019-04-11,8,2,0
2019-04-12,17,4,0
2019-04-13,4,0,0
2019-04-14,0,1,0
2019-04-15,1,3,2
2019-04-16,8,2,9
2019-04-17,3,1,5
2019-04-18,1,0,4
2019-04-19,16,1,6
2019-04-20,10,0,1
2019-04-21,4,0,0
2019-04-22,11,0,3
2019-04-23,8,1,6
2019-04-24,7,0,9
2019-04-25,8,5,8
2019-04-26,7,0,5
2019-04-27,9,0,1
2019-04-28,9,0,2
2019-04-29,8,4,9
2019-04-30,0,1,14
2019-05-01,24,1,17
2019-05-02,4,0,9
2019-05-03,1,0,8
2019-05-04,2,0,0
2019-05-05,11,0,0
2019-05-06,9,0,2
2019-05-07,8,2,8
2019-05-08,2,1,4
2019-05-09,1,0,3
2019-05-10,17,0,2
2019-05-11,25,0,1
2019-05-12,10,0,0
2019-05-13,5,0,4
2019-05-14,18,1,4
2019-05-15,19,2,0
2019-05-16,9,0,5
2019-05-17,15,0,16
2019-05-18,1,0,4
2019-05-19,0,0,1
2019-05-20,3,0,6
2019-05-21,4,0,23
2019-05-22,23,3,11
2019-05-23,8,0,12
2019-05-24,10,2,4
2019-05-25,3,0,1
2019-05-26,3,0,1
2019-05-27,19,0,2
2019-05-28,18,0,12
2019-05-29,23,0,9
2019-05-30,38,3,6
2019-05-31,16,0,9
2019-06-01,3,0,2
2019-06-02,5,19,2
2019-06-03,0,0,19
2019-06-04,13,0,8
2019-06-05,15,2,11
2019-06-06,1,0,3
2019-06-07,3,0,6
2019-06-08,6,0,1
2019-06-09,1,0,1
2019-06-10,11,1,3
2019-06-11,6,0,6
2019-06-12,7,2,4
2019-06-13,14,3,9
2019-06-14,8,0,9
2019-06-15,1,0,9
2019-06-16,3,0,1
2019-06-17,2,1,8
2019-06-18,0,2,7
2019-06-19,16,0,16
2019-06-20,12,0,14
2019-06-21,7,0,4
2019-06-22,4,0,1
2019-06-23,2,0,2
2019-06-24,9,0,8
2019-06-25,21,0,3
2019-06-26,12,4,5
2019-06-27,3,2,5
2019-06-28,3,0,10
2019-06-29,5,0,1
2019-06-30,5,1,2
2019-07-01,7,0,9
2019-07-02,10,0,6
2019-07-03,7,0,12
2019-07-04,3,0,3
2019-07-05,1,0,2
2019-07-06,13,0,1
2019-07-07,6,0,1
2019-07-08,0,0,8
2019-07-09,8,1,8
2019-07-10,6,2,3
2019-07-11,7,2,8
2019-07-12,1,2,4
2019-07-13,0,0,1
2019-07-14,0,0,1
2019-07-15,5,0,19
2019-07-16,12,3,12
2019-07-17,6,2,11
2019-07-18,18,8,5
2019-07-19,2,1,6
2019-07-20,5,0,2
2019-07-21,6,0,1
2019-07-22,4,2,5
2019-07-23,8,0,9
2019-07-24,14,0,19
2019-07-25,8,0,10
2019-07-26,0,0,16
2019-07-27,35,0,2
2019-07-28,11,0,1
2019-07-29,22,0,13
2019-07-30,24,2,7
2019-07-31,0,2,9
2019-08-01,0,0,6
2019-08-02,5,3,5
2019-08-03,4,1,2
2019-08-04,0,0,1
2019-08-05,1,0,10
2019-08-06,6,0,4
2019-08-07,9,2,7
2019-08-08,11,5,6
2019-08-09,12,0,5
2019-08-10,6,0,1
2019-08-11,11,0,2
2019-08-12,0,0,5
2019-08-13,1,0,9
2019-08-14,0,0,5
2019-08-15,8,0,8
2019-08-16,1,0,6
2019-08-17,2,0,1
2019-08-18,2,0,1
2019-08-19,1,0,7
2019-08-20,1,0,5
2019-08-21,7,0,10
2019-08-22,1,0,7
2019-08-23,4,0,9
2019-08-24,6,0,2
2019-08-25,3,0,1
2019-08-26,9,0,7
2019-08-27,14,0,11
2019-08-28,9,2,11
2019-08-29,11,0,13
2019-08-30,9,2,7
2019-08-31,4,0,0
2019-09-01,7,0,1
2019-09-02,2,0,1
2019-09-03,8,0,10
2019-09-04,6,0,10
2019-09-05,8,0,7
2019-09-06,6,0,6
2019-09-07,2,0,2
2019-09-08,29,0,2
2019-09-09,62,0,2
2019-09-10,3,0,4
2019-09-11,36,0,1
2019-09-12,13,16,2
2019-09-13,9,0,2
2019-09-14,13,0,2
2019-09-15,3,0,1
2019-09-16,11,0,5
2019-09-17,5,1,6
2019-09-18,22,0,7
2019-09-19,3,1,9
2019-09-20,17,9,5
2019-09-21,6,0,2
2019-09-22,5,0,1
2019-09-23,6,0,1
2019-09-24,2,0,4
2019-09-25,17,0,3
2019-09-26,11,0,2
2019-09-27,26,0,2
2019-09-28,27,0,1
2019-09-29,4,0,1
2019-09-30,4,0,5
2019-10-01,25,0,3
2019-10-02,13,0,6
2019-10-03,10,0,5
2019-10-04,7,0,9
2019-10-05,3,1,2
2019-10-06,3,0,3
2019-10-07,12,0,4
2019-10-08,10,0,8
2019-10-09,6,0,8
2019-10-10,8,1,11
2019-10-11,9,0,5
2019-10-12,5,2,1
2019-10-13,6,0,1
2019-10-14,2,0,11
2019-10-15,4,2,5
2019-10-16,19,15,5
2019-10-17,3,1,3
2019-10-18,14,1,9
2019-10-19,3,0,1
2019-10-20,2,0,1
2019-10-21,6,0,11
2019-10-22,2,1,4
2019-10-23,5,2,10
2019-10-24,0,0,5
2019-10-25,18,0,3
2019-10-26,6,0,1
2019-10-27,8,0,2
2019-10-28,10,4,5
2019-10-29,6,2,7
2019-10-30,7,3,7
2019-10-31,11,0,10
2019-11-01,10,1,9
2019-11-02,7,1,4
2019-11-03,13,0,2
2019-11-04,38,0,10
2019-11-05,13,0,11
2019-11-06,35,5,3
2019-11-07,18,3,8
2019-11-08,11,5,7
2019-11-09,6,2,1
2019-11-10,3,0,1
2019-11-11,1,0,2
2019-11-12,3,0,6
2019-11-13,1,9,10
2019-11-14,8,5,6
2019-11-15,9,3,2
2019-11-16,12,0,1
2019-11-17,3,5,1
2019-11-18,8,4,6
2019-11-19,0,3,6
2019-11-20,4,1,6
2019-11-21,7,9,6
2019-11-22,2,3,4
2019-11-23,0,5,2
2019-11-24,8,3,1
2019-11-25,20,3,5
2019-11-26,8,1,3
2019-11-27,6,3,5
2019-11-28,11,2,3
2019-11-29,6,2,1
2019-11-30,5,5,2
2019-12-01,1,0,3
2019-12-02,3,0,6
2019-12-03,10,0,1
2019-12-04,20,1,5
2019-12-05,4,0,7
2019-12-06,13,0,7
2019-12-07,14,1,1
2019-12-08,4,0,1
2019-12-09,5,0,4
2019-12-10,9,2,3
2019-12-11,20,2,6
2019-12-12,9,8,2
2019-12-13,4,0,10
2019-12-14,1,1,3
2019-12-15,1,0,1
2019-12-16,1,2,4
2019-12-17,5,0,7
2019-12-18,8,6,7
2019-12-19,7,1,3
2019-12-20,15,2,2
2019-12-21,0,2,1
2019-12-22,2,5,1
2019-12-23,7,0,1
2019-12-24,0,1,1
2019-12-25,0,0,1
2019-12-26,0,0,1
2019-12-27,0,0,0
2019-12-28,0,2,1
2019-12-29,0,9,1
2019-12-30,5,4,4
2019-12-31,0,2,2
2020-01-01,0,2,1
2020-01-02,2,1,1
2020-01-03,0,2,3
2020-01-04,0,3,1
2020-01-05,2,5,1
2020-01-06,2,3,3
2020-01-07,0,5,2
2020-01-08,3,5,1
2020-01-09,14,6,8
2020-01-10,5,2,3
2020-01-11,0,5,1
2020-01-12,2,11,1
2020-01-13,0,7,18
2020-01-14,3,3,6
2020-01-15,0,3,6
2020-01-16,0,5,2
2020-01-17,19,12,6
2020-01-18,1,4,1
2020-01-19,3,14,1
2020-01-20,20,1,2
2020-01-21,2,2,5
2020-01-22,7,3,7
2020-01-23,8,1,7
2020-01-24,6,3,2
2020-01-25,7,2,2
2020-01-26,9,0,4
2020-01-27,4,0,7
2020-01-28,24,1,10
2020-01-29,6,1,8
2020-01-30,7,1,7
2020-01-31,5,0,11
2020-02-01,1,1,1
2020-02-02,1,0,1
2020-02-03,16,0,7
2020-02-04,19,1,6
2020-02-05,17,3,9
2020-02-06,16,3,10
2020-02-07,9,0,8
2020-02-08,7,2,2
2020-02-09,8,3,4
2020-02-10,15,3,8
2020-02-11,13,4,8
2020-02-12,26,1,9
2020-02-13,6,0,6
2020-02-14,21,1,3
2020-02-15,14,11,2
2020-02-16,3,4,1
2020-02-17,13,3,4
2020-02-18,7,3,2
2020-02-19,1,6,1
2020-02-20,7,1,4
2020-02-21,5,0,6
2020-02-22,8,1,1
2020-02-23,1,1,1
2020-02-24,3,1,8
2020-02-25,3,1,6
2020-02-26,9,3,4
2020-02-27,6,3,7
2020-02-28,5,1,3
2020-02-29,2,0,0
2020-03-01,2,1,0
2020-03-02,15,0,6
2020-03-03,13,0,7
2020-03-04,13,0,8
2020-03-05,25,1,9
2020-03-06,2,2,2
2020-03-07,0,0,1
2020-03-08,3,0,0
2020-03-09,13,3,5
2020-03-10,4,2,10
2020-03-11,7,0,7
2020-03-12,4,0,3
2020-03-13,1,0,5
2020-03-14,3,0,2
2020-03-15,5,0,0
2020-03-16,0,1,4
2020-03-17,24,1,5
2020-03-18,7,3,12
2020-03-19,2,0,7
2020-03-20,3,0,9
2020-03-21,2,0,0
2020-03-22,1,0,1
2020-03-23,6,0,3
2020-03-24,1,0,5
2020-03-25,0,0,4
2020-03-26,5,0,6
2020-03-27,9,0,4
2020-03-28,0,0,1
2020-03-29,5,0,0
2020-03-30,4,2,9
2020-03-31,20,1,6
2020-04-01,5,5,7
2020-04-02,10,0,5
2020-04-03,5,0,3
2020-04-04,16,1,0
2020-04-05,6,2,0
2020-04-06,25,2,3
2020-04-07,5,1,3
2020-04-08,11,1,7
2020-04-09,35,3,9
2020-04-10,4,1,2
2020-04-11,9,0,0
2020-04-12,0,2,0
2020-04-13,19,5,11
2020-04-14,4,0,5
2020-04-15,3,2,4
2020-04-16,6,4,7
2020-04-17,6,2,2
2020-04-18,6,3,0
2020-04-19,3,3,0
2020-04-20,17,0,9
2020-04-21,12,1,10
2020-04-22,1,1,8
2020-04-23,6,3,4
2020-04-24,4,1,2
2020-04-25,2,2,0
2020-04-26,3,0,0
2020-04-27,14,2,8
2020-04-28,25,1,3
2020-04-29,10,1,4
2020-04-30,51,0,9
2020-05-01,35,0,6
2020-05-02,14,2,0
2020-05-03,5,0,0
2020-05-04,5,3,4
2020-05-05,14,6,3
2020-05-06,14,2,2
2020-05-07,13,0,4
2020-05-08,31,0,5
2020-05-09,13,4,1
2020-05-10,2,3,1
2020-05-11,40,0,12
2020-05-12,24,0,5
2020-05-13,17,0,10
2020-05-14,42,0,4
2020-05-15,23,1,3
2020-05-16,6,1,0
2020-05-17,12,0,1
2020-05-18,19,0,8
2020-05-19,27,6,13
2020-05-20,17,5,5
2020-05-21,15,1,12
2020-05-22,14,0,4
2020-05-23,2,0,0
2020-05-24,0,0,0
2020-05-25,8,0,1
2020-05-26,14,0,8
2020-05-27,6,0,6
2020-05-28,50,0,4
2020-05-29,63,0,3
2020-05-30,37,2,2
2020-05-31,33,3,0
2020-06-01,9,0,6
2020-06-02,2,0,14
2020-06-03,9,3,6
2020-06-04,18,2,6
2020-06-05,56,2,3
2020-06-06,1,4,0
2020-06-07,1,3,0
2020-06-08,3,1,5
2020-06-09,13,0,6
2020-06-10,13,0,1
2020-06-11,7,2,10
2020-06-12,17,1,5
2020-06-13,20,0,1
2020-06-14,38,2,0
2020-06-15,28,0,3
2020-06-16,45,0,8
2020-06-17,143,0,6
2020-06-18,11,0,2
2020-06-19,13,0,2
2020-06-20,9,3,0
2020-06-21,3,2,0
2020-06-22,24,0,5
2020-06-23,47,0,5
2020-06-24,16,1,5
2020-06-25,24,5,4
2020-06-26,28,0,2
2020-06-27,9,0,0
2020-06-28,5,0,0
2020-06-29,12,0,5
2020-06-30,58,0,5
2020-07-01,21,0,7
2020-07-02,28,0,2
2020-07-03,12,2,5
2020-07-04,12,0,0
2020-07-05,38,0,0
2020-07-06,37,0,8
2020-07-07,24,0,4
2020-07-08,22,9,5
2020-07-09,13,0,9
2020-07-10,9,0,6
2020-07-11,1,0,0
2020-07-12,2,0,0
2020-07-13,9,0,5
2020-07-14,24,0,4
2020-07-15,21,4,6
2020-07-16,15,1,9
2020-07-17,17,1,2
2020-07-18,8,3,0
2020-07-19,4,3,0
2020-07-20,25,0,6
2020-07-21,29,0,11
2020-07-22,28,0,5
2020-07-23,17,0,9
2020-07-24,18,3,2
2020-07-25,8,0,0
2020-07-26,3,0,0
2020-07-27,16,0,5
2020-07-28,7,3,12
2020-07-29,20,0,4
2020-07-30,30,1,5
2020-07-31,6,0,2
2020-08-01,15,6,0
2020-08-02,0,2,0
2020-08-03,7,0,4
2020-08-04,8,0,4
2020-08-05,15,2,5
2020-08-06,17,2,9
2020-08-07,9,0,9
2020-08-08,0,1,0
2020-08-09,0,0,0
2020-08-10,8,1,7
2020-08-11,8,0,10
2020-08-12,29,1,2
2020-08-13,6,1,3
2020-08-14,13,1,1
2020-08-15,0,1,1
2020-08-16,4,4,0
2020-08-17,7,0,4
2020-08-18,18,0,6
2020-08-19,14,0,5
2020-08-20,72,0,4
2020-08-21,10,0,5
2020-08-22,2,0,9
2020-08-23,9,5,1
2020-08-24,12,0,12
2020-08-25,36,0,3
2020-08-26,12,1,4
2020-08-27,15,1,7
2020-08-28,25,0,4
2020-08-29,4,3,0
2020-08-30,0,0,0
2020-08-31,8,0,6
2020-09-01,29,3,0
2020-09-02,14,0,7
2020-09-03,16,0,6
2020-09-04,15,0,3
2020-09-05,3,0,0
2020-09-06,1,2,0
2020-09-07,2,2,1
2020-09-08,29,2,6
2020-09-09,6,0,1
2020-09-10,22,2,6
2020-09-11,33,2,2
2020-09-12,8,0,1
2020-09-13,5,2,0
2020-09-14,13,0,10
2020-09-15,12,2,5
2020-09-16,29,0,5
2020-09-17,33,0,6
2020-09-18,34,0,2
2020-09-19,5,2,1
2020-09-20,4,1,0
2020-09-21,4,0,7
2020-09-22,8,0,6
2020-09-23,11,0,12
2020-09-24,1,3,5
2020-09-25,8,0,1
2020-09-26,6,3,0
2020-09-27,8,0,0
2020-09-28,21,0,5
2020-09-29,17,0,8
2020-09-30,30,0,8
2020-10-01,14,3,3
2020-10-02,19,0,8
2020-10-03,5,3,0
2020-10-04,10,6,0
2020-10-05,18,0,13
2020-10-06,19,2,11
2020-10-07,20,3,4
2020-10-08,39,0,6
2020-10-09,5,0,7
2020-10-10,0,2,1
2020-10-11,15,4,0
2020-10-12,29,0,1
2020-10-13,22,0,11
2020-10-14,6,0,3
2020-10-15,24,1,4
2020-10-16,11,3,6
2020-10-17,22,0,1
2020-10-18,2,3,0
2020-10-19,3,0,13
2020-10-20,15,0,12
2020-10-21,30,0,10
2020-10-22,29,1,6
2020-10-23,39,3,6
2020-10-24,7,0,0
2020-10-25,29,3,1
2020-10-26,7,0,13
2020-10-27,5,0,13
2020-10-28,26,0,12
2020-10-29,19,0,10
2020-10-30,4,3,2
2020-10-31,6,0,0
2020-11-01,12,5,0
2020-11-02,26,0,8
2020-11-03,5,0,4
2020-11-04,5,0,3
2020-11-05,12,0,5
2020-11-06,7,0,1
2020-11-07,5,0,1
2020-11-08,4,0,0
2020-11-09,1,0,11
2020-11-10,6,0,7
