,apache/groovy,jetbrains/kotlin,scala/scala
2024-03-02,0,1,1
2024-03-03,0,1,0
2024-03-04,3,45,0
2024-03-05,1,52,4
2024-03-06,0,48,1
2024-03-07,0,56,2
2024-03-08,6,38,1
2024-03-09,3,32,1
2024-03-10,7,3,2
2024-03-11,2,62,2
2024-03-12,0,71,0
2024-03-13,1,52,2
2024-03-14,0,79,9
2024-03-15,0,61,1
2024-03-16,0,3,4
2024-03-17,0,0,2
2024-03-18,1,32,0
2024-03-19,1,46,3
2024-03-20,0,50,0
2024-03-21,1,41,1
2024-03-22,3,40,0
2024-03-23,0,2,0
2024-03-24,0,0,4
2024-03-25,0,31,2
2024-03-26,8,46,5
2024-03-27,4,29,3
2024-03-28,0,49,0
2024-03-29,0,10,0
2024-03-30,1,0,1
2024-03-31,2,4,0
2024-04-01,0,1,0
2024-04-02,0,53,1
2024-04-03,0,56,0
2024-04-04,2,58,3
2024-04-05,0,25,2
2024-04-06,9,0,4
2024-04-07,0,1,0
2024-04-08,1,31,12
2024-04-09,1,31,7
2024-04-10,1,24,4
2024-04-11,0,29,4
2024-04-12,0,54,1
2024-04-13,0,2,2
2024-04-14,0,0,0
2024-04-15,0,42,6
2024-04-16,1,68,1
2024-04-17,0,59,4
2024-04-18,5,70,0
2024-04-19,10,64,1
2024-04-20,1,0,0
2024-04-21,1,0,1
2024-04-22,1,51,0
2024-04-23,2,52,0
2024-04-24,4,42,0
2024-04-25,1,57,0
2024-04-26,0,37,0
2024-04-27,0,7,0
2024-04-28,1,0,0
2024-04-29,0,36,0
2024-04-30,1,31,0
2024-05-01,3,2,2
2024-05-02,0,46,0
2024-05-03,3,14,1
2024-05-04,1,0,0
2024-05-05,0,0,1
2024-05-06,0,36,3
2024-05-07,0,55,1
2024-05-08,3,60,5
2024-05-09,2,9,0
2024-05-10,2,33,0
2024-05-11,0,0,0
2024-05-12,1,4,1
2024-05-13,1,51,3
2024-05-14,1,35,0
2024-05-15,0,76,0
2024-05-16,1,33,0
2024-05-17,0,31,0
2024-05-18,4,5,0
2024-05-19,4,2,0
2024-05-20,1,8,1
2024-05-21,0,47,6
2024-05-22,0,47,6
2024-05-23,1,33,0
2024-05-24,0,13,0
2024-05-25,0,3,0
2024-05-26,2,0,0
2024-05-27,0,68,0
2024-05-28,1,71,0
2024-05-29,2,105,2
2024-05-30,1,67,0
2024-05-31,0,31,0
2024-06-01,4,6,1
2024-06-02,7,0,0
2024-06-03,2,34,1
2024-06-04,5,70,7
2024-06-05,2,43,2
2024-06-06,1,30,1
2024-06-07,0,94,1
2024-06-08,0,1,0
2024-06-09,0,0,1
2024-06-10,1,35,1
2024-06-11,0,66,2
2024-06-12,3,24,1
2024-06-13,1,28,2
2024-06-14,5,34,1
2024-06-15,12,1,0
2024-06-16,4,9,0
2024-06-17,2,88,2
2024-06-18,2,80,0
2024-06-19,2,84,3
2024-06-20,4,38,2
2024-06-21,2,89,1
2024-06-22,4,17,4
2024-06-23,3,1,3
2024-06-24,13,69,5
2024-06-25,3,57,1
2024-06-26,2,45,3
2024-06-27,1,42,0
2024-06-28,0,54,0
2024-06-29,0,23,0
2024-06-30,1,4,0
2024-07-01,1,60,0
2024-07-02,2,95,0
2024-07-03,1,34,2
2024-07-04,0,19,0
2024-07-05,1,48,0
2024-07-06,5,1,0
2024-07-07,1,0,0
2024-07-08,0,37,0
2024-07-09,2,56,1
2024-07-10,2,49,5
2024-07-11,0,33,6
2024-07-12,1,30,4
2024-07-13,1,4,0
2024-07-14,1,0,1
2024-07-15,0,36,7
2024-07-16,0,53,1
2024-07-17,0,39,1
2024-07-18,1,50,6
2024-07-19,1,14,0
2024-07-20,0,1,0
2024-07-21,0,0,3
2024-07-22,0,72,3
2024-07-23,1,37,0
2024-07-24,0,45,0
2024-07-25,0,53,0
2024-07-26,0,29,1
2024-07-27,0,2,0
2024-07-28,0,0,0
2024-07-29,0,34,0
2024-07-30,0,43,2
2024-07-31,0,24,3
2024-08-01,0,18,0
2024-08-02,0,39,0
2024-08-03,0,0,0
2024-08-04,1,0,0
2024-08-05,0,50,0
2024-08-06,0,25,1
2024-08-07,0,54,14
2024-08-08,0,14,10
2024-08-09,0,22,2
2024-08-10,3,1,0
2024-08-11,0,1,0
2024-08-12,0,41,0
2024-08-13,1,21,9
2024-08-14,0,50,17
2024-08-15,0,12,11
2024-08-16,0,17,5
2024-08-17,0,0,0
2024-08-18,0,0,0
2024-08-19,0,25,0
2024-08-20,0,34,0
2024-08-21,0,93,1
2024-08-22,0,38,0
2024-08-23,0,27,0
2024-08-24,6,3,0
2024-08-25,0,0,0
2024-08-26,0,28,0
2024-08-27,0,51,0
2024-08-28,0,33,0
2024-08-29,1,55,1
2024-08-30,1,22,0
2024-08-31,1,4,1
2024-09-01,0,0,0
2024-09-02,1,55,3
2024-09-03,9,104,0
2024-09-04,3,33,2
2024-09-05,4,58,0
2024-09-06,2,76,0
2024-09-07,1,1,0
2024-09-08,3,0,0
2024-09-09,3,39,0
2024-09-10,2,27,1
2024-09-11,4,22,1
2024-09-12,2,31,3
2024-09-13,3,20,0
2024-09-14,1,14,0
2024-09-15,0,5,0
2024-09-16,0,23,3
2024-09-17,1,43,1
2024-09-18,4,33,1
2024-09-19,2,49,0
2024-09-20,1,35,0
2024-09-21,0,102,0
2024-09-22,0,1,0
2024-09-23,4,60,1
2024-09-24,3,40,1
2024-09-25,1,38,2
2024-09-26,2,56,1
2024-09-27,1,59,0
2024-09-28,1,7,4
2024-09-29,1,7,2
2024-09-30,1,27,1
2024-10-01,1,25,0
2024-10-02,0,32,0
2024-10-03,0,18,0
2024-10-04,0,17,0
2024-10-05,2,5,0
2024-10-06,2,0,0
2024-10-07,1,67,0
2024-10-08,1,36,0
2024-10-09,2,73,2
2024-10-10,1,38,11
2024-10-11,1,30,1
2024-10-12,3,0,2
2024-10-13,1,1,0
2024-10-14,2,40,2
2024-10-15,1,40,14
2024-10-16,1,54,1
2024-10-17,0,49,0
2024-10-18,7,22,2
2024-10-19,0,1,0
2024-10-20,11,0,1
2024-10-21,0,14,5
2024-10-22,0,26,3
2024-10-23,2,19,7
2024-10-24,0,14,0
2024-10-25,0,21,5
2024-10-26,8,1,1
2024-10-27,4,0,1
2024-10-28,1,25,5
2024-10-29,0,24,2
2024-10-30,0,53,3
2024-10-31,0,20,0
2024-11-01,3,3,2
2024-11-02,0,1,0
2024-11-03,5,0,1
2024-11-04,2,26,4
2024-11-05,0,26,6
2024-11-06,0,53,11
2024-11-07,0,45,2
2024-11-08,0,38,0
2024-11-09,4,5,1
2024-11-10,0,0,1
2024-11-11,0,47,3
2024-11-12,1,39,4
2024-11-13,1,53,8
2024-11-14,0,53,2
2024-11-15,0,18,2
2024-11-16,0,7,0
2024-11-17,0,0,0
2024-11-18,1,44,1
2024-11-19,0,53,0
2024-11-20,0,24,0
2024-11-21,0,30,2
2024-11-22,2,29,5
2024-11-23,2,0,2
2024-11-24,3,1,1
2024-11-25,2,41,5
2024-11-26,3,39,0
2024-11-27,0,75,3
2024-11-28,0,45,2
2024-11-29,0,33,0
2024-11-30,0,0,0
2024-12-01,0,4,0
2024-12-02,5,53,0
2024-12-03,3,55,1
2024-12-04,19,28,0
2024-12-05,0,54,0
2024-12-06,0,35,0
2024-12-07,0,0,0
2024-12-08,4,0,0
2024-12-09,1,59,4
2024-12-10,3,28,0
2024-12-11,2,30,4
2024-12-12,0,61,9
2024-12-13,2,24,4
2024-12-14,0,10,0
2024-12-15,0,3,0
2024-12-16,0,35,3
2024-12-17,0,15,1
2024-12-18,0,16,1
2024-12-19,0,63,8
2024-12-20,1,30,2
2024-12-21,0,0,0
2024-12-22,8,0,3
2024-12-23,0,7,0
2024-12-24,0,17,0
2024-12-25,0,1,2
2024-12-26,0,0,0
2024-12-27,5,0,0
2024-12-28,3,0,2
2024-12-29,1,0,0
2024-12-30,0,0,0
2024-12-31,2,2,0
2025-01-01,1,0,0
2025-01-02,4,17,1
2025-01-03,3,236,1
2025-01-04,7,0,0
2025-01-05,7,0,0
2025-01-06,7,18,9
2025-01-07,0,69,5
2025-01-08,0,52,0
2025-01-09,1,32,0
2025-01-10,3,50,1
2025-01-11,10,10,1
2025-01-12,1,1,0
2025-01-13,0,59,0
2025-01-14,3,52,3
2025-01-15,0,34,1
2025-01-16,2,36,3
2025-01-17,1,64,0
2025-01-18,9,1,0
2025-01-19,3,0,2
2025-01-20,3,31,1
2025-01-21,1,25,2
2025-01-22,0,37,0
2025-01-23,0,58,3
2025-01-24,3,21,0
2025-01-25,0,0,0
2025-01-26,0,2,0
2025-01-27,1,58,0
2025-01-28,0,63,1
2025-01-29,0,39,0
2025-01-30,1,15,11
2025-01-31,0,61,15
2025-02-01,0,0,0
2025-02-02,0,0,0
2025-02-03,1,47,4
2025-02-04,0,45,1
2025-02-05,0,50,0
2025-02-06,0,59,8
2025-02-07,0,78,6
2025-02-08,2,0,0
2025-02-09,2,0,1
2025-02-10,1,46,3
2025-02-11,0,24,1
2025-02-12,0,75,3
2025-02-13,0,47,4
2025-02-14,1,40,1
2025-02-15,0,9,1
2025-02-16,4,0,0
2025-02-17,0,50,4
2025-02-18,2,53,0
2025-02-19,0,94,1
2025-02-20,1,49,1
2025-02-21,0,44,0
2025-02-22,1,0,0
2025-02-23,2,0,0
2025-02-24,3,27,1
2025-02-25,0,99,2
2025-02-26,0,50,2
2025-02-27,0,44,2
2025-02-28,1,27,1
2025-03-01,1,0,1
2025-03-02,0,0,0
2025-03-03,0,37,2
2025-03-04,0,55,1
2025-03-05,0,15,1
2025-03-06,0,41,1
2025-03-07,0,41,0
2025-03-08,0,0,2
2025-03-09,1,0,3
2025-03-10,1,61,3
2025-03-11,0,66,2
2025-03-12,0,52,3
2025-03-13,2,51,1
2025-03-14,0,40,1
2025-03-15,2,12,0
2025-03-16,3,0,0
2025-03-17,0,79,2
2025-03-18,0,80,6
2025-03-19,0,44,0
2025-03-20,3,49,2
2025-03-21,1,56,0
2025-03-22,18,1,0
2025-03-23,4,0,0
2025-03-24,0,34,2
2025-03-25,0,48,2
2025-03-26,0,43,0
2025-03-27,0,86,0
2025-03-28,0,40,1
2025-03-29,18,1,1
2025-03-30,7,0,1
2025-03-31,0,30,1
2025-04-01,0,55,1
2025-04-02,1,74,2
2025-04-03,8,61,4
2025-04-04,3,47,2
2025-04-05,0,2,0
2025-04-06,3,0,0
2025-04-07,5,35,1
2025-04-08,2,68,3
2025-04-09,3,70,0
2025-04-10,2,38,0
2025-04-11,2,42,0
2025-04-12,10,11,0
2025-04-13,4,4,0
2025-04-14,7,84,7
2025-04-15,4,32,14
2025-04-16,6,53,19
2025-04-17,2,40,1
2025-04-18,0,7,0
2025-04-19,6,0,0
2025-04-20,0,0,0
2025-04-21,3,1,0
2025-04-22,0,111,4
2025-04-23,0,67,0
2025-04-24,2,56,0
2025-04-25,0,32,0
2025-04-26,2,0,1
2025-04-27,0,0,0
2025-04-28,2,45,1
2025-04-29,0,60,2
2025-04-30,8,39,0
2025-05-01,8,13,0
2025-05-02,1,7,0
2025-05-03,1,0,0
2025-05-04,1,0,0
2025-05-05,3,55,0
2025-05-06,8,70,6
2025-05-07,4,78,1
2025-05-08,1,43,0
2025-05-09,1,46,0
2025-05-10,1,0,0
2025-05-11,0,1,0
2025-05-12,2,44,0
2025-05-13,1,78,1
2025-05-14,3,35,3
2025-05-15,3,63,4
2025-05-16,1,25,0
2025-05-17,1,0,0
2025-05-18,4,0,0
2025-05-19,5,67,5
2025-05-20,0,43,3
2025-05-21,3,34,1
2025-05-22,1,14,1
2025-05-23,2,11,2
2025-05-24,2,1,1
2025-05-25,1,0,0
2025-05-26,4,18,1
2025-05-27,2,47,0
2025-05-28,1,7,1
2025-05-29,1,11,0
2025-05-30,1,18,0
2025-05-31,13,0,0
2025-06-01,2,0,0
2025-06-02,0,30,2
2025-06-03,1,46,1
2025-06-04,5,39,0
2025-06-05,0,33,3
2025-06-06,0,23,0
2025-06-07,2,1,0
2025-06-08,5,0,0
2025-06-09,0,2,0
2025-06-10,1,35,3
2025-06-11,1,31,0
2025-06-12,0,68,1
2025-06-13,0,20,0
2025-06-14,6,0,0
2025-06-15,0,0,1
2025-06-16,0,43,4
2025-06-17,1,27,2
2025-06-18,1,25,0
2025-06-19,1,38,1
2025-06-20,0,27,0
2025-06-21,5,0,1
2025-06-22,1,0,0
2025-06-23,1,23,0
2025-06-24,0,35,1
2025-06-25,0,14,2
2025-06-26,0,55,0
2025-06-27,0,33,1
2025-06-28,3,7,0
2025-06-29,0,10,0
2025-06-30,0,93,3
2025-07-01,0,30,1
2025-07-02,0,33,0
2025-07-03,1,38,0
2025-07-04,9,23,1
2025-07-05,0,0,1
2025-07-06,0,0,0
2025-07-07,0,84,0
2025-07-08,1,71,0
2025-07-09,0,63,2
2025-07-10,2,48,0
2025-07-11,1,55,0
2025-07-12,0,2,0
2025-07-13,0,2,0
2025-07-14,0,43,6
2025-07-15,4,72,6
2025-07-16,9,64,3
2025-07-17,2,113,1
2025-07-18,5,46,0
2025-07-19,5,2,0
2025-07-20,5,0,0
2025-07-21,3,36,1
2025-07-22,3,62,0
2025-07-23,4,39,0
2025-07-24,1,26,0
2025-07-25,4,64,2
2025-07-26,1,0,0
2025-07-27,1,0,0
2025-07-28,5,107,0
2025-07-29,10,14,0
2025-07-30,3,68,0
2025-07-31,13,38,0
2025-08-01,0,14,0
2025-08-02,4,1,0
2025-08-03,12,0,0
2025-08-04,16,46,1
2025-08-05,7,45,1
2025-08-06,3,43,0
2025-08-07,3,57,5
2025-08-08,0,30,4
2025-08-09,0,1,0
2025-08-10,2,0,0
2025-08-11,5,39,0
2025-08-12,3,41,1
2025-08-13,13,20,1
2025-08-14,12,57,2
2025-08-15,0,35,3
2025-08-16,1,0,0
2025-08-17,0,0,0
2025-08-18,3,31,0
2025-08-19,6,45,4
2025-08-20,10,14,2
2025-08-21,0,43,1
2025-08-22,0,44,2
2025-08-23,3,0,0
2025-08-24,3,0,0
2025-08-25,10,40,0
2025-08-26,4,107,4
2025-08-27,1,48,0
2025-08-28,1,39,5
2025-08-29,0,21,3
2025-08-30,1,2,0
2025-08-31,5,9,0
2025-09-01,0,0,0
2025-09-02,0,0,0
2025-09-03,0,0,0
2025-09-04,0,0,0
2025-09-05,0,0,0
2025-09-06,0,0,0
2025-09-07,0,0,0
2025-09-08,0,0,0
2025-09-09,0,0,0
2025-09-10,0,0,0
2025-09-11,0,0,0
2025-09-12,0,0,0
2025-09-13,0,0,0
2025-09-14,0,0,0
2025-09-15,0,0,0
2025-09-16,0,0,0
2025-09-17,0,0,0
2025-09-18,0,0,0
2025-09-19,0,0,0
2025-09-20,0,0,0
2025-09-21,0,0,0
