,apache/superset,metabase/metabase,getredash/redash
2016-02-24,9,27,10
2016-02-25,5,18,3
2016-02-26,3,12,2
2016-02-27,5,24,1
2016-02-28,4,2,4
2016-02-29,10,14,17
2016-03-01,13,33,5
2016-03-02,10,17,1
2016-03-03,0,6,0
2016-03-04,9,9,1
2016-03-05,4,7,0
2016-03-06,7,1,2
2016-03-07,2,7,6
2016-03-08,3,28,9
2016-03-09,1,19,4
2016-03-10,2,17,10
2016-03-11,3,10,4
2016-03-12,0,1,4
2016-03-13,0,0,12
2016-03-14,3,5,12
2016-03-15,1,17,10
2016-03-16,9,38,1
2016-03-17,10,25,8
2016-03-18,3,10,0
2016-03-19,5,0,0
2016-03-20,2,0,1
2016-03-21,4,34,5
2016-03-22,1,24,4
2016-03-23,8,17,35
2016-03-24,7,30,8
2016-03-25,5,21,1
2016-03-26,8,2,0
2016-03-27,9,0,3
2016-03-28,6,13,5
2016-03-29,13,24,7
2016-03-30,9,4,14
2016-03-31,15,11,1
2016-04-01,15,12,1
2016-04-02,0,2,0
2016-04-03,9,0,5
2016-04-04,11,19,2
2016-04-05,7,15,2
2016-04-06,7,6,7
2016-04-07,14,1,7
2016-04-08,2,3,1
2016-04-09,12,4,0
2016-04-10,5,4,3
2016-04-11,5,18,1
2016-04-12,5,33,1
2016-04-13,4,38,0
2016-04-14,10,32,5
2016-04-15,7,12,10
2016-04-16,1,0,0
2016-04-17,2,2,15
2016-04-18,3,21,10
2016-04-19,1,48,2
2016-04-20,4,41,83
2016-04-21,5,31,1
2016-04-22,1,18,1
2016-04-23,0,4,0
2016-04-24,0,0,0
2016-04-25,2,8,1
2016-04-26,5,29,0
2016-04-27,1,12,0
2016-04-28,3,27,1
2016-04-29,3,14,2
2016-04-30,1,7,0
2016-05-01,1,0,4
2016-05-02,4,20,1
2016-05-03,3,19,1
2016-05-04,2,16,11
2016-05-05,5,15,9
2016-05-06,1,23,0
2016-05-07,0,13,4
2016-05-08,0,0,6
2016-05-09,0,28,4
2016-05-10,7,51,0
2016-05-11,0,20,0
2016-05-12,6,13,0
2016-05-13,0,12,1
2016-05-14,0,0,0
2016-05-15,0,0,0
2016-05-16,2,9,0
2016-05-17,7,7,6
2016-05-18,0,8,11
2016-05-19,1,8,4
2016-05-20,8,8,2
2016-05-21,0,0,0
2016-05-22,0,0,4
2016-05-23,4,12,2
2016-05-24,2,22,3
2016-05-25,0,20,1
2016-05-26,0,9,7
2016-05-27,0,2,2
2016-05-28,0,0,0
2016-05-29,0,0,0
2016-05-30,0,0,5
2016-05-31,0,18,7
2016-06-01,4,8,7
2016-06-02,7,3,2
2016-06-03,6,2,1
2016-06-04,0,2,0
2016-06-05,0,0,1
2016-06-06,1,11,7
2016-06-07,2,24,4
2016-06-08,2,26,10
2016-06-09,5,10,8
2016-06-10,6,29,0
2016-06-11,4,2,0
2016-06-12,2,0,0
2016-06-13,4,27,5
2016-06-14,5,33,22
2016-06-15,10,19,9
2016-06-16,2,11,2
2016-06-17,5,11,11
2016-06-18,0,0,0
2016-06-19,0,0,5
2016-06-20,6,18,6
2016-06-21,8,2,4
2016-06-22,5,5,5
2016-06-23,4,5,3
2016-06-24,5,23,0
2016-06-25,1,0,0
2016-06-26,1,0,1
2016-06-27,0,23,1
2016-06-28,9,18,2
2016-06-29,1,11,0
2016-06-30,2,20,1
2016-07-01,8,16,1
2016-07-02,0,8,0
2016-07-03,0,1,8
2016-07-04,0,1,4
2016-07-05,0,13,6
2016-07-06,0,38,7
2016-07-07,0,18,0
2016-07-08,3,14,0
2016-07-09,0,7,0
2016-07-10,0,4,0
2016-07-11,4,13,11
2016-07-12,1,23,3
2016-07-13,6,33,0
2016-07-14,4,14,2
2016-07-15,3,10,1
2016-07-16,0,9,0
2016-07-17,0,4,0
2016-07-18,0,35,0
2016-07-19,2,54,1
2016-07-20,1,34,3
2016-07-21,2,27,3
2016-07-22,9,21,0
2016-07-23,0,6,0
2016-07-24,0,6,2
2016-07-25,0,18,4
2016-07-26,3,43,1
2016-07-27,1,55,4
2016-07-28,4,49,6
2016-07-29,0,15,0
2016-07-30,1,6,0
2016-07-31,0,0,7
2016-08-01,0,12,0
2016-08-02,6,10,0
2016-08-03,1,17,5
2016-08-04,1,39,2
2016-08-05,0,5,3
2016-08-06,0,1,1
2016-08-07,0,4,0
2016-08-08,2,1,0
2016-08-09,2,8,2
2016-08-10,7,13,6
2016-08-11,8,69,2
2016-08-12,1,22,0
2016-08-13,1,1,0
2016-08-14,3,0,0
2016-08-15,4,5,0
2016-08-16,5,17,4
2016-08-17,10,11,2
2016-08-18,1,15,1
2016-08-19,3,6,6
2016-08-20,1,2,0
2016-08-21,0,0,0
2016-08-22,1,17,4
2016-08-23,5,14,6
2016-08-24,0,29,2
2016-08-25,5,9,1
2016-08-26,3,5,1
2016-08-27,0,0,2
2016-08-28,0,0,3
2016-08-29,0,17,3
2016-08-30,4,3,5
2016-08-31,6,11,0
2016-09-01,4,11,1
