,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2023-07-19,21,0,0.0
2023-07-20,16,0,1.0
2023-07-21,11,0,-0.19999999999999996
2023-07-22,6,0,-0.08000000000000007
2023-07-23,1,0,-0.048000000000000036
2023-07-24,19,0,-0.03360000000000001
2023-07-25,26,0,-0.025536000000000014
2023-07-26,17,0,-0.02042880000000001
2023-07-27,10,0,3.98307328
2023-07-28,3,0,1.1856122880000002
2023-07-29,0,0,-0.7324693504000002
2023-07-30,3,0,-0.3520000000000003
2023-07-31,7,0,0.7695999999999998
2023-08-01,14,0,3.630656
2023-08-02,7,0,-1.0127872
2023-08-03,25,0,-0.4765644800000004
2023-08-04,6,0,-0.3170042879999999
2023-08-05,15,0,-0.2385888255999998
2023-08-06,1,0,-0.1475115008
2023-08-07,14,0,-0.09864192000000005
2023-08-08,7,0,24.917905408
2023-08-09,8,0,5.929979801600001
2023-08-10,7,0,5.750122598399999
2023-08-11,3,0,-3.080000000000002
2023-08-12,0,0,-2.368000000000001
2023-08-13,1,0,-1.568000000000001
2023-08-14,15,0,-1.1756160000000007
2023-08-15,9,0,-0.9368448000000005
2023-08-16,6,0,-0.7757107199999987
2023-08-17,26,4,-0.6596945919999985
2023-08-18,14,0,-0.297966694399999
2023-08-19,0,0,-0.1390812159999996
2023-08-20,0,1,-0.012469350399999964
2023-08-21,5,0,0.0
2023-08-22,17,0,0.0
2023-08-23,30,0,15.0
2023-08-24,30,0,-2.999999999999999
2023-08-25,11,0,8.799999999999999
2023-08-26,2,0,-2.72
2023-08-27,8,0,-1.304000000000001
2023-08-28,8,0,-0.8630400000000006
2023-08-29,9,0,-0.6424320000000003
2023-08-30,10,0,-0.5092608000000003
2023-08-31,7,0,-0.4201036799999992
2023-09-01,8,0,8.643692544
2023-09-02,1,0,3.056122880000001
2023-09-03,1,0,-1.844693504
2023-09-04,5,0,-0.8320000000000007
2023-09-05,14,0,2.4576
2023-09-06,9,0,0.0021759999999999557
2023-09-07,19,0,5.2484608
2023-09-08,7,0,-1.67848448
2023-09-09,2,0,-0.842923008
2023-09-10,5,0,-0.5823707135999996
2023-09-11,3,0,-0.3507691519999999
2023-09-12,23,0,22.77557504
2023-09-13,28,0,-4.7826626559999985
2023-09-14,21,0,6.006643916799998
2023-09-15,16,0,-2.8027956223999997
2023-09-16,2,0,7.5123838975999995
2023-09-17,0,0,-2.7713280000000005
2023-09-18,1,0,-1.458662400000001
2023-09-19,16,0,-0.025602560000000718
2023-09-20,16,0,-0.9967477759999988
2023-09-21,6,0,6.2679671808
2023-09-22,3,0,-1.7469608959999994
2023-09-23,2,0,-0.8456952832000003
2023-09-24,1,0,-0.4910254079999997
2023-09-25,1,0,6.6321470464
2023-09-26,2,0,-1.5956787199999998
2023-09-27,13,0,-0.7173893120000006
2023-09-28,6,0,-0.46695639040000025
2023-09-29,10,0,-0.33591398399999967
2023-09-30,24,0,5.7339625472
2023-10-01,0,0,4.6569984
2023-10-02,32,0,6.20151296
2023-10-03,29,0,-1.4687139839999999
2023-10-04,31,0,-1.4168854528000006
2023-10-05,29,0,0.18118399999999957
2023-10-06,14,0,-0.7925888000000003
2023-10-07,2,0,-0.5420211200000002
2023-10-08,31,0,-0.4248529919999998
2023-10-09,18,0,0.6494150656000004
2023-10-10,12,0,-0.43238051839999925
2023-10-11,8,0,0.7854286848000003
2023-10-12,15,0,0.7226039296
2023-10-13,27,0,-0.327987712
2023-10-14,0,0,-0.16600535040000008
2023-10-15,3,0,0.8979712
2023-10-16,10,0,-0.27606272
2023-10-17,11,0,-0.14035251200000004
2023-10-18,7,0,-0.09782487040000001
2023-10-19,14,0,-0.06491443199999997
2023-10-20,25,0,-0.05239306239999991
2023-10-21,0,0,-0.03289815039999998
2023-10-22,0,0,-0.01692672000000001
2023-10-23,17,0,-0.01438771199999994
2023-10-24,18,0,12.9875306496
2023-10-25,8,0,-2.5999999999999996
2023-10-26,10,0,-1.040000000000001
2023-10-27,2,0,-0.6240000000000004
2023-10-28,0,0,-0.43680000000000013
2023-10-29,3,0,-0.33196800000000015
2023-10-30,18,0,-0.26557440000000015
2023-10-31,11,0,-0.22004736000000014
2023-11-01,12,0,-0.1870402559999992
2023-11-02,11,0,-0.16210155519999953
2023-11-03,21,0,0.0
2023-11-04,1,0,0.0
2023-11-05,6,0,0.0
2023-11-06,7,0,0.0
2023-11-07,16,0,0.0
2023-11-08,17,0,0.0
2023-11-09,15,0,0.0
2023-11-10,18,0,2.0
2023-11-11,1,0,-0.3999999999999999
2023-11-12,0,0,-0.16000000000000014
2023-11-13,25,0,-0.09600000000000007
2023-11-14,11,0,-0.06720000000000002
2023-11-15,6,0,-0.05107200000000003
2023-11-16,20,0,1.9591424
2023-11-17,17,0,-0.4338534399999999
2023-11-18,0,0,-0.18877542400000002
2023-11-19,1,0,2.8790612992
2023-11-20,6,0,-0.6671999999999999
2023-11-21,4,0,0.7089279999999998
2023-11-22,23,0,-0.3848576000000001
2023-11-23,10,0,-0.2146534400000001
2023-11-24,6,0,-0.15338342399999996
2023-11-25,4,0,-0.11982510079999997
2023-11-26,2,0,-0.07631616000000005
2023-11-27,2,0,-0.06359193599999982
2023-11-28,21,0,-0.054334771199999896
2023-11-29,13,0,-0.01438771199999994
2023-11-30,14,0,-0.012469350399999964
2023-12-01,7,0,0.0
2023-12-02,1,0,0.0
2023-12-03,1,0,0.0
2023-12-04,20,0,0.0
2023-12-05,14,0,1.0
2023-12-06,11,0,-0.19999999999999996
2023-12-07,15,0,-0.08000000000000007
2023-12-08,22,0,0.952
2023-12-09,6,0,-0.23359999999999997
2023-12-10,1,0,-0.10553600000000009
2023-12-11,20,0,-0.06842880000000004
2023-12-12,14,0,-0.050526720000000025
2023-12-13,10,0,-0.03992371199999995
2023-12-14,12,0,-0.03289815039999998
2023-12-15,13,0,-0.01692672000000001
2023-12-16,0,0,-0.01438771199999994
2023-12-17,1,0,-0.012469350399999964
2023-12-18,6,0,4.0
2023-12-19,3,0,1.2000000000000002
2023-12-20,4,0,2.28
2023-12-21,9,0,-0.9520000000000002
2023-12-22,4,0,-0.4704000000000003
2023-12-23,1,0,-0.3133440000000002
2023-12-24,0,0,-0.2335872000000001
2023-12-25,0,0,-0.18517248000000008
2023-12-26,0,0,-0.1526906879999998
2023-12-27,4,0,-0.12943298559999977
2023-12-28,0,0,-0.06810183679999975
2023-12-29,0,0,-0.03740805119999989
2023-12-30,0,0,0.0
2023-12-31,1,0,0.0
2024-01-01,0,0,0.0
2024-01-02,7,0,0.0
2024-01-03,2,0,0.0
2024-01-04,9,0,0.0
2024-01-05,14,0,0.0
2024-01-06,2,0,0.0
2024-01-07,2,0,0.0
2024-01-08,12,0,0.0
2024-01-09,12,0,0.0
2024-01-10,7,0,1.0
2024-01-11,22,0,-0.19999999999999996
2024-01-12,9,0,-0.08000000000000007
2024-01-13,1,0,-0.048000000000000036
2024-01-14,0,0,-0.03360000000000001
2024-01-15,11,0,-0.025536000000000014
