,microsoft/vscode,pulsar-edit/pulsar,neovim/neovim
2024-01-13,5.0,5,10.0
2024-01-14,7.0,1,6.0
2024-01-15,24.4,1,3.25
2024-01-16,13.919999999999995,12,13.36
2024-01-17,17.152,1,16.227875
2024-01-18,28.533759999999997,20,4.239835000000001
2024-01-19,-11.297856000000003,4,0.5920716250000009
2024-01-20,-27.434867200000003,20,-1.8284047499999985
2024-01-21,-11.60839936,13,2.80066958109375
2024-01-22,54.980104704,5,17.48645908803125
2024-01-23,-13.572434944000001,2,2.093832772295311
2024-01-24,11.652299468799995,1,8.913767801104687
2024-01-25,-7.408805068800007,7,1.7305866444328117
2024-01-26,4.174883737599998,1,0.21778818467656258
2024-01-27,-22.861188608000003,10,4.6538927451
2024-01-28,-10.003821465600002,6,8.277342169576563
2024-01-29,48.9700564992,12,8.011649803460937
2024-01-30,11.221430988799995,8,-7.774816488971876
2024-01-31,23.816977817599998,0,-0.6333517467921865
2024-02-01,0.21708759039999137,1,7.985957694940625
2024-02-02,10.0184072192,5,1.018786663120312
2024-02-03,-39.020190208,3,7.052139271564062
2024-02-04,-14.4578178048,3,-2.179534346534375
2024-02-05,15.580097638400002,1,5.808503460454688
2024-02-06,9.280602111999997,2,7.658360109507811
2024-02-07,30.843297587199995,0,-1.4664025234906255
2024-02-08,0.5586384895999927,0,18.555163397204687
2024-02-09,24.615911116799992,5,1.624068479631248
2024-02-10,-37.518164070400005,7,6.573436288846875
2024-02-11,-15.2966090752,3,5.095082036182812
2024-02-12,51.2853000192,0,7.184429474143751
2024-02-13,48.030187724799994,0,0.6006970581624991
2024-02-14,-30.063062220800006,0,-4.910175406531249
2024-02-15,21.127033651199994,6,9.676229260395314
2024-02-16,13.423964671999997,13,10.09815561197656
2024-02-17,-48.7933284352,1,-2.5513816837765617
2024-02-18,-11.440350720000001,2,5.266843673470313
2024-02-19,35.381960499200005,0,2.5463325280374995
2024-02-20,-12.525221273600003,1,3.0572416877390625
2024-02-21,25.696419020799993,0,3.2437924781171876
2024-02-22,-3.646665728000002,0,10.384210352373438
2024-02-23,20.202816,0,-2.680284939934376
2024-02-24,-36.3515353088,0,7.825650149725
2024-02-25,-13.8454554624,0,2.2498191506984373
2024-02-26,36.4762609664,0,3.09113015993125
2024-02-27,12.970725580799993,0,2.232712277298438
2024-02-28,9.029272678399991,0,8.640535816264062
2024-02-29,-5.328065945600002,0,2.991812387514061
2024-03-01,-10.388162560000001,2,5.651339481404687
2024-03-02,-16.984365056,1,-0.8244727668031242
2024-03-03,-6.1436754944,8,3.8905053896328123
2024-03-04,39.650289152,1,-0.5380456866671874
2024-03-05,-17.020113715200004,1,-1.323883934985937
2024-03-06,22.650290995199995,0,7.694407089279688
2024-03-07,34.7941041152,4,2.7478315719187485
2024-03-08,-7.317838028800004,0,21.082097837084376
2024-03-09,-33.19660933120001,2,3.786785111484374
2024-03-10,-12.9688168448,2,5.5177707143625
2024-03-11,32.3678866432,0,10.7457573634625
2024-03-12,39.218785587199996,0,3.2004173883265636
2024-03-13,18.944471961599994,0,0.4266743722890638
2024-03-14,-1.5440506880000058,0,9.85378676087969
2024-03-15,13.718111231999998,0,2.9070765278140627
2024-03-16,-45.41929676800001,4,8.87990690073125
2024-03-17,-11.142572543999997,0,-3.4025067487718754
2024-03-18,50.7193872384,5,5.675474016271876
2024-03-19,-3.2835246080000076,1,14.823508024943749
2024-03-20,40.27666411519999,4,-3.2872777956265633
2024-03-21,43.14881167359999,4,8.208661923332812
2024-03-22,-7.3165062144000075,2,-5.219688351610937
2024-03-23,-49.844943155200006,6,4.984884545104688
2024-03-24,-15.336081612800001,0,1.0314978636906247
2024-03-25,-8.654212300799998,2,7.795176164448437
2024-03-26,50.859403980799996,1,2.3516616094156246
2024-03-27,-12.042830745600014,0,11.0335116686125
2024-03-28,36.269853900799994,0,11.83898619776875
2024-03-29,-25.275280486400007,1,4.326430659635937
2024-03-30,-19.517685555200003,0,-2.6632458737890623
2024-03-31,-8.1844267008,4,3.9548857138953135
2024-04-01,57.389453721600006,1,14.5255622790625
2024-04-02,-2.6485972992000058,0,-0.7315513368328137
2024-04-03,13.884317695999997,0,-0.26442422666718635
2024-04-04,3.1968488447999945,5,-2.9716789541109376
2024-04-05,-5.054451712000002,3,11.735345632229688
2024-04-06,-27.359139840000005,9,4.642417683124998
2024-04-07,-8.4744237056,0,-1.9710186858531245
2024-04-08,47.4275342336,2,4.111572591696876
2024-04-09,13.933559295999991,0,14.52641256434375
2024-04-10,-13.943702323200007,2,4.169340367470312
2024-04-11,-6.321421619200002,0,2.244291142295313
2024-04-12,9.377484595200002,4,14.209535477073437
2024-04-13,-17.016617369600002,2,5.167098444551563
2024-04-14,-15.2271028224,6,6.8713131558375
2024-04-15,9.8671550464,8,0.7088944936281258
2024-04-16,22.553126502399998,4,18.39428079544531
2024-04-17,23.782767615999994,0,-6.947600988157813
2024-04-18,6.161541324799998,4,0.9300598173906263
2024-04-19,28.789223116799995,4,-0.43181622593281244
2024-04-20,-45.37606912000001,2,2.594974409343749
2024-04-21,-14.814865408,1,5.460933565626561
2024-04-22,34.8033409024,0,3.7804449207578115
2024-04-23,2.2686724095999935,0,3.9048677906187503
2024-04-24,18.5599545344,0,-3.0337835369843758
2024-04-25,-8.073704857600006,0,8.05155480711875
2024-04-26,12.967625625599997,0,12.266530907210937
2024-04-27,-22.798905856000005,0,-1.1490027839562487
2024-04-28,6.314450124799997,2,3.2284571502281256
2024-04-29,11.501708799999996,0,6.217196697215625
2024-04-30,-12.164334182400005,7,-1.6086680382171874
2024-05-01,4.4844439552,0,2.257554528765626
2024-05-02,12.194535219199999,0,9.261488657375
2024-05-03,28.200607334399997,0,2.282599944114061
2024-05-04,-39.976570880000004,0,-3.9349660393249994
2024-05-05,-9.6982232064,1,1.3866369807
2024-05-06,25.7700832256,14,-0.5976826910203128
2024-05-07,0.02668677119999785,3,12.107930273467186
2024-05-08,15.814008422399997,0,-2.1613247838718763
2024-05-09,5.1409863679999965,1,-0.8677366785234368
2024-05-10,4.278041497599993,1,0.9838761339015623
2024-05-11,-25.527136358400004,2,8.06802465385
2024-05-12,-7.631307468799999,0,0.17641314112343665
2024-05-13,50.027347968,2,-1.6450036690437493
2024-05-14,-9.02104965120001,1,11.477659477289063
2024-05-15,13.041532313599994,4,7.307258826317186
2024-05-16,5.460597862399997,10,6.566011413195313
2024-05-17,-16.4697265152,2,3.2391913642718757
2024-05-18,-17.5151087616,3,-3.1894069305109376
2024-05-19,-4.6790329344,1,1.9679783688968753
2024-05-20,16.8750729216,1,10.788876498110938
2024-05-21,8.823195033599998,1,7.235788205304687
2024-05-22,14.205999820799995,0,0.6517733675656245
2024-05-23,0.09745111039999443,0,5.0315459630375
2024-05-24,2.377845555199997,0,11.603843985020312
2024-05-25,-15.731976806399999,0,6.429012714067188
2024-05-26,-7.164065279999999,0,6.571695637375001
2024-05-27,25.8246765568,0,6.428148778457814
2024-05-28,-9.348323737600005,1,4.21135228661875
2024-05-29,30.217574502399998,0,-7.338674910710937
2024-05-30,-1.1899241472000028,0,5.449491694365626
2024-05-31,9.985698304,0,7.099503694715625
2024-06-01,-28.320287846400003,0,9.953813258907811
2024-06-02,-9.1059315712,0,0.3972500165750006
2024-06-03,34.2562518016,1,-2.7187575187265614
2024-06-04,24.506331955199997,0,11.312557628773437
2024-06-05,1.5050348543999945,0,2.513459834804687
2024-06-06,-3.1642718208000034,1,-2.469391788792187
2024-06-07,4.106256383999998,2,1.5552979478609377
2024-06-08,-24.109883187200005,1,-0.45051386653125114
2024-06-09,-10.2464866304,0,5.344623529207812
2024-06-10,4.9808475136000006,0,1.2430161291515622
2024-06-11,-2.3015350272000017,1,10.935261408842187
2024-06-12,3.2118062079999987,0,5.404471191318749
2024-06-13,14.457228185599998,3,3.3960404506187505
2024-06-14,-3.2838451200000023,0,14.932834658109375
2024-06-15,-14.727509299200001,1,2.7202901889749995
2024-06-16,-1.5776152575999998,5,2.2169382647906266
2024-06-17,22.76428288,1,0.07205131617812555
2024-06-18,30.833117081599998,1,2.214144524060938
2024-06-19,-0.9723218944000038,1,3.38397760911875
2024-06-20,20.892112179199998,1,1.212489350320313
2024-06-21,2.334072934399998,1,2.9014187747999998
2024-06-22,-33.4280609792,1,-2.1293828444062513
2024-06-23,-8.9995517952,0,-2.5840355540765625
2024-06-24,31.838603264,0,7.7196643072999995
2024-06-25,-1.6505158656000027,1,-1.420998852187501
2024-06-26,11.676702617599997,2,-0.9234286280046877
2024-06-27,-13.455435468800005,1,1.790171176996875
