,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2019-10-13,1,6,0.895
2019-10-14,0,16,-0.35950000000000004
2019-10-15,0,20,-0.14516249999999992
2019-10-16,0,10,0.91077975
2019-10-17,0,11,-0.36344336250000003
2019-10-18,0,17,-0.15367752374999993
2019-10-19,0,1,-0.09865757926562502
2019-10-20,0,4,0.9272968130171875
2019-10-21,3,18,1.6544030332343749
2019-10-22,4,7,-0.7418642757328126
2019-10-23,0,15,-0.28845727374999985
2019-10-24,0,26,-0.17503921676562498
2019-10-25,0,17,-0.12362866323281252
2019-10-26,0,11,1.9172786375
2019-10-27,0,1,-0.6655189987500001
2019-10-28,0,21,6.736208735734375
2019-10-29,0,20,4.735663153235937
2019-10-30,0,32,1.0575081735343748
2019-10-31,0,10,-2.4109404999999993
2019-11-01,0,19,2.8358007750000005
2019-11-02,0,23,-1.9650937975
2019-11-03,0,6,-0.9834112210312497
2019-11-04,0,29,-0.6797147802156249
2019-11-05,0,41,-0.4976113836093753
2019-11-06,2,25,-0.400931004989063
2019-11-07,0,17,4.748285790307812
2019-11-08,0,17,-1.6301627479312504
2019-11-09,0,3,-0.5885068670624999
2019-11-10,5,8,-0.35183365293124996
2019-11-11,0,11,-0.20081249999999998
2019-11-12,0,18,-0.14860125
2019-11-13,0,16,-0.11640431249999998
2019-11-14,0,7,-0.09478636875000002
2019-11-15,0,11,0.9206164161718747
2019-11-16,0,3,-0.36791706616406267
2019-11-17,0,3,-0.10499999999999993
2019-11-18,0,26,-0.05949999999999997
2019-11-19,0,19,-0.0401625
2019-11-20,4,16,-0.029720249999999997
2019-11-21,1,18,-0.023280862499999996
2019-11-22,0,18,-0.018957273750000003
2019-11-23,0,9,-0.015876716765625045
2019-11-24,0,14,-0.013583413232812524
2019-11-25,0,14,0.0
2019-11-26,5,13,0.0
2019-11-27,0,3,0.0
2019-11-28,0,3,10.0
2019-11-29,1,3,-3.0000000000000004
2019-11-30,0,2,-1.0499999999999994
2019-12-01,0,3,-0.5949999999999998
2019-12-02,0,6,-0.40162499999999995
2019-12-03,0,9,-0.2972025
2019-12-04,0,10,-0.23280862499999996
2019-12-05,0,15,-0.18957273750000003
2019-12-06,0,27,-0.15876716765625046
2019-12-07,0,4,-0.13583413232812525
2019-12-08,3,4,0.0
2019-12-09,0,19,0.0
2019-12-10,0,18,0.0
2019-12-11,0,13,0.0
2019-12-12,0,15,0.0
2019-12-13,0,12,0.0
2019-12-14,1,1,0.0
2019-12-15,0,8,0.0
2019-12-16,0,19,0.0
2019-12-17,0,13,0.0
2019-12-18,0,7,0.0
2019-12-19,0,7,0.0
2019-12-20,0,2,0.0
2019-12-21,0,0,0.0
2019-12-22,0,1,0.0
2019-12-23,0,3,0.0
2019-12-24,0,0,0.0
2019-12-25,0,1,0.0
2019-12-26,0,1,0.0
2019-12-27,0,2,0.0
2019-12-28,0,4,0.0
2019-12-29,0,2,0.0
2019-12-30,0,3,0.0
2019-12-31,0,4,0.0
2020-01-01,0,0,0.0
2020-01-02,0,13,0.0
2020-01-03,0,19,0.0
2020-01-04,0,7,0.0
2020-01-05,0,4,0.0
2020-01-06,0,5,0.0
2020-01-07,0,12,0.0
2020-01-08,0,13,0.0
2020-01-09,0,7,0.0
2020-01-10,0,4,0.0
2020-01-11,0,3,0.0
2020-01-12,1,1,0.0
2020-01-13,0,8,0.0
2020-01-14,0,13,0.0
2020-01-15,0,9,0.0
2020-01-16,0,12,0.0
2020-01-17,0,8,0.0
2020-01-18,0,3,0.0
2020-01-19,0,2,0.0
2020-01-20,0,4,0.0
2020-01-21,0,1,0.0
2020-01-22,0,16,0.0
2020-01-23,4,26,0.0
2020-01-24,0,2,0.0
2020-01-25,0,3,0.0
2020-01-26,0,3,0.0
2020-01-27,0,10,0.0
2020-01-28,0,18,0.0
2020-01-29,0,12,0.0
2020-01-30,1,18,0.0
2020-01-31,0,14,0.0
2020-02-01,0,4,0.0
2020-02-02,0,2,0.0
2020-02-03,0,8,0.0
2020-02-04,0,6,0.0
2020-02-05,0,12,0.0
2020-02-06,0,8,0.0
2020-02-07,0,4,0.0
2020-02-08,0,0,0.0
2020-02-09,0,7,0.0
2020-02-10,0,19,0.0
2020-02-11,0,11,0.0
2020-02-12,0,11,0.0
2020-02-13,0,12,0.0
2020-02-14,0,5,0.0
2020-02-15,0,2,0.0
2020-02-16,3,6,0.0
2020-02-17,0,6,0.0
2020-02-18,0,4,0.0
2020-02-19,0,11,0.0
2020-02-20,0,3,0.0
2020-02-21,0,9,0.0
2020-02-22,0,2,0.0
2020-02-23,0,0,0.0
2020-02-24,0,1,0.0
2020-02-25,0,13,0.0
2020-02-26,0,4,0.0
2020-02-27,4,6,0.0
2020-02-28,3,23,0.0
2020-02-29,2,2,0.0
2020-03-01,0,2,0.0
2020-03-02,0,15,0.0
2020-03-03,0,2,0.0
2020-03-04,9,17,0.0
2020-03-05,2,18,0.0
2020-03-06,1,13,0.0
2020-03-07,4,21,0.0
2020-03-08,1,4,0.0
2020-03-09,0,26,0.0
2020-03-10,0,16,0.0
2020-03-11,2,43,0.0
2020-03-12,1,9,0.0
2020-03-13,5,6,0.0
2020-03-14,0,4,0.0
2020-03-15,0,9,0.0
2020-03-16,0,14,0.0
2020-03-17,0,19,0.0
2020-03-18,0,11,0.0
2020-03-19,1,13,0.0
2020-03-20,0,1,0.0
2020-03-21,0,7,0.0
2020-03-22,0,8,0.0
2020-03-23,0,7,0.0
2020-03-24,0,15,0.0
2020-03-25,0,13,0.0
2020-03-26,0,19,0.0
2020-03-27,0,23,0.0
2020-03-28,0,6,0.0
2020-03-29,0,9,0.0
2020-03-30,0,13,0.0
2020-03-31,0,26,0.0
2020-04-01,0,10,0.0
2020-04-02,0,36,0.0
2020-04-03,0,16,0.0
2020-04-04,0,11,0.0
2020-04-05,0,7,0.0
2020-04-06,0,34,0.0
2020-04-07,0,10,0.0
2020-04-08,1,30,0.0
2020-04-09,0,10,0.0
2020-04-10,0,21,0.0
2020-04-11,0,9,0.0
2020-04-12,0,16,0.0
2020-04-13,1,17,0.0
2020-04-14,0,11,0.0
2020-04-15,0,28,0.0
2020-04-16,2,22,0.0
2020-04-17,0,23,0.0
2020-04-18,0,4,0.0
2020-04-19,0,12,0.0
2020-04-20,0,11,0.0
2020-04-21,0,15,0.0
2020-04-22,1,18,0.0
2020-04-23,2,61,0.0
2020-04-24,0,14,0.0
2020-04-25,2,9,0.0
2020-04-26,1,14,0.0
2020-04-27,0,12,0.0
2020-04-28,0,20,0.0
2020-04-29,0,22,0.0
2020-04-30,0,26,0.0
2020-05-01,0,24,0.0
2020-05-02,0,3,0.0
2020-05-03,2,6,0.0
2020-05-04,0,15,0.0
2020-05-05,0,26,0.0
2020-05-06,0,11,0.0
2020-05-07,0,17,0.0
2020-05-08,0,14,0.0
2020-05-09,1,5,0.0
2020-05-10,0,10,1.0
2020-05-11,0,8,-0.30000000000000004
2020-05-12,4,24,0.895
2020-05-13,0,21,-0.35950000000000004
2020-05-14,0,15,-0.14516249999999992
2020-05-15,0,9,-0.08922024999999997
2020-05-16,0,3,-0.06344336249999999
2020-05-17,2,6,-0.04867752375
2020-05-18,0,13,-0.03915757926562504
2020-05-19,0,24,-0.032540686982812525
2020-05-20,0,10,-0.015876716765625045
2020-05-21,0,27,-0.013583413232812524
2020-05-22,0,14,0.0
2020-05-23,0,11,0.0
2020-05-24,0,3,0.0
2020-05-25,0,22,0.0
2020-05-26,0,17,0.0
2020-05-27,0,14,0.0
2020-05-28,2,25,0.0
2020-05-29,0,25,0.0
2020-05-30,0,18,0.0
2020-05-31,1,11,0.0
2020-06-01,0,10,0.0
2020-06-02,0,21,0.0
2020-06-03,0,12,0.0
2020-06-04,0,17,0.0
2020-06-05,0,17,0.0
2020-06-06,0,7,0.0
2020-06-07,0,8,0.0
2020-06-08,0,26,0.0
2020-06-09,0,13,0.0
2020-06-10,0,20,0.0
2020-06-11,0,12,0.0
2020-06-12,0,6,0.0
2020-06-13,0,12,0.0
2020-06-14,0,6,0.0
2020-06-15,0,15,0.0
2020-06-16,0,23,0.0
2020-06-17,0,17,0.0
2020-06-18,0,12,0.0
2020-06-19,0,45,0.0
2020-06-20,0,6,0.0
2020-06-21,0,26,0.0
2020-06-22,0,22,0.0
2020-06-23,0,10,0.0
2020-06-24,0,20,0.0
2020-06-25,0,21,0.0
2020-06-26,0,6,0.0
2020-06-27,0,9,0.0
2020-06-28,1,2,0.0
2020-06-29,0,21,0.0
2020-06-30,2,5,0.0
2020-07-01,0,23,0.0
2020-07-02,1,8,0.0
2020-07-03,0,9,0.0
2020-07-04,0,7,0.0
2020-07-05,0,7,0.0
2020-07-06,0,3,0.0
2020-07-07,0,3,0.0
2020-07-08,0,11,0.0
2020-07-09,0,29,0.0
2020-07-10,0,11,0.0
2020-07-11,0,25,0.0
2020-07-12,0,6,0.0
2020-07-13,0,14,0.0
2020-07-14,0,22,0.0
2020-07-15,0,27,0.0
2020-07-16,0,14,0.0
2020-07-17,0,4,0.0
2020-07-18,0,9,0.0
2020-07-19,0,17,0.0
2020-07-20,0,1,0.0
2020-07-21,0,13,0.0
2020-07-22,0,13,0.0
2020-07-23,0,8,0.0
2020-07-24,0,7,0.0
2020-07-25,0,4,0.0
2020-07-26,0,6,0.0
2020-07-27,0,7,0.0
2020-07-28,0,11,0.0
2020-07-29,0,14,0.0
2020-07-30,0,28,0.0
2020-07-31,0,13,0.0
2020-08-01,0,2,0.0
2020-08-02,0,11,0.0
2020-08-03,0,6,0.0
2020-08-04,0,10,0.0
2020-08-05,0,8,0.0
2020-08-06,0,10,0.0
2020-08-07,0,4,0.0
2020-08-08,0,25,0.0
2020-08-09,0,7,0.0
2020-08-10,0,5,0.0
2020-08-11,0,5,0.0
2020-08-12,0,23,0.0
2020-08-13,0,13,0.0
2020-08-14,0,17,0.0
2020-08-15,0,14,0.0
2020-08-16,0,9,0.0
2020-08-17,0,7,0.0
2020-08-18,0,17,0.0
2020-08-19,1,6,0.0
2020-08-20,0,6,0.0
2020-08-21,0,10,0.0
2020-08-22,0,1,0.0
2020-08-23,0,3,0.0
2020-08-24,0,17,0.0
2020-08-25,6,26,0.0
2020-08-26,1,30,0.0
2020-08-27,0,15,0.0
2020-08-28,0,17,0.0
2020-08-29,0,15,0.0
2020-08-30,0,6,0.0
2020-08-31,3,29,0.0
2020-09-01,2,14,0.0
2020-09-02,0,14,0.0
2020-09-03,0,32,0.0
2020-09-04,0,12,0.0
2020-09-05,0,12,0.0
2020-09-06,0,8,0.0
2020-09-07,10,38,0.0
2020-09-08,1,5,0.0
2020-09-09,0,10,0.0
2020-09-10,0,12,0.0
2020-09-11,0,6,0.0
2020-09-12,0,2,0.0
2020-09-13,0,2,0.0
2020-09-14,0,12,0.0
2020-09-15,0,10,0.0
2020-09-16,0,5,0.0
2020-09-17,0,6,0.0
2020-09-18,0,11,0.0
2020-09-19,0,7,0.0
2020-09-20,3,3,0.0
2020-09-21,0,9,0.0
2020-09-22,1,19,0.0
2020-09-23,0,16,0.0
2020-09-24,0,9,0.0
2020-09-25,0,3,0.0
2020-09-26,0,6,0.0
2020-09-27,0,2,0.0
2020-09-28,0,15,0.0
2020-09-29,0,23,0.0
2020-09-30,0,17,0.0
2020-10-01,0,12,0.0
2020-10-02,0,18,0.0
2020-10-03,1,9,0.0
2020-10-04,0,5,0.0
2020-10-05,0,5,0.0
2020-10-06,1,8,0.0
2020-10-07,1,2,0.0
2020-10-08,0,14,0.0
2020-10-09,0,24,0.0
2020-10-10,1,0,0.0
2020-10-11,2,5,0.0
2020-10-12,0,19,0.0
2020-10-13,0,22,0.0
2020-10-14,0,48,0.0
2020-10-15,0,21,0.0
2020-10-16,4,15,0.0
2020-10-17,0,4,0.0
2020-10-18,0,3,0.0
2020-10-19,0,14,0.0
2020-10-20,0,8,0.0
2020-10-21,0,11,0.0
2020-10-22,0,9,0.0
2020-10-23,0,8,0.0
2020-10-24,1,3,0.0
2020-10-25,0,8,0.0
2020-10-26,0,7,0.0
2020-10-27,0,17,0.0
2020-10-28,0,18,0.0
2020-10-29,0,10,0.0
2020-10-30,0,4,0.0
2020-10-31,0,2,0.0
2020-11-01,0,26,0.0
2020-11-02,0,16,0.0
2020-11-03,0,14,0.0
2020-11-04,0,21,0.0
2020-11-05,0,14,0.0
2020-11-06,0,9,0.0
2020-11-07,0,3,0.0
2020-11-08,0,0,0.0
2020-11-09,0,21,0.0
2020-11-10,0,6,0.0
2020-11-11,0,19,0.0
2020-11-12,0,19,0.0
2020-11-13,0,4,0.0
2020-11-14,0,11,0.0
2020-11-15,0,5,0.0
2020-11-16,0,8,0.0
2020-11-17,0,7,0.0
2020-11-18,0,24,0.0
2020-11-19,0,31,0.0
2020-11-20,0,14,0.0
2020-11-21,0,2,0.0
2020-11-22,0,3,0.0
2020-11-23,0,29,0.0
2020-11-24,0,21,0.0
2020-11-25,0,16,0.0
2020-11-26,0,14,0.0
2020-11-27,0,6,0.0
2020-11-28,0,4,0.0
2020-11-29,0,0,15.0
2020-11-30,0,20,-4.500000000000001
2020-12-01,0,13,-1.5749999999999988
2020-12-02,0,13,-0.8924999999999995
2020-12-03,0,16,-0.6024375
2020-12-04,0,25,0.5541962500000001
2020-12-05,0,2,-0.6492129375
2020-12-06,1,7,-0.38935910625
2020-12-07,0,30,-0.29765075148437564
2020-12-08,0,12,-0.24391369849218783
2020-12-09,0,14,-0.029720249999999997
2020-12-10,0,29,-0.023280862499999996
2020-12-11,0,6,-0.018957273750000003
2020-12-12,0,3,-0.015876716765625045
2020-12-13,0,7,-0.013583413232812524
2020-12-14,0,14,0.0
2020-12-15,0,15,0.0
2020-12-16,0,31,0.0
2020-12-17,0,28,0.0
2020-12-18,0,8,0.0
2020-12-19,0,4,0.0
2020-12-20,0,10,0.0
2020-12-21,0,22,0.0
2020-12-22,0,10,0.0
2020-12-23,0,3,0.0
2020-12-24,0,8,0.0
2020-12-25,0,6,0.0
2020-12-26,0,6,0.0
2020-12-27,0,9,0.0
2020-12-28,0,9,0.0
2020-12-29,0,3,0.0
2020-12-30,0,4,0.0
2020-12-31,0,8,0.0
2021-01-01,0,1,0.0
2021-01-02,0,16,0.0
2021-01-03,0,6,0.0
2021-01-04,0,8,0.0
2021-01-05,0,15,0.0
2021-01-06,1,6,0.0
2021-01-07,0,45,0.0
2021-01-08,0,27,0.0
2021-01-09,1,10,0.0
2021-01-10,0,10,0.0
2021-01-11,0,10,0.0
2021-01-12,0,12,0.0
2021-01-13,0,9,0.0
2021-01-14,0,4,0.0
2021-01-15,0,10,0.0
2021-01-16,0,1,0.0
2021-01-17,0,5,0.0
2021-01-18,0,13,0.0
2021-01-19,0,9,0.0
2021-01-20,0,3,0.0
2021-01-21,0,23,0.0
2021-01-22,0,8,0.0
2021-01-23,0,9,0.0
2021-01-24,0,8,0.0
2021-01-25,0,11,0.0
2021-01-26,0,13,0.0
2021-01-27,0,19,0.0
2021-01-28,0,36,0.0
2021-01-29,0,24,0.0
2021-01-30,0,6,0.0
2021-01-31,0,11,0.0
2021-02-01,0,18,0.0
2021-02-02,0,25,0.0
2021-02-03,0,13,0.0
2021-02-04,0,13,0.0
2021-02-05,0,8,0.0
2021-02-06,0,10,0.0
2021-02-07,0,1,0.0
2021-02-08,0,15,0.0
2021-02-09,0,24,0.0
2021-02-10,0,18,0.0
2021-02-11,4,15,0.0
2021-02-12,0,27,0.0
2021-02-13,0,5,0.0
2021-02-14,0,1,0.0
2021-02-15,0,15,0.0
2021-02-16,1,23,1.0
2021-02-17,3,30,0.7
2021-02-18,0,39,-0.40499999999999997
2021-02-19,0,13,-0.1644999999999999
2021-02-20,0,2,-0.09966249999999996
2021-02-21,0,10,-0.06988275
2021-02-22,0,25,-0.05300111249999999
2021-02-23,0,34,-0.04223813625
2021-02-24,0,7,-0.03483399051562505
2021-02-25,0,25,-0.02946012999843757
2021-02-26,0,16,-0.013583413232812524
2021-02-27,0,3,0.0
2021-02-28,0,4,0.0
2021-03-01,0,36,3.0
2021-03-02,0,20,-0.9000000000000001
2021-03-03,0,37,-0.3149999999999998
2021-03-04,0,18,-0.1784999999999999
2021-03-05,1,15,9.8795125
2021-03-06,1,3,-1.0891607500000005
2021-03-07,3,14,4.2801574125
2021-03-08,0,19,-0.6618718212500001
2021-03-09,0,11,0.20174484970312534
2021-03-10,0,19,-1.5852777396984372
2021-03-11,0,13,-0.8622241249999997
2021-03-12,0,10,-0.6137809624999999
2021-03-13,0,3,-0.4761323901562504
2021-03-14,0,3,-0.38733343335937537
2021-03-15,0,23,5.793096600440625
2021-03-16,3,40,-0.9511684604281254
2021-03-17,0,6,0.011079740003125282
2021-03-18,0,14,15.210833173534375
2021-03-19,0,20,3.7945249999999993
2021-03-20,0,7,-0.657983999999999
2021-03-21,0,11,-0.3065679249999991
2021-03-22,0,8,5.335155245000001
2021-03-23,0,21,0.07251506315625011
2021-03-24,0,13,-3.1354605199125
2021-03-25,0,5,-0.677672772498437
2021-03-26,0,2,12.520189454767188
2021-03-27,0,1,-4.209308745115627
2021-03-28,0,7,-0.3772573074078114
2021-03-29,0,26,-1.9249079432281249
2021-03-30,0,19,-1.1050883188234377
2021-03-31,0,12,-0.7707010354250001
2021-04-01,0,24,-0.50926825168125
2021-04-02,0,11,-0.3639999117656251
2021-04-03,0,10,-0.30137644670156316
2021-04-04,0,7,-0.2439590495250004
2021-04-05,0,37,-0.04533684676406261
2021-04-06,0,20,1.972833173534375
2021-04-07,0,18,-0.6000000000000001
2021-04-08,0,15,-0.20999999999999985
2021-04-09,0,14,-0.11899999999999994
2021-04-10,0,2,-0.080325
2021-04-11,0,6,1.9405595
2021-04-12,0,16,-0.6465617250000001
2021-04-13,0,21,-0.24791454749999986
2021-04-14,1,26,79.84924656646875
2021-04-15,0,14,-5.10749182646563
2021-04-16,0,7,-5.159440499999995
2021-04-17,3,14,-6.501561724999997
2021-04-18,0,12,-4.226414547499999
2021-04-19,0,34,-4.62296093353125
2021-04-20,0,18,10.795716923534375
2021-04-21,0,11,-6.6658880375
2021-04-22,5,15,0.5206609449999973
2021-04-23,1,19,4.278770771578122
2021-04-24,2,1,-3.886683848564063
2021-04-25,0,7,-1.701878916892187
2021-04-26,0,10,-1.0350857482296874
2021-04-27,0,11,-0.732749658965625
2021-04-28,2,22,-0.5531594847187506
2021-04-29,0,22,-0.4522437802593753
2021-04-30,2,11,-0.21516505706250022
2021-05-01,0,31,10.81865261294375
2021-05-02,0,9,19.5913326941375
2021-05-03,1,24,3.9450000000000003
2021-05-04,0,26,-6.669499999999998
2021-05-05,0,24,-2.0702874999999983
2021-05-06,0,7,-1.2646602499999995
2021-05-07,0,7,1.1733947625
2021-05-08,0,2,-2.16513284875
2021-05-09,0,21,6.695305969328125
2021-05-10,0,19,9.609547933829687
2021-05-11,0,23,1.583572281957812
2021-05-12,0,25,9.76460015495625
2021-05-13,0,14,4.865523421984375
2021-05-14,0,9,4.967293548751563
2021-05-15,0,5,-6.2029612135296865
2021-05-16,0,2,2.925123607801564
2021-05-17,0,13,-2.848795330375
2021-05-18,0,10,4.527592134934375
