,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2015-02-23,2,0,0
2015-02-24,2,0,0
2015-02-25,2,0,0
2015-02-26,6,3,5
2015-02-27,0,3,2
2015-02-28,5,2,1
2015-03-01,1,2,0
2015-03-02,0,3,0
2015-03-03,2,1,1
2015-03-04,0,21,2
2015-03-05,0,7,5
2015-03-06,0,1,1
2015-03-07,0,0,0
2015-03-08,0,0,0
2015-03-09,0,13,3
2015-03-10,0,4,0
2015-03-11,0,5,0
2015-03-12,0,2,1
2015-03-13,0,1,1
2015-03-14,0,2,0
2015-03-15,0,0,0
2015-03-16,0,5,0
2015-03-17,0,7,1
2015-03-18,0,39,0
2015-03-19,0,2,0
2015-03-20,0,6,3
2015-03-21,0,6,0
2015-03-22,0,0,0
2015-03-23,0,13,1
2015-03-24,0,3,0
2015-03-25,0,10,0
2015-03-26,0,18,2
2015-03-27,0,7,0
2015-03-28,0,5,0
2015-03-29,0,20,0
2015-03-30,0,2,0
2015-03-31,0,5,0
2015-04-01,0,14,0
2015-04-02,0,14,0
2015-04-03,0,8,1
2015-04-04,0,2,0
2015-04-05,2,7,0
2015-04-06,0,13,1
2015-04-07,0,22,4
2015-04-08,2,22,3
2015-04-09,3,26,1
2015-04-10,3,11,2
2015-04-11,1,28,0
2015-04-12,0,28,0
2015-04-13,0,13,3
2015-04-14,0,13,2
2015-04-15,0,5,0
2015-04-16,6,5,0
2015-04-17,1,17,0
2015-04-18,0,1,0
2015-04-19,0,1,0
2015-04-20,2,26,0
2015-04-21,8,13,1
2015-04-22,7,12,0
2015-04-23,4,20,1
2015-04-24,2,4,8
2015-04-25,1,21,1
2015-04-26,1,0,0
2015-04-27,5,18,0
2015-04-28,1,5,1
2015-04-29,0,11,2
2015-04-30,0,10,1
2015-05-01,0,15,2
2015-05-02,14,0,0
2015-05-03,6,3,2
2015-05-04,24,19,0
2015-05-05,24,7,0
2015-05-06,2,5,1
2015-05-07,17,10,3
2015-05-08,2,11,0
2015-05-09,2,0,2
2015-05-10,1,21,2
2015-05-11,0,20,1
2015-05-12,0,11,0
2015-05-13,0,7,0
2015-05-14,0,0,0
2015-05-15,0,7,0
2015-05-16,0,4,0
2015-05-17,0,0,0
2015-05-18,0,3,0
2015-05-19,0,16,0
2015-05-20,0,26,0
2015-05-21,0,20,0
2015-05-22,0,24,0
2015-05-23,0,17,0
2015-05-24,0,4,0
2015-05-25,8,0,0
2015-05-26,10,4,2
2015-05-27,6,15,1
2015-05-28,0,13,0
2015-05-29,0,18,0
2015-05-30,0,3,0
2015-05-31,0,0,0
2015-06-01,0,9,0
2015-06-02,0,5,0
2015-06-03,0,18,3
2015-06-04,9,18,2
2015-06-05,0,35,0
2015-06-06,0,6,0
2015-06-07,4,6,0
2015-06-08,4,23,1
2015-06-09,14,50,0
2015-06-10,5,28,0
2015-06-11,9,6,4
2015-06-12,12,9,1
2015-06-13,0,1,0
2015-06-14,0,1,1
2015-06-15,0,7,1
2015-06-16,2,45,6
2015-06-17,2,19,0
2015-06-18,0,20,0
2015-06-19,0,16,1
2015-06-20,1,3,0
2015-06-21,0,3,0
2015-06-22,1,7,0
2015-06-23,0,27,6
2015-06-24,0,30,0
2015-06-25,0,28,0
2015-06-26,0,24,0
2015-06-27,0,1,0
2015-06-28,0,1,0
2015-06-29,0,8,1
2015-06-30,0,2,0
2015-07-01,0,18,0
2015-07-02,0,22,0
2015-07-03,0,54,0
2015-07-04,0,1,0
2015-07-05,0,6,0
2015-07-06,0,27,0
2015-07-07,0,26,0
2015-07-08,0,21,0
2015-07-09,0,8,0
2015-07-10,0,16,0
2015-07-11,1,0,0
2015-07-12,11,2,0
2015-07-13,0,13,1
2015-07-14,0,31,0
2015-07-15,0,11,1
2015-07-16,0,28,0
2015-07-17,0,3,0
2015-07-18,0,1,0
2015-07-19,4,1,0
2015-07-20,4,7,0
2015-07-21,0,6,0
2015-07-22,0,8,4
2015-07-23,0,21,0
2015-07-24,26,20,1
2015-07-25,15,0,0
2015-07-26,8,9,3
2015-07-27,6,10,3
2015-07-28,7,4,0
2015-07-29,8,45,1
2015-07-30,2,16,0
2015-07-31,0,8,2
2015-08-01,1,1,0
2015-08-02,0,0,0
2015-08-03,12,6,0
2015-08-04,5,22,0
2015-08-05,1,21,0
2015-08-06,6,13,0
2015-08-07,3,17,0
2015-08-08,6,6,0
2015-08-09,3,1,0
2015-08-10,2,20,2
2015-08-11,0,40,0
2015-08-12,0,15,0
2015-08-13,0,10,0
2015-08-14,0,4,0
2015-08-15,0,0,0
2015-08-16,0,1,0
2015-08-17,0,6,0
2015-08-18,0,2,0
2015-08-19,0,6,0
2015-08-20,3,2,0
2015-08-21,0,36,0
2015-08-22,1,10,0
2015-08-23,6,2,0
2015-08-24,5,12,5
2015-08-25,17,42,0
2015-08-26,7,25,1
2015-08-27,13,39,0
2015-08-28,23,17,0
2015-08-29,7,18,0
2015-08-30,1,2,0
2015-08-31,12,35,0
2015-09-01,11,36,0
2015-09-02,17,29,0
2015-09-03,29,38,0
2015-09-04,29,24,0
2015-09-05,2,7,0
2015-09-06,22,26,0
2015-09-07,17,24,0
2015-09-08,17,9,0
2015-09-09,1,23,0
2015-09-10,6,30,0
2015-09-11,12,10,0
2015-09-12,1,0,0
2015-09-13,5,1,0
2015-09-14,23,19,2
2015-09-15,24,33,1
2015-09-16,8,19,0
2015-09-17,10,18,0
2015-09-18,15,24,0
2015-09-19,35,4,0
2015-09-20,6,4,0
2015-09-21,22,19,0
2015-09-22,8,25,0
2015-09-23,9,12,0
2015-09-24,22,24,0
2015-09-25,21,12,1
2015-09-26,11,6,0
2015-09-27,9,10,0
2015-09-28,18,15,0
2015-09-29,20,5,0
2015-09-30,39,13,0
2015-10-01,10,15,0
2015-10-02,34,10,0
2015-10-03,22,20,0
2015-10-04,1,18,0
2015-10-05,3,36,0
2015-10-06,7,32,0
2015-10-07,12,13,0
2015-10-08,10,20,0
2015-10-09,0,18,1
2015-10-10,0,21,3
2015-10-11,0,10,0
2015-10-12,6,4,1
2015-10-13,8,9,1
2015-10-14,4,24,0
2015-10-15,12,12,1
2015-10-16,8,37,1
2015-10-17,16,6,0
2015-10-18,1,3,0
2015-10-19,7,20,0
2015-10-20,2,54,0
2015-10-21,3,18,2
2015-10-22,0,25,1
2015-10-23,5,24,4
2015-10-24,7,2,1
2015-10-25,4,3,0
2015-10-26,8,12,1
2015-10-27,11,16,2
2015-10-28,11,23,1
2015-10-29,11,13,0
2015-10-30,1,11,0
2015-10-31,7,8,0
2015-11-01,0,1,1
2015-11-02,3,11,1
2015-11-03,4,9,4
2015-11-04,11,15,0
2015-11-05,13,7,7
2015-11-06,10,12,1
2015-11-07,7,3,0
2015-11-08,4,5,2
2015-11-09,12,17,1
2015-11-10,12,33,5
2015-11-11,8,22,2
2015-11-12,7,20,1
2015-11-13,5,29,1
2015-11-14,2,4,0
2015-11-15,5,3,0
2015-11-16,3,30,1
2015-11-17,0,27,2
2015-11-18,0,35,3
2015-11-19,0,31,4
2015-11-20,0,13,2
2015-11-21,2,10,3
2015-11-22,0,7,0
2015-11-23,1,12,3
2015-11-24,12,17,3
2015-11-25,19,1,3
2015-11-26,6,19,8
2015-11-27,9,18,0
2015-11-28,15,0,0
2015-11-29,15,8,0
2015-11-30,5,23,8
2015-12-01,3,23,6
2015-12-02,4,20,7
2015-12-03,6,18,8
2015-12-04,1,28,2
2015-12-05,5,3,1
2015-12-06,0,1,4
2015-12-07,5,22,6
2015-12-08,3,42,2
2015-12-09,6,28,8
2015-12-10,0,36,1
2015-12-11,3,26,14
2015-12-12,4,16,0
2015-12-13,2,5,2
2015-12-14,1,10,6
2015-12-15,4,18,4
2015-12-16,8,18,3
2015-12-17,10,11,4
2015-12-18,4,11,3
2015-12-19,5,2,0
2015-12-20,2,4,2
2015-12-21,2,18,2
2015-12-22,9,8,3
2015-12-23,6,8,6
2015-12-24,4,26,2
2015-12-25,0,12,1
2015-12-26,10,0,2
2015-12-27,0,0,4
2015-12-28,5,6,5
2015-12-29,0,18,4
2015-12-30,0,14,6
2015-12-31,0,6,5
2016-01-01,2,4,6
2016-01-02,0,4,2
2016-01-03,0,0,1
2016-01-04,1,12,4
2016-01-05,0,10,5
2016-01-06,0,15,11
2016-01-07,0,17,3
2016-01-08,0,14,1
2016-01-09,0,1,0
2016-01-10,0,6,0
2016-01-11,0,39,7
2016-01-12,2,10,7
2016-01-13,5,29,13
2016-01-14,1,19,13
2016-01-15,13,54,4
2016-01-16,7,14,1
2016-01-17,2,2,1
2016-01-18,2,5,5
2016-01-19,4,13,5
2016-01-20,1,13,4
2016-01-21,1,38,2
2016-01-22,2,23,4
2016-01-23,16,9,5
2016-01-24,14,18,2
2016-01-25,4,6,0
2016-01-26,6,9,0
2016-01-27,1,14,2
2016-01-28,8,16,7
2016-01-29,4,18,2
2016-01-30,10,12,0
2016-01-31,3,6,0
2016-02-01,8,24,5
2016-02-02,4,21,1
2016-02-03,8,5,2
2016-02-04,16,21,0
2016-02-05,9,3,1
2016-02-06,8,1,0
2016-02-07,15,3,0
2016-02-08,7,2,0
2016-02-09,2,8,0
2016-02-10,5,0,0
2016-02-11,2,27,1
2016-02-12,4,8,0
2016-02-13,6,6,0
2016-02-14,0,0,3
2016-02-15,17,10,3
2016-02-16,7,33,2
2016-02-17,2,27,6
2016-02-18,16,32,0
2016-02-19,14,10,1
2016-02-20,9,4,2
2016-02-21,0,8,2
2016-02-22,7,13,1
2016-02-23,10,11,4
2016-02-24,8,9,2
2016-02-25,9,11,4
2016-02-26,7,15,1
2016-02-27,0,6,0
2016-02-28,1,5,0
2016-02-29,1,1,10
2016-03-01,3,2,4
2016-03-02,10,2,4
2016-03-03,9,7,5
2016-03-04,9,12,1
2016-03-05,12,15,3
2016-03-06,16,9,0
2016-03-07,14,17,3
2016-03-08,4,53,9
2016-03-09,18,9,2
2016-03-10,1,47,6
2016-03-11,0,37,4
2016-03-12,0,7,0
2016-03-13,0,16,1
2016-03-14,0,22,4
2016-03-15,4,19,9
2016-03-16,2,13,1
2016-03-17,3,26,5
2016-03-18,0,8,7
2016-03-19,3,2,3
2016-03-20,0,4,0
2016-03-21,2,10,6
2016-03-22,7,9,4
2016-03-23,18,7,3
2016-03-24,3,12,1
2016-03-25,20,2,0
2016-03-26,17,1,0
2016-03-27,12,15,0
2016-03-28,4,6,2
2016-03-29,1,4,6
2016-03-30,0,7,4
2016-03-31,5,75,3
2016-04-01,9,48,1
2016-04-02,2,6,1
2016-04-03,0,19,1
2016-04-04,0,7,4
2016-04-05,3,6,5
2016-04-06,1,3,0
2016-04-07,3,40,1
2016-04-08,0,17,1
2016-04-09,5,0,2
2016-04-10,4,1,0
2016-04-11,4,17,11
2016-04-12,5,9,0
2016-04-13,6,20,0
2016-04-14,7,28,4
2016-04-15,10,23,7
2016-04-16,11,4,0
2016-04-17,10,1,1
2016-04-18,18,18,4
2016-04-19,22,22,3
2016-04-20,13,27,2
2016-04-21,0,15,2
2016-04-22,0,31,3
2016-04-23,0,0,0
2016-04-24,0,5,0
2016-04-25,0,19,0
2016-04-26,0,15,2
2016-04-27,0,10,4
2016-04-28,0,23,2
2016-04-29,0,10,1
2016-04-30,0,31,0
2016-05-01,0,5,0
2016-05-02,10,28,0
2016-05-03,4,16,3
2016-05-04,0,22,3
2016-05-05,0,15,5
2016-05-06,1,51,1
2016-05-07,1,15,1
2016-05-08,3,10,0
2016-05-09,14,8,2
2016-05-10,1,26,1
2016-05-11,16,39,4
2016-05-12,3,17,1
2016-05-13,8,71,0
2016-05-14,6,18,0
2016-05-15,3,25,0
2016-05-16,0,4,0
2016-05-17,2,38,2
2016-05-18,0,39,0
2016-05-19,8,39,0
2016-05-20,5,31,0
2016-05-21,10,8,0
2016-05-22,2,9,0
2016-05-23,9,62,8
2016-05-24,18,24,11
2016-05-25,8,34,0
2016-05-26,3,26,1
2016-05-27,6,32,4
2016-05-28,6,19,0
2016-05-29,2,11,0
2016-05-30,0,19,6
2016-05-31,7,10,0
2016-06-01,2,32,5
2016-06-02,10,19,5
2016-06-03,3,14,0
2016-06-04,6,0,0
2016-06-05,1,1,1
2016-06-06,0,19,4
2016-06-07,0,35,0
2016-06-08,5,44,1
2016-06-09,7,63,0
2016-06-10,7,25,0
2016-06-11,8,2,1
2016-06-12,0,9,6
2016-06-13,0,36,1
2016-06-14,2,23,1
2016-06-15,9,8,1
2016-06-16,4,29,0
2016-06-17,8,32,2
2016-06-18,2,3,0
2016-06-19,3,18,1
2016-06-20,0,35,3
2016-06-21,2,35,0
2016-06-22,0,70,0
2016-06-23,0,29,3
2016-06-24,0,25,3
2016-06-25,9,5,0
2016-06-26,0,6,0
2016-06-27,5,6,0
2016-06-28,1,15,14
2016-06-29,0,31,4
2016-06-30,2,3,4
2016-07-01,0,15,0
2016-07-02,1,17,0
2016-07-03,25,8,0
2016-07-04,4,15,1
2016-07-05,9,8,0
2016-07-06,6,34,1
2016-07-07,3,28,1
2016-07-08,5,18,3
2016-07-09,1,19,0
2016-07-10,16,14,0
2016-07-11,2,49,1
2016-07-12,0,31,0
2016-07-13,0,50,4
2016-07-14,3,28,3
2016-07-15,0,20,0
2016-07-16,2,1,0
2016-07-17,1,1,0
2016-07-18,0,6,1
2016-07-19,0,2,2
2016-07-20,0,7,3
2016-07-21,7,28,4
2016-07-22,1,11,1
2016-07-23,0,2,0
2016-07-24,0,5,0
2016-07-25,0,40,3
2016-07-26,3,44,31
2016-07-27,4,31,1
2016-07-28,5,25,0
2016-07-29,12,17,0
2016-07-30,2,7,0
2016-07-31,0,21,0
2016-08-01,5,33,0
2016-08-02,9,51,0
2016-08-03,4,65,0
2016-08-04,23,38,0
2016-08-05,21,25,4
2016-08-06,20,2,0
2016-08-07,6,3,0
2016-08-08,11,25,0
2016-08-09,3,15,1
2016-08-10,0,9,0
2016-08-11,11,18,0
2016-08-12,10,14,0
2016-08-13,3,1,0
2016-08-14,1,1,0
2016-08-15,1,9,0
2016-08-16,10,19,0
2016-08-17,10,17,1
2016-08-18,16,11,1
2016-08-19,8,2,1
2016-08-20,5,1,0
2016-08-21,0,1,0
2016-08-22,3,22,5
2016-08-23,2,19,2
2016-08-24,0,13,3
2016-08-25,18,17,0
2016-08-26,17,20,0
2016-08-27,2,2,0
2016-08-28,0,0,0
2016-08-29,0,14,1
2016-08-30,5,9,7
2016-08-31,19,11,1
2016-09-01,3,12,2
2016-09-02,3,7,1
2016-09-03,0,2,0
2016-09-04,0,0,0
2016-09-05,3,2,2
2016-09-06,3,15,1
2016-09-07,7,13,1
2016-09-08,8,38,1
2016-09-09,0,27,2
2016-09-10,7,2,0
2016-09-11,0,1,0
2016-09-12,9,8,0
2016-09-13,9,7,1
2016-09-14,14,27,2
2016-09-15,0,7,2
2016-09-16,0,27,0
2016-09-17,9,3,0
2016-09-18,2,2,3
2016-09-19,5,35,4
2016-09-20,0,25,2
2016-09-21,1,39,2
2016-09-22,1,30,2
2016-09-23,1,13,0
2016-09-24,0,8,0
2016-09-25,0,19,0
2016-09-26,0,4,0
2016-09-27,0,37,0
2016-09-28,1,14,2
2016-09-29,3,24,0
2016-09-30,1,18,1
2016-10-01,7,7,0
2016-10-02,0,5,0
2016-10-03,1,22,0
2016-10-04,0,19,0
2016-10-05,1,35,0
2016-10-06,0,53,0
2016-10-07,1,11,0
2016-10-08,0,2,0
2016-10-09,0,1,0
2016-10-10,3,30,19
2016-10-11,3,38,0
2016-10-12,1,62,0
2016-10-13,2,27,3
2016-10-14,12,17,0
2016-10-15,16,0,0
2016-10-16,1,1,0
2016-10-17,8,9,1
2016-10-18,8,10,1
2016-10-19,9,9,0
2016-10-20,7,19,0
2016-10-21,1,0,2
2016-10-22,0,1,0
2016-10-23,0,0,0
2016-10-24,1,26,0
2016-10-25,8,28,1
2016-10-26,5,34,2
2016-10-27,0,10,1
2016-10-28,1,7,1
2016-10-29,2,1,0
2016-10-30,5,3,0
2016-10-31,1,23,3
2016-11-01,3,15,0
2016-11-02,11,5,0
2016-11-03,7,15,2
2016-11-04,2,7,3
2016-11-05,2,0,0
2016-11-06,10,0,0
2016-11-07,1,33,1
2016-11-08,1,4,1
2016-11-09,2,14,0
2016-11-10,10,9,0
2016-11-11,10,38,1
2016-11-12,11,2,0
2016-11-13,12,1,2
2016-11-14,9,7,0
2016-11-15,5,24,0
2016-11-16,13,36,2
2016-11-17,13,35,0
2016-11-18,10,7,0
2016-11-19,0,1,0
2016-11-20,1,5,0
2016-11-21,1,19,1
2016-11-22,1,30,0
2016-11-23,0,22,4
2016-11-24,0,0,18
2016-11-25,0,6,0
2016-11-26,0,0,0
2016-11-27,0,3,0
2016-11-28,0,36,0
2016-11-29,0,20,0
2016-11-30,3,6,0
2016-12-01,1,9,1
2016-12-02,0,13,2
2016-12-03,0,3,1
2016-12-04,2,0,0
2016-12-05,3,1,0
2016-12-06,1,14,1
2016-12-07,1,15,0
2016-12-08,1,2,1
2016-12-09,0,15,3
2016-12-10,4,6,2
2016-12-11,1,0,0
2016-12-12,0,28,2
2016-12-13,2,21,3
2016-12-14,10,6,0
2016-12-15,0,3,0
2016-12-16,1,0,0
2016-12-17,0,1,0
2016-12-18,1,1,0
2016-12-19,0,5,0
2016-12-20,5,13,3
2016-12-21,1,20,3
2016-12-22,0,20,0
2016-12-23,0,0,0
2016-12-24,0,0,0
2016-12-25,0,1,0
2016-12-26,0,5,0
2016-12-27,1,7,0
2016-12-28,1,16,1
2016-12-29,0,7,0
2016-12-30,0,8,2
2016-12-31,0,4,0
2017-01-01,0,4,0
2017-01-02,0,1,0
2017-01-03,1,1,0
2017-01-04,3,6,2
2017-01-05,0,7,1
2017-01-06,6,19,4
2017-01-07,9,0,0
2017-01-08,10,0,2
2017-01-09,0,16,4
2017-01-10,0,5,5
2017-01-11,16,3,0
2017-01-12,0,18,1
2017-01-13,1,11,0
2017-01-14,0,1,0
2017-01-15,0,1,0
2017-01-16,5,51,2
2017-01-17,5,11,1
2017-01-18,0,9,0
2017-01-19,0,48,0
2017-01-20,0,6,2
2017-01-21,3,6,0
2017-01-22,0,6,11
2017-01-23,2,17,0
2017-01-24,2,34,0
2017-01-25,8,23,1
2017-01-26,8,20,1
2017-01-27,6,5,0
2017-01-28,12,0,0
2017-01-29,9,0,0
2017-01-30,7,11,0
2017-01-31,5,0,0
2017-02-01,11,0,1
2017-02-02,10,7,2
2017-02-03,1,19,0
2017-02-04,7,0,0
2017-02-05,16,0,0
2017-02-06,2,90,1
2017-02-07,10,48,0
2017-02-08,10,25,1
