,seleniumhq/selenium,puppeteer/puppeteer,gocolly/colly
2021-12-28,0,0.0,0
2021-12-29,3,0.0,2
2021-12-30,4,0.0,0
2021-12-31,5,0.0,0
2022-01-01,7,0.0,0
2022-01-02,0,0.0,0
2022-01-03,1,0.0,0
2022-01-04,8,0.0,0
2022-01-05,3,0.0,0
2022-01-06,3,0.0,0
2022-01-07,1,0.0,0
2022-01-08,2,0.0,0
2022-01-09,2,0.0,0
2022-01-10,5,0.0,0
2022-01-11,2,0.0,0
2022-01-12,2,0.0,1
2022-01-13,2,0.0,0
2022-01-14,0,0.0,0
2022-01-15,1,0.0,0
2022-01-16,1,0.0,1
2022-01-17,4,6.0,0
2022-01-18,0,2.3999999999999995,0
2022-01-19,5,-0.5700000000000005,0
2022-01-20,4,0.6939999999999997,0
2022-01-21,4,0.6905250000000003,0
2022-01-22,1,-0.3036879999999996,0
2022-01-23,1,-0.2008223249999997,0
2022-01-24,11,0.8447892850000004,0
2022-01-25,0,1.7725297831562503,0
2022-01-26,0,1.6466231832375002,0
2022-01-27,3,0.6320477336421874,0
2022-01-28,2,4.7116754907343745,2
2022-01-29,2,-0.6774089155515628,0
2022-01-30,3,-0.3486193650359374,0
2022-01-31,3,2.76718627875,0
2022-02-01,2,0.5224910194843754,4
2022-02-02,6,0.6215313664328128,0
2022-02-03,15,-0.34333808985312486,0
2022-02-04,7,1.7826780006625005,0
2022-02-05,0,-0.35375316761406234,0
2022-02-06,1,-0.20825955017968723,0
2022-02-07,0,3.88044014875,0
2022-02-08,0,-0.49428564779687506,0
2022-02-09,5,3.7419079331265626,0
2022-02-10,2,4.441708809448437,0
2022-02-11,3,3.2067637549640624,0
2022-02-12,0,-0.8226036260312504,0
2022-02-13,0,-0.4745957550718748,0
2022-02-14,2,5.673845715000001,0
2022-02-15,0,5.1458449479375,0
2022-02-16,0,-0.07824725764375007,0
2022-02-17,0,1.3126102166875,0
2022-02-18,2,1.3342132397781254,0
