,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2021-06-22,2,85,47
2021-06-23,0,98,50
2021-06-24,1,104,50
2021-06-25,1,71,46
2021-06-26,0,18,9
2021-06-27,0,3,2
2021-06-28,1,49,39
2021-06-29,3,78,34
2021-06-30,4,77,53
2021-07-01,0,78,35
2021-07-02,1,62,11
2021-07-03,0,9,7
2021-07-04,0,8,0
2021-07-05,0,37,0
2021-07-06,3,48,13
2021-07-07,1,71,54
2021-07-08,1,106,38
2021-07-09,0,77,50
2021-07-10,0,21,18
2021-07-11,0,11,10
2021-07-12,0,53,35
2021-07-13,2,73,20
2021-07-14,0,97,21
2021-07-15,0,93,25
2021-07-16,1,84,35
2021-07-17,0,15,5
2021-07-18,0,2,9
2021-07-19,0,57,27
2021-07-20,0,64,51
2021-07-21,0,73,41
2021-07-22,0,81,37
2021-07-23,0,72,35
2021-07-24,0,19,12
2021-07-25,0,4,3
2021-07-26,1,57,36
2021-07-27,0,79,46
2021-07-28,1,76,32
2021-07-29,0,81,28
2021-07-30,1,81,43
2021-07-31,0,36,7
2021-08-01,0,16,1
2021-08-02,1,90,27
2021-08-03,0,79,49
2021-08-04,2,77,28
2021-08-05,0,77,28
2021-08-06,0,80,28
2021-08-07,0,30,7
2021-08-08,0,11,0
2021-08-09,2,69,34
2021-08-10,0,97,35
2021-08-11,0,94,27
2021-08-12,1,79,19
2021-08-13,1,92,36
2021-08-14,2,22,8
2021-08-15,0,9,5
2021-08-16,0,52,29
2021-08-17,1,70,36
2021-08-18,1,88,50
2021-08-19,2,57,34
2021-08-20,0,57,34
2021-08-21,1,19,8
2021-08-22,0,12,1
2021-08-23,1,59,15
2021-08-24,1,75,45
2021-08-25,1,78,45
2021-08-26,1,62,41
2021-08-27,0,57,42
2021-08-28,0,19,9
2021-08-29,0,5,8
2021-08-30,0,44,35
2021-08-31,0,52,34
2021-09-01,0,53,44
2021-09-02,0,49,48
2021-09-03,0,49,11
2021-09-04,0,22,3
2021-09-05,1,14,6
2021-09-06,1,23,1
2021-09-07,0,57,24
2021-09-08,1,63,48
2021-09-09,1,88,37
2021-09-10,2,85,30
2021-09-11,0,32,9
2021-09-12,0,13,6
2021-09-13,1,84,29
2021-09-14,1,82,37
2021-09-15,0,48,41
2021-09-16,1,84,29
2021-09-17,1,81,56
2021-09-18,0,22,12
2021-09-19,0,9,0
2021-09-20,1,33,18
2021-09-21,0,74,34
2021-09-22,1,69,34
2021-09-23,2,92,28
2021-09-24,1,63,39
2021-09-25,0,18,10
2021-09-26,0,8,1
2021-09-27,0,58,13
2021-09-28,7,57,27
2021-09-29,2,64,32
2021-09-30,1,72,34
2021-10-01,0,67,62
2021-10-02,0,34,13
2021-10-03,0,8,4
2021-10-04,1,48,6
2021-10-05,1,77,33
2021-10-06,1,104,39
2021-10-07,1,72,35
2021-10-08,2,72,53
2021-10-09,1,38,26
2021-10-10,0,12,9
2021-10-11,0,70,27
2021-10-12,1,103,31
2021-10-13,2,54,45
2021-10-14,3,73,29
2021-10-15,2,181,38
2021-10-16,0,23,5
2021-10-17,1,13,6
2021-10-18,2,58,34
2021-10-19,4,89,54
2021-10-20,3,105,43
2021-10-21,1,136,34
2021-10-22,0,40,39
2021-10-23,0,9,10
2021-10-24,0,28,5
2021-10-25,0,61,29
2021-10-26,0,75,40
2021-10-27,3,50,32
2021-10-28,4,69,56
2021-10-29,1,58,39
2021-10-30,9,17,8
2021-10-31,1,29,3
2021-11-01,2,59,19
2021-11-02,0,67,27
2021-11-03,3,66,46
2021-11-04,2,71,38
2021-11-05,0,45,39
2021-11-06,1,27,4
2021-11-07,0,10,2
2021-11-08,0,75,25
2021-11-09,0,77,41
2021-11-10,1,65,27
2021-11-11,0,83,37
2021-11-12,0,90,20
2021-11-13,0,25,11
2021-11-14,0,7,1
2021-11-15,1,54,20
2021-11-16,0,71,39
2021-11-17,1,60,33
2021-11-18,4,63,25
2021-11-19,2,104,42
2021-11-20,0,17,18
2021-11-21,2,11,11
2021-11-22,2,49,13
2021-11-23,1,65,21
2021-11-24,1,56,20
2021-11-25,2,32,3
2021-11-26,1,26,0
2021-11-27,0,9,1
2021-11-28,0,10,2
2021-11-29,2,51,24
2021-11-30,0,69,52
2021-12-01,1,62,30
2021-12-02,3,56,59
2021-12-03,0,56,30
2021-12-04,0,73,10
2021-12-05,0,16,1
2021-12-06,0,68,20
2021-12-07,0,84,37
2021-12-08,0,71,37
2021-12-09,0,68,28
2021-12-10,0,53,25
2021-12-11,0,29,7
2021-12-12,0,10,9
2021-12-13,0,63,5
2021-12-14,2,88,44
2021-12-15,0,72,34
2021-12-16,1,51,39
2021-12-17,1,29,47
2021-12-18,0,11,8
2021-12-19,0,5,7
2021-12-20,0,44,17
2021-12-21,2,44,32
2021-12-22,0,60,34
2021-12-23,1,59,27
2021-12-24,3,17,5
2021-12-25,1,6,2
2021-12-26,0,7,0
2021-12-27,0,11,2
2021-12-28,0,53,13
2021-12-29,1,74,13
2021-12-30,0,41,18
2021-12-31,0,13,2
2022-01-01,0,4,0
2022-01-02,0,3,2
2022-01-03,0,30,3
2022-01-04,1,62,20
2022-01-05,2,56,50
2022-01-06,1,57,37
2022-01-07,0,80,53
2022-01-08,0,22,14
2022-01-09,0,11,3
2022-01-10,0,47,24
2022-01-11,0,64,29
2022-01-12,0,59,49
2022-01-13,1,44,30
2022-01-14,0,51,27
2022-01-15,0,20,7
2022-01-16,0,5,1
2022-01-17,0,19,4
2022-01-18,3,43,19
2022-01-19,1,59,32
2022-01-20,0,64,43
2022-01-21,0,56,34
2022-01-22,0,18,17
2022-01-23,0,6,3
2022-01-24,0,41,10
2022-01-25,1,66,40
2022-01-26,1,72,44
2022-01-27,1,60,49
2022-01-28,2,52,40
2022-01-29,0,16,8
2022-01-30,0,5,4
2022-01-31,0,42,24
2022-02-01,1,57,47
2022-02-02,1,96,34
2022-02-03,0,67,35
2022-02-04,0,85,37
2022-02-05,5,20,11
2022-02-06,0,14,0
2022-02-07,0,48,39
2022-02-08,0,67,31
2022-02-09,1,80,30
2022-02-10,1,82,24
2022-02-11,2,60,43
2022-02-12,0,17,8
2022-02-13,0,3,1
2022-02-14,3,56,25
2022-02-15,0,88,47
2022-02-16,1,72,45
2022-02-17,1,66,31
2022-02-18,0,54,29
2022-02-19,0,12,17
2022-02-20,0,3,3
2022-02-21,1,15,2
2022-02-22,0,44,23
2022-02-23,0,64,36
2022-02-24,1,65,45
2022-02-25,0,47,27
2022-02-26,0,10,13
2022-02-27,0,3,3
2022-02-28,0,55,22
2022-03-01,1,59,52
2022-03-02,2,72,37
2022-03-03,0,53,31
2022-03-04,2,53,30
2022-03-05,0,21,7
2022-03-06,0,3,5
2022-03-07,2,51,15
2022-03-08,3,53,35
2022-03-09,0,76,29
2022-03-10,0,34,25
2022-03-11,0,44,42
2022-03-12,0,5,8
2022-03-13,0,17,2
2022-03-14,0,44,27
2022-03-15,3,58,41
2022-03-16,0,51,51
2022-03-17,2,40,41
2022-03-18,2,44,10
2022-03-19,0,10,2
2022-03-20,0,2,0
2022-03-21,0,56,32
2022-03-22,2,66,41
2022-03-23,0,79,31
2022-03-24,3,72,34
2022-03-25,1,93,36
2022-03-26,0,33,4
2022-03-27,0,16,0
2022-03-28,3,48,34
2022-03-29,2,56,48
2022-03-30,0,77,34
2022-03-31,2,51,46
2022-04-01,1,57,43
2022-04-02,0,12,10
2022-04-03,0,3,1
2022-04-04,0,45,36
2022-04-05,0,52,33
2022-04-06,1,65,51
2022-04-07,0,57,54
2022-04-08,0,71,39
2022-04-09,0,8,9
2022-04-10,0,5,1
2022-04-11,0,47,41
2022-04-12,0,60,33
2022-04-13,0,57,40
2022-04-14,0,93,42
2022-04-15,1,34,47
2022-04-16,0,17,13
2022-04-17,0,3,8
2022-04-18,0,33,27
2022-04-19,1,59,60
2022-04-20,0,77,37
2022-04-21,0,48,23
2022-04-22,0,66,47
2022-04-23,0,13,11
2022-04-24,0,6,6
2022-04-25,0,49,47
2022-04-26,2,75,45
2022-04-27,1,77,25
2022-04-28,1,67,42
2022-04-29,0,49,8
2022-04-30,0,9,4
2022-05-01,0,5,6
2022-05-02,0,46,38
2022-05-03,0,82,54
2022-05-04,0,71,46
2022-05-05,0,70,43
2022-05-06,0,94,30
2022-05-07,0,20,11
2022-05-08,0,4,4
2022-05-09,0,52,42
2022-05-10,0,62,50
2022-05-11,0,73,74
2022-05-12,0,40,45
2022-05-13,0,59,53
2022-05-14,0,10,14
2022-05-15,0,8,8
2022-05-16,1,55,42
2022-05-17,2,95,51
2022-05-18,1,71,65
2022-05-19,1,80,60
2022-05-20,0,67,54
2022-05-21,0,12,20
2022-05-22,0,6,12
2022-05-23,1,62,24
2022-05-24,0,63,50
2022-05-25,1,50,43
2022-05-26,0,64,47
2022-05-27,0,62,13
2022-05-28,0,16,6
2022-05-29,0,6,1
2022-05-30,1,29,8
2022-05-31,1,58,56
2022-06-01,0,107,57
2022-06-02,1,65,44
2022-06-03,0,82,51
2022-06-04,0,22,11
2022-06-05,0,13,7
2022-06-06,0,39,57
2022-06-07,1,93,43
2022-06-08,0,51,52
2022-06-09,0,48,67
2022-06-10,1,66,54
2022-06-11,0,16,18
2022-06-12,0,9,7
2022-06-13,0,58,45
2022-06-14,2,57,62
2022-06-15,0,57,42
2022-06-16,0,51,49
2022-06-17,1,67,45
2022-06-18,0,13,8
2022-06-19,0,3,2
2022-06-20,2,22,36
2022-06-21,3,34,50
2022-06-22,1,59,58
2022-06-23,4,86,37
2022-06-24,0,86,49
2022-06-25,0,19,11
2022-06-26,0,7,4
2022-06-27,0,38,46
2022-06-28,2,65,41
2022-06-29,1,43,48
2022-06-30,0,62,47
2022-07-01,0,53,17
2022-07-02,0,11,4
2022-07-03,0,3,1
2022-07-04,0,26,11
2022-07-05,2,17,50
2022-07-06,1,46,49
2022-07-07,2,39,59
2022-07-08,0,62,52
2022-07-09,0,10,16
2022-07-10,0,2,1
2022-07-11,0,56,28
2022-07-12,0,65,43
2022-07-13,0,48,57
2022-07-14,0,61,41
2022-07-15,4,46,51
2022-07-16,0,10,15
2022-07-17,0,7,11
2022-07-18,1,49,23
2022-07-19,3,65,44
2022-07-20,0,67,48
2022-07-21,1,80,1222
2022-07-22,1,52,64
2022-07-23,0,13,17
2022-07-24,0,7,8
2022-07-25,0,50,46
2022-07-26,0,67,51
2022-07-27,0,74,83
2022-07-28,0,80,47
2022-07-29,1,66,35
2022-07-30,0,20,8
2022-07-31,0,3,2
2022-08-01,1,40,33
2022-08-02,1,76,34
2022-08-03,0,75,51
2022-08-04,3,70,43
2022-08-05,0,61,39
2022-08-06,0,11,21
2022-08-07,0,7,10
2022-08-08,0,63,42
2022-08-09,0,69,37
2022-08-10,0,73,48
2022-08-11,0,67,43
2022-08-12,2,67,34
2022-08-13,0,1,12
2022-08-14,0,8,3
2022-08-15,0,53,23
2022-08-16,1,86,51
2022-08-17,0,69,45
2022-08-18,0,72,44
2022-08-19,0,56,51
2022-08-20,0,12,9
2022-08-21,0,5,7
2022-08-22,1,71,42
2022-08-23,1,74,43
2022-08-24,0,65,50
2022-08-25,0,84,43
2022-08-26,1,60,34
2022-08-27,0,30,11
2022-08-28,0,7,13
2022-08-29,1,76,35
2022-08-30,0,85,41
2022-08-31,1,98,34
2022-09-01,0,97,48
2022-09-02,0,88,21
2022-09-03,0,17,4
2022-09-04,0,4,2
2022-09-05,0,32,11
2022-09-06,0,48,31
2022-09-07,0,94,43
2022-09-08,1,90,30
2022-09-09,0,69,47
2022-09-10,0,10,13
2022-09-11,0,2,1
2022-09-12,0,51,32
2022-09-13,0,63,39
2022-09-14,0,61,34
2022-09-15,1,74,33
2022-09-16,1,74,44
2022-09-17,0,12,27
2022-09-18,0,5,4
2022-09-19,0,63,25
2022-09-20,0,65,29
2022-09-21,0,78,50
2022-09-22,0,81,32
2022-09-23,0,70,50
2022-09-24,0,14,15
2022-09-25,0,4,8
2022-09-26,1,57,22
2022-09-27,0,84,52
2022-09-28,0,65,68
2022-09-29,0,95,50
2022-09-30,0,85,61
2022-10-01,0,16,11
2022-10-02,0,11,17
2022-10-03,0,57,56
2022-10-04,0,82,21
2022-10-05,0,84,36
2022-10-06,0,90,46
2022-10-07,0,61,51
2022-10-08,0,10,12
2022-10-09,0,8,10
2022-10-10,0,42,29
2022-10-11,0,64,49
2022-10-12,0,73,36
2022-10-13,0,75,58
2022-10-14,0,73,38
2022-10-15,0,20,16
2022-10-16,0,5,10
2022-10-17,0,60,42
2022-10-18,0,70,52
2022-10-19,0,106,44
2022-10-20,0,96,41
2022-10-21,0,92,49
2022-10-22,0,19,10
2022-10-23,0,9,8
2022-10-24,0,68,43
2022-10-25,0,78,54
2022-10-26,0,86,57
2022-10-27,0,102,35
2022-10-28,0,78,48
2022-10-29,0,25,25
2022-10-30,0,11,5
2022-10-31,0,76,45
2022-11-01,0,62,56
2022-11-02,0,77,78
2022-11-03,0,102,54
2022-11-04,0,56,38
2022-11-05,0,14,12
2022-11-06,0,3,1
2022-11-07,0,76,35
2022-11-08,0,73,41
2022-11-09,0,81,40
2022-11-10,0,48,49
2022-11-11,0,42,44
2022-11-12,0,10,20
2022-11-13,0,4,15
2022-11-14,0,47,30
2022-11-15,0,115,46
2022-11-16,0,109,63
2022-11-17,0,119,52
2022-11-18,0,81,50
2022-11-19,0,29,21
2022-11-20,0,9,6
2022-11-21,0,65,25
2022-11-22,0,61,44
2022-11-23,0,48,50
2022-11-24,0,40,32
2022-11-25,0,28,15
2022-11-26,0,3,3
2022-11-27,0,3,12
2022-11-28,0,64,49
2022-11-29,0,81,39
2022-11-30,0,70,61
2022-12-01,0,78,49
2022-12-02,0,57,42
2022-12-03,0,13,13
2022-12-04,0,4,9
2022-12-05,0,75,27
2022-12-06,0,86,62
2022-12-07,0,66,36
2022-12-08,0,71,65
2022-12-09,0,59,41
2022-12-10,0,18,21
2022-12-11,0,5,17
2022-12-12,0,68,28
2022-12-13,0,98,55
2022-12-14,0,86,49
2022-12-15,0,79,35
2022-12-16,0,64,63
2022-12-17,0,22,17
2022-12-18,0,6,3
2022-12-19,0,63,39
2022-12-20,0,79,60
2022-12-21,0,59,49
2022-12-22,0,66,34
2022-12-23,0,20,11
2022-12-24,0,8,0
2022-12-25,0,5,1
2022-12-26,0,15,4
2022-12-27,0,31,13
2022-12-28,0,63,29
2022-12-29,0,47,15
2022-12-30,0,37,15
2022-12-31,0,4,5
2023-01-01,0,4,0
2023-01-02,0,10,8
2023-01-03,0,51,19
2023-01-04,1,65,34
2023-01-05,0,44,34
2023-01-06,0,53,38
2023-01-07,0,41,8
2023-01-08,0,7,4
2023-01-09,0,79,24
2023-01-10,0,83,37
2023-01-11,0,89,42
2023-01-12,1,99,47
2023-01-13,0,82,30
2023-01-14,0,15,17
2023-01-15,0,4,3
2023-01-16,0,26,13
2023-01-17,0,60,49
2023-01-18,0,65,67
2023-01-19,0,83,40
2023-01-20,0,83,44
2023-01-21,0,25,38
2023-01-22,0,20,15
2023-01-23,0,76,41
2023-01-24,0,92,48
2023-01-25,0,49,31
2023-01-26,0,97,48
2023-01-27,0,75,37
2023-01-28,0,15,16
2023-01-29,0,8,15
2023-01-30,0,33,35
2023-01-31,0,54,45
2023-02-01,0,94,60
2023-02-02,0,63,61
2023-02-03,0,65,58
2023-02-04,0,20,19
2023-02-05,0,4,11
2023-02-06,0,66,20
2023-02-07,0,86,64
2023-02-08,0,54,51
2023-02-09,0,79,73
2023-02-10,0,71,69
2023-02-11,0,25,27
2023-02-12,0,5,16
2023-02-13,0,81,42
2023-02-14,0,76,42
2023-02-15,0,87,40
2023-02-16,0,82,54
2023-02-17,0,75,36
2023-02-18,0,14,6
2023-02-19,0,5,6
2023-02-20,0,31,12
2023-02-21,0,65,37
2023-02-22,0,47,27
2023-02-23,0,33,39
2023-02-24,0,63,26
2023-02-25,0,10,14
2023-02-26,0,7,11
2023-02-27,0,52,45
2023-02-28,0,91,46
2023-03-01,0,86,61
2023-03-02,0,90,29
2023-03-03,0,54,39
2023-03-04,0,1,19
2023-03-05,0,2,12
2023-03-06,0,117,28
2023-03-07,0,97,50
2023-03-08,0,94,51
2023-03-09,0,97,13
2023-03-10,0,64,55
2023-03-11,0,12,16
2023-03-12,0,9,9
2023-03-13,0,62,37
2023-03-14,0,74,71
2023-03-15,0,89,39
2023-03-16,0,75,31
2023-03-17,0,66,34
2023-03-18,0,9,11
2023-03-19,0,6,7
2023-03-20,0,61,26
2023-03-21,0,84,51
2023-03-22,0,99,54
2023-03-23,0,58,43
2023-03-24,0,102,50
2023-03-25,0,15,16
2023-03-26,0,5,8
2023-03-27,0,42,37
2023-03-28,0,45,74
2023-03-29,0,100,48
2023-03-30,0,86,62
2023-03-31,0,68,54
2023-04-01,0,8,19
2023-04-02,0,4,9
2023-04-03,0,71,28
2023-04-04,0,72,56
2023-04-05,0,72,70
2023-04-06,0,54,61
2023-04-07,0,53,45
2023-04-08,0,28,22
2023-04-09,0,9,12
2023-04-10,0,43,37
2023-04-11,0,65,55
2023-04-12,0,85,55
2023-04-13,0,79,52
2023-04-14,0,65,66
2023-04-15,0,12,32
2023-04-16,0,3,15
2023-04-17,0,54,54
2023-04-18,0,85,59
2023-04-19,0,63,75
2023-04-20,0,99,47
2023-04-21,0,61,54
2023-04-22,0,13,27
2023-04-23,0,5,13
2023-04-24,0,44,34
2023-04-25,0,55,61
2023-04-26,0,67,65
2023-04-27,0,72,56
2023-04-28,0,51,56
2023-04-29,0,13,14
2023-04-30,0,4,6
2023-05-01,0,31,28
2023-05-02,0,46,54
2023-05-03,0,53,49
2023-05-04,0,90,58
2023-05-05,0,59,66
2023-05-06,0,9,20
2023-05-07,0,6,6
2023-05-08,0,38,34
2023-05-09,0,81,55
2023-05-10,0,94,49
2023-05-11,0,63,49
2023-05-12,0,64,64
2023-05-13,0,13,13
2023-05-14,0,5,8
2023-05-15,0,55,49
2023-05-16,0,70,68
2023-05-17,0,56,49
2023-05-18,0,60,31
2023-05-19,0,62,39
2023-05-20,0,16,14
2023-05-21,0,7,9
2023-05-22,0,52,22
2023-05-23,0,69,41
2023-05-24,0,64,63
2023-05-25,0,73,45
2023-05-26,0,49,30
2023-05-27,0,8,19
2023-05-28,0,4,9
2023-05-29,0,6,7
2023-05-30,0,49,37
2023-05-31,0,39,38
2023-06-01,0,78,48
2023-06-02,0,69,51
2023-06-03,0,19,17
2023-06-04,0,8,15
2023-06-05,0,67,28
2023-06-06,0,78,35
2023-06-07,0,57,31
2023-06-08,0,63,46
2023-06-09,0,66,39
2023-06-10,0,12,23
2023-06-11,0,11,3
2023-06-12,0,66,34
2023-06-13,0,67,50
2023-06-14,0,75,56
2023-06-15,0,39,46
2023-06-16,0,65,37
2023-06-17,0,21,6
2023-06-18,0,7,3
2023-06-19,0,25,9
2023-06-20,0,43,32
2023-06-21,0,78,48
2023-06-22,0,59,53
2023-06-23,0,65,41
2023-06-24,0,10,13
2023-06-25,0,3,2
2023-06-26,0,76,23
2023-06-27,0,85,38
2023-06-28,0,82,40
2023-06-29,0,66,27
2023-06-30,0,69,38
2023-07-01,0,13,16
2023-07-02,0,5,0
2023-07-03,0,15,10
2023-07-04,0,28,9
2023-07-05,0,45,26
2023-07-06,0,75,51
2023-07-07,0,58,32
2023-07-08,0,16,21
2023-07-09,0,8,9
2023-07-10,0,79,34
2023-07-11,0,69,45
2023-07-12,0,76,34
2023-07-13,0,73,48
2023-07-14,0,53,47
2023-07-15,0,14,15
2023-07-16,0,9,4
2023-07-17,0,58,31
2023-07-18,0,40,43
2023-07-19,0,72,43
2023-07-20,0,86,48
2023-07-21,0,71,38
2023-07-22,0,10,14
2023-07-23,0,6,8
2023-07-24,0,56,23
2023-07-25,0,88,35
2023-07-26,0,49,65
2023-07-27,0,95,43
2023-07-28,0,64,53
2023-07-29,0,13,18
2023-07-30,0,6,8
2023-07-31,0,76,26
2023-08-01,0,66,43
2023-08-02,0,80,48
2023-08-03,0,78,47
2023-08-04,0,55,30
2023-08-05,0,14,14
2023-08-06,0,6,1
2023-08-07,0,65,28
2023-08-08,0,80,24
2023-08-09,0,59,40
2023-08-10,0,65,39
2023-08-11,0,72,40
2023-08-12,0,15,5
2023-08-13,0,5,4
2023-08-14,0,66,32
2023-08-15,0,65,38
2023-08-16,0,68,25
2023-08-17,0,84,36
2023-08-18,0,67,43
2023-08-19,0,6,13
2023-08-20,0,2,16
2023-08-21,0,53,45
2023-08-22,0,79,60
2023-08-23,0,69,66
2023-08-24,0,63,51
2023-08-25,0,65,62
2023-08-26,0,12,34
2023-08-27,0,2,10
2023-08-28,0,64,35
2023-08-29,0,82,37
2023-08-30,0,58,37
2023-08-31,0,69,45
2023-09-01,0,52,36
2023-09-02,0,8,20
2023-09-03,0,2,8
2023-09-04,0,17,8
2023-09-05,0,31,44
2023-09-06,0,38,38
2023-09-07,0,66,41
2023-09-08,0,34,48
2023-09-09,0,8,12
2023-09-10,0,4,16
2023-09-11,0,37,31
2023-09-12,0,60,49
2023-09-13,0,54,49
2023-09-14,0,41,60
2023-09-15,0,53,45
2023-09-16,0,8,21
2023-09-17,0,8,14
2023-09-18,0,50,35
2023-09-19,0,62,40
2023-09-20,0,57,63
2023-09-21,0,57,41
2023-09-22,0,74,41
2023-09-23,0,11,19
2023-09-24,0,5,11
2023-09-25,0,47,35
2023-09-26,0,53,52
2023-09-27,0,68,44
2023-09-28,0,61,44
2023-09-29,0,44,39
2023-09-30,0,7,10
2023-10-01,0,5,10
