,apache/superset,metabase/metabase,getredash/redash
2019-08-02,2,1,0.0
2019-08-03,0,0,0.0
2019-08-04,0,0,3.0
2019-08-05,5,2,-0.10000000000000053
2019-08-06,7,4,0.2849999999999997
2019-08-07,5,2,-0.7465000000000002
2019-08-08,4,6,-0.07948749999999993
2019-08-09,3,9,0.9998732499999999
2019-08-10,0,1,-1.6744840875000002
2019-08-11,1,0,5.63094465875
2019-08-12,2,6,-0.40005408779687635
2019-08-13,4,9,-0.5634175921609379
2019-08-14,3,14,0.12399448946562464
2019-08-15,3,8,0.19255763873124998
2019-08-16,3,6,-1.7918558821421877
2019-08-17,0,1,-1.3940474914078123
2019-08-18,0,0,2.510524481746875
2019-08-19,1,8,-2.39466306309375
2019-08-20,5,8,-0.5236202580718747
2019-08-21,3,7,0.7349248394468751
2019-08-22,3,6,0.1409391073234374
2019-08-23,8,7,-0.9062612026765626
2019-08-24,1,1,-0.21295747789531244
2019-08-25,0,0,0.8942440908734375
2019-08-26,4,7,0.23443471470312494
2019-08-27,6,2,-0.8525964911296876
2019-08-28,1,12,-0.17224440124999996
2019-08-29,1,14,0.911589449484375
2019-08-30,6,3,1.2432069453578123
2019-08-31,0,0,-1.5406269053765629
2019-09-01,0,0,2.72275559875
2019-09-02,2,2,2.7660894494843746
2019-09-03,2,2,-2.8979555546421882
2019-09-04,2,9,0.5856058446234376
2019-09-05,2,4,-1.8451067637500003
2019-09-06,2,2,-0.46423183926562483
2019-09-07,0,2,-0.26136515390781234
2019-09-08,5,1,-0.17154476450312492
2019-09-09,5,0,5.884107408453125
2019-09-10,7,0,-4.288966201207813
2019-09-11,3,3,1.3139584463515628
2019-09-12,1,4,0.30625818359218737
2019-09-13,2,9,-0.7789445857531252
2019-09-14,0,0,-1.1046035
2019-09-15,0,0,1.6774258250000003
2019-09-16,0,2,1.4114232674999998
2019-09-17,5,2,-2.4397177955937503
2019-09-18,8,4,1.4973351902406251
2019-09-19,5,3,-1.6346959635312501
2019-09-20,1,16,0.6408818519656252
2019-09-21,0,2,-0.8868995725187501
2019-09-22,2,1,5.780826542123438
2019-09-23,5,2,-3.322900139781251
