,highcharts/highcharts,plotly/plotly.js,d3/d3
2016-10-19,22,11,1
2016-10-20,10,14,3
2016-10-21,17,4,0
2016-10-22,0,0,0
2016-10-23,0,0,0
2016-10-24,19,55,0
2016-10-25,25,37,0
2016-10-26,20,24,0
2016-10-27,16,20,3
2016-10-28,18,2,0
2016-10-29,0,5,0
2016-10-30,4,0,0
2016-10-31,11,0,0
2016-11-01,22,1,0
2016-11-02,4,7,1
2016-11-03,17,3,0
2016-11-04,16,9,2
2016-11-05,4,0,0
2016-11-06,1,0,0
2016-11-07,8,3,0
2016-11-08,5,12,0
2016-11-09,2,36,0
2016-11-10,7,14,0
2016-11-11,11,1,0
2016-11-12,0,0,0
2016-11-13,1,0,0
2016-11-14,5,10,0
2016-11-15,8,28,0
2016-11-16,16,7,0
2016-11-17,11,26,0
2016-11-18,21,3,0
2016-11-19,0,6,0
2016-11-20,0,0,0
2016-11-21,13,21,0
2016-11-22,1,9,1
2016-11-23,6,10,2
2016-11-24,3,8,0
2016-11-25,11,2,0
2016-11-26,0,5,0
2016-11-27,0,0,0
2016-11-28,12,8,0
2016-11-29,15,4,0
2016-11-30,13,6,0
2016-12-01,17,9,0
2016-12-02,16,0,0
2016-12-03,1,4,0
2016-12-04,1,3,0
2016-12-05,24,5,0
2016-12-06,18,13,0
2016-12-07,24,13,0
2016-12-08,3,4,0
2016-12-09,9,4,0
2016-12-10,0,0,0
2016-12-11,2,1,0
2016-12-12,13,3,0
2016-12-13,6,0,0
2016-12-14,8,22,0
2016-12-15,13,3,0
2016-12-16,19,2,0
2016-12-17,0,0,0
2016-12-18,0,0,0
2016-12-19,13,6,0
2016-12-20,11,0,0
2016-12-21,11,0,0
2016-12-22,8,5,0
2016-12-23,2,2,0
2016-12-24,0,3,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,2,0,0
2016-12-28,12,0,0
2016-12-29,5,0,0
2016-12-30,5,0,0
2016-12-31,0,0,0
2017-01-01,0,0,0
2017-01-02,1,1,0
2017-01-03,3,0,0
2017-01-04,10,15,0
2017-01-05,25,4,0
2017-01-06,10,2,2
2017-01-07,0,0,0
2017-01-08,0,0,0
2017-01-09,17,12,0
2017-01-10,11,7,0
2017-01-11,13,5,0
2017-01-12,12,2,0
2017-01-13,9,17,0
2017-01-14,0,3,0
2017-01-15,0,0,0
2017-01-16,9,7,0
2017-01-17,6,18,0
2017-01-18,4,18,2
2017-01-19,11,4,0
2017-01-20,11,0,4
2017-01-21,0,0,0
2017-01-22,0,0,0
2017-01-23,7,0,2
2017-01-24,8,1,0
2017-01-25,19,4,0
2017-01-26,11,5,4
2017-01-27,16,1,0
2017-01-28,0,0,0
2017-01-29,0,0,2
2017-01-30,9,7,0
2017-01-31,7,15,0
2017-02-01,13,4,0
2017-02-02,16,11,0
2017-02-03,6,6,0
2017-02-04,0,0,0
2017-02-05,0,0,0
2017-02-06,14,11,0
2017-02-07,12,2,0
2017-02-08,6,11,0
2017-02-09,16,1,0
2017-02-10,6,8,0
2017-02-11,0,0,0
2017-02-12,0,0,0
2017-02-13,7,15,0
2017-02-14,12,4,0
2017-02-15,9,13,1
2017-02-16,4,2,0
2017-02-17,20,11,0
2017-02-18,0,0,3
2017-02-19,0,0,4
2017-02-20,10,2,0
2017-02-21,10,15,0
2017-02-22,2,12,0
2017-02-23,3,13,0
2017-02-24,22,24,0
2017-02-25,0,0,0
2017-02-26,0,0,0
2017-02-27,12,21,0
2017-02-28,8,5,2
2017-03-01,31,8,0
2017-03-02,27,6,2
2017-03-03,24,17,0
2017-03-04,0,3,0
2017-03-05,0,0,0
2017-03-06,7,15,0
2017-03-07,17,5,0
2017-03-08,16,4,0
2017-03-09,0,23,0
2017-03-10,1,6,2
2017-03-11,0,2,0
2017-03-12,0,0,0
2017-03-13,0,9,2
2017-03-14,12,22,0
2017-03-15,11,4,0
2017-03-16,7,8,0
2017-03-17,2,16,0
2017-03-18,0,1,0
2017-03-19,0,0,0
2017-03-20,6,5,0
2017-03-21,6,14,0
2017-03-22,7,3,1
2017-03-23,6,0,0
2017-03-24,5,0,2
2017-03-25,0,0,0
2017-03-26,0,0,0
2017-03-27,8,7,0
2017-03-28,18,12,0
2017-03-29,12,20,0
2017-03-30,12,10,0
2017-03-31,9,19,0
2017-04-01,0,2,0
2017-04-02,0,0,0
2017-04-03,8,4,0
2017-04-04,5,6,0
2017-04-05,6,8,0
2017-04-06,2,6,0
2017-04-07,16,40,0
2017-04-08,0,5,0
2017-04-09,2,0,0
2017-04-10,10,15,0
2017-04-11,6,7,0
2017-04-12,0,8,0
2017-04-13,0,20,0
2017-04-14,0,11,0
2017-04-15,0,0,2
2017-04-16,0,0,0
2017-04-17,0,11,0
2017-04-18,10,11,0
2017-04-19,0,1,0
2017-04-20,14,11,0
2017-04-21,8,10,0
2017-04-22,0,3,0
2017-04-23,0,0,0
2017-04-24,13,9,0
2017-04-25,7,6,0
2017-04-26,24,13,0
2017-04-27,5,8,0
2017-04-28,4,21,0
2017-04-29,0,2,0
2017-04-30,0,0,0
2017-05-01,0,20,0
2017-05-02,13,17,0
2017-05-03,13,6,0
2017-05-04,5,0,0
2017-05-05,5,0,0
2017-05-06,0,0,0
2017-05-07,0,0,0
2017-05-08,7,15,0
2017-05-09,22,17,0
2017-05-10,5,15,0
2017-05-11,9,3,0
2017-05-12,12,7,0
2017-05-13,0,0,0
2017-05-14,3,0,0
2017-05-15,8,10,2
2017-05-16,6,15,2
2017-05-17,2,3,0
2017-05-18,8,12,0
2017-05-19,20,3,0
2017-05-20,0,0,0
2017-05-21,0,0,0
2017-05-22,4,0,0
2017-05-23,9,17,0
2017-05-24,21,8,0
2017-05-25,2,26,0
2017-05-26,9,26,0
2017-05-27,0,0,0
2017-05-28,0,1,0
2017-05-29,4,2,0
2017-05-30,0,7,0
2017-05-31,0,5,0
2017-06-01,1,4,0
2017-06-02,2,2,0
2017-06-03,0,0,0
2017-06-04,0,0,0
2017-06-05,0,2,0
2017-06-06,0,22,0
2017-06-07,1,6,0
2017-06-08,5,33,0
2017-06-09,6,20,0
2017-06-10,0,3,0
2017-06-11,0,2,0
2017-06-12,1,13,0
2017-06-13,8,12,0
2017-06-14,3,21,0
2017-06-15,6,16,0
2017-06-16,5,34,0
2017-06-17,0,3,0
2017-06-18,0,0,0
2017-06-19,26,7,0
2017-06-20,4,14,0
2017-06-21,9,5,0
2017-06-22,9,7,0
2017-06-23,9,9,0
2017-06-24,0,0,0
2017-06-25,0,0,0
2017-06-26,12,18,0
2017-06-27,0,9,0
2017-06-28,0,10,0
2017-06-29,1,6,0
2017-06-30,0,21,0
2017-07-01,0,0,0
2017-07-02,0,0,0
2017-07-03,1,2,0
2017-07-04,0,0,0
2017-07-05,0,5,0
2017-07-06,0,9,0
2017-07-07,0,11,0
2017-07-08,0,0,0
2017-07-09,0,0,0
2017-07-10,0,8,0
2017-07-11,0,7,0
2017-07-12,0,3,0
2017-07-13,9,17,0
2017-07-14,0,6,2
2017-07-15,0,0,0
2017-07-16,0,0,0
2017-07-17,13,8,0
2017-07-18,10,16,0
