,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj,bitcoin/bitcoin
2023-06-19,0,0.0,10
2023-06-20,0,0.0,13
2023-06-21,0,0.0,19
2023-06-22,0,0.0,10
2023-06-23,0,0.0,34
2023-06-24,0,0.0,0
2023-06-25,0,0.0,0
2023-06-26,0,0.0,7
2023-06-27,0,0.0,21
2023-06-28,0,0.0,24
2023-06-29,0,0.0,22
2023-06-30,0,0.0,16
2023-07-01,0,0.0,3
2023-07-02,0,0.0,0
2023-07-03,0,0.0,7
2023-07-04,0,0.0,5
2023-07-05,0,1.0,0
2023-07-06,0,-0.10000000000000009,13
2023-07-07,0,0.955,18
2023-07-08,0,-0.12850000000000011,1
2023-07-09,0,-0.06566249999999996,1
2023-07-10,0,0.95538325,12
2023-07-11,0,-0.13382451249999996,8
2023-07-12,0,-0.07221044624999995,10
2023-07-13,0,-0.05123032551562495,9
2023-07-14,0,0.9598449512140627,10
2023-07-15,0,-0.12568506301562501,0
2023-07-16,0,6.933439134964063,3
2023-07-17,0,-0.7395936962500006,12
2023-07-18,0,1.6547691869843748,10
2023-07-19,0,-0.42401560253593773,21
2023-07-20,0,0.7522004875000006,16
2023-07-21,0,-0.28091094624999974,11
2023-07-22,0,-0.1880274005156246,6
2023-07-23,0,-0.14678822628593716,1
2023-07-24,0,-0.11396471610937467,19
2023-07-25,0,-0.09709611025156223,26
2023-07-26,0,-0.03229863853124991,17
2023-07-27,0,3.9721085986781253,10
2023-07-28,0,1.5904316869843746,3
2023-07-29,0,-0.38839885253593776,0
2023-07-30,0,-0.20400000000000015,3
2023-07-31,0,0.8603500000000003,7
2023-08-01,0,3.7942080000000002,14
2023-08-02,0,-0.5298815500000001,7
2023-08-03,0,-0.27919880999999996,25
2023-08-04,0,-0.19512314456249985,6
2023-08-05,0,-0.1514987861749995,15
2023-08-06,0,-0.09442671757187471,1
2023-08-07,0,-0.06374174624999981,14
2023-08-08,0,24.946056901984374,7
2023-08-09,0,8.45332789540156,8
2023-08-10,0,7.7414045898562485,7
2023-08-11,0,-1.2075000000000018,3
2023-08-12,0,-1.3800624999999989,0
2023-08-13,0,-0.960206249999998,1
2023-08-14,0,-0.7414595624999976,15
2023-08-15,0,-0.6039545437499981,9
2023-08-16,0,-0.5089753591406235,6
2023-08-17,4,-0.4393217315703114,26
2023-08-18,0,-0.19916420430156198,14
2023-08-19,0,-0.09355683837499976,0
2023-08-20,1,-0.008398852535937478,0
2023-08-21,0,0.0,5
2023-08-22,0,0.0,17
2023-08-23,0,15.0,30
2023-08-24,0,-1.5000000000000013,30
2023-08-25,0,9.325,11
2023-08-26,0,-1.427500000000001,2
2023-08-27,0,-0.7599374999999993,8
2023-08-28,0,-0.5267512499999993,8
2023-08-29,0,-0.40405518749999864,9
2023-08-30,0,-0.32757294374999896,10
2023-08-31,0,-0.27514482023437425,7
2023-09-01,0,8.763080249460938,8
2023-09-02,0,4.004316869843749,1
2023-09-03,0,-0.9889885253593755,1
2023-09-04,0,-0.48150000000000037,5
2023-09-05,0,2.6715375000000003,14
2023-09-06,0,0.4516367500000006,9
2023-09-07,0,5.565958137500001,19
2023-09-08,0,-0.8961533287500001,7
2023-09-09,0,-0.5020707983906246,2
2023-09-10,0,-0.36344398790156207,5
2023-09-11,0,-0.22157205017968676,3
2023-09-12,0,22.85685639875,23
2023-09-13,0,-2.4187707102968767,28
2023-09-14,0,6.863672951876562,21
2023-09-15,0,-1.5213087306296886,16
2023-09-16,0,8.114369384784377,2
2023-09-17,0,-1.4986852499999999,0
2023-09-18,0,-0.8730262874999988,1
2023-09-19,0,0.359410986250001,16
2023-09-20,0,-0.6113297993593736,16
2023-09-21,0,6.528026071673438,6
2023-09-22,0,-0.923504616625,3
2023-09-23,0,-0.5026965865374997,2
2023-09-24,0,-0.3017315671406249,1
2023-09-25,0,6.766610814676564,1
2023-09-26,0,-0.8239109462500003,2
2023-09-27,0,-0.4167024005156249,13
2023-09-28,0,-0.28555472628593737,6
2023-09-29,0,-0.2116156911093743,10
2023-09-30,0,5.828390782248438,24
2023-10-01,0,5.3078659125,0
2023-10-02,0,7.0523441262499995,32
2023-10-03,0,-0.30797819110937574,29
2023-10-04,0,-0.8137669677515624,31
2023-10-05,0,0.5063245000000005,29
2023-10-06,0,-0.46947257499999895,14
2023-10-07,0,-0.34013075249999913,2
2023-10-08,0,-0.27388490559374934,31
2023-10-09,0,0.7696229241906256,18
2023-10-10,0,-0.2541500655906247,12
2023-10-11,0,0.8650788541968752,8
2023-10-12,0,0.8520074512140625,15
2023-10-13,0,-0.17523081301562501,27
2023-10-14,0,-0.09801560253593747,0
2023-10-15,0,0.9376754875000001,3
2023-10-16,0,-0.14787294624999991,10
2023-10-17,0,-0.08384707551562492,11
2023-10-18,0,-0.06115456128593742,7
2023-10-19,0,-0.041324509265624865,14
2023-10-20,0,-0.0340839155515624,25
2023-10-21,0,-0.02156086503593744,0
2023-10-22,0,-0.011093696249999967,0
2023-10-23,0,-0.009568313015624975,17
2023-10-24,0,12.991601147464063,18
2023-10-25,0,-1.3000000000000012,8
2023-10-26,0,-0.5850000000000004,10
2023-10-27,0,-0.3705000000000003,2
2023-10-28,0,-0.26861249999999903,0
2023-10-29,0,-0.2095177499999993,3
2023-10-30,0,-0.1711061624999995,18
2023-10-31,0,-0.14421805124999956,11
2023-11-01,0,-0.12438806920312467,12
2023-11-02,0,-0.10918508296718722,11
2023-11-03,0,0.0,21
2023-11-04,0,0.0,1
2023-11-05,0,0.0,6
2023-11-06,0,0.0,7
2023-11-07,0,0.0,16
2023-11-08,0,0.0,17
2023-11-09,0,0.0,15
2023-11-10,0,2.0,18
2023-11-11,0,-0.20000000000000018,1
2023-11-12,0,-0.09000000000000007,0
2023-11-13,0,-0.057000000000000044,25
2023-11-14,0,-0.04132499999999985,11
2023-11-15,0,-0.032233499999999894,6
2023-11-16,0,1.9736759750000001,20
2023-11-17,0,-0.2221873925000001,17
2023-11-18,0,-0.10913662603125002,0
2023-11-19,0,2.926202294928125,1
2023-11-20,0,-0.3413250000000001,6
2023-11-21,0,0.8327665,4
2023-11-22,0,-0.21182402500000008,23
2023-11-23,0,-0.12917489249999975,10
2023-11-24,0,-0.09598687603124982,6
2023-11-25,0,-0.07694624257187477,4
2023-11-26,0,-0.04939783874999985,2
2023-11-27,0,-0.041866951546874885,2
2023-11-28,0,-0.0362902538578124,21
2023-11-29,0,-0.009568313015624975,13
2023-11-30,0,-0.008398852535937478,14
2023-12-01,0,0.0,7
2023-12-02,0,0.0,1
2023-12-03,0,0.0,1
2023-12-04,0,0.0,20
2023-12-05,0,1.0,14
2023-12-06,0,-0.10000000000000009,11
2023-12-07,0,-0.04500000000000003,15
2023-12-08,0,0.9715,22
2023-12-09,0,-0.1206625,6
2023-12-10,0,-0.061116749999999984,1
2023-12-11,0,-0.041662012499999984,20
2023-12-12,0,-0.03175619624999989,14
2023-12-13,0,-0.025685063015624923,10
2023-12-14,0,-0.02156086503593744,12
2023-12-15,0,-0.011093696249999967,13
2023-12-16,0,-0.009568313015624975,0
2023-12-17,0,-0.008398852535937478,1
2023-12-18,0,4.0,6
2023-12-19,0,1.5999999999999996,3
2023-12-20,0,2.6199999999999997,4
2023-12-21,0,-0.5040000000000004,9
2023-12-22,0,-0.27464999999999984,4
2023-12-23,0,-0.19129199999999968,1
2023-12-24,0,-0.1468690499999995,0
2023-12-25,0,-0.11904905999999964,0
2023-12-26,0,-0.09994668206249971,0
2023-12-27,0,-0.08601312492499977,4
2023-12-28,0,-0.04550264411874988,0
2023-12-29,0,-0.025196557607812434,0
2023-12-30,0,0.0,0
2023-12-31,0,0.0,1
2024-01-01,0,0.0,0
2024-01-02,0,0.0,7
2024-01-03,0,0.0,2
2024-01-04,0,0.0,9
2024-01-05,0,0.0,14
2024-01-06,0,0.0,2
2024-01-07,0,0.0,2
2024-01-08,0,0.0,12
2024-01-09,0,0.0,12
2024-01-10,0,1.0,7
2024-01-11,0,-0.10000000000000009,22
2024-01-12,0,-0.04500000000000003,9
2024-01-13,0,-0.028500000000000022,1
2024-01-14,0,-0.020662499999999924,0
2024-01-15,0,-0.016116749999999947,11
2024-01-16,0,1.9868379875,20
2024-01-17,0,-0.21109369625000016,7
2024-01-18,0,-0.09956831301562505,10
2024-01-19,0,-0.06539885253593752,9
2024-01-20,0,-0.04132499999999985,2
2024-01-21,0,-0.032233499999999894,0
2024-01-22,0,-0.02632402499999992,6
2024-01-23,0,-0.022187392499999934,16
2024-01-24,0,-0.01913662603124995,6
2024-01-25,0,-0.016797705071874957,23
2024-01-26,0,0.0,11
2024-01-27,3,0.0,0
