,rust-lang/rust,golang/go,swiftlang/swift
2020-01-19,52,4,35
2020-01-20,71,1,22
2020-01-21,48,3,63
2020-01-22,35,7,100
2020-01-23,52,11,88
2020-01-24,45,6,99
2020-01-25,43,7,27
2020-01-26,36,1,26
2020-01-27,54,5,70
2020-01-28,63,8,69
2020-01-29,77,9,84
2020-01-30,58,6,40
2020-01-31,44,25,54
2020-02-01,68,1,34
2020-02-02,99,1,33
2020-02-03,89,0,71
2020-02-04,62,11,75
2020-02-05,83,20,59
2020-02-06,120,4,57
2020-02-07,92,14,62
2020-02-08,78,3,48
2020-02-09,103,0,23
2020-02-10,80,3,18
2020-02-11,108,2,58
2020-02-12,145,5,70
2020-02-13,114,6,75
2020-02-14,106,1,74
2020-02-15,79,1,18
2020-02-16,86,0,50
2020-02-17,111,1,35
2020-02-18,81,6,91
2020-02-19,103,47,70
2020-02-20,49,19,74
2020-02-21,97,32,74
2020-02-22,87,10,25
2020-02-23,69,5,15
2020-02-24,95,30,72
2020-02-25,37,34,64
2020-02-26,77,27,73
2020-02-27,78,26,57
2020-02-28,95,21,60
2020-02-29,89,5,15
2020-03-01,67,11,8
2020-03-02,83,20,50
2020-03-03,92,19,78
2020-03-04,123,12,57
2020-03-05,68,12,99
2020-03-06,72,9,61
2020-03-07,89,2,16
2020-03-08,84,1,9
2020-03-09,82,9,36
2020-03-10,119,20,58
2020-03-11,97,22,71
2020-03-12,77,15,57
2020-03-13,75,20,53
2020-03-14,123,2,29
2020-03-15,60,11,9
2020-03-16,125,8,32
2020-03-17,95,9,55
2020-03-18,88,14,69
2020-03-19,116,10,76
2020-03-20,66,16,73
2020-03-21,137,5,29
2020-03-22,84,6,14
2020-03-23,145,23,49
2020-03-24,134,20,72
2020-03-25,95,22,52
2020-03-26,136,11,43
2020-03-27,93,19,74
2020-03-28,75,6,28
2020-03-29,80,4,18
2020-03-30,115,17,27
2020-03-31,142,20,47
2020-04-01,98,17,52
2020-04-02,124,14,26
2020-04-03,77,13,70
2020-04-04,64,2,22
2020-04-05,126,4,8
2020-04-06,86,12,80
2020-04-07,86,9,61
2020-04-08,91,30,101
2020-04-09,101,20,83
2020-04-10,105,18,94
2020-04-11,97,7,38
2020-04-12,59,7,13
2020-04-13,84,28,39
2020-04-14,99,23,83
2020-04-15,93,11,68
2020-04-16,91,17,72
2020-04-17,94,13,74
2020-04-18,111,5,28
2020-04-19,73,6,18
2020-04-20,101,33,83
2020-04-21,44,31,59
2020-04-22,112,26,59
2020-04-23,129,26,72
2020-04-24,75,43,96
2020-04-25,100,11,36
2020-04-26,87,2,19
2020-04-27,162,48,30
2020-04-28,76,30,46
2020-04-29,81,35,79
2020-04-30,75,35,89
2020-05-01,122,30,55
2020-05-02,109,3,54
2020-05-03,89,1,18
2020-05-04,99,15,64
2020-05-05,100,15,69
2020-05-06,95,13,101
2020-05-07,82,26,80
2020-05-08,91,28,43
2020-05-09,79,3,25
2020-05-10,102,2,15
2020-05-11,66,7,48
2020-05-12,49,6,70
2020-05-13,47,9,74
2020-05-14,82,14,60
2020-05-15,24,1,57
2020-05-16,80,0,15
2020-05-17,80,0,8
2020-05-18,70,10,54
2020-05-19,77,10,65
2020-05-20,103,7,52
2020-05-21,82,12,50
2020-05-22,122,1,72
2020-05-23,54,1,30
2020-05-24,96,3,14
2020-05-25,111,1,13
2020-05-26,77,16,41
2020-05-27,72,5,23
2020-05-28,69,6,79
2020-05-29,117,9,99
2020-05-30,96,1,37
2020-05-31,118,5,39
2020-06-01,51,7,31
2020-06-02,58,8,47
2020-06-03,66,18,42
2020-06-04,61,15,40
2020-06-05,75,13,41
2020-06-06,32,0,20
2020-06-07,53,2,7
2020-06-08,86,13,49
2020-06-09,72,9,66
2020-06-10,68,7,65
2020-06-11,97,7,75
2020-06-12,58,4,77
2020-06-13,69,1,14
2020-06-14,39,2,4
2020-06-15,117,7,43
2020-06-16,75,5,63
2020-06-17,38,12,70
2020-06-18,91,8,42
2020-06-19,104,6,40
2020-06-20,131,1,11
2020-06-21,46,0,1
2020-06-22,75,1,50
2020-06-23,124,5,39
2020-06-24,122,9,36
2020-06-25,85,9,52
2020-06-26,104,8,47
2020-06-27,89,1,14
2020-06-28,85,1,8
2020-06-29,29,7,52
2020-06-30,99,7,62
2020-07-01,96,4,73
2020-07-02,121,1,67
2020-07-03,101,1,56
2020-07-04,55,0,5
2020-07-05,51,3,8
2020-07-06,36,6,17
2020-07-07,59,11,26
2020-07-08,40,9,33
2020-07-09,86,4,52
2020-07-10,53,4,48
2020-07-11,75,0,15
2020-07-12,39,0,6
2020-07-13,36,2,32
2020-07-14,112,3,35
2020-07-15,131,1,46
2020-07-16,165,7,59
2020-07-17,123,3,57
2020-07-18,61,0,12
2020-07-19,66,0,19
2020-07-20,79,3,54
2020-07-21,44,5,66
2020-07-22,91,1,80
2020-07-23,74,6,56
2020-07-24,81,3,69
2020-07-25,39,2,18
2020-07-26,43,0,6
2020-07-27,108,2,45
2020-07-28,78,2,78
2020-07-29,92,0,42
2020-07-30,124,11,54
2020-07-31,95,7,63
2020-08-01,47,2,30
2020-08-02,79,1,11
2020-08-03,69,8,47
2020-08-04,63,1,48
2020-08-05,77,1,54
2020-08-06,77,2,58
2020-08-07,97,2,94
2020-08-08,97,0,38
2020-08-09,99,0,12
2020-08-10,135,10,54
2020-08-11,115,6,63
2020-08-12,110,13,38
2020-08-13,113,7,42
2020-08-14,110,11,59
2020-08-15,55,11,31
2020-08-16,94,6,5
