,thheller/shadow-cljs,bhauman/figwheel-main,bhauman/lein-figwheel
2018-05-10,0,1.0,1
2018-05-11,0,1.9,7
2018-05-12,0,-0.24500000000000022,0
2018-05-13,2,-0.11850000000000009,0
2018-05-14,2,-0.07766249999999997,0
2018-05-15,3,-0.05744174999999979,0
2018-05-16,3,-0.04539551249999985,0
2018-05-17,7,-0.03741772124999989,0
2018-05-18,10,-0.03175570551562491,0
2018-05-19,0,-0.02753547856718743,0
2018-05-20,0,0.983202294928125,4
2018-05-21,5,0.8999999999999999,2
2018-05-22,2,1.855,2
2018-05-23,0,-0.27350000000000024,0
2018-05-24,0,-0.13916250000000002,0
2018-05-25,8,-0.09377924999999993,0
2018-05-26,11,-0.07060376249999975,0
2018-05-27,4,-0.056489208749999825,0
2018-05-28,6,-0.046986034265624865,0
2018-05-29,1,-0.040154558051562386,0
2018-05-30,1,3.9724645214328125,4
2018-05-31,4,2.5832022949281246,3
2018-06-01,0,9.52,11
2018-06-02,0,7.7509999999999994,9
2018-06-03,0,1.4818499999999992,3
2018-06-04,3,2.8835454999999994,5
2018-06-05,5,4.9008767,6
2018-06-06,0,3.703509177500001,6
2018-06-07,7,4.705787284187501,6
2018-06-08,1,3.5813043258093753,5
2018-06-09,5,7.638849008485938,10
2018-06-10,2,1.2479545187500003,3
2018-06-11,0,7.7202997781296885,10
2018-06-12,1,7.3126449503296875,9
2018-06-13,5,3.1175079055125003,5
2018-06-14,8,-0.5991451702937496,1
2018-06-15,7,-0.08914348452343646,3
2018-06-16,1,-0.8560772340437484,0
2018-06-17,0,-0.6017115310703108,0
2018-06-18,0,0.5476577593796887,2
2018-06-19,2,-0.4137439534984367,0
2018-06-20,4,-0.29145173371406186,0
2018-06-21,4,-0.17618694665156215,0
2018-06-22,0,0.9166812280546878,1
2018-06-23,0,-0.1340839155515625,0
2018-06-24,1,-0.06656086503593747,0
2018-06-25,6,3.96040630375,4
2018-06-26,3,4.569769186984375,5
2018-06-27,1,3.2954843974640617,5
2018-06-28,4,8.247837987499999,3
2018-06-29,0,6.683756303749999,0
2018-06-30,2,5.503652186984374,0
2018-07-01,3,1.4592193474640622,0
2018-07-02,2,3.7963856525000006,0
2018-07-03,0,1.7087594666875008,0
2018-07-04,5,2.8716586272781264,1
2018-07-05,1,5.862288369007813,0
2018-07-06,1,-0.4177566347843744,0
2018-07-07,0,5.059150661801564,0
2018-07-08,3,-1.2087604126468747,0
2018-07-09,0,0.3099440744515636,0
2018-07-10,4,5.436552988564063,1
2018-07-11,3,1.007700175773438,0
2018-07-12,0,1.2505118040796879,0
2018-07-13,0,11.327698127496875,0
2018-07-14,1,-1.6220142082671878,0
2018-07-15,0,4.186003756870313,0
2018-07-16,1,-1.056017386465625,0
2018-07-17,4,0.3923619844843761,0
2018-07-18,0,1.4497788518703132,0
2018-07-19,0,-0.5979737837468742,0
2018-07-20,0,-0.36814243610312436,0
2018-07-21,0,-0.2750900237593744,0
2018-07-22,1,0.7863035383187507,0
2018-07-23,5,-0.1932370775781248,0
2018-07-24,0,1.8755880160703127,0
2018-07-25,0,0.7397442944843748,0
2018-07-26,0,9.761802021432812,0
2018-07-27,0,4.8650855449281245,0
2018-07-28,0,-0.13298701250000056,0
2018-07-29,1,-0.7189896962500002,0
2018-07-30,3,-0.47463408801562423,0
2018-07-31,2,0.6426092424640636,0
2018-08-01,0,8.620786552718751,0
2018-08-02,3,5.8226081944125,1
2018-08-03,1,8.682693827307812,0
2018-08-04,3,13.255345400296875,0
2018-08-05,4,5.588459321768749,0
2018-08-06,8,4.928750884964062,0
2018-08-07,0,5.06350594125,0
2018-08-08,3,2.0843493332343765,0
2018-08-09,0,-1.625340918426561,0
2018-08-10,0,1.8959934860671896,0
2018-08-11,1,3.902368608342189,0
2018-08-12,2,0.7611358719062511,3
2018-08-13,0,3.052713746585938,0
2018-08-14,2,6.041039564853126,0
2018-08-15,1,3.741192306139063,0
2018-08-16,4,4.812539992685938,0
2018-08-17,4,0.7279299386062499,0
2018-08-18,6,3.0678980547031256,0
2018-08-19,0,-1.0250033151859368,0
2018-08-20,5,-0.6391985112109364,0
2018-08-21,7,-0.4505623933843741,0
2018-08-22,2,0.650102342496876,0
2018-08-23,0,1.6360132646703132,0
2018-08-24,7,-0.41923958327343724,0
2018-08-25,0,7.767595473753126,0
2018-08-26,0,2.0672665428656245,0
2018-08-27,0,1.2489628398562498,0
2018-08-28,5,8.3916044875,0
2018-08-29,0,-1.2782177212500003,0
2018-08-30,2,3.3153227944843753,0
2018-08-31,4,0.12099317143281274,0
2018-09-01,0,-0.643229312571874,0
2018-09-02,0,4.559797632125001,0
2018-09-03,0,5.152308735665626,0
2018-09-04,0,1.9456940501109377,0
2018-09-05,2,1.1158226777875,0
2018-09-06,1,4.2575610296765625,0
2018-09-07,2,-0.9294256983124998,0
2018-09-08,0,-0.5496617856593744,0
2018-09-09,0,-0.37501465878593687,0
2018-09-10,1,5.710564219921876,0
2018-09-11,4,3.1604069954765626,0
2018-09-12,0,-0.8370955092625001,0
2018-09-13,0,0.5491983351109375,0
2018-09-14,0,2.5973857298500005,0
2018-09-15,2,0.43365523732031286,0
2018-09-16,2,8.593060925,0
2018-09-17,1,-1.1703727275000004,0
2018-09-18,0,-0.6133889130937498,0
2018-09-19,0,0.5726588702218753,0
2018-09-20,3,3.6137456061062507,0
2018-09-21,0,3.353937835734375,0
2018-09-22,2,0.2248443996671875,0
2018-09-23,0,-0.5492706368734374,0
2018-09-24,1,3.647719580323438,0
2018-09-25,0,-0.6643686853234372,0
2018-09-26,0,0.6711287537500004,0
2018-09-27,0,0.6632921019843752,0
2018-09-28,0,-0.33185890209843705,0
2018-09-29,0,1.7790706415437503,0
2018-09-30,4,-0.34497427315937484,0
2018-10-01,2,-0.1795528875359373,0
2018-10-02,2,7.8754479854375,0
2018-10-03,0,-0.8991761188937504,0
2018-10-04,0,0.5871044907343749,0
2018-10-05,0,2.6277088094484373,0
2018-10-06,3,-0.5408862450359371,0
2018-10-07,0,0.6884293739687504,0
2018-10-08,0,-0.3282563050718747,0
2018-10-09,0,-0.2118538199999995,0
2018-10-10,5,-0.16655876662499963,0
2018-10-11,0,-0.1384330540374996,0
2018-10-12,0,3.941033848234375,0
2018-10-13,2,-0.4502658040828127,0
2018-10-14,0,-0.21629025385781253,0
2018-10-15,7,-0.12356831301562507,0
2018-10-16,2,-0.09104885253593717,0
2018-10-17,5,-0.06446699999999979,0
2018-10-18,4,-0.05264804999999984,0
2018-10-19,0,1.9556252150000002,0
2018-10-20,0,0.7617267479375,0
2018-10-21,1,-0.22359541014375006,0
2018-10-22,3,-0.10200000000000008,0
2018-10-23,4,0.9301750000000001,0
2018-10-24,4,-0.15289599999999992,2
2018-10-25,2,-0.0874407749999999,0
2018-10-26,5,0.9361505950000001,0
2018-10-27,0,-0.15089282228124992,0
2018-10-28,0,-0.08748276808749991,0
2018-10-29,0,-0.05006086503593746,0
2018-10-30,4,-0.03175619624999989,0
2018-10-31,2,-0.025685063015624923,0
2018-11-01,2,-0.02156086503593744,0
2018-11-02,0,-0.011093696249999967,0
2018-11-03,0,0.990431686984375,0
2018-11-04,0,-0.10839885253593756,0
2018-11-05,0,-0.04500000000000003,0
2018-11-06,10,-0.028500000000000022,0
2018-11-07,1,-0.020662499999999924,0
2018-11-08,3,-0.016116749999999947,0
2018-11-09,0,-0.01316201249999996,0
2018-11-10,0,1.98890630375,0
2018-11-11,0,-0.20956831301562515,0
2018-11-12,3,-0.09839885253593754,0
2018-11-13,3,-0.057000000000000044,0
2018-11-14,1,-0.04132499999999985,0
2018-11-15,0,-0.032233499999999894,4
2018-11-16,0,0.973675975,0
2018-11-17,2,-0.12218739250000002,0
2018-11-18,0,-0.06413662603124998,0
2018-11-19,0,-0.04529770507187498,0
2018-11-20,0,-0.020662499999999924,0
2018-11-21,0,-0.016116749999999947,0
2018-11-22,0,-0.01316201249999996,0
2018-11-23,4,-0.011093696249999967,0
2018-11-24,0,7.990431686984375,0
2018-11-25,1,-0.8083988525359382,0
2018-11-26,1,-0.36000000000000026,0
2018-11-27,0,-0.22800000000000017,0
2018-11-28,0,-0.1652999999999994,0
2018-11-29,0,-0.12893399999999958,0
2018-11-30,3,-0.10529609999999968,0
2018-12-01,0,-0.08874956999999974,0
2018-12-02,0,-0.0765465041249998,0
2018-12-03,0,-0.06719082028749983,0
2018-12-04,6,0.0,0
2018-12-05,0,0.0,0
2018-12-06,0,0.0,0
2018-12-07,0,0.0,0
2018-12-08,0,0.0,0
2018-12-09,0,0.0,0
2018-12-10,2,0.0,0
2018-12-11,0,0.0,0
2018-12-12,0,0.0,0
2018-12-13,0,0.0,0
2018-12-14,0,0.0,0
2018-12-15,0,0.0,0
2018-12-16,0,0.0,0
2018-12-17,0,0.0,0
2018-12-18,0,0.0,0
2018-12-19,0,0.0,0
2018-12-20,0,4.0,10
2018-12-21,0,0.5999999999999996,0
2018-12-22,0,1.7199999999999998,0
2018-12-23,0,-0.3590000000000003,0
2018-12-24,0,0.7988500000000003,0
2018-12-25,0,2.7578705,0
2018-12-26,0,0.5449102000000001,0
2018-12-27,0,-0.35327029749999994,0
2018-12-28,0,-0.22685347331249983,0
2018-12-29,0,-0.17195536565937455,0
2018-12-30,0,1.890289758932813,0
2018-12-31,0,-0.28349418882187494,0
2019-01-01,0,-0.14601141426562492,0
2019-01-02,0,-0.10519748783281241,0
2019-01-03,0,-0.07608987062343725,0
2019-01-04,4,-0.040632352535937374,0
2019-01-05,0,-0.02632402499999992,0
2019-01-06,7,-0.022187392499999934,0
2019-01-07,0,-0.01913662603124995,0
2019-01-08,0,-0.016797705071874957,0
2019-01-09,0,0.0,0
2019-01-10,2,0.0,0
2019-01-11,2,0.0,0
2019-01-12,1,0.0,0
2019-01-13,0,0.0,0
2019-01-14,0,0.0,0
2019-01-15,0,0.0,0
2019-01-16,0,0.0,0
2019-01-17,0,0.0,0
2019-01-18,0,0.0,0
2019-01-19,2,0.0,0
2019-01-20,1,0.0,0
2019-01-21,3,0.0,0
2019-01-22,0,0.0,0
2019-01-23,0,0.0,0
2019-01-24,0,0.0,0
2019-01-25,3,0.0,0
2019-01-26,1,0.0,0
2019-01-27,1,0.0,0
2019-01-28,8,0.0,0
2019-01-29,3,0.0,0
2019-01-30,4,0.0,0
2019-01-31,4,0.0,0
2019-02-01,3,0.0,0
2019-02-02,2,0.0,0
2019-02-03,4,0.0,0
2019-02-04,0,0.0,0
2019-02-05,0,0.0,0
2019-02-06,8,0.0,0
2019-02-07,8,0.0,0
2019-02-08,1,0.0,0
2019-02-09,0,0.0,0
2019-02-10,2,0.0,0
2019-02-11,4,0.0,0
2019-02-12,2,0.0,0
2019-02-13,3,2.0,0
2019-02-14,9,-0.20000000000000018,0
2019-02-15,0,-0.09000000000000007,0
2019-02-16,5,1.943,0
2019-02-17,3,-0.241325,0
2019-02-18,5,-0.12223349999999997,0
2019-02-19,6,-0.08332402499999997,0
2019-02-20,8,-0.06351239249999978,0
2019-02-21,2,-0.051370126031249845,0
2019-02-22,1,-0.04312173007187488,0
2019-02-23,2,0.9778126075000001,0
2019-02-24,5,0.8808633739687499,0
2019-02-25,0,-0.16179770507187508,0
2019-02-26,0,-0.07350000000000005,0
2019-02-27,3,-0.04916249999999994,0
2019-02-28,1,2.96322075,0
2019-03-01,2,-0.32927876250000016,0
2019-03-02,4,-0.15925570875000003,0
2019-03-03,1,-0.106162009265625,0
2019-03-04,0,-0.07995466555156222,0
2019-03-05,0,-0.056749102535937325,0
2019-03-06,1,-0.03948603749999988,0
2019-03-07,3,-0.0332810887499999,0
2019-03-08,0,-0.028704939046874926,0
2019-03-09,0,-0.025196557607812434,0
2019-03-10,0,0.0,0
2019-03-11,0,0.0,0
2019-03-12,1,0.0,0
2019-03-13,0,0.0,0
2019-03-14,6,1.0,0
2019-03-15,3,-0.10000000000000009,0
2019-03-16,0,-0.04500000000000003,0
2019-03-17,0,-0.028500000000000022,0
2019-03-18,1,-0.020662499999999924,0
2019-03-19,3,-0.016116749999999947,0
2019-03-20,4,-0.01316201249999996,0
2019-03-21,0,-0.011093696249999967,0
2019-03-22,0,-0.009568313015624975,0
2019-03-23,1,-0.008398852535937478,0
2019-03-24,2,0.0,0
2019-03-25,2,0.0,0
2019-03-26,2,0.0,0
2019-03-27,3,0.0,0
2019-03-28,0,0.0,0
2019-03-29,2,0.0,0
2019-03-30,0,0.0,0
2019-03-31,1,0.0,0
2019-04-01,0,0.0,0
2019-04-02,1,0.0,0
2019-04-03,0,0.0,0
2019-04-04,1,0.0,0
2019-04-05,1,0.0,0
2019-04-06,6,0.0,0
2019-04-07,5,0.0,0
2019-04-08,3,0.0,0
2019-04-09,0,0.0,0
2019-04-10,0,0.0,0
2019-04-11,5,0.0,0
2019-04-12,0,0.0,0
2019-04-13,1,0.0,0
2019-04-14,1,0.0,0
2019-04-15,1,0.0,0
2019-04-16,0,0.0,0
2019-04-17,0,0.0,0
2019-04-18,2,0.0,0
2019-04-19,0,0.0,3
2019-04-20,3,1.0,1
2019-04-21,0,-0.10000000000000009,0
2019-04-22,2,-0.04500000000000003,0
2019-04-23,0,-0.028500000000000022,0
2019-04-24,0,-0.020662499999999924,0
2019-04-25,2,-0.016116749999999947,0
2019-04-26,2,-0.01316201249999996,0
2019-04-27,1,-0.011093696249999967,0
2019-04-28,1,-0.009568313015624975,0
2019-04-29,0,-0.008398852535937478,0
2019-04-30,0,1.0,0
2019-05-01,2,4.9,0
2019-05-02,0,3.4549999999999996,0
2019-05-03,0,-0.6535000000000005,0
2019-05-04,0,-0.34316250000000015,0
2019-05-05,0,-0.23342924999999964,0
2019-05-06,0,1.8236042375000006,0
2019-05-07,0,-0.3413707587499997,0
2019-05-08,0,-0.20768484426562472,0
2019-05-09,0,-0.15761520261406228,0
2019-05-10,0,-0.12159251474218714,0
2019-05-11,0,-0.06582891014374981,0
2019-05-12,1,-0.02632402499999992,0
2019-05-13,0,-0.022187392499999934,0
2019-05-14,1,0.98086337396875,0
2019-05-15,0,-0.11679770507187505,0
2019-05-16,1,-0.04500000000000003,0
2019-05-17,0,-0.028500000000000022,0
2019-05-18,0,-0.020662499999999924,0
2019-05-19,0,-0.016116749999999947,0
2019-05-20,0,-0.01316201249999996,0
2019-05-21,0,0.98890630375,0
2019-05-22,0,-0.10956831301562506,0
2019-05-23,0,-0.05339885253593751,0
2019-05-24,0,-0.028500000000000022,0
2019-05-25,0,-0.020662499999999924,0
2019-05-26,1,7.98388325,0
2019-05-27,0,-0.8131620125000006,0
2019-05-28,0,-0.3710936962500002,0
2019-05-29,0,-0.23756831301562514,0
2019-05-30,0,-0.17369885253593687,0
2019-05-31,0,-0.12893399999999958,0
2019-06-01,0,-0.10529609999999968,0
2019-06-02,0,-0.08874956999999974,0
2019-06-03,0,-0.0765465041249998,0
2019-06-04,0,-0.06719082028749983,0
2019-06-05,4,0.0,0
2019-06-06,0,0.0,0
2019-06-07,0,0.0,0
2019-06-08,0,0.0,0
2019-06-09,0,0.0,0
2019-06-10,0,0.0,0
2019-06-11,1,0.0,0
2019-06-12,1,0.0,0
2019-06-13,0,0.0,0
2019-06-14,0,0.0,0
2019-06-15,0,0.0,0
2019-06-16,0,0.0,2
2019-06-17,0,0.0,0
2019-06-18,0,0.0,0
2019-06-19,2,0.0,0
2019-06-20,0,0.0,0
2019-06-21,0,0.0,0
2019-06-22,0,0.0,0
2019-06-23,0,0.0,0
2019-06-24,2,0.0,0
2019-06-25,0,0.0,0
2019-06-26,0,0.0,0
2019-06-27,0,0.0,0
2019-06-28,0,0.0,0
2019-06-29,3,0.0,0
2019-06-30,0,0.0,0
2019-07-01,0,0.0,0
2019-07-02,0,0.0,0
2019-07-03,0,0.0,0
2019-07-04,2,0.0,0
2019-07-05,0,0.0,0
2019-07-06,3,0.0,0
2019-07-07,1,0.0,0
2019-07-08,0,0.0,0
2019-07-09,0,0.0,0
2019-07-10,0,0.0,0
2019-07-11,0,0.0,0
2019-07-12,0,2.0,0
2019-07-13,0,-0.20000000000000018,0
2019-07-14,0,-0.09000000000000007,0
2019-07-15,0,-0.057000000000000044,0
2019-07-16,0,0.9586750000000002,0
2019-07-17,0,-0.13223349999999998,0
2019-07-18,0,4.928675975,0
2019-07-19,0,-0.5506873925000004,0
2019-07-20,0,-0.26479912603125005,0
2019-07-21,7,-0.175414455071875,0
2019-07-22,0,-0.11647451249999957,0
2019-07-23,0,-0.0916774462499997,0
2019-07-24,0,-0.07537837551562479,0
2019-07-25,1,-0.06386733378593731,0
2019-07-26,0,-0.04784156507812488,0
2019-07-27,0,-0.041994262679687394,0
2019-07-28,2,0.0,0
2019-07-29,0,0.0,0
2019-07-30,2,0.0,0
2019-07-31,0,0.0,0
2019-08-01,1,0.0,0
2019-08-02,1,0.0,0
2019-08-03,0,0.0,0
2019-08-04,0,0.0,0
2019-08-05,0,0.0,0
2019-08-06,10,0.0,0
2019-08-07,5,0.0,0
2019-08-08,2,0.0,0
2019-08-09,0,0.0,0
2019-08-10,0,0.0,0
2019-08-11,1,0.0,0
2019-08-12,3,0.0,0
2019-08-13,1,0.0,0
2019-08-14,5,0.0,0
2019-08-15,3,0.0,0
2019-08-16,0,0.0,0
2019-08-17,6,0.0,0
2019-08-18,0,0.0,0
2019-08-19,5,0.0,0
2019-08-20,0,0.0,0
2019-08-21,1,0.0,0
2019-08-22,3,0.0,0
2019-08-23,0,0.0,0
2019-08-24,1,0.0,0
2019-08-25,0,0.0,0
2019-08-26,0,0.0,0
2019-08-27,2,0.0,0
2019-08-28,0,0.0,0
2019-08-29,0,0.0,0
2019-08-30,0,0.0,0
2019-08-31,1,0.0,0
2019-09-01,0,0.0,0
2019-09-02,0,0.0,0
2019-09-03,1,0.0,0
2019-09-04,0,0.0,0
2019-09-05,0,0.0,0
2019-09-06,0,0.0,0
2019-09-07,0,0.0,0
2019-09-08,0,0.0,0
2019-09-09,0,0.0,0
2019-09-10,0,0.0,0
2019-09-11,0,0.0,0
2019-09-12,0,0.0,0
2019-09-13,0,0.0,0
