,apache/groovy,jetbrains/kotlin,scala/scala
2016-03-14,1,28,45
2016-03-15,7,15,7
2016-03-16,0,31,5
2016-03-17,0,3,5
2016-03-18,2,25,4
2016-03-19,0,0,0
2016-03-20,0,0,1
2016-03-21,0,5,10
2016-03-22,2,4,6
2016-03-23,1,8,13
2016-03-24,1,33,0
2016-03-25,0,26,5
2016-03-26,0,0,9
2016-03-27,0,0,18
2016-03-28,0,18,3
2016-03-29,0,40,11
2016-03-30,0,73,18
2016-03-31,2,30,7
2016-04-01,0,13,4
2016-04-02,0,0,0
2016-04-03,3,1,4
2016-04-04,1,77,8
2016-04-05,0,61,0
2016-04-06,2,20,1
2016-04-07,0,7,5
2016-04-08,0,79,1
2016-04-09,3,8,1
2016-04-10,0,0,0
2016-04-11,0,10,0
2016-04-12,0,20,3
2016-04-13,10,7,9
2016-04-14,0,30,1
2016-04-15,0,30,2
2016-04-16,0,0,0
2016-04-17,2,1,0
2016-04-18,0,15,0
2016-04-19,0,35,1
2016-04-20,0,59,14
2016-04-21,3,29,2
2016-04-22,4,27,14
2016-04-23,3,11,4
2016-04-24,4,1,0
2016-04-25,0,63,2
2016-04-26,0,24,1
2016-04-27,2,42,4
2016-04-28,0,24,5
2016-04-29,4,40,1
2016-04-30,1,0,0
2016-05-01,1,0,0
2016-05-02,1,0,11
2016-05-03,3,1,10
2016-05-04,0,12,3
2016-05-05,0,34,6
2016-05-06,0,18,3
2016-05-07,3,0,0
2016-05-08,0,1,0
2016-05-09,2,0,0
2016-05-10,0,22,3
2016-05-11,0,39,6
2016-05-12,0,17,2
2016-05-13,0,24,5
2016-05-14,0,8,2
2016-05-15,0,4,0
2016-05-16,0,12,3
2016-05-17,0,9,20
2016-05-18,1,21,5
2016-05-19,0,23,8
2016-05-20,2,29,17
2016-05-21,0,0,5
2016-05-22,2,0,0
2016-05-23,1,27,15
2016-05-24,1,24,11
2016-05-25,1,35,9
2016-05-26,1,41,3
2016-05-27,4,6,7
2016-05-28,0,0,2
2016-05-29,0,0,2
2016-05-30,2,4,6
2016-05-31,5,8,4
2016-06-01,3,16,14
2016-06-02,1,21,6
2016-06-03,2,21,7
2016-06-04,4,0,2
2016-06-05,0,2,0
2016-06-06,0,11,14
2016-06-07,1,92,2
2016-06-08,0,55,0
2016-06-09,0,56,0
2016-06-10,0,26,1
2016-06-11,0,0,0
2016-06-12,0,1,1
2016-06-13,0,9,0
2016-06-14,2,4,5
2016-06-15,1,19,0
2016-06-16,0,13,3
2016-06-17,0,6,1
2016-06-18,1,3,0
2016-06-19,0,13,4
2016-06-20,0,13,2
2016-06-21,1,36,3
2016-06-22,0,13,0
2016-06-23,1,13,2
2016-06-24,0,32,0
2016-06-25,4,44,1
2016-06-26,0,0,0
2016-06-27,1,27,2
2016-06-28,9,47,9
2016-06-29,2,26,4
2016-06-30,6,22,0
2016-07-01,3,11,0
2016-07-02,2,0,0
2016-07-03,2,5,0
2016-07-04,3,30,1
2016-07-05,0,23,3
2016-07-06,0,15,3
2016-07-07,2,16,5
2016-07-08,2,21,2
2016-07-09,2,3,1
2016-07-10,2,1,0
2016-07-11,2,32,0
2016-07-12,0,38,4
2016-07-13,0,31,7
2016-07-14,0,56,2
2016-07-15,2,18,6
2016-07-16,3,2,3
2016-07-17,3,0,0
2016-07-18,5,31,8
2016-07-19,1,35,2
2016-07-20,1,60,5
2016-07-21,2,35,5
2016-07-22,0,38,11
2016-07-23,1,2,0
2016-07-24,1,0,0
2016-07-25,6,21,2
2016-07-26,0,31,6
2016-07-27,0,29,1
2016-07-28,12,45,2
2016-07-29,6,39,1
2016-07-30,0,0,2
2016-07-31,1,0,0
2016-08-01,2,16,1
2016-08-02,2,2,3
2016-08-03,4,28,1
2016-08-04,4,3,0
2016-08-05,5,10,0
2016-08-06,2,0,0
2016-08-07,5,0,0
2016-08-08,0,52,1
2016-08-09,3,35,4
2016-08-10,3,81,4
2016-08-11,3,36,26
2016-08-12,2,37,15
2016-08-13,0,0,9
2016-08-14,1,0,1
2016-08-15,0,28,7
2016-08-16,0,143,0
2016-08-17,2,77,2
2016-08-18,0,44,4
2016-08-19,3,26,0
2016-08-20,0,6,0
2016-08-21,0,0,1
2016-08-22,1,32,2
2016-08-23,7,38,9
2016-08-24,4,29,2
2016-08-25,2,33,0
2016-08-26,2,33,1
2016-08-27,0,1,5
2016-08-28,4,0,0
2016-08-29,5,71,27
2016-08-30,0,24,3
2016-08-31,1,65,10
2016-09-01,7,49,6
2016-09-02,0,22,6
2016-09-03,2,0,1
2016-09-04,2,0,0
2016-09-05,2,31,3
2016-09-06,2,14,5
2016-09-07,1,52,4
2016-09-08,0,20,0
2016-09-09,4,36,0
2016-09-10,0,24,2
2016-09-11,10,0,0
2016-09-12,1,27,1
2016-09-13,1,28,0
2016-09-14,0,22,3
2016-09-15,0,23,3
2016-09-16,1,14,3
2016-09-17,0,0,0
2016-09-18,7,0,1
2016-09-19,1,30,1
2016-09-20,4,93,3
2016-09-21,1,7,5
