,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2023-07-19,0.0,21,0
2023-07-20,1.0,16,0
2023-07-21,-0.19999999999999996,11,0
2023-07-22,-0.08000000000000007,6,0
2023-07-23,-0.048000000000000036,1,0
2023-07-24,-0.03360000000000001,19,0
2023-07-25,-0.025536000000000014,26,0
2023-07-26,-0.02042880000000001,17,0
2023-07-27,3.98307328,10,0
2023-07-28,1.1856122880000002,3,0
2023-07-29,-0.7324693504000002,0,0
2023-07-30,-0.3520000000000003,3,0
2023-07-31,0.7695999999999998,7,0
2023-08-01,3.630656,14,0
2023-08-02,-1.0127872,7,0
2023-08-03,-0.4765644800000004,25,0
2023-08-04,-0.3170042879999999,6,0
2023-08-05,-0.2385888255999998,15,0
2023-08-06,-0.1475115008,1,0
2023-08-07,-0.09864192000000005,14,0
2023-08-08,24.917905408,7,0
2023-08-09,5.929979801600001,8,0
2023-08-10,5.750122598399999,7,0
2023-08-11,-3.080000000000002,3,0
2023-08-12,-2.368000000000001,0,0
2023-08-13,-1.568000000000001,1,0
2023-08-14,-1.1756160000000007,15,0
2023-08-15,-0.9368448000000005,9,0
2023-08-16,-0.7757107199999987,6,0
2023-08-17,-0.6596945919999985,26,4
2023-08-18,-0.297966694399999,14,0
2023-08-19,-0.1390812159999996,0,0
2023-08-20,-0.012469350399999964,0,1
2023-08-21,0.0,5,0
2023-08-22,0.0,17,0
2023-08-23,15.0,30,0
2023-08-24,-2.999999999999999,30,0
2023-08-25,8.799999999999999,11,0
2023-08-26,-2.72,2,0
2023-08-27,-1.304000000000001,8,0
2023-08-28,-0.8630400000000006,8,0
2023-08-29,-0.6424320000000003,9,0
2023-08-30,-0.5092608000000003,10,0
2023-08-31,-0.4201036799999992,7,0
2023-09-01,8.643692544,8,0
2023-09-02,3.056122880000001,1,0
2023-09-03,-1.844693504,1,0
2023-09-04,-0.8320000000000007,5,0
2023-09-05,2.4576,14,0
2023-09-06,0.0021759999999999557,9,0
2023-09-07,5.2484608,19,0
2023-09-08,-1.67848448,7,0
2023-09-09,-0.842923008,2,0
2023-09-10,-0.5823707135999996,5,0
2023-09-11,-0.3507691519999999,3,0
2023-09-12,22.77557504,23,0
2023-09-13,-4.7826626559999985,28,0
2023-09-14,6.006643916799998,21,0
2023-09-15,-2.8027956223999997,16,0
2023-09-16,7.5123838975999995,2,0
2023-09-17,-2.7713280000000005,0,0
2023-09-18,-1.458662400000001,1,0
2023-09-19,-0.025602560000000718,16,0
2023-09-20,-0.9967477759999988,16,0
2023-09-21,6.2679671808,6,0
2023-09-22,-1.7469608959999994,3,0
2023-09-23,-0.8456952832000003,2,0
2023-09-24,-0.4910254079999997,1,0
2023-09-25,6.6321470464,1,0
2023-09-26,-1.5956787199999998,2,0
2023-09-27,-0.7173893120000006,13,0
2023-09-28,-0.46695639040000025,6,0
2023-09-29,-0.33591398399999967,10,0
2023-09-30,5.7339625472,24,0
2023-10-01,4.6569984,0,0
2023-10-02,6.20151296,32,0
2023-10-03,-1.4687139839999999,29,0
2023-10-04,-1.4168854528000006,31,0
2023-10-05,0.18118399999999957,29,0
2023-10-06,-0.7925888000000003,14,0
2023-10-07,-0.5420211200000002,2,0
2023-10-08,-0.4248529919999998,31,0
2023-10-09,0.6494150656000004,18,0
2023-10-10,-0.43238051839999925,12,0
2023-10-11,0.7854286848000003,8,0
2023-10-12,0.7226039296,15,0
2023-10-13,-0.327987712,27,0
2023-10-14,-0.16600535040000008,0,0
2023-10-15,0.8979712,3,0
2023-10-16,-0.27606272,10,0
2023-10-17,-0.14035251200000004,11,0
2023-10-18,-0.09782487040000001,7,0
2023-10-19,-0.06491443199999997,14,0
2023-10-20,-0.05239306239999991,25,0
2023-10-21,-0.03289815039999998,0,0
2023-10-22,-0.01692672000000001,0,0
2023-10-23,-0.01438771199999994,17,0
2023-10-24,12.9875306496,18,0
2023-10-25,-2.5999999999999996,8,0
2023-10-26,-1.040000000000001,10,0
2023-10-27,-0.6240000000000004,2,0
2023-10-28,-0.43680000000000013,0,0
2023-10-29,-0.33196800000000015,3,0
2023-10-30,-0.26557440000000015,18,0
2023-10-31,-0.22004736000000014,11,0
2023-11-01,-0.1870402559999992,12,0
2023-11-02,-0.16210155519999953,11,0
2023-11-03,0.0,21,0
2023-11-04,0.0,1,0
2023-11-05,0.0,6,0
2023-11-06,0.0,7,0
2023-11-07,0.0,16,0
2023-11-08,0.0,17,0
2023-11-09,0.0,15,0
2023-11-10,2.0,18,0
2023-11-11,-0.3999999999999999,1,0
2023-11-12,-0.16000000000000014,0,0
2023-11-13,-0.09600000000000007,25,0
2023-11-14,-0.06720000000000002,11,0
2023-11-15,-0.05107200000000003,6,0
2023-11-16,1.9591424,20,0
2023-11-17,-0.4338534399999999,17,0
2023-11-18,-0.18877542400000002,0,0
2023-11-19,2.8790612992,1,0
2023-11-20,-0.6671999999999999,6,0
2023-11-21,0.7089279999999998,4,0
2023-11-22,-0.3848576000000001,23,0
2023-11-23,-0.2146534400000001,10,0
2023-11-24,-0.15338342399999996,6,0
2023-11-25,-0.11982510079999997,4,0
2023-11-26,-0.07631616000000005,2,0
2023-11-27,-0.06359193599999982,2,0
2023-11-28,-0.054334771199999896,21,0
2023-11-29,-0.01438771199999994,13,0
2023-11-30,-0.012469350399999964,14,0
2023-12-01,0.0,7,0
2023-12-02,0.0,1,0
2023-12-03,0.0,1,0
2023-12-04,0.0,20,0
2023-12-05,1.0,14,0
2023-12-06,-0.19999999999999996,11,0
2023-12-07,-0.08000000000000007,15,0
2023-12-08,0.952,22,0
2023-12-09,-0.23359999999999997,6,0
2023-12-10,-0.10553600000000009,1,0
2023-12-11,-0.06842880000000004,20,0
2023-12-12,-0.050526720000000025,14,0
2023-12-13,-0.03992371199999995,10,0
2023-12-14,-0.03289815039999998,12,0
2023-12-15,-0.01692672000000001,13,0
2023-12-16,-0.01438771199999994,0,0
2023-12-17,-0.012469350399999964,1,0
2023-12-18,4.0,6,0
2023-12-19,1.2000000000000002,3,0
2023-12-20,2.28,4,0
2023-12-21,-0.9520000000000002,9,0
2023-12-22,-0.4704000000000003,4,0
2023-12-23,-0.3133440000000002,1,0
2023-12-24,-0.2335872000000001,0,0
2023-12-25,-0.18517248000000008,0,0
2023-12-26,-0.1526906879999998,0,0
2023-12-27,-0.12943298559999977,4,0
2023-12-28,-0.06810183679999975,0,0
2023-12-29,-0.03740805119999989,0,0
2023-12-30,0.0,0,0
2023-12-31,0.0,1,0
2024-01-01,0.0,0,0
2024-01-02,0.0,7,0
2024-01-03,0.0,2,0
2024-01-04,0.0,9,0
2024-01-05,0.0,14,0
2024-01-06,0.0,2,0
2024-01-07,0.0,2,0
2024-01-08,0.0,12,0
2024-01-09,0.0,12,0
2024-01-10,1.0,7,0
2024-01-11,-0.19999999999999996,22,0
2024-01-12,-0.08000000000000007,9,0
2024-01-13,-0.048000000000000036,1,0
2024-01-14,-0.03360000000000001,0,0
2024-01-15,-0.025536000000000014,11,0
2024-01-16,1.9795712,20,0
2024-01-17,-0.4169267199999999,7,0
2024-01-18,-0.17438771200000008,10,0
2024-01-19,-0.10846935040000004,9,0
2024-01-20,-0.06720000000000002,2,0
2024-01-21,-0.05107200000000003,0,0
2024-01-22,-0.04085760000000002,6,0
2024-01-23,-0.03385344000000002,16,0
2024-01-24,-0.02877542399999988,6,0
2024-01-25,-0.02493870079999993,23,0
2024-01-26,0.0,11,0
2024-01-27,0.0,0,3
2024-01-28,0.0,0,0
2024-01-29,0.0,11,10
2024-01-30,0.0,10,0
2024-01-31,4.0,13,0
2024-02-01,-0.7999999999999998,18,0
2024-02-02,-0.3200000000000003,3,0
2024-02-03,-0.19200000000000014,3,0
2024-02-04,-0.13440000000000005,0,0
2024-02-05,-0.10214400000000005,8,0
2024-02-06,-0.08171520000000004,11,0
2024-02-07,0.93229312,15,0
2024-02-08,-0.2575508479999997,15,2
2024-02-09,0.8701225984000001,21,1
2024-02-10,-0.248,3,0
2024-02-11,-0.11360000000000009,4,0
2024-02-12,-0.07353600000000005,14,3
2024-02-13,-0.05402880000000002,18,1
2024-02-14,-0.04246272000000002,1,5
2024-02-15,-0.03481651199999995,10,0
2024-02-16,-0.029396070399999974,11,0
2024-02-17,-0.01438771199999994,1,4
2024-02-18,-0.012469350399999964,1,5
2024-02-19,0.0,4,1
2024-02-20,0.0,14,2
2024-02-21,0.0,14,1
2024-02-22,0.0,2,1
2024-02-23,0.0,3,0
2024-02-24,1.0,0,8
2024-02-25,-0.19999999999999996,0,1
2024-02-26,-0.08000000000000007,15,2
2024-02-27,-0.048000000000000036,19,5
2024-02-28,-0.03360000000000001,24,0
2024-02-29,-0.025536000000000014,17,2
2024-03-01,-0.02042880000000001,25,1
2024-03-02,-0.01692672000000001,3,0
2024-03-03,-0.01438771199999994,1,0
2024-03-04,-0.012469350399999964,11,0
2024-03-05,0.0,16,2
2024-03-06,0.0,6,1
2024-03-07,0.0,9,0
2024-03-08,0.0,11,0
2024-03-09,0.0,3,0
2024-03-10,1.0,2,0
2024-03-11,1.8,20,8
2024-03-12,-0.48,28,3
2024-03-13,-0.20800000000000018,10,0
2024-03-14,0.8704,12,1
2024-03-15,0.707264,7,1
2024-03-16,-0.35150080000000006,0,3
2024-03-17,-0.18578432000000014,5,4
2024-03-18,-0.12984115200000002,28,0
2024-03-19,-0.10038077439999987,10,0
2024-03-20,-0.07090350079999995,18,0
2024-03-21,-0.03735552000000002,12,0
2024-03-22,-0.03131443199999995,11,1
2024-03-23,-0.026857062399999902,3,2
2024-03-24,-0.012469350399999964,0,2
2024-03-25,0.0,13,0
2024-03-26,0.0,29,0
2024-03-27,0.0,14,0
2024-03-28,0.0,6,8
2024-03-29,0.0,7,9
2024-03-30,0.0,1,0
2024-03-31,0.0,1,0
2024-04-01,0.0,9,0
2024-04-02,0.0,15,0
2024-04-03,0.0,4,0
2024-04-04,0.0,12,0
2024-04-05,0.0,8,2
2024-04-06,0.0,9,0
2024-04-07,3.0,6,0
2024-04-08,-0.5999999999999999,5,0
2024-04-09,-0.2400000000000002,16,0
2024-04-10,0.8559999999999999,10,3
2024-04-11,-0.30079999999999996,5,5
2024-04-12,-0.1566080000000001,5,1
2024-04-13,-0.10928640000000006,0,0
2024-04-14,-0.08438016000000004,1,2
2024-04-15,-0.06869913599999983,13,0
2024-04-16,-0.0578368511999999,22,2
2024-04-17,-0.01692672000000001,12,0
2024-04-18,-0.01438771199999994,12,0
2024-04-19,-0.012469350399999964,12,0
2024-04-20,0.0,0,1
2024-04-21,1.0,1,0
2024-04-22,-0.19999999999999996,14,0
2024-04-23,9.92,7,0
2024-04-24,-2.0479999999999996,20,0
2024-04-25,-0.8336000000000007,20,0
2024-04-26,-0.5055360000000004,16,0
2024-04-27,6.6435712,2,0
2024-04-28,-1.6722867199999998,9,4
2024-04-29,7.221324288,11,11
2024-04-30,-2.1177365504,15,0
2024-05-01,-1.01907712,15,5
2024-05-02,-0.687445504,10,0
2024-05-03,-0.41180160000000016,23,0
2024-05-04,-0.3227750400000002,6,0
2024-05-05,0.7358556160000003,4,0
2024-05-06,-0.4226992127999998,11,0
2024-05-07,-0.1951016959999996,8,0
2024-05-08,0.8522451968000002,10,2
2024-05-09,-0.23359999999999997,14,3
2024-05-10,-0.10553600000000009,6,0
2024-05-11,-0.06842880000000004,6,0
2024-05-12,-0.050526720000000025,4,0
2024-05-13,-0.03992371199999995,12,0
2024-05-14,3.9671018496,26,0
2024-05-15,-0.8169267199999999,12,0
2024-05-16,-0.3343877120000002,34,3
2024-05-17,-0.2044693504000001,6,0
2024-05-18,-0.13440000000000005,1,0
2024-05-19,-0.10214400000000005,0,0
2024-05-20,-0.08171520000000004,5,0
2024-05-21,-0.06770688000000004,19,1
2024-05-22,-0.05755084799999976,18,5
2024-05-23,-0.04987740159999986,16,3
2024-05-24,0.0,9,7
2024-05-25,0.0,0,14
2024-05-26,0.0,0,1
2024-05-27,0.0,1,2
2024-05-28,0.0,3,7
2024-05-29,0.0,10,13
2024-05-30,0.0,16,9
2024-05-31,0.0,6,4
2024-06-01,6.0,0,5
2024-06-02,-1.1999999999999997,4,6
2024-06-03,-0.4800000000000004,11,3
2024-06-04,-0.2880000000000002,9,3
2024-06-05,-0.20160000000000006,18,1
2024-06-06,-0.15321600000000007,11,1
2024-06-07,-0.12257280000000007,19,0
2024-06-08,-0.10156032000000006,3,0
2024-06-09,-0.08632627199999963,3,2
2024-06-10,-0.07481610239999978,21,0
2024-06-11,0.0,14,0
2024-06-12,0.0,18,2
2024-06-13,0.0,17,1
2024-06-14,0.0,12,1
2024-06-15,0.0,0,0
2024-06-16,0.0,1,0
2024-06-17,0.0,12,1
2024-06-18,0.0,22,2
2024-06-19,0.0,7,0
2024-06-20,0.0,10,0
2024-06-21,0.0,18,2
2024-06-22,0.0,2,1
2024-06-23,1.0,0,0
2024-06-24,1.8,5,0
2024-06-25,0.52,7,0
2024-06-26,0.5919999999999999,20,1
2024-06-27,4.5904,17,0
2024-06-28,-0.22073600000000004,4,4
2024-06-29,-0.7531008000000003,1,4
2024-06-30,-0.4369203200000003,2,1
2024-07-01,0.6897940479999999,39,1
2024-07-02,-0.4398802943999999,21,8
2024-07-03,-0.2639331328,5,3
2024-07-04,-0.1799194624,11,2
2024-07-05,-0.13493463039999967,8,1
2024-07-06,-0.10227046399999978,5,4
2024-07-07,-0.03289815039999998,0,23
2024-07-08,-0.01692672000000001,11,13
2024-07-09,-0.01438771199999994,13,3
2024-07-10,-0.012469350399999964,7,2
2024-07-11,0.0,14,0
2024-07-12,2.0,9,0
2024-07-13,-0.3999999999999999,1,0
2024-07-14,0.8399999999999999,3,1
2024-07-15,0.704,11,8
2024-07-16,-0.34720000000000006,25,6
2024-07-17,-0.17907200000000012,11,2
2024-07-18,-0.12245760000000008,14,2
