,davisking/dlib,opencv/opencv,scikit-image/scikit-image
2018-07-11,0,10.0,4
2018-07-12,5,5.999999999999999,4
2018-07-13,4,12.85,0
2018-07-14,0,-1.5543122344752192e-15,7
2018-07-15,0,1.763875,5
2018-07-16,0,12.905195,0
2018-07-17,0,13.874287625000001,0
2018-07-18,1,2.2144694499999993,0
2018-07-19,0,8.92917182109375,2
2018-07-20,0,1.5487722610312504,4
2018-07-21,0,0.15184372002968938,4
2018-07-22,0,-0.40895032528437336,2
2018-07-23,1,1.976722158381252,3
2018-07-24,2,12.935603607673439,4
2018-07-25,0,1.8597804374968754,3
2018-07-26,1,7.474702085596875,4
2018-07-27,0,5.2249512341484365,2
2018-07-28,0,2.277364715042188,3
2018-07-29,0,0.6169037300750007,4
2018-07-30,0,11.926155218162501,0
2018-07-31,0,11.961248160917188,3
2018-08-01,3,6.440546912673438,8
2018-08-02,0,6.645873458684375,3
2018-08-03,0,1.7451398489656254,2
2018-08-04,0,1.226440576067189,0
2018-08-05,0,-0.43845577481406095,7
2018-08-06,0,8.938768487575002,2
2018-08-07,0,11.226843615725,0
2018-08-08,1,3.633602656064063,0
2018-08-09,0,-0.89520281889375,13
2018-08-10,0,2.7911929375359383,4
2018-08-11,0,-1.206086026135936,2
2018-08-12,0,-0.7470069204406233,1
2018-08-13,0,4.451829004376564,3
2018-08-14,0,7.073961141057813,0
2018-08-15,0,1.6224322154375002,0
2018-08-16,0,12.967163292689062,5
2018-08-17,0,5.029351286768749,0
2018-08-18,0,0.2919441454015623,0
2018-08-19,0,-1.2043269726437498,1
2018-08-20,0,9.212110168750002,2
2018-08-21,1,9.396650827421876,4
2018-08-22,1,4.9597677194453125,9
2018-08-23,2,3.144424905665625,2
2018-08-24,0,12.401742161423439,0
2018-08-25,0,1.5802954808875,0
2018-08-26,1,0.29602953121718834,0
2018-08-27,0,7.732353444928126,0
2018-08-28,0,7.216293373593752,5
2018-08-29,0,-0.002990404781249012,4
2018-08-30,4,22.633605774745313,0
2018-08-31,0,18.72071066967031,6
2018-09-01,0,4.085337295101562,16
2018-09-02,0,7.043121557434374,1
2018-09-03,1,17.213833085075002,3
2018-09-04,0,12.2515431865375,0
2018-09-05,0,9.195351317535938,1
2018-09-06,0,9.423901716145313,3
2018-09-07,1,8.488787865053126,2
2018-09-08,0,2.5591199577937522,2
2018-09-09,0,5.327521027584377,1
2018-09-10,2,8.514529674556252,2
2018-09-11,0,8.287572161828127,0
2018-09-12,0,13.223229727281252,7
2018-09-13,1,10.768567588971877,9
2018-09-14,0,6.764608917829688,4
2018-09-15,0,0.11356513334531337,1
2018-09-16,0,-2.0486120660249982,3
2018-09-17,0,13.639104584409377,4
2018-09-18,0,13.477175377790626,2
2018-09-19,0,10.942438863932813,4
2018-09-20,0,-0.12826250864531286,0
2018-09-21,0,4.8853014772062515,0
2018-09-22,0,-0.052899404409373574,0
2018-09-23,3,1.5422333480937525,2
2018-09-24,0,8.72068379864219,7
2018-09-25,0,6.109720239765626,2
2018-09-26,0,9.036484168710938,6
2018-09-27,0,5.76702580095625,0
2018-09-28,0,13.9717559767,4
2018-09-29,6,8.246184321282811,3
2018-09-30,0,3.3529486924671876,22
2018-10-01,0,8.844680043381251,1
2018-10-02,0,6.502554604735939,4
2018-10-03,0,2.5609827117656265,4
2018-10-04,0,7.008456716540627,6
2018-10-05,0,5.803296840479689,3
2018-10-06,0,-2.132033312287499,3
2018-10-07,0,0.6841593512531268,0
2018-10-08,0,7.915167722760939,2
2018-10-09,0,3.3783513628625013,10
2018-10-10,0,15.556637211214063,15
2018-10-11,0,15.448604395848436,5
2018-10-12,0,2.857445350179687,2
2018-10-13,0,3.678676548051562,0
2018-10-14,0,5.977317424712501,1
2018-10-15,0,24.92830029521875,6
2018-10-16,0,-0.02721171596250027,1
2018-10-17,0,9.387384200848437,9
2018-10-18,0,0.1051853085546881,0
2018-10-19,0,0.8986341201078156,1
2018-10-20,0,0.3247502487593772,0
2018-10-21,0,1.7151560991906274,3
2018-10-22,1,-0.210005968090623,5
2018-10-23,0,3.0698080432906267,2
2018-10-24,0,22.94217208696719,5
2018-10-25,0,20.07609670741875,6
2018-10-26,1,6.247890966771873,1
2018-10-27,0,0.06665832334531085,6
2018-10-28,0,-1.056643284889061,9
2018-10-29,0,11.508716109631253,3
2018-10-30,0,7.597161794376564,1
2018-10-31,0,9.547697897901564,0
2018-11-01,0,8.260477188731251,9
2018-11-02,0,7.218204089778126,5
2018-11-03,0,0.4115574102671884,14
2018-11-04,1,2.2324891768437514,2
2018-11-05,0,-0.5512915468734356,3
2018-11-06,0,19.84892271576094,8
2018-11-07,0,22.035070294376563,3
2018-11-08,0,14.943040684703124,0
2018-11-09,1,14.934909826396874,1
2018-11-10,0,5.808471103198437,1
2018-11-11,2,0.5782554880937516,1
2018-11-12,2,22.46202798157969,0
2018-11-13,1,4.731012593090627,1
2018-11-14,1,9.61140268038594,0
2018-11-15,0,8.46224030510469,0
2018-11-16,0,23.64330088555469,1
2018-11-17,0,5.295657592020312,0
2018-11-18,0,1.4006503241609387,0
2018-11-19,0,6.304969953828127,17
2018-11-20,2,6.294958835715628,1
2018-11-21,0,8.31247441821094,0
2018-11-22,0,3.2855435654734393,1
2018-11-23,0,3.7267989870953144,0
2018-11-24,0,0.9496090431468769,1
2018-11-25,2,3.39028300762344,5
2018-11-26,0,12.542609280812501,3
2018-11-27,0,8.696090016429688,0
2018-11-28,0,6.606104776285937,1
2018-11-29,0,5.7279618815046875,1
2018-11-30,0,1.855795779010938,0
2018-12-01,0,-1.6763161445593737,3
2018-12-02,0,-1.0900814605124982,1
2018-12-03,0,14.202517242314064,4
2018-12-04,0,3.871976583851563,2
2018-12-05,1,11.232558255075,0
2018-12-06,2,2.6826001849640617,0
2018-12-07,0,3.237551538051563,7
2018-12-08,0,1.4333096776500007,0
2018-12-09,0,1.7361614023562515,4
2018-12-10,0,0.8642922312500014,0
2018-12-11,1,2.0144107147656265,0
2018-12-12,0,9.988507970117189,2
2018-12-13,0,6.30160252183125,0
2018-12-14,0,9.277843583204687,0
2018-12-15,0,-0.030323954007813292,2
2018-12-16,0,1.671057934523438,0
2018-12-17,0,3.8383408233453133,1
2018-12-18,0,9.729382090110938,18
2018-12-19,0,8.09806134713125,22
2018-12-20,0,2.9042992917203128,16
2018-12-21,0,16.267548684229688,2
2018-12-22,0,3.148013056540625,0
2018-12-23,0,-1.1470244051765617,0
2018-12-24,0,2.6067667371312506,1
2018-12-25,0,6.604802343564065,1
2018-12-26,0,6.253430769148439,8
2018-12-27,0,1.1281817856984382,1
2018-12-28,0,0.6027445520625008,3
2018-12-29,0,-1.0867150869609365,1
2018-12-30,0,-0.7420649699906233,2
2018-12-31,0,0.5424461867687512,1
2019-01-01,0,-0.43039302459843654,1
2019-01-02,0,2.684388978231251,2
2019-01-03,0,2.4681575618375002,1
2019-01-04,0,1.426254348165625,2
2019-01-05,1,0.5190500663609373,3
2019-01-06,4,0.6325527824281251,2
2019-01-07,0,0.6765685537500002,0
2019-01-08,2,1.6877703994843753,9
2019-01-09,2,14.592438021214063,2
2019-01-10,0,1.256410697203124,6
2019-01-11,0,1.841969848345312,2
2019-01-12,0,0.011469357610937148,0
2019-01-13,0,3.2867072731625013,0
2019-01-14,0,2.110376363198438,1
2019-01-15,0,4.143577504448438,5
2019-01-16,0,3.9485602901828125,0
2019-01-17,0,5.857643723443751,14
2019-01-18,0,7.604914671664062,2
2019-01-19,0,-0.6268059929046876,1
2019-01-20,2,-0.007021943123437069,0
2019-01-21,0,7.227515494151564,0
2019-01-22,0,1.6441413570593757,1
2019-01-23,0,-1.0748539414359368,2
2019-01-24,0,5.314270935992188,4
2019-01-25,0,5.911105517460938,1
2019-01-26,0,-1.330083993642187,1
2019-01-27,0,-0.7358980320890621,2
2019-01-28,0,4.530322226948439,3
2019-01-29,0,3.140435554589063,3
2019-01-30,0,3.087314915665625,0
2019-01-31,0,2.0936071773921876,2
2019-02-01,0,7.16762174815625,7
2019-02-02,0,-0.32960505632500015,3
2019-02-03,0,-0.8172190302515621,2
2019-02-04,0,0.49242896875000053,7
2019-02-05,0,4.512985349921876,2
2019-02-06,0,3.141275162757813,1
2019-02-07,1,7.11993739904375,1
2019-02-08,0,17.692625568309374,1
2019-02-09,0,0.3937339920171863,5
2019-02-10,0,-1.6361548958031253,6
2019-02-11,0,7.008430388714063,5
2019-02-12,0,8.475293655734376,1
2019-02-13,0,4.065882947385938,1
2019-02-14,0,12.254554427757814,4
2019-02-15,0,1.51929181948125,7
2019-02-16,0,-1.818828856334374,5
2019-02-17,0,-1.1577217372296862,0
2019-02-18,1,9.25445824739219,3
2019-02-19,0,11.425259958375001,0
2019-02-20,6,1.7718286970562498,6
2019-02-21,0,6.380641799046876,1
2019-02-22,0,5.214150717565625,2
2019-02-23,0,3.240362812434376,2
2019-02-24,0,-1.5003832851437493,2
2019-02-25,0,7.0636898750000015,5
2019-02-26,1,9.49137926859375,7
2019-02-27,0,1.9658227704375006,1
2019-02-28,0,2.4680742574703127,3
2019-03-01,0,8.687592149481251,2
2019-03-02,1,2.1601410073531255,2
2019-03-03,3,1.5641361171703132,0
2019-03-04,3,10.812357029820314,2
2019-03-05,0,15.028682787125,1
2019-03-06,0,1.1612174015406245,1
2019-03-07,0,11.059889960042188,3
2019-03-08,3,-1.49625392470625,5
2019-03-09,0,0.44319713720000187,3
2019-03-10,8,-0.2856217661718734,0
2019-03-11,0,17.02924158330938,0
2019-03-12,0,6.486562549954687,7
2019-03-13,0,13.725129750803125,3
2019-03-14,1,6.090670191076562,1
2019-03-15,4,6.540057049403126,0
2019-03-16,0,-0.39116680098281176,0
2019-03-17,1,-1.6126961498171855,0
2019-03-18,7,10.865158836912503,0
2019-03-19,6,7.920922796932814,4
2019-03-20,0,6.740372834712501,0
2019-03-21,0,6.828782440176562,0
2019-03-22,0,2.8153862510343757,0
2019-03-23,0,-0.7454178824640614,0
2019-03-24,0,-0.18130044885468588,0
2019-03-25,0,4.099944564928127,3
2019-03-26,0,5.833921918812502,4
2019-03-27,0,3.5304830106625005,0
2019-03-28,1,7.6699640787500005,4
2019-03-29,0,2.3257357662859377,0
2019-03-30,0,1.6795918033484378,1
2019-03-31,0,13.918903915554688,0
2019-04-01,0,6.818884015698437,0
2019-04-02,0,16.91209289613594,3
2019-04-03,0,5.858146452460937,10
2019-04-04,1,3.371087400920313,1
2019-04-05,0,5.813816347679689,0
2019-04-06,0,0.791287548864064,0
2019-04-07,1,2.3296553445593773,0
2019-04-08,0,2.449331493407814,0
2019-04-09,0,-0.46883644642968547,0
2019-04-10,0,0.978875538629689,0
2019-04-11,0,3.092448457176564,0
2019-04-12,0,9.073147841582813,8
2019-04-13,0,3.465001741909375,0
2019-04-14,3,1.6856396556656248,2
2019-04-15,0,4.954109892829687,2
2019-04-16,0,11.74212161654375,2
2019-04-17,0,3.962020834340625,1
2019-04-18,0,-0.7021016385671874,0
2019-04-19,1,2.8553567678656258,0
2019-04-20,0,2.7944539409500013,0
2019-04-21,0,1.8139239958125013,1
2019-04-22,0,12.980269458273439,0
2019-04-23,0,0.9464366880484372,7
2019-04-24,0,5.582877625581251,0
2019-04-25,0,0.4092087926890624,4
2019-04-26,2,8.904890486768752,1
2019-04-27,1,1.2923450729015626,1
2019-04-28,0,-1.289405675956249,1
2019-04-29,0,8.168759615809376,2
2019-04-30,0,13.491073383923439,2
2019-05-01,0,1.6215762266999998,3
2019-05-02,0,-0.6258325162171876,0
2019-05-03,0,1.8781859062171884,0
2019-05-04,1,-0.05975017397812343,0
2019-05-05,2,3.1809471730937515,0
2019-05-06,0,1.0619004886421883,0
2019-05-07,0,10.208227439109375,0
2019-05-08,0,-0.6496639155578126,0
2019-05-09,0,-0.9656025238515622,0
2019-05-10,0,-0.5538988244093747,3
2019-05-11,0,-0.3888665378328113,3
2019-05-12,0,-0.30341043062343653,2
2019-05-13,0,0.7702416154015632,1
2019-05-14,1,12.712075292575001,5
2019-05-15,0,10.521857155506249,4
2019-05-16,1,5.084544309089061,2
2019-05-17,2,2.3604386474640613,4
2019-05-18,0,1.6582707500000002,0
2019-05-19,0,0.8498702375000011,5
2019-05-20,4,5.030761641250002,1
2019-05-21,0,0.7173022357343761,0
2019-05-22,0,10.988500135760939,0
2019-05-23,0,7.095015987095312,1
2019-05-24,0,3.095166255959375,0
2019-05-25,1,0.4583041664359375,3
2019-05-26,0,1.874856683309376,1
2019-05-27,0,21.95091711386094,2
2019-05-28,0,2.0052976243343745,6
2019-05-29,0,8.936479041253126,1
2019-05-30,0,3.6280082099906243,0
2019-05-31,0,-0.029781303821873273,1
2019-06-01,1,-1.442602417901561,2
2019-06-02,3,2.0339904850390647,3
2019-06-03,0,9.975273029631252,3
2019-06-04,0,13.181456124282814,2
2019-06-05,0,4.445248592845312,1
2019-06-06,0,7.009380591648437,0
2019-06-07,0,10.909877601510939,0
2019-06-08,1,2.4992624712531253,0
2019-06-09,1,0.07725031867812593,11
2019-06-10,0,4.557554464703126,0
2019-06-11,0,14.364849217970315,0
2019-06-12,0,-1.6718563093796872,0
2019-06-13,0,3.4231808421015635,17
2019-06-14,0,15.487856601357814,1
2019-06-15,0,1.3374292517234383,0
2019-06-16,0,0.1557833844546881,0
2019-06-17,0,1.6777854837890633,0
2019-06-18,0,-1.2007149856656232,3
2019-06-19,0,0.17097536778437683,48
2019-06-20,0,12.285535352659377,22
2019-06-21,0,10.263297696135938,1
2019-06-22,0,3.862795356054687,0
2019-06-23,0,1.226110324826562,0
2019-06-24,0,5.717257625075001,9
2019-06-25,0,6.477867593381251,2
2019-06-26,1,12.27472758364219,2
2019-06-27,0,4.570081485734375,0
2019-06-28,0,9.904128898260938,9
2019-06-29,0,4.477829695845313,0
2019-06-30,0,0.858679715225001,7
2019-07-01,0,5.410677971987502,3
2019-07-02,0,11.239540256282814,0
2019-07-03,0,4.578677193123438,0
2019-07-04,1,7.903948023743751,2
2019-07-05,1,-0.28830831911249977,2
2019-07-06,0,1.478316614810939,8
2019-07-07,0,0.6776651522093766,2
2019-07-08,0,-0.047701193048435675,0
2019-07-09,0,6.193480612532814,5
2019-07-10,0,-1.2886770357046868,4
