,apolloauto/apollo,commaai/openpilot,carla-simulator/carla
2021-10-04,0.0,20,1
2021-10-05,0.0,7,5
2021-10-06,0.0,7,0
2021-10-07,0.0,24,0
2021-10-08,0.0,11,0
2021-10-09,1.0,4,0
2021-10-10,-0.19999999999999996,10,0
2021-10-11,-0.08000000000000007,10,1
2021-10-12,0.952,11,0
2021-10-13,-0.23359999999999997,8,0
2021-10-14,-0.10553600000000009,13,0
2021-10-15,-0.06842880000000004,11,0
2021-10-16,-0.050526720000000025,9,0
2021-10-17,-0.03992371199999995,2,0
2021-10-18,0.9671018496,15,6
2021-10-19,-0.21692671999999996,10,0
2021-10-20,-0.09438771200000001,12,0
2021-10-21,-0.060469350399999997,12,0
2021-10-22,-0.03360000000000001,4,0
2021-10-23,-0.025536000000000014,8,0
2021-10-24,-0.02042880000000001,1,0
2021-10-25,0.9830732799999999,10,0
2021-10-26,-0.2143877119999999,13,4
2021-10-27,1.9075306496,11,1
2021-10-28,-0.44799999999999995,14,1
2021-10-29,-0.19360000000000016,18,0
2021-10-30,-0.12153600000000009,7,0
2021-10-31,-0.08762880000000003,3,0
2021-11-01,0.9320012799999999,12,0
2021-11-02,0.7447546880000001,11,0
2021-11-03,-0.3263227904,1,1
2021-11-04,0.843224576,14,0
2021-11-05,-0.3065387007999999,7,17
2021-11-06,-0.1391360000000001,0,0
2021-11-07,-0.09396480000000007,1,0
2021-11-08,0.92904448,13,9
2021-11-09,-0.2568504319999999,10,11
2021-11-10,-0.12728586239999998,14,3
2021-11-11,0.9226039295999999,11,1
2021-11-12,-0.24798771199999992,16,0
2021-11-13,-0.11800535040000004,7,0
2021-11-14,-0.06842880000000004,5,0
2021-11-15,-0.050526720000000025,6,3
2021-11-16,0.960076288,19,0
2021-11-17,-0.23289815039999995,29,0
2021-11-18,-0.09692672000000008,22,0
2021-11-19,0.9376122880000001,15,2
2021-11-20,0.7539306496,5,0
2021-11-21,-0.30553600000000003,7,0
2021-11-22,3.8515712,5,0
2021-11-23,-0.8985267199999999,5,0
2021-11-24,-0.39352371200000025,13,0
2021-11-25,0.7495658495999998,2,0
2021-11-26,1.62824448,10,0
2021-11-27,-0.613458432,3,0
2021-11-28,-0.31657226240000014,6,0
2021-11-29,0.7902237695999998,18,0
2021-11-30,0.6497131520000002,11,0
2021-12-01,0.5986217984000001,10,0
2021-12-02,3.61421568,15,0
2021-12-03,-1.009841152,7,0
2021-12-04,-0.4683807744000002,6,0
2021-12-05,-0.2965035008000001,12,0
2021-12-06,-0.19729152000000008,10,0
2021-12-07,-0.153887232,11,0
2021-12-08,-0.12549898239999996,15,0
2021-12-09,-0.09456394239999993,11,0
2021-12-10,-0.07002019839999972,2,0
2021-12-11,1.9501225984000001,8,0
2021-12-12,-0.3999999999999999,5,0
2021-12-13,-0.16000000000000014,7,0
2021-12-14,-0.09600000000000007,20,0
2021-12-15,-0.06720000000000002,15,0
2021-12-16,-0.05107200000000003,9,0
2021-12-17,5.9591424,4,0
2021-12-18,-1.2338534399999999,3,0
2021-12-19,-0.5087754240000003,1,0
2021-12-20,-0.31293870080000014,2,0
2021-12-21,-0.20160000000000006,6,0
