,apache/commons-lang,google/guava,apache/commons-io
2010-01-20,0,-0.013583413232812524,0
2010-01-21,4,0.0,0
2010-01-22,2,0.0,1
2010-01-23,0,0.0,0
2010-01-24,0,0.0,0
2010-01-25,5,0.0,0
2010-01-26,1,0.0,0
2010-01-27,0,0.0,0
2010-01-28,0,0.0,0
2010-01-29,1,0.0,0
2010-01-30,0,0.0,0
2010-01-31,0,0.0,0
2010-02-01,2,0.0,0
2010-02-02,5,0.0,0
2010-02-03,7,0.0,0
2010-02-04,3,0.0,0
2010-02-05,3,0.0,0
2010-02-06,0,0.0,0
2010-02-07,5,0.0,0
2010-02-08,2,0.0,0
2010-02-09,0,0.0,0
2010-02-10,1,0.0,0
2010-02-11,0,0.0,0
2010-02-12,0,0.0,0
2010-02-13,0,0.0,0
2010-02-14,0,0.0,0
2010-02-15,0,0.0,0
2010-02-16,0,0.0,0
2010-02-17,0,0.0,0
2010-02-18,0,0.0,0
2010-02-19,2,0.0,0
2010-02-20,0,0.0,0
2010-02-21,0,0.0,0
2010-02-22,2,0.0,0
2010-02-23,0,0.0,0
2010-02-24,0,0.0,0
2010-02-25,7,0.0,0
2010-02-26,0,0.0,0
2010-02-27,1,0.0,0
2010-02-28,0,0.0,0
2010-03-01,0,0.0,0
2010-03-02,5,0.0,0
2010-03-03,5,0.0,0
2010-03-04,3,0.0,6
2010-03-05,1,0.0,7
2010-03-06,2,0.0,6
2010-03-07,0,0.0,8
2010-03-08,6,0.0,3
2010-03-09,0,0.0,0
2010-03-10,0,0.0,0
2010-03-11,0,0.0,0
2010-03-12,1,0.0,1
2010-03-13,0,0.0,1
2010-03-14,6,0.0,0
2010-03-15,4,0.0,2
2010-03-16,3,0.0,0
2010-03-17,2,0.0,0
2010-03-18,0,0.0,0
2010-03-19,1,0.0,0
2010-03-20,2,0.0,0
2010-03-21,1,0.0,0
2010-03-22,5,0.0,0
2010-03-23,1,0.0,0
2010-03-24,1,0.0,0
2010-03-25,1,0.0,0
2010-03-26,0,0.0,0
2010-03-27,0,0.0,0
2010-03-28,2,0.0,0
2010-03-29,0,0.0,1
2010-03-30,1,0.0,1
2010-03-31,0,0.0,0
2010-04-01,0,0.0,0
2010-04-02,0,0.0,0
2010-04-03,1,0.0,0
2010-04-04,0,0.0,0
2010-04-05,8,0.0,0
2010-04-06,0,0.0,0
2010-04-07,3,0.0,0
2010-04-08,3,1.0,0
2010-04-09,0,1.7,0
2010-04-10,0,-0.7050000000000001,0
2010-04-11,0,-0.26949999999999985,1
2010-04-12,0,4.8408375,0
2010-04-13,0,-1.6100452500000002,0
2010-04-14,0,-0.6077213624999996,8
2010-04-15,0,-0.3630189987499999,0
2010-04-16,0,-0.25460376426562503,0
2010-04-17,0,-0.1939380967640626,0
2010-04-18,0,-0.14357113896562504,0
2010-04-19,0,-0.09478636875000002,0
2010-04-20,0,-0.07938358382812523,0
2010-04-21,2,-0.06791706616406262,3
2010-04-22,0,0.0,0
2010-04-23,0,1.0,0
2010-04-24,0,-0.30000000000000004,0
2010-04-25,1,-0.10499999999999993,0
2010-04-26,0,0.9405,0
2010-04-27,0,1.6598375,0
2010-04-28,0,-0.7347202500000001,0
2010-04-29,1,-0.2927808624999998,0
2010-04-30,0,-0.17811977374999993,0
2010-05-01,0,-0.12592196676562503,0
2010-05-02,0,-0.09630477573281251,0
2010-05-03,0,-0.06551899875,0
2010-05-04,0,-0.053791264265625055,0
2010-05-05,0,-0.04533684676406261,0
2010-05-06,0,-0.027166826465625047,0
2010-05-07,0,0.0,0
2010-05-08,0,0.0,0
2010-05-09,0,0.0,0
2010-05-10,0,0.0,0
2010-05-11,0,0.0,0
2010-05-12,0,1.0,0
2010-05-13,0,-0.30000000000000004,0
2010-05-14,0,-0.10499999999999993,0
2010-05-15,0,-0.05949999999999997,0
2010-05-16,0,-0.0401625,0
2010-05-17,0,-0.029720249999999997,0
2010-05-18,0,-0.023280862499999996,0
2010-05-19,0,-0.018957273750000003,0
2010-05-20,0,-0.015876716765625045,0
2010-05-21,2,-0.013583413232812524,0
2010-05-22,0,0.0,0
2010-05-23,0,0.0,0
2010-05-24,0,1.0,0
2010-05-25,0,0.7,0
2010-05-26,0,-0.40499999999999997,0
2010-05-27,0,-0.1644999999999999,0
2010-05-28,3,0.9003375,0
2010-05-29,0,-0.36988275000000004,0
2010-05-30,0,-0.15800111249999993,0
2010-05-31,0,-0.10173813624999997,0
2010-06-01,0,1.925003509484375,0
2010-06-02,0,-0.6591803799984377,0
2010-06-03,0,0.7531357242671877,0
2010-06-04,0,0.5620427262500001,0
2010-06-05,0,-0.5012017167656251,0
2010-06-06,0,-0.2375239132328124,0
2010-06-07,0,-0.14622422499999996,0
2010-06-08,0,-0.1077972975,0
2010-06-09,0,0.9152454539687499,0
2010-06-10,0,0.6305950372843749,0
2010-06-11,0,-0.439833990515625,0
2010-06-12,0,-0.19396012999843748,0
2010-06-13,0,-0.1132459132328125,0
2010-06-14,0,-0.06988275,0
2010-06-15,0,-0.05300111249999999,0
2010-06-16,0,-0.04223813625,0
2010-06-17,0,1.965166009484375,0
2010-06-18,0,0.3705398700015623,0
2010-06-19,0,-0.5235834132328124,0
2010-06-20,0,-0.22399999999999987,0
2010-06-21,0,-0.13982499999999998,0
2010-06-22,5,-0.099603,0
2010-06-23,0,-0.07628197499999999,0
2010-06-24,0,-0.061195410000000006,0
2010-06-25,0,1.94928929271875,0
2010-06-26,0,0.35695645676874976,0
2010-06-27,0,-0.5235834132328124,0
2010-06-28,0,-0.22399999999999987,0
2010-06-29,0,-0.13982499999999998,0
2010-06-30,2,0.900397,0
2010-07-01,2,0.623718025,0
2010-07-02,0,-0.46619541,0
2010-07-03,1,-0.21521070728125,0
2010-07-04,0,-0.14270604323125005,0
2010-07-05,0,-0.08346616323281252,0
2010-07-06,2,-0.05300111249999999,0
2010-07-07,0,0.95776186375,0
2010-07-08,0,0.6651660094843749,0
2010-07-09,0,-0.4344601299984375,0
2010-07-10,0,-0.1780834132328124,0
2010-07-11,0,-0.09966249999999996,0
2010-07-12,0,-0.06988275,0
2010-07-13,2,-0.05300111249999999,0
2010-07-14,0,-0.04223813625,0
2010-07-15,0,-0.03483399051562505,0
2010-07-16,0,-0.02946012999843757,0
2010-07-17,0,-0.013583413232812524,0
2010-07-18,4,0.0,0
2010-07-19,0,0.0,0
2010-07-20,6,0.0,0
2010-07-21,4,0.0,0
2010-07-22,16,0.0,0
2010-07-23,8,0.0,0
2010-07-24,1,0.0,0
2010-07-25,1,0.0,0
2010-07-26,6,0.0,0
2010-07-27,0,1.0,0
2010-07-28,1,-0.30000000000000004,0
2010-07-29,2,-0.10499999999999993,0
2010-07-30,2,1.9405000000000001,0
2010-07-31,0,-0.6401625000000001,0
2010-08-01,0,-0.23972024999999986,0
2010-08-02,4,0.8577191375000001,0
2010-08-03,1,-0.39928227375,0
2010-08-04,0,-0.18031721676562495,3
2010-08-05,0,0.8803548617671875,5
2010-08-06,4,-0.37807704750000004,0
2010-08-07,2,-0.16647368353125003,0
2010-08-08,1,-0.10994768896562501,0
2010-08-09,10,-0.05911977375,0
2010-08-10,2,-0.04559696676562504,0
2010-08-11,0,7.963135724267188,0
2010-08-12,2,-2.4189572737500002,0
2010-08-13,0,-0.8558767167656245,0
2010-08-14,0,-0.4895834132328123,0
2010-08-15,0,-0.3213,0
2010-08-16,0,0.762238,0
2010-08-17,0,-0.48624690000000004,0
2010-08-18,1,2.74334181,0
2010-08-19,3,-0.08651373412500041,0
2010-08-20,2,0.23617019413749996,0
2010-08-21,0,-0.6132202499999999,0
2010-08-22,1,-0.3082683624999999,0
2010-08-23,0,2.79221947625,0
2010-08-24,0,-0.055602054265625256,0
2010-08-25,5,-0.7384563469828124,0
2010-08-26,1,-0.373368286546875,0
2010-08-27,0,0.7444282697859375,0
2010-08-28,0,-0.4587833799984376,0
2010-08-29,2,-0.21814625073281244,0
2010-08-30,0,0.86034731625,0
2010-08-31,0,0.5932500759531248,0
2010-09-01,0,6.508652793535937,0
2010-09-02,0,1.698635724267187,0
2010-09-03,0,-0.05361977374999949,0
2010-09-04,0,-1.5222594667656246,0
2010-09-05,0,-0.7957220257328123,0
2010-09-06,0,-0.5299298862499999,0
2010-09-07,0,-0.397006028015625,0
2010-09-08,2,0.6852750037515625,5
2010-09-09,0,-0.5471112505921879,2
2010-09-10,0,-0.30150530719218777,0
2010-09-11,0,-0.14558708646250015,0
2010-09-12,0,-0.06732932646562505,0
2010-09-13,9,0.97027975,0
2010-09-14,0,2.6767191375,0
2010-09-15,0,0.97604272625,0
2010-09-16,0,0.009623283234375113,0
2010-09-17,2,-0.7422459132328123,0
