,rails/rails,django/django,pallets/flask
2022-12-05,9,5.0,0
2022-12-06,10,9.0,0
2022-12-07,4,3.0,0
2022-12-08,12,3.0,0
2022-12-09,14,2.0,0
2022-12-10,2,1.0,1
2022-12-11,4,0.0,0
2022-12-12,12,4.0,0
2022-12-13,16,3.0,1
2022-12-14,14,2.0,1
2022-12-15,21,1.0,0
2022-12-16,14,3.0,0
2022-12-17,15,1.0,0
2022-12-18,9,0.0,0
2022-12-19,19,2.0,0
2022-12-20,8,3.0,0
2022-12-21,7,1.0,0
2022-12-22,18,2.0,2
2022-12-23,8,0.0,0
2022-12-24,3,3.0,17
2022-12-25,2,0.0,0
2022-12-26,6,0.0,0
2022-12-27,7,2.0,0
2022-12-28,5,2.0,0
2022-12-29,6,4.0,3
2022-12-30,8,2.0,0
2022-12-31,7,0.0,0
2023-01-01,11,0.0,0
2023-01-02,4,3.0,0
2023-01-03,14,3.0,1
2023-01-04,19,6.0,3
2023-01-05,16,11.0,0
2023-01-06,26,1.0,0
2023-01-07,28,1.0,0
2023-01-08,28,0.0,0
2023-01-09,28,2.0,6
2023-01-10,14,3.0,0
2023-01-11,31,3.0,0
2023-01-12,32,4.0,0
2023-01-13,22,2.0,0
2023-01-14,9,0.0,0
2023-01-15,7,0.0,0
2023-01-16,26,3.0,0
2023-01-17,25,45.0,0
2023-01-18,16,7.0,4
2023-01-19,8,4.0,1
2023-01-20,39,4.0,4
2023-01-21,14,0.0,0
2023-01-22,5,0.0,0
2023-01-23,12,2.0,1
2023-01-24,13,1.0,0
2023-01-25,22,4.0,0
2023-01-26,1,3.0,0
2023-01-27,3,2.0,0
2023-01-28,22,0.0,0
2023-01-29,19,0.0,0
2023-01-30,5,2.0,0
2023-01-31,16,2.0,0
2023-02-01,16,5.0,2
2023-02-02,36,2.0,3
2023-02-03,10,1.0,0
2023-02-04,16,1.0,0
2023-02-05,5,0.0,0
2023-02-06,38,1.0,0
2023-02-07,26,10.0,2
2023-02-08,41,6.0,0
2023-02-09,20,2.0,3
2023-02-10,16,5.0,10
2023-02-11,3,1.0,0
2023-02-12,10,0.0,0
2023-02-13,19,4.0,0
2023-02-14,16,6.0,0
2023-02-15,28,7.0,4
2023-02-16,14,2.0,2
2023-02-17,6,6.0,0
2023-02-18,11,2.0,0
2023-02-19,3,0.0,0
2023-02-20,3,2.0,0
2023-02-21,9,3.0,0
2023-02-22,26,3.0,0
2023-02-23,20,3.0,13
2023-02-24,14,4.0,0
2023-02-25,4,0.0,0
2023-02-26,8,0.0,0
2023-02-27,23,2.0,0
2023-02-28,33,2.0,0
2023-03-01,10,6.0,2
2023-03-02,7,3.0,0
2023-03-03,48,6.0,0
2023-03-04,6,1.0,0
2023-03-05,3,3.0,0
2023-03-06,17,3.0,0
2023-03-07,8,3.0,0
2023-03-08,9,3.0,2
2023-03-09,11,4.0,0
2023-03-10,10,1.0,0
2023-03-11,7,0.0,9
2023-03-12,4,2.0,0
2023-03-13,24,1.0,0
2023-03-14,25,3.0,0
2023-03-15,19,1.0,0
2023-03-16,7,4.0,0
2023-03-17,5,0.0,0
2023-03-18,2,2.0,0
2023-03-19,0,0.0,0
2023-03-20,8,3.0,0
2023-03-21,6,3.0,0
2023-03-22,15,7.0,0
2023-03-23,5,2.0,0
2023-03-24,15,6.0,0
2023-03-25,11,1.0,0
2023-03-26,9,0.0,0
2023-03-27,20,4.0,0
2023-03-28,28,4.0,0
2023-03-29,18,4.0,0
2023-03-30,31,4.0,0
2023-03-31,8,0.0,1
2023-04-01,7,0.0,0
2023-04-02,6,1.0,0
2023-04-03,7,6.0,3
2023-04-04,8,5.0,1
2023-04-05,11,3.0,1
2023-04-06,13,5.0,0
2023-04-07,3,4.0,0
2023-04-08,13,0.0,0
2023-04-09,12,0.0,0
2023-04-10,7,1.0,0
2023-04-11,14,1.0,3
2023-04-12,12,4.0,9
2023-04-13,7,2.0,7
2023-04-14,6,2.0,2
2023-04-15,12,1.0,7
2023-04-16,7,0.0,0
2023-04-17,8,3.0,0
2023-04-18,14,2.0,0
2023-04-19,18,3.0,0
2023-04-20,17,3.0,8
2023-04-21,16,6.0,0
2023-04-22,14,2.0,0
2023-04-23,13,0.0,0
2023-04-24,9,4.0,2
2023-04-25,22,4.0,16
2023-04-26,16,3.0,0
2023-04-27,18,4.0,0
2023-04-28,7,2.0,0
2023-04-29,0,0.0,0
2023-04-30,1,0.0,0
2023-05-01,0,2.0,14
2023-05-02,13,4.0,14
2023-05-03,12,6.0,0
2023-05-04,11,4.0,0
2023-05-05,20,1.0,0
2023-05-06,6,0.0,0
2023-05-07,18,1.0,0
2023-05-08,26,2.0,0
2023-05-09,20,2.0,2
2023-05-10,6,4.0,0
2023-05-11,12,2.0,0
2023-05-12,17,3.0,0
2023-05-13,10,0.0,0
2023-05-14,3,0.0,2
2023-05-15,8,0.0,0
2023-05-16,15,1.0,0
2023-05-17,4,4.0,0
2023-05-18,37,3.0,1
2023-05-19,12,1.0,0
2023-05-20,2,2.0,0
2023-05-21,9,0.0,0
2023-05-22,17,6.0,0
2023-05-23,7,4.0,0
2023-05-24,18,4.0,1
2023-05-25,11,1.0,0
2023-05-26,8,3.0,0
2023-05-27,1,0.0,0
2023-05-28,8,0.0,0
2023-05-29,21,0.0,0
2023-05-30,27,0.0,0
2023-05-31,9,2.0,4
2023-06-01,16,6.0,3
2023-06-02,25,2.0,0
2023-06-03,0,1.0,0
2023-06-04,5,1.0,0
2023-06-05,15,6.0,0
2023-06-06,18,3.0,3
2023-06-07,8,2.0,6
2023-06-08,1,6.0,2
2023-06-09,7,2.0,4
2023-06-10,4,1.0,0
2023-06-11,10,2.0,0
2023-06-12,6,7.0,0
2023-06-13,4,3.0,0
2023-06-14,13,4.0,0
2023-06-15,13,2.0,0
2023-06-16,20,4.0,0
2023-06-17,1,1.0,0
2023-06-18,2,3.0,0
2023-06-19,15,3.0,0
2023-06-20,19,3.0,0
2023-06-21,16,1.0,2
2023-06-22,4,0.0,0
2023-06-23,8,4.0,0
2023-06-24,1,0.0,0
2023-06-25,8,1.0,0
2023-06-26,19,7.0,0
2023-06-27,8,4.0,12
2023-06-28,8,3.0,0
2023-06-29,15,5.0,0
2023-06-30,10,3.0,2
2023-07-01,1,0.0,4
2023-07-02,8,0.0,0
2023-07-03,7,5.0,2
2023-07-04,7,2.0,1
2023-07-05,32,1.0,0
