,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2017-04-14,3.9574855679999996,1,2
2017-04-15,-0.6648090624,0,0
2017-04-16,-1.0830229504000006,0,3
2017-04-17,6.30830336,3,0
2017-04-18,0.07797657600000063,7,2
2017-04-19,7.6195116032,2,3
2017-04-20,-0.5710553087999997,0,0
2017-04-21,1.3919418367999994,0,0
2017-04-22,2.4607133695999996,12,6
2017-04-23,-0.709208064,2,1
2017-04-24,8.8671620096,1,9
2017-04-25,-0.7422986239999996,1,4
2017-04-26,1.2317330431999995,2,5
2017-04-27,14.3746880512,9,6
2017-04-28,1.8289690624000006,1,1
2017-04-29,8.8972024832,0,1
2017-04-30,1.8839543807999997,5,4
2017-05-01,4.6634020864,1,20
2017-05-02,12.4823376896,2,7
2017-05-03,4.784474112,5,3
2017-05-04,3.3664658431999985,6,1
2017-05-05,-0.20433336319999995,0,0
2017-05-06,5.7265826816,5,3
2017-05-07,-3.7610353664,4,1
2017-05-08,1.8656069631999994,4,1
2017-05-09,1.7642786816,11,4
2017-05-10,-0.1871997951999993,5,2
2017-05-11,8.297660313600002,8,1
2017-05-12,2.0222387200000007,1,0
2017-05-13,-2.4421901312000003,2,7
2017-05-14,-1.3104260096000002,3,1
2017-05-15,5.111281766399999,19,1
2017-05-16,15.210524672,11,0
2017-05-17,6.6467503104,3,3
2017-05-18,-2.198064025600001,4,10
2017-05-19,4.4489505792,2,4
2017-05-20,1.990951936,2,4
2017-05-21,-2.6446315520000008,3,0
2017-05-22,6.467054079999999,3,10
2017-05-23,7.274930688,1,7
2017-05-24,-3.5332107263999992,0,1
2017-05-25,1.1412211712,5,2
2017-05-26,6.2646306816,0,8
2017-05-27,-0.5905742847999997,8,1
2017-05-28,-0.7620144128000002,0,1
2017-05-29,0.7531514879999996,1,0
2017-05-30,6.794223104,2,6
2017-05-31,3.615593676800001,6,5
2017-06-01,1.640423936,5,2
2017-06-02,16.023829504,5,4
2017-06-03,7.265336012800001,1,6
2017-06-04,-4.624202547200001,0,0
2017-06-05,3.6517737471999983,8,1
2017-06-06,3.2178246655999994,10,3
2017-06-07,5.1338360832,5,2
2017-06-08,0.7040616448000003,5,7
2017-06-09,-2.6117935104000005,6,1
2017-06-10,2.4292071424,0,0
2017-06-11,-0.9336896511999988,1,1
2017-06-12,-0.23245332480000003,3,10
2017-06-13,12.074539008,3,28
2017-06-14,1.759328665600001,1,5
2017-06-15,12.518631321600001,2,0
2017-06-16,11.677843148800001,8,9
2017-06-17,-3.2403490816000007,0,1
2017-06-18,-0.9948743680000018,0,1
2017-06-19,2.693553766399999,2,4
2017-06-20,7.474311577599999,3,4
2017-06-21,10.437648793600001,3,9
2017-06-22,4.2269262848,3,2
2017-06-23,6.791080448,8,2
2017-06-24,-0.5476346879999987,0,2
2017-06-25,-3.202042470400001,1,1
2017-06-26,2.149460275199999,5,6
2017-06-27,7.8564283392,2,6
2017-06-28,5.637646848000001,12,7
2017-06-29,5.402677248000001,7,0
2017-06-30,8.293630566400001,4,0
2017-07-01,11.6716601344,9,2
2017-07-02,9.5738110976,7,1
2017-07-03,-1.7100962816000012,5,4
2017-07-04,9.188298751999998,0,3
2017-07-05,-3.0139862016,2,4
2017-07-06,23.803755008,5,7
2017-07-07,-0.4731350015999993,3,8
2017-07-08,8.942919782399999,10,5
2017-07-09,6.2293804032,16,0
2017-07-10,1.4371214335999998,1,8
2017-07-11,2.537831935999999,1,0
2017-07-12,4.9924993024,2,0
2017-07-13,7.752395980799999,3,0
2017-07-14,-2.815529164799999,2,2
2017-07-15,-3.1254581248,4,1
2017-07-16,1.1480123392000001,3,0
2017-07-17,-1.937736089599999,5,2
2017-07-18,3.8336755712,4,6
2017-07-19,23.2194424832,0,1
2017-07-20,2.038446899200001,6,0
2017-07-21,-4.235338137600001,1,8
2017-07-22,-2.2476940288000007,1,1
2017-07-23,-1.4273988608000008,2,1
2017-07-24,-0.05250713600000023,9,0
2017-07-25,12.9629503488,2,0
2017-07-26,8.46146304,4,2
2017-07-27,12.874546688,2,2
2017-07-28,-1.492435455999999,6,5
2017-07-29,-3.331690803200001,1,1
2017-07-30,-1.9171328000000014,2,0
2017-07-31,-1.3725619200000005,1,7
2017-08-01,16.934980608,1,2
2017-08-02,14.5335484416,0,1
2017-08-03,-0.9566928895999993,1,2
2017-08-04,0.1540698111999994,0,0
2017-08-05,7.0136701952,0,0
2017-08-06,-3.7079254016000003,1,3
2017-08-07,1.9870975999999985,3,8
2017-08-08,7.765091839999999,1,1
2017-08-09,3.5591255040000007,8,3
2017-08-10,10.688476364800001,3,8
2017-08-11,7.444748902400001,0,5
2017-08-12,-4.583308800000001,1,0
2017-08-13,-2.398029721600001,3,0
2017-08-14,18.378159615999998,1,2
2017-08-15,4.869476352000001,1,0
2017-08-16,0.49532323839999925,6,2
2017-08-17,1.532472831999999,1,3
2017-08-18,3.9561659392,2,3
2017-08-19,3.7660565504000005,2,1
2017-08-20,-0.18156820480000047,0,0
2017-08-21,-1.3345024000000008,1,0
2017-08-22,5.30195456,0,2
2017-08-23,13.382006272000002,1,0
2017-08-24,10.488180736,3,0
2017-08-25,4.8780180479999995,0,1
2017-08-26,-4.571570176000001,0,0
2017-08-27,-2.495560396800001,2,0
2017-08-28,23.3170470912,2,1
2017-08-29,9.7838163968,0,0
2017-08-30,3.854197145599999,6,0
2017-08-31,14.7443223552,3,0
2017-09-01,3.0074075136000005,3,0
2017-09-02,3.4130826239999994,0,0
2017-09-03,0.060010495999998525,0,1
2017-09-04,4.122611199999999,1,0
2017-09-05,0.8864716800000005,2,4
2017-09-06,-3.5575403519999993,0,0
2017-09-07,0.9319668736,0,1
2017-09-08,-0.0020541439999988143,7,2
2017-09-09,12.339963392000001,1,1
2017-09-10,3.266073088000001,1,3
2017-09-11,1.8614795263999997,0,6
2017-09-12,3.362109952,2,0
2017-09-13,0.3095482368,0,6
2017-09-14,7.933311487999999,1,0
2017-09-15,6.762228224,0,0
2017-09-16,6.280560844799999,0,0
2017-09-17,-3.9810137088,1,0
2017-09-18,15.8249007104,0,0
2017-09-19,1.0065692672000006,1,0
2017-09-20,17.364898816,0,0
2017-09-21,-0.2908944384000005,0,2
2017-09-22,5.672359628799999,0,3
2017-09-23,-1.5870858240000008,1,8
2017-09-24,-3.1831050240000005,0,2
2017-09-25,11.990196736,0,13
2017-09-26,15.777240064,1,11
2017-09-27,-6.264968499199999,9,2
2017-09-28,11.9685856256,4,4
2017-09-29,4.990863769600001,0,6
2017-09-30,-0.49897738239999967,2,0
2017-10-01,0.715420159999999,0,0
2017-10-02,7.2130418687999995,1,0
2017-10-03,0.22899763200000045,2,3
2017-10-04,0.049482854400000775,2,4
2017-10-05,8.655880192,4,5
2017-10-06,-1.5369420799999993,2,0
2017-10-07,18.705900544000002,3,4
2017-10-08,-0.5451832319999994,3,0
2017-10-09,4.419381350399998,8,0
2017-10-10,5.3211561984,2,1
2017-10-11,-1.8944133120000002,4,0
2017-10-12,22.471651942399998,0,0
2017-10-13,8.352988876800001,2,1
2017-10-14,-1.2262313984000013,4,2
2017-10-15,3.7278313471999995,5,5
2017-10-16,8.7358601216,6,6
2017-10-17,10.006953472,3,1
2017-10-18,12.2511423488,0,3
2017-10-19,3.308920422399999,6,17
2017-10-20,12.4582356992,3,0
2017-10-21,-5.8755814399999995,3,9
2017-10-22,-1.767806976000001,3,0
2017-10-23,2.1564241919999994,7,3
2017-10-24,13.0234257408,0,0
2017-10-25,14.923865804800002,0,0
2017-10-26,11.404259328000002,1,0
2017-10-27,4.1194928128,1,0
2017-10-28,-3.706736640000001,17,1
2017-10-29,-3.599409459200001,0,1
2017-10-30,7.743740825599999,4,1
2017-10-31,16.2984712192,3,0
2017-11-01,20.853101056,1,0
2017-11-02,9.452266393600002,1,0
2017-11-03,3.208582655999999,0,0
2017-11-04,3.7200734207999995,6,2
2017-11-05,-5.532146278400001,6,2
2017-11-06,5.7749460991999975,3,2
2017-11-07,9.85676288,0,3
2017-11-08,-2.374083583999999,1,0
2017-11-09,23.425387008,1,1
2017-11-10,3.399466803200003,0,0
2017-11-11,-4.7562043392,1,2
2017-11-12,-3.2992031744000014,0,0
2017-11-13,17.845154815999997,6,0
2017-11-14,1.4651781120000003,0,0
2017-11-15,0.7694941183999999,5,1
2017-11-16,1.5549917183999993,4,4
2017-11-17,3.959501004800001,1,6
2017-11-18,-1.2977840127999989,0,2
2017-11-19,-0.10687856640000071,0,3
2017-11-20,5.314314649599999,1,8
2017-11-21,2.472734720000001,0,0
2017-11-22,-2.4388305919999995,0,0
2017-11-23,-1.2411312128,8,0
2017-11-24,0.18009804800000007,0,1
2017-11-25,-0.7845237759999996,1,1
2017-11-26,-0.5005959167999998,0,0
2017-11-27,18.6776548352,0,7
2017-11-28,23.9561137152,2,1
2017-11-29,0.6952399872000008,0,0
2017-11-30,0.16522444799999825,0,1
2017-12-01,-3.6393267200000015,0,1
2017-12-02,-2.2243717120000013,7,2
2017-12-03,12.3755754496,5,0
2017-12-04,-2.06590208,6,0
2017-12-05,-1.5584250880000003,5,1
2017-12-06,8.090668646400001,2,2
2017-12-07,-3.1952771071999986,4,2
2017-12-08,-1.4443973632000002,7,0
2017-12-09,3.0869780479999998,2,0
2017-12-10,5.56063232,1,0
2017-12-11,-2.2310702079999993,1,0
2017-12-12,3.8234389504,0,0
2017-12-13,21.3210063872,3,0
2017-12-14,14.506309529600001,3,0
2017-12-15,2.5348392959999995,0,1
2017-12-16,5.117291519999998,0,3
2017-12-17,2.243482111999999,0,1
2017-12-18,1.8559366143999991,3,0
2017-12-19,5.305098547199998,2,0
2017-12-20,2.948346879999999,0,0
2017-12-21,9.185782272,0,0
2017-12-22,3.0964702208000014,1,0
2017-12-23,-0.12276121599999978,0,0
2017-12-24,-3.0261851136000004,1,0
2017-12-25,0.1696209919999998,0,0
2017-12-26,-1.6617218047999998,1,0
2017-12-27,0.9129450496000002,3,1
2017-12-28,-0.1945598975999996,2,5
2017-12-29,1.081345331200001,1,4
2017-12-30,0.02801786880000079,0,2
2017-12-31,0.3266367488000004,0,5
2018-01-01,2.4555971584,1,3
2018-01-02,10.109630976,0,6
2018-01-03,0.3481070592000006,2,8
2018-01-04,-1.7696957440000007,0,0
