,rails/rails,django/django,pallets/flask
2011-05-18,44,6.0,0
2011-05-19,20,0.0,1
2011-05-20,19,5.0,0
2011-05-21,40,4.0,0
2011-05-22,38,8.0,0
2011-05-23,46,5.0,0
2011-05-24,70,4.0,7
2011-05-25,67,0.0,0
2011-05-26,30,2.0,0
2011-05-27,27,5.0,6
2011-05-28,22,2.0,2
2011-05-29,9,3.0,5
2011-05-30,10,5.0,3
2011-05-31,30,5.0,0
2011-06-01,22,6.0,0
2011-06-02,2,5.0,1
2011-06-03,14,4.0,0
2011-06-04,17,6.0,0
2011-06-05,17,1.0,20
2011-06-06,26,1.0,1
2011-06-07,40,5.0,1
2011-06-08,37,4.0,6
2011-06-09,25,10.0,0
2011-06-10,25,11.0,2
2011-06-11,33,14.0,0
2011-06-12,15,9.0,0
2011-06-13,16,6.0,0
2011-06-14,10,7.0,0
2011-06-15,27,3.0,0
2011-06-16,28,15.0,4
2011-06-17,12,9.0,11
2011-06-18,23,3.0,0
2011-06-19,14,6.0,0
2011-06-20,20,0.0,3
2011-06-21,34,0.0,2
2011-06-22,19,2.0,0
2011-06-23,17,0.0,1
2011-06-24,8,0.0,1
2011-06-25,8,7.0,4
2011-06-26,10,16.0,6
2011-06-27,31,2.0,10
2011-06-28,33,12.0,20
2011-06-29,15,2.0,6
2011-06-30,23,2.0,4
2011-07-01,22,3.0,0
2011-07-02,10,0.0,0
2011-07-03,15,7.0,0
2011-07-04,10,11.0,0
2011-07-05,7,7.0,0
