,getredash/redash,metabase/metabase,apache/superset
2016-06-22,5,5,5
2016-06-23,3,5,4
2016-06-24,0,23,5
2016-06-25,0,0,1
2016-06-26,1,0,1
2016-06-27,1,23,0
2016-06-28,2,18,9
2016-06-29,0,11,1
2016-06-30,1,20,2
2016-07-01,1,16,8
2016-07-02,0,8,0
2016-07-03,8,1,0
2016-07-04,4,1,0
2016-07-05,6,13,0
2016-07-06,7,38,0
2016-07-07,0,18,0
2016-07-08,0,14,3
2016-07-09,0,7,0
2016-07-10,0,4,0
2016-07-11,11,13,4
2016-07-12,3,23,1
2016-07-13,0,33,6
2016-07-14,2,14,4
2016-07-15,1,10,3
2016-07-16,0,9,0
2016-07-17,0,4,0
2016-07-18,0,35,0
2016-07-19,1,54,2
2016-07-20,3,34,1
2016-07-21,3,27,2
2016-07-22,0,21,9
2016-07-23,0,6,0
2016-07-24,2,6,0
2016-07-25,4,18,0
2016-07-26,1,43,3
2016-07-27,4,55,1
2016-07-28,6,49,4
2016-07-29,0,15,0
2016-07-30,0,6,1
2016-07-31,7,0,0
2016-08-01,0,12,0
2016-08-02,0,10,6
2016-08-03,5,17,1
2016-08-04,2,39,1
2016-08-05,3,5,0
2016-08-06,1,1,0
2016-08-07,0,4,0
2016-08-08,0,1,2
2016-08-09,2,8,2
2016-08-10,6,13,7
2016-08-11,2,69,8
2016-08-12,0,22,1
2016-08-13,0,1,1
2016-08-14,0,0,3
2016-08-15,0,5,4
2016-08-16,4,17,5
2016-08-17,2,11,10
2016-08-18,1,15,1
2016-08-19,6,6,3
2016-08-20,0,2,1
2016-08-21,0,0,0
2016-08-22,4,17,1
2016-08-23,6,14,5
2016-08-24,2,29,0
2016-08-25,1,9,5
2016-08-26,1,5,3
2016-08-27,2,0,0
2016-08-28,3,0,0
2016-08-29,3,17,0
2016-08-30,5,3,4
2016-08-31,0,11,6
2016-09-01,1,11,4
2016-09-02,0,8,1
2016-09-03,1,2,1
2016-09-04,0,0,0
2016-09-05,0,0,0
2016-09-06,1,5,3
2016-09-07,5,17,1
2016-09-08,2,8,3
2016-09-09,0,12,1
2016-09-10,0,13,1
2016-09-11,4,0,1
2016-09-12,2,4,2
2016-09-13,0,8,2
2016-09-14,1,0,3
2016-09-15,0,3,2
2016-09-16,0,5,8
2016-09-17,1,0,2
2016-09-18,3,0,0
2016-09-19,1,10,5
2016-09-20,2,4,6
2016-09-21,0,0,4
2016-09-22,1,8,8
2016-09-23,1,5,10
2016-09-24,0,0,1
2016-09-25,0,0,1
2016-09-26,6,2,2
2016-09-27,4,13,2
2016-09-28,1,6,3
2016-09-29,0,13,1
2016-09-30,0,4,1
2016-10-01,0,4,0
2016-10-02,0,2,0
2016-10-03,0,7,4
2016-10-04,1,20,6
2016-10-05,31,32,11
2016-10-06,7,4,3
2016-10-07,1,15,8
2016-10-08,12,23,1
2016-10-09,11,1,0
2016-10-10,1,22,3
2016-10-11,0,20,4
2016-10-12,0,37,7
2016-10-13,4,5,4
2016-10-14,0,21,7
2016-10-15,0,10,4
2016-10-16,0,0,0
2016-10-17,0,19,0
2016-10-18,0,15,4
2016-10-19,1,16,2
2016-10-20,65,2,4
2016-10-21,6,2,8
2016-10-22,1,3,0
2016-10-23,1,0,0
2016-10-24,19,7,2
2016-10-25,3,18,5
2016-10-26,11,12,4
2016-10-27,6,8,3
2016-10-28,6,6,7
2016-10-29,0,1,3
2016-10-30,0,0,3
2016-10-31,0,5,2
2016-11-01,0,8,6
2016-11-02,4,5,7
2016-11-03,0,9,6
2016-11-04,1,9,8
2016-11-05,8,0,0
2016-11-06,0,9,1
2016-11-07,2,8,1
2016-11-08,1,9,5
2016-11-09,0,3,10
2016-11-10,3,1,7
2016-11-11,0,0,3
2016-11-12,0,0,3
2016-11-13,0,0,2
2016-11-14,0,10,2
2016-11-15,11,10,3
2016-11-16,3,13,5
2016-11-17,1,12,9
2016-11-18,3,5,10
2016-11-19,0,6,4
2016-11-20,11,0,2
2016-11-21,1,5,2
2016-11-22,4,9,6
2016-11-23,8,5,3
2016-11-24,5,3,0
2016-11-25,1,9,2
2016-11-26,83,0,0
2016-11-27,11,0,0
2016-11-28,8,4,2
2016-11-29,0,24,15
2016-11-30,0,28,2
2016-12-01,3,10,6
2016-12-02,4,9,7
2016-12-03,0,1,1
2016-12-04,2,2,3
2016-12-05,0,10,4
2016-12-06,7,10,4
2016-12-07,70,22,4
2016-12-08,7,18,2
2016-12-09,0,14,2
2016-12-10,1,16,1
2016-12-11,6,0,0
2016-12-12,2,18,4
2016-12-13,1,19,1
2016-12-14,0,28,7
2016-12-15,2,14,9
2016-12-16,0,6,3
2016-12-17,0,2,0
2016-12-18,0,1,0
2016-12-19,1,11,1
2016-12-20,17,12,2
2016-12-21,3,7,0
2016-12-22,1,10,0
2016-12-23,10,10,0
2016-12-24,0,4,0
2016-12-25,6,0,0
2016-12-26,0,4,0
2016-12-27,5,11,2
2016-12-28,0,12,2
2016-12-29,1,12,0
2016-12-30,6,17,1
2016-12-31,1,2,0
2017-01-01,5,2,0
2017-01-02,13,3,0
2017-01-03,1,9,1
2017-01-04,2,32,5
2017-01-05,6,23,3
2017-01-06,1,11,5
2017-01-07,1,0,3
2017-01-08,0,0,1
2017-01-09,5,9,2
2017-01-10,9,15,3
2017-01-11,5,6,10
2017-01-12,1,0,5
2017-01-13,2,2,5
2017-01-14,0,0,2
2017-01-15,14,0,1
2017-01-16,10,7,0
2017-01-17,2,4,2
2017-01-18,0,7,1
2017-01-19,12,2,3
2017-01-20,0,2,1
2017-01-21,1,1,0
2017-01-22,6,0,0
2017-01-23,1,4,2
2017-01-24,8,26,9
2017-01-25,8,9,7
2017-01-26,14,8,5
2017-01-27,1,8,5
2017-01-28,0,3,0
2017-01-29,0,0,0
2017-01-30,0,7,2
2017-01-31,5,4,4
2017-02-01,1,11,3
2017-02-02,3,11,4
2017-02-03,1,3,7
2017-02-04,0,0,8
2017-02-05,2,0,0
2017-02-06,1,1,1
2017-02-07,0,8,2
2017-02-08,0,9,2
2017-02-09,6,6,2
2017-02-10,2,7,5
2017-02-11,0,1,0
2017-02-12,0,0,0
2017-02-13,3,8,0
2017-02-14,3,5,5
2017-02-15,7,0,4
2017-02-16,10,0,1
2017-02-17,0,3,7
2017-02-18,14,1,1
2017-02-19,1,0,0
2017-02-20,3,0,0
2017-02-21,4,6,5
2017-02-22,13,12,7
2017-02-23,4,3,5
2017-02-24,1,3,7
2017-02-25,0,0,7
2017-02-26,0,0,7
2017-02-27,6,14,8
2017-02-28,9,8,7
2017-03-01,5,15,2
2017-03-02,2,1,0
2017-03-03,3,0,4
2017-03-04,1,0,4
2017-03-05,3,1,0
2017-03-06,4,2,4
2017-03-07,5,3,3
2017-03-08,2,3,0
2017-03-09,0,0,3
2017-03-10,2,1,3
2017-03-11,0,1,0
2017-03-12,0,0,0
2017-03-13,0,1,1
2017-03-14,0,12,9
2017-03-15,4,16,2
2017-03-16,5,4,7
2017-03-17,0,2,1
2017-03-18,0,2,0
2017-03-19,0,0,0
2017-03-20,4,9,2
2017-03-21,3,55,6
2017-03-22,2,14,3
2017-03-23,2,5,1
2017-03-24,0,5,3
2017-03-25,2,1,0
2017-03-26,4,0,2
2017-03-27,8,15,11
2017-03-28,0,4,9
2017-03-29,1,7,12
2017-03-30,2,19,2
2017-03-31,0,12,5
2017-04-01,2,2,1
2017-04-02,5,4,0
2017-04-03,10,25,4
2017-04-04,0,20,5
2017-04-05,4,31,15
2017-04-06,0,25,5
2017-04-07,1,23,2
2017-04-08,0,5,1
2017-04-09,0,0,0
2017-04-10,0,18,6
2017-04-11,3,29,6
2017-04-12,0,32,9
2017-04-13,0,19,11
2017-04-14,1,18,5
2017-04-15,0,16,1
2017-04-16,0,0,0
2017-04-17,0,9,8
2017-04-18,8,11,11
2017-04-19,3,23,3
2017-04-20,2,9,5
2017-04-21,0,23,2
2017-04-22,0,1,2
2017-04-23,2,0,0
2017-04-24,0,44,3
2017-04-25,1,30,5
2017-04-26,0,27,4
2017-04-27,1,34,2
2017-04-28,0,25,3
2017-04-29,2,0,4
2017-04-30,8,2,6
2017-05-01,0,18,4
2017-05-02,5,31,1
2017-05-03,3,46,1
2017-05-04,6,31,2
2017-05-05,2,31,3
2017-05-06,0,2,0
2017-05-07,3,0,3
2017-05-08,2,37,0
2017-05-09,5,25,8
2017-05-10,0,32,1
2017-05-11,1,18,5
2017-05-12,0,20,4
2017-05-13,0,0,2
2017-05-14,0,0,0
2017-05-15,15,6,0
2017-05-16,2,17,5
2017-05-17,7,4,5
2017-05-18,25,12,5
2017-05-19,0,18,1
2017-05-20,0,3,0
2017-05-21,0,0,0
2017-05-22,5,3,1
2017-05-23,4,8,2
2017-05-24,0,12,3
2017-05-25,0,14,3
2017-05-26,0,5,0
2017-05-27,0,3,0
2017-05-28,0,0,0
2017-05-29,2,0,0
2017-05-30,7,13,6
2017-05-31,0,14,5
2017-06-01,3,15,3
2017-06-02,2,10,5
2017-06-03,0,8,0
2017-06-04,1,1,0
2017-06-05,6,6,6
2017-06-06,1,6,4
2017-06-07,2,10,2
2017-06-08,1,19,9
2017-06-09,0,8,1
2017-06-10,0,0,0
2017-06-11,2,0,0
2017-06-12,7,27,4
2017-06-13,7,19,4
2017-06-14,4,15,3
2017-06-15,2,15,5
2017-06-16,0,24,2
2017-06-17,0,7,2
2017-06-18,4,16,0
2017-06-19,0,11,2
2017-06-20,14,12,8
2017-06-21,0,19,12
2017-06-22,2,24,3
2017-06-23,0,50,1
2017-06-24,1,5,0
2017-06-25,1,1,0
2017-06-26,0,11,2
2017-06-27,0,25,1
2017-06-28,20,20,1
2017-06-29,14,7,0
2017-06-30,1,15,1
2017-07-01,1,0,0
2017-07-02,1,1,0
2017-07-03,2,6,0
2017-07-04,0,0,0
2017-07-05,0,18,0
2017-07-06,1,19,0
2017-07-07,1,10,0
2017-07-08,0,11,0
2017-07-09,0,1,0
2017-07-10,0,20,0
2017-07-11,4,25,0
2017-07-12,1,16,0
2017-07-13,0,17,2
2017-07-14,0,43,1
2017-07-15,0,10,1
2017-07-16,0,7,1
2017-07-17,0,17,4
2017-07-18,1,32,0
2017-07-19,5,35,6
2017-07-20,0,24,0
2017-07-21,2,20,1
2017-07-22,1,0,0
2017-07-23,1,1,0
2017-07-24,1,21,0
2017-07-25,3,23,1
2017-07-26,0,5,12
2017-07-27,1,26,3
2017-07-28,1,6,5
2017-07-29,0,0,1
2017-07-30,0,0,0
2017-07-31,1,19,1
2017-08-01,0,33,6
2017-08-02,0,18,3
2017-08-03,1,33,3
2017-08-04,0,33,6
2017-08-05,0,4,0
2017-08-06,21,0,0
2017-08-07,0,8,2
2017-08-08,4,10,2
2017-08-09,3,25,6
2017-08-10,0,6,5
2017-08-11,0,12,12
2017-08-12,1,1,0
2017-08-13,0,0,0
2017-08-14,3,12,2
2017-08-15,2,21,4
2017-08-16,5,10,4
2017-08-17,3,11,7
2017-08-18,0,13,8
2017-08-19,0,2,2
2017-08-20,0,0,0
2017-08-21,0,16,1
2017-08-22,0,10,4
2017-08-23,0,31,4
2017-08-24,1,8,3
2017-08-25,0,18,2
2017-08-26,0,0,1
2017-08-27,0,0,1
2017-08-28,0,16,3
2017-08-29,0,13,0
2017-08-30,0,17,8
2017-08-31,0,16,2
2017-09-01,0,8,1
2017-09-02,0,2,0
2017-09-03,3,0,0
2017-09-04,0,0,0
2017-09-05,2,17,0
2017-09-06,0,9,0
2017-09-07,1,6,0
2017-09-08,0,9,0
2017-09-09,0,0,0
2017-09-10,0,1,0
2017-09-11,0,20,1
2017-09-12,1,28,10
2017-09-13,17,6,1
2017-09-14,0,37,5
2017-09-15,8,24,6
2017-09-16,0,8,0
2017-09-17,0,6,0
2017-09-18,1,12,8
2017-09-19,0,16,5
2017-09-20,0,23,4
2017-09-21,1,14,0
2017-09-22,5,5,1
2017-09-23,0,3,0
2017-09-24,0,0,0
2017-09-25,0,14,3
2017-09-26,0,18,6
2017-09-27,7,8,1
2017-09-28,1,13,9
2017-09-29,0,14,1
2017-09-30,0,0,0
2017-10-01,8,0,0
2017-10-02,6,4,4
2017-10-03,3,11,4
2017-10-04,3,11,15
2017-10-05,0,5,1
2017-10-06,1,8,1
2017-10-07,0,6,1
2017-10-08,0,1,0
2017-10-09,25,19,1
2017-10-10,6,19,9
2017-10-11,3,26,2
2017-10-12,3,29,5
2017-10-13,1,26,3
2017-10-14,1,2,0
2017-10-15,16,0,0
2017-10-16,5,8,4
2017-10-17,3,18,3
2017-10-18,8,5,0
2017-10-19,3,8,0
2017-10-20,0,10,0
2017-10-21,1,0,0
2017-10-22,6,2,0
2017-10-23,2,9,3
2017-10-24,3,7,8
2017-10-25,6,15,4
2017-10-26,6,12,3
2017-10-27,0,22,2
2017-10-28,1,0,0
2017-10-29,4,3,0
2017-10-30,3,9,1
2017-10-31,6,11,2
2017-11-01,13,10,1
2017-11-02,3,8,6
2017-11-03,0,20,1
2017-11-04,0,1,2
2017-11-05,0,4,1
2017-11-06,3,17,3
2017-11-07,4,22,6
2017-11-08,2,6,9
2017-11-09,17,7,4
2017-11-10,0,6,10
2017-11-11,0,0,4
2017-11-12,1,3,9
2017-11-13,12,16,2
2017-11-14,5,29,6
2017-11-15,2,12,7
2017-11-16,2,12,7
2017-11-17,0,15,3
2017-11-18,4,4,4
2017-11-19,9,0,1
2017-11-20,11,9,5
2017-11-21,15,3,7
2017-11-22,11,18,3
2017-11-23,5,0,0
2017-11-24,1,4,0
2017-11-25,7,0,0
2017-11-26,24,1,1
2017-11-27,0,8,0
2017-11-28,2,10,5
2017-11-29,2,6,2
2017-11-30,4,12,2
2017-12-01,15,3,5
2017-12-02,4,1,1
2017-12-03,3,0,0
2017-12-04,6,16,3
2017-12-05,21,26,6
2017-12-06,23,34,0
2017-12-07,6,13,6
2017-12-08,0,1,3
2017-12-09,0,3,1
2017-12-10,2,0,0
2017-12-11,3,7,2
2017-12-12,2,7,0
2017-12-13,7,9,4
2017-12-14,0,7,0
2017-12-15,0,3,5
2017-12-16,1,1,1
2017-12-17,4,0,3
2017-12-18,3,3,3
2017-12-19,3,11,5
2017-12-20,3,25,0
2017-12-21,3,12,2
2017-12-22,1,6,1
2017-12-23,1,0,0
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,8,7,4
2017-12-27,11,14,0
2017-12-28,5,11,1
2017-12-29,5,5,0
2017-12-30,0,2,0
2017-12-31,3,1,0
2018-01-01,0,0,0
2018-01-02,11,9,3
2018-01-03,16,12,2
2018-01-04,13,16,2
2018-01-05,10,7,3
2018-01-06,2,0,0
2018-01-07,5,0,1
2018-01-08,4,9,3
2018-01-09,13,11,3
2018-01-10,0,23,2
2018-01-11,5,7,5
2018-01-12,6,17,7
2018-01-13,1,2,0
2018-01-14,7,0,0
2018-01-15,2,0,0
2018-01-16,1,18,1
2018-01-17,2,10,5
2018-01-18,6,5,5
2018-01-19,14,2,3
2018-01-20,5,0,0
2018-01-21,0,0,0
2018-01-22,5,5,0
2018-01-23,3,14,4
2018-01-24,0,12,6
2018-01-25,3,22,6
2018-01-26,2,12,1
2018-01-27,2,1,1
2018-01-28,20,0,2
2018-01-29,5,23,1
2018-01-30,8,21,1
2018-01-31,23,13,2
2018-02-01,10,15,2
2018-02-02,8,25,1
2018-02-03,1,2,0
2018-02-04,3,0,5
2018-02-05,8,19,3
2018-02-06,2,41,2
2018-02-07,9,16,12
2018-02-08,13,10,3
2018-02-09,2,33,5
2018-02-10,9,2,1
2018-02-11,11,1,0
2018-02-12,0,17,1
2018-02-13,5,14,5
2018-02-14,5,5,3
2018-02-15,1,21,3
2018-02-16,5,9,10
2018-02-17,2,12,2
2018-02-18,4,2,0
2018-02-19,5,13,3
2018-02-20,5,11,2
2018-02-21,3,18,5
2018-02-22,6,11,1
2018-02-23,4,16,2
2018-02-24,3,0,1
2018-02-25,2,0,3
2018-02-26,6,8,2
2018-02-27,15,13,3
2018-02-28,9,3,8
2018-03-01,2,20,2
2018-03-02,1,24,2
2018-03-03,0,4,0
2018-03-04,7,2,1
2018-03-05,4,15,2
2018-03-06,5,19,7
2018-03-07,2,14,7
2018-03-08,6,23,7
2018-03-09,0,12,10
2018-03-10,1,1,0
2018-03-11,1,0,2
2018-03-12,1,12,5
2018-03-13,0,25,7
2018-03-14,1,30,4
2018-03-15,0,16,2
2018-03-16,0,20,8
2018-03-17,0,5,0
2018-03-18,0,0,0
2018-03-19,1,15,4
2018-03-20,0,6,4
2018-03-21,2,21,1
2018-03-22,1,19,2
2018-03-23,18,5,6
2018-03-24,2,5,1
2018-03-25,5,0,0
2018-03-26,0,14,4
2018-03-27,1,11,4
2018-03-28,0,15,3
2018-03-29,1,3,6
2018-03-30,0,0,3
2018-03-31,0,1,0
2018-04-01,1,1,0
2018-04-02,1,6,4
2018-04-03,0,21,7
2018-04-04,0,22,4
2018-04-05,1,10,2
2018-04-06,2,9,6
2018-04-07,1,1,3
2018-04-08,8,0,1
2018-04-09,6,21,2
2018-04-10,3,31,4
2018-04-11,2,31,11
2018-04-12,3,27,2
2018-04-13,0,19,6
2018-04-14,1,0,1
2018-04-15,2,2,2
2018-04-16,3,29,0
2018-04-17,2,11,0
2018-04-18,0,22,6
2018-04-19,1,23,2
2018-04-20,3,44,3
2018-04-21,0,7,0
2018-04-22,1,3,0
2018-04-23,1,19,5
2018-04-24,8,16,3
2018-04-25,1,27,1
2018-04-26,2,21,0
2018-04-27,1,36,5
2018-04-28,0,6,0
2018-04-29,2,0,1
2018-04-30,3,26,4
2018-05-01,0,8,4
2018-05-02,16,5,2
2018-05-03,8,12,1
2018-05-04,9,0,4
2018-05-05,2,0,0
2018-05-06,0,0,0
2018-05-07,2,14,8
2018-05-08,0,22,5
2018-05-09,23,14,2
2018-05-10,34,16,6
2018-05-11,0,8,2
2018-05-12,0,6,0
2018-05-13,0,1,1
2018-05-14,4,10,5
2018-05-15,4,19,2
2018-05-16,0,7,4
2018-05-17,4,3,1
2018-05-18,2,3,3
2018-05-19,1,0,0
2018-05-20,0,4,1
2018-05-21,5,12,4
2018-05-22,0,6,5
2018-05-23,0,26,3
2018-05-24,0,23,3
2018-05-25,2,17,5
2018-05-26,0,0,0
2018-05-27,3,0,0
2018-05-28,8,0,0
2018-05-29,0,10,5
2018-05-30,1,8,5
2018-05-31,20,16,6
2018-06-01,0,6,5
2018-06-02,0,1,1
2018-06-03,2,0,0
2018-06-04,0,7,2
2018-06-05,1,23,1
2018-06-06,47,35,3
2018-06-07,0,18,4
2018-06-08,0,29,2
2018-06-09,0,7,0
2018-06-10,2,0,1
2018-06-11,4,18,2
2018-06-12,2,27,3
2018-06-13,3,26,3
2018-06-14,0,28,9
2018-06-15,0,15,4
2018-06-16,0,0,1
2018-06-17,5,0,0
2018-06-18,1,9,10
2018-06-19,2,35,2
2018-06-20,9,10,5
2018-06-21,1,6,3
2018-06-22,2,3,8
2018-06-23,0,0,0
2018-06-24,0,0,0
2018-06-25,8,7,3
2018-06-26,4,14,1
2018-06-27,8,10,5
2018-06-28,8,20,2
2018-06-29,6,22,0
2018-06-30,2,0,1
2018-07-01,3,0,3
2018-07-02,3,14,2
2018-07-03,1,43,0
2018-07-04,3,6,7
2018-07-05,0,4,0
2018-07-06,3,18,3
2018-07-07,0,6,2
2018-07-08,2,2,0
2018-07-09,6,16,1
2018-07-10,0,25,0
2018-07-11,9,41,1
2018-07-12,7,12,4
2018-07-13,0,28,1
2018-07-14,0,4,0
2018-07-15,3,0,0
2018-07-16,3,18,11
2018-07-17,8,16,5
2018-07-18,10,24,3
2018-07-19,2,34,1
2018-07-20,0,11,5
2018-07-21,0,8,3
2018-07-22,0,5,0
2018-07-23,0,11,5
2018-07-24,2,21,3
2018-07-25,16,27,1
2018-07-26,2,29,7
2018-07-27,0,20,6
2018-07-28,0,2,0
2018-07-29,3,0,0
2018-07-30,5,42,3
2018-07-31,20,14,6
2018-08-01,9,15,5
2018-08-02,0,5,5
2018-08-03,1,4,10
2018-08-04,1,0,1
2018-08-05,15,0,0
2018-08-06,6,13,3
2018-08-07,2,47,3
2018-08-08,0,32,1
2018-08-09,2,6,4
2018-08-10,3,0,1
2018-08-11,0,0,0
2018-08-12,0,1,0
2018-08-13,1,10,5
2018-08-14,0,8,11
2018-08-15,1,3,5
2018-08-16,4,2,4
2018-08-17,0,15,4
2018-08-18,0,0,1
2018-08-19,0,0,2
2018-08-20,1,17,2
2018-08-21,0,3,10
2018-08-22,0,23,14
2018-08-23,4,5,5
2018-08-24,0,8,5
2018-08-25,0,0,6
2018-08-26,0,0,2
2018-08-27,2,1,10
2018-08-28,4,0,13
2018-08-29,4,0,10
2018-08-30,4,6,4
2018-08-31,1,4,3
2018-09-01,0,0,0
2018-09-02,0,0,0
2018-09-03,0,2,0
2018-09-04,4,16,3
2018-09-05,0,2,9
2018-09-06,1,24,8
2018-09-07,1,11,4
2018-09-08,0,4,0
