,python/cpython,rust-lang/rust,JuliaLang/julia
2021-08-23,13,82,8
2021-08-24,5,60,12
2021-08-25,11,74,14
2021-08-26,9,91,11
2021-08-27,8,63,1
2021-08-28,2,55,8
2021-08-29,6,53,2
2021-08-30,11,73,4
2021-08-31,15,108,3
2021-09-01,1,68,12
2021-09-02,10,78,5
2021-09-03,7,43,4
2021-09-04,6,44,3
2021-09-05,7,53,0
2021-09-06,3,48,4
2021-09-07,20,53,2
2021-09-08,8,78,11
2021-09-09,8,113,9
2021-09-10,10,65,7
2021-09-11,4,62,5
2021-09-12,2,46,3
2021-09-13,8,63,9
2021-09-14,8,39,13
2021-09-15,21,59,9
2021-09-16,8,70,2
2021-09-17,23,101,5
2021-09-18,4,44,2
2021-09-19,8,46,4
2021-09-20,10,42,4
2021-09-21,13,57,6
2021-09-22,5,49,5
2021-09-23,7,29,16
2021-09-24,8,72,4
2021-09-25,4,59,0
2021-09-26,2,50,6
2021-09-27,7,49,4
2021-09-28,9,66,5
2021-09-29,11,41,11
2021-09-30,8,97,5
2021-10-01,14,97,9
2021-10-02,5,64,6
2021-10-03,4,75,2
2021-10-04,4,80,9
2021-10-05,16,81,11
2021-10-06,16,74,6
2021-10-07,12,86,11
2021-10-08,2,62,7
2021-10-09,12,113,5
2021-10-10,6,103,10
2021-10-11,19,79,4
2021-10-12,8,91,5
2021-10-13,22,89,16
2021-10-14,14,60,21
2021-10-15,14,80,9
2021-10-16,6,55,5
2021-10-17,3,45,1
2021-10-18,6,77,10
2021-10-19,19,75,5
2021-10-20,17,87,4
2021-10-21,18,78,10
2021-10-22,13,60,10
2021-10-23,2,44,5
2021-10-24,1,35,4
2021-10-25,7,58,9
2021-10-26,3,66,9
2021-10-27,7,68,3
2021-10-28,21,43,6
2021-10-29,9,46,4
2021-10-30,1,63,5
2021-10-31,7,52,8
2021-11-01,5,51,11
2021-11-02,11,53,14
2021-11-03,7,49,5
2021-11-04,6,51,6
2021-11-05,13,73,9
2021-11-06,8,43,6
2021-11-07,2,44,11
2021-11-08,9,44,17
2021-11-09,13,67,10
2021-11-10,7,92,17
2021-11-11,3,37,10
2021-11-12,5,35,8
2021-11-13,3,41,4
2021-11-14,5,33,2
2021-11-15,8,39,4
2021-11-16,8,80,12
2021-11-17,7,46,12
2021-11-18,12,52,9
2021-11-19,10,40,16
2021-11-20,18,105,8
2021-11-21,6,39,3
2021-11-22,19,57,7
2021-11-23,14,60,8
2021-11-24,13,57,3
2021-11-25,7,56,4
2021-11-26,13,64,3
2021-11-27,5,51,2
2021-11-28,3,52,5
2021-11-29,18,69,8
2021-11-30,7,55,3
2021-12-01,8,76,3
2021-12-02,7,63,3
2021-12-03,9,121,4
2021-12-04,6,77,1
2021-12-05,8,56,2
2021-12-06,9,54,4
2021-12-07,17,70,6
2021-12-08,20,67,2
2021-12-09,12,75,4
2021-12-10,15,68,4
2021-12-11,5,69,2
2021-12-12,7,63,2
2021-12-13,7,102,2
2021-12-14,10,76,13
2021-12-15,6,82,2
2021-12-16,11,68,2
2021-12-17,7,61,8
2021-12-18,8,70,5
2021-12-19,8,47,0
2021-12-20,3,59,5
2021-12-21,2,55,5
2021-12-22,2,37,4
2021-12-23,2,60,4
2021-12-24,3,44,1
2021-12-25,1,20,1
2021-12-26,8,16,3
2021-12-27,2,31,2
2021-12-28,3,106,3
2021-12-29,3,53,1
2021-12-30,6,71,6
2021-12-31,6,36,5
2022-01-01,2,60,2
2022-01-02,8,46,3
2022-01-03,9,48,4
2022-01-04,13,76,7
2022-01-05,8,81,9
2022-01-06,12,59,18
2022-01-07,9,55,11
2022-01-08,9,40,7
2022-01-09,5,64,3
2022-01-10,8,52,16
2022-01-11,14,53,9
2022-01-12,8,71,23
2022-01-13,14,62,7
2022-01-14,13,93,12
2022-01-15,3,73,5
2022-01-16,5,50,4
2022-01-17,11,95,7
2022-01-18,14,118,5
2022-01-19,11,87,4
2022-01-20,10,74,12
2022-01-21,25,70,5
2022-01-22,26,48,2
2022-01-23,18,61,3
2022-01-24,9,41,12
2022-01-25,16,52,5
2022-01-26,14,48,16
2022-01-27,22,57,7
2022-01-28,16,84,12
2022-01-29,2,44,2
2022-01-30,0,45,3
2022-01-31,2,63,1
2022-02-01,13,89,3
2022-02-02,17,98,2
2022-02-03,19,57,7
2022-02-04,5,50,4
2022-02-05,4,38,2
2022-02-06,9,48,1
2022-02-07,21,76,5
2022-02-08,12,62,12
2022-02-09,10,68,13
2022-02-10,17,60,8
2022-02-11,7,62,5
2022-02-12,5,87,12
2022-02-13,5,46,29
2022-02-14,15,47,9
2022-02-15,8,77,15
2022-02-16,13,61,10
2022-02-17,11,66,10
2022-02-18,12,59,11
2022-02-19,7,57,14
2022-02-20,8,57,17
2022-02-21,6,84,7
2022-02-22,16,62,7
2022-02-23,12,76,14
2022-02-24,11,74,7
2022-02-25,23,100,9
2022-02-26,9,55,2
2022-02-27,2,39,2
2022-02-28,9,58,9
2022-03-01,10,57,6
2022-03-02,6,74,7
2022-03-03,21,114,15
2022-03-04,7,100,5
2022-03-05,3,77,3
2022-03-06,5,54,5
2022-03-07,15,99,4
2022-03-08,17,82,8
2022-03-09,7,82,6
2022-03-10,10,74,1
2022-03-11,13,69,3
2022-03-12,6,80,9
2022-03-13,6,40,4
2022-03-14,14,53,9
2022-03-15,14,56,11
2022-03-16,10,69,6
2022-03-17,16,70,4
2022-03-18,10,75,3
2022-03-19,7,42,3
2022-03-20,4,61,1
2022-03-21,11,64,9
2022-03-22,16,56,7
2022-03-23,16,74,8
2022-03-24,6,71,5
2022-03-25,6,59,4
2022-03-26,6,63,3
2022-03-27,5,64,2
2022-03-28,10,86,9
2022-03-29,8,58,8
2022-03-30,11,138,17
2022-03-31,13,90,5
2022-04-01,13,55,8
2022-04-02,17,69,7
2022-04-03,11,46,3
2022-04-04,9,81,6
2022-04-05,28,126,12
2022-04-06,24,82,6
2022-04-07,13,82,10
2022-04-08,5,75,3
2022-04-09,4,76,3
2022-04-10,5,58,2
2022-04-11,10,91,4
2022-04-12,7,94,14
2022-04-13,9,60,8
2022-04-14,12,83,12
2022-04-15,15,80,7
2022-04-16,18,90,2
2022-04-17,10,63,1
2022-04-18,15,98,2
2022-04-19,16,64,8
2022-04-20,14,72,5
2022-04-21,21,58,8
2022-04-22,16,42,1
2022-04-23,8,46,2
2022-04-24,5,59,1
2022-04-25,11,54,3
2022-04-26,9,61,5
2022-04-27,9,77,6
2022-04-28,10,50,5
2022-04-29,8,93,4
2022-04-30,23,81,0
2022-05-01,5,69,0
2022-05-02,41,57,7
2022-05-03,45,81,5
2022-05-04,12,51,2
2022-05-05,20,108,2
2022-05-06,30,118,12
2022-05-07,2,75,3
2022-05-08,33,44,3
2022-05-09,14,68,26
2022-05-10,22,111,14
2022-05-11,20,78,24
2022-05-12,12,85,16
2022-05-13,13,115,7
2022-05-14,3,46,0
2022-05-15,3,54,2
2022-05-16,11,47,11
2022-05-17,11,92,18
2022-05-18,8,69,7
2022-05-19,23,75,6
2022-05-20,10,100,4
2022-05-21,8,77,7
2022-05-22,1,91,3
2022-05-23,20,89,8
2022-05-24,8,112,6
2022-05-25,18,126,3
2022-05-26,6,46,12
2022-05-27,11,78,10
2022-05-28,3,59,2
2022-05-29,5,49,5
2022-05-30,3,113,8
2022-05-31,10,90,3
2022-06-01,7,86,11
2022-06-02,4,91,11
2022-06-03,9,116,0
2022-06-04,4,84,0
2022-06-05,5,84,0
2022-06-06,12,159,2
2022-06-07,15,121,4
2022-06-08,8,105,5
2022-06-09,8,71,12
2022-06-10,10,88,19
2022-06-11,7,76,7
2022-06-12,5,47,6
2022-06-13,10,87,4
2022-06-14,22,100,11
2022-06-15,15,95,2
2022-06-16,11,89,9
2022-06-17,15,68,11
2022-06-18,7,71,3
2022-06-19,11,69,7
2022-06-20,7,100,9
2022-06-21,25,84,10
2022-06-22,13,105,7
2022-06-23,14,105,4
2022-06-24,13,65,4
2022-06-25,10,74,1
2022-06-26,15,94,2
2022-06-27,10,98,5
2022-06-28,13,140,3
2022-06-29,10,115,6
2022-06-30,12,165,16
2022-07-01,12,106,2
2022-07-02,4,117,0
2022-07-03,3,74,6
2022-07-04,6,84,3
2022-07-05,14,107,22
2022-07-06,5,128,12
2022-07-07,12,97,7
2022-07-08,7,125,7
2022-07-09,7,70,5
2022-07-10,3,50,3
2022-07-11,7,116,3
2022-07-12,5,65,10
2022-07-13,6,97,13
2022-07-14,11,103,7
2022-07-15,6,97,5
2022-07-16,6,68,5
2022-07-17,6,77,5
2022-07-18,15,108,7
2022-07-19,7,94,8
2022-07-20,16,171,10
2022-07-21,5,111,6
2022-07-22,15,81,7
2022-07-23,8,63,6
2022-07-24,8,109,4
2022-07-25,17,112,7
2022-07-26,17,114,6
2022-07-27,14,97,3
2022-07-28,16,115,1
2022-07-29,10,97,4
2022-07-30,6,85,5
2022-07-31,4,77,0
2022-08-01,16,85,3
2022-08-02,5,96,3
2022-08-03,10,103,8
2022-08-04,21,134,4
2022-08-05,13,65,3
2022-08-06,8,72,5
2022-08-07,0,63,3
2022-08-08,10,72,3
2022-08-09,6,111,7
2022-08-10,7,97,5
2022-08-11,14,76,5
2022-08-12,7,109,4
2022-08-13,7,61,2
2022-08-14,3,57,1
2022-08-15,8,80,4
2022-08-16,8,106,4
2022-08-17,9,88,11
2022-08-18,13,104,8
2022-08-19,12,89,6
2022-08-20,1,79,5
2022-08-21,5,117,1
2022-08-22,5,133,7
2022-08-23,10,134,3
2022-08-24,9,87,5
2022-08-25,10,67,3
2022-08-26,10,112,8
2022-08-27,7,92,0
2022-08-28,2,80,2
2022-08-29,13,87,14
2022-08-30,19,100,16
2022-08-31,5,124,21
2022-09-01,5,94,17
2022-09-02,5,87,12
2022-09-03,5,53,10
2022-09-04,8,60,0
2022-09-05,11,82,6
2022-09-06,8,75,19
2022-09-07,11,74,11
2022-09-08,9,96,3
2022-09-09,7,88,2
2022-09-10,4,72,1
2022-09-11,3,54,5
2022-09-12,2,126,9
2022-09-13,10,115,11
2022-09-14,6,103,16
2022-09-15,6,75,17
